"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","phylum","order","scientificNameAuthorship","typeStatus","continentOcean","preparationType","barcode","imagecode","class","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","relatedCatalogItem","previousCatalogNumber"
"52","2020-04-29 16:29:34-03","UFVJM","HDJF","6819","PreservedSpecimen","Plantae","Asteraceae","Lychnophora","reticulata","Lychnophora reticulata","Chaves, DA","2017","06",NA,"Faria, JEQ; Chaves, DA","7882","2017","06","14","Brasil","Minas Gerais","Diamantina","Margem da estrada para Conselheiro Mata","-43.817222","-18.301111","-43.817222","-18.301111",NA,NA,NA,NA,"Dicotyledoneae",NA,"Gardner",NA,"Southern America",NA,"HDJF006819",NA,NA,"1292","1292",NA,NA,NA
"53","2020-04-29 16:29:34-03","UFVJM","HDJF","5639","PreservedSpecimen","Plantae","Asteraceae","Lychnophora","reticulata","Lychnophora reticulata","Chaves, DA","2014","07","29","Chaves, DA","153","2013","01","08","Brasil","Minas Gerais","São Gonçalo do Rio Preto","Cadeia do Espinhaço: Chapada dos Coutos, atrás do Parque Estadual do Rio Preto indo pelo Acaba Mundo","-43.332933","-18.29335","-43.332933","-18.29335",NA,NA,NA,NA,"Dicotyledoneae",NA,"Gardner",NA,"Southern America",NA,"HDJF005639","HDJF005639_01",NA,"1335","1335",NA,NA,NA
"54","2020-04-29 16:29:34-03","UFVJM","HDJF","6730","PreservedSpecimen","Plantae","Asteraceae","Lychnophora","reticulata","Lychnophora reticulata","Faria, JEQ","2017","06",NA,"Faria, JEQ; Chaves, DA","7792","2017","06","06","Brasil","Minas Gerais","Diamantina","Chegando na Chapada do Couto","-43.333056","-18.292222","-43.333056","-18.292222",NA,NA,NA,NA,"Dicotyledoneae",NA,"Gardner",NA,"Southern America",NA,"HDJF006730",NA,NA,"1352","1352",NA,NA,NA
"55","2020-07-23 11:59:06-03","CEPLAC","CEPEC","18505","PreservedSpecimen","Plantae","Asteraceae","Eremanthus","reticulatus","Eremanthus reticulatus","G. M. Barroso",NA,NA,NA,"S. A. Mori","13168","1979","12","22","Brasil","Bahia","MUCUGÊ","A 3km ao S de Mucuge","-41.3708000183105","-13.0052995681763","0*0'99","99*99'99","52493",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/10/1983",NA
"56","2016-08-23 10:58:50-03","NHMLondon","NHM-LONDON-BOT","BM000939731","S","Plantae","Asteraceae","Lychnophora","reticulata","Lychnophora reticulata","Samuel Boscom Jones Jr; b.1933; S.B.Jones","1992","11",NA,"George Gardner; b.1812; d.1849; Gardner","4828","1840","07",NA,"Brasil","Minas Gerais",NA,NA,"-44.096503","-19.690239","-44.096503","-19.690239",NA,NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/9caf8d956e1279afa2d3e9a46198dc2a9494671c/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Gardner","Holotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:2283885"
"57","2019-11-01 14:54:12-03","UnB","UB","207099","PreservedSpecimen","Plantae","Asteraceae","Lychnophora","reticulata","Lychnophora reticulata","Chaves, DA","2014","07","29","Chaves, DA","153","2013","01","08","Brasil","Minas Gerais","São Gonçalo do Rio Preto","Cadeia do Espinhaço: Chapada dos Coutos, atrás do Parque Estadual do Rio Preto indo pelo Acaba Mundo","-43.332933","-18.29335","-43.332933","-18.29335",NA,NA,"Complexo Rupestre",NA,"Dicotyledoneae",NA,"Gardner",NA,"Southern America",NA,NA,NA,NA,"1335","1335",NA,NA,NA
"58","2019-11-01 14:54:12-03","UnB","UB","124232","PreservedSpecimen","Plantae","Asteraceae","Lychnophora","reticulata","Lychnophora reticulata","Nakajima, JN",NA,NA,NA,"Nakajima, JN","2724","1997","08","22","Brasil","Minas Gerais",NA,"Estrada para o Vale dos Cândidos, Garagem de Pedras, Parque Nacional da Serra da Canastra",NA,NA,NA,NA,NA,NA,"Brácteas esverdeado-marrom. Corola e ramos do estilete lilás. Anteras púrpuras; Arvoreta 1,5m.; Campo rupestre associado a cerrado na encosta",NA,"Dicotyledoneae",NA,"Gardner",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-05-06 11:53:41-03","UFU","HUFU","54036","S","Plantae","Asteraceae","Lychnophora","reticulata","Lychnophora reticulata","Almeida, G.S.S.","2006","06",NA,"Almeida, G.S.S.; Custódio, J.","414","2006","05","30","Brasil","Minas Gerais","Mariana","Parque Estadual do Itacolomi, Trilha do Sertão.","-43.4160995483398","-20.377799987793",NA,NA,"33524",NA,"Arbusto, ca. 1,5 m. Flores lilases a alvas, papilho vináceo.; Campo rupestre.","auto",NA,NA,"Gardner",NA,NA,NA,"HUFU00048001","HUFU00048001",NA,NA,NA,NA,NA,NA
"60","2019-08-08 09:59:28-03","UFU","HUFU","78401","S","Plantae","Asteraceae","Lychnophora","reticulata","Lychnophora reticulata","Nakajima, J.N.","2019","03","15","Pedrosa, L.G.","391","2018","06","07","Brasil","Minas Gerais","Ouro Preto","APA Estadual Cachoeira das Andorinhas","-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,"Arbusto, 2m. Flores lilases.; Campo Ruprestre.","auto",NA,NA,"Gardner",NA,NA,NA,"HUFU00075810",NA,NA,NA,NA,NA,NA,NA
"61","2019-05-06 11:53:41-03","UFU","HUFU","54028","S","Plantae","Asteraceae","Lychnophora","reticulata","Lychnophora reticulata","Almeida, G.S.S.","2007","06",NA,"Almeida, G.S.S.; Coser, T.","701","2007","06","06","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Trilha da Lagoa Seca.","-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,"Arbusto, ca. 1,5 m. Flores lilases a alvas, papilho vináceo.; Campo rupestre.","auto",NA,NA,"Gardner",NA,NA,NA,"HUFU00048002","HUFU00048002",NA,NA,NA,NA,NA,NA
"62","2019-05-06 11:53:41-03","UFU","HUFU","5181","S","Plantae","Asteraceae","Lychnophora","reticulata","Lychnophora reticulata","Nakajima, J.N.","1998","05",NA,"Romero, R.; Nakajima, J.N.","627","1994","02","20","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Colina próxima à sede, lado esquerdo da estrada.","-46.3657989501953","-20.2453002929688",NA,NA,"57119",NA,"Subarbusto, ca. 1,5 m. Brácteas lanosas, corola, estilete e anteras lilás. Filetes brancos.; Campo rupestre.","auto",NA,NA,"Gardner",NA,NA,NA,"HUFU00058346","HUFU00058346",NA,NA,NA,NA,NA,NA
"63","2019-05-06 11:53:41-03","UFU","HUFU","15542","S","Plantae","Asteraceae","Lychnophora","reticulata","Lychnophora reticulata","Nakajima, J.N.","1998","07",NA,"Nakajima, J.N.; Romero, R.; Farinaccio, M.A.; Furlan, A. & Prado, P.M.M.","2724","1997","08","22","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Estrada para o Vale dos Cândidos, Garagem de Pedras.","-46.3657989501953","-20.2453002929688",NA,NA,"57119",NA,"Arvoreta, ca. 1,5 m. Brácteas esverdeado-marrom, corola e ramos do estilete lilás, anteras púrpuras.; Campo rupestre associado a cerrado na encosta.","auto",NA,NA,"Gardner",NA,NA,NA,"HUFU00058348","HUFU00058348",NA,NA,NA,NA,NA,NA
"64","2019-05-06 11:53:41-03","UFU","HUFU","6466","S","Plantae","Asteraceae","Lychnophora","reticulata","Lychnophora reticulata","Nakajima, J.N.","1998","05",NA,"Romero, R.; et al.","1210","1994","10","14","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Guarita de Sacramento.","-46.3657989501953","-20.2453002929688",NA,NA,"57119",NA,"Árvore, ca. 1,5 m. Flores brancas.; Campo sujo 2 meses após queimada.","auto",NA,NA,"Gardner",NA,NA,NA,"HUFU00058351","HUFU00058351",NA,NA,NA,NA,NA,NA
"65","2019-05-06 11:53:41-03","UFU","HUFU","8192","S","Plantae","Asteraceae","Lychnophora","reticulata","Lychnophora reticulata","Nakajima, J.N.","1998","05",NA,"Romero, R.; Nakajima, J.N.; Zanini, E. & César, R.","1922","1995","03","17","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Morro próximo da sede administrativa.","-46.3657989501953","-20.2453002929688",NA,NA,"57119",NA,"Arvoreta, ca. 0,6 m. Brácteas esverdeadas, papilho creme, corola e estigmas lilás.; Campo rupestre.","auto",NA,NA,"Gardner",NA,NA,NA,"HUFU00058347","HUFU00058347",NA,NA,NA,NA,NA,NA
"66","2019-08-08 09:59:28-03","UFU","HUFU","78723","S","Plantae","Asteraceae","Lychnophora","reticulata","Lychnophora reticulata","Matallana, C.A.","2019","07","09","Romero, R.; Lopes A.G.; Barbosa, B. .D. & Queiroz, L N L","9029","2019","04","23","Brasil","Minas Gerais","Diamantina","Estrada Diamantina - Conselheiro da Mata, MG 220, KM 180, próximo a estrada","-43.721667","-18.276667","-43.721667","-18.276667",NA,NA,"Arbusto, ca. 1,5m. Brácteas involucrias esverdeadas; corola e ramos do estilete lilases.; Campo rupestre/ afloramento rochoso",NA,NA,NA,"Gardner",NA,NA,NA,"HUFU00076419",NA,NA,"1355","1355",NA,NA,NA
"67","2019-05-06 11:53:41-03","UFU","HUFU","12514","S","Plantae","Asteraceae","Lychnophora","reticulata","Lychnophora reticulata","Nakajima, J.N.","1998","07",NA,"Romero, R.; Nakajima, J.N.","3497","1996","05","25","Brasil","Minas Gerais","São Roque de Minas","Cachoeira Casca D`Anta, Parte de cima da cachoeira.","-46.3657989501953","-20.2453002929688",NA,NA,"57119",NA,"Árvore, ca. 1,6 m. Brácteas esverdeado-creme; corola, anteras e estilete violetas.; Campo rupestre.","auto",NA,NA,"Gardner",NA,NA,NA,"HUFU00058349","HUFU00058349",NA,NA,NA,NA,NA,NA
"68","2019-05-06 11:53:41-03","UFU","HUFU","12764","S","Plantae","Asteraceae","Lychnophora","reticulata","Lychnophora reticulata","Nakajima, J.N.","1998","07",NA,"Nakajima, J.N.; Ressel, K. & Guimarães, F.A.G.","2007","1996","07","11","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Garagem de Pedras.","-46.3657989501953","-20.2453002929688",NA,NA,"57119",NA,"Arvoreta ca. de 1,5 m. Brácteas esverdeadas, corola e estigma lilás anteras creme.; Campo rupestre.","auto",NA,NA,"Gardner",NA,NA,NA,"HUFU00058350","HUFU00058350",NA,NA,NA,NA,NA,NA
"69","2019-05-06 11:53:41-03","UFU","HUFU","9311","S","Plantae","Asteraceae","Lychnophora","reticulata","Lychnophora reticulata",NA,NA,NA,NA,"Romero, R.; Nakajima, J.N.; Oliveira, R.C.; Oliveira, P.E.A.M. & Schiavini, I.","2380","1995","07","15","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Morro próximo à sede administrativa.","-46.3657989501953","-20.2453002929688",NA,NA,"57119",NA,"Arbusto, ca. 1,5 m. Brácteas verdes, corola e estigma lilás.; Campo rupestre.","auto",NA,NA,"Gardner",NA,NA,NA,"HUFU00058343","HUFU00058343",NA,NA,NA,NA,NA,NA
"70","2019-05-06 11:53:41-03","UFU","HUFU","7322","S","Plantae","Asteraceae","Lychnophora","reticulata","Lychnophora reticulata","Nakajima, J.N.","1998","05",NA,"Romero, R.; et al.","1654","1995","01","10","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Morro próximo à sede administrativa.","-46.3657989501953","-20.2453002929688",NA,NA,"57119",NA,"Árvore, ca. de 1,5 m. Brácteas verdes, corola lilás.; Campo rupestre.","auto",NA,NA,"Gardner",NA,NA,NA,"HUFU00058345","HUFU00058345",NA,NA,NA,NA,NA,NA
"71","2019-05-06 11:53:41-03","UFU","HUFU","5753","S","Plantae","Asteraceae","Lychnophora","reticulata","Lychnophora reticulata","Nakajima, J.N.","1998","05",NA,"Romero, R.; Nakajima, J.N.","1027","1994","06","26","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Primeiro morro próximo à sede.","-46.3657989501953","-20.2453002929688",NA,NA,"57119",NA,"Árvore, ca. 1,0 m. Brácteas verdes e vinho; corola, anteras e estigma lilás.; Campo rupestre.","auto",NA,NA,"Gardner",NA,NA,NA,"HUFU00058344","HUFU00058344",NA,NA,NA,NA,NA,NA
"72","2017-09-11 17:08:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Lychnophora","reticulata","Lychnophora reticulata",NA,NA,NA,NA,"Riedel, L","s.n.",NA,NA,NA,"?",NA,NA,"in Serra d'Ouro branco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gardner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2017-09-11 17:08:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Lychnophora","reticulata","Lychnophora reticulata",NA,NA,NA,NA,"Sello, HL","948",NA,NA,NA,"?",NA,NA,"loco non indicato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gardner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2017-09-11 17:08:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Lychnophora","reticulata","Lychnophora reticulata",NA,NA,NA,NA,"Gardner, G","4828",NA,NA,NA,"Brazil",NA,NA,"Habitat prov. Minas Geraes in collibus elevatis ditionis Adamantium prope Formigas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gardner",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2017-09-11 17:08:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Lychnophora","reticulata","Lychnophora reticulata",NA,NA,NA,NA,"Riedel, L","s.n.",NA,NA,NA,"Brazil",NA,NA,"in Serra d'Ouro branco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gardner",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-11-21 10:00:55-03","IBt","SP","108141","S","Plantae","Asteraceae","Lychnophora","reticulata","Lychnophora reticulata","Leitão Filho, HF","1976","04",NA,"Menezes, ML","2","1968","12","12","Brasil","Distrito Federal","Brasília","Fazenda da Universidade Federal","-47.9296989440918","-15.7797002792358",NA,NA,"70570",NA,NA,"auto",NA,NA,"Gardner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2019-11-21 10:00:55-03","IBt","SP","406300","S","Plantae","Asteraceae","Lychnophora","reticulata","Lychnophora reticulata","Nakajima, JN","2008",NA,NA,"Nakajima, JN; Romero, R; Farinaccio, MA; Furlan, A; Prado, PMM","2724","1997","08","22","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Estrada para o Vale dos Cândidos, Garagem de Pedras","-46.3657989501953","-20.2453002929688",NA,NA,"57119",NA,NA,"auto",NA,NA,"Gardner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
