"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","day","county","coordinatePrecision","geoFlag","fieldNumber","sex"
"1","2021-03-15 16:37:00-03","NY","NYBG","9233","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Pleurothallis","miniato-lineolata","Pleurothallis miniato-lineolata","Hoehne","type","O. Handro","31061","1933","11","South America","Brazil","São Paulo","Parque do Estado, Sao Paulo","-46.621883","-23.654505","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=174086' target='other'> <mi>dwc_moreinfo</mi></a>","NY00009233","NY00009233_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2019-11-21 10:13:40-03","IBt","SP","65509","S","Plantae",NA,NA,"Orchidaceae","Pabstiella","miniatolineolata","Pabstiella miniatolineolata","(Hoehne) Luer",NA,"Kuhlmann, M","2030","1949","11",NA,"Brasil","São Paulo","Boracéa","-45.8400001525879","-23.5300006866455",NA,NA,NA,NA,"Barros, F; Gonçalves, GF","2013","05","24","19","Salesópolis","18032","auto",NA,NA
"3","2019-11-21 10:13:43-03","IBt","SP","31061","S","Plantae",NA,NA,"Orchidaceae","Pleurothallis","miniatolineolata","Pleurothallis miniatolineolata","Hoehne","Holotype","Handro, O","s.n.","1933","11",NA,"Brasil","São Paulo","Parque do Estado, Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,"Nativa. Flores pálido-amareladas","SP002361","SP002361","Hoehne, FC","1938",NA,NA,NA,"São Paulo","53584","auto",NA,NA
"4","2019-11-21 10:13:51-03","IBt","SP","65508","S","Plantae",NA,NA,"Orchidaceae","Specklinia","miniatolineolata","Specklinia miniatolineolata","(Hoehne) F.Barros",NA,"Kuhlmann, M","2353","1950","02",NA,"Brasil","São Paulo","Boracéa","-45.8400001525879","-23.5300006866455",NA,NA,NA,NA,"Mamede, MCH","2011","07",NA,"16","Salesópolis","18032","auto",NA,NA
"5","2019-11-21 10:13:51-03","IBt","SP","288561","S","Plantae",NA,NA,"Orchidaceae","Specklinia","miniatolineolata","Specklinia miniatolineolata","(Hoehne) F.Barros",NA,"Kiyama, CY; Simão Bianchini, R; Rossi, L; Shirasuna, RT","55","1994","09",NA,"Brasil","São Paulo","Estação Biológica de Boracéia, Estrada para a barragem da SABESP no Rio Guaratuba","-45.8400001525879","-23.5300006866455",NA,NA,NA,NA,"Barros, F","2005",NA,NA,"05","Salesópolis","18032","auto",NA,NA
"6","2019-11-21 10:13:51-03","IBt","SP","330560","S","Plantae",NA,NA,"Orchidaceae","Specklinia","miniatolineolata","Specklinia miniatolineolata","(Hoehne) F.Barros",NA,"Tardivo, RC; Silva, GJ; Wanderley, MGL","208","1998","08",NA,"Brasil","São Paulo","Estação Biológica de Boracéia, Trilha do Divisor","-45.8400001525879","-23.5300006866455",NA,NA,NA,NA,"Barros, F","2005",NA,NA,"26","Salesópolis","18032","auto",NA,NA
"7","2019-01-28 12:47:47-02","AMES","HU-HERB","AMES 00074442","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pleurothallis","miniato-lineolata","Pleurothallis miniato-lineolata","Hoehne","Isotype","O. Handro","31061","1933","11","South America","Brazil","São Paulo","Parque do Estado",NA,NA,"Jar,Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31061","undetermined"
"8","2019-01-28 12:47:47-02","AMES","HU-HERB","AMES 00085674","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pleurothallis","miniato-lineolata","Pleurothallis miniato-lineolata","Hoehne","Type material","O. Handro","31061","1933","11","South America","Brazil","São Paulo","Parque do Estado",NA,NA,"Jar,Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31061",NA
