"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","typeStatus","yearIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","01214099","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lessingianthus","venosissimus","Lessingianthus venosissimus","(Sch.Bip. ex Baker) H.Rob.","C. A. Cid Ferreira","4425","1984","06","09","South America","Brazil","Rondônia","Vilhena","BR-364, Rodovia Porto Velho-Cuiabá, campo de Vilhena","-61.02","-12.216667",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1340579' target='other'> <mi>dwc_moreinfo</mi></a>","NY01214099","NY01214099_01","J. F. Pruski",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-08 17:37:11-03","EAO","IAN","76543","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Vernonia","urbaniana","Vernonia urbaniana","Gray","Glaziou, AFM","21660",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN076543",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-30 12:35:18-03","EAO","IAN","94089","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Vernonia","urbaniana","Vernonia urbaniana","Gray","Glaziou, AFM","91660",NA,NA,NA,"Southern America","Brasil","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,"IAN094089",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-30 12:35:18-03","EAO","IAN","123216","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Vernonia","venosissima","Vernonia venosissima","Sch.Bip. ex Baker","Irwin, HS; Grear Jr., JW; Grear Jr., JW","15314","1966","04","08","Southern America","Brasil","Distrito Federal",NA,"Cerrado.",NA,NA,"975","975",NA,"Erect herb ca. 75cm tall. Heads lavender-pink.","IAN123216",NA,"Barroso, GM",NA,"1966",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:35:18-03","EAO","IAN","123237","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Vernonia","venosissima","Vernonia venosissima","Sch.Bip. ex Baker","Irwin, HS; Grear Jr., JW; Grear Jr., JW","15642","1966","05","06","Southern America","Brasil","Distrito Federal",NA,"Disturbed cerrado. Universidade de Brasília.",NA,NA,"975","975",NA,"Subshrub ca. 1m tall. Heads lavender.","IAN123237",NA,"Barroso, GM",NA,"1966",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-08 17:37:11-03","EAO","IAN","34815","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Vernonia","venosissima","Vernonia venosissima","Sch.Bip. ex Baker","Pohl, RW","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN034815","IAN034815_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:35:18-03","EAO","IAN","106579","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Vernonia","venosissima","Vernonia venosissima","Sch.Bip. ex Baker","Magalhães, MG","9654","1957","05","09","Southern America","Brasil","Distrito Federal","Brasília","No cerrado.","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Subarbusto de 0,50 a 0,60m de altura; flor rosea-violácea. Pouco frequente.","IAN106579",NA,"Barroso, GM",NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:35:18-03","EAO","IAN","105639","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Vernonia","venosissima","Vernonia venosissima","Sch.Bip. ex Baker","Magalhães, MG","9654","1957","05","09","Southern America","Brasil","Distrito Federal","Brasília","No cerrado.","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Subarbusto de 0,50 a 0,60m de altura; flor rosea-violácea. Pouco frequente.","IAN105639",NA,"Barroso, GM",NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:35:18-03","EAO","IAN","158202","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Vernonia","venosissima","Vernonia venosissima","Sch.Bip. ex Baker","Rodrigues, IA; Cordeiro, MR","938","1981","09","29","Southern America","Brasil","Rondônia","Vilhena","Campos de Vilhena, atrás do campo de futebol. Campo.","-60.1458015441895","-12.7405996322632",NA,NA,NA,"Arbusto. Flor branca.","IAN158202",NA,"Cordeiro, MR",NA,NA,"196523","auto",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:35:18-03","EAO","IAN","158199","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Vernonia","venosissima","Vernonia venosissima","Sch.Bip. ex Baker","Rodrigues, IA; Cordeiro, MR","935","1981","09","29","Southern America","Brasil","Rondônia","Vilhena","Campos de Vilhena; atrás do campo de futebol. Campo.","-60.1458015441895","-12.7405996322632",NA,NA,NA,"Arbusto; for branca.","IAN158199",NA,"Cordeiro, MR",NA,NA,"196523","auto",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-30 12:35:18-03","EAO","IAN","158193","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Vernonia","venosissima","Vernonia venosissima","Sch.Bip. ex Baker","Rodrigues, IA; Cordeiro, MR","929","1981","09","29","Southern America","Brasil","Rondônia","Vilhena","Serra dos Parecis, atrás da Prefeitura nova. Campo. Solo argiloso.","-60.1458015441895","-12.7405996322632",NA,NA,NA,"Arbustos; flor branca.","IAN158193",NA,"Cordeiro, MR",NA,NA,"196523","auto",NA,NA,NA,NA,NA,NA,NA
"22","2020-11-04 11:01:55-03","ESALQ","ESA","60678","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Lessingianthus","venosissimus","Lessingianthus venosissimus","(Sch. Bip.) H.Rob.","Hatschbach, G. et al.","66618.0","1997","08","11",NA,"Brasil","Mato Grosso","Chapada dos Guimarães",NA,"-55.749698638916","-15.460599899292",NA,NA,NA,NA,"ESA060678","ESA060678","Robinson, H.",NA,NA,"107042","auto",NA,NA,NA,NA,NA,NA,NA
"23","2020-11-04 11:02:45-03","ESALQ","ESA","41846","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Vernonia","venosissima","Vernonia venosissima","Sch. Bip. ex Mart.","Souza, V.C.; Souza, J.P.; Scalon, V.R.; Duarte, A.R.","16909.0","1997","05","22",NA,"Brasil","Mato Grosso","Diamantino","Fazenda Camargo. Ca. 7km NW (em linha reta) de Diamantino. Savana arborizada (cerrado).","-56.3","-14.17",NA,NA,NA,"Arbusto, ca. 1 m alt.; flores passadas castanhas.","ESA041846","ESA041846","Rivera, V.L. & Fonseca, L.",NA,NA,NA,NA,"-56.3","-14.17",NA,NA,NA,NA,NA
"24","2020-11-04 11:02:45-03","ESALQ","ESA","41881","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Vernonia","venosissima","Vernonia venosissima","Sch. Bip. ex Mart.","Souza, V.C.; Souza, J.P.; Duarte, A.R.; Miyagi, P.H.","17764.0","1997","06","12",NA,"Brasil","Mato Grosso","Tapurah","Estrada MT-010. Ca. 5km do entroncamento com MT-338. Savana arborizada com trechos alagáveis","-56.26","-12.49",NA,NA,NA,"Subarbusto; capítulos passados castanhos.","ESA041881","ESA041881","Hind, N.",NA,NA,NA,NA,"-56.26","-12.49",NA,NA,NA,NA,NA
"25","2021-03-26 00:04:14-03","UFPI","TEPB","25152","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Vernonia","venosissima","Vernonia venosissima","Schultz - Bip ex Baker","G. Pereira-Silva","7519","2003","04","10",NA,"Brasil","Goiás","Luziânia","Borda Norte da Chapada, fazenda do sr. Azarias, nascente do córrego Capão da Anta","-48.202222","-16.347778","940","940",NA,"Subarbusto ca. 1 m de alt., flor roxa, ocasional no local, relevo suave ondulado, latossolo vermelho amarelo. Ambiente: Cerrado (campo sujo)",NA,NA,"J. B. Bringel & C. Sinigaglia",NA,NA,NA,NA,"48°12'8W","16°20'52S",NA,NA,NA,NA,NA
"26","2020-11-19 10:22:52-03","CPAP","CPAP","17507","PreserverdSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","venosissimus","Lessingianthus venosissimus","(Sch.Bip.) H.Rob.","Hatschbach, G.","66618","1997","08","11",NA,"Brasil","MT","Chapa dos Guimarães","Mirante da Chapada dos Guimarães",NA,NA,NA,NA,NA,"Subarbusto ereto. FLOR: capítulo creme. AMBIENTE: Campo de altitude.",NA,NA,"H. Robinson",NA,"1997",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-04-07 11:41:29-03","UFMS","CGMS","21489","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","venosissimus","Lessingianthus venosissimus","(Sch.Bip. ex Baker) H.Rob.","F.J.M. Caporal","4241","2007","06",NA,NA,"Brasil","Mato Grosso","Mato Grosso","Campo Novo do Parecis - Sapezal - estrada Nova Fronteira, MT 235, antiga BR 364 - em terras indígenas.",NA,NA,NA,NA,NA,NA,"CGMS1050897",NA,"B. Loeuille",NA,"2014",NA,NA,NA,NA,"11","19",NA,NA,NA
"28","2021-03-01 16:26:12-03","UNICAMP","UEC","146679","S","Plantae","Magnoliopsida",NA,"Asteraceae","Vernonia","venosissima","Vernonia venosissima","Sch.Bip. ex Baker","Teles, AM","102","2003","05","20",NA,"Brazil","Distrito Federal","Brasília",NA,"-47.595278","-15.731389","1157","1157",NA,"Arbusto 0,5m. Capítulos vistosos com flores lilás.; cerrado antropizado.","UEC136470","UEC136470","Rivera, VL",NA,"2006",NA,NA,"-47.595278","-15.731389","03",NA,NA,NA,NA
"29","2021-03-01 16:26:12-03","UNICAMP","UEC","119559","S","Plantae","Magnoliopsida",NA,"Asteraceae","Vernonia","venosissima","Vernonia venosissima","Sch.Bip. ex Baker","Batalha, MA","2001","1998","11","01",NA,"Brazil","Goiás","Chapadão do Céu","Parque Nacional da Emas.","-52.66475","-17.821744",NA,NA,NA,"Herbácea. 0,8m. Frutos. Folhas discolores.; Campo sujo.","UEC136466","UEC136466","Batalha, MA",NA,"2000",NA,NA,"-52.66475","-17.821744","02",NA,NA,NA,NA
"30","2021-03-01 16:26:12-03","UNICAMP","UEC","119560","S","Plantae","Magnoliopsida",NA,"Asteraceae","Vernonia","venosissima","Vernonia venosissima","Sch.Bip. ex Baker","Batalha, MA","3095","1999","03","10",NA,"Brazil","Goiás","Chapadão do Céu","Parque Nacional da Emas. Próximo ao ponto C.","-52.66475","-17.821744",NA,NA,NA,"herbácea. 0,5m. FLores vináceas.; Campo sujo.","UEC136467","UEC136467","Batalha, MA",NA,"2000",NA,NA,"-52.66475","-17.821744","02",NA,NA,NA,NA
"31","2021-03-01 16:26:12-03","UNICAMP","UEC","165201","S","Plantae","Magnoliopsida",NA,"Asteraceae","Vernonia","venosissima","Vernonia venosissima","Sch.Bip. ex Baker","Silva, GP; Moreira, GA; Rezende, JM","7519","2003","04","10",NA,"Brazil","Goiás","Luziânia","Borda Norte da Chapada, Fazenda do Sr. Azarias, nascente do córrego Capão da Anta.","-48.202222","-16.347778","940","940",NA,"Subarbusto com cerca de 1 m de altura, flor roxa. Ocasional no local.; Cerrado (Campo sujo), relevo suave ondulado, latossolo vermelho-amarelo. Área de influência indireta.","UEC050171","UEC050171","Bringel Jr, JBA",NA,"2003",NA,NA,"-48.202222","-16.347778","11",NA,NA,NA,NA
"32","2021-03-01 16:26:12-03","UNICAMP","UEC","177243","S","Plantae","Magnoliopsida",NA,"Asteraceae","Vernonia","venosissima","Vernonia venosissima","Sch.Bip. ex Baker","Ferreira, H","253","1990","03","12",NA,"Brazil","Goiás",NA,"Parque Nacional da Emas.",NA,NA,NA,NA,NA,"ca. de 30cm. Bráctea pilosa (branca) na face dorsal e vinosa (glabra) na face ventral. Folhas coriáceas, verdes e glabras ventralmente e branca com pelos brancos e curtos dorsalmente. Caule branco e piloso (pelos curtos e brancos) .","UEC136465","UEC136465","Nakajima, JN",NA,"2015",NA,NA,NA,NA,"10",NA,NA,NA,NA
"33","2021-03-01 16:26:12-03","UNICAMP","UEC","3654","S","Plantae","Magnoliopsida",NA,"Asteraceae","Vernonia","venosissima","Vernonia venosissima","Sch.Bip. ex Baker","Davis, PH","60248","1976","06","13",NA,"Brazil","Distrito Federal",NA,"5-10 km from Fercal to Brasilia.",NA,NA,"1200","1200",NA,"erect herb, 1-1,5 ft.; cerrado on junction of calcareous / non calcareous solis.","UEC136469","UEC136469","Calago, K",NA,"1997",NA,NA,NA,NA,"11","10",NA,NA,NA
"34","2021-03-01 16:26:12-03","UNICAMP","UEC","117988","S","Plantae","Magnoliopsida",NA,"Asteraceae","Vernonia","venosissima","Vernonia venosissima","Sch.Bip. ex Baker","Calago, K","73","1997","11","08",NA,"Brazil","Distrito Federal","Brasília","Jardim Botânico de Brasília.","-47.9296989440918","-15.7797002792358",NA,NA,NA,"subarbustivo. folha coriácea, ereta em fase de frutificação, com cerca de 1,40m de altura.; Campo cerrado. Relevo plano. Substrato argiloso, lino Latossolo vermelho-amarelo.","UEC136468","UEC136468",NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-01 16:26:12-03","UNICAMP","UEC","20623","S","Plantae","Magnoliopsida",NA,"Asteraceae","Vernonia","venosissima","Vernonia venosissima","Sch.Bip. ex Baker","Duarte, MM; Mattos, A","1099","1979","05","09",NA,"Brazil","Mato Grosso","Chapada dos Guimarães","Estrada do Rio da Casca, próximo a Embratel.","-55.749698638916","-15.460599899292",NA,NA,NA,"Arbusto. Flor lilás.; Cerrado. Solo argiloso, arenoso seco.","UEC136471","UEC136471","Dematteis, M",NA,"2007","107042","auto",NA,NA,NA,NA,NA,NA,NA
"36","2020-10-14 09:59:13-03","FURB","FURB","42804","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","venosissimus","Lessingianthus venosissimus","(Sch.Bip. ex Baker) H.Rob.","Rosário, R.F. do; et al.","23","2010","09","14",NA,"Brasil","Distrito Federal","Brasília","ARIE - Ganja do Ipê.","-47.9296989440918","-15.7797002792358",NA,NA,NA,"área degradada para extraçãode cascalho em regeneração natural (área número 12 PRAD) Habitat: área degradada Habito: arbustiva;","FURB04770","FURB04770","Bringel Jr.; J.B.",NA,"2010","70570","auto",NA,NA,"09",NA,NA,NA,NA
"37","2014-10-14 15:56:23-03","BS","M","M-0029378","S","Plantae","Magnoliophyta","Asterales","Asteraceae","Lessingianthus","venosissimus","Lessingianthus venosissimus","(Sch.Bip. ex Baker) H.Rob.","Pohl, J.B.E.",NA,NA,NA,NA,NA,"Brasil",NA,NA,"In Brasilia.",NA,NA,NA,NA,NA,NA,"M0029378",NA,NA,"NOTATYPE",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"38","2020-12-21 16:16:28-03","MBM","MBM","86540","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","venosissimus","Lessingianthus venosissimus","(Sch. Bip. ex Baker) H. Rob.","Kirkbride, J.H.; J.H.","4315","1981","04","08","Southern America","Brazil","Distrito Federal",NA,"Fazenda Água Limpa",NA,NA,NA,NA,NA,NA,"MBM086540","MBM086540","Robinson, H.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:16:28-03","MBM","MBM","213211","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","venosissimus","Lessingianthus venosissimus","(Sch. Bip. ex Baker) H. Rob.","Hatschbach, G.; Schinini, A.; Barboza, E.; Schinini, A.; Barboza, E.","66618","1997","08","11","Southern America","Brazil","Mato Grosso","Chapada dos Guimarães","Mirante da Chapada dos Guimarães","-55.749698638916","-15.460599899292",NA,NA,NA,NA,"MBM213211","MBM213211","Robinson, H.",NA,NA,"107042","auto",NA,NA,NA,NA,NA,NA,NA
"40","2015-09-04 08:09:49-03","MNHN","RECOLNAT_MNHN_P","P00683007","PreservedSpecimen",NA,NA,NA,"Asteraceae","Vernonia","venosissima","Vernonia venosissima","Sch.Bip. ex Baker","Pohl, J.E.",NA,"1827","5",NA,NA,"Brasilia",NA,NA,"Chapada",NA,NA,NA,NA,"hb","P00683007 & P00683008 sur la même part <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00683007' target='other'> <mi>dwc_moreinfo</mi></a>","P00683007","P00683007_01",NA,"type",NA,NA,NA,NA,NA,NA,NA,NA,"1011",NA
"41","2010-12-16 16:16:20-02","MNHN","RECOLNAT_MNHN_P","P00683008","PreservedSpecimen",NA,NA,NA,"Asteraceae","Vernonia","venosissima","Vernonia venosissima","Sch.Bip. ex Baker","Pohl, J.E.",NA,"1827","5",NA,NA,"Brasilia",NA,NA,"Chapada",NA,NA,NA,NA,"hb","P00683007 & P00683008 sur la même part <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00683008' target='other'> <mi>dwc_moreinfo</mi></a>","P00683008","P00683008_01",NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,"499",NA
"42","2015-09-04 05:34:15-03","MNHN","RECOLNAT_MNHN_P","P02718152","PreservedSpecimen",NA,NA,NA,"Asteraceae","Vernonia","venosissima","Vernonia venosissima","Sch.Bip. ex Baker","Glaziou, A.",NA,"1894","10","25",NA,"Brasil",NA,NA,"Brésil, Goyaz, Ponte Alta.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02718152' target='other'> <mi>dwc_moreinfo</mi></a>","P02718152","P02718152_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21660",NA
"43","2015-09-04 05:34:15-03","MNHN","RECOLNAT_MNHN_P","P02718153","PreservedSpecimen",NA,NA,NA,"Asteraceae","Vernonia","venosissima","Vernonia venosissima","Sch.Bip. ex Baker","Glaziou, A.",NA,"1894","10","25",NA,"Brasil",NA,NA,"Brésil, Goyaz, Ponte Alta.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02718153' target='other'> <mi>dwc_moreinfo</mi></a>","P02718153","P02718153_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21660",NA
"44","2015-09-04 05:34:15-03","MNHN","RECOLNAT_MNHN_P","P02718154","PreservedSpecimen",NA,NA,NA,"Asteraceae","Vernonia","venosissima","Vernonia venosissima","Sch.Bip. ex Baker","Glaziou, A.",NA,"1895","4","25",NA,"Brasil",NA,NA,"Brésil, Rio Torto, prés de Campament.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02718154' target='other'> <mi>dwc_moreinfo</mi></a>","P02718154","P02718154_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2015-11-20 14:31:34-02","MNHN","RECOLNAT_MNHN_P","P02718155","PreservedSpecimen",NA,NA,NA,"Asteraceae","Vernonia","venosissima","Vernonia venosissima","Sch.Bip. ex Baker","Glaziou, A.",NA,"1894","10","9",NA,"Brasil",NA,NA,"Brésil, entre Macacos et Chico Costa.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02718155' target='other'> <mi>dwc_moreinfo</mi></a>","P02718155","P02718155_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2015-09-04 05:34:15-03","MNHN","RECOLNAT_MNHN_P","P02718156","PreservedSpecimen",NA,NA,NA,"Asteraceae","Vernonia","venosissima","Vernonia venosissima","Sch.Bip. ex Baker","Glaziou, A.",NA,"1894","8","22",NA,"Brasil",NA,NA,"Brésil, dans le campos entre la Fazenda de Dona Barbara et Sobradinho.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02718156' target='other'> <mi>dwc_moreinfo</mi></a>","P02718156","P02718156_01","Nakajima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2015-09-04 05:34:15-03","MNHN","RECOLNAT_MNHN_P","P02718157","PreservedSpecimen",NA,NA,NA,"Asteraceae","Vernonia","venosissima","Vernonia venosissima","Sch.Bip. ex Baker","Pohl",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Brasilia, Villa Boa.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02718157' target='other'> <mi>dwc_moreinfo</mi></a>","P02718157","P02718157_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38",NA
