"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","typeStatus","minimumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","fieldNumber","individualCount","sex"
"49","2019-08-20 10:11:21-03","UNICAMP","UEC","4706","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Davis, PH; Sendulsky, T","D60409","1976","09","01",NA,"Brazil","São Paulo","São Paulo","Instituto Botânica reserve, near São Pau","-46.6300010681152","-23.5400009155273",NA,"flor, Edge of semi-deciduous forest. 2 m shrub. Male flowers maturing before female 1 September 1976","UEC147983","UEC147983","Caruzo, MBR",NA,"750","2003","09",NA,"53584","auto",NA,NA,NA,NA,"750",NA,NA,NA
"50","2021-03-01 16:29:36-03","UNICAMP","UEC","4710","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Davis, PH; Sakane, M; et al.","D.60443","1976","09","02",NA,"Brazil","São Paulo","São Paulo","Instituto de Botanica reserve, near São Paulo.","-46.6300010681152","-23.5400009155273",NA,"1-2 ft. shurb.; Semi-deciduous forest (steep).","UEC147989","UEC147989","Caruzo, MBR",NA,"750","2003","09","05","53584","auto",NA,NA,NA,NA,"750",NA,NA,NA
"51","2019-08-20 10:11:21-03","UNICAMP","UEC","111755","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Kuhlmann, M","3194","1946","03","20",NA,"Brazil","São Paulo","São Paulo","Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,"UEC147802","UEC147802","Cordeiro, I",NA,NA,"1987","10","20","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-08-20 10:11:21-03","UNICAMP","UEC","111751","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Silva, JS","295","1974","05","14",NA,"Brazil","São Paulo","São Paulo","Nativa no Jardim Botânico e Parque do Es","-46.6300010681152","-23.5400009155273",NA,"flor, Arbusto ca. 2m alt, flores amareladas com frutos e botões área18","UEC147794","UEC147794","Cordeiro, I",NA,NA,"1987","10",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-02-10 17:52:08-03","UNICAMP","UEC","111756","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Handro, O","s.n.","1933","03","11",NA,"Brazil","São Paulo","São Paulo","Nativa no Parque do Estado e Jardim Botânico.","-46.6300010681152","-23.5400009155273",NA,NA,"UEC147990","UEC147990","Croizat, LCM",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-08-20 10:11:21-03","UNICAMP","UEC","111757","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Cordeiro, I; Ferraz, DK","1279","1994","03","24",NA,"Brazil","São Paulo","São Paulo","Parque do Estado, Instituto de Botânica, trilha","-46.6300010681152","-23.5400009155273",NA,"flor, Arvoreta ca. 4 m alt, flores estaminadas creme, frutos jovens amarelados","UEC147993","UEC147993","Cordeiro, I",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-08-20 10:11:21-03","UNICAMP","UEC","5134","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Vital, DM","s.n.",NA,NA,NA,NA,"Brazil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga","-46.6300010681152","-23.5400009155273",NA,"flor, Arbusto com ca. 1,5 m alt, flores masculinas com anteras brancas","UEC147982","UEC147982","Caruzo, MBR",NA,NA,"2003","09",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-08-20 10:11:21-03","UNICAMP","UEC","4702","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Makino, H","15","1977","04","04",NA,"Brazil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga","-46.6300010681152","-23.5400009155273",NA,"flor, Arbusto, ca 1,20 m de altura, inflorescências masculinas e femininas (com frutos globosos). Beira de mata","UEC147986","UEC147986","Caruzo, MBR",NA,NA,"2004","04",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-08-20 10:11:21-03","UNICAMP","UEC","111753","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Sugiyama, M; Carra, M","262","1983","03","18",NA,"Brazil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga","-46.6300010681152","-23.5400009155273",NA,"flor, Arbusto 2,5 m alt, flores branco-creme estames creme, frutos verdes","UEC147992","UEC147992","Cordeiro, I",NA,NA,"1987","10",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-08-20 10:11:21-03","UNICAMP","UEC","111748","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Makino, H","15","1977","04","04",NA,"Brazil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga","-46.6300010681152","-23.5400009155273",NA,"flor, Arbusto, ca 1,20 m de altura, inflorescências masculinas e femininas (com frutos globosos). Beira de mata","UEC147799","UEC147799","Caruzo, MBR",NA,NA,"2004","04",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-08-20 10:11:21-03","UNICAMP","UEC","11750","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Melo, MMRF","144","1979","10","10",NA,"Brazil","São Paulo","São Paulo","Reserva Biológica do Parque Estadual da, entre Vila Fachini e Campanário","-46.6300010681152","-23.5400009155273",NA,"flor, Arbusto ca. 3m alt",NA,NA,"Cordeiro, I",NA,NA,"1987","10",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-08-20 10:11:21-03","UNICAMP","UEC","111747","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Corrêa, JA","43","1974","04","30",NA,"Brazil","São Paulo","São Paulo","Reserva Biológica do Parque Estadual das","-46.6300010681152","-23.5400009155273",NA,"flor, Arbusto 3m de altura, flores esverdeadas. Área 2.","UEC147800","UEC147800","Cordeiro, I",NA,NA,"1987","10",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-08-20 10:11:21-03","UNICAMP","UEC","11749","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Jung-Mendaçolli, SL; Wanderley, MDGL; Melo, MMRF","386","1981","04","10",NA,"Brazil","São Paulo","São Paulo","Reserva Biológica do Parque Estadual das","-46.6300010681152","-23.5400009155273",NA,"flor, Arvoreta ca. 3 - 4 alt, flores esverdeadas, anteras esverdeadas, folhas com prudência esbramquiçadas",NA,NA,"Cordeiro, I",NA,NA,"1987","10",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-08-20 10:11:21-03","UNICAMP","UEC","111745","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Saran, SM","07","1982","09","01",NA,"Brazil","São Paulo","São Paulo","Reserva Biológica do Parque Estadual das, Mata Primária Disturbada. Solo bem drenado","-46.6300010681152","-23.5400009155273",NA,"fruto, Botões, flores unisexuais","UEC147991","UEC147991","Cordeiro, I",NA,NA,"1987","10",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-08-20 10:11:21-03","UNICAMP","UEC","111752","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Melo, MMRF; Jung-Mendaçolli, SL","252","1981","07","08",NA,"Brazil","São Paulo","São Paulo","Reserva Biológica do Parque Estadual das, Vila Fachini","-46.6300010681152","-23.5400009155273",NA,"flor, Árvore ca. 3 m alt, cálice verde acastanhado, corola branco - esverdeadas e estames brancos - esverdeados","UEC147798","UEC147798","Cordeiro, I",NA,NA,"1997","10",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-11-06 09:55:16-03","UFOP","OUPR","6090","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Badini, J.","s.n.","1943",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Antônio Pereira","-43.5080986022949","-20.2875003814697",NA,"Arbusto. Flor pallida. Campo.",NA,NA,"Caruzo, M.B.R.",NA,NA,"2006","07",NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-11-06 09:55:16-03","UFOP","OUPR","6092","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Damazio, L.B.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Caminho do Itacolumi","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Caruzo, M.B.R.",NA,NA,"2006","07",NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-11-06 09:55:16-03","UFOP","OUPR","6093","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Badini, J.","s.n.","1943",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Campo Grande","-43.5080986022949","-20.2875003814697",NA,"Arvore. Flor pallida. Matta.",NA,NA,"Riina, R.",NA,NA,"2014",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-11-06 09:55:16-03","UFOP","OUPR","9045","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Nogueira, R.E.","95","1999","09","27",NA,"Brasil","Minas Gerais","Ouro Preto","São Bartolomeu, APA da Cachoeira das Andorinhas","-43.5080986022949","-20.2875003814697",NA,"Arbusto. Mata ciliar.",NA,NA,"Caruzo, M.B.R.",NA,NA,"2006","07",NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-11-06 09:55:16-03","UFOP","OUPR","6152","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Mello-Barreto, H.L.; Badini, J.","s.n.","1937",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Serra de Antonio Pereira","-43.5080986022949","-20.2875003814697",NA,"Arvore. Flor amarella. Terreno pedregoso",NA,NA,"Riina, R.",NA,NA,"2014",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-11-06 09:55:16-03","UFOP","OUPR","6094","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Badini, J.","s.n.","1943",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Serra de Antônio Pereira","-43.5080986022949","-20.2875003814697",NA,"Arvore. Flor palida. Mata.",NA,NA,"Riina, R.",NA,NA,"2014",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-08-16 08:39:16-03","UTFPR","HCF","28097","S","Plantae",NA,NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","R.F. Santos","55","2016","02","13",NA,"Brasil","RJ","Resende","BR-354 sentido Itamonte-MG. Beira da","-44.756056","-22.393806",NA,"árvore ca. 6 m. Látex caramelo. Flores femininas com estiletes alvos e sépalas verdes e pátalas alvas. Frutos jovens verde-claros. População abundante.",NA,NA,"R.F. Santos",NA,"1398",NA,NA,NA,NA,NA,NA,NA,"44°45'21,8 W","22°23'37,7 S","1398",NA,NA,NA
"71","2020-12-21 16:24:13-03","MBM","MBM","258712","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","exuberans","Croton exuberans","Müll. Arg.","Magalhães, M.","904","1941","11","25","Southern America","Brazil","Minas Gerais","Governador Valadares","Governador Valadares","-41.9494018554688","-18.8511009216309",NA,NA,"MBM258712","MBM258712","Barreto, M.",NA,NA,NA,NA,NA,"50833","auto",NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-24 14:55:14-03","MNHN","RECOLNAT_MNHN_P","P00634568","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Warming, E.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Lagoa Santa",NA,NA,"hb","Reçu le 11 Octobre 1880 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00634568' target='other'> <mi>dwc_moreinfo</mi></a>","P00634568","P00634568_01","Riina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2015-09-05 07:39:04-03","MNHN","RECOLNAT_MNHN_P","P04831399","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Glaziou, A.",NA,"1871","1","1",NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04831399' target='other'> <mi>dwc_moreinfo</mi></a>","P04831399","P04831399_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2015-09-05 07:39:04-03","MNHN","RECOLNAT_MNHN_P","P04831400","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Glaziou, A.",NA,"1871","1","1",NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04831400' target='other'> <mi>dwc_moreinfo</mi></a>","P04831400","P04831400_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2015-09-05 07:39:04-03","MNHN","RECOLNAT_MNHN_P","P04831401","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Riedel",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04831401' target='other'> <mi>dwc_moreinfo</mi></a>","P04831401","P04831401_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2015-09-05 07:39:05-03","MNHN","RECOLNAT_MNHN_P","P04831403","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Anderson, W.R.|Kirkbride Jr, J.H.|Stieber, M.",NA,"1972","2","17",NA,"Brasil","Minas Gerais",NA,"Serra do Espinhaço.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04831403' target='other'> <mi>dwc_moreinfo</mi></a>","P04831403","P04831403_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36077",NA,NA
"77","2015-09-22 15:40:32-03","MNHN","RECOLNAT_MNHN_P","P00623567","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Glaziou, A.",NA,"1871","6","7",NA,"Brésil",NA,NA,"(Rio Jan.) : Sangue de drago : Itatiaia",NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00623567' target='other'> <mi>dwc_moreinfo</mi></a>","P00623567","P00623567_01","Riina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4916",NA,NA
"78","2015-09-22 15:40:02-03","MNHN","RECOLNAT_MNHN_P","P00623568","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Glaziou, A.",NA,"1871","6","7",NA,"Brésil",NA,NA,"(Rio Jan.) : Sangue de drago : Itatiaia",NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00623568' target='other'> <mi>dwc_moreinfo</mi></a>","P00623568","P00623568_01","Riina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4916",NA,NA
"79","2015-09-24 20:33:57-03","MNHN","RECOLNAT_MNHN_P","P00634561","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Glaziou, A.",NA,"1868","5","22",NA,"Brésil",NA,NA,"[Rio Janeiro] : Serra de Nova Friburgo, près de chez Clerc",NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00634561' target='other'> <mi>dwc_moreinfo</mi></a>","P00634561","P00634561_01","Riina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2690",NA,NA
"80","2021-03-24 14:55:13-03","MNHN","RECOLNAT_MNHN_P","P00634567","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Warming, E.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Lagoa Santa",NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00634567' target='other'> <mi>dwc_moreinfo</mi></a>","P00634567","P00634567_01","Riina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2015-09-24 21:01:59-03","MNHN","RECOLNAT_MNHN_P","P00634569","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil",NA,NA,"Province de Saint-Paul [Incolis Pao de Draco, Urucuana, fid. A.S.H.]",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00634569' target='other'> <mi>dwc_moreinfo</mi></a>","P00634569","P00634569_01",NA,"syntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 1405 bis",NA,NA
"82","2015-09-24 18:57:14-03","MNHN","RECOLNAT_MNHN_P","P00634570","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil",NA,NA,"Province de Saint-Paul",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00634570' target='other'> <mi>dwc_moreinfo</mi></a>","P00634570","P00634570_01","Berry","syntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D 1405 bis",NA,NA
"83","2015-09-24 20:33:50-03","MNHN","RECOLNAT_MNHN_P","P00634571","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil",NA,NA,"Province de Saint-Paul",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00634571' target='other'> <mi>dwc_moreinfo</mi></a>","P00634571","P00634571_01","Berry","syntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D 1405 bis",NA,NA
"84","2017-01-31 13:52:29-02","MNHN","RECOLNAT_MNHN_P","P00634572","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil",NA,NA,"Province de Saint-Paul [Incolis Pao de Draco, Urucuana, fid. A.S.H.]",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00634572' target='other'> <mi>dwc_moreinfo</mi></a>","P00634572","P00634572_01",NA,"syntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 1405 bis",NA,NA
"85","2021-03-24 14:33:04-03","MNHN","RECOLNAT_MNHN_P","P00634573","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil",NA,NA,"Province de Saint-Paul [Dans les bois, près de Muyi das Cruzes]",NA,NA,"hb","Probablement erreur etiquette noté D 452, doit être D 652 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00634573' target='other'> <mi>dwc_moreinfo</mi></a>","P00634573","P00634573_01",NA,"syntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D 652",NA,NA
"86","2021-03-24 14:33:03-03","MNHN","RECOLNAT_MNHN_P","P00634574","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil",NA,NA,"Province de Saint-Paul [Dans les bois, près de Muyi das Cruzes]",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00634574' target='other'> <mi>dwc_moreinfo</mi></a>","P00634574","P00634574_01",NA,"syntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D 652",NA,NA
"87","2015-09-05 07:39:04-03","MNHN","RECOLNAT_MNHN_P","P04831394","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Riedel",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04831394' target='other'> <mi>dwc_moreinfo</mi></a>","P04831394","P04831394_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2015-09-05 07:39:04-03","MNHN","RECOLNAT_MNHN_P","P04831395","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Glaziou",NA,"1873","1","24",NA,"Brasil","Rio de Janeiro",NA,"Mant Itatiaia.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04831395' target='other'> <mi>dwc_moreinfo</mi></a>","P04831395","P04831395_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6680",NA,NA
"89","2015-09-05 07:39:05-03","MNHN","RECOLNAT_MNHN_P","P04831404","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Riedel",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04831404' target='other'> <mi>dwc_moreinfo</mi></a>","P04831404","P04831404_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2015-09-05 12:30:37-03","MNHN","RECOLNAT_MNHN_P","P06800657","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Búgola-Silva, F.|Almeida-Scabbia, R.J.|Garrido, C.T.R.",NA,"2008","7","31",NA,"Brasil","São Paulo","Santo André","Paranapiacapa, Trilha dos Jipeiros.","-46.30361","-23.77194","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06800657' target='other'> <mi>dwc_moreinfo</mi></a>","P06800657","P06800657_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8260",NA,NA
"91","2015-09-05 12:30:37-03","MNHN","RECOLNAT_MNHN_P","P06800658","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Búgola-Silva, F.|Almeida-Scabbia, R.J.|Garrido, C.T.R.",NA,"2008","7","31",NA,"Brasil","São Paulo","Santo André","Santo André, Trilha dos Jipeiros.","-46.30389","-23.77194","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06800658' target='other'> <mi>dwc_moreinfo</mi></a>","P06800658","P06800658_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8260",NA,NA
"92","2015-09-05 07:39:04-03","MNHN","RECOLNAT_MNHN_P","P04831397","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Glaziou, A.",NA,"1872","7","11",NA,"Brasil","Rio de Janeiro","Itatiaia",NA,"-44.5633010864258","-22.4960994720459","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04831397' target='other'> <mi>dwc_moreinfo</mi></a>","P04831397","P04831397_01",NA,NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,"5984",NA,NA
"93","2015-09-05 07:39:04-03","MNHN","RECOLNAT_MNHN_P","P04831396","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Glaziou",NA,"1872","6","11",NA,"Brasil","Rio de Janeiro","Itatiaia",NA,"-44.5633010864258","-22.4960994720459","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04831396' target='other'> <mi>dwc_moreinfo</mi></a>","P04831396","P04831396_01",NA,NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,"5984",NA,NA
"94","2015-09-05 07:39:04-03","MNHN","RECOLNAT_MNHN_P","P04831398","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Pedersen, T.M.",NA,"1968","3","29",NA,"Brasil","São Paulo","Cubatão","Parnapiacaba.","-46.4199981689453","-23.8899993896484","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04831398' target='other'> <mi>dwc_moreinfo</mi></a>","P04831398","P04831398_01",NA,NA,NA,NA,NA,NA,"15123","auto",NA,NA,NA,NA,NA,"8789",NA,NA
"95","2020-12-11 11:35:18-03","UFMG","BHCB","63307","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","exuberans","Croton exuberans","Müll.Arg.","Magalhães, GM","904",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50833","auto",NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-12-11 11:35:18-03","UFMG","BHCB","40702","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","exuberans","Croton exuberans","Müll.Arg.",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Januária","Distrito de Fabião.","-44.3616981506348","-15.4881000518799",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"148972","auto",NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-12-11 11:35:22-03","UFMG","BHCB","49283","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Brina, AE","s.n.","1998","05",NA,"Southern America","Brasil","Rio de Janeiro","Paraty",NA,"-44.7131004333496","-23.2178001403809",NA,"Arbusto.; Mata atlântica, sub-bosque","BHCB010144",NA,NA,NA,NA,"2006","07",NA,"34470","auto",NA,NA,NA,NA,NA,NA,NA,NA
