"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","scientificNameAuthorship","recordNumber","continentOcean","preparationType","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","sex","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","typeStatus","infraspecificEpithet"
"11","2021-03-15 16:37:00-03","NY","NYBG","01527992","PreservedSpecimen","Plantae","Fabaceae","Senna","alata","Senna alata","R. C. Barneby","A. Ortiz","1994","09","06","Ecuador","Esmeraldas",NA,"Awá Indigenous Territory. Community of La Unión","-78.55","1",NA,NA,"450","450","NY01527992",NA,"Magnoliophyta","Fabales","(L.) Roxb.","322","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1809572' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1586250","PreservedSpecimen","Plantae","Fabaceae","Senna","alata","Senna alata","H. S. Irwin; R. C. Barneby","J. S. de la Cruz","1923","04","03","Guyana",NA,NA,"Waini River, Northwest District","-59.67","8.33",NA,NA,NA,NA,"NY01586250",NA,"Magnoliophyta","Fabales","(L.) Roxb.","3777","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1923456' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1586262","PreservedSpecimen","Plantae","Fabaceae","Senna","alata","Senna alata","H. S. Irwin; R. C. Barneby","T. Morong","1889","04","01","Paraguay",NA,NA,"Asunción, Central Paraguay",NA,NA,NA,NA,NA,NA,"NY01586262",NA,"Magnoliophyta","Fabales","(L.) Roxb.","643","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1923682' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1586248","PreservedSpecimen","Plantae","Fabaceae","Senna","alata","Senna alata","H. S. Irwin; R. C. Barneby","W. E. Broadway","1921","06","01","French Guiana",NA,NA,"Vicinity of Cayenne",NA,NA,NA,NA,NA,NA,"NY01586248",NA,"Magnoliophyta","Fabales","(L.) Roxb.","373","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1923436' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","582587","PreservedSpecimen","Plantae","Fabaceae","Senna","alata","Senna alata","H. S. Irwin; R. C. Barneby","Taxonomy Class Of Univ De Brasilia","1973","05","28","Brazil","Distrito Federal","Brasília","Campus of the Universidade de Brasília","-47.9294","-15.7797",NA,NA,"1050","1050","NY00582587","NY00582587_01","Magnoliophyta","Fabales","(L.) Roxb.","101","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=422205' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1586239","PreservedSpecimen","Plantae","Fabaceae","Senna","alata","Senna alata",NA,"M.-F. Prévost","1989","05","25","French Guiana",NA,NA,"Piste de Saint-Elie- Interfluve Sinnamary/Counamama","-53","5.33",NA,NA,NA,NA,"NY01586239",NA,"Magnoliophyta","Fabales","(L.) Roxb.","2734","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1923208' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00979868","PreservedSpecimen","Plantae","Fabaceae","Senna","alata","Senna alata","H. S. Irwin; R. C. Barneby","R. P. Belém","1965","01","10","Brazil","Goiás",NA,"Rodovia Brasília-Fortaleza. Ribeirão do Macaca",NA,NA,NA,NA,NA,NA,"NY00979868","NY00979868_01","Magnoliophyta","Fabales","(L.) Roxb.","158","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1085985' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2016-09-30 08:58:00-03","NY","NYBG","1586246","PreservedSpecimen","Plantae","Fabaceae","Senna","alata","Senna alata","D. Toriola-Marbot","D. Toriola-Marbot","1992","06","25","French Guiana",NA,NA,"Crique Yiyi- Région Littorale","-53.15","5.48",NA,NA,"3",NA,"NY01586246",NA,"Magnoliophyta","Fabales",NA,"309","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1923393' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-09-30 08:58:00-03","NY","NYBG","1586268","PreservedSpecimen","Plantae","Fabaceae","Senna","alata","Senna alata","R. C. Barneby","F. Mereles","1989","01","15","Paraguay","Paraguarí",NA,"Pirayú","-57.25","-25.58",NA,NA,NA,NA,"NY01586268","NY01586268_01","Magnoliophyta","Fabales",NA,"2483","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1923761' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1586285","PreservedSpecimen","Plantae","Fabaceae","Senna","alata","Senna alata","H. S. Irwin; R. C. Barneby","J. A. Samuels","1916","07","03","Suriname",NA,NA,"Forest of Zandery","-55.210775","5.455701",NA,NA,NA,NA,"NY01586285",NA,"Magnoliophyta","Fabales","(L.) Roxb.","479","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1924053' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-09-30 08:59:00-03","NY","NYBG","1586273","PreservedSpecimen","Plantae","Fabaceae","Senna","alata","Senna alata","R. C. Barneby","B. R. Pérez Marisevich","1991","08",NA,"Paraguay","Central",NA,"Jardín Botánico y Zoológico, Trinidad, Asunción. Reserva Natural","-57.47","-25.33",NA,NA,NA,NA,"NY01586273",NA,"Magnoliophyta","Fabales",NA,"1005","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1923874' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1586238","PreservedSpecimen","Plantae","Fabaceae","Senna","alata","Senna alata","S. A. Mori","S. A. Mori","1991","10","11","French Guiana",NA,NA,NA,NA,NA,NA,NA,"200","400","NY01586238","NY01586238_01","Magnoliophyta","Fabales","(L.) Roxb.","22070","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1923186' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1586252","PreservedSpecimen","Plantae","Fabaceae","Senna","alata","Senna alata","H. S. Irwin; R. C. Barneby","J. S. de la Cruz","1921","09","12","Guyana","Pomeroon-Supenaam",NA,"Acqueero Landing",NA,NA,NA,NA,NA,NA,"NY01586252","NY01586252_01","Magnoliophyta","Fabales","(L.) Roxb.","1091","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1923468' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-09-30 04:17:00-03","NY","NYBG","1586223","PreservedSpecimen","Plantae","Fabaceae","Senna","alata","Senna alata","R. C. Barneby","J. L. Zarucchi","1986","11","24","Colombia","Antioquia","Caucasia","Along road to Nechí (border with Dpto. Córdoba) ca. 19 km from Caucasia-Planeta Rica road","-75.15","8.08",NA,NA,"60",NA,"NY01586223",NA,"Magnoliophyta","Fabales",NA,"4257","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1560466' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1586288","PreservedSpecimen","Plantae","Fabaceae","Senna","alata","Senna alata","H. S. Irwin; R. C. Barneby","A. A. Lasseigne","1974","08","12","Suriname",NA,NA,"Vicinity of airport near Zanderiz. Ca. 45 km south of Paramaribo",NA,NA,NA,NA,NA,NA,"NY01586288",NA,"Magnoliophyta","Fabales","(L.) Roxb.","4424","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1924143' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-09-30 02:07:00-03","NY","NYBG","1586209","PreservedSpecimen","Plantae","Fabaceae","Senna","alata","Senna alata","R. C. Barneby","E. Lima","1983","10","27","Brazil","Pará","Tucuruí","Margens da BR-422.","-49.6725","-3.76611",NA,NA,NA,NA,"NY01586209","NY01586209_01","Magnoliophyta","Fabales",NA,"97","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1381482' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2016-09-30 08:59:00-03","NY","NYBG","1586521","PreservedSpecimen","Plantae","Fabaceae","Senna","alata","Senna alata",NA,"H. Rodríguez-Rodríguez","1988","09","28","Venezuela","Amazonas","Atures","Alrededores de Samariapo",NA,NA,NA,NA,NA,NA,"NY01586521",NA,"Magnoliophyta","Fabales",NA,"2412","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1924648' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-09-30 04:17:00-03","NY","NYBG","1586196","PreservedSpecimen","Plantae","Fabaceae","Senna","alata","Senna alata","R. O. Vanni","V. Maruñak","1999","02","28","Argentina","Misiones","Leandro N. Alem","Lote 107, Ruta # 14, 7 km NE de L. N. Alem",NA,NA,NA,NA,NA,NA,"NY01586196","NY01586196_01","Magnoliophyta","Fabales",NA,"964","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1560314' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-09-30 04:17:00-03","NY","NYBG","1586225","PreservedSpecimen","Plantae","Fabaceae","Senna","alata","Senna alata","R. C. Barneby","J. J. Hernandez","1981","10","12","Colombia","Antioquia",NA,"Autopista Medellín-Bogotá, Rio Samaná, La Carrucha, San Luis",NA,NA,NA,NA,"570",NA,"NY01586225",NA,"Magnoliophyta","Fabales",NA,"77","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1560479' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-09-30 08:59:00-03","NY","NYBG","1586519","PreservedSpecimen","Plantae","Fabaceae","Senna","alata","Senna alata",NA,"G. A. Romero","1989","04","21","Venezuela","Amazonas","Atures","Ríi Orinoco, Nericagua (entre Caño Piojo y Caño Ucata)","-67.8","4.42",NA,NA,"78",NA,"NY01586519",NA,"Magnoliophyta","Fabales",NA,"1992","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1924645' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00979847","PreservedSpecimen","Plantae","Fabaceae","Senna","alata","Senna alata","H. S. Irwin; R. C. Barneby","G. T. Prance","1964","08","10","Brazil","Tocantins",NA,"Road Estreita to Tocantinopólis.",NA,NA,NA,NA,NA,NA,"NY00979847","NY00979847_01","Magnoliophyta","Fabales","(L.) Roxb.","58654","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1085982' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1586291","PreservedSpecimen","Plantae","Fabaceae","Senna","alata","Senna alata","H. S. Irwin; R. C. Barneby","C. H. L. Sastre","1972","07","22","Suriname",NA,NA,"Crique Ouarémapan, 1 km en amont de son embouchure sur la riv. Itany",NA,NA,NA,NA,NA,NA,"NY01586291",NA,"Magnoliophyta","Fabales","(L.) Roxb.","1434","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1924055' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1586293","PreservedSpecimen","Plantae","Fabaceae","Senna","alata","Senna alata","H. S. Irwin; R. C. Barneby","H. H. Rusby","1886","05",NA,"Venezuela",NA,NA,"Sacupana, Lower Orinoco",NA,NA,NA,NA,NA,NA,"NY01586293","NY01586293_01","Magnoliophyta","Fabales","(L.) Roxb.","19","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1924253' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1586206","PreservedSpecimen","Plantae","Fabaceae","Senna","alata","Senna alata","L. C. Ming","L. C. Ming","1992","07","18","Brazil","Acre","Marechal Thaumaturgo","Reserva Extrativista do Alto Juruá, Seringal Caipora, Colocaçao Sacado, left bank of the Rio Alto Juruá.","-72.67","-9.32",NA,NA,NA,NA,"NY01586206","NY01586206_01","Magnoliophyta","Fabales","(L.) Roxb.","306","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=189405' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","1586195","PreservedSpecimen","Plantae","Fabaceae","Senna","alata","Senna alata","H. S. Irwin; R. C. Barneby","A. Krapovickas","1977","05","02","Bolivia","Santa Cruz","Ñuflo de Chávez","Embocada del Carmen, ca. 40 km SSW de Concepción","-62.43","-16.63",NA,NA,"550",NA,"NY01586195",NA,"Magnoliophyta","Fabales","(L.) Roxb.","32140","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1560310' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","1586207","PreservedSpecimen","Plantae","Fabaceae","Senna","alata","Senna alata",NA,"H. S. Irwin","1960","10","17","Brazil","Amapá",NA,"Base of Mt. Tipac","-51.32","3.6",NA,NA,NA,"30","NY01586207","NY01586207_01","Magnoliophyta","Fabales","(L.) Roxb.","48781","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1560374' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00981161","PreservedSpecimen","Plantae","Fabaceae","Senna","alata","Senna alata","J. P. Santos","R. C. de Mendonça","1996","11","14","Brazil","Goiás","Alto Paraíso de Goiás","Estrada de chao entre Sao Jorge e Colinas do Sul, ca. de 3 km de São Jorge","-47.8894","-14.2286",NA,NA,NA,NA,"NY00981161",NA,"Magnoliophyta","Fabales","(L.) Roxb.","2968","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1097478' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00979894","PreservedSpecimen","Plantae","Fabaceae","Senna","alata","Senna alata","H. S. Irwin; R. C. Barneby","F. E. Drouet","1935","10","05","Brazil","Ceará","Fortaleza","About Lagoa do Tanápe","-38.5431","-3.7172",NA,NA,NA,NA,"NY00979894","NY00979894_01","Magnoliophyta","Fabales","(L.) Roxb.","2566","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1086002' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","1586513","PreservedSpecimen","Plantae","Fabaceae","Senna","alata","Senna alata","H. S. Irwin; R. C. Barneby","F. Cardona Puig","1943",NA,NA,"Venezuela","Bolívar",NA,"Caño Piña, road to Río Aro",NA,NA,NA,NA,NA,NA,"NY01586513",NA,"Magnoliophyta","Fabales","(L.) Roxb.","609","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1924277' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","02636784","PreservedSpecimen","Plantae","Fabaceae","Senna","alata","Senna alata",NA,"P. da C. Gadelha Neto","2015","04","20","Brazil","Paraíba","Aguiar","Serra de Santa Catarina","-38.152222","-7.032222",NA,NA,"315",NA,"NY02636784","NY02636784_01","Magnoliophyta","Fabales","(L.) Roxb.","4006","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2952529' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","1586266","PreservedSpecimen","Plantae","Fabaceae","Senna","alata","Senna alata","H. S. Irwin; R. C. Barneby","E. Hassler","1885",NA,NA,"Paraguay",NA,NA,"Ad riparis river Paraguay",NA,NA,NA,NA,NA,NA,"NY01586266",NA,"Magnoliophyta","Fabales","(L.) Roxb.","1923","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1923749' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2016-09-30 08:59:00-03","NY","NYBG","1586278","PreservedSpecimen","Plantae","Fabaceae","Senna","alata","Senna alata","R. C. Barneby","E. G. Nicora de Panza","1992","12","08","Paraguay","Concepción",NA,"Entre Concepción y Horqueta",NA,NA,NA,NA,NA,NA,"NY01586278",NA,"Magnoliophyta","Fabales",NA,"9789","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1923871' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2016-09-30 08:58:00-03","NY","NYBG","1586255","PreservedSpecimen","Plantae","Fabaceae","Senna","alata","Senna alata","R. C. Barneby","J. J. Pipoly","1987","04","24","Guyana","Essequibo Islands-West Demerara",NA,"Naamryck Canal just W of Lookout","-58.42","6.83",NA,NA,NA,NA,"NY01586255",NA,"Magnoliophyta","Fabales",NA,"11745","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1923507' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2016-10-28 16:57:00-02","NY","NYBG","00979849","PreservedSpecimen","Plantae","Fabaceae","Senna","alata","Senna alata","R. C. Barneby","T. B. Cavalcanti","1996","06","12","Brazil","Goiás","Ipameri","Estrada Ipameri/Caldas Novas a 1 km de Ipameri. Area de influencia","-48.17","-17.72",NA,NA,"780","780","NY00979849","NY00979849_01","Magnoliophyta","Fabales",NA,"1981","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1085988' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","1586205","PreservedSpecimen","Plantae","Fabaceae","Senna","alata","Senna alata","R. C. Barneby","S. G. Beck","1981","07","31","Bolivia","El Beni","José Ballivián","Espiritu en la zona de influencia del rio Yacuma. Puesto San Ignacio: faja arbustiva al borde de la laguna Cara de Caballo",NA,NA,NA,NA,"200",NA,"NY01586205","NY01586205_01","Magnoliophyta","Fabales","(L.) Roxb.","5565","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1560339' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
