"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","typeStatus","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","fieldNumber","individualCount"
"13","2020-06-29 11:31:02-03","UFRJ","RFA","8466","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","tabacifolia","Ocotea tabacifolia","(Meisn.) Rohwer","A.P. Duarte","10407","1967","02","22",NA,"Brasil","Minas Gerais","Minas Gerais","Serra do Cipó, vertente para Conceição de Mato Dentro",NA,NA,NA,NA,NA,"Pequena árvore","RFA43301",NA,"A. Quinet",NA,"2006","02","22",NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-06-29 11:31:02-03","UFRJ","RFA","13528","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","tabacifolia","Ocotea tabacifolia","(Meisn.) Rohwer","A.P. Duarte; Appa 546; TM 31","7380","1962","09","20",NA,"Brasil","Rondônia","Rondônia","Porto Velho - Cuiabá, km 79, BR-29",NA,NA,NA,NA,NA,"Árvore de porte médio, ca. de 10 m de altura, madeira leve e aromática","RFA43382",NA,"A. Quinet",NA,"2013","03","12",NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-06-29 11:31:03-03","UFRJ","RFA","8455","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","umbrosa","Ocotea umbrosa","(Nees) Mez","A.P. Duarte","10407","1967","02","22",NA,"Brasil","Minas Gerais","Minas Gerais","Serra do Cipó, Vertente para Conceição do Mato Dentro",NA,NA,NA,NA,NA,"Pequena árvore de remanescente secundário","RFA27569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 09:35:24-03","NBC","NL-BOTANY","L.3906161","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Damburneya","umbrosa","Damburneya umbrosa","(Kunth) Trofimov","Fuchs HP; Torres-Romero JH; Zanella A",NA,"1967","01","25","Southern America","Colombia","Chocó",NA,"A largo del río Baudó, 15-18 km desde su desembocadura. De Puerto Pizarro a la Porquera.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3906161 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3906161","NL-L3906161","Werff HH van der",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 09:35:24-03","NBC","NL-BOTANY","U.1406342","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Damburneya","umbrosa","Damburneya umbrosa","(Kunth) Trofimov","Fuchs HP; Torres-Romero JH; Zanella A",NA,"1967","01","25","Southern America","Colombia","Chocó",NA,"A largo del río Baudó, 15-18 km desde su desembocadura. De Puerto Pizarro a la Porquera.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406342 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1406342","NL-U1406342","Werff HH van der",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 09:36:00-03","NBC","NL-BOTANY","U 0079793","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Nectandra","umbrosa","Nectandra umbrosa","(Kunth) Mez","Fuchs HP; Zanella L",NA,"1967","02","05","Southern America","Colombia","Chocó",NA,"Colombia. Dpto. Choco, area de Baud¾. On left bank of river Baud¾, c. 18 km upstream of estuary, c. 150 m above estuary of Quebrada Canaletico.",NA,NA,NA,NA,NA,"On relatively dry ground on tierra firme at water's edge, not influenced by salt water during high tide.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200079793 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0079793",NA,"Rohwer JG",NA,NA,NA,NA,"Magnoliopsidae","Uw15717",NA,NA,NA,NA,NA,NA
"19","2020-02-08 09:36:00-03","NBC","NL-BOTANY","U 0276059","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Nectandra","umbrosa","Nectandra umbrosa","(Kunth) Mez","Cuatrecasas J",NA,NA,NA,NA,"Southern America","Colombia","Chocó",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200276059 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0276059",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw25326",NA,NA,NA,NA,NA,NA
"20","2020-02-08 09:36:00-03","NBC","NL-BOTANY","U.1406338","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Nectandra","umbrosa","Nectandra umbrosa","(Kunth) Mez","Cogollo A; Devia Alvarez W; Madriñán S",NA,"1992","03","30","Southern America","Colombia","Valle del Cauca",NA,NA,"-77.4","3.283333",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406338 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1406338","NL-U1406338","Werff HH van der",NA,NA,NA,NA,"Magnoliopsidae","U 0158533","-77.4","3.283333",NA,NA,NA,NA
"21","2020-02-08 09:36:00-03","NBC","NL-BOTANY","U.1406339","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Nectandra","umbrosa","Nectandra umbrosa","(Kunth) Mez","Cogollo A; Devia Alvarez W; Madriñán S",NA,"1992","03","20","Southern America","Colombia","Valle del Cauca",NA,NA,"-77.083333","4.083333",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406339 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1406339","NL-U1406339","Werff HH van der",NA,NA,NA,NA,"Magnoliopsidae","U 0158534","-77.083333","4.083333",NA,NA,NA,NA
"22","2020-02-08 09:36:00-03","NBC","NL-BOTANY","U.1406340","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Nectandra","umbrosa","Nectandra umbrosa","(Kunth) Mez","Fuchs HP; Zanella L",NA,"1967","02","05","Southern America","Colombia","Chocó",NA,"Colombia. Dpto. Choco, area de Baud¾. On left bank of river Baud¾, c. 18 km upstream of estuary, c. 150 m above estuary of Quebrada Canaletico.",NA,NA,NA,NA,NA,"On relatively dry ground on tierra firme at water's edge, not influenced by salt water during high tide.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406340 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1406340","NL-U1406340","Rohwer JG",NA,NA,NA,NA,"Magnoliopsidae","U 0124340",NA,NA,NA,NA,NA,NA
"23","2020-02-08 09:36:00-03","NBC","NL-BOTANY","U.1406341","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Nectandra","umbrosa","Nectandra umbrosa","(Kunth) Mez","Cogollo A; Devia Alvarez W; Madriñán S",NA,"1992","04","01","Southern America","Colombia","Valle del Cauca",NA,NA,"-77.366667","3.15",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406341 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1406341","NL-U1406341","Werff HH van der",NA,NA,NA,NA,"Magnoliopsidae","U 0158535","-77.366667","3.15",NA,NA,NA,NA
"24","2020-02-08 09:36:42-03","NBC","NL-BOTANY","U.1402757","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Ocotea","tabacifolia","Ocotea tabacifolia","(Meisn.) Rohwer","Assunção PACL",NA,"1997","07","15","Southern America","Brazil","Amazonas",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1402757 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1402757","NL-U1402757","Vicentini A",NA,NA,NA,NA,"Magnoliopsidae","U 0022010",NA,NA,NA,NA,NA,NA
"25","2020-02-08 09:36:47-03","NBC","NL-BOTANY","U.1402731","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Ocotea","umbrosa","Ocotea umbrosa","Mart. ex Mez","Mexia YEJ",NA,"1930","04","09","Southern America","Brazil",NA,NA,"State of Minas Geraes. Viçosa. Agricultural lands; Barbado watershed. Woods on steep slope.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1402731 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1402731","NL-U1402731",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"26","2020-02-08 09:36:47-03","NBC","NL-BOTANY","U.1402732","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Ocotea","umbrosa","Ocotea umbrosa","Mart. ex Mez","Mexia YEJ",NA,"1930","09","18","Southern America","Brazil",NA,NA,"State of Minas Geraes. Viçosa. Road to São Miguel, near km 3.5, in second-growth woods on slope.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1402732 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1402732","NL-U1402732",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"27","2020-11-04 11:12:05-03","ESALQ","ESA","68425","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Ocotea","tabacifolia","Ocotea tabacifolia","(Meissn.) Rohwer","Moraes, P.L.R.","2328.0","2001","01","09",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"ESA068425","ESA068425","Moraes, P.L.R.",NA,NA,NA,NA,NA,NA,NA,NA,"27904","auto",NA,NA
"28","2020-11-04 11:12:05-03","ESALQ","ESA","67796","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Ocotea","tabacifolia","Ocotea tabacifolia","(Meissn.) Rohwer","Moraes, P.L.R.","2186.0","2000","05","17",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"ESA067796",NA,"Baitello, J.B.",NA,"2003","01","01",NA,NA,NA,NA,"27904","auto",NA,NA
"29","2020-11-04 11:12:05-03","ESALQ","ESA","14791","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Ocotea","tabacifolia","Ocotea tabacifolia","(Meissn.) Rohwer","Moraes, P.L.R. et al.","928.0","1994","04","23",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"ESA014791",NA,"Baitello, J.B.",NA,NA,NA,NA,NA,NA,NA,NA,"27904","auto",NA,NA
"30","2020-11-04 10:56:02-03","ESALQ","ESA","137168","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","tabacifolia","Ocotea tabacifolia","(Meisn.) Rohwer","Colletta, G. D","2347.0","2015","11","17",NA,"Brasil","São Paulo","São Miguel Arcanjo","Parque Estadual de Carlos Botelho, trilha interna Km 10","-47.9900016784668","-23.8700008392334",NA,NA,NA,"Árvore, 10m, indumento ferrugineo,frutos imaturos verdes, maduros atropurpúreos, cúpula avermelhada","ESA137168",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27904","auto",NA,NA
"31","2020-11-04 11:12:05-03","ESALQ","ESA","80660","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Ocotea","tabacifolia","Ocotea tabacifolia","(Meissn.) Rohwer","Udulutsch, R.G.; Berndt, A.; Giannotti, M.; Muniz, M.R.A.; Botrel, R.T.; Vieira, S.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.","700.0","2002","04","24",NA,"Brasil","São Paulo","São Miguel Arcanjo","Parque Estadual de Carlos Botelho, Núcleo S.M.Arcanjo. Floresta Estacional Semidecidual/ Floresta Ombrofila Densa Montana. Trilha do Rio Taquaral 2.","-475.913","-240.344",NA,NA,NA,"Árvore, ca. de 12m de altura. Flores amarelo-esverdeadas.","ESA080660","ESA080660","Moraes, P.L.R.",NA,NA,NA,NA,NA,NA,"-475,913","-240,344",NA,NA,NA,NA
"32","2020-11-04 11:12:05-03","ESALQ","ESA","80659","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Ocotea","tabacifolia","Ocotea tabacifolia","(Meissn.) Rohwer","Savassi, A.P.; Silva, F.D.; Campos, L.M.; Duarte, A.R.; Arango, B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.","212.0","2002","04","20",NA,"Brasil","São Paulo","São Miguel Arcanjo","Parque Estadual de Carlos Botelho, Núcleo S.M.Arcanjo. Floresta Estacional Semidecidual/Floresta Ombrófila Densa Montana. Borda de mata.","-475.808","-240.403",NA,NA,NA,"Árvore de 5m. Inflorescência verde-amarelada. Odor de abacate.","ESA080659","ESA080659","Scaramuzza, C.A.M.; Rolim, S.G.; Farias, R.",NA,NA,NA,NA,NA,NA,"-475,808","-240,403",NA,NA,NA,NA
"33","2020-11-04 11:12:05-03","ESALQ","ESA","104284","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Ocotea","tabacifolia","Ocotea tabacifolia",NA,"Aguiar, O.T.","1079.0","2002","03","12",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"ESA104284","ESA104284","Baitello, J.B.",NA,"2002","03","19",NA,NA,NA,NA,"27904","auto",NA,NA
"34","2020-11-04 11:12:05-03","ESALQ","ESA","10006","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Ocotea","tabacifolia","Ocotea tabacifolia","(Meissn.) Rohwer","Moraes, P.L.R.","168.0","1990","06","20",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"ESA010006",NA,"Baitello, J.B.",NA,"2003","01","01",NA,NA,NA,NA,"27904","auto",NA,NA
"35","2020-11-04 11:12:05-03","ESALQ","ESA","49426","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Ocotea","tabacifolia","Ocotea tabacifolia","(Meissn.) Rohwer","Moraes, P.L.R. ; Capellari Jr., L.",NA,"1996","06","21",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"ESA049426","ESA049426","Moraes, P.L.R.",NA,NA,NA,NA,NA,NA,NA,NA,"27904","auto",NA,NA
"36","2020-11-04 11:12:05-03","ESALQ","ESA","121266","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Ocotea","tabacifolia","Ocotea tabacifolia",NA,"Braga, J.M.A.","4014.0","1997","05","01",NA,"Brasil","Rio de Janeiro","Duque de Caxias","Reserva da Petrobras, trilha ao redor do lago da barragem.","-43.3116989135742","-22.7856006622314","50","50",NA,NA,"ESA121266",NA,"Quinet, A.",NA,NA,NA,NA,NA,NA,NA,NA,"34388","auto",NA,NA
"37","2020-11-04 11:12:05-03","ESALQ","ESA","89017","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Ocotea","tabacifolia","Ocotea tabacifolia","(Meissn.) Rohwer","Lombardi, J.A.","5246.0","2003","05","10",NA,"Brasil","Minas Gerais","Catas Altas",NA,"-43.4075012207031","-20.0746994018555",NA,NA,NA,NA,"ESA089017","ESA089017","Van der Werff, H.",NA,NA,NA,NA,NA,NA,NA,NA,"11966","auto",NA,NA
"38","2020-11-04 11:12:05-03","ESALQ","ESA","73120","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Ocotea","tabacifolia","Ocotea tabacifolia","(Meissn.) Rohwer","Moraes, P.L.R.","1057.0","1994","09","07",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"ESA073120","ESA073120","Moraes, P.L.R.",NA,NA,NA,NA,NA,NA,NA,NA,"27904","auto",NA,NA
"39","2020-11-04 11:12:05-03","ESALQ","ESA","14782","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Ocotea","tabacifolia","Ocotea tabacifolia","(Meissn.) Rohwer","Moraes, P.L.R. Diniz, C.C.","1000.0","1994","05","22",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"ESA014782",NA,"Baitello, J.B.",NA,"2003","01","01",NA,NA,NA,NA,"27904","auto",NA,NA
"40","2020-11-04 11:12:05-03","ESALQ","ESA","57711","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Ocotea","tabacifolia","Ocotea tabacifolia",NA,"Moraes, P.L.R.","1026.0","1994","08","06",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,"número ESA antigo (duplicado) 67711","ESA057711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27904","auto",NA,NA
"41","2020-11-04 11:12:05-03","ESALQ","ESA","10007","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Ocotea","tabacifolia","Ocotea tabacifolia","(Meissn.) Rohwer","Moraes, P.L.R.","186.0","1990","06","26",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"ESA010007",NA,"Baitello, J.B.",NA,NA,NA,NA,NA,NA,NA,NA,"27904","auto",NA,NA
"42","2021-03-01 16:32:45-03","UNICAMP","UEC","136314","S","Plantae","Magnoliopsida",NA,"Lauraceae","Ocotea","tabacifolia","Ocotea tabacifolia","(Meisn.) Rohwer","Kinoshita, LS; Galvão, JC; Corrêa, AM; Araújo, RFC; Moraes, P; Filho, AC","158","2004","10","13",NA,"Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual de Carlos Botelho, Estrada de serviço.","-48","-24.552778",NA,NA,NA,"Árvore, aproximadamente 8m, frutos imaturos.; Mata Atlântica.","UEC014220","UEC014220",NA,NA,NA,NA,NA,NA,NA,"-48","-24.552778",NA,NA,NA,NA
"43","2021-03-01 16:32:45-03","UNICAMP","UEC","134589","S","Plantae","Magnoliopsida",NA,"Lauraceae","Ocotea","tabacifolia","Ocotea tabacifolia","(Meisn.) Rohwer","Udulutsch, RG; Berndt, A; Giannotti, M; Muniz, MRA; Botrel, RT; Vieira, S","700","2002","04","24",NA,"Brazil","São Paulo","São Miguel Arcanjo","Trilha do Rio Taquaral 2.","-47.986944","-24.062222",NA,NA,NA,"Árvore, ca. de 12 m de altura. Flores amarelo-esverdeadas.; Floresta Estacional Semidecidual/Floresta Ombrófila Densa Montana.","UEC014224","UEC014224","Moraes, PLR",NA,NA,NA,NA,NA,NA,"-47.986944","-24.062222",NA,NA,NA,NA
"44","2021-03-01 16:32:45-03","UNICAMP","UEC","134593","S","Plantae","Magnoliopsida",NA,"Lauraceae","Ocotea","tabacifolia","Ocotea tabacifolia","(Meisn.) Rohwer","Savassi, APG; Silva, FD; Campos, LM; Duarte, AR; Arango, B; Rodrigues, RR","212","2002","04","20",NA,"Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual de Carlos Botelho, Núcleo S.M.Arcajo.","-47.968889","-24.0675",NA,NA,NA,"Árvore de 5 m. Inflorescência verde-amarelada. Odor de abacate.; Floresta Estacional Semidecidual/Floresta Ombrófila Densa Montana. Borda de mata.","UEC014222","UEC014222","Farias, R",NA,NA,NA,NA,NA,NA,"-47.968889","-24.0675",NA,NA,NA,NA
