"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","minimumElevationInMeters","maximumElevationInMeters","class","dayIdentified","individualCount","infraspecificEpithet"
"57","2021-02-08 12:52:34-03","UFRGS","ICN","185898","S","Plantae","Monocotyledon",NA,"Poaceae","Aristida","filifolia","Aristida filifolia","Boldrini, II","Setubal, R; Boldrini, II","680","2005","11","14","América do Sul","Brasil","RS","morro São Pedro Econsciência Espaço de Conservação",NA,"em campo rupestre de topo de morro",NA,NA,"(Arechav.) Herter","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"29946","auto",NA,NA,"145","145",NA,NA,NA,NA
"58","2021-02-08 12:52:34-03","UFRGS","ICN","149066","S","Plantae","Monocotyledon",NA,"Poaceae","Aristida","filifolia","Aristida filifolia",NA,"Boldrini, II; Eggers, L","1330","2004","12","12","América do Sul","Brasil","SC","Fazenda Paraíso (Serrano). (Probio Ponto1) S27°40'36 8 W50°19'30 4",NA,NA,NA,NA,"(Arechav.) Herter","Lages","-50.325","-27.676667","-50.325","-27.676667",NA,NA,NA,NA,"916","916",NA,NA,NA,NA
"59","2021-02-08 12:52:34-03","UFRGS","ICN","123923","S","Plantae","Monocotyledon",NA,"Poaceae","Aristida","filifolia","Aristida filifolia","Longhi-Wagner, HM","Campos, CJ; Machado, SR","s.n.","2002","03","27","América do Sul","Brasil","SP","Cerrado localizado na Rodovia Castelinho no Km 03 23°02'55 5 S 048°31'26 1 W",NA,NA,NA,NA,"(Arechav.) Herter","Botucatu","-48.523889","-23.048611","-48.523889","-23.048611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-02-08 12:52:34-03","UFRGS","ICN","130601","S","Plantae","Monocotyledon",NA,"Poaceae","Aristida","filifolia","Aristida filifolia",NA,"Longhi-Wagner, HM; et al.","8922","2004","01","13","América do Sul","Brasil","PR","para Tibagi, à 14 km da entrada",NA,"hábito ereto",NA,NA,"(Arechav.) Herter","Castro","-50.133056","-24.754722","-50.133056","-24.754722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-02-08 12:52:34-03","UFRGS","ICN","153139","S","Plantae","Monocotyledon",NA,"Poaceae","Aristida","filifolia","Aristida filifolia","Müller, SC","Müller, SC","s.n.","2007","01","24","América do Sul","Brasil","RS","Cerro do Tigre/Fazenda Cerro do Tigre",NA,"Campo seco com arenização",NA,NA,"(Arechav.) Herter","Alegrete","-55.7919006347656","-29.7831001281738",NA,NA,"89305","auto",NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-02-08 12:52:34-03","UFRGS","ICN","089625","S","Plantae","Monocotyledon",NA,"Poaceae","Aristida","filifolia","Aristida filifolia","Longhi-Wagner, HM","Longhi-Wagner, HM; Araújo, AC; Thais do Conto","s.n.","1990","12","08","América do Sul","Brasil","RS","BR 153 para Caçapava a 30km de Bagé",NA,NA,NA,NA,"(Arechav.) Herter","Bagé","-54.1068992614746","-31.3313999176025",NA,NA,"74087","auto",NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-02-08 12:52:34-03","UFRGS","ICN","103800","S","Plantae","Monocotyledon",NA,"Poaceae","Aristida","filifolia","Aristida filifolia","Longhi-Wagner, HM","Fernandes, I","756","1989","12","15","América do Sul","Brasil","RS","Casa de Pedra",NA,"Comum no topo dos rochedos, sobre rocha com solo raso, sol pleno.",NA,NA,"(Arechav.) Herter","Bagé","-54.1068992614746","-31.3313999176025",NA,NA,"74087","auto",NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-02-08 12:52:34-03","UFRGS","ICN","023303","S","Plantae","Monocotyledon",NA,"Poaceae","Aristida","filifolia","Aristida filifolia","Severo, B","Valls, JFM; Barcellos, A","2467","1972","11","23","América do Sul","Brasil","RS","BR 290 km 436 5 D",NA,"No campo ralo sobre afloramento de arenito, em área de Solo São Pedro.",NA,NA,"(Arechav.) Herter","Rosário do Sul","-54.9141998291016","-30.25830078125",NA,NA,"71660","auto",NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-11-10 11:06:33-03","FEPAGRO","BLA","3425","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Aristida","filifolia","Aristida filifolia",NA,"B. Rosengurtt","B 594","1936","11","25",NA,"Uruguai","Flores","Rio Yí - Arroyo",NA,"Ex MVFA.Habitat: Potreiros experimentais.","BLA003425",NA,"(Arechav.) Herter","Matanzas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-05-19 11:38:23-03","FEPAGRO","BLA","7274","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Aristida","filifolia","Aristida filifolia",NA,"Millot","N-781","1961","11","27",NA,"Uruguai","Lavalleja",NA,NA,"Ex MVFA. Exsicata igual ao BLA 6534.","BLA007274",NA,"(Arechav.) Herter","Villa Serrana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-05-19 11:38:23-03","FEPAGRO","BLA","6534","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Aristida","filifolia","Aristida filifolia",NA,"Millot","N-781","1961","11","27",NA,"Uruguai","Lavalleja",NA,NA,"Ex MVFA. Exsicata igual ao BLA 7274.","BLA006534",NA,"(Arechav.) Herter","Villa Serrana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-05-19 11:38:23-03","FEPAGRO","BLA","17240","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Aristida","cf. filifolia","Aristida cf. filifolia","B. Severo","J. R. Mattos","7029","1958","12","23",NA,"Brasil","Rio Grande do Sul","Tigre",NA,"Ex BLA 5848 B.Habitat: No campo","BLA017240",NA,"(Arechav.) Herter","Alegrete","-55.7919006347656","-29.7831001281738",NA,NA,"89305","auto",NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-05-19 11:38:23-03","FEPAGRO","BLA","4509","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Aristida","cf. filifolia","Aristida cf. filifolia",NA,"I. L. Barreto",NA,"1964","10","14",NA,"Brasil","Rio Grande do Sul","U. M. Erechim",NA,"material muito jovem","BLA004509",NA,"(Arechav.) Herter","Lagoa Vermelha","-51.5257987976074","-28.2085990905762",NA,NA,"42261","auto",NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-05-19 11:38:23-03","FEPAGRO","BLA","4516","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Aristida","cf. filifolia","Aristida cf. filifolia",NA,"I. L. Barreto",NA,"1964","10","15",NA,"Brasil","Rio Grande do Sul",NA,NA,"material muito jovem","BLA004516",NA,"(Arechav.) Herter","Passo Fundo","-52.4067001342773","-28.2628002166748",NA,NA,"25060","auto",NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-05-19 11:38:23-03","FEPAGRO","BLA","4512","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Aristida","cf. filifolia","Aristida cf. filifolia",NA,"I. L. Barreto",NA,"1964","10","15",NA,"Brasil","Rio Grande do Sul",NA,NA,"material muito jovem","BLA004512",NA,"(Arechav.) Herter","Passo Fundo","-52.4067001342773","-28.2628002166748",NA,NA,"25060","auto",NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-22 16:23:20-03","FEPAGRO","BLA","12446","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Aristida","filifolia","Aristida filifolia","J. A. Caro","H. Longhi-Wagner","710","1978","12","08",NA,"Brasil","Rio Grande do Sul","Cerro Palomas",NA,"Habitat: Plataforma do cerro. Abundante na beira do penhasco, sobre basalto.","BLA012446",NA,"(Arechav.) Herter","Santana do Livramento","-55.5327987670898","-30.8908004760742",NA,NA,"79795","auto","1980","10","440","440",NA,"21",NA,NA
"73","2020-05-19 11:38:23-03","FEPAGRO","BLA","2981","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Aristida","cf. filifolia","Aristida cf. filifolia","B. Severo","V. Froner",NA,"1962","03","21",NA,"Brasil","Rio Grande do Sul","Socorro",NA,"Habitat: Campo alto em solo areno- argiloso","BLA002981",NA,"(Arechav.) Herter","Vacaria","-50.9338989257812","-28.5121994018555",NA,NA,"63451","auto",NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-08-26 10:50:26-03","MCN-FZBRS","HAS","10674","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poaceae","Aristida","filifolia","Aristida filifolia","Mariath, J.E.","Bueno, O.","1975","1979","12",NA,NA,"Brasil","Rio Grande do Sul","Morro Santana",NA,"touceiras vistosas; 50 cm; inflorescência parda; muito numerosa; dispersa; campo limpo e não mexido; relevo no topo; encosta; vale; solo granito; planta abundante em todo campo dando um aspecto castanho claro ao mesmo; acesso pela Protásio Alves; Km da su","HAS0010674",NA,"(Arechav.) Herter","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"29946","auto","1980",NA,NA,NA,NA,NA,NA,NA
"75","2019-11-21 10:14:42-03","IBt","SP","246497","S","Plantae",NA,NA,"Poaceae","Aristida","filifolia","Aristida filifolia","Longhi Wagner, HM","Longhi Wagner, H; et al.","1689","1987","12","03",NA,"Brasil","Rio Grande do Sul","Morro da Polícia.",NA,NA,"SP040676","SP040676","(Arechav.) Herter","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"29946","auto","1996","12",NA,NA,NA,"21",NA,NA
"76","2019-11-21 10:14:42-03","IBt","SP","84784","S","Plantae",NA,NA,"Poaceae","Aristida","filifolia","Aristida filifolia","Longhi Wagner, HM","Elias de Paula, J","150","1965","12","16",NA,"Brasil","São Paulo","Estrada Rio Claro-Itirapina, km 43.",NA,NA,"SP040635","SP040635","(Arechav.) Herter","Itirapina","-47.8199996948242","-22.25",NA,NA,"22843","auto","1996","12",NA,NA,NA,"21",NA,NA
