"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","recordNumber","year","month","locality","day","decimalLongitude","decimalLatitude","county","minimumElevationInMeters","identifiedBy","maximumElevationInMeters","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","02269945","PreservedSpecimen","Plantae","Magnoliophyta","Nymphaeales","Cabombaceae","Cabomba","aquatica","Cabomba aquatica","Aubl.","J. M. Pires","South America","Brazil","Amapá","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2434614' target='other'> <mi>dwc_moreinfo</mi></a>","NY02269945","NY02269945_01","52470","1962","08","Coastal Region. Lago Cujubim.","10","-50.97","1.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","424063","PreservedSpecimen","Plantae","Magnoliophyta","Nymphaeales","Cabombaceae","Cabomba","aquatica","Cabomba aquatica","Aubl.","G. Gardner","South America","Brazil","Alagoas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=85595' target='other'> <mi>dwc_moreinfo</mi></a>","NY00424063","NY00424063_01","1235","1838","02","In provinica Dos Alagoas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","2269946","PreservedSpecimen","Plantae","Magnoliophyta","Nymphaeales","Cabombaceae","Cabomba","aquatica","Cabomba aquatica","Aubl.","G. Davidse","South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2434617' target='other'> <mi>dwc_moreinfo</mi></a>","NY02269946","NY02269946_01","18134","1980","04","Rio Quatipuru, in vicinity of Miraselvas, ca. 30 km by road west of Bragança.","09","-46.983333","-1.066667","Capanema","50",NA,"50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","2269947","PreservedSpecimen","Plantae","Magnoliophyta","Nymphaeales","Cabombaceae","Cabomba","aquatica","Cabomba aquatica","Aubl.","N. T. da Silva","South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2434618' target='other'> <mi>dwc_moreinfo</mi></a>","NY02269947","NY02269947_01","5079","1979","02","Igarapé Jacopi.","08","-51.6399993896484","-1.40499997138977","Gurupá",NA,NA,NA,"122528","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-06-29 11:29:42-03","UFRJ","RFA","34053","PreservedSpecimen","Plantae",NA,NA,"Cabombaceae","Cabomba","aquatica","Cabomba aquatica","Aubl.","F.A. Esteves",NA,"Brasil","Pará",NA,NA,"RFA21948",NA,"62","2005","00","Carajás","00",NA,NA,"Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-11-19 15:43:35-03","UNEB","HUNEB","13578","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Cabombaceae","Cabomba","aquatica","Cabomba aquatica","Aubl.","Ferreira, E.M.",NA,"Brasil","Bahia",NA,"Macrófitas aquáticas","HUNEB0013578",NA,"3","2011","12","Lagoa do Mato/ URBIS III","02","-38.4192008972168","-12.1356000900269","Alagoinhas",NA,NA,NA,"24621","auto","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-11-19 15:43:35-03","UNEB","HUNEB","12658","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Cabombaceae","Cabomba","aquatica","Cabomba aquatica",NA,"Silva-Lima, Ciro Samuel",NA,"Brasil","Bahia",NA,NA,"HUNEB0012658",NA,"394","2010","03","Guerreiro","06","-38.4039001464844","-12.7843999862671","Simões Filho",NA,NA,NA,"14004","auto","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:36:21-03","EAO","IAN","55446","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Cabombaceae","Cabomba","aquatica","Cabomba aquatica","DC.","Black, GA; Lobato, LCB","Southern America","Brasil","Amapá",NA,"Flor amarela.","IAN055446",NA,"9384","1950","04","Lago Bom Nome, fazenda Queimadas.","15","-52.916667","-0.916667",NA,NA,NA,NA,NA,NA,NA,"-52.916667","-0.916667",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:36:19-03","EAO","IAN","117953","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Cabombaceae","Cabomba","aquatica","Cabomba aquatica","DC.","Pires, JM; Cavalcante, PB","Southern America","Brasil","Amapá",NA,"Aquatic; flower yellow.","IAN117953",NA,"52470","1962","08","Common in Lago Cujubim.","10","-50.966667","1.75",NA,NA,NA,NA,NA,NA,NA,"-50.966667","1.75",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:36:21-03","EAO","IAN","153850","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Cabombaceae","Cabomba","aquatica","Cabomba aquatica","DC.","Macêdo, A; Bouças, PRP","Southern America","Brasil","Pará",NA,NA,"IAN153850",NA,"31","1977","02","12km de Bragança, campos de baixo, campo limpo, semi-inundável, estacional, solo argiloso.","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-30 12:36:21-03","EAO","IAN","170623","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Cabombaceae","Cabomba","aquatica","Cabomba aquatica","DC.","Macqueen, A","Southern America","Brasil","Pará",NA,"Submersa fixa; folhas flutuantes; flores amarelas emergentes. Folhas submersas desectas; turbidez clara; velocidade do fluxo d'água mediana, de água doce.","IAN170623",NA,"01","1998","04",NA,"02","-48.8","-2.133333","Moju",NA,NA,NA,NA,NA,NA,"-48.8","-2.133333",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-30 12:36:21-03","EAO","IAN","170623","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Cabombaceae","Cabomba","aquatica","Cabomba aquatica","DC.","Macqueen, A","Southern America","Brasil","Pará",NA,"Submersa fixa; folhas flutuantes; flores amarelas emergentes. Folhas submersas desectas; turbidez clara; velocidade do fluxo d'água mediana, de água doce.","IAN170623",NA,"1","1998","04",NA,"02","-48.8","-2.133333","Moju",NA,NA,NA,NA,NA,NA,"-48.8","-2.133333",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:36:21-03","EAO","IAN","29170","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Cabombaceae","Cabomba","aquatica","Cabomba aquatica","DC.","Sioli, H","Southern America","Brasil","Pará",NA,NA,"IAN029170","IAN029170 IAN029170_1 IAN029170_e IAN029170_e1","3","1942","03","Rio Cururú, perto da Missão, São Francisco. Em lugares calmos (água parada) da beira do rio, como nº1, com a qual, muitas vezes cresce misturado.","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:36:21-03","EAO","IAN","29415","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Cabombaceae","Cabomba","aquatica","Cabomba aquatica","DC.","Black, GA","Southern America","Brasil","Pará",NA,"Flor amarela.","IAN029415","IAN029415 IAN029415_1 IAN029415_e","925","1947","06","Beira do rio Ituqui.","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-30 12:36:21-03","EAO","IAN","33026","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Cabombaceae","Cabomba","aquatica","Cabomba aquatica","DC.","Black, GA","Southern America","Brasil","Pará",NA,"Flutuante; flor amarela.","IAN033026","IAN033026 IAN033026_1 IAN033026_e","2265","1948","01","Rio Cuparí, lago Curuçá.","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-30 12:36:21-03","EAO","IAN","54218","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Cabombaceae","Cabomba","aquatica","Cabomba aquatica","DC.","Black, GA; Engelhard, F","Southern America","Brasil","Pará",NA,"Folha superficial interira, embaixo cortada, flor amarela.","IAN054218",NA,"8893","1950","02","Fazenda Menino de Deus, rio Paracauary, campo.","20",NA,NA,"Marajó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:36:21-03","EAO","IAN","55455","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Cabombaceae","Cabomba","aquatica","Cabomba aquatica","DC.","Black, GA; Lobato, LCB","Southern America","Brasil","Amapá",NA,"Flutuante; flores roxas.","IAN055455",NA,"9392","1950","04","São Joaquim, Rêgo Fundo, campo inundado.","16","-52.916667","-0.916667",NA,NA,NA,NA,NA,NA,NA,"-52.916667","-0.916667",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:36:21-03","EAO","IAN","74452","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Cabombaceae","Cabomba","aquatica","Cabomba aquatica","DC.","Pires, JM; Silva, NT da","Southern America","Brasil","Pará",NA,NA,"IAN074452",NA,"4217","1952","05","Cachoeira do rio Aruã.","29",NA,NA,NA,NA,"Cordeiro, MR",NA,NA,NA,NA,NA,NA,"1982","06",NA,NA,NA,NA,NA
"29","2021-03-30 12:36:21-03","EAO","IAN","75779","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Cabombaceae","Cabomba","aquatica","Cabomba aquatica","DC.","Pires, JM; Silva, NT da","Southern America","Brasil","Pará",NA,"Flutuante; flor amarela.","IAN075779",NA,"4364","1952","11","Rio Arapiuns, Lago Mentái.","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-30 12:36:21-03","EAO","IAN","80335","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Cabombaceae","Cabomba","aquatica","Cabomba aquatica","DC.","Sioli, H","Southern America","Brasil","Pará",NA,"Planta aquática na beira do rio, ph da água 5,0.","IAN080335",NA,"48","1953","08","Rio Caraparú, Porto de Minas.","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-30 12:36:21-03","EAO","IAN","87610","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Cabombaceae","Cabomba","aquatica","Cabomba aquatica","DC.","Fróes, RL","Southern America","Brasil","Pará",NA,NA,"IAN087610",NA,"31654","1955","04","Lago Cuçarí; Planalto de Santarém, onde foi feito o levantamento estatístico florestal pelo IAN,SPVEA e FAO.","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-30 12:36:21-03","EAO","IAN","87637","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Cabombaceae","Cabomba","aquatica","Cabomba aquatica","DC.","Fróes, RL","Southern America","Brasil","Pará",NA,NA,"IAN087637",NA,"31683","1955","04","Lago Cuçarí; Planalto de Santarém, onde foi feito o levantamento estatístico florestal pelo IAN,SPVEA e FAO.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-30 12:36:21-03","EAO","IAN","183757","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Cabombaceae","Cabomba","aquatica","Cabomba aquatica","DC.","Costa Neto, SV; Cardoso, J","Southern America","Brasil","Amapá",NA,"Erva aquática submersa fixa. Flor amarela","IAN183757",NA,"2607","2006","11","Macarry","28","-50.793098449707","2.0533299446106","Amapá",NA,"Costa Neto, SV",NA,"134143","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-30 12:36:21-03","EAO","IAN","64312","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Cabombaceae","Cabomba","aquatica","Cabomba aquatica","DC.","Fróes, RL; Black, GA","Southern America","Brasil","Amapá",NA,"Flor branca; pétalas cadusissima.","IAN064312",NA,"27297","1951","07","Ambé; localidade no afluente do rio Pedreira.","08","-51.0663986206055","-0.366667002439499","Macapá",NA,NA,NA,"225229","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:36:21-03","EAO","IAN","64324","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Cabombaceae","Cabomba","aquatica","Cabomba aquatica","DC.","Fróes, RL; Black, GA","Southern America","Brasil","Amapá",NA,NA,"IAN064324",NA,"27310","1951","07","Ambé; localidade no afluente do rio Pedreira. Em lago.","08","-51.0663986206055","-0.366667002439499","Macapá",NA,NA,NA,"225229","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-30 12:36:21-03","EAO","IAN","166409","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Cabombaceae","Cabomba","aquatica","Cabomba aquatica","DC.","Cordeiro, MR; Silva, MF da","Southern America","Brasil","Amapá",NA,"Erva. Flor amarela.","IAN166409",NA,"2772","1997","06","Fazenda Itapoa, Lago do Cujubim Grande. Ponto-25. Campo baixo arenoso.","11","-51.0663986206055","-0.366667002439499","Macapá",NA,NA,NA,"225229","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-30 12:36:21-03","EAO","IAN","166256","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Cabombaceae","Cabomba","aquatica","Cabomba aquatica","DC.","Cordeiro, MR; Batista, J","Southern America","Brasil","Amapá",NA,"Planta aquática. Flor amarela.","IAN166256",NA,"2619","1997","04","Fazenda Sao Bento. Bloco-5. Ponto-14. Igarapé Glória. Coleta Geral.","26","-51.0663986206055","-0.366667002439499","Macapá",NA,NA,NA,"225229","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-30 12:36:21-03","EAO","IAN","160886","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Cabombaceae","Cabomba","aquatica","Cabomba aquatica","DC.","Oliveira, E","Southern America","Brasil","Pará",NA,"Planta aquática; flores amarelas.","IAN160886",NA,"7314","1986","09","Área da Cosanpa. Projeto Utingaás proximidades do Módulo B antigo PRC-5.","08","-48.5043983459473","-1.4558299779892","Belém",NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-30 12:36:21-03","EAO","IAN","33645","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Cabombaceae","Cabomba","aquatica","Cabomba aquatica","DC.","Black, GA","Southern America","Brasil","Pará",NA,"Flor amarela; submersa, em tanque.","IAN033645","IAN033645 IAN033645_e","2916","1948","06","Museu Goeldi.","17","-48.5043983459473","-1.4558299779892","Belém",NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-30 12:36:21-03","EAO","IAN","85904","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Cabombaceae","Cabomba","aquatica","Cabomba aquatica","DC.","Cavalcante, PB","Southern America","Brasil","Pará",NA,"Planta aquática com 2 tipos de folha; flor amarela.","IAN085904",NA,"5","1955","06","Museu Goeldi, lago da gruta.","15","-48.5043983459473","-1.4558299779892","Belém",NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-30 12:36:21-03","EAO","IAN","85904","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Cabombaceae","Cabomba","aquatica","Cabomba aquatica","DC.","Cavalcante, PB","Southern America","Brasil","Pará",NA,"Planta aquática com 2 tipos de folha; flor amarela.","IAN085904",NA,"5","1955","06","Museu Goeldi, lago da gruta.","15","-48.5043983459473","-1.4558299779892","Belém",NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-30 12:36:21-03","EAO","IAN","85808","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Cabombaceae","Cabomba","aquatica","Cabomba aquatica","DC.","Pires, JM; Silva, NT da","Southern America","Brasil","Pará",NA,"Flutuante; flor amarela; folhas arroxeadas.","IAN085808",NA,"4840","1955","04","Campo alagado.","09","-46.7655982971191","-1.05360996723175","Bragança",NA,NA,NA,"56429","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-30 12:36:21-03","EAO","IAN","170619","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Cabombaceae","Cabomba","aquatica","Cabomba aquatica","DC.","Macqueen, A","Southern America","Brasil","Pará",NA,"Folhas peltato flutuante. Flores amarelas, emergentes; flutuante fixa e submersa fixa.","IAN170619",NA,"13","1998","05","Afluente do rio Ubá, dentro d'água.","05","-48.7689018249512","-1.88389003276825","Moju",NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-30 12:36:19-03","EAO","IAN","152317","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Cabombaceae","Cabomba","aquatica","Cabomba aquatica","DC.","Bouças, PRP; Pinheiro, GS","Southern America","Brasil","Pará",NA,"Planta aquática; flor amarela.","IAN152317",NA,"16","1975","03","Igarapé Marachimbá.","20","-48.7689018249512","-1.88389003276825","Moju",NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-30 12:36:21-03","EAO","IAN","158822","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Cabombaceae","Cabomba","aquatica","Cabomba aquatica","DC.","Dantas, M; Nivaldo, S","Southern America","Brasil","Pará",NA,"Aquática. Flor amarela.","IAN158822",NA,"1137","1982","04","Campo inundável. Várzea alta com buriti. Trajeto Monte Alegre/Santo André.","24","-49.2167015075684","-1.52832996845245","Muaná",NA,"Cordeiro, MR",NA,"72451","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-30 12:36:21-03","EAO","IAN","158222","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Cabombaceae","Cabomba","aquatica","Cabomba aquatica","DC.","Dantas, M; Nivaldo, S","Southern America","Brasil","Pará",NA,"Aquaticum, flor amarela.","IAN158222",NA,"1137","1982","04","Trajeto Monte AlegreSanto André. Campo inundável, várzea alta com buriti.","24","-49.2167015075684","-1.52832996845245","Muaná",NA,NA,NA,"72451","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-30 12:36:21-03","EAO","IAN","97463","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Cabombaceae","Cabomba","aquatica","Cabomba aquatica","DC.","Fróes, RL","Southern America","Brasil","Pará",NA,"Planta herbácea.","IAN097463",NA,"33007","1956","05","Região do Anapú, rio Cariatuba.","22","-50.8210983276367","-1.93555998802185","Portel",NA,NA,NA,"184936","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-30 12:36:21-03","EAO","IAN","97435","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Cabombaceae","Cabomba","aquatica","Cabomba aquatica","DC.","Fróes, RL","Southern America","Brasil","Pará",NA,"Planta aquática; flores amarelas.","IAN097435",NA,"32992","1956","05","Região do Anapú, rio Cariatuba.","17","-50.8210983276367","-1.93555998802185","Portel",NA,NA,NA,"184936","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-30 12:36:21-03","EAO","IAN","97376","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Cabombaceae","Cabomba","aquatica","Cabomba aquatica","DC.","Fróes, RL","Southern America","Brasil","Pará",NA,"Planta aquática; flores amarelas.","IAN097376",NA,"32921","1956","08","Região do Anapú, rio Flexal.","01","-50.8210983276367","-1.93555998802185","Portel",NA,NA,NA,"184936","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-30 12:36:19-03","EAO","IAN","121292","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Cabombaceae","Cabomba","aquatica","Cabomba aquatica","DC.","Pires, JM; Silva, NT da","Southern America","Brasil","Pará",NA,"Planta aquatica; flor amarela.","IAN121292",NA,"10580","1967","06","Igarapé Caraparú.","30","-48.1605987548828","-1.29860997200012","Santa izabel do Pará",NA,NA,NA,"27708","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-30 12:36:21-03","EAO","IAN","54396","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Cabombaceae","Cabomba","aquatica","Cabomba aquatica","DC.","Black, GA","Southern America","Brasil","Pará",NA,"Flutuante; flor amarela.","IAN054396",NA,"9087","1950","02","Porto Santo Antônio, fazenda Gavinho.","25","-48.5233001708984","-0.716666996479034","Soure",NA,NA,NA,"69952","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
