"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","recordNumber","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","scientificNameAuthorship","class","coordinatePrecision","geoFlag","fieldNumber","individualCount","relatedCatalogItem"
"48","2020-12-21 16:27:51-03","MBM","MBM","397873","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","Ribas, O.S.","Amaral-Neto, L.P.","2011","10","11","Brazil","Paraná","Ponta Grossa","-50.05","-25.241667","-50.05","-25.241667","MBM397873","MBM397873","2014","04",NA,"35","Parque Estadual de Vila Velha, Próximo a casa da Lagoa Dourada","795","795","Herbácea, flor amarela com a pétala do vexilo com linhas vermelhas.; Campos Gerais; floresceu após uma queimada.","Southern America",NA,NA,NA,NA,"(Vogel) B.B. Simpson & G.P. Lewis",NA,NA,NA,NA,NA,NA
"49","2020-12-21 16:27:51-03","MBM","MBM","31301","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","Bortoluzzi, R.","Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Almirante Tamandaré","-49.310001373291","-25.3246994018555",NA,NA,"MBM031301","MBM031301","2009","07","18","2799","Timoneira",NA,NA,"Erva, até 1,5m. Flor amarela. Em morros, limite inferior de vegetação herbácea","Southern America",NA,NA,NA,NA,"(Vogel) B.B. Simpson & G.P. Lewis",NA,"18684","auto",NA,NA,NA
"50","2020-12-21 16:27:51-03","MBM","MBM","212007","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","Bortoluzzi, R.","Dombrowski, L.T.; et al.; et al.",NA,NA,NA,"Brazil","Paraná","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,"MBM212007","MBM212007","2009","07","18","12190","Chapada Santo Antônio",NA,NA,"Cerrado, sub-arbusto, beira de caminho, não frequente","Southern America",NA,NA,NA,NA,"(Vogel) B.B. Simpson & G.P. Lewis",NA,"44368","auto",NA,NA,NA
"51","2020-12-21 16:27:51-03","MBM","MBM","212004","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","Bortoluzzi, R.","Dombrowski, L.T.; et al.; et al.",NA,NA,NA,"Brazil","Paraná","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,"MBM212004","MBM212004","2009","07","18","9033","Palmeira",NA,NA,"Em campo, beira de estrada, não frequente","Southern America",NA,NA,NA,NA,"(Vogel) B.B. Simpson & G.P. Lewis",NA,"35166","auto",NA,NA,NA
"52","2020-12-21 16:27:51-03","MBM","MBM","31303","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","Bortoluzzi, R.","Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,"MBM031303","MBM031303",NA,NA,NA,"9648","Rodovia do Café, Rio Tibagi",NA,NA,"Sub-arbusto do campo, flor amarela","Southern America",NA,NA,NA,NA,"(Vogel) B.B. Simpson & G.P. Lewis",NA,"35166","auto",NA,NA,NA
"53","2020-12-21 16:27:51-03","MBM","MBM","212001","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","Bortoluzzi, R.","Dombrowski, L.T.; et al.; et al.",NA,NA,NA,"Brazil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"MBM212001","MBM212001","2009","07","18","765","Furnas",NA,NA,"Em campo frequente, pétalas amarelas, sub-arbusto","Southern America",NA,NA,NA,NA,"(Vogel) B.B. Simpson & G.P. Lewis",NA,"46557","auto",NA,NA,NA
"54","2020-12-21 16:27:51-03","MBM","MBM","201079","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","Bortoluzzi, R.","Poliquesi, C.B.; Cordeiro, J.; Cordeiro, J.",NA,NA,NA,"Brazil","Paraná","Balsa Nova","-49.6356010437012","-25.5839004516602",NA,NA,"MBM201079","MBM201079","2009","07","18","576","Rodeio Santo Antônio",NA,NA,"Xilopodífera, flor amarela. Campo limpo, seco","Southern America",NA,NA,NA,NA,"(Vogel) B.B. Simpson & G.P. Lewis",NA,"27346","auto",NA,NA,NA
"55","2020-12-21 16:27:51-03","MBM","MBM","171903","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","Bortoluzzi, R.","Imaguire, N.",NA,NA,NA,"Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"MBM171903","MBM171903","2009","07","18","5455","Bacacheri",NA,NA,"Corolas amarelas. Comunidade pioneira, subarbustiva; não frequente","Southern America",NA,NA,NA,NA,"(Vogel) B.B. Simpson & G.P. Lewis",NA,"25180","auto",NA,NA,NA
"56","2020-12-21 16:27:51-03","MBM","MBM","212008","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","Bortoluzzi, R.","Dombrowski, L.T.; et al.; et al.",NA,NA,NA,"Brazil","Paraná","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,"MBM212008","MBM212008","2009","07","18","11978","Chapada Santo Antônio",NA,NA,"Cerrado, próximo a cachoeira, em campo não frequente","Southern America",NA,NA,NA,NA,"(Vogel) B.B. Simpson & G.P. Lewis",NA,"44368","auto",NA,NA,NA
"57","2020-12-21 16:27:51-03","MBM","MBM","212005","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","Bortoluzzi, R.","Dombrowski, L.T.",NA,NA,NA,"Brazil","Paraná","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,"MBM212005","MBM212005","2009","07","18","13478","Jaguariaíva",NA,NA,"Em campo sujo","Southern America",NA,NA,NA,NA,"(Vogel) B.B. Simpson & G.P. Lewis",NA,"44368","auto",NA,NA,NA
"58","2020-12-21 16:27:51-03","MBM","MBM","212002","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","Bortoluzzi, R.","Dombrowski, L.T.",NA,NA,NA,"Brazil","Paraná","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,"MBM212002","MBM212002","2009","07","18","6599","Próximo ao Rio dos Papagaios",NA,NA,"Em campo sujo, frequente sub-arbusto","Southern America",NA,NA,NA,NA,"(Vogel) B.B. Simpson & G.P. Lewis",NA,"35166","auto",NA,NA,NA
"59","2020-12-21 16:27:51-03","MBM","MBM","284","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","Bortoluzzi, R.","Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"MBM000284","MBM000284","2009","07","18","12860","Parque Vila Velha, L. Dourada",NA,NA,"Arbusto 70 cm, flor amarela, do campo","Southern America",NA,NA,NA,NA,"(Vogel) B.B. Simpson & G.P. Lewis",NA,"46557","auto",NA,NA,NA
"60","2015-09-04 02:22:00-03","MNHN","RECOLNAT_MNHN_P","P02940669","PreservedSpecimen",NA,"Fabaceae","Pomaria","stipularis","Pomaria stipularis","Gagnon","Saint-Hilaire, A. de","1816","1","1","Brésil",NA,NA,NA,NA,NA,NA,"P02940669","P02940669_01",NA,NA,NA,NA,"s.l.",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02940669' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,"(Vogel) B.B.Simpson & G.P.Lewis",NA,NA,NA,"1599 b",NA,NA
"61","2015-09-04 02:22:00-03","MNHN","RECOLNAT_MNHN_P","P02940670","PreservedSpecimen",NA,"Fabaceae","Pomaria","stipularis","Pomaria stipularis","Gagnon","Saint-Hilaire, A. de","1816","1","1","Brésil",NA,NA,NA,NA,NA,NA,"P02940670","P02940670_01",NA,NA,NA,NA,"s.l.",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02940670' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,"(Vogel) B.B.Simpson & G.P.Lewis",NA,NA,NA,"1599 b",NA,NA
"62","2015-09-04 02:22:00-03","MNHN","RECOLNAT_MNHN_P","P02940671","PreservedSpecimen",NA,"Fabaceae","Pomaria","stipularis","Pomaria stipularis","Gagnon","Saint-Hilaire, A. de","1816","1","1","Brésil",NA,NA,NA,NA,NA,NA,"P02940671","P02940671_01",NA,NA,NA,NA,"s.l.",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02940671' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,"(Vogel) B.B.Simpson & G.P.Lewis",NA,NA,NA,"1599 b",NA,NA
"63","2015-09-04 02:22:01-03","MNHN","RECOLNAT_MNHN_P","P02940673","PreservedSpecimen",NA,"Fabaceae","Pomaria","stipularis","Pomaria stipularis","Gagnon","Saint-Hilaire, A. de","1816","1","1","Brésil",NA,NA,NA,NA,NA,NA,"P02940673","P02940673_01",NA,NA,NA,NA,"s.l.",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02940673' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,"(Vogel) B.B.Simpson & G.P.Lewis",NA,NA,NA,"1599 b",NA,NA
"64","2015-09-04 02:22:00-03","MNHN","RECOLNAT_MNHN_P","P02940672","PreservedSpecimen",NA,"Fabaceae","Pomaria","stipularis","Pomaria stipularis","Gagnon","Smith, L.B.|Klein, R.","1957","3","14","Brasil","Santa Catarina","Mafra","-49.8053016662598","-26.111400604248",NA,NA,"P02940672","P02940672_01",NA,NA,NA,NA,"Ruderal, 41km west of Mafra.","800","850","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02940672' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,"(Vogel) B.B.Simpson & G.P.Lewis",NA,"66490","auto","12127",NA,NA
"65","2020-12-11 11:35:40-03","UFMG","BHCB","34220","PreservedSpecimen","Plantae","Fabaceae","Caesalpinia","stipularis","Caesalpinia stipularis",NA,"Poliquesi, CB; Cordeiro, J","1996","10","07","Brasil","Paraná","Balsa Nova","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,NA,NA,NA,"576","Rodeio Santo Antônio",NA,NA,"Xilopodífera, flor amarela. Campo limpo, seco.","Southern America",NA,NA,"Dicotyledon",NA,"(Vogel) Benth.",NA,"27346","auto",NA,NA,NA
"66","2020-12-11 11:35:40-03","UFMG","BHCB","34220","PreservedSpecimen","Plantae","Fabaceae","Caesalpinia","stipularis","Caesalpinia stipularis",NA,"Poliquesi, CB; Cordeiro, J","1996","10","07","Brasil","Paraná","Balsa Nova","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,NA,NA,NA,"576","Rodeio Santo Antônio",NA,NA,"Xilopodífera, flor amarela. Campo limpo, seco.","Southern America",NA,NA,"Dicotyledon",NA,"(Vogel) Benth.",NA,"27346","auto",NA,NA,NA
"67","2020-12-11 11:36:23-03","UFMG","BHCB","173362","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis",NA,"Motta, JT; Dombrowski, LT; Cordeiro, J; Saridakis, DP","2013","12","18","Brasil","Paraná","Palmeira","-49.768333","-25.465278","-49.768333","-25.465278","BHCB018220",NA,"2014","05","12","4145","Recanto dos Papagaios","957","957","Arbusto, 1m; flores amarelas.; Campo limpo seco.","Southern America",NA,NA,"Dicotyledon",NA,"(Vogel) B.B.Simpson & G.P. Lewis",NA,NA,NA,NA,NA,NA
"68","2020-12-11 11:36:23-03","UFMG","BHCB","70875","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis",NA,"Silva, JM",NA,NA,NA,"Brasil","Paraná","Porto Amazonas","-49.8903007507324","-25.5447006225586",NA,NA,NA,NA,NA,NA,NA,"3488",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"(Vogel) B.B.Simpson & G.P. Lewis",NA,"14684","auto",NA,NA,NA
"69","2021-02-11 17:19:05-03","UFPR","UPCB","16717","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","Bortoluzzi, R.L.C.","Braga, R.E.","1942","11","12","Brasil","Paraná",NA,NA,NA,NA,NA,NA,NA,"2002","12","05","104","Tamandaré (antigo município)",NA,NA,NA,NA,NA,NA,NA,NA,"(Vogel) B.B.Simpson & G.P.Lewis",NA,NA,NA,NA,NA,NA
"70","2021-02-11 17:19:05-03","UFPR","UPCB","21901","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","Bortoluzzi, R.L.C.","Hatschbach, G.","1952","10","10","Brasil","Paraná",NA,NA,NA,NA,NA,NA,NA,"2002","12","05","2799",NA,NA,NA,"Subarbusto, até 1,5m, flor amarela. Em morros, limite inferior da vegetação herbácea..",NA,NA,NA,NA,NA,"(Vogel) B.B.Simpson & G.P.Lewis",NA,NA,NA,NA,NA,NA
"71","2021-02-11 17:19:05-03","UFPR","UPCB","19118","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","Bortoluzzi, R.L.C.","Tessmann, G.","1948","02","09","Brasil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"2002","12","05",NA,"Fazenda Lagoa Dourado (perto Vila Velha), 21km SE de Ponta Grossa",NA,NA,"Erva lenhosa, pétalas amarelas, campo muito isolado e raro. Alt.: 830m s.n.m..",NA,NA,NA,NA,NA,"(Vogel) B.B.Simpson & G.P.Lewis",NA,"46557","auto",NA,NA,NA
"72","2021-02-11 17:19:05-03","UFPR","UPCB","23708","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","Bortoluzzi, R.L.C.","Hertel, R.","1982","10","06","Brasil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"2002","12","05","2074","Lagoa Dourada",NA,NA,"Arbusto abundante, terreno remexido..",NA,NA,NA,NA,NA,"(Vogel) B.B.Simpson & G.P.Lewis",NA,"46557","auto",NA,NA,NA
"73","2021-02-11 17:19:05-03","UFPR","UPCB","5177","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","Hatschbach, G.","Hatschbach, G.","1965","10","01","Brasil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"1966","02",NA,"12860","Lagoa Dourada, Parque Estadual de Vila Velha",NA,NA,"Arbusto, 70cm, flor amarela. Campo. Alt. 788 m.s.n.m..",NA,NA,NA,NA,NA,"(Vogel) B.B.Simpson & G.P.Lewis",NA,"46557","auto",NA,NA,NA
"74","2021-02-11 17:19:05-03","UFPR","UPCB","16776","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","Hatschbach, G.","Cervi, A.C.","1989","10","21","Brasil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"1989","10",NA,"2895","Parque Estadual de Vila Velha",NA,NA,"Sub-arbusto, xilopodífero, 80cm, flor amarela. Campo limpo, seco..",NA,NA,NA,NA,NA,"(Vogel) B.B.Simpson & G.P.Lewis",NA,"46557","auto",NA,NA,NA
"75","2021-02-11 17:19:05-03","UFPR","UPCB","46205","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","Cervi, A.C.","Cervi, A.C.","2002","10","10","Brasil","Paraná","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"2002","01","01","8341","Recanto dos Papagaios",NA,NA,"Semi-lenhora, 50cm, xilopodífera, flores amarelas e sépalas com glândulas negras. Campo limpo..",NA,NA,NA,NA,NA,"(Vogel) B.B.Simpson & G.P.Lewis",NA,"35166","auto",NA,NA,NA
"76","2021-02-11 17:19:05-03","UFPR","UPCB","47220","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","Guimarães, O.A.","Cervi, A.C.","1999","10","13","Brasil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"2003","10","21","6867","Recanto dos Papagaios",NA,NA,"Xilopodífera ca. 50cm, flores com pétalas amarelas, campo limpo..",NA,NA,NA,NA,NA,"(Vogel) B.B.Simpson & G.P.Lewis",NA,"46557","auto",NA,NA,NA
"77","2021-02-11 17:19:05-03","UFPR","UPCB","85327","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis",NA,"Dombrowski, L.T.","1976","10","25","Brasil","Paraná","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,NA,NA,NA,"6599","Rio Papagaios",NA,NA,"Subarbusto, flor amarela. Campo limpo..",NA,NA,NA,NA,NA,"(Vogel) B.B.Simpson & G.P.Lewis",NA,"35166","auto",NA,NA,NA
"78","2021-02-11 17:18:26-03","UFPR","UPCB","4228","PreservedSpecimen","Plantae","Caesalpiniaceae","Pomaria","stipularis","Pomaria stipularis","Hatschbach, G.","Hatschbach, G.","1962","11","18","Brasil","Paraná","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"1963","01",NA,"9648","Rodovia do Café, Rio Tibagi",NA,NA,"Sub-arbusto, flor amarela. Campo..",NA,NA,NA,NA,NA,"(Vogel) B.B.Simpson & G.P.Lewis",NA,"35166","auto",NA,NA,NA
"79","2012-04-27 11:08:00-03","MO","MOBOT","2457705","PreservedSpecimen","Plantae","Fabaceae","Caesalpinia","stipularis","Caesalpinia stipularis",NA,"L.T. Dombrowski|et al.","1964","11","5","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dombrowski 765","Furmas-Pta. Grossa",NA,NA,NA,"South America",NA,NA,NA,NA,"(Vogel) Benth.",NA,NA,NA,NA,"1",NA
"80","2010-11-13 04:25:00-02","MO","MOBOT","2457720","PreservedSpecimen","Plantae","Fabaceae","Caesalpinia","stipularis","Caesalpinia stipularis","Burkart, A.","Roberto M. Klein","1962","12","12","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Klein 3954","Itaiópolis.","750.00000000",NA,NA,"South America",NA,NA,NA,NA,"(Vogel) Benth.",NA,NA,NA,NA,NA,NA
"81","2009-09-21 20:33:00-03","MO","MOBOT","3234371","PreservedSpecimen","Plantae","Fabaceae","Caesalpinia","stipularis","Caesalpinia stipularis",NA,"Michael O. Dillon|Ulf Molau|P. A. Matekaitis","1983","2","12","Peru","Moquegua","Mariscal Nieto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dillon 3322","Lomas of Ilo; ca. 20 km E of Ilo;","620.00000000",NA,NA,"South America",NA,NA,NA,NA,"(Vogel) Benth.",NA,NA,NA,NA,NA,NA
"82","2011-06-27 08:43:00-03","MO","MOBOT","3234736","PreservedSpecimen","Plantae","Fabaceae","Caesalpinia","stipularis","Caesalpinia stipularis",NA,"F. Sellow","1814",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sellow s.n.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,"(Vogel) Benth.",NA,NA,NA,NA,NA,NA
"83","2008-05-27 22:02:00-03","MO","MOBOT","3241160","PreservedSpecimen","Plantae","Fabaceae","Caesalpinia","stipularis","Caesalpinia stipularis","G. Hatschbach","J.M. Silva","2001",NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Silva 3438","Rod. BR-277, Recanto dos Papagaios (Mun Porto Amazonas)",NA,NA,NA,"South America",NA,NA,NA,NA,"(Vogel) Benth.",NA,NA,NA,NA,NA,NA
"84","2011-12-28 15:30:00-02","MO","MOBOT","3253731","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","B.B. Simpson","Luiz Gurgel","1931","10","30","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gurgel 29778","Estadó do Paraná - Porto Amazonas.",NA,NA,NA,"South America",NA,NA,NA,NA,"(Vogel) B.B. Simpson & G.P. Lewis",NA,NA,NA,NA,NA,NA
"85","2008-05-27 22:02:00-03","MO","MOBOT","3253808","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","B.B. Simpson","Gert G. Hatschbach","1980","11","25","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hatschbach 43405","Jaguariaiva, arredores, Paraná.",NA,NA,NA,"South America",NA,NA,NA,NA,"(Vogel) B.B. Simpson & G.P. Lewis",NA,NA,NA,NA,NA,NA
"86","2020-03-12 04:39:00-03","MO","MOBOT","3253915","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","P. Dusen","Gösta Jönsson","1914","9","27","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jönsson 1002","Haperusoú in campo.",NA,NA,NA,"South America",NA,NA,NA,NA,"(Vogel) B.B. Simpson & G.P. Lewis",NA,NA,NA,NA,NA,NA
"87","2020-06-22 14:18:05-03","UNESP-IBILCE","SJRP","12305","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","G. Lewis","J.M. Silva",NA,NA,NA,"Brasil","Paraná","Balsa Nova","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,NA,NA,NA,NA,"Serra S. Luis",NA,NA,"Subarbusto 50 cm, flor amarela.;","América do Sul",NA,NA,"Tracheophyta","Fabales","(Vogel) B.B.Simpson & G.P.Lewis","Magnoliopsida","27346","auto",NA,NA,NA
"88","2019-03-29 10:41:26-03","UFSM","HDCF","749","S","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","Büneker, H. M.","Marchiori, J. N. C.","1982","10","06","Brasil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"2014","01","22",NA,"Lagoa Dourada",NA,NA,"Arbustos cerca de 1,7m de h, com inflorescências amareladas em panículas terminais. Orla de capão; solo enchuto","América",NA,NA,NA,NA,"(Vogel) B. B. Simpson & G. P. Lewis",NA,"46557","auto",NA,NA,NA
"89","2020-09-12 05:00:02-03","US","US","3125518","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis",NA,"G. Hatschbach","1971","2","21","Brazil","Paraná","Marmeleiro","-53.0261001586914","-26.1494007110596",NA,NA,"US00383348","US00383348_01",NA,NA,NA,"26395","Estr. marmeleiro-campo ere",NA,NA,NA,"South America",NA,NA,NA,"Rosales","(Vogel) B.B. Simpson & G.P. Lewis","Dicotyledonae","27396","auto",NA,"1",NA
"90","2020-09-12 05:00:02-03","US","US","2640713","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis",NA,"E. Pereira & G. F. J. Pabst","1964","1","13","Brazil","Paraná",NA,NA,NA,NA,NA,"US00383350","US00383350_01",NA,NA,NA,"8241","Lagoa dourada",NA,NA,NA,"South America",NA,NA,NA,"Rosales","(Vogel) B.B. Simpson & G.P. Lewis","Dicotyledonae",NA,NA,NA,"1",NA
"91","2020-09-12 05:00:02-03","US","US","3082526","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis",NA,"J. M. Silva & G. Hatschbach","1985","10","31","Brazil","Paraná","Balsa Nova","-49.6356010437012","-25.5839004516602",NA,NA,"US00383347","US00383347_01",NA,NA,NA,"25","Serra s. luis",NA,NA,NA,"South America",NA,NA,NA,"Rosales","(Vogel) B.B. Simpson & G.P. Lewis","Dicotyledonae","27346","auto",NA,"1",NA
"92","2020-09-12 05:00:02-03","US","US","1199489","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis",NA,"P. K. Dusén","1903","12","22","Brazil","Paraná",NA,NA,NA,NA,NA,"US00383354","US00383354_01",NA,NA,NA,"3532",NA,NA,NA,NA,"South America",NA,NA,NA,"Rosales","(Vogel) B.B. Simpson & G.P. Lewis","Dicotyledonae",NA,NA,NA,"1",NA
"93","2020-09-12 05:00:02-03","US","US","3295748","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis",NA,"R. Reitz & R. M. Klein","1963","12","29","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"US00456775","US00456775_01",NA,NA,NA,"16496","Chapecozinho, xanxere",NA,NA,NA,"South America",NA,NA,NA,"Rosales","(Vogel) B.B. Simpson & G.P. Lewis","Dicotyledonae",NA,NA,NA,"1",NA
"94","2020-09-12 05:00:02-03","US","US","2449428","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis",NA,"L. B. Smith & R. M. Klein","1957","3","14","Brazil","Santa Catarina","Mafra","-49.8053016662598","-26.111400604248",NA,NA,"US00501236","US00501236_01",NA,NA,NA,"12127","41 km w of mafra","800","850",NA,"South America",NA,NA,NA,"Rosales","(Vogel) B.B. Simpson & G.P. Lewis","Dicotyledonae","66490","auto",NA,"1",NA
"95","2020-09-12 05:00:02-03","US","US","2742733","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis",NA,"L. B. Smith & R. M. Klein","1964","11","15","Brazil","Santa Catarina","Abelardo Luz","-52.3333","-26.5333",NA,NA,"US00383352","US00383352_01",NA,NA,NA,"13308","8-12 km n of abelardo luz","900","1000",NA,"South America",NA,NA,NA,"Rosales","(Vogel) B.B. Simpson & G.P. Lewis","Dicotyledonae",NA,NA,NA,"1",NA
"96","2020-09-12 05:00:02-03","US","US","2283880","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis",NA,"G. Hatschbach","1959","10","12","Brazil","Paraná",NA,NA,NA,NA,NA,"US02212886","US02212886_01",NA,NA,NA,"6340","Mun. Palmeira, Estr. Redagem Penta Grossa-Palmeira",NA,NA,NA,"South America",NA,NA,NA,"Rosales","(Vogel) B.B. Simpson & G.P. Lewis","Dicotyledonae",NA,NA,NA,"1",NA
"97","2020-09-12 05:00:02-03","US","US","2449340","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis",NA,"L. B. Smith & R. Reitz","1956","12","25","Brazil","Santa Catarina","Xanxerê","-52.4042015075684","-26.8768997192383",NA,NA,"US00501235","US00501235_01",NA,NA,NA,"9241","10 km n of abelardo luz","500","600",NA,"South America",NA,NA,NA,"Rosales","(Vogel) B.B. Simpson & G.P. Lewis","Dicotyledonae","16278","auto",NA,"1",NA
"98","2020-09-12 05:00:02-03","US","US","2641188","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis",NA,"J. C. Lindeman & J. H. Haas","1966","10","14","Brazil","Paraná",NA,NA,NA,NA,NA,"US00383349","US00383349_01",NA,NA,NA,"2707","4 km w of palmeira; baccharis field",NA,NA,NA,"South America",NA,NA,NA,"Rosales","(Vogel) B.B. Simpson & G.P. Lewis","Dicotyledonae",NA,NA,NA,"1",NA
"99","2020-09-12 05:00:02-03","US","US","3199903","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis",NA,"R. Reitz & R. M. Klein","1963","12","29","Brazil","Santa Catarina","Abelardo Luz","-52.3283004760742","-26.5646991729736",NA,NA,"US00383353","US00383353_01",NA,NA,NA,"16566","Abelardo luz","900","900",NA,"South America",NA,NA,NA,"Rosales","(Vogel) B.B. Simpson & G.P. Lewis","Dicotyledonae","35836","auto",NA,"1",NA
