"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem","individualCount","fieldNumber"
"11","2020-02-08 09:07:27-03","NBC","NL-BOTANY","AMD.72259","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Caes.","Gleditsia","amorphoides","Gleditsia amorphoides","(Griseb.) Taub.",NA,"Herter WG",NA,"1934","07","01","Southern America","Uruguay",NA,NA,"Plantae Uruguayenses. Dep. de Artigas. Potrero Sucio.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/AMD.72259 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-AMD72259","NL-AMD72259",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"12","2020-02-08 09:07:27-03","NBC","NL-BOTANY","L 0573569","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Caes.","Gleditsia","amorphoides","Gleditsia amorphoides","(Griseb.) Taub.",NA,"Lindeman JC; Haas JH de",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200573569 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0573569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"13","2020-02-08 09:07:27-03","NBC","NL-BOTANY","L.1958846","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Caes.","Gleditsia","amorphoides","Gleditsia amorphoides","(Griseb.) Taub.",NA,"Hatschbach GG",NA,"1967","01","23","Southern America","Brazil",NA,NA,"Est Paraná (Brasil). Mun Xambré. Porto Byington.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1958846 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1958846","NL-L1958846",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"14","2020-02-08 09:07:27-03","NBC","NL-BOTANY","L.1958847","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Caes.","Gleditsia","amorphoides","Gleditsia amorphoides","(Griseb.) Taub.",NA,"Morel I",NA,"1948","04","01","Southern America","Argentina",NA,NA,"Gob. Formosa. Dep. Pilcomayo. Ruta 86 al Sur a 2 Km. del Km. 50.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1958847 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1958847","NL-L1958847",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"15","2020-02-08 09:07:27-03","NBC","NL-BOTANY","L.1958848","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Caes.","Gleditsia","amorphoides","Gleditsia amorphoides","(Griseb.) Taub.",NA,"Morel I",NA,"1948","02","10","Southern America","Argentina",NA,NA,"Gob Formosa. Dep Pilcomayo. Ruta 86 al Kur 55.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1958848 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1958848","NL-L1958848",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"16","2020-02-08 09:07:27-03","NBC","NL-BOTANY","L.1958849","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Caes.","Gleditsia","amorphoides","Gleditsia amorphoides","(Griseb.) Taub.",NA,"Morel I",NA,"1947","10","24","Southern America","Argentina",NA,NA,"Gob. Formosa. Dep. Pilcomayo. N.Oerti de Ectaucia Riacho Negro a 2 Km.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1958849 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1958849","NL-L1958849",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"17","2020-02-08 09:07:27-03","NBC","NL-BOTANY","L.1958850","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Caes.","Gleditsia","amorphoides","Gleditsia amorphoides","(Griseb.) Taub.",NA,"Hassler E",NA,"1913","01","01","Southern America","Paraguay",NA,NA,"Plantae Paraguarienses. Paraguaria Centralis: In regione lacus Ypacaray.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1958850 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1958850","NL-L1958850",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"18","2020-02-08 09:07:27-03","NBC","NL-BOTANY","U 0270892","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Caes.","Gleditsia","amorphoides","Gleditsia amorphoides","(Griseb.) Taub.",NA,"Unknown",NA,NA,NA,NA,"Southern America","Argentina",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200270892 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0270892",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw7175",NA,NA
"19","2020-02-08 09:07:27-03","NBC","NL-BOTANY","U 0270896","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Caes.","Gleditsia","amorphoides","Gleditsia amorphoides","(Griseb.) Taub.",NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Southern America","Brazil","Paraná",NA,"near Pôrto Byinton",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200270896 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0270896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13320",NA,NA
"20","2020-02-08 09:07:27-03","NBC","NL-BOTANY","U.1302020","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Caes.","Gleditsia","amorphoides","Gleditsia amorphoides","(Griseb.) Taub.",NA,"Rodriguez",NA,"1911","12","06","Southern America","Argentina",NA,NA,"Provincia Salta. Dep. Orán. Localidad Rio de la Piedras.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1302020 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1302020","NL-U1302020",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"21","2020-02-08 09:07:27-03","NBC","NL-BOTANY","U.1302021","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Caes.","Gleditsia","amorphoides","Gleditsia amorphoides","(Griseb.) Taub.",NA,"Meyer T",NA,"1944","01","24","Southern America","Argentina",NA,NA,"Prov. de Corrientes. Loc. Capital. Dep. Capital.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1302021 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1302021","NL-U1302021",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"22","2020-02-08 09:07:27-03","NBC","NL-BOTANY","U.1302022","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Caes.","Gleditsia","amorphoides","Gleditsia amorphoides","(Griseb.) Taub.",NA,"Schwarz GJ",NA,"1946","11","30","Southern America","Argentina",NA,NA,"Gob. Misiones. Dep. Candelaria. Localidad Loreto.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1302022 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1302022","NL-U1302022",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"23","2020-02-08 09:07:27-03","NBC","NL-BOTANY","U.1302023","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Caes.","Gleditsia","amorphoides","Gleditsia amorphoides","(Griseb.) Taub.",NA,"Ibarrola TS",NA,"1945","09","19","Southern America","Argentina",NA,NA,"Prov. Corrientes. Dep. San Luis del Palmas. Localidad Calonia J. M. Lelano.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1302023 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1302023","NL-U1302023",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"24","2020-02-08 09:07:27-03","NBC","NL-BOTANY","U.1302024","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Caes.","Gleditsia","amorphoides","Gleditsia amorphoides","(Griseb.) Taub.",NA,"Schwarz GJ",NA,"1947","02","12","Southern America","Argentina",NA,NA,"Misiones. Dep. San Javier. Localidad Tres Bocas.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1302024 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1302024","NL-U1302024",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"25","2020-02-08 09:07:27-03","NBC","NL-BOTANY","U.1302025","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Caes.","Gleditsia","amorphoides","Gleditsia amorphoides","(Griseb.) Taub.",NA,"Schreiter R",NA,"1940","10","01","Southern America","Argentina",NA,NA,"Provincia SALTA. Dep. Oràn. Localidad Cartagal.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1302025 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1302025","NL-U1302025",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"26","2020-02-08 09:07:27-03","NBC","NL-BOTANY","U.1302026","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Caes.","Gleditsia","amorphoides","Gleditsia amorphoides","(Griseb.) Taub.",NA,"Lillo M",NA,NA,NA,NA,"Southern America","Argentina",NA,NA,"Misiones. Localidad Salto Iguazú.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1302026 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1302026","NL-U1302026",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"27","2020-02-08 09:07:27-03","NBC","NL-BOTANY","U.1302078","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Caes.","Gleditsia","amorphoides","Gleditsia amorphoides","(Griseb.) Taub.",NA,"Lindeman JC; Haas JH de",NA,"1966","06","26","Southern America","Brazil",NA,NA,"BRASILIAE AUSTRALIS. Est. Paraná. Near Pôrto Byungton; várzea of Rio Paraná near jettee.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1302078 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1302078","NL-U1302078",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"28","2020-02-08 09:07:27-03","NBC","NL-BOTANY","U.1302079","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Caes.","Gleditsia","amorphoides","Gleditsia amorphoides","(Griseb.) Taub.",NA,"Lindeman JC; Haas JH de",NA,"1967","06","16","Southern America","Brazil",NA,NA,"BRASILIAE AUSTRALIS. Est. Paraná. Rio das Cobras.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1302079 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1302079","NL-U1302079",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"29","2020-02-08 09:07:27-03","NBC","NL-BOTANY","U.1302080","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Caes.","Gleditsia","amorphoides","Gleditsia amorphoides","(Griseb.) Taub.",NA,"Lindeman JC; Haas JH de",NA,"1967","01","23","Southern America","Brazil",NA,NA,"BRASILIAE AUSTRALIS. Est. Paraná. Vicinity of Pôrto Byington. In forest on high bank of the Rio Paraná.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1302080 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1302080","NL-U1302080",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"30","2020-02-08 09:07:27-03","NBC","NL-BOTANY","U.1302081","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Caes.","Gleditsia","amorphoides","Gleditsia amorphoides","(Griseb.) Taub.",NA,"Rambo B",NA,"1945","01","10","Southern America","Brazil",NA,NA,"Quarai, Jarau.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1302081 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1302081","NL-U1302081",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"31","2020-02-08 09:07:27-03","NBC","NL-BOTANY","U.1302082","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Caes.","Gleditsia","amorphoides","Gleditsia amorphoides","(Griseb.) Taub.",NA,"Pedersen TM",NA,"1949","11","13","Southern America","Argentina",NA,NA,"Estancia 'Santa Maria'. Dep. Mburucuyá. Prov. Corrientes.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1302082 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1302082","NL-U1302082",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"32","2020-02-08 09:07:27-03","NBC","NL-BOTANY","U.1302083","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Caes.","Gleditsia","amorphoides","Gleditsia amorphoides","(Griseb.) Taub.",NA,"Lillo M",NA,"1911","10","29","Southern America","Argentina",NA,NA,"Provincia JUJUY. Dep. Ledesma.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1302083 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1302083","NL-U1302083",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"33","2020-02-08 09:07:27-03","NBC","NL-BOTANY","U.1302084","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Caes.","Gleditsia","amorphoides","Gleditsia amorphoides","(Griseb.) Taub.",NA,"Rodriguez",NA,"1912","09","01","Southern America","Argentina",NA,NA,"Misiones. Dep. Santa Ana.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1302084 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1302084","NL-U1302084",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"34","2020-02-08 09:07:27-03","NBC","NL-BOTANY","U.1302085","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Caes.","Gleditsia","amorphoides","Gleditsia amorphoides","(Griseb.) Taub.",NA,"Pedersen TM",NA,"1957","05","11","Southern America","Argentina",NA,NA,"Dry woodland, on the top of the bank of the R. Paraná. Estancia 'Las Tres Marias'. Dep. Empedrado. Prov. Corrientes.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1302085 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1302085","NL-U1302085",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"35","2020-02-08 09:07:27-03","NBC","NL-BOTANY","U.1302086","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Caes.","Gleditsia","amorphoides","Gleditsia amorphoides","(Griseb.) Taub.",NA,"Popoff O; Cuadrado G",NA,"1992","10","22","Southern America","Argentina",NA,NA,"Chaco, Dep. Bermejo. Ruta 11, entre la entrada a La Leonesa y Rio de Oro.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1302086 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1302086","NL-U1302086",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"36","2020-02-08 09:07:27-03","NBC","NL-BOTANY","U.1302087","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Caes.","Gleditsia","amorphoides","Gleditsia amorphoides","(Griseb.) Taub.",NA,"Popoff O; Cuadrado G",NA,"1992","10","22","Southern America","Argentina",NA,NA,"Chaco, Dep. Bermejo. Ruta 11, entre la entrada a La Leonesa y Rio de Oro.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1302087 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1302087","NL-U1302087",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"37","2020-02-08 09:07:27-03","NBC","NL-BOTANY","U.1302088","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Caes.","Gleditsia","amorphoides","Gleditsia amorphoides","(Griseb.) Taub.",NA,"Herter WG",NA,"1934","07","23","Southern America","Uruguay",NA,NA,"URUGUAYENSES. Dep. de Artigas. Loc. Dict. Potrero Sucio.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1302088 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1302088","NL-U1302088",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"38","2020-02-08 09:07:27-03","NBC","NL-BOTANY","WAG.1637570","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Caes.","Gleditsia","amorphoides","Gleditsia amorphoides","(Griseb.) Taub.",NA,"Hatschbach GG; Manosso A",NA,"1986","05","15","Southern America","Brazil",NA,NA,"Candoi (mun. Guarapuava) Parana.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1637570 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1637570","NL-WAG1637570",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"39","2020-02-08 09:07:27-03","NBC","NL-BOTANY","WAG.1637571","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Caes.","Gleditsia","amorphoides","Gleditsia amorphoides","(Griseb.) Taub.",NA,"Hatschbach GG",NA,"1967","01","01","Southern America","Brazil",NA,NA,"Parana. Mun Xambre. Porto Byington.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1637571 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1637571","NL-WAG1637571",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"40","2020-02-08 09:07:27-03","NBC","NL-BOTANY","WAG.1637572","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Caes.","Gleditsia","amorphoides","Gleditsia amorphoides","(Griseb.) Taub.",NA,"Hatschbach GG",NA,"1967","01","01","Southern America","Brazil",NA,NA,"Parana. Mun Xambre. Porto Byington.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1637572 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1637572","NL-WAG1637572",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"41","2015-07-02 14:01:52-03","JBP","HPL","4373","S","Plantae",NA,NA,"Fabaceae-Caesalpinioideae","Gleditsia","amorphoides","Gleditsia amorphoides","Taub","H. Lorenzi","H. Lorenzi","1867","1994","12","29",NA,"Brasil","SP","Piracicaba","Coletada na Escola Superior de Agricultura Luiz de Queiroz.","-47.64","-22.72",NA,NA,NA,NA,"1994","12","29","44778","auto",NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-02-22 11:44:33-03","IPA","IPA","20053","S","Plantae","Plantae",NA,"Leguminosae-Caes.","Gleditsia","amorphoides","Gleditsia amorphoides","(Griseb.) Taub.","Hatschbach, G.","Hatschbach, G.","21026","1969","02","07","Southern America","Brasil","Paraná","Guarapuava","Lagoa Seca.","-51.4580993652344","-25.395299911499",NA,"Árvore 15m, tronco com espinhos longos na base, fruto preto","IPA0020053",NA,"1969","03",NA,"53832","auto",NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-08-27 13:29:18-03","IAP","PACA-AGP","57884","PreservedSpecimen","Plantae","Magnoliophyta","Fagales","Caesalpinaceae","Gleditsia","amorphoides","Gleditsia amorphoides","(Griseb.) Taub.","Emrich-Rambo","Pivetta","1058","1953","11","22",NA,"Brasil","RS","Ijuí","Dr. Pestana","-53.9146995544434","-28.3878002166748",NA,"EM PERIGO&nf;Confer.: por R.L.C. Bortoluzzi, 09/2003.UFRGS/ICN. Habitat: In silva Fenofase: fruto semievoluto","PACA057884",NA,"1957","05","12","36807","auto",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA
