"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","recordNumber","county","decimalLongitude","decimalLatitude","month","day","infraspecificEpithet","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","1546541","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Acanthaceae","Aphelandra","prismatica","Aphelandra prismatica stenophylla","Rizzini",NA,"A. P. Duarte","1947","South America","Brazil","Rio de Janeiro","Corcovado","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1893662' target='other'> <mi>dwc_moreinfo</mi></a>","NY01546541","NY01546541_01","894[=herb. RB 58964]","Rio de Janeiro","-43.212076","-22.951842","01","02","stenophylla","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-02-18 09:28:29-03","UNESP-IBB","BOTU","12310","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Aphelandra","prismatica","Aphelandra prismatica","(Vell.) Hieron.",NA,"Gemtchújnicov, I.D.","1959",NA,"Brasil","São Paulo","Estação Experimental I.A. Campinas Baunilhal",NA,"Em flor","BOTU012310","BOTU012310",NA,"Ubatuba",NA,NA,"11","28",NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-02-18 09:28:29-03","UNESP-IBB","BOTU","12311","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Aphelandra","prismatica","Aphelandra prismatica","(Vell.) Hieron.","Tebaldi, N.","Tebaldi, N.","1958",NA,"Brasil","São Paulo",NA,NA,"Plantação","BOTU012311","BOTU012311",NA,"Ubatuba",NA,NA,"07",NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-06-29 11:28:40-03","UFRJ","RFA","11428","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Aphelandra","prismatica","Aphelandra prismatica","(Vell.) Hiern","D. Wasshausen","P. Occhioni","1972",NA,"Brasil","Rio de Janeiro","Serra dos Órgãos Pedra Escalavrado.",NA,"Arbusto de 1 m de altura. Flor amarela","RFA11108",NA,"4777","Rio de Janeiro","-43.2075004577637","-22.9027996063232","01","18",NA,NA,NA,NA,"1975","05","14","57442","auto",NA,NA,NA,NA,NA,NA
"15","2020-11-13 09:18:42-03","UFRJ","RFA","26194","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Aphelandra","prismatica","Aphelandra prismatica","(Vell.) Hiern","A. Quinet","A. Quinet","2001",NA,"Brasil","Rio de Janeiro","Município de Magé, distrito de Piabetá estrada do Matão.",NA,"Sub-Arbusto com 2m de altura, folha discolor verde, inflorescência imatura, verde comum no local mata de encosta, sobre solo argiloso, luminosidade média","RFA32271",NA,"55/64","Rio de Janeiro","-43.121667","-22.568889","01","16",NA,NA,"43º7'18''W","22º34'8''S","2001","09","14",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:33:03-03","EAO","IAN","35544","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Acanthaceae","Aphelandra","prismatica","Aphelandra prismatica","(Vell.) Hieron.",NA,"Silva, L da","1940","Southern America","Brasil","Rio de Janeiro",NA,NA,"Arbusto.","IAN035544","IAN035544 IAN035544_e","s.n.","Teresópolis","-42.9655990600586","-22.4122009277344","03",NA,NA,NA,NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA
"17","2020-02-08 09:29:01-03","NBC","NL-BOTANY","L.2831343","PreservedSpecimen","Plantae",NA,"Lamiales","Acanthaceae","Aphelandra","prismatica","Aphelandra prismatica","(Vell.) Hiern",NA,"Vincent","1919","Southern America","Brazil",NA,"Pr Rio de Janeiro. Corcorado. *.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2831343 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2831343","NL-L2831343",NA,NA,NA,NA,"12","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"18","2020-02-08 09:29:01-03","NBC","NL-BOTANY","U.1055738","PreservedSpecimen","Plantae",NA,"Lamiales","Acanthaceae","Aphelandra","prismatica","Aphelandra prismatica","(Vell.) Hiern",NA,"Duarte AP","1947","Southern America","Brazil",NA,"O. Federal- Corovado.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1055738 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1055738","NL-U1055738",NA,NA,NA,NA,"01","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"19","2020-02-08 09:29:01-03","NBC","NL-BOTANY","U.1055739","PreservedSpecimen","Plantae",NA,"Lamiales","Acanthaceae","Aphelandra","prismatica","Aphelandra prismatica","(Vell.) Hiern",NA,"Belém RP; Pinheiro RS","1966","Southern America","Brazil",NA,"Plantas do Brasil. Bahia. Rodevia, BR 5, 16 km S Eunapolis, (BA). Planatacae de Cacau.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1055739 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1055739","NL-U1055739",NA,NA,NA,NA,"09","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"20","2020-11-04 10:58:33-03","ESALQ","ESA","98701","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Acanthaceae","Aphelandra","prismatica","Aphelandra prismatica",NA,"Kameyama, C.","Salviani, E.R.","2000",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"ESA098701","ESA098701","1108.0","Parati","-44.7131004333496","-23.2178001403809","02","02",NA,NA,NA,NA,"2000","04","05","34470","auto",NA,NA,NA,NA,NA,NA
"21","2020-11-04 10:58:33-03","ESALQ","ESA","69384","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Acanthaceae","Aphelandra","prismatica","Aphelandra prismatica","(Vell.) Hiern","Wasshausen, D.C.","Sampaio, P.S.P. ; Martins, S.E.","1999",NA,"Brasil","São Paulo",NA,NA,NA,"ESA069384","ESA069384","400.0","Guarujá","-46.25","-23.9899997711182","12","06",NA,NA,NA,NA,NA,NA,NA,"18989","auto",NA,NA,NA,NA,NA,NA
"22","2020-11-04 10:58:33-03","ESALQ","ESA","63097","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Acanthaceae","Aphelandra","prismatica","Aphelandra prismatica","(Vell.) Hiern","Wasshausen, D.","Souza, V.C. et al.","1998",NA,"Brasil","São Paulo",NA,NA,NA,"ESA063097","ESA063097","21715.0","São Sebastião","-45.4099998474121","-23.7600002288818","12","18",NA,NA,NA,NA,NA,NA,NA,"41977","auto",NA,NA,NA,NA,NA,NA
"23","2020-11-04 10:58:33-03","ESALQ","ESA","37766","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Acanthaceae","Aphelandra","prismatica","Aphelandra prismatica",NA,"Kameyama, C.","Furlan, A. et al.","1990",NA,"Brasil","São Paulo",NA,NA,NA,"ESA037766",NA,"1294.0","Ubatuba","-45.0699996948242","-23.4300003051758","11","11",NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"24","2020-11-04 10:58:33-03","ESALQ","ESA","32526","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Acanthaceae","Aphelandra","prismatica","Aphelandra prismatica",NA,NA,"Leitão Filho, H.F. et al.","1996",NA,"Brasil","São Paulo",NA,NA,NA,"ESA032526","ESA032526","34529.0","Ubatuba","-45.0699996948242","-23.4300003051758","01","30",NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"25","2021-01-14 15:18:47-03","MN","R","97477","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Strobilorhachis","prismatica","Strobilorhachis prismatica","Nees","Duarte, A.P.","Freire Allemão, F.; Cysneiros, M.",NA,NA,"Brasil","Ceará",NA,NA,"M.N. Plantas da Comm. Scient. da Prov. do Ceará","R010050456","R010050456_001","1196",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1946","01","24",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-01-14 15:18:47-03","MN","R","11215","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Strobilorhachis","prismatica","Strobilorhachis prismatica","Nees",NA,"Glaziou, A.F.M.","1877",NA,"Brasil","Rio de Janeiro",NA,NA,"Plantas do Brasil Central","R000011215","R000011215_001","8837","Rio de Janeiro","-43.2075004577637","-22.9027996063232","01","20",NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA
"27","2015-07-02 14:55:12-03","JBP","HPL","6","S","Plantae",NA,NA,"Acanthaceae","Aphelandra","prismatica","Aphelandra prismatica","(Vell.) Hieron.","C. Kameyama","E.R. Salviani & H. Lorenzi","2000",NA,"Brasil","RJ","Estrada de Parati para Cunha - SP, no chão da mata densa; pouco comum.",NA,"Região: MATA ATLANTICA; Cor da flor: amarelas",NA,NA,"1108","Parati","-44.7131","-23.2178","02","02",NA,NA,NA,NA,"2000","04","05","34470","auto",NA,"350","350",NA,NA,NA
"28","2015-07-02 14:00:00-03","JBP","HPL","6813","S","Plantae",NA,NA,"Acanthaceae","Aphelandra","prismatica","Aphelandra prismatica",NA,"H. Lorenzi","J. A. Lombardi & R. Tsuji et al.","2006",NA,"Brasil","RJ","Coletado na estrada Parati-Cunha, BR-459, em beira de estrada e área úmida de mata de encosta, sobre pedras. S 23° 12' 10,8; W 44° 49' 13,3 - 625 m.s.m.",NA,NA,NA,NA,"6243","Parati","-44.7131","-23.2178","01","18",NA,NA,NA,NA,"2007","06","06","34470","auto",NA,NA,NA,NA,NA,NA
"29","2015-07-02 14:55:12-03","JBP","HPL","12215","S","Plantae",NA,NA,"Acanthaceae","Aphelandra","prismatica","Aphelandra prismatica",NA,"H. Lorenzi","H. Lorenzi, M. Peixoto, S. Vieira & L. Kollmann","2010",NA,"Brasil","BA","Coletado na Fazenda Novo Horizonte, propriedade de Carlinhos Mascarenhas, (região do Monte Pescoço),em subosque da floresta ombrófila de encosta.",NA,NA,NA,NA,"6951","Itamaraju","-39.5311","-17.0392","12","08",NA,NA,"3934666W","1658980S","2010","12","08","55932","auto",NA,"300","300",NA,NA,NA
"30","2019-02-15 11:32:09-02","IPA","IPA","12465","S","Plantae","Plantae",NA,"Acanthaceae","Aphelandra","prismatica","Aphelandra prismatica","(Vell.) Hieron.",NA,"Andrade-Lima","1961","Southern America","Brasil","São Paulo","Estação Biológica de Boracéia, sombra da mata.",NA,"Arbusto 5--60cm. Flor amarela.","IPA0012465",NA,"61-3640","Mogi das Cruzes","-46.1883010864258","-23.5228004455566","01","26",NA,NA,NA,NA,NA,NA,NA,"28666","auto",NA,NA,NA,NA,NA,NA
"31","2021-03-01 16:21:03-03","UNICAMP","UEC","106928","S","Plantae","Magnoliopsida",NA,"Acanthaceae","Aphelandra","prismatica","Aphelandra prismatica","(Vell.) Hieron.",NA,"Leitão Filho, HF; Rodrigues, RR; Lisboa, MLG; Cardoso-Leite, E; Goldenberg, R","1996",NA,"Brazil","São Paulo","Estrada da casa da Farinha",NA,"Mata de planície, beira de estrada, perto da cachoeira. Altura o,5 m.; brácteas verdes, flores brancas.","UEC004112","UEC004112","N34529","Ubatuba","-44.852789","-23.3525","01","30",NA,NA,"-44.852789","-23.3525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-01 16:21:03-03","UNICAMP","UEC","67892","S","Plantae","Magnoliopsida",NA,"Acanthaceae","Aphelandra","prismatica","Aphelandra prismatica","(Vell.) Hieron.",NA,"Sanchez, M; et al.","1993",NA,"Brazil","São Paulo","Núcleo de Picinguaba, Trilha do Corisco. Mata de encosta.",NA,"Herbácea, ca. 80 cm de altura, brácteas verdes, flores amarelas, local sombreado.","UEC004120","UEC004120","29920","Ubatuba","-44.849722","-23.346667","11","09",NA,NA,"-44.849722","-23.346667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-01 16:21:03-03","UNICAMP","UEC","67903","S","Plantae","Magnoliopsida",NA,"Acanthaceae","Aphelandra","prismatica","Aphelandra prismatica","(Vell.) Hieron.",NA,"Martins, E; et al.","1993",NA,"Brazil","São Paulo","Núcleo de Picinguaba, Trilha da farinha.",NA,"&nf;&nf;; Erva, brácteas esverdeadas, flores amarelas com guia de néctar branco. Herbáceas de planície.","UEC004111","UEC004111","29400","Ubatuba","-44.846667","-23.356944","11","09",NA,NA,"-44.846667","-23.356944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-01 16:21:03-03","UNICAMP","UEC","66337","S","Plantae","Magnoliopsida",NA,"Acanthaceae","Aphelandra","prismatica","Aphelandra prismatica","(Vell.) Hieron.","Lima, AS","Lima, AS","1941",NA,"Brazil","São Paulo","Est. Experimental",NA,"Herbáceo; conf: O. Handro - 12/X/43.","UEC004117","UEC004117","s.n.","Boracéia","-48.7700004577637","-22.1900005340576","01","16",NA,NA,NA,NA,NA,NA,NA,"10241","auto",NA,NA,NA,NA,NA,NA
"35","2021-03-01 16:21:03-03","UNICAMP","UEC","32775","S","Plantae","Magnoliopsida",NA,"Acanthaceae","Aphelandra","prismatica","Aphelandra prismatica","(Vell.) Hieron.","Kameyama, C","Sazima, M","1982",NA,"Brazil","São Paulo","Mata Atlântica na base norte do Inst. Oceanográfico.",NA,"Hábito herbáceo. Flores amarelas agrupadas em inflorescência terminal.","UEC004115","UEC004115","14365","Ubatuba","-45.0699996948242","-23.4300003051758","12","14",NA,NA,NA,NA,"1999","06",NA,"34265","auto",NA,NA,NA,NA,NA,NA
"36","2021-03-01 16:21:03-03","UNICAMP","UEC","50961","S","Plantae","Magnoliopsida",NA,"Acanthaceae","Aphelandra","prismatica","Aphelandra prismatica","(Vell.) Hieron.","Kameyama, C","Sazima, M","1988",NA,"Brazil","São Paulo","P. de Itamambuca",NA,"Erbácea flores amarelas.","UEC004116","UEC004116","21006","Ubatuba","-45.0699996948242","-23.4300003051758","12","14",NA,NA,NA,NA,"1999","06",NA,"34265","auto",NA,NA,NA,NA,NA,NA
"37","2021-03-01 16:21:03-03","UNICAMP","UEC","97056","S","Plantae","Magnoliopsida",NA,"Acanthaceae","Aphelandra","prismatica","Aphelandra prismatica","(Vell.) Hieron.","Kameyama, C","Furlan, A; et al.","1990",NA,"Brazil","São Paulo","Picinguaba, Parque Estadual Serra do Mar. Mata Atlântica - Trilha para Parati.",NA,"Erva - 1m. de altura. Flores amarelas. Ocorre na planície também.","UEC004119","UEC004119","1294","Ubatuba","-45.0699996948242","-23.4300003051758","11","11",NA,NA,NA,NA,"1999",NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"38","2021-03-01 16:21:03-03","UNICAMP","UEC","30324","S","Plantae","Magnoliopsida",NA,"Acanthaceae","Aphelandra","prismatica","Aphelandra prismatica","(Vell.) Hieron.","Kameyama, C","Joly, CA","1978",NA,"Brazil","São Paulo","Praia da Maranduba",NA,"Herbácea com flores amarelas, local brejoso.","UEC004118","UEC004118","8974","Ubatuba","-45.0699996948242","-23.4300003051758","11","12",NA,NA,NA,NA,"1999","06",NA,"34265","auto",NA,NA,NA,NA,NA,NA
"39","2021-03-01 16:21:03-03","UNICAMP","UEC","30320","S","Plantae","Magnoliopsida",NA,"Acanthaceae","Aphelandra","prismatica","Aphelandra prismatica","(Vell.) Hieron.","Kameyama, C","Tamashiro, JY; Martins, FR","1976",NA,"Brazil","São Paulo","Praia de Itamambuca, Nativo na praia de Itamanbuca, em restinga.",NA,"Arbusto de flores amarelas.","UEC004114","UEC004114","2561","Ubatuba","-45.0699996948242","-23.4300003051758","05","31",NA,NA,NA,NA,"1999","06",NA,"34265","auto",NA,NA,NA,NA,NA,NA
"40","2021-03-01 16:21:03-03","UNICAMP","UEC","30319","S","Plantae","Magnoliopsida",NA,"Acanthaceae","Aphelandra","prismatica","Aphelandra prismatica","(Vell.) Hieron.","Kameyama, C","Davis, PH; Shepherd, GJ; Makino, H; Silvestre, MSF; Jung, SL","1976",NA,"Brazil","São Paulo","Serra do Mar above Ubatuba",NA,"Edge of rain frest - wet places. Unicate. Flowers yellow.","UEC004113","UEC004113","59792","Ubatuba","-45.0699996948242","-23.4300003051758","08","21",NA,NA,NA,NA,"1999","02",NA,"34265","auto",NA,"20","40",NA,NA,NA
"41","2019-11-05 16:30:53-03","UFOP","OUPR","9064","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Aphelandra","prismatica","Aphelandra prismatica","(Vell.) Hiern","Roschel, M.B.","Dias, S.","1994",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi, Serra do Baú",NA,"Subarbusto, flores vermelho-amareladas. Sub-bosque de mata",NA,NA,"s.n.","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA
"42","2019-06-27 10:23:47-03","UFES","VIES","32951","S","Plantae",NA,NA,"Acanthaceae","Aphelandra","prismatica","Aphelandra prismatica","(Vell.) Hiern","Cardoso, W.C.","Cardoso, W.C.; Thomaz, L.D.; Borges, W.S. & Oliveira Filho, N.E.","2012",NA,"Brasil","Espírito Santo","Reserva Biológica de Duas Bocas.",NA,NA,"VIES032951","VIES032951","236","Cariacica","-40.4199981689453","-20.2639007568359","11","23",NA,NA,NA,NA,"2013",NA,NA,"18507","auto",NA,NA,NA,NA,NA,NA
"43","2020-04-27 16:08:26-03","UFES","VIES","26325","S","Plantae",NA,NA,"Acanthaceae","Aphelandra","prismatica","Aphelandra prismatica","(Vell.) Hiern","R.T. Valadares","Valadares, R.T.; Sarnaglia Júnior, V.B. & Silva, L.A.","2011",NA,"Brasil","Espírito Santo","Mestre Álvaro.",NA,NA,"VIES026325","VIES026325","995","Serra","-40.3078002929688","-20.1285991668701","02","05",NA,NA,NA,NA,"2018","06","18","16451","auto",NA,NA,NA,NA,NA,NA
"44","2020-06-29 09:28:57-03","UFRRJ","RBR","1535","S","Plantae",NA,NA,"Acanthaceae","Aphelandra","prismatica","Aphelandra prismatica","(Vell.) Hiern","D.M. Braz","H. Monteiro","1938",NA,"?",NA,NA,NA,NA,"RBR00001535","RBR00001535","1966","?",NA,NA,"00","00",NA,NA,NA,NA,"2003","08","08",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-06-29 09:28:57-03","UFRRJ","RBR","1520","S","Plantae",NA,NA,"Acanthaceae","Aphelandra","prismatica","Aphelandra prismatica","(Vell.) Hiern","D.M. Braz","A. Gentry","1985",NA,"Brasil","São Paulo","Experiment Station. 23º 30#?# S , 45º W . Forest along Rio Comprido.",NA,NA,"RBR00001520","RBR00001520",NA,"Ubatuba","-45.236944","-23.529722","01","08",NA,NA,"45º14'13''W","23º31'47''S","2000","02","24",NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-06-18 10:55:17-03","UFRRJ","RBR","38414","S","Plantae",NA,NA,"Acanthaceae","Aphelandra","prismatica","Aphelandra prismatica","(Vell.) Hiern","D.M. Braz","D.M. Braz; A.F.B. Araújo, I.A.A. Silva","2016",NA,"Brasil","Rio de Janeiro","Ao longo da trilha principal, após a primeira bifurcação no sentido da trilha do Lazarito. Parque Natural Municipal do Curió",NA,NA,"RBR00038414",NA,"517","Paracambi","-43.7092018127441","-22.6107997894287","01","06",NA,NA,NA,NA,"2016","01","06","13366","auto",NA,NA,NA,NA,NA,NA
"47","2020-06-18 10:55:17-03","UFRRJ","RBR","38413","S","Plantae",NA,NA,"Acanthaceae","Aphelandra","prismatica","Aphelandra prismatica","(Vell.) Hiern","D.M. Braz","D.M. Braz; A.F.B. Araújo, I.A.A. Silva","2016",NA,"Brasil","Rio de Janeiro","Ao longo da trilha principal. Parque Natural Municipal do Curió",NA,NA,"RBR00038413",NA,"516","Paracambi","-43.7092018127441","-22.6107997894287","01","06",NA,NA,NA,NA,"2016","01","06","13366","auto",NA,NA,NA,NA,NA,NA
"48","2020-06-18 10:55:17-03","UFRRJ","RBR","34411","S","Plantae",NA,NA,"Acanthaceae","Aphelandra","prismatica","Aphelandra prismatica","(Vell.) Hiern","D.M. Braz","D.M. Braz; A.F.B. Araújo, I.A.A. Silva","2016",NA,"Brasil","Rio de Janeiro","Ao longo da trilha principal. Parque Natural Municipal do Curió",NA,NA,"RBR00034411",NA,"514","Paracambi","-43.7092018127441","-22.6107997894287","01","06",NA,NA,NA,NA,"2016","01","06","13366","auto",NA,NA,NA,NA,NA,NA
