"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","fieldNumber","monthIdentified","dayIdentified","county","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag"
"1","2021-03-15 16:37:00-03","NY","NYBG","273544","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Micropholis","grandiflora","Micropholis grandiflora","Aubrév.","A. Aubréville","holotype","N. T. da Silva","60862","1966","01","23","South America","Brazil","Amazonas","Rio Negro, Rio Cauaburí, Rio Maturacá: between Missao Salsiana and Serra Pirapucú","-65.867369","0.531955","800","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=107492' target='other'> <mi>dwc_moreinfo</mi></a>","NY00273544","NY00273544_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","273545","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Micropholis","grandiflora","Micropholis grandiflora","Aubrév.","A. Aubréville","holotype","N. T. da Silva","60862","1966","01","23","South America","Brazil","Amazonas","Rio Negro, Rio Cauaburí, Rio Maturacá: between Missao Salsiana and Serra Pirapucú","-65.867369","0.531955","800","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=107491' target='other'> <mi>dwc_moreinfo</mi></a>","NY00273545","NY00273545_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-01 16:41:10-03","UNICAMP","UEC","8140","S","Plantae","Magnoliopsida",NA,"Sapotaceae","Micropholis","grandiflora","Micropholis grandiflora","Aubrév.","Aubréville, A",NA,"Silva, NT; Brazão, U","60862","1966","01","23",NA,"Brazil",NA,"Plants of the Third Serra da Neblina Expedition 1965-1966. Rio Negro, Rio Cauaburí, Rio Maturacá. Between Missão Selesiana and Serra Pirapucu.",NA,NA,"800","1000",NA,"Tree 30 m high, 50 cm diam, calyx green, corolla greenish, stamens and style white, anthers brown, latex white.","UEC072133","UEC072133","1968",NA,NA,NA,NA,NA,NA,NA,NA
"4","2015-09-26 08:06:04-03","MNHN","RECOLNAT_MNHN_P","P00648200","PreservedSpecimen",NA,NA,NA,"Sapotaceae","Micropholis","grandiflora","Micropholis grandiflora","Aubrév.",NA,"isotype","Silva, N.T.|Brazao, U.",NA,"1966","1","23",NA,"Brésil",NA,"Between Missao Salesiana and Serra Pirapucu",NA,NA,"800","1000","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00648200' target='other'> <mi>dwc_moreinfo</mi></a>","P00648200","P00648200_01",NA,"60862",NA,NA,NA,NA,NA,NA,NA
"5","2020-10-01 14:16:28-03","JBB","HEPH","19361","S","Plantae","Dicotyledon","Ericales","Sapotaceae","Micropholis","grandiflora","Micropholis grandiflora","Aubrév.","Nóbrega, MGG",NA,"Nóbrega, MGG; Ramos, AE; Jesus, FPR de","1925","2003","06","07","Southern America","Brasil","Distrito Federal","Córrego Gatome, área da Caesb-Ete","-42.141111","-15.880556",NA,NA,NA,"Ocasional",NA,NA,"2003",NA,"06","07","Brasília","-42.141111","-15.880556",NA,NA
"6","2020-10-01 14:16:28-03","JBB","HEPH","12106","S","Plantae","Dicotyledon","Ericales","Sapotaceae","Micropholis","grandiflora","Micropholis grandiflora","Aubrév.","Nóbrega, MGG; Martins, RC",NA,"Nóbrega, MGG; Jesus, FPR de","482","1996","08","15","Southern America","Brasil","Distrito Federal","Parque Ecológico da Barragem do Descoberto, BR-070. Km 19 próximo ao Rio Descoberto","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,"1996",NA,"09","01","Brasília",NA,NA,"70570","auto"
"7","2011-02-10 09:16:00-02","MO","MOBOT","1967408","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Micropholis","grandiflora","Micropholis grandiflora","Aubrév.","T.D. Pennington","Type","Nilo T. Silva|Umbelino Brazão","Silva 60862","1966","1","23","South America","Brazil",NA,"Between Missão Salesiana and Serra Pirapucú.",NA,NA,"800.00000000","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2019-11-01 15:10:46-03","UnB","UB","194744","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Sapotaceae","Micropholis","grandiflora","Micropholis grandiflora","Aubrév.","Vale, GD",NA,"Fontes, CG; et al.","173","2007","05","02","Southern America","Brasil","Distrito Federal","Fazenda Sucupira","-48.003056","-15.911111","1110","1110",NA,"Árvore 18m. Fruto verde. Botões florais ferrugíneos. Presença de exudação leitosa; Mata de galeria. Relevo ondulado. Latossolo vermelho amarelo",NA,NA,NA,NA,NA,NA,"Brasília","-48.003056","-15.911111",NA,NA
"9","2019-11-01 15:10:46-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Sapotaceae","Micropholis","grandiflora","Micropholis grandiflora","Aubrév.",NA,NA,"Paula, JE","1519","1982","04","03","Southern America","Brasil","Distrito Federal","Córrego Sobradinho, perto do Horto Florestal","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Árvore 14m. Folha coriácea a esclerofila, brilhante; botão floral argenteo-ferrugíneo; Mata ciliar",NA,NA,NA,NA,NA,NA,"Brasília",NA,NA,"70570","auto"
