"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","day","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"1","2021-03-15 16:37:00-03","NY","NYBG","790837","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Ficus","pulchella","Ficus pulchella","Schott ex Spreng.","J. M. Pires","J. M. Pires","51872","1961","09","South America","Brazil","Pará","Vicinity of Belem","-48.4555221","-1.2849922","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=43761' target='other'> <mi>dwc_moreinfo</mi></a>","NY00790837","NY00790837_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","790835","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Ficus","pulchella","Ficus pulchella","Schott ex Spreng.","J. P. P. Carauta","P. K. H. Dusén","13633","1911","12","South America","Brazil","Paraná","Rio Çubatao",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=43762' target='other'> <mi>dwc_moreinfo</mi></a>","NY00790835","NY00790835_01","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","790836","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Ficus","pulchella","Ficus pulchella","Schott ex Spreng.","C. C. Berg","K. B. Strier","574","1983","08","South America","Brazil","Minas Gerais","Estacao Biologica de Caratinga","-41.83","-19.67","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=43759' target='other'> <mi>dwc_moreinfo</mi></a>","NY00790836","NY00790836_01","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","886813","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Ficus","pulchella","Ficus pulchella","Schott ex Spreng.","C. C. Berg","R. M. Klein","1807","1956","01","South America","Brazil","Santa Catarina","Morro da Ressacada.","-48.6617","-26.9081","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1063269' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886813","NY00886813_01","24","Itajaí","150","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","790834","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Ficus","pulchella","Ficus pulchella","Schott ex Spreng.","J. P. P. Carauta","C. Angeli","11","1976","07","South America","Brazil","Rio de Janeiro","RJ, Rio de Janeiro, Alto da Boa Vista, Parque Nacional da Tijuca, Caminho do Encanamento","-43.2075","-22.9031","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=43760' target='other'> <mi>dwc_moreinfo</mi></a>","NY00790834","NY00790834_01 NY00790834_02","20","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","886811","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Ficus","pulchella","Ficus pulchella","Schott ex Spreng.","C. C. Berg","A. M. V. de Carvalho","6124","1995","09","South America","Brazil","Bahia","Reserva Biológica do Mico-leão (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una.","-39.08","-15.15","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1063262' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886811","NY00886811_01 NY00886811_02","13","Una",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","886812","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Ficus","pulchella","Ficus pulchella","Schott ex Spreng.","C. C. Berg","R. M. Klein","1392","1955","05","South America","Brazil","Santa Catarina","Morro da Fazenda.","-48.6617","-26.9081","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1063267' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886812","NY00886812_01","25","Itajaí","20","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","869477","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Ficus","pulchella","Ficus pulchella","Schott ex Spreng.","M. Vásquez Avila","R. de Lemos Fróes","11923","1940","09","South America","Brazil","Maranhão","Island of São Luiz, Anil.","-44.24243","-2.550163","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051799' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869477","NY00869477_01",NA,"São Luís",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","1182775","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Ficus","pulchella","Ficus pulchella","Schott ex Spreng.","R. de Castro","D. B. O. S. Cardoso","368","2005","03","South America","Brazil","Bahia","Rui Barbosa: Serra do Orobó. Faz. Bom Jardim. Estâncias Baleeiro. Floresta Estacional Semidecidual.","-40.4825","-12.3322","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1408958' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182775","NY01182775_01","26","Ruy Barbosa","653","653",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2020-06-29 11:31:32-03","UFRJ","RFA","31293","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","pulchella","Ficus pulchella","Schott","Oliveira, C.M.","Vieira, C.M.; Louzada, M.A.; Aximoff, I.; Gomer, J.C.","1518","2003","08",NA,"Brasil","Rio de Janeiro","Rio das Ostras, REBIO União, proximidades da trilha do Jequitibá gigante","-42.2042007446289","-22.4806003570557",NA,NA,"RFA46111",NA,"02","Casimiro de Abreu",NA,NA,"24732","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2020-06-29 11:31:32-03","UFRJ","RFA","6576","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","pulchella","Ficus pulchella","Schott","Carauta, J.P.P.","Klein, R.","1807","1956","01",NA,"Brasil","Santa Catarina","Morro da Ressacada","-48.6618995666504","-26.9078006744385",NA,"Árvore. Fruto imaturo: verde; maduro: verde claro, fruto 2cm de diâmetro","RFA46107",NA,"24","Itajaí",NA,NA,"27253","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-06-29 11:31:32-03","UFRJ","RFA","39861","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","pulchella","Ficus pulchella","Schott","Machado, A.","Finotti, R.; Caruzo, J.","177",NA,NA,NA,"Brasil","Rio de Janeiro","Fragmento florestal adjacente à entrada da Estação Ecológica Paraíso","-42.905278","-22.493333",NA,"Árvore 20m de altura e PAP de 171cm","RFA46106",NA,NA,"Guapimirim","50","50",NA,NA,"42º54'19''W","22º29'36''S",NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-06-29 11:31:32-03","UFRJ","RFA","5914","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","pulchella","Ficus pulchella","Schott","J.P.P. Carauta","A.P. Duarte","4891","1959","07",NA,"Brasil","Rio de Janeiro","Jacarepaguá","-43.2075004577637","-22.9027996063232",NA,"Árvore 15 - 20 m de altura, fuste reta","RFA46105",NA,"07","Rio de Janeiro",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-06-29 11:31:32-03","UFRJ","RFA","31262","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","pulchella","Ficus pulchella","Schott","Vieira, C.M.","Louzada, M.A.; Gomes, J.C.","1","2002",NA,NA,"Brasil","Rio de Janeiro","Matas de encosta. Coletas da amostragem fitossociológica. Parcela: P5; Ind.: 186","-44.3180999755859","-23.0067005157471",NA,NA,"RFA46108",NA,NA,"Angra dos Reis",NA,NA,"32988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-06-29 11:31:32-03","UFRJ","RFA","39840","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","pulchella","Ficus pulchella","Schott","Anderson Machado","Finotti R. F; Caruzo J.","208",NA,NA,NA,"Brasil","Rio de Janeiro",NA,"-42.9818992614746","-22.5372009277344",NA,"Árvore com 6 metros de altura e PAP de 29,9cm.","RFA24855",NA,NA,"Guapimirim","50","50","21463","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:45:22-03","EAO","IAN","165169","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Ficus","pulchella","Ficus pulchella","Schott","Machado, AFP","Ferreira, GC; Freitas, JC","117","1997","07","Southern America","Brasil","Pará","Campo Experimental da Embrapa Amazônia Oriental do Km-30 da rodovia PA-150. Mata de terra firme.","-48.7689018249512","-1.88389003276825",NA,"Árvore de 14m de altura, estéril.","IAN165169",NA,"04","Moju",NA,NA,"186920","auto",NA,NA,"2017","02","20",NA,NA,NA,NA,NA
"17","2021-03-30 12:45:22-03","EAO","IAN","165133","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Ficus","pulchella","Ficus pulchella","Schott","Berg, CC","Ferreira, GC; Freitas, JC","81","1997","06","Southern America","Brasil","Pará","Campo Experimental da Embrapa Amazônia Oriental no Km-30 da rodovia PA-150. Mata de terra firme.","-48.7689018249512","-1.88389003276825",NA,"Árvore de 9m de altura, estéril.","IAN165133",NA,"30","Moju",NA,NA,"186920","auto",NA,NA,"2001","03","14",NA,NA,NA,NA,NA
"18","2021-03-30 12:45:22-03","EAO","IAN","165102","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Ficus","pulchella","Ficus pulchella","Schott","Berg, CC","Ferreira, GC; Freitas, JC","50","1997","06","Southern America","Brasil","Pará","Campo Experimental da Embrapa Amazônia Oriental no Km-30 da rodovia PA-150. Mata de terra firme.","-48.7689018249512","-1.88389003276825",NA,"Árvore de 22m de altura, estéril.","IAN165102",NA,"26","Moju",NA,NA,"186920","auto",NA,NA,"2001","03","14",NA,NA,NA,NA,NA
"19","2020-01-20 14:40:39-03","UPM","MACK","893","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","pulchella","Ficus pulchella","Schott ex Spreng.","G. Pelissari","V. C. Souza; J. P. Souza","9337","1995","10",NA,"Brasil","SP","Arredores da foz do Rio Guaraú (margem esquerda). Mata de restinga.","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,"09","Peruíbe",NA,NA,"21922","auto",NA,NA,"2011","08","02",NA,NA,NA,NA,NA
"20","2019-10-09 11:20:56-03","UFBA","ALCB","99339","PreservedSpecimen","Plantae","Dicotyledon",NA,"Moraceae","Ficus","pulchella","Ficus pulchella","Schott","Guedes, ML","Guedes, ML; Silva, LM; Akita, AST; Gomes, FS","18237","2011","05","Southern America","Brasil","Bahia","Região Metropolitana Salvador, Próximo à cidade de Caboto, nas imediações do Porto de Aratu","-38.465278","-12.770556",NA,"Ca. 6 m alt. Com látex leitoso. Folhas semi-crassas.; Área antropizada.","ALCB035275","ALCB035275","14","Candeias","27","27",NA,NA,"-38.465278","-12.770556","2011","05",NA,NA,NA,NA,NA,NA
"21","2019-10-09 11:20:56-03","UFBA","ALCB","031354","PreservedSpecimen","Plantae","Dicotyledon",NA,"Moraceae","Ficus","pulchella","Ficus pulchella","Schott","Castro, RM de","Guedes, ML; Batista, MA","5308","1997","10","Southern America","Brasil","Bahia","Extremo Sul, Trancoso. Ponto n°1","-39.133333","-16.383333",NA,"Ca. de 10m. Folhas coriáceas, discolores. Látex alvo. Material estéril. Frequente.; Em estádio avançado. Areno argiloso.","ALCB035277","ALCB035277","04","Porto Seguro",NA,NA,NA,NA,"-39.133333","-16.383333","2006","02",NA,NA,NA,NA,NA,NA
"22","2019-10-09 11:20:56-03","UFBA","ALCB","101501","PreservedSpecimen","Plantae","Dicotyledon",NA,"Moraceae","Ficus","pulchella","Ficus pulchella","Schott","Guedes, ML","Guedes, ML; Queiroz, EP; Mattos Andrade, PE de; Gomes, FS","18688","2011","07","Southern America","Brasil","Bahia","Pedreira Valeria , P6.","-38.5","-12.966667",NA,"de ca 18 m de altura, látex leitoso. Folhas cartáceas, discolores. Material estéril.","ALCB035279","ALCB035279","19","Salvador",NA,NA,NA,NA,"-38.5","-12.966667","2011","11",NA,NA,NA,NA,NA,NA
"23","2019-10-09 11:20:56-03","UFBA","ALCB","31354","PreservedSpecimen","Plantae","Dicotyledon",NA,"Moraceae","Ficus","pulchella","Ficus pulchella","Schott","Castro, RM de","Guedes, ML; Batista, MA","5308","1997","10","Southern America","Brasil","Bahia","Extremo Sul, Ponto n.1","-39.133333","-16.383333",NA,"ca. 10 m. Folhas coriáceas, discolores. Látex alvo. Material estéril.; densa, em estádio avançado. Solo areno-argiloso.",NA,NA,"04","Porto Seguro",NA,NA,NA,NA,"-39.133333","-16.383333","2006","02",NA,NA,NA,NA,NA,NA
"24","2019-10-09 11:20:56-03","UFBA","ALCB","80218","PreservedSpecimen","Plantae","Dicotyledon",NA,"Moraceae","Ficus","pulchella","Ficus pulchella","Schott","Machado, AFP","Guedes, ML; Valadão, RM; Gomes, FS; Carvalho, G","13753","2007","08","Southern America","Brasil","Bahia","Oeste, Faz. São Domingos","-44.548611","-14.274444",NA,"de ca 8 m de altura, látex branco. PAP 63 cm + 11 cm. Folhas cartáceas, levemente discolores. Frutos imaturos verdes.",NA,NA,"29","Cocos","495","495",NA,NA,"-44.548611","-14.274444","2008","02",NA,NA,NA,NA,NA,NA
"25","2019-10-09 11:20:56-03","UFBA","ALCB","98845","PreservedSpecimen","Plantae","Dicotyledon",NA,"Moraceae","Ficus","pulchella","Ficus pulchella","Schott","Pelissari, G","Guedes, ML; Queiroz, EP; Mattos Andrade, PE de; Gomes, FS; et al.","17985","2011","02","Southern America","Brasil","Bahia","Região Metropolitana Salvador, Condomínio Green Ville, Paralela","-38.5","-12.966667",NA,"de ca 12 m. de altura ramos estriados. Folha com pecíolo curto, lâmina discolores, elípticas. Sincônio verde.","ALCB035276","ALCB035276","23","Salvador",NA,NA,NA,NA,"-38.5","-12.966667","2014","10","20",NA,NA,NA,NA,NA
"26","2019-10-09 11:20:56-03","UFBA","ALCB","100779","PreservedSpecimen","Plantae","Dicotyledon",NA,"Moraceae","Ficus","pulchella","Ficus pulchella","Schott","Guedes, ML","Guedes, ML; Queiroz, EP; Mattos Andrade, PE de; et al.","18227","2011","02","Southern America","Brasil","Bahia","Região Metropolitana Salvador, 19BC","-39.516667","-12.933333",NA,"de ca 8 m de altura, látex leitoso. Folhas cartáceas, discolores, pecíolos longos com escamas marrons.","ALCB035278","ALCB035278","05","Salvador",NA,NA,NA,NA,"-39.516667","-12.933333","2011","08",NA,NA,NA,NA,NA,NA
"27","2020-02-08 10:24:14-03","NBC","NL-BOTANY","U 0295581","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","pulchella","Ficus pulchella","Schott",NA,"Belem Herbarium",NA,NA,NA,"Southern America","Brazil","Amapá","Araguari",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200295581 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0295581",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw9099",NA,NA,NA
"28","2020-02-08 10:24:14-03","NBC","NL-BOTANY","U 0295604","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","pulchella","Ficus pulchella","Schott",NA,"Maguire B; et al.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200295604 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0295604",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw17250",NA,NA,NA
"29","2020-02-08 10:24:14-03","NBC","NL-BOTANY","U.1433137","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","pulchella","Ficus pulchella","Schott","Berg CC","Berg CC",NA,"1980","03","Southern America","Brazil","Rio de Janeiro",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1433137 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1433137","NL-U1433137","19",NA,NA,NA,NA,NA,NA,NA,"1981","07","01","Magnoliopsidae","U 0023696",NA,NA,NA
"30","2020-11-04 10:56:23-03","ESALQ","ESA","134457","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","pulchella","Ficus pulchella","Schott ex Spreng.","Lima, R.A.F.",NA,"73.0","2013","01",NA,NA,NA,NA,NA,NA,NA,"Floresta de Restinga Alta, fragmento no Bairro Gaivotas. Árvore da fitossociologia placa no. 16322. Altura: 12m","ESA134457",NA,"16",NA,NA,NA,NA,NA,"23.38.25",NA,"2013",NA,NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:14:14-03","ESALQ","ESA","33803","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Moraceae","Ficus","pulchella","Ficus pulchella","Schott.","Carauta, J.P.P.","Andrade, P.M. ; Lopes, M.A.","417.0","1993","10",NA,"Brasil","Minas Gerais",NA,"-42.1391983032227","-19.7896995544434",NA,NA,"ESA033803","ESA033803","20","Caratinga",NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-04 11:14:14-03","ESALQ","ESA","104745","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Moraceae","Ficus","pulchella","Ficus pulchella",NA,NA,"Lima, R.A.F.","693.0","2008","03",NA,"Brasil","São Paulo",NA,"-46.138599395752","-23.8544006347656",NA,NA,"ESA104745","ESA104745","10","Bertioga",NA,NA,"37616","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-04 11:14:14-03","ESALQ","ESA","109284","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Moraceae","Ficus","pulchella","Ficus pulchella",NA,"Lima, R.A.F.","Sampaio, D.","101.0",NA,NA,NA,"Brasil","São Paulo",NA,"-47.9199981689453","-25.0100002288818",NA,NA,"ESA109284","ESA109284",NA,"Cananéia",NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-04 11:14:14-03","ESALQ","ESA","24759","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Moraceae","Ficus","pulchella","Ficus pulchella","Schott","Pelissari, G.","Souza, V.C.; Souza, J.P. et al.","9337.0","1995","10",NA,"Brasil","São Paulo","Arredores da foz do Rio Guaraú (margem esquerda). Mata de restinga.","-46.9900016784668","-24.3199996948242",NA,"Árvore, ca. 8 m alt.; estípulas e sicônios verdes. Latescente.","ESA024759","ESA024759","09","Peruíbe",NA,NA,"21922","auto",NA,NA,"2011","08","02",NA,NA,NA,NA,NA
"35","2020-11-04 11:14:14-03","ESALQ","ESA","128304","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Moraceae","Ficus","pulchella","Ficus pulchella",NA,NA,"Virillo, C.B.","183.0","2013","04",NA,"Brasil","São Paulo","Reserva Particular da Votorantim (CBA). UHE - Trilha da Chaminé, Floresta Ombrófila Densa na beira do ribeirão do veado","-47.204722","-24.110555",NA,NA,"ESA128304",NA,"01","Tapiraí","269","269",NA,NA,"-47.204722","-24.110555",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-01-14 15:32:01-03","MN","R","101276","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","pulchella","Ficus pulchella","Schott ex Spreng.","Carauta, J.P.P. & Mello Filho, L.E.","Luetzelburg, P. von","23958","1928","11",NA,"Brasil","Amazonas","Jutica",NA,NA,NA,NA,NA,NA,"28",NA,NA,NA,NA,NA,NA,NA,"1995","11","16",NA,NA,NA,NA,NA
