"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","day","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"37","2021-01-14 15:32:01-03","MN","R","101277","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","pulchella","Ficus pulchella","Schott ex Spreng.","Carauta, J.P.P. & Mello Filho, L.E.","Luetzelburg, P. von","23838","1928","12",NA,"Brasil","Amazonas","Rio Papori",NA,NA,NA,NA,NA,NA,"06",NA,NA,NA,NA,NA,NA,NA,"1995","11","16",NA,NA,NA,NA,NA
"38","2021-01-14 15:32:01-03","MN","R","101278","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","pulchella","Ficus pulchella","Schott ex Spreng.","Carauta, J.P.P. & Mello Filho, L.E.","Luetzelburg, P. von","22716","1928","10",NA,"Brasil","Amazonas","Cururú",NA,NA,NA,NA,NA,NA,"25",NA,NA,NA,NA,NA,NA,NA,"1995","11","16",NA,NA,NA,NA,NA
"39","2021-02-08 19:35:00-03","MN","R","145949","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","pulchella","Ficus pulchella","Schott ex Spreng.","Carauta, J.P.P.","Kuhlmann, J.G.","s.n.","1926","10",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"23",NA,NA,NA,NA,NA,NA,NA,"1970","09","17",NA,NA,NA,NA,NA
"40","2021-01-14 15:32:01-03","MN","R","202739","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","pulchella","Ficus pulchella","Schott ex Spreng.","Carauta, J.P.P.","Diaz, B.E.","497","2001","05",NA,"Brasil","Espirito Santo",NA,"-40.015583","-19.19675",NA,NA,NA,NA,"31","Linhares","39","39",NA,NA,"040°00'56,1W","19°11'48,3S","2002","01",NA,NA,NA,NA,NA,NA
"41","2021-01-17 13:47:25-03","MN","R","215852","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","pulchella","Ficus pulchella","Schott ex Spreng.","Pederneiras, L.C.","Pederneiras, L.C. 318; Costa, A.F.; Konno, T.; França, C.; Alcântara, V. & Silva, A.M.",NA,"2007","10",NA,"Brasil","Rio de Janeiro",NA,"-41.620278","-22.261389",NA,NA,NA,NA,"17","Carapebus",NA,NA,NA,NA,"41°37'13W","22°15'41S","2008","07","14",NA,NA,NA,NA,NA
"42","2021-02-08 19:35:00-03","MN","R","39326","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","pulchella","Ficus pulchella","Schott ex Spreng.","Dewolf Jr., G.P.","Sampaio, A.J.; Ackolte, F. & Corte, O.","s.n.","1933","12",NA,"Brasil","Rio de Janeiro","Camorim",NA,NA,NA,NA,NA,NA,"19",NA,NA,NA,NA,NA,NA,NA,"1958","08","29",NA,NA,NA,NA,NA
"43","2021-01-17 13:47:25-03","MN","R","215851","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","pulchella","Ficus pulchella","Schott ex Spreng.","Carauta, J.P.P.","Hatschbach, G.G. 65455; Silva, J.M. & Deodato, F.",NA,"1996","11",NA,"Brasil","Mato Grosso","Cataco","-59.3353004455566","-15.2260999679565",NA,NA,NA,NA,"09","Pontes e Lacerda",NA,NA,"110136","auto",NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA
"44","2021-01-17 13:47:25-03","MN","R","215850","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","pulchella","Ficus pulchella","Schott ex Spreng.","Pederneiras, L.C.","Pederneiras, L.C. 328; Nascimento, L.C.O.S.",NA,"2007","10",NA,"Brasil","Rio de Janeiro","São Cristóvão","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"23","Rio de Janeiro",NA,NA,"57442","auto",NA,NA,"2007","10","23",NA,NA,NA,NA,NA
"45","2016-02-02 14:38:37-02","BGBM","B","B 10 0244630","S","Plantae",NA,NA,"Moraceae","Ficus","pulchella","Ficus pulchella","Schott ex Spreng",NA,NA,NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,NA,NA,"Herb. Kurt Sprengel, a. 1890 acc. <a href=http://herbarium.bgbm.org/object/B100244630 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100244630","B100244630",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-08-27 13:33:54-03","IAP","PACA-AGP","65539","PreservedSpecimen","Plantae","Magnoliophyta","Urticales","Moraceae","Ficus","pulchella","Ficus pulchella","Schott ex Spreng.","DewWolf, G. P. Jr","R. Klein","1392","1955","05",NA,"Brasil","SC","Morro da Fazenda","-48.6618995666504","-26.9078006744385",NA,"HBR 16263; imaturo, verde; altura: 15m. Habitat: mata Hábito: árvore","PACA065539",NA,"25","Itajaí","20","20","27253","auto",NA,NA,"1958",NA,NA,"Magnoliatae",NA,NA,NA,NA
"47","2019-08-27 13:33:54-03","IAP","PACA-AGP","65540","PreservedSpecimen","Plantae","Magnoliophyta","Urticales","Moraceae","Ficus","pulchella","Ficus pulchella","Schott ex Spreng.","G. P. de Wolf, Jr","R. Klein","1807","1956","01",NA,"Brasil","SC","Morro da Ressacada","-48.6618995666504","-26.9078006744385",NA,"HBR 16262; fruto com 2cm de diâmetro; alt.: 18m Habitat: mata","PACA065540",NA,"24","Itajaí","150","150","27253","auto",NA,NA,"1958",NA,NA,"Magnoliatae",NA,NA,NA,NA
"48","2020-12-20 21:18:32-03","UFV","VIC","18181","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","pulchella","Ficus pulchella","Schott ex Spreng.","Souza, L.R.M.","Ana Luiza","s.n.","1995","08",NA,"Brasil","Bahia","FLONA Rio Preto",NA,NA,NA,"Altura de 12m , P14n º 64","VIC018181","VIC018181","25",NA,NA,NA,NA,NA,NA,NA,"2007","08","24",NA,NA,NA,NA,NA
"49","2020-12-20 21:18:32-03","UFV","VIC","37046","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","pulchella","Ficus pulchella","Schott ex Spreng.","Souza, P.P. de","Souza, P.P.","s.n.","2012","08",NA,"Brasil","Rio de Janeiro",NA,"-44.3180999755859","-23.0067005157471",NA,"árvore com 8 metros de altura,látex brabnca , amargo , sicônios externamente verde claro, arredondados , máculas imperceptíveis , sicônios internamente branco , orobrácteas verde claro, ostíolo levemente bruno, epibrácteas verde claro,","VIC037046","VIC037046","18","Angra dos Reis",NA,NA,"32988","auto",NA,NA,"2012","08","18",NA,NA,NA,NA,NA
