"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","barcode","imagecode","scientificNameAuthorship","yearIdentified","monthIdentified","dayIdentified","typeStatus","locality"
"1","2020-11-04 11:11:16-03","ESALQ","ESA","106253","PreservedSpecimen","Plantae","Magnoliophyta","Gesneriaceae","Vanhouttea","bradeana","Vanhouttea bradeana","Stannard, B.","Krieger, L.","22298.0","1988","05","01","Brasil","Minas Gerais","Ponta Grossa","ESA106253","ESA106253",NA,NA,NA,NA,NA,NA
"2","2021-02-23 13:22:36-03","MN","R-TIPOS","26787","PreservedSpecimen","Plantae",NA,"Gesneriaceae","Vanhouttea","bradeana","Vanhouttea bradeana","Chautems, A.","Brade, A.C.; Lima, J.S.","11709","1932","04",NA,"Brasil","Rio de Janeiro",NA,"R000026787","R000026787_001","Hoehne","1987","04","28","Holotypus","Santo Antonio do Imbé"
