"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","recordNumber","continentOcean","locality","preparationType","occurrenceRemarks","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","relatedCatalogItem","infraspecificEpithet","individualCount","fieldNumber","typeStatus"
"15","2020-12-04 13:19:36-03","UDESC","LUSC","8039","PreservedSpecimen","Plantae","Poaceae","Chascolytrum","juergensii","Chascolytrum juergensii","(Hack.) L. Essi, Souza-Chies & Longhi-Wagner","Aguiar, N. S. & Antoniutti, M. J.","Antoniutti, M. J. et al.","2013","12","16","Brasil","Santa Catarina","Bom Jardim da Serra","-49.624698638916","-28.3369007110596",NA,NA,"LUSC001690","LUSC001690",NA,NA,"50",NA,"Serra do Oratório.",NA,NA,NA,NA,"32577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-01-17 11:23:20-02","PUCRS","MPUC","10268","S","Plantae","Poaceae","Briza","juergensii","Briza juergensii","Hack.","F.J.M. Caporal",NA,"2002","11","24","Brasil","RS","São Francisco de Paula","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,NA,"Poales",NA,"South America","CPCN Pró-Mata",NA,NA,NA,NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,"1",NA,NA
"17","2019-01-17 11:23:20-02","PUCRS","MPUC","10269","S","Plantae","Poaceae","Briza","juergensii","Briza juergensii","Hack.","F.J.M. Caporal",NA,"2002","11","04","Brasil","RS","São Francisco de Paula","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,NA,"Poales",NA,"South America","CPCN Pró-Mata",NA,NA,NA,NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,"1",NA,NA
"18","2019-01-17 11:23:20-02","PUCRS","MPUC","10271","S","Plantae","Poaceae","Briza","juergensii","Briza juergensii","Hack.","F.J.M. Caporal",NA,"2002","11","23","Brasil","RS","São Francisco de Paula","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,NA,"Poales",NA,"South America","CPCN Pró-Mata",NA,NA,NA,NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,"1",NA,NA
"19","2019-01-17 11:23:20-02","PUCRS","MPUC","10323","S","Plantae","Poaceae","Briza","juergensii","Briza juergensii","Hack.","F.J.M. Caporal",NA,"2002","11","04","Brasil","RS","São Francisco de Paula","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,NA,"Poales",NA,"South America","CPCN Pró-Mata",NA,NA,NA,NA,NA,NA,"Liliopsida","2003","01","01",NA,NA,"1",NA,NA
"20","2020-05-20 17:53:19-03","FURB","FURB","49185","PreservedSpecimen","Plantae","Poaceae","Chascolytrum","juergensii","Chascolytrum juergensii","(Hack.) L. Essi, Souza-Chies & Longhi-Wagner","Welker, C","Gonzatti, F.","2011","10","23","Brasil","Rio Grande do Sul","Palmares do Sul","-50.5097007751465","-30.2577991485596",NA,NA,"FURB49185","FURB49185",NA,NA,"205",NA,NA,NA,NA,"10","10","31350","auto",NA,"2012","05",NA,NA,NA,NA,NA,NA
"21","2021-03-16 17:54:28-03","UCS","HUCS","48470","PreservedSpecimen","Plantae","Poaceae","Chascolytrum","juergensii","Chascolytrum juergensii","(Hack.) Essi, Souza-Chies & Longui-Wagner","Longui-Wagner","Essi, L.","2003","11","16","Brasil","Rio Grande do Sul","Cristal","-52.030417","-31.1445","-52.030417","-31.1445",NA,NA,"Angiospermae","Poales","41",NA,"Divisa com São Lourenço , KM 349",NA,"Doação Herbário ICN 132540&nf;&nf;; campo úmido, com Eringium pandanifolium e Briza poaemorpha","38","38",NA,NA,NA,"2016","11","07",NA,NA,NA,NA,NA
"22","2021-03-16 17:54:28-03","UCS","HUCS","38397","PreservedSpecimen","Plantae","Poaceae","Chascolytrum","juergensii","Chascolytrum juergensii","(Hack.) Essi, Souza-Chies & Longui-Wagner","Welker, C.","Gonzatti, F.","2011","10","23","Brasil","Rio Grande do Sul","Palmares do Sul","-50.5097007751465","-30.2577991485596",NA,NA,NA,NA,"Angiospermae","Poales","205",NA,NA,NA,"em banhado, próximo à plantação de eucalipto.","10","10","31350","auto",NA,"2012","05",NA,NA,NA,NA,NA,NA
"23","2021-03-16 17:54:38-03","UCS","HUCS","2038","PreservedSpecimen","Plantae","Poaceae","Poidium","juergensii","Poidium juergensii","(Hack.) Matthei","Smith, L.B.","Grazziotin, G.","1986","08",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"Angiospermae","Poales","s.n.",NA,"Bairro Madureira",NA,"no campo",NA,NA,"49662","auto",NA,"1986","11",NA,NA,NA,NA,NA,NA
"24","2021-03-16 17:54:38-03","UCS","HUCS","2200","PreservedSpecimen","Plantae","Poaceae","Poidium","juergensii","Poidium juergensii","(Hack.) Matthei","Smith, S.F.","Grazziotin, G.","1986","10","21","Brasil","Rio Grande do Sul","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"Angiospermae","Poales","s.n.",NA,"Campus da UCS",NA,"no campo",NA,NA,"49662","auto",NA,"1987","03",NA,NA,NA,NA,NA,NA
"25","2019-08-16 08:40:36-03","UTFPR","HCF","4479","S","Plantae","Poaceae","Chascolytrum","juergensii","Chascolytrum juergensii","(Hack.) Essi, Longhi-Wagner & Souza-Chies","J. Cordeiro & E. Barboza","M.G. Caxambu","2006","10","20","Brasil","PR","Campo Mourão","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,NA,NA,"1214",NA,"rio do Campo",NA,"Herbácea, heliófita, ereta, palustre.",NA,NA,"28572","auto",NA,"2007","02",NA,NA,NA,NA,NA,NA
"26","2020-12-04 11:31:08-03","UFSM","SMDB","17811","S","Plantae","Poaceae","Briza","juergensii","Briza juergensii","Hack.","Essi, L","Longhi-Wagner, HM; Witten","1995","12","09","Brasil","São Paulo","Pindamonhangaba","-45.4599990844727","-22.9200000762939",NA,NA,"SMDB017811",NA,NA,NA,"2802s.n.",NA,"divisa com Campos do Jordão",NA,"Campo de altitude, úmido, sujeito a nebina. ICN 110566",NA,NA,"24176","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-01-27 14:32:56-03","UFSM","SMDB","17829","S","Plantae","Poaceae","Chascolytrum","juergensii","Chascolytrum juergensii","L. Essi, Souza-Chies & Longhi-Wagner","Essi, L","Longhi-Wagner, HM; Witten","1995","12","09","Brasil","São Paulo","Pindamonhangaba","-45.4599990844727","-22.9200000762939",NA,NA,"SMDB017829",NA,NA,NA,"2802s.n.",NA,"divisa com Campos do Jordão",NA,"Campo de altitude, úmido, sujeito a neblina. ICN 110566",NA,NA,"24176","auto",NA,"2019","05","10",NA,NA,NA,NA,NA
"28","2020-12-21 16:40:07-03","MBM","MBM","320570","PreservedSpecimen","Plantae","Poaceae","Briza","juergensii","Briza juergensii","Hack.","Longhi-Wagner, H.","Cordeiro, J.; Barboza, E.; Poliquesi, C.B.; Barboza, E.; Poliquesi, C.B.","2006","10","18","Brazil","Paraná","Piên","-49.42919921875","-26.0981006622314",NA,NA,"MBM320570","MBM320570",NA,NA,"2380","Southern America","Piên, próximo do trevo",NA,"Formando touceiras.",NA,NA,"19924","auto",NA,"2008","10",NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:40:07-03","MBM","MBM","178174","PreservedSpecimen","Plantae","Poaceae","Briza","juergensii","Briza juergensii","Hack.","Longhi-Wagner, H.M.","Jarenkow, J.A.",NA,NA,NA,"Brazil","Rio Grande do Sul","Capão do Leão","-52.4838981628418","-31.7632999420166",NA,NA,"MBM178174","MBM178174",NA,NA,"1002","Southern America","Horto Botânico Teodoro Luís",NA,NA,NA,NA,"28605","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:40:07-03","MBM","MBM","197284","PreservedSpecimen","Plantae","Poaceae","Briza","juergensii","Briza juergensii","Hack.","Parodi, L.R.","Sacco, J.C.",NA,NA,NA,"Brazil","Rio Grande do Sul","Pelotas","-52.3424987792969","-31.771900177002",NA,NA,"MBM197284",NA,NA,NA,"213","Southern America","Instituto Agronômico do Sul (I.A.S.)",NA,NA,NA,NA,"51462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:40:09-03","MBM","MBM","389257","PreservedSpecimen","Plantae","Poaceae","Chascolytrum","juergensii","Chascolytrum juergensii","(Hack.) Essi, Longhi-Wagner & Souza-Chies","Lozano, E.D.","Felitto, G.; Lozano, E.D.; Lozano, E.D.","2012","10","09","Brazil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"MBM389257","MBM389257",NA,NA,"391","Southern America","Fazenda Capão das Almas",NA,"Herbácea de 70cm; espiguetas esverrdeadas. Unicata.",NA,NA,"46557","auto",NA,"2012",NA,NA,NA,NA,NA,NA,NA
"32","2021-02-11 17:21:17-03","UFPR","UPCB","60861","PreservedSpecimen","Plantae","Poaceae","Chascolytrum","juergensii","Chascolytrum juergensii","(Hack.) L. Essi, Souza-Chies & Longhi-Wagner","Kozera, C.","Kozera, C.","2006","11","15","Brasil","Paraná","Balsa Nova","-49.6356010437012","-25.5839004516602",NA,NA,"UPCB0037685","UPCB0037685",NA,NA,"3329",NA,"Ponte dos Arcos.",NA,"Herbácea ca. 1,5m, inflorescências vermelhas, campo seco..",NA,NA,"27346","auto",NA,"2007","01","01",NA,NA,NA,NA,NA
"33","2018-06-30 05:22:00-03","MO","MOBOT","101053105","PreservedSpecimen","Plantae","Poaceae","Briza","juergensii","Briza juergensii","Hack.","L. Essi","Liliana Essi|A. Guglieri|Sonia Hefler","2003","12","1","Brazil","Rio Grande do Sul","Cambará do Sul","-50.004","-29.0818334",NA,NA,NA,NA,NA,NA,"Essi Li122","South America","Perto do Fortaleza.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"34","2008-05-27 22:02:00-03","MO","MOBOT","1418048","PreservedSpecimen","Plantae","Poaceae","Briza","juergensii","Briza juergensii","Hack.","L. Essi (ICN)","Lyman B. Smith|Roberto M. Klein","1964","12","2","Brazil","Santa Catarina",NA,"-51.36666","-26.75",NA,NA,NA,NA,NA,NA,"Smith 13367","South America","Mun. Caçador: Pastured forest and bog, Madeireira Rio Verde, 48 km W of Caçador",NA,NA,"1000.00000000","1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2009-12-04 15:32:00-02","MO","MOBOT","2475805","PreservedSpecimen","Plantae","Poaceae","Briza","juergensii","Briza juergensii","Hack.",NA,"Albino Hatschbach",NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hatschbach Sobrinho 1558","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2011-10-17 18:06:00-02","MO","MOBOT","2703518","PreservedSpecimen","Plantae","Poaceae","Briza","juergensii","Briza juergensii","Hack.","L. Essi (ICN)","Zulma E. Rúgolo de Agrasar|Hilda M. Longhi-Wagner|S. Boechat|Ana María Molina","1992","12","9","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rúgolo de Agrasar 1606","South America","Camino de Curitibanos a Lebón Régis, a 5 km de Lebón Régis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2009-06-24 20:49:00-03","MO","MOBOT","2703522","PreservedSpecimen","Plantae","Poaceae","Briza","juergensii","Briza juergensii","Hack.","L. Essi (ICN)","Jason R. Swallen","1945","10","27","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Swallen 7195","South America","Pelotas; Instituto Agronomico do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2011-10-17 18:06:00-02","MO","MOBOT","2703816","PreservedSpecimen","Plantae","Poaceae","Briza","juergensii","Briza juergensii","Hack.","L. Essi (ICN)","Zulma E. Rúgolo de Agrasar|Hilda M. Longhi-Wagner|S. Boechat|Ana María Molina","1992","12","7","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rúgolo de Agrasar 1478","South America","Mun. Lauro Muller, a 25 km pasando la Serra de Río do Rastro. Terreno pedregoso alternando con turberas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2011-10-17 18:06:00-02","MO","MOBOT","2703820","PreservedSpecimen","Plantae","Poaceae","Briza","juergensii","Briza juergensii","Hack.","L. Essi (ICN)","Zulma E. Rúgolo de Agrasar|Hilda M. Longhi-Wagner|S. Boechat|Ana María Molina","1992","12","6","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rúgolo de Agrasar 1452","South America","Camino de Tainhas a Terra de Areia, ca. 10 km pasando Tainhas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2011-10-17 18:06:00-02","MO","MOBOT","2703823","PreservedSpecimen","Plantae","Poaceae","Briza","juergensii","Briza juergensii","Hack.","L. Essi (ICN)","Zulma E. Rúgolo de Agrasar|Hilda M. Longhi-Wagner|S. Boechat|Ana María Molina","1992","12","10","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rúgolo de Agrasar 1638","South America","Camino de Palmas a Ubaldino Taques, a 19 km de Palmas. En borde de selva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2011-11-08 05:06:00-02","MO","MOBOT","1115098","PreservedSpecimen","Plantae","Poaceae","Poidium","juergensii","Poidium juergensii","(Hack.) Matthei","D. Giraldo (COL)","Ricardo Callejas|A. Echeverri","1995","6","29","Colombia","Antioquia","Guarne","-75.53333","6.25",NA,NA,NA,NA,NA,NA,"Callejas Posada 11494","South America","Sitio Laguna de Guarne, sitios anegados con Sphagnum y Cyperaceae rodeados de matorrales perturbados, 6 km SE del Tambo (sobre la via a Mazo), carretera antigua.",NA,NA,"2480.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA
"42","2009-09-01 18:42:00-03","MO","MOBOT","1794475","PreservedSpecimen","Plantae","Poaceae","Poidium","juergensii","Poidium juergensii","(Hack.) Matthei","P.Pinto E.","Michael H. Nee|Scott A. Mori","1971","3","30","Colombia","Antioquia",NA,"-75.5","6.28333",NA,NA,NA,NA,NA,NA,"Nee 3842","South America","PIEDRAS BLANCAS area. Cool, humid rolling highlands above Medellín Mostly planted to Cupressus, Pinus and other conifers, but with many shrubby Compoitae and Melastomaceae (Tibouchina lepidota, Blakea sphaerica). Roadside, 2 1/2 km. from Medellin-Guarne road.",NA,NA,"2200.00000000","2600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2013-05-29 05:40:00-03","MO","MOBOT","244487","PreservedSpecimen","Plantae","Poaceae","Poidium","juergensii","Poidium juergensii","(Hack.) Matthei","!L. Essi (INC)","James L. Zarucchi|Alan E. Brant|et al.","1987","9","28","Colombia","Antioquia",NA,"-75.53333","6.51666",NA,NA,NA,NA,NA,NA,"Zarucchi 5870","South America","Mpio. de San Pedro; Km 13 of road San Pedro-Entrerríos. Disturbed montane vegetation; roadside near small stream.",NA,NA,"2310.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","87-88",NA
"44","2020-09-12 05:00:02-03","US","US","1910273","PreservedSpecimen","Plantae","Poaceae","Chascolytrum","juergensii","Chascolytrum juergensii","(Hack.) L. Essi et al.",NA,"B. Rambo","1946","1","31","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales","31735","South America","Sombrio, Municipio Ararangua.",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"45","2020-09-12 05:00:02-03","US","US","2079619","PreservedSpecimen","Plantae","Poaceae","Chascolytrum","juergensii","Chascolytrum juergensii","(Hack.) L. Essi et al.",NA,"G. Gutiérrez V., J. Correa V. & S. Posada S.","1948","5","27","Colombia","Antioquia",NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales","136","South America - Neotropics","Departamento de Antioquia. Las Palmas en la Carretera al Retiro.",NA,NA,"2500",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"46","2020-09-12 05:00:02-03","US","US","2117129","PreservedSpecimen","Plantae","Poaceae","Chascolytrum","juergensii","Chascolytrum juergensii","(Hack.) L. Essi et al.",NA,"B. Rambo","1953","2","20","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales","54022","South America","RGS,Taimbesinho p.S.Fr.de Paula.",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"47","2020-09-12 05:00:02-03","US","US","1936497","PreservedSpecimen","Plantae","Poaceae","Chascolytrum","juergensii","Chascolytrum juergensii","(Hack.) L. Essi et al.",NA,"F. A. Barkley","1947","10","2","Colombia","Antioquia",NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales","17C022","South America - Neotropics","Baja de la Cumbre cerca de Santa Elena, camino entre Medellín y Rio Negro. Cordillera Central.",NA,NA,"2300","2500",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"48","2020-09-12 05:00:02-03","US","US","1960429","PreservedSpecimen","Plantae","Poaceae","Chascolytrum","juergensii","Chascolytrum juergensii","(Hack.) L. Essi et al.",NA,"J. R. Swallen","1945","10","22","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales","7132","South America","Fazenda da Palma, Pelotas.",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"49","2020-09-12 05:00:02-03","US","US","2011493","PreservedSpecimen","Plantae","Poaceae","Chascolytrum","juergensii","Chascolytrum juergensii","(Hack.) L. Essi et al.",NA,"G. Tessmann","1947","10","17","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales","2531","South America","Procedência:Fazenda Padre Ignacio.Estrada Curitiba-Palmeira,10 km antes de Palmeira.",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"50","2020-09-12 05:00:02-03","US","US","2079618","PreservedSpecimen","Plantae","Poaceae","Chascolytrum","juergensii","Chascolytrum juergensii","(Hack.) L. Essi et al.",NA,"G. Gutiérrez V., J. Correa V. & L. Valderrama","1948","6","2","Colombia","Antioquia",NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales","135","South America - Neotropics","Departamento de Antioquia. Al camino real antiguo al Boquerón de Mezellí.",NA,NA,"2500",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"51","2020-09-12 05:00:02-03","US","US","1960408","PreservedSpecimen","Plantae","Poaceae","Chascolytrum","juergensii","Chascolytrum juergensii","(Hack.) L. Essi et al.",NA,"J. R. Swallen","1945","10","27","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales","7195","South America","Instituto Agronomico do Sul, Pelotas.",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
