"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","identifiedBy","county","typeStatus","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","fieldNumber","individualCount","class","sex"
"12","2020-12-20 21:17:36-03","UFV","VIC","35129","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","adamantina","Mimosa adamantina adamantina","Barneby","Dutra, V.F.; Fernandes, J.M.","459","2008","01","21",NA,"Brasil","Minas Gerais","Estrada para São João da Chapada, Campo rupestre.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Arbusto, c.a. de 2,0 metros de altura. Filetes rosa. Frutos jovens verde e maduros castanhos.","VIC035129","VIC035129","adamantina","Dutra, V.F.","Diamantina",NA,"101169","auto","2008",NA,NA,"01","21",NA,NA,NA,NA
"13","2020-12-20 21:17:36-03","UFV","VIC","35323","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","adamantina","Mimosa adamantina hebecarpa","Barneby","Dutra, V.F.","273","2006","12","16",NA,"Brasil","Minas Gerais","Estrada Diamantina - Datas, Campo rupestre. Área recentemente queimada.","-43.6557998657227","-18.4456005096436",NA,NA,NA,"Arbusto, c.a. de 1,0 metro de altura, frutos verdes, estrigosos.","VIC035323","VIC035323","hebecarpa","Dutra, V.F.","Datas",NA,"23532","auto","2007",NA,NA,"02","09",NA,NA,NA,NA
"14","2020-12-20 21:17:36-03","UFV","VIC","35141","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","adamantina","Mimosa adamantina hebecarpa","Barneby","Fernandes, J.M.; Dutra, V.F.","530","2007","11","15",NA,"Brasil","Minas Gerais","APA Pau de Fruta, Campo rupestre.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Subarbusto, c.a. de 25 cm de altura; flores com filetes róseos e anteras amarelas.","VIC035141","VIC035141","hebecarpa","Dutra, V.F.","Diamantina",NA,"101169","auto","2008",NA,NA,"08","11",NA,NA,NA,NA
"15","2019-06-27 10:25:09-03","UFES","VIES","10363","S","Plantae",NA,NA,"Fabaceae","Mimosa","adamantina","Mimosa adamantina","Barneby","Fernandes, J.M.; Dutra, V.F.","530","2007","11","15",NA,"Brasil","Minas Gerais","Área de Proteção Ambiental Pau de Fruta.","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"VIES010363","VIES010363",NA,"Dutra, V.F.","Diamantina",NA,"101169","auto","2009",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-04-27 16:09:58-03","UFES","VIES","11705","S","Plantae",NA,NA,"Fabaceae","Mimosa","adamantina","Mimosa adamantina adamantina",NA,"Dutra, V.F.; Fernandes, J.M.","459","2008","01","21",NA,"Brasil","Minas Gerais","Estrada para São João da Chapada.","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"VIES011705","VIES011705","adamantina","Dutra, V.F.","Diamantina",NA,"101169","auto","2008",NA,NA,"01","21",NA,NA,NA,NA
"17","2020-12-21 16:27:08-03","MBM","MBM","101571","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","adamantina","Mimosa adamantina adamantina","Barneby","Irwin, H.S.; Fonseca, S.F. da; Souza, R.; Reis dos Santos, R.; Ramos, J.; Fonseca, S.F. da; Souza, R.; Reis dos Santos, R.; Ramos, J.","28554","1970","03","28","Southern America","Brazil","Minas Gerais","Serra do Espinhaço, Ca. 7 km N of São João da Chapada, road to Inhaí",NA,NA,"1150","1150",NA,"Shrub with slender stems ascending to ca. 3m. Heads lavender-pink. Fruit green. Gallery thicket. Creek margin with cut-over gallery thicket.; Shrub with slender stems ascending to ca. 3m. Heads lavender-pink. Fruit green.; Gallery th","MBM101571","MBM101571","adamantina","Barneby, R.",NA,"PARATYPE",NA,NA,"1984",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-12-21 16:27:08-03","MBM","MBM","19935","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","adamantina","Mimosa adamantina adamantina","Barneby","Hatschbach, G.; Pelanda, P.; Pelanda, P.","27996","1971","11","15","Southern America","Brazil","Minas Gerais","Biri-Biri","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Arbusto, 2m, estames lilases, anteras alvas. Afloramento rochosos; Arbusto 2m, estames lilases, anteras alvas.; Afloramentos rochosos.","MBM019935","MBM019935","adamantina","Barneby, R.","Diamantina","PARATYPE","101169","auto","1985",NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-12-21 16:27:08-03","MBM","MBM","101566","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","adamantina","Mimosa adamantina hebecarpa","Barneby","Anderson, W.R.; et al.; et al.","35495","1972","02","05","Southern America","Brazil","Minas Gerais","Ca. 14 km SW of Diamantina on road to Gouveia","-43.6002998352051","-18.2493991851807","1300","1360",NA,"Decumbent shrub, 0,6m tall; heads pink; rocky hillside. Steep sandstone cliffs and open rocky hill-sides, sloping down through sandy, grassy meadow to stream and adjacent brejo and gallery forest; Decumbent shrub 0,6m tall; heads pin","MBM101566","MBM101566","hebecarpa","Barneby, R.","Diamantina","PARATYPE","101169","auto","1984",NA,NA,NA,NA,NA,NA,NA,NA
"20","2015-09-27 07:14:35-03","MNHN","RECOLNAT_MNHN_P","P00710310","PreservedSpecimen",NA,NA,NA,"Fabaceae","Mimosa","adamantina","Mimosa adamantina adamantina","Barneby","Irwin, H.S.|Sousa, R.|Reis dos Santos, R.|da Fonsêca, S.F.|Ramos, J.",NA,"1970","3","27",NA,"Brésil",NA,"Estado de Minas Gerais, Serra do Espinhaço. Cerrado on brown sand with occasional outcrops, ca. 10 km S. of Sao Joao da Chapada","-51.86667","-12.9","1150",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00710310' target='other'> <mi>dwc_moreinfo</mi></a>","P00710310","P00710310_01","adamantina","barneby",NA,"isotype",NA,NA,NA,NA,NA,NA,NA,"28415",NA,NA,NA
"21","2013-10-30 18:44:55-02","MNHN","RECOLNAT_MNHN_P","P00705119","PreservedSpecimen",NA,NA,NA,"Fabaceae","Mimosa","adamantina","Mimosa adamantina hebecarpa","Barneby","Irwin, H.S.|Reis dos Santos, R.|Souza, R.|da Fonseca, S.F.",NA,"1969","1","20",NA,"Brésil",NA,"Planalto do Brasil. Estado de Minas Gerais. Serro do Espinhaço. ca. 20 km S.W. Diamantina",NA,NA,"1200",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00705119' target='other'> <mi>dwc_moreinfo</mi></a>","P00705119","P00705119_01","hebecarpa","Barneby",NA,"isotype",NA,NA,NA,NA,NA,NA,NA,"22312",NA,NA,NA
"22","2020-12-11 11:36:13-03","UFMG","BHCB","83111","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","adamantina","Mimosa adamantina adamantina","Barneby","Barreto, HLM","9725","1937","11","10","Southern America","Brasil","Minas Gerais",NA,"-43.6002998352051","-18.2493991851807",NA,NA,NA,"Campo arenoso. Frequência regular. Arbusto, 0,3m. Flor rosa; Frequencia regular, flor rosea, arbusto 0,3; Campo arenoso","BHCB004805",NA,"adamantina",NA,"Diamantina",NA,"101169","auto","2013",NA,NA,"01","21",NA,NA,NA,NA
"23","2020-05-22 17:12:00-03","MO","MOBOT","101194954","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","adamantina","Mimosa adamantina adamantina",NA,"Howard S. Irwin|S.F. da Fonsêca|R. Souza|R. Reis dos Santos|J. Ramos","Irwin 28415","1970","3","27","South America","Brazil",NA,"Ca. 10 km S. of São João da Chapada.",NA,NA,"1150.00000000",NA,NA,NA,NA,NA,"adamantina",NA,NA,"Holotype",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"24","2011-02-28 13:47:00-03","MO","MOBOT","2919507","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","adamantina","Mimosa adamantina adamantina",NA,"Gert G. Hatschbach|P. Pelanda","Hatschbach 27996","1971","11","15","South America","Brazil","Minas Gerais","Biri-Biri (mun. Diamantina).",NA,NA,NA,NA,NA,NA,NA,NA,"adamantina","V.F.Dutra (VIC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-05-22 17:17:00-03","MO","MOBOT","101194955","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","adamantina","Mimosa adamantina hebecarpa","Barneby","Howard S. Irwin|R. Reis dos Santos|R. Souza|S.F. da Fonsêca","Irwin 22312","1969","1","20","South America","Brazil","Minas Gerais","Ca. 20 km S.W. of Diamantina.",NA,NA,"1200.00000000",NA,NA,NA,NA,NA,"hebecarpa",NA,NA,"Holotype",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"26","2020-09-12 05:00:02-03","US","US","3018512","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Mimosa","adamantina","Mimosa adamantina",NA,"W. Anderson, M. Stieber & J. H. Kirkbride","35495","1972","2","5","South America - Neotropics","Brazil","Minas Gerais","Estado de Minas Gerais, Serra do Espinhaco, Ca.14km SW of Diamantina on road to Gouveia, Municipio de Demantina.",NA,NA,"1300","1360",NA,NA,"US02204824","US02204824_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"27","2020-09-12 05:00:02-03","US","US","3018511","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Mimosa","adamantina","Mimosa adamantina hebecarpa","Barneby","H. S. Irwin, S. F. Fonsêca, R. Souza & R. G. P. Santos","22312","1969","1","20","South America - Neotropics","Brazil","Minas Gerais","Ca. 20 km S of SW of Diamantina, Serra de Espinhaco.",NA,NA,"1200","1200",NA,NA,"US00170460","US00170460_01","hebecarpa",NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"28","2020-09-12 05:00:02-03","US","US","3019878","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Mimosa","adamantina","Mimosa adamantina",NA,"H. S. Irwin, S. F. Fonsêca, R. Souza, R. Reis dos Santos & J. Ramos","28554","1970","3","28","South America - Neotropics","Brazil","Minas Gerais","Planalto do Brasil. Estado de Minas Gerais, Serra do Espinhaco. Creek margin with cut-over gallery forest, ca. 7 km N. of Sao Joao da Chapada road to Inhai.",NA,NA,"1150",NA,NA,NA,"US02204826","US02204826_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"29","2020-09-12 05:00:02-03","US","US","3076755","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Mimosa","adamantina","Mimosa adamantina",NA,"G. Hatschbach & P. Pelanda","27996","1971","11","15","South America - Neotropics","Brazil","Minas Gerais","Biri-Biri (mun. Diamantina) Minas Gerais.",NA,NA,NA,NA,NA,NA,"US02204825","US02204825_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"30","2020-09-12 05:00:02-03","US","US","3095165","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Mimosa","adamantina","Mimosa adamantina adamantina","Barneby","H. S. Irwin, S. F. Fonsêca, R. Souza, R. G. P. Santos & J. F. Ramos","28415","1970","3","27","South America - Neotropics","Brazil","Minas Gerais","Ca. 10 km S of Sao Joao de Chapada, Serra de Espinhaco.",NA,NA,"150","150",NA,NA,"US00008058","US00008058_01","adamantina",NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"31","2020-09-02 16:29:01-03","Cenargen","CEN","96685","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Mimosoideae","Mimosa","adamantina","Mimosa adamantina var. adamantina","Barneby","Jair Eustáquio Quintino de Faria Jr.","5389","2016","02","28",NA,"Brasil","MG","Parque Estadual do Biribiri, Alto da Jacuba.","-43.587222","-18.196111",NA,NA,"Exsicatas","Vegetação arbustiva arbórea de ecótono Cerrado/Mata Atlântica. Botões florais verdes avermelhados. Doação do Herbário HDJF-3373.","CEN00096685","CEN00096685","var. adamantina","M. Simon","DIAMANTINA",NA,NA,NA,"2017","-43.587222","-18.196111","02",NA,NA,"1",NA,NA
"32","2019-11-13 11:22:38-03","USP","SPF","198655","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Mimosa","adamantina","Mimosa adamantina","Barneby","Borges, LM","372","2009","02","05",NA,"Brasil","Minas Gerais",NA,"-43.683333","-18.348333","1350","1350",NA,NA,"SPF00198655",NA,NA,"Borges, LM","Datas",NA,NA,NA,"2016","-43.683333","-18.348333",NA,NA,NA,NA,NA,NA
"33","2021-03-15 18:27:54-03","USP","SPF","217722","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Mimosa","adamantina","Mimosa adamantina","Barneby","Borges, LM","464a","2010","11","19",NA,"Brasil","Minas Gerais","Estrada São João da Chapada #?# Diamantina. A 12 km de São João da Chapada.","-43.702556","-18.185417","1198","1198",NA,"Arbusto virgado ca. 2 m. Ramos pardos. Raques verde-claras. Foliólulos verdes, discolores, face adaxial mais escura. Cálice creme. Corola creme na base, vinácea nos lobos. Estames passados creme. Frutos imaturos verde-claros, maduros","SPF00217722",NA,NA,"Borges, LM","Diamantina",NA,NA,NA,"2018","-43.702556","-18.185417","01",NA,NA,NA,NA,NA
"34","2019-11-13 11:22:38-03","USP","SPF","217861","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Mimosa","adamantina","Mimosa adamantina","Barneby","Cota, MMT","133","2011","11","15",NA,"Brasil","Minas Gerais","Estrada entre Sopa e São João da Chapada.","-43.7194","-18.186681","1206","1206",NA,NA,"SPF00217861",NA,NA,"Borges, LM","Diamantina",NA,NA,NA,"2014","-43.7194","-18.186681",NA,NA,NA,NA,NA,NA
"35","2019-11-13 11:22:38-03","USP","SPF","217862","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Mimosa","adamantina","Mimosa adamantina","Barneby","Cota, MMT","340","2012","04","23",NA,"Brasil","Minas Gerais","Parque Estadual do Biribiri, Trilha da antena até a Cachoeira dos Cristais Alto da Jacuba.","-43.59275","-18.191611","1423","1423",NA,NA,"SPF00217862",NA,NA,"Borges, LM","Diamantina",NA,NA,NA,"2014","-43.59275","-18.191611",NA,NA,NA,NA,NA,NA
"36","2019-11-13 11:22:38-03","USP","SPF","221448","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Mimosa","adamantina","Mimosa adamantina","Barneby","Pirani, JR","6338","2011","02","20",NA,"Brasil","Minas Gerais","Estrada Sopa - São João da Chapada, ca. 2 km da igreja de Sopa.","-43.703083","-18.189","980","980",NA,NA,"SPF00221448",NA,NA,"Borges, LM","Diamantina",NA,NA,NA,"2019","-43.703083","-18.189",NA,NA,NA,NA,NA,NA
"37","2019-11-13 11:22:38-03","USP","SPF","71618","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Mimosa","adamantina","Mimosa adamantina adamantina","Barneby","Arbo, MM","5038","1991","02","14",NA,"Brasil","Minas Gerais",NA,"-43.6","-18.183333","1200","1200",NA,NA,"SPF00071618",NA,"adamantina","Barneby, RC","Diamantina",NA,NA,NA,"1991","-43.6","-18.183333",NA,NA,NA,NA,NA,NA
"38","2019-11-13 11:22:38-03","USP","SPF","71625","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Mimosa","adamantina","Mimosa adamantina adamantina","Barneby","Arbo, MM","5063","1991","02","14",NA,"Brasil","Minas Gerais",NA,"-43.6","-18.15","1100","1100",NA,NA,"SPF00071625",NA,"adamantina","Barneby, RC","Diamantina",NA,NA,NA,"1991","-43.6","-18.15",NA,NA,NA,NA,NA,NA
"39","2019-11-13 11:22:38-03","USP","SPF","214335","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Mimosa","adamantina","Mimosa adamantina adamantina","Barneby","Dutra, VF","459","2008","01","21",NA,"Brasil","Minas Gerais","Estrada para São João da Chapada, campo rupestre","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"SPF00214335",NA,"adamantina",NA,"Diamantina",NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-11-13 11:22:38-03","USP","SPF","185945","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Mimosa","adamantina","Mimosa adamantina hebecarpa","Barneby","Anderson, WR","35495","1972","02","05",NA,"Brasil","Minas Gerais","Serra do Espinhaço","-43.6002998352051","-18.2493991851807","1300","1360",NA,NA,"SPF00185945",NA,"hebecarpa","Barneby, RC","Diamantina",NA,"101169","auto","1991",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-05-08 11:10:35-03","UEFS","HUEFS","234294","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","adamantina","Mimosa adamantina","Barneby","Cota, M.M.T.","340","2012","04","23",NA,"Brasil","Minas Gerais","Parque Estadual do Biribiri. Trilha da antena até a cachoeira dos Cristais. Alto do Jacuba.","-43.592778","-18.191667","1423","1423",NA,"Campo rupestre.","HUEFS0234294",NA,NA,NA,"Diamantina",NA,NA,NA,NA,"43W35'34''","18S11'30''",NA,NA,NA,NA,"Rosanae",NA
"42","2019-11-01 15:00:05-03","UnB","UB","1772","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Mimosa","adamantina","Mimosa adamantina adamantina","Barneby","Irwin, HS; Santos, RR; Souza, R; Fonsêca, SF","28415","1970","03","27","Southern America","Brasil","Minas Gerais","Ca. 10 km S de São João da Chapada",NA,NA,"1150","1150",NA,"Tipo.; Arbusto 1,5m. Flor lavanda-pink. Fruto verde.; Cerrado.","UB0037255","UB0037255","adamantina","Barneby, R",NA,"holotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-11-01 15:00:05-03","UnB","UB","373","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Mimosa","adamantina","Mimosa adamantina adamantina","Barneby","Irwin, HS; Fonsêca, FS; et al.","28554","1970","03","28","Southern America","Brasil","Minas Gerais","7 Km N de São João da Chapada, estrada para Inhaí",NA,NA,"1150","1150",NA,"Mata.; Arbusto. Flor róseo-purpuráceo. Fruto verde.; Mata de galeria.",NA,NA,"adamantina","Barneby, R","São João da Chapada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-01 15:00:05-03","UnB","UB","1771","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Mimosa","adamantina","Mimosa adamantina hebecarpa","Barneby","Irwin, HS; Santos, RR; Souza, R; Fonsêca, SF","22312","1969","01","20","Southern America","Brasil","Minas Gerais","Ca. 20 km SW de Diamantina",NA,NA,"1200","1200",NA,"Tipo. Xilopodífera.; SubArbusto 0,75m. Flor rosa-pink. Fruto verde.; Cerrado.","UB0037256","UB0037256","hebecarpa","Barneby, R",NA,"holotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-11-01 15:00:05-03","UnB","UB","374","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Mimosa","adamantina","Mimosa adamantina hebecarpa","Barneby","Anderson, WR; Stieber, M; et al.","35495","1972","02","05","Southern America","Brasil","Minas Gerais","14 Km W de Diamantina na estrada para Gouveia","-43.6002998352051","-18.2493991851807","1330","1330",NA,"D60cm#.; Arbusto decumbente 0,6m. Flor rosa; . Topologia: Colina rochosa.",NA,NA,"hebecarpa","Barneby, R","Diamantina",NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-05 16:10:02-03","MN","R-TIPOS","162614","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","adamantina","Mimosa adamantina var. hebecarpa","Barneby","Irwin, H.S.; Santos, R.R.; Souza, R & Fonseca, S.F.","22312","1969","01","20",NA,"Brasil","Minas Gerais",NA,"-43.6002998352051","-18.2493991851807","1200","1200",NA,NA,"R000162614","R000162614_001","var. hebecarpa","Barneby, R.","Diamantina","Isotypus de Mimosa adamantina var. hebecarpa Barneby","101169","auto","1984",NA,NA,NA,NA,NA,NA,NA,NA
