"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","typeStatus","fieldNumber","individualCount","infraspecificEpithet"
"46","2020-11-19 10:23:23-03","CPAP","CPAP","1114","PreserverdSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","eximia","Rhynchospora eximia","(Nees) Boeckeler","Pott, A.","1811","1985","03","14",NA,"Brasil","MS",NA,"Erva. FLOR: . FRUTO: . INTERESSE: Levantamento florístico. FREQUÊNCIA: . AMBIENTE: Campo. SUBSTRATO: solo arenoso (Podzol Hidromórfico). RELEVO: plano.",NA,NA,"T. M. Pedersen","Corumbá","Fazenda Santana, Sub-região do Paiaguás, Pantanal","-56.566667","-18.066667","87","87","1998","05",NA,"56°34' W","18°04' S",NA,NA,NA,NA,NA,NA,NA
"47","2020-11-19 10:23:23-03","CPAP","CPAP","243","PreserverdSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","eximia","Rhynchospora eximia","(Nees) Boeckeler","Pott, A.","1092","1980","04","29",NA,"Brasil","MS",NA,"Erva. INTERESSE: Levantamento florístico. AMBIENTE: Campo alagável 10-20cm, ex-pastagem de Digitaria decumbens. SUBSTRATO: solo arenoso (Podzol Hidromórfico). RELEVO: plano.",NA,NA,NA,"Corumbá","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal","-56.65","-18.983333","90","90",NA,NA,NA,"56°39' W","18°59' S",NA,NA,NA,NA,NA,NA,NA
"48","2020-11-19 10:23:23-03","CPAP","CPAP","3601","PreserverdSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","eximia","Rhynchospora eximia","(Nees) Boeckeler","Pott, A.","3203","1987","08","04",NA,"Brasil","MS",NA,"Erva cespitosa. FLOR: . FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: Esparsa. AMBIENTE: Borda de capão de cerrado, em bromelietum pouco alagável. SUBSTRATO: solo arenoso (Podzol Hidromórfico). RELEVO: quase plano.",NA,NA,NA,"Corumbá","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - invernada nº 18","-56.65","-18.983333","90","90",NA,NA,NA,"56°39' W","18°59' S",NA,NA,NA,NA,NA,NA,NA
"49","2014-09-25 12:12:35-03","FEMACT","MIRR","5202","S","Plantae",NA,NA,"Cyperaceae","Rhynchospora","eximia","Rhynchospora eximia",NA,"Mendes, A.P.","199","1996","08","18",NA,"Brasil","Roraima",NA,NA,NA,NA,NA,"Alto Alegre","Ilha de Maracá, proximo a sede da Estação","-61.433333","3.366667",NA,NA,NA,NA,NA,"-61.433333","3.366667",NA,NA,NA,NA,NA,NA,NA
"50","2019-02-15 11:38:49-02","IPA","IPA","57378","S","Plantae","Plantae",NA,"Cyperaceae","Rhynchospora","eximia","Rhynchospora eximia","(Nees) Boeckeler","Bona-Nascimento, M.S.","1003","1992","05","12","Southern America","Brasil","Piauí",NA,"Erva ereta. Folhas simples. Sem fruto na maioria das duplicatas.; Campo. área localizada numa baixada, em relevo plano. Atualmente é utilizada como pastagem natural. Solo arenoso, apresentando má drenagem.","IPA0057378",NA,"Luceño, M.","Campo Maior","Fazenda Sol Posto, coletada em área encharcada","-42.168611","-4.827778","125","125","1995","07",NA,"-42.168611","-4.827778",NA,NA,NA,NA,NA,NA,NA
"51","2019-02-15 11:38:49-02","IPA","IPA","7692","S","Plantae","Plantae",NA,"Cyperaceae","Rhynchospora","eximia","Rhynchospora eximia","(Nees) Boeckeler","Black, G.A.; Pires, J.M.; Andrade-Lima; Pires, J.M.; Andrade-Lima","16611","1954","07","06","Southern America","Brasil","Maranhão",NA,"Capoeira.","IPA0007692",NA,"Barros, M.","Perizes",NA,NA,NA,NA,NA,"1956","08","20",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-02-15 11:38:49-02","IPA","IPA","87354","S","Plantae","Plantae",NA,"Cyperaceae","Rhynchospora","eximia","Rhynchospora eximia","(Nees) Boeckeler","Eiten, G.; Eiten, L.T.; Eiten, L.T.","4568","1962","05","12","Southern America","Brasil","Maranhão",NA,NA,"IPA0087354",NA,"Silva-Filho, P.J.S.","Loreto","Ilha de Balsas, region, between the Rios Balsas and Parnaiba, ca. 200m S of main house of Fazenda Morros, about 35km South of Loreto.","-45.066667","-7.383333","300","300","2018",NA,NA,"-45.066667","-7.383333",NA,NA,NA,NA,NA,NA,NA
"53","2019-02-15 11:38:49-02","IPA","IPA","42705","S","Plantae","Plantae",NA,"Cyperaceae","Rhynchospora","eximia","Rhynchospora eximia","(Nees) Boeckeler","Araújo, F.","145","1984","06","15","Southern America","Brasil","Pernambuco",NA,"Erva ca. 40cm de altura, no baixio.; Regossolo raso.","IPA0042705",NA,"Luceño, M.","Parnamirim","km 4,4 da estrada Parnamirim-Fazenda Travessia.","-39.5783004760742","-8.09055995941162",NA,NA,"1995","10",NA,NA,NA,"69919","auto",NA,NA,NA,NA,NA
"54","2019-02-15 11:38:49-02","IPA","IPA","3394","S","Plantae","Plantae",NA,"Cyperaceae","Rhynchospora","eximia","Rhynchospora eximia","(Nees) Boeckeler","Pickel, B.","2754","1931","09","10","Southern America","Brasil","Pernambuco",NA,NA,"IPA0003394",NA,"Gross","São Lourenço da Mata","Tapera, São Bento - Toró; valeta ao lado da estrada.","-35.0182991027832","-8.00222015380859",NA,NA,"1931","12",NA,NA,NA,"21764","auto",NA,NA,NA,NA,NA
"55","2021-04-07 11:42:51-03","UFMS","CGMS","41950","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","eximia","Rhynchospora eximia","(Nees) Boeckeler","V.J. Pott; A. Pott","8735","2006","02","09",NA,"Brasil","Mato Grosso do Sul",NA,NA,"CGMS1071943",NA,"Pedro Joel S. Silva Filho","Aquidauana","Fazenda Rodeio, cerca de 700m da sede (Fundos).","-55.1519444","-19.7397222","450","450","2016","07","11","-55,1519444","-19,7397222",NA,NA,NA,NA,NA,NA,NA
"56","2021-04-07 11:42:54-03","UFMS","CGMS","54370","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","eximia","Rhynchospora eximia","(Nees) Boeckeler","V.J. Pott; M. Pereira; Sidnei; Benício","1172","1989","12","06",NA,"Brasil","Mato Grosso do Sul",NA,NA,"CGMS1084334",NA,"Pedro Joel S. Silva Filho","Corumbá","Próximo à Baía do Fundão Búfalo Murundum-Alegre Fazenda Leque, subregião do Abobral, Pantanal.","-57.05","-19.2333333","98","98","2016","07","11","-57,05","-19,2333333",NA,NA,NA,NA,NA,NA,NA
"57","2021-04-07 11:42:54-03","UFMS","CGMS","54371","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","eximia","Rhynchospora eximia","(Nees) Boeckeler","V.J. Pott; N.C. Bueno; M. Pereira; S. Benicio","1288","1990","02","14",NA,"Brasil","Mato Grosso do Sul",NA,"Fruto marrom. Habitat: Campo alagável. Solo areno-argiloso. Relevo plano. Habito: Erva ereta. 25 a 30cm de altura. Muito frequente.","CGMS1084335",NA,"Pedro Joel S. Silva Filho","Corumbá","Área do Botanal, Baía do Fundão Muundum-Alegre Fazenda Leque, Pantanal do Abobral.","-57.05","-19.2333333","95","95","2016","07","11","-57,05","-19,2333333",NA,NA,NA,NA,NA,NA,NA
"58","2021-04-07 11:42:51-03","UFMS","CGMS","54369","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","eximia","Rhynchospora eximia","(Nees) Boeckeler","A. Pott; V.J. Pott; M. Pereira; S.M. de Salis; C.J.A. Ferreira; C.C.F. Tavares","3721","1987","10","30",NA,"Brasil","Mato Grosso do Sul",NA,NA,"CGMS1084333",NA,"Pedro Joel S. Silva Filho","Corumbá","Invernada de búfalo, fazenda Leque (Embrapa).","-57.0166667","-19.2333333",NA,NA,"2016","07","11","-57,0166667","-19,2333333",NA,NA,NA,NA,NA,NA,NA
"59","2021-04-07 11:42:51-03","UFMS","CGMS","30847","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","eximia","Rhynchospora eximia","(Nees) Boeckeler","L. Rebellato","7","2008","04",NA,NA,"Brasil","Mato Grosso",NA,NA,"CGMS1060261",NA,NA,"Mato Grosso","Fazenda Nhumirim-Nhecolândia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-01 16:19:40-03","UNICAMP","UEC","192476","S","Plantae","Liliopsida",NA,"Cyperaceae","Rhynchospora","eximia","Rhynchospora eximia","(Ness) Boeck.","Morais, IL","3952","2014","09","21",NA,"Brazil","Goiás",NA,"Erva c/ 1,1m esp marrom alaranjada c/ 1,1cm C; 2mm D.","UEC199850","UEC199850",NA,"Quirinópolis","Meio vereda, Faz. Retiro.","-50.774697","-18.756972",NA,NA,NA,NA,NA,"-50.774697","-18.756972",NA,NA,NA,NA,NA,NA,NA
"61","2020-04-22 16:26:21-03","UFPB","JPB","42247","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Cyperaceae","Rhynchospora","eximia","Rhynchospora eximia","(Nees) Boeckeler","Thomas, WW; Barbosa, MR; Lourenço, AR; Lima, JR","14845","2009","09","23","Southern America","Brasil","Paraíba",NA,"; HABITAT: Open savanna (tabuleiro) over sand, seepage slope, and streamside.; DESC: Along edge of stream.","JPB0042247","JPB0042247","Thomas, WW","Mamanguape","Rebio Guaribas - Área I - Capim Azul","-35.124167","-6.696389","160","160","2011",NA,NA,"-35.124167","-6.696389",NA,NA,NA,NA,NA,NA,NA
"62","2021-03-21 19:40:12-03","UFC","EAC","40742","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cyperaceae","Rhynchospora","eximia","Rhynchospora eximia","(Nees) Boeckeler","Melo, R.S.; Queiroz, R.T.; Silva, L.D.R.","68","2006","04","24","Southern America","Brasil","Rio Grande do Norte",NA,"Mangue","EAC0040742","EAC0040742","Alves, M.","Natal","Projeto rio Jaguaribe, Estação ecológica do Seridó ( ESEC ).","-35.209400177002","-5.79500007629395",NA,NA,"2008","06",NA,NA,NA,"12751","auto",NA,NA,NA,NA,NA
"63","2020-12-21 16:22:28-03","MBM","MBM","101108","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","eximia","Rhynchospora eximia",NA,"Gómez, L.D.","19005","1982","11",NA,"Southern America","Costa Rica",NA,NA,NA,"MBM101108","MBM101108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2015-10-03 15:52:01-03","MNHN","RECOLNAT_MNHN_P","P00669515","PreservedSpecimen",NA,NA,NA,"Cyperaceae","Chaetospora","ferruginea","Chaetospora ferruginea","Kunth","Bonpland, A.J.A.|von Humboldt, F.W.H.A.",NA,NA,NA,NA,NA,"[Colombie]",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00669515' target='other'> <mi>dwc_moreinfo</mi></a>","P00669515","P00669515_01 P00669515_02","Kunth",NA,"s.loc. [Nov. gen. sp. : Crescit in temperatis montis Quindiuensis juxta Quebrada de Boquia]",NA,NA,"800",NA,NA,NA,NA,NA,NA,NA,NA,NA,"holotype",NA,NA,NA
"65","2017-10-12 15:15:16-03","MNHN","RECOLNAT_MNHN_P","P00265290","PreservedSpecimen",NA,NA,NA,"Cyperaceae","Rhynchospora","eximia","Rhynchospora eximia","(Nees) Boeckeler","Pickel, D.B.",NA,"1933","8",NA,NA,"Brésil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00265290' target='other'> <mi>dwc_moreinfo</mi></a>","P00265290","P00265290_01",NA,NA,"Tapera, Pernambuco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2754",NA,NA
"66","2020-05-30 04:37:00-03","MO","MOBOT","3089799","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","elegans","Rhynchospora elegans","Kük.","Ernst Üle","Üle 7672","1908","10",NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"Campos bei Vista Alegre. Rio Branco.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2011-01-07 11:47:00-02","MO","MOBOT","100335536","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","eximia","Rhynchospora eximia","(Nees) Boeckeler","Ignacio Guareco","Guareco 408","1995","12","4","South America","Bolivia","Beni",NA,NA,NA,NA,NA,"Gral. Ballivian","Estacion Biologica Del, Beni","-66.0102778","-14.0083333","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"68","2011-10-31 15:07:00-02","MO","MOBOT","1315935","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","eximia","Rhynchospora eximia","(Nees) Boeckeler","E. Gutiérrez|E. Quevedo|Bonifacio Mostacedo C.|Héctor Cabrera|G. Gonzáles","Gutiérrez Crespo 623B","1994","5","1","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,"W. Thomas (NY)","Velasco","Parque Nacional Noel Kempff Mercado. Campamento Los Fierros. Pampa Toledo. Suelo húmedo.","-60.8527778","-14.6027778","250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"69","2014-08-23 05:35:00-03","MO","MOBOT","1623092","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","eximia","Rhynchospora eximia","(Nees) Boeckeler","Howard S. Irwin|S.F. da Fonsêca|R. Souza|R. Reis dos Santos|J. Ramos","Irwin 26997","1970","3","5","South America","Brazil","Minas Gerais",NA,NA,NA,NA,"T. Koyama",NA,"Serra do Cabral. Pastured meadow, ca 3 km N of Joaquim Felício, E base.",NA,NA,"650.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2008-05-27 22:02:00-03","MO","MOBOT","1724808","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","eximia","Rhynchospora eximia","(Nees) Boeckeler","Gerrit Davidse","Davidse 2932","1971","11","9","South America","Venezuela","Guárico",NA,NA,NA,NA,"R. Kral",NA,"16 km SW of Calaboza along road to Cazorla and 2.4 km east on side road; gallery forest interupted at places with palm dotted savanna.",NA,NA,"70.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"586","1",NA
"71","2008-05-27 22:02:00-03","MO","MOBOT","1725183","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","eximia","Rhynchospora eximia","(Nees) Boeckeler","Gerrit Davidse","Davidse 2996","1971","11","11","South America","Venezuela","Guárico",NA,NA,NA,NA,"R. Kral",NA,"26 km south of Calabozo by road; palm dotted savanna with rather extensively developed clumps of trees (matas) and some ponds.",NA,NA,"30.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"591","4",NA
"72","2008-05-27 22:02:00-03","MO","MOBOT","1741918","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","eximia","Rhynchospora eximia","(Nees) Boeckeler","Gerrit Davidse","Davidse 3747","1973","11","5","South America","Venezuela","Guárico",NA,NA,NA,NA,"R. Kral",NA,"Ca. 21 km, SSE of Calaboza along road to Cazorla. Grasslands, inundated in the wet season but now dry, dotted with palms (Opernicia), a glaucous Sorghastrum a prominent perennial grass and Schizachyrium brevifolium extremely abundant at this time of year.",NA,NA,"95.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"665","4",NA
"73","2012-02-29 14:14:00-03","MO","MOBOT","2888892","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","eximia","Rhynchospora eximia","(Nees) Boeckeler","R. Ortiz|Mauricio Ramia","Ortiz 2245","1994","10","20","South America","Venezuela","Guárico",NA,NA,NA,NA,NA,NA,"A 4 km al sur de Santa Rita, carretera Las Mercedes-Cabruta. En sabana chaparral.","-66.25","8.1","60.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2014-09-20 05:32:00-03","MO","MOBOT","2902690","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","eximia","Rhynchospora eximia","(Nees) Boeckeler","Bassett Maguire|J.P. Schultz|Thomas R. Soderstrom|Noel H. Holmgren","Maguire 53961","1963","7","1","South America","Suriname",NA,NA,NA,NA,NA,"W. Thomas",NA,"Zuid Rivier. Common in savanna at margin of Kayser airstrip, ca. 25 km above confluence with Lucie Rivier.","-56.48333","3.16666","270.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2008-05-27 22:02:00-03","MO","MOBOT","3123627","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","eximia","Rhynchospora eximia","(Nees) Boeckeler","Nelson A. Rosa","Rosa 3075","1979","2","7","South America","Brazil","Roraima",NA,NA,NA,NA,"N.A. Rosa",NA,"Fazenda Canada margem direita do rio Uraricuera, campo alagado temporariamente.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2009-08-07 05:32:00-03","MO","MOBOT","3123628","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","eximia","Rhynchospora eximia","(Nees) Boeckeler","Rubén A. Montes","Montes 879","1981","11","20","South America","Venezuela","Guárico",NA,NA,NA,NA,"R. Kral",NA,"Estero del Rio Orituco, 25 km Sur de La Estacion Biologica de Los Llanos, Calabozo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2009-08-07 05:32:00-03","MO","MOBOT","3123629","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","eximia","Rhynchospora eximia","(Nees) Boeckeler","Rubén A. Montes","Montes 784","1981","10","14","South America","Venezuela","Guárico",NA,NA,NA,NA,NA,NA,"Estero del Rio Orituco, 25 km sur de La Estación Biologica de los Llanos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2009-08-07 05:32:00-03","MO","MOBOT","3123630","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","eximia","Rhynchospora eximia","(Nees) Boeckeler","Rubén A. Montes","Montes 622","1981","8","31","South America","Venezuela","Guárico",NA,NA,NA,NA,"R. Kral",NA,"Palmer del rio Orituco, 16 km Sur de La Estación Biologica de Los Llanos. Calabozo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2009-08-07 05:32:00-03","MO","MOBOT","3123631","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","eximia","Rhynchospora eximia","(Nees) Boeckeler","Rubén A. Montes","Montes 899","1981","11","20","South America","Venezuela","Guárico",NA,NA,NA,NA,"R. Kral",NA,"Estero del Rio Orituco, 25 km Sur de La Estación Biologica de Los Llanos. Calabozo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2009-07-17 07:41:00-03","MO","MOBOT","3123632","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","eximia","Rhynchospora eximia","(Nees) Boeckeler","Basil Stergios","Stergios 7084","1984","9","6","South America","Venezuela","Portuguesa",NA,NA,NA,NA,"R. Kral",NA,"Dtto. Guanare, terrenos de la UNELLEZ.","-69.81666","9.06666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2014-08-23 05:36:00-03","MO","MOBOT","3123633","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","eximia","Rhynchospora eximia","(Nees) Boeckeler","Howard S. Irwin|R. Reis dos Santos|R. Souza|S.F. da Fonsêca","Irwin 24267","1969","3","11","South America","Brazil","Goiás",NA,NA,NA,NA,"R. Kral",NA,"Chapada dos Veadeiros. Brejo, Gallery woods and adjacent brejo, ca. 10 km south of Cavalcante.",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2009-06-25 13:32:00-03","MO","MOBOT","3123634","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","eximia","Rhynchospora eximia","(Nees) Boeckeler","William R. Anderson","Anderson 9522","1973","4","30","South America","Brazil","Goiás",NA,NA,NA,NA,"R. Kral",NA,"Serra do Caiapó. Ca. 12 km (straight line) S of Caiapônia; cerrado sloping down to gallery forest, and brejo (sedge meadow) at edge of forest.",NA,NA,"860.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2010-10-07 15:18:00-03","MO","MOBOT","3123635","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","eximia","Rhynchospora eximia","(Nees) Boeckeler","Howard S. Irwin|R. Souza|J.W. Grear, Jr.|R. Reis dos Santos","Irwin 15167","1966","4","20","South America","Brazil","Goiás",NA,NA,NA,NA,"R. Kral",NA,"Serra do Morcêgo. Wet meadow, near Côrrego Estrema, ca. 40 km NE of Formosa.",NA,NA,"800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2014-08-23 05:36:00-03","MO","MOBOT","3123636","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","eximia","Rhynchospora eximia","(Nees) Boeckeler","Howard S. Irwin|R. Reis dos Santos|R. Souza|S.F. da Fonsêca","Irwin 24356","1969","3","14","South America","Brazil","Minas Gerais",NA,NA,NA,NA,"R. Kral",NA,"Chapada dos Veadeiros. Wet rocky campo, ca. 40 km north of Veadeiros.",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2013-05-07 06:03:00-03","MO","MOBOT","3123637","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","eximia","Rhynchospora eximia","(Nees) Boeckeler","Ynés Mexia","Mexia 5656","1931","4","18","South America","Brazil","Minas Gerais",NA,NA,NA,NA,"R. Kral",NA,"Fazenda do Diamante; Campo Tiririca; shallow swamp. Corinto.",NA,NA,"590.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2012-05-04 05:16:00-03","MO","MOBOT","3123638","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","eximia","Rhynchospora eximia","(Nees) Boeckeler","Cyril Allen","Allen 438","1924","8","19","South America","Colombia",NA,NA,NA,NA,NA,"R. Kral",NA,"Savana swamp, exposed, Rincon Hondo, Magdalena Valley.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2009-08-07 05:32:00-03","MO","MOBOT","3123656","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","eximia","Rhynchospora eximia","(Nees) Boeckeler","Rubén A. Montes","Montes s.n.","1981","10","15","South America","Venezuela","Guárico",NA,NA,NA,NA,"R. Kral",NA,"Palmer del rio Orituco, 16 km Sur de La Estación Biologica, de Los Llanos Calabozo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-12-19 11:18:30-03","UFG","UFG","44281","S","Plantae",NA,NA,"Cyperaceae","Rhynchospora","eximia","Rhynchospora eximia","(Nees) Boeck.","Resende, I.L.M.","503","2008","09","06",NA,"Brasil","Goiás",NA,NA,"UFG0044281",NA,"Resende, I.L.M.","Bela Vista",NA,"-48.859917","-16.956731",NA,NA,"2010","05","03","-48.859917","-16.956731",NA,NA,NA,NA,NA,NA,NA
"89","2019-12-19 11:18:30-03","UFG","UFG","44505","S","Plantae",NA,NA,"Cyperaceae","Rhynchospora","eximia","Rhynchospora eximia","(Nees) Boeck.","Resende, I.L.M.","1217","2009","02","03",NA,"Brasil","Goiás",NA,NA,"UFG0044505",NA,"Resende, I.L.M.","Bela Vista de Goiás",NA,"-48.801389","-17.024167",NA,NA,"2010","05","03","-48.801389","-17.024167",NA,NA,NA,NA,NA,NA,NA
"90","2021-03-01 11:55:50-03","UFPE","UFP","86625","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Rhynchospora","eximia","Rhynchospora eximia","(Nees) Boeck.","Buddenhagen, C; Orzell, S; Bridges, E; Jenkins, M","s.n.","2014","08","22",NA,"Estados Unidos","Florida",NA,"Sob pinheiros na pradaria calcária. Queimou nos últimos meses. &nf;Espécies associadas: Pinheiros e próstatas","UFP086625",NA,NA,NA,NA,"-81.358472","28.1595",NA,NA,NA,NA,NA,"-81.358472","28.1595",NA,NA,NA,NA,NA,NA,NA
"91","2021-03-01 11:55:50-03","UFPE","UFP","15243","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Rhynchospora","eximia","Rhynchospora eximia multiflore","KÃ¼k.","Mendes A.P.; Pessoni L.","199","1996","08","18",NA,"Brasil","Roraima",NA,NA,"UFP015243",NA,"Luceño, M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"multiflore"
"92","2020-09-25 10:43:16-03","UFPE","UFP","11195","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Rhynchospora","eximia","Rhynchospora eximia multiflore","KÃ¼k.","Nascimento, MSB","UFP11195","1992","05","12",NA,"Brasil","Piauí",NA,NA,"UFP011195",NA,"Luceño, M","Campo Maior",NA,"-42.1685981750488","-4.82777976989746",NA,NA,"1995","07",NA,NA,NA,"41673","auto",NA,NA,NA,NA,"multiflore"
"93","2021-03-01 11:55:50-03","UFPE","UFP","14883","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Rhynchospora","eximia","Rhynchospora eximia multiflore","KÃ¼k.","Luceño, M; Alves, M; Vanzela, ALL; Mendes A.P.; Rocha, EA; Costa; S","731","1996","07","04",NA,"Brasil","Piauí",NA,NA,"UFP014883",NA,NA,"Campo Maior",NA,"-42.1685981750488","-4.82777976989746",NA,NA,NA,NA,NA,NA,NA,"41673","auto",NA,NA,NA,NA,"multiflore"
"94","2020-09-25 10:43:16-03","UFPE","UFP","11213","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Rhynchospora","eximia","Rhynchospora eximia multiflore","KÃ¼k.","Nascimento, MSB","UFP11213","1995","06","25",NA,"Brasil","Piauí",NA,NA,"UFP011213",NA,"Luceño, M","Campo Maior",NA,"-42.1685981750488","-4.82777976989746",NA,NA,"1995","07",NA,NA,NA,"41673","auto",NA,NA,NA,NA,"multiflore"
"95","2020-09-12 05:00:02-03","US","US","2821664","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Rhynchospora","eximia","Rhynchospora eximia","(Nees) Boeckeler","H. S. Irwin, R. Souza, J. W. Grear & R. Reis dos Santos","15167","1966","4","20","South America - Neotropics","Brazil","Goiás",NA,NA,"US02254523","US02254523_01",NA,NA,"The Planalto do Brasil, Serra do Morcego, Wet meadow, near Côrrego Estrema, ca. 40 km N.E. of Formosa, Goiás",NA,NA,"800",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
