"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","country","occurrenceRemarks","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","barcode","imagecode","county","infraspecificEpithet","verbatimLongitude","verbatimLatitude","class","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","relatedCatalogItem","typeStatus","coordinatePrecision","geoFlag","individualCount","sex"
"12","2019-10-09 11:12:21-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Melocactus","violaceus","Melocactus violaceus","Pfeiffer","Brasil","planta globosa, 10-12 cm; soterrada parcialmente na areia. Caule com 10-11 costelas. Flores róseas, ornitófilas, inseridas em cefálios terminais, com 1,5-30 cm de altura. Material com fruto.","Rocha, EA","Rocha, EA; Thomas, W; Jardim, JG; Alves, MV; Torcki, B; Sant'Ana, SC de","568","2000","02","16","Southern America","Bahia","Litoral Sul, 6,5 km ao norte da Praia de Saquaira, na µrea de Proteção Ambiental Penísula de Maraú.","-38.952222","-13.988333",NA,NA,NA,"Maraú",NA,"-38.952222","-13.988333",NA,"2000","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-10-09 11:12:21-03","UFBA","ALCB","029817","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Melocactus","violaceus","Melocactus violaceus margaritaceus","N.P.Tylor","Brasil","Globoso, de 12-20cm, com 8-12 costelas.; Dunas. Substrato arenoso.","Toppo, D","Gomes, M; et al.","12","1996","03","13","Southern America","Bahia","Dunas de Itapuã.","-38.35","-12.933333",NA,NA,NA,NA,"margaritaceus","-38.35","-12.933333",NA,"1998","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 08:54:48-03","NBC","NL-BOTANY","L 0740387","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Melocactus","violaceus","Melocactus violaceus","Pfeiff.","Brazil","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200740387 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Glaziou AFM",NA,NA,NA,NA,"Southern America","Rio de Janeiro",NA,NA,NA,NA,"NL-L0740387",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,"2904",NA,NA,NA,NA,NA
"15","2020-02-08 08:54:48-03","NBC","NL-BOTANY","U 0252773","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Melocactus","violaceus","Melocactus violaceus","Pfeiff.","Brazil","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200252773 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Taylor NP","Horst L",NA,NA,NA,NA,"Southern America",NA,"Brazil",NA,NA,NA,"NL-U0252773",NA,NA,NA,NA,NA,"Magnoliopsidae","1989","04","11",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 08:54:48-03","NBC","NL-BOTANY","U 0103563","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Melocactus","violaceus","Melocactus violaceus ritteri","N.P.Taylor","Brazil","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200103563 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Taylor NP","Ritter F",NA,"1964","01","01","Southern America","Bahia","Brazil; Bahia; Rui Barbosa.",NA,NA,NA,"NL-U0103563","NL-U0103563",NA,"ritteri",NA,NA,"Magnoliopsidae","1991","10","01",NA,NA,NA,"holotype",NA,NA,NA,NA
"17","2020-11-04 10:55:10-03","ESALQ","ESA","141558","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Melocactus","violaceus","Melocactus violaceus","Pfeiff.","Brasil","Cacto globoso. Usado na ornamentação da piscina do Hotel Aram. Só foto.","Souza, V.C.","Souza, V.C. & Souza, D.P.C.","41281.0","2018","11","28",NA,"Alagoas","Área urbana","-35.7352981567383","-9.6658296585083",NA,"ESA141558",NA,"Maceió",NA,"-47,022,535","-24,375,296",NA,"2018","11","28",NA,NA,NA,NA,"34538","auto",NA,NA
"18","2020-11-04 10:55:10-03","ESALQ","ESA","141604","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Melocactus","violaceus","Melocactus violaceus","Pfeiff.","Brasil","Cacto globoso. Flores róseas. Só foto.","Souza, V.C.","Souza, V.C. & Souza, D.P.C.","41327.0","2018","11","29",NA,"Alagoas","Dunas no caminho para Cavalo Russo.","-35.8950004577637","-9.710280418396",NA,"ESA141604",NA,"Marechal Deodoro",NA,NA,NA,NA,"2018","11","29",NA,NA,NA,NA,"15565","auto",NA,NA
"19","2021-01-14 15:26:43-03","MN","R","218502","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Melocactus","violaceus","Melocactus violaceus","Pfeiff.","Brasil",NA,"Zappi, D.",NA,"221","1980","11","04",NA,"Rio Grande do Norte",NA,"-35.216667","-5.8",NA,"R010023510",NA,"Natal",NA,"35°13'00''W","05°48'00''S",NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-01-14 15:26:43-03","MN","R","189448","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Melocactus","violaceus","Melocactus violaceus","Pfeiff.","Brasil",NA,NA,"Freitas, M.F.; Sommer, G. & Sarahyba, L.S.","226","1991","08","27",NA,"Rio de Janeiro",NA,"-42.0278015136719","-22.966100692749",NA,"R010023509",NA,"Arraial do Cabo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25964","auto",NA,NA
"21","2021-01-14 15:26:43-03","MN","R","189594","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Melocactus","violaceus","Melocactus violaceus subsp.violaceus","Pfeiff.","Brasil",NA,"Zappi, D.","Costa, A.; Konno, T.; Moura, R.; Souza, A.; Carvalho, H. & Santos, R.","687","1996","09","23",NA,"Rio de Janeiro",NA,"-41.6610984802246","-22.1872005462646",NA,"R010023508",NA,"Carapebus","subsp.violaceus",NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,"13257","auto",NA,NA
"22","2021-01-14 15:26:43-03","MN","R","221519","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Melocactus","violaceus","Melocactus violaceus","Pfeiff.","Brasil",NA,NA,"Almeida, M.C. ; Suizani, C.V. & Figueira, M.","72","2013","05","23",NA,"Rio de Janeiro",NA,"-42.8185997009277","-22.9193992614746",NA,"R010023511",NA,"Maricá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20726","auto",NA,NA
"23","2021-01-14 15:26:43-03","MN","R","198882","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Melocactus","violaceus","Melocactus violaceus","Pfeiff.","Brasil",NA,NA,"Martins, V.L.C.; Oliveira, M.C.; Boscolo, O.H.; Vasconcelos, L.V.; Souza, A.T. & Souza, P.T.","563","2000","08","16",NA,"Rio de Janeiro",NA,"-41.4721984863281","-22.1067008972168",NA,"R010023512",NA,"Quissama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33509","auto",NA,NA
"24","2019-02-15 11:35:50-02","IPA","IPA","89619","S","Plantae","Plantae",NA,"Cactaceae","Melocactus","violaceus","Melocactus violaceus","Pfeiff.","Brasil","Material botânico para fins de dissertação de mestrado do aluno Raydrich Rocha, sob a orientação da Profa. Carmem Zickel- UFRPE.; Erva suculenta; flores róseas.; Tabuleiro. Substrato arenoso.","Gallindo, F.","Raydrich Rocha","s.n.","2014","07","30","Southern America","Paraíba","REBIO Guaribas.","-35.1260986328125","-6.83861017227173",NA,"IPA0089619",NA,"Mamanguape",NA,NA,NA,NA,"2014","08",NA,NA,NA,NA,NA,"36853","auto",NA,NA
"25","2019-02-15 11:35:50-02","IPA","IPA","67396","S","Plantae","Plantae",NA,"Cactaceae","Melocactus","violaceus","Melocactus violaceus","Pfeiff.","Brasil","Herbáceas suculentas, globosas. Cefálio com pelos róseos alvos. Flores róseas. Frutos maduros alvos.; Campo.",NA,"Cantarelli, J.; Medeiros, D.; Medeiros, D.","635","2001","09","28","Southern America","Pernambuco","Praia de Guadalupe","-35.1161003112793","-8.59082984924316",NA,"IPA0067396",NA,"Sirinhaém",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20997","auto",NA,NA
"26","2019-02-15 11:35:50-02","IPA","IPA","22705","S","Plantae","Plantae",NA,"Cactaceae","Melocactus","violaceus","Melocactus violaceus","Pfeiff.","Brasil","Cacto de forma mais ou menos globosa; flores.; Restinga. Solo arenoso.","Taylor, N.P.","Medeiros-Costa; Andrade-Lima; Andrade-Lima","241","1978","04","12","Southern America","Pernambuco","Suape, área do Projeto Suape, próximo à baía de Suape.","-35.0349998474121","-8.28666973114014",NA,"IPA0022705",NA,"Cabo de Santo Agostinho",NA,NA,NA,NA,"1990",NA,NA,NA,NA,NA,NA,"25282","auto",NA,NA
"27","2019-02-15 11:35:50-02","IPA","IPA","4479","S","Plantae","Plantae",NA,"Cactaceae","Melocactus","violaceus","Melocactus violaceus violacens","Pfeiff.","Brasil","Flores e frutos róseos.","Taylor, N.P.","Pickel, B.","3224","1932","10",NA,"Southern America","Pernambuco","Prazeres, (estação), nas areias do litoral.","-35.0147018432617","-8.11277961730957",NA,"IPA0004479",NA,"Jaboatão dos Guararapes","violacens",NA,NA,NA,"1990",NA,NA,NA,NA,NA,NA,"16392","auto",NA,NA
"28","2021-03-24 17:08:50-03","UFES","SAMES","1304","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Melocactus","violaceus","Melocactus violaceus","Pfeiff.","Brasil","Erva suculenta com frutos rosas.",NA,"Monteiro,M.M.; Coelho,R.;Giaretta,A.O.;Lobão,A.","150","2009","03","28",NA,"Espírito Santo","Itaúnas. Parque Estadual de Itaúnas. Mata de restinga sobre influência de lençol freático, localizada na trilha das borboletas.","-39.7322006225586","-18.5932998657227",NA,"SAMES01304",NA,"Conceição da Barra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41644","auto",NA,NA
"29","2021-03-24 17:08:50-03","UFES","SAMES","1303","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Melocactus","violaceus","Melocactus violaceus","Pfeiff.","Brasil","Planta com flores lilás. Ápice com tricomas vermelhos.",NA,"Giaretta,A.O.; Monteiro,M.M.;Menezes,L.F.T.;Cruz,T.S.","322","2008","08","25",NA,"Espírito Santo","Bairro Litorâneo. Mata de restinga sobre cordão arenoso.","-39.8588981628418","-18.716100692749",NA,"SAMES01303",NA,"São Mateus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56510","auto",NA,NA
"30","2019-11-27 13:46:49-03","UFS","ASE","30224","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Melocactus","violaceus","Melocactus violaceus","Pfeiffer","Brasil","Espécie globular.; Restinga. Solo arenoso.","Filho, ESB","Filho, ESB","1","2013","08","21","Southern America","Sergipe",NA,"-36.843139","-10.693556",NA,"ASE0001618","ASE0001618","Pirambu",NA,"-36.843139","-10.693556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-11-27 13:46:49-03","UFS","ASE","11728","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Melocactus","violaceus","Melocactus violaceus margaritaceus","N.P.Taylor","Brasil","Flores rosas.; Flores rosas.","Meiado, MV","Dantas, TVP; Nascimento - Júnior, JE","90","2008","08","30","Southern America","Sergipe","Parque Nacional da Serra de Itabaiana, Na primeira mancha de areia branca após a entrada do PARNA. Areias brancas da Serra de Itabaiana.","-37.315","-10.758056",NA,"ASE0025269","ASE0025269","Areia Branca","margaritaceus","-37.315","-10.758056",NA,"2014","01","06",NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-11-27 13:46:49-03","UFS","ASE","12765","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Melocactus","violaceus","Melocactus violaceus margaritaceus","N.P.Taylor","Brasil","Flores rosas, frutos brancos. Coleta realizada para o diagnóstico da área em virtude da criação de Parque Estadual.&nf;; Flores rosas, frutos brancos. Coleta realizada para o diagnóstico da área em virtude da criação de Parque Estadual.","Meiado, MV","Nascimento - Júnior, JE; Dantas, TVP","536","2008","12","19","Southern America","Sergipe",NA,"-37.054167","-10.789167",NA,"ASE0019671","ASE0019671","Santo Amaro das Brotas","margaritaceus","-37.054167","-10.789167",NA,"2013","07","15",NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-11-27 13:46:49-03","UFS","ASE","22991","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Melocactus","violaceus","Melocactus violaceus margaritaceus","N.P.Taylor","Brasil","Erva terrestre, caule verde, flores rosa.; Erva terrestre, caule verde, flores rosa.; Mata Atlântica.","Meiado, MV","Oliveira, DM","129","2011","12","05","Southern America","Sergipe","Assentamento Sao Sebastião","-36.855833","-10.737778",NA,"ASE0028672","ASE0028672","Pirambu","margaritaceus","-36.855833","-10.737778",NA,"2013","07","15",NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-11-27 13:46:49-03","UFS","ASE","23676","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Melocactus","violaceus","Melocactus violaceus margaritaceus","N.P.Taylor","Brasil","Flores rosas.; Flores rosas.; Restinga.","Meiado, MV","Prata, AP; Gomes, LA; Farias, MCV; Oliveira, DG; Matos, GMA; Conceição, GG; Gomes, LA; Bar","2995","2012","05","25","Southern America","Sergipe","Povoado Lagoa Redonda","-36.873747","-10.678208",NA,"ASE0012204","ASE0012204","Pirambu","margaritaceus","-36.873747","-10.678208",NA,NA,NA,NA,"41","70",NA,NA,NA,NA,NA,NA
"35","2019-11-27 13:46:49-03","UFS","ASE","29186","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Melocactus","violaceus","Melocactus violaceus margaritaceus","N.P.Taylor","Brasil","Erva; Restinga","Meiado, MV","Ferreira, ES; Oliveira, EVS","165","2012","11","19","Southern America","Sergipe","Rebio de Santa Isabel, Lagoa redonda, acesso pela RPPN Dona Benta e Seu Caboclo","-36.804444","-10.640833",NA,"ASE0000550","ASE0000550","Pirambu","margaritaceus","-36.804444","-10.640833",NA,"2014","01","06",NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-11-27 13:46:49-03","UFS","ASE","30075","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Melocactus","violaceus","Melocactus violaceus margaritaceus","N.P.Taylor","Brasil","Cerca de 15 cm.; Restinga","Oliveira, EVS","Oliveira, EVS; Lima, JF","304","2013","11","27","Southern America","Sergipe","Rebio de Santa Isabel, Próximo ao morro da Lucrécia.","-36.758333","-10.652222",NA,"ASE0001452","ASE0001452","Pirambu","margaritaceus","-36.758333","-10.652222",NA,"2015","08","08",NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-11-27 13:46:49-03","UFS","ASE","40930","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Melocactus","violaceus","Melocactus violaceus","Pfeiffer","Brasil","Herbácea terrestre com cladódio verde e flores rosas.; Mata Atlântica. Tipo vegetacional: Restinga","Déda, RM","Déda, RM; Santos, E; Cáceres, MES","507","2018","11","28","Southern America","Sergipe",NA,"-36.5121","-10.4416",NA,"ASE0042468",NA,"Pirambu",NA,"-36.5121","-10.4416",NA,"2019","01","14",NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-11-27 13:46:49-03","UFS","ASE","35397","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Melocactus","violaceus","Melocactus violaceus margaritaceus","N.P.Taylor","Brasil","Solo arenoso, seco. Substrato terrícola. Restrito a área de coleta. Erva com 12 costelas, 9 aréolas com 8 espinhos cada. &nf;UTM 0712849&nf;24 L 8796459; Restinga. Solos de areias brancas.","Oliveira, EVS","Oliveira, EVS; Andrade, RS; Nunes, SS; Souza, JO; Landim, MF","659","2015","09","02","Southern America","Sergipe","Assentamento às margens da Rodovia SE-240, Área de Reserva Legal","-10.5253","-37.031",NA,"ASE0036090","ASE0036090","Santo Amaro das Brotas","margaritaceus","-10.5253","-37.031",NA,"2015","09","02",NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-11-27 13:46:49-03","UFS","ASE","39348","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Melocactus","violaceus","Melocactus violaceus margaritaceus","N.P.Taylor","Brasil","Erva 0,1m, flores róseas.; Areias brancas","Machado, WJ","Machado, WJ; Neto, MMS","1352","2017","02","17","Southern America","Sergipe","Parque Nacional Serra de Itabaiana","-37.20264","-10.45117",NA,"ASE0040855",NA,"Itabaiana","margaritaceus","-37.20264","-10.45117",NA,"2017","01","05",NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-11-27 13:46:49-03","UFS","ASE","30905","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Melocactus","violaceus","Melocactus violaceus margaritaceus","N.P.Taylor","Brasil","Herbácea. Areia branca. Fruto de formato cônico, cor branca. Flor rosa. Cladódio verde.&nf;; Restinga","BRAVO FILHO, E S","BRAVO FILHO, E S","12","2014","03","06","Southern America","Sergipe","Povoado Pocinho","-37.205529","-10.522259",NA,"ASE0002329","ASE0002329","Japoatã","margaritaceus","-37.205529","-10.522259",NA,"2014","03","06","126","126",NA,NA,NA,NA,NA,NA
"41","2019-11-27 13:46:49-03","UFS","ASE","30906","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Melocactus","violaceus","Melocactus violaceus margaritaceus","N.P.Taylor","Brasil","Herbácea. Fruto de formato cônico, cor branca. Flor Rosa#?#&nf;Cladódio verde. Cefálio vermelho.&nf;; Restinga","BRAVO FILHO, E S","BRAVO FILHO, E S","13","2014","03","06","Southern America","Sergipe","Povoado Poxim","-36.494164","-10.265033",NA,"ASE0002330","ASE0002330","Japoatã","margaritaceus","-36.494164","-10.265033",NA,"2014","03","06","256","256",NA,NA,NA,NA,NA,NA
"42","2019-11-27 13:46:49-03","UFS","ASE","30904","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Melocactus","violaceus","Melocactus violaceus","Pfeiffer","Brasil","Herbácea. Areia branca. Fruto de formato cônico, cor branca. Flor rosa&nf;Cladódio verde &nf;; Restinga","BRAVO FILHO, E S","BRAVO FILHO, E S","10","2014","03","06","Southern America","Sergipe",NA,"-36.373633","-10.272161",NA,"ASE0002328","ASE0002328","Pacatuba",NA,"-36.373633","-10.272161",NA,"2014","03","06","19","19",NA,NA,NA,NA,NA,NA
"43","2019-11-27 13:46:49-03","UFS","ASE","13817","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Melocactus","violaceus","Melocactus violaceus margaritaceus","N.P.Taylor","Brasil","População em solo arenoso, nas proximidades da sede do PARNA. Flores róseas.; População em solo arenoso, nas proximidades da sede do PARNA. Flores róseas.; Complexo florístico vegetacional.","Meiado, MV","Gomes, P; Mendes, K; Amorim, BS","633","2007","10","14","Southern America","Sergipe","Parque Nacional da Serra de Itabaiana","-37.34125","-10.772222",NA,"ASE0021113","ASE0021113","Itabaiana","margaritaceus","-37.34125","-10.772222",NA,"2013","07","15","224","224",NA,NA,NA,NA,NA,NA
"44","2019-11-27 13:46:49-03","UFS","ASE","39084","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Melocactus","violaceus","Melocactus violaceus","Pfeiffer","Brasil","Subarbusto. Flores rosa. Cacto com caule diferenciado verde, apresentando espinhos em forma de roseta. Cefálio esbranquiçado com pelos vermelhos. Flores rosa.; Mata Atlântica.","Silva, FO","Silva, FO; Fabricante, JR","38","2017","02","06","Southern America","Sergipe","Povoado Goroba, Parque Nacional Serra de Itabaiana, Ambiente aberto com incidência solar e árvores de pequeno porte, vegetação arenícola, solo arenoso, ambiente conservado.","-37.2151","-10.4928",NA,"ASE0040559",NA,"Itaporanga d'Ajuda",NA,"-37.2151","-10.4928",NA,"2017","02","27",NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-11-27 13:46:49-03","UFS","ASE","37282","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Melocactus","violaceus","Melocactus violaceus","Pfeiffer","Brasil",NA,NA,"Imidio, AM","1","2016","06","30","Southern America","Sergipe","Povoado Aguilhadas","-36.50353","-10.41368",NA,"ASE0038252",NA,"Pirambu",NA,"-36.50353","-10.41368",NA,"2016","08","01",NA,NA,NA,NA,NA,NA,NA,NA
