"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","scientificNameAuthorship","identifiedBy","recordNumber","year","month","day","stateProvince","county","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","fieldNumber","individualCount","relatedCatalogItem","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","39560","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","monogynum","Zanthoxylum monogynum bolivianum","C. E. O. Kuntze","South America","Bolivia",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=708005' target='other'> <mi>dwc_moreinfo</mi></a>","NY00039560","Magnoliophyta","Sapindales","bolivianum","Reynel",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,"NY00039560_01","200","200","holotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01141958","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","monogynum","Zanthoxylum monogynum paraense","G. T. Prance","South America","Brazil","Vicinity of Paragominas, Belém-Brasília, Km 161.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=675006' target='other'> <mi>dwc_moreinfo</mi></a>","NY01141958","Magnoliophyta","Sapindales","paraense","A.St.-Hil.","C. R. Reynel","58710","1964","08","13","Pará",NA,"-47.48","-2.97","NY01141958_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01141953","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","monogynum","Zanthoxylum monogynum paraense","A. S. L. da Silva","South America","Brazil","13 Km from AMZA headquarters, road to sawmill, Serra dos Carajás","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1507525' target='other'> <mi>dwc_moreinfo</mi></a>","NY01141953","Magnoliophyta","Sapindales","paraense","A.St.-Hil.","C. R. Reynel","59","1977","10","17","Pará",NA,"-50.1587141","-6.0719944","NY01141953_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01141955","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","monogynum","Zanthoxylum monogynum paraense","M. G. da Silva","South America","Brazil","Itinga do Pará","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1507534' target='other'> <mi>dwc_moreinfo</mi></a>","NY01141955","Magnoliophyta","Sapindales","paraense","A.St.-Hil.","C. R. Reynel","3144","1977","05","25","Pará","Paragominas","-47.5378","-4.4361","NY01141955_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","382618","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","monogynum","Zanthoxylum monogynum","R. P. Belém","South America","Brazil","Centro de Pesquisas do Cacau, CEPLAC, CEPEC. Ilhéus.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=634951' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382618","Magnoliophyta","Sapindales",NA,"A.St.-Hil.","C. R. Reynel","560","1965","03","25","Bahia","Ilhéus","-39.2273659","-14.771874","NY00382618_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","382616","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","monogynum","Zanthoxylum monogynum","J. R. Pirani","South America","Brazil","Rodovia Marilândia - Rio Bananal; ca. 1 km N de Marilândia.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=634949' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382616","Magnoliophyta","Sapindales",NA,"A.St.-Hil.","J. R. Pirani","3418","1994","12","06","Espírito Santo","Marilândia","-40.5417","-19.4131","NY00382616_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","39561","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","monogynum","Zanthoxylum monogynum bolivianum","C. E. O. Kuntze","South America","Bolivia",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=708006' target='other'> <mi>dwc_moreinfo</mi></a>","NY00039561","Magnoliophyta","Sapindales","bolivianum","Reynel",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,"NY00039561_01","200","200","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","382621","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","monogynum","Zanthoxylum monogynum monogynum","W. Hoehne","South America","Brazil","Guanabara. Barra da Tijuca.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=249401' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382621","Magnoliophyta","Sapindales","monogynum","A.St.-Hil.","C. R. Reynel","5822","1964","10","21","Rio de Janeiro","Rio de Janeiro","-43.369099","-22.995332","NY00382621_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","382620","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","monogynum","Zanthoxylum monogynum monogynum","O. X. B. Machado","South America","Brazil","Restinga da Tijuca.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=249402' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382620","Magnoliophyta","Sapindales","monogynum","A.St.-Hil.","C. R. Reynel",NA,"1946","10","27","Distrito Federal","Brasília","-43.36594","-23.011012","NY00382620_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01141957","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","monogynum","Zanthoxylum monogynum paraense","M. G. da Silva","South America","Brazil","Rio Tocantins, Vila do Repartimento. Mata de terra firme, solo areno-argiloso.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1507541' target='other'> <mi>dwc_moreinfo</mi></a>","NY01141957","Magnoliophyta","Sapindales","paraense","A.St.-Hil.","C. R. Reynel","3571","1978","05","15","Pará","Tucuruí","-49.6725","-3.76611","NY01141957_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-02-18 09:30:41-03","UNESP-IBB","BOTU","30816","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","monogynum","Zanthoxylum monogynum","Jesus, S.A.",NA,"Brasil",NA,NA,NA,NA,"BOTU030816",NA,NA,NA,"A.St.-Hil.","Cassola, H.",NA,"2011","07","10","São Paulo","Botucatu",NA,NA,NA,NA,NA,NA,"2011","07","10","9999","9999",NA,NA,NA,NA,NA,NA,NA
"22","2020-06-29 11:32:28-03","UFRJ","RFA","36388","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","monogynum","Zanthoxylum monogynum","R.Mello-Silva; D.Y.A.C.Santos & J.C.Lopes",NA,"Brasil","Sítio Morro Alto. Estrada pavimentada que liga a Rodovia do Sol (ES 060) à BR 101. Cerca de 4 km da Rodovia do Sol, em trevo, sentido oposto à entrada para Lameirão.",NA,NA,"Árvore 6 m de altura. Folhas brilhantes, discolores, verde claro na face abaxial. Perianto e androceu verde claro, ovário um pouco mais escuro","RFA29354",NA,NA,NA,"A.St.-Hil.","J.R.Pirani","3119","2008","10","23","Espírito Santo","Guarapari","-40.573889","-20.721667",NA,"20","20",NA,"2008",NA,NA,"40º34'26''W","20º43'18''S",NA,NA,NA,NA,NA,NA,NA
"23","2019-11-19 15:45:02-03","UNEB","HUNEB","3403","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","monogynum","Zanthoxylum monogynum","Guedes, M.L.",NA,"Brasil","Piemonte Diamantina, margem direita do Rio Itapicuru-açu.",NA,NA,NA,"HUNEB0003403","Angiospermae","Florideophycidae",NA,"St. Hil",NA,"46278","1999","12","20","Bahia","Pindobaçu","-40.35","-10.733333",NA,NA,NA,NA,NA,NA,NA,"40W21'","10S44'","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"24","2021-04-08 17:43:40-03","EAO","IAN","19074","PreservedSpecimen","Plantae","Rutaceae","Fagara","monogyna","Fagara monogyna","Saint-Hilaire","Southern America","Brasil",NA,NA,NA,NA,"IAN019074","Dicotiledônea",NA,NA,"Engl.",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,"IAN019074_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-04-08 17:43:40-03","EAO","IAN","19077","PreservedSpecimen","Plantae","Rutaceae","Fagara","pauciflora","Fagara pauciflora","Sellow, F","Southern America","Brasil",NA,NA,NA,NA,"IAN019077","Dicotiledônea",NA,NA,"Engl.",NA,"2076",NA,NA,NA,NA,NA,NA,NA,"IAN019077_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-04-08 17:43:40-03","EAO","IAN","22943","PreservedSpecimen","Plantae","Rutaceae","Fagara","tuberculata","Fagara tuberculata","Warming, JEB","Southern America","Brasil",NA,NA,NA,NA,"IAN022943","Dicotiledônea",NA,NA,"Engl.",NA,"1864",NA,NA,NA,NA,NA,NA,NA,"IAN022943_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:48:32-03","EAO","IAN","105538","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","monogynum","Zanthoxylum monogynum","Magalhães, MG",NA,NA,NA,NA,NA,NA,"IAN105538","Dicotiledônea",NA,NA,"A.St.-Hil.",NA,"5569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:48:32-03","EAO","IAN","106755","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","monogynum","Zanthoxylum monogynum","Magalhães, MG",NA,NA,NA,NA,NA,NA,"IAN106755","Dicotiledônea",NA,NA,"A.St.-Hil.",NA,"17685",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:48:32-03","EAO","IAN","59399","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","monogynum","Zanthoxylum monogynum","Pinto, GCP","Southern America","Brasil","Herb. Escola Agronômica Cruz das Almas.",NA,NA,NA,"IAN059399","Dicotiledônea",NA,NA,"A.St.-Hil.",NA,"509","1950","09",NA,"Bahia","Cruz das Almas","-39.1018981933594","-12.6700000762939",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14660","auto",NA,NA,NA,NA
"30","2021-03-30 12:48:32-03","EAO","IAN","165871","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","monogynum","Zanthoxylum monogynum","Silva, MFF da; Rosa, NA","Southern America","Brasil","Serra Norte-Carajás. Mata entre o Caldeirão e o Salobo.",NA,NA,"Árvore de 8mx40cm de circ. Coleção de madeira. Fruto imaturo parte verde, parte negra.","IAN165871","Dicotiledônea",NA,NA,"A.St.-Hil.","Groppo Jr, M","1573","1983","07","29","Pará","Marabá","-49.1178016662598","-5.36860990524292",NA,NA,NA,NA,"2002","11","20",NA,NA,NA,"262883","auto",NA,NA,NA,NA
"31","2019-10-09 11:24:15-03","UFBA","ALCB","01884","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","monogynum","Zanthoxylum monogynum","Torrend, Padre CSJ","Southern America","Brasil","Sudoeste",NA,NA,NA,"ALCB063530","Dicotyledon",NA,NA,"A.St.-Hil.","Pirani, JR","s/n",NA,NA,NA,"Bahia","Vitória da Conquista","-40.833333","-14.85",NA,NA,NA,NA,"1992",NA,NA,"-40.833333","-14.85",NA,NA,NA,NA,NA,NA,NA
"32","2019-10-09 11:24:15-03","UFBA","ALCB","046278","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","monogynum","Zanthoxylum monogynum","Guedes, ML; Silva, LB da; Loureiro, DM; Alves, L. de J.; Barros, DA","Southern America","Brasil","Piemonte da Diamantina, Margem direita do Rio Itapicuru-açu.",NA,NA,"Árvore de 2m de altura, espinescente, aromática. Folha cartácea formada por folíolos, discolor. Inflorescência terminal, flor em botões esverdeados.; Caatinga arbustiva-arbórea, de ca. 5m. de altura.",NA,"Dicotyledon",NA,NA,"A.St.-Hil.","Guedes, ML","6980","1999","12","20","Bahia","Pindobaçu","-40.35","-10.733333",NA,NA,NA,NA,"1999","12",NA,"-40.35","-10.733333",NA,NA,NA,NA,NA,NA,NA
"33","2019-10-09 11:24:15-03","UFBA","ALCB","06335","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","monogynum","Zanthoxylum monogynum","Pinto, GCP","Southern America","Brasil","Recôncavo Sul, Escola de Agronomia",NA,NA,"Arbusto de caule aculeado e multiramificado.",NA,"Dicotyledon",NA,NA,"A.St.-Hil.","Pirani, JR","s/n","1950","09",NA,"Bahia","Cruz das Almas","-39.1","-12.666667",NA,NA,NA,NA,"1992",NA,NA,"-39.1","-12.666667",NA,NA,NA,NA,NA,NA,NA
"34","2019-10-09 11:24:15-03","UFBA","ALCB","06338","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","monogynum","Zanthoxylum monogynum","Pinto, GCP","Southern America","Brasil","Recôncavo Sul, Escola de Agronomia",NA,NA,NA,NA,"Dicotyledon",NA,NA,"A.St.-Hil.","Pirani, JR","51-371","1951","10",NA,"Bahia","Cruz das Almas","-39.1","-12.666667",NA,NA,NA,NA,"1993",NA,NA,"-39.1","-12.666667",NA,NA,NA,NA,NA,NA,NA
"35","2019-10-09 11:24:15-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","monogynum","Zanthoxylum monogynum","Torrend, Padre CSJ","Southern America","Brasil","Sudoeste",NA,NA,NA,NA,"Dicotyledon",NA,NA,"A.St.-Hil.","Pirani, JR","s/n",NA,NA,NA,"Bahia","Vitória da Conquista","-40.833333","-14.85",NA,NA,NA,NA,"1992",NA,NA,"-40.833333","-14.85",NA,NA,NA,NA,NA,NA,NA
"36","2019-10-09 11:24:15-03","UFBA","ALCB","93562","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","monogynum","Zanthoxylum monogynum","Roque, N; Oliveira, RB; Teixeira, SR; Alves, M","Southern America","Brasil","Litoral Norte, Fazenda Experimental da Escola de Medicina Veterinária(UFBA).&nf;Reserva Florestal do povoado de Aguazinha",NA,NA,"ca. 3,0 m alt. Folhas discolores.","ALCB063531","Dicotyledon",NA,NA,"A.St.-Hil.","Pirani, JR","2474","2009","10","24","Bahia","Entre Rios","-38.084400177002","-11.9419002532959",NA,NA,NA,NA,"2013","09",NA,NA,NA,NA,"52418","auto",NA,NA,NA,NA
"37","2020-11-04 11:19:11-03","ESALQ","ESA","52707","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","monogynum","Zanthoxylum monogynum","Romão, G.O. ; Ferreira, M.A.P.",NA,"Brasil",NA,NA,NA,NA,"ESA052707","Magnoliophyta",NA,NA,"A.St.-Hil.","Ferreira, M.A.P.","1052.0","2004","04","09","Mato Grosso do Sul","Miranda","-56.3782997131348","-20.2406005859375","ESA052707",NA,NA,NA,NA,NA,NA,NA,NA,NA,"92112","auto",NA,NA,NA,NA
"38","2020-11-04 11:19:11-03","ESALQ","ESA","83896","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","monogynum","Zanthoxylum monogynum","Forzza, R.C. et al.",NA,"Brasil",NA,NA,NA,NA,"ESA083896","Magnoliophyta",NA,NA,"A.St.-Hi.","Pirani, J.R.","342.0","2001","10","21","Minas Gerais","Barroso","-43.9757995605469","-21.1868991851807","ESA083896",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7934","auto",NA,NA,NA,NA
"39","2020-11-04 12:16:08-03","ESALQ","ESA","133524","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","monogynum","Zanthoxylum monogynum","Toledo, C.A.P.; Rodrigues, M. C.; Vidal, C. Y.; Bochorny, T.; Pereira, L. C. S. M.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.",NA,"Brasil","Instituto de Zootecnia. Fragmento de Floresta Estacional Semidecidual degradado",NA,NA,"Árvore, 5 m, coletada na borda da mata.","ESA133524",NA,NA,NA,"A.St.-Hil.","Rodrigues, M. C.","71.0","2015","07","07","São Paulo","Nova Odessa","-47.28142","-22.76742",NA,"584","584",NA,"2015","07","07","-47.28142","-22.76742",NA,NA,NA,NA,NA,NA,NA
"40","2020-11-04 11:19:11-03","ESALQ","ESA","14524","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","monogynum","Zanthoxylum monogynum","Gabrielli, A.C. et al.",NA,"Brasil",NA,NA,NA,NA,"ESA014524","Magnoliophyta",NA,NA,"A.St.-Hil.","Pirani, J.R.","2092.0","1983","09","06","Minas Gerais","Poços de Caldas","-46.5614013671875","-21.7877998352051","ESA014524",NA,NA,NA,"2004","01","01",NA,NA,NA,"23696","auto",NA,NA,NA,NA
"41","2020-11-04 11:19:11-03","ESALQ","ESA","13191","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","monogynum","Zanthoxylum monogynum","Gabrielli, A.C. et al.",NA,"Brasil",NA,NA,NA,NA,"ESA013191","Magnoliophyta",NA,NA,"A.St.-Hil.","Pirani, J.R.","2092.0","1983","09","06","Minas Gerais","Poços de Caldas","-46.5614013671875","-21.7877998352051","ESA013191",NA,NA,NA,"2004","01","01",NA,NA,NA,"23696","auto",NA,NA,NA,NA
"42","2020-11-04 11:19:11-03","ESALQ","ESA","2514","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","monogynum","Zanthoxylum monogynum","Dedecca, D.; Santoro, J.",NA,"Brasil",NA,NA,NA,NA,"ESA002514","Magnoliophyta",NA,NA,"A.St.-Hil.","Pirani, J.R.",NA,"1947","05","28","São Paulo","Campinas","-47.060001373291","-22.8999996185303","ESA002514",NA,NA,NA,"2002","01","01",NA,NA,NA,"23900","auto",NA,NA,NA,NA
"43","2020-11-04 11:19:11-03","ESALQ","ESA","105419","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","monogynum","Zanthoxylum monogynum","Gorenstein, M.R.",NA,"Brasil",NA,NA,NA,NA,"ESA105419","Magnoliophyta",NA,NA,NA,"Souza, V.C.",NA,"2005","06","15","São Paulo","Gália","-49.5499992370605","-22.2900009155273","ESA105419",NA,NA,NA,NA,NA,NA,NA,NA,NA,"23314","auto",NA,NA,NA,NA
"44","2020-11-04 11:19:11-03","ESALQ","ESA","103645","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","monogynum","Zanthoxylum monogynum","Gorenstein, M.R.",NA,"Brasil",NA,NA,NA,NA,"ESA103645","Magnoliophyta",NA,NA,NA,"Durigan, G. & Franco, G.A.D.C.","25416.0","2005","06","15","São Paulo","Gália","-49.5499992370605","-22.2900009155273","ESA103645",NA,NA,NA,NA,NA,NA,NA,NA,NA,"23314","auto",NA,NA,NA,NA
"45","2015-07-02 14:04:07-03","JBP","HPL","10853","S","Plantae","Rutaceae","Zanthoxylum","cf. monogynum","Zanthoxylum cf. monogynum","R. Tsuji",NA,"Brasil","Coletado ca. 12km da cidade, em propriedade particular (fazenda).",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2628","2008","05","07","MG","Patos de Minas","-46.5181","-18.5789",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69541","auto",NA,NA,NA,NA
"46","2015-07-02 14:04:07-03","JBP","HPL","11338","S","Plantae","Rutaceae","Zanthoxylum","monogynum","Zanthoxylum monogynum","H. Lorenzi",NA,"Brasil","Coletado no Sítio de propriedade de João dos Santos Pinto; em área de mata de altitude.",NA,NA,NA,NA,NA,NA,NA,"A. St.-Hil.","H. Lorenzi","1226","1995","11","17","MG","Botelhos","-46.395","-21.6333",NA,NA,NA,NA,"1995","11","17",NA,NA,NA,"15837","auto",NA,NA,NA,NA
