"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","continentOcean","preparationType","previousCatalogNumber","recordNumber","phylum","order","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","infraspecificEpithet"
"92","2021-03-01 16:31:42-03","UNICAMP","UEC","137208","S","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.","Chautems, A","2004","02",NA,"Breier, TB; Breier, ACB","2002","12","08","Brazil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso, Parcelas pemanentes","-47.9199981689453","-25.0100002288818",NA,NA,"Epífita, fruto laranja","UEC134947","UEC134947",NA,NA,NA,NA,NA,"0757","Magnoliopsida",NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA
"93","2019-08-20 10:15:39-03","UNICAMP","UEC","137204","S","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.","Chautems, A","2004","02",NA,"Breier, TB; Singer, RB","2002","06","20","Brazil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso, Parcelas pemanentes","-47.9199981689453","-25.0100002288818",NA,NA,NA,"UEC134926","UEC134926",NA,NA,NA,NA,NA,"0209","Magnoliopsida",NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA
"94","2019-08-20 10:15:39-03","UNICAMP","UEC","137205","S","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.","Chautems, A","2004","02",NA,"Breier, TB; Singer, RB","2002","03","20","Brazil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso, Parcelas permanentes","-47.9199981689453","-25.0100002288818",NA,NA,NA,"UEC134929","UEC134929",NA,NA,NA,NA,NA,"0184","Magnoliopsida",NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA
"95","2019-08-20 10:15:39-03","UNICAMP","UEC","137203","S","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.","Chautems, A","2004","02",NA,"Breier, TB; Singer, RB","2002","07","01","Brazil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso, Parcelas permanentes","-47.9199981689453","-25.0100002288818",NA,NA,NA,"UEC134927","UEC134927",NA,NA,NA,NA,NA,"0289","Magnoliopsida",NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA
"96","2021-03-01 16:31:42-03","UNICAMP","UEC","137211","S","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.","Breier, TB","2004","09",NA,"Breier, TB; Singer, RB","2003","04","06","Brazil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso, Parcelas permanentes","-47.9199981689453","-25.0100002288818",NA,NA,"Caule vermelho, contato com o solo","UEC134940","UEC134940",NA,NA,NA,NA,NA,"980","Magnoliopsida",NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA
"97","2019-08-20 10:15:39-03","UNICAMP","UEC","137202","S","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.","Chautems, A","2004","02",NA,"Breier, TB; Andrade, MAR","2002","05","17","Brazil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso, Trilha didática","-47.9199981689453","-25.0100002288818",NA,NA,NA,"UEC134925","UEC134925",NA,NA,NA,NA,NA,"0001","Magnoliopsida",NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA
"98","2019-08-20 10:15:39-03","UNICAMP","UEC","137190","S","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.","Breier, TB","2004","09",NA,"Breier, TB; Singer, RB","2002","07","03","Brazil","São Paulo","Cananéia","Parque Estadual Ilha do Cardoso, Parcelas permanentes.","-47.9199981689453","-25.0100002288818",NA,NA,NA,"UEC134941","UEC134941",NA,NA,NA,NA,NA,"354b","Magnoliopsida",NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA
"99","2021-03-01 16:31:42-03","UNICAMP","UEC","194970","S","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.","Chautems, A","2020","05",NA,"Shimizu, GH","2004","05","29","Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.9900016784668","-23.8700008392334",NA,NA,"trepadeira; Mata Atlântica","UEC134025","UEC134025",NA,NA,NA,NA,NA,"s.n.","Magnoliopsida",NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA
"100","2019-08-20 10:15:39-03","UNICAMP","UEC","30705","S","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.","Chautems, A","1990",NA,NA,"Yamamoto, K; Marcondes-Ferreira, W; Chautems, A","1983","04","01","Brazil","São Paulo","Sete Barras","Reserva Floresta de Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,"ori, Epífeta; com fruto. Mata.","UEC134936","UEC134936",NA,NA,NA,NA,NA,"14607","Magnoliopsida",NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA
"101","2019-08-20 10:15:39-03","UNICAMP","UEC","30704","S","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.","Chautems, A","1990",NA,NA,"Yamamoto, K; Marcondes-Ferreira, W; Chautems, A","1983","04","01","Brazil","São Paulo","Sete Barras","Reserva Floresta de Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,"flor, Epífeta; flores brancas com corola internamente levemente róseas.","UEC134943","UEC134943",NA,NA,NA,NA,NA,"14606","Magnoliopsida",NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA
"102","2019-08-20 10:15:39-03","UNICAMP","UEC","5402","S","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.","Chautems, A","1990",NA,NA,"Davis, PH; Shepherd, GJ; Sakane, M","1976","09","10","Brazil","São Paulo","Sete Barras","Reserva Floresta de Sete Barras, C. 50 km from Sete Barras to São Miguel Arcanjo.","-47.9199981689453","-24.3799991607666",NA,NA,"flor, Steep rain forest, on clay. On mossy tree trunks. Flowers white.","UEC134935","UEC134935","100","100",NA,NA,NA,"60910","Magnoliopsida",NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA
"103","2019-08-20 10:15:39-03","UNICAMP","UEC","38556","S","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.","Chautems, A","1996","01",NA,"Semir, J; Yamamoto, K; Taroda, N","1985","06","16","Brazil","São Paulo","Ubatuba","Praia Dura","-45.0699996948242","-23.4300003051758",NA,NA,"ori, Epífeta, flor branca com pintas vinosas na corola. Borda de mata.","UEC134934","UEC134934",NA,NA,NA,NA,NA,"17649","Magnoliopsida",NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"104","2020-02-10 17:53:25-03","UNICAMP","UEC","5407","S","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.","Chautems, A","1996","01",NA,"Davis, PH; Shepherd, GJ; Makino, H; Silvestre, MSF; Jung, SL","1976","08","20","Brazil","São Paulo","Ubatuba","Serra do Mar, Serra do Mar above Ubatuba.","-45.0699996948242","-23.4300003051758",NA,NA,"ori, Coastal rain forest, on mossy tree trunks. Repent herb. Leaves fleshy. Coralla pink. Berry yellow, white reddish calyx.","UEC134946","UEC134946","20","40",NA,NA,NA,"59748","Magnoliopsida",NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"105","2019-08-20 10:15:39-03","UNICAMP","UEC","73614","S","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.","Chautems, A","1996","01",NA,"Assis, MA; Furlan, A; Carneiro, CE; Farinaccio, MA; Cavalcanti, DC; Scudeller, VV","1994","08","26","Brazil","São Paulo","Ubatuba","Trilha do Camburi, Km 01 da Rodovia Rio-Santos.","-45.0699996948242","-23.4300003051758",NA,NA,"ori, Trepadeira sobre rochas. Flores brancas, fauce roxa. Frutos imaturos verdes. Mata Atlântica.","UEC134930","UEC134930",NA,NA,NA,NA,NA,"264","Magnoliopsida",NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"106","2019-08-20 10:15:39-03","UNICAMP","UEC","5406","S","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.","Chautems, A","1996","01",NA,"Davis, PH; Shepherd, GJ; Makino, H; Jung, SL","1976","08","22","Brazil","São Paulo","Ubatuba","Ubatuba to Caraguatatuba","-45.0699996948242","-23.4300003051758",NA,NA,"ori, Rain forest. Tree trunk epiphyte. Berry yellow.","UEC134933","UEC134933","10","20",NA,NA,NA,"59943","Magnoliopsida",NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"107","2019-01-17 11:25:52-02","PUCRS","MPUC","12066","S","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Less.","C.A. Mondin","2009","01","01",NA,"2009","06","07","Brasil","RS","Dom Pedro de Alcântara","Morrinho de Porto Fagundes","-49.8497222","-29.3694444","-49.8497222000","-29.3694444000","Epífita",NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Lamiales",NA,NA,NA,"Magnoliopsida",NA,NA,"76","1",NA
"108","2020-10-14 10:01:49-03","FURB","FURB","13791","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.","Gasper, AL de","2010","07","26","Gasper, A.L. de; Korte, A.; Cadorin, T.J. & Schmitt, J.","2009","07","29","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí - Trilha da Chuva.","-49.0816667","-27.0575","-49.0816667","-27.0575000","Coleta Extra IFFSC (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; mata ciliar Habito: epífita;","FURB25862","FURB25862","350","350",NA,NA,NA,"2203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2020-10-14 10:01:49-03","FURB","FURB","13811","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.","Gasper, AL de","2010","08","10","Verdi, M.; Klemz, G. & Torres, J.F.","2009","08","06","Brasil","Santa Catarina","Siderópolis","Belvedere Baixo.","-49.41","-28.53","-49.4100000","-28.5300000","Coleta Extra IFFSC (Epífita) Habitat: Floresta Ombrófila Densa; Habito: epífita; flor branca","FURB25860","FURB25860","229","229",NA,NA,NA,"2514",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2020-10-14 10:01:49-03","FURB","FURB","13889","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.","Gasper, AL de","2010","01","21","Souza, N.L. de; Brogni, E. & Dallacorte, F.","2009","08","14","Brasil","Santa Catarina","Blumenau","Comunidade Nova Rússia.","-49.1127778","-27.0377777","-49.1127778","-27.0377777","Coleta próxima aos limites do Parque Nacional da Serra do Itajaí. Habitat: Floresta Ombrófila Densa; borda da mata Habito: epífita; flor branca","FURB25856","FURB25856","264","264",NA,NA,NA,"205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2020-10-14 10:01:49-03","FURB","FURB","14161","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.","Gasper, AL de","2009","10","06","Cadorin, T.J.; Schimitt, J.L. & Gasper, A.L. de","2009","09","16","Brasil","Santa Catarina","Porto Belo",NA,"-48.6019444","-27.1494444","-48.6019444","-27.1494444","Epífita IFFSC e8002a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio médio de regeneração Habito: epífita;","FURB25827","FURB25827","3","3",NA,NA,NA,"87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2020-10-14 10:01:49-03","FURB","FURB","14183","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.","Gasper, AL de","2009","10","10","Schmitt, J.L.; Cadorin, T.J. & Gasper, A.L. de","2009","09","14","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí - Spitzkopf.","-49.1180556","-27.0069444","-49.1180556","-27.0069444","Epífita IFFSC e8001a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita de tronco caído;","FURB25829","FURB25829","249","249",NA,NA,NA,"28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2020-10-14 10:01:49-03","FURB","FURB","14185","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.","Gasper, AL de","2009","10","10","Schmitt, J.L.; Cadorin, T.J. & Gasper, A.L. de","2009","09","14","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí - Spitzkopf.","-49.1180556","-27.0069444","-49.1180556","-27.0069444","Epífita IFFSC e8001a (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;","FURB25830","FURB25830","249","249",NA,NA,NA,"33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2020-10-14 10:01:49-03","FURB","FURB","15029","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.","Gasper, AL de","2009","11","01","Schmitt, J.L.; Cadorin, T.J. & Gasper, A.L. de","2009","09","30","Brasil","Santa Catarina","Garuva","Sol Nascente.","-48.7272223","-26.055","-48.7272223","-26.0550000","Epífita IFFSC e8000a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio Avançado Habito: epífita de tronco caído;","FURB25826","FURB25826","13","13",NA,NA,NA,"104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2020-10-14 10:01:49-03","FURB","FURB","15106","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.","Gasper, AL de","2009","11","01","Schmitt, J.L.; Cadorin, T.J. & Caglioni, E.","2009","10","13","Brasil","Santa Catarina","Botuverá","Cinema.","-49.23","-27.27","-49.2300000","-27.2700000","Epífita IFFSC e466a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor branca","FURB25825","FURB25825","569","569",NA,NA,NA,"294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2020-10-14 10:01:49-03","FURB","FURB","15173","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.","Gasper, AL de","2009","11","01","Schmitt, J.L.; Cadorin, T.J. & Caglioni, E.","2009","10","09","Brasil","Santa Catarina","Taió","Passo Manso, Fazenda Tarumã.","-50.1294445","-27.0002778","-50.1294445","-27.0002778","Epífita IFFSC e625a (Acima de 4m), forófito 1. Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor branca","FURB25828","FURB25828","812","812",NA,NA,NA,"231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-10-14 10:01:49-03","FURB","FURB","15515","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.","Gasper, AL de","2009","11","01","Korte, A.; Kniess, A.","2009","10","15","Brasil","Santa Catarina","Presidente Nereu","Braço Thieme.","-49.3208334","-27.2716667","-49.3208334","-27.2716667","Florística IFFSC 465 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor branca","FURB25816","FURB25816","458","458",NA,NA,NA,"498",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-10-14 10:01:49-03","FURB","FURB","15527","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.","Schmitt, JL","2009","10","27","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2009","10","27","Brasil","Santa Catarina","Presidente Nereu","Braço do Salão - Fazenda Sabiá.","-49.2313889","-27.1813889","-49.2313889","-27.1813889","Epífita IFFSC e518a (Acima de 4m). Forófito 1. Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; Fruto laranja;","FURB25831","FURB25831","533","533",NA,NA,NA,"356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2020-10-14 10:01:49-03","FURB","FURB","15572","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.","Gasper, AL de","2009","10","17","Verdi, M.; Klettenberg, D.H. & Klemz, G.","2009","10","17","Brasil","Santa Catarina","Timbé do Sul","Vila Belmiro.","-49.86","-28.8","-49.8600000","-28.8000000","Florística IFFSC 28 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: epífita; flor branca","FURB25834","FURB25834","360","360",NA,NA,NA,"2787",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2019-11-08 08:52:19-03","FURB","FURB","16227","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.","Gasper, AL de","2009","12","01","Bachmann, V.","2009","12","01","Brasil","Santa Catarina","Blumenau","Rua Franz Volles, 743. Bairro Itoupava Central.","-49.0983333","-26.8372222","-49.0983333","-26.8372222",NA,"FURB25832","FURB25832",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-10-14 10:01:49-03","FURB","FURB","16921","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.","Schmitt, JL","2009","11","24","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2009","11","24","Brasil","Santa Catarina","Treviso","Brasília.","-49.4986111","-28.4436111","-49.4986111","-28.4436111","Epífita IFFSC e74a (Acima de 4m). Sobre forófito 5. Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;","FURB25818","FURB25818","572","572",NA,NA,NA,"743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-10-14 10:01:49-03","FURB","FURB","17730","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.","Chautems, A","2010","04","26","Korte, A.; Kniess, A.","2009","09","17","Brasil","Santa Catarina","Leoberto Leal","Tigre.","-49.23","-27.3597222","-49.2300000","-27.3597222","Florística IFFSC 424 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: epífita; flor branca","FURB25839","FURB25839","438","438",NA,NA,NA,"186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-10-14 10:01:49-03","FURB","FURB","18836","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.","Schmitt, J","2009","12","11","Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","2009","12","11","Brasil","Santa Catarina","Morro Grande","Três Barras.","-49.77","-28.71","-49.7700000","-28.7100000","Epífita IFFSC e37a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita em galho caido;","FURB25852","FURB25852","203","203",NA,NA,NA,"929",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2019-11-08 08:52:20-03","FURB","FURB","18841","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.","Chautems, A","2010","04","26","Cadorin, T.J.; Uller, H.F. & Oliveira, C.P.L.","2009","12","10","Brasil","Santa Catarina","Joinville",NA,"-49.0477777","-26.1925","-49.0477777","-26.1925000",NA,"FURB25857","FURB25857","576","576",NA,NA,NA,"840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2020-10-14 10:01:49-03","FURB","FURB","19477","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.","Schmitt, JL","2009","11","19","Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","2009","11","19","Brasil","Santa Catarina","Siderópolis","Serrinha.","-49.59","-28.62","-49.5900000","-28.6200000","Epífita IFFSC e47a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: epífita; Fruto verde;","FURB25851","FURB25851","479","479",NA,NA,NA,"640",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-10-14 10:01:49-03","FURB","FURB","19532","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.","Gasper, AL de","2010","01","25","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.","2009","11","21","Brasil","Santa Catarina","São Bento do Sul","Braço esquerdo.","-49.2355555","-26.365","-49.2355555","-26.3650000","Epífita IFFSC e993a (Acima de 4m). Forófito 6. Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita; Fruto amarela;","FURB25846","FURB25846","417","417",NA,NA,NA,"797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-10-14 10:01:49-03","FURB","FURB","19754","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.","Gasper, AL de","2010","01","25","Stival-Santos, A.; Legal, E. & Silveira, S.","2010","02","18","Brasil","Santa Catarina","Angelina","2 km Centro de Angelina.","-48.9727778","-27.58","-48.9727778","-27.5800000","Coleta Extra IFFSC (Epífita) Habitat: Ecótono Floresta O. Densa e F.O. Mista; pastagem Habito: epífita; Fruto laranja;","FURB25853","FURB25853","621","621",NA,NA,NA,"1599",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-10-14 10:01:49-03","FURB","FURB","20021","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.","Schmitt, J","2010","03","10","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","02","01","Brasil","Santa Catarina","Paulo Lopes","Sertão do Campo.","-48.7619444","-27.8788889","-48.7619444","-27.8788889","Epífita IFFSC e226a (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; mata ciliar Habito: epífita; Fruto laranja;","FURB25850","FURB25850","180","180",NA,NA,NA,"1268",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-10-14 10:01:49-03","FURB","FURB","21254","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.","Schmitt, J","2010","03","15","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","01","28","Brasil","Santa Catarina","Imaruí","Forquilinha.","-48.8697223","-28.1647222","-48.8697223","-28.1647222","Epífita IFFSC e148a (Acima de 4m) - sobre forófito 5 Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita de arbórea; Fruto laranja;","FURB25849","FURB25849","666","666",NA,NA,NA,"1171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-10-14 10:01:49-03","FURB","FURB","21277","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.","Schmitt, J","2010","03","15","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","01","26","Brasil","Santa Catarina","São Martinho","Chicão.","-48.87","-28.08","-48.8700000","-28.0800000","Epífita IFFSC e173a (Acima de 4m) - sobre forófito 3 Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita de arbórea; Fruto em desenvolvimento;","FURB25848","FURB25848","526","526",NA,NA,NA,"1026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-10-14 10:01:49-03","FURB","FURB","21438","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.","Chautems, A","2010","04","26","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2010","02","16","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí - Morro do Spitzkopf.","-49.1180556","-27.0069444","-49.1180556","-27.0069444","Epífita IFFSC e8001b (Acima de 4m) - sobre forófito 4 Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor botão floral branco","FURB25861","FURB25861","249","249",NA,NA,NA,"1282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-10-14 10:01:49-03","FURB","FURB","21701","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.","Gasper, AL de","2010","03","23","Korte, A.; Kniess, A.","2010","02","18","Brasil","Santa Catarina","Taió","Fazenda Tarumã.","-50.1305556","-27.0002778","-50.1305556","-27.0002778","Florística IFFSC 625 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; Fruto amarela;","FURB25855","FURB25855","802","802",NA,NA,NA,"1829",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2020-10-14 10:01:49-03","FURB","FURB","22529","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.","Gasper, AL de","2010","04","05","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2010","03","12","Brasil","Santa Catarina","Florianópolis","Vargem Grande.","-48.43","-27.4791667","-48.4300000","-27.4791667","Epífita IFFSC e8005a (Acima de 4m) - sobre forófito 7 Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: epífita; flor branca","FURB25845","FURB25845","211","211",NA,NA,NA,"1593",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2020-10-14 10:01:49-03","FURB","FURB","22543","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.","Gasper, AL de","2010","03","10","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2010","03","10","Brasil","Santa Catarina","Florianópolis","Parque Municipal da Lagoa do Peri.","-48.535","-27.7241667","-48.5350000","-27.7241667","Epífita IFFSC e8003a (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Primário Habito: epífita; flor botão floral branco","FURB25842","FURB25842","317","317",NA,NA,NA,"1546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-10-14 10:01:49-03","FURB","FURB","22614","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.","Gasper, AL de","2010","04","05","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2010","03","16","Brasil","Santa Catarina","Florianópolis","Pântano do Sul (Parque Municipal da Lagoinha do Leste).","-48.4925","-27.7752778","-48.4925000","-27.7752778","Epífita IFFSC e8006a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor branca","FURB25847","FURB25847","46","46",NA,NA,NA,"1689",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-10-14 10:01:49-03","FURB","FURB","22792","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.","Schmitt, J","2010","04","07","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","03","16","Brasil","Santa Catarina","Presidente Nereu","Braço do Solão.","-49.2313889","-27.1813889","-49.2313889","-27.1813889","Epífita IFFSC e518b (Acima de 4m) - sobre forófito 10 Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita de arbórea; flor branca","FURB25821","FURB25821","533","533",NA,NA,NA,"1667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
