"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","relatedCatalogItem","occurrenceRemarks","barcode","phylum","order","typeStatus","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","class","dayIdentified","fieldNumber","individualCount"
"14","2021-03-15 16:37:00-03","NY","NYBG","01142797","PreservedSpecimen","Plantae","Meliaceae","Swietenia","macrophylla","Swietenia macrophylla","King","B. T. Styles","E. de Oliveira","3360","1965","09","02","Brazil","Pará","Belém","Parque de Aeronautica.","-48.5044","-1.45583",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1585679' target='other'> <mi>dwc_moreinfo</mi></a>","NY01142797","Magnoliophyta","Sapindales",NA,"South America",NA,NA,"sheet","NY01142797_01",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01067925","PreservedSpecimen","Plantae","Meliaceae","Swietenia","macrophylla","Swietenia macrophylla","King","J. A. Kallunki","C. A. Cid Ferreira","4872","1984","06","28","Brazil","Rondônia","Presidente Medici","BR 364, rodovia Cuiabá- Porto Velho, km 300, estrada para Alvorada do Oeste, km 24, linha 110","-62.63","-11.12",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1217196' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067925","Magnoliophyta","Sapindales",NA,"South America",NA,NA,"separate fruit","NY01067925_01",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01392324","PreservedSpecimen","Plantae","Meliaceae","Swietenia","macrophylla","Swietenia macrophylla","King","J. A. Kallunki","C. A. Cid Ferreira","4872","1984","06","28","Brazil","Rondônia","Presidente Medici","BR 364, rodovia Cuiabá- Porto Velho, km 300, estrada para Alvorada do Oeste, km 24, linha 110","-62.63","-11.12",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1608112' target='other'> <mi>dwc_moreinfo</mi></a>","NY01392324","Magnoliophyta","Sapindales",NA,"South America",NA,NA,"separate fruit","NY01392324_01 NY01392324_02",NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-10-21 20:59:00-02","NY","NYBG","54779","PreservedSpecimen","Plantae","Meliaceae","Swietenia","tessmannii","Swietenia tessmannii",NA,NA,"G. Tessmann","5448","1925","10",NA,"Peru",NA,NA,"Yanua [?] cocha, Rio Ucayali; East Peru",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=712819' target='other'> <mi>dwc_moreinfo</mi></a>","NY00054779","Magnoliophyta","Sapindales","type","South America",NA,NA,"sheet","NY00054779_01",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-01-28 13:11:25-03","MCN-PUC-MINAS","HPUC-MG","ANG1380","S","Plantae","Meliaceae","Swietenia","macrophylla","Swietenia macrophylla",NA,"M.F.V.Starling","Otto,I.",NA,"2012","10","21","Brasil","Minas Gerais","Belo Horizonte","Campus Puc Minas, lateral do muro predio 24","-43.937801361084","-19.9207992553711",NA,NA,NA,"Odor adocicado, flor bege claro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA
"19","2019-11-19 10:30:56-03","MCN-PUC-MINAS","HPUC-MG","CARP425","S","Plantae","Meliaceae","Swietenia","macrophylla","Swietenia macrophylla",NA,"M.F.V.Starling","K.Bazzoni",NA,"2008",NA,NA,"Brasil","Minas Gerais","Belo Horizonte","Jardim PUC Minas - Prédio 24","-43.992222","-19.923611","43º59'32''W","19º55'25''S",NA,"Tipo de Fruto: Cápsula septífraga",NA,NA,NA,NA,NA,"934","934",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-13 09:20:17-03","UFRJ","RFA","21581","PreservedSpecimen","Plantae","Meliaceae","Swietenia","macrophylla","Swietenia macrophylla","King",NA,"E.P. Heringer","16600","1976","07","25","Brasil","Distrito Federal","Brasília","Praça dos Ministérios","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Árvore plantada na Praça dos Ministérios em 1961, de sementes procedentes de duas outras árvores plantadas em 1947 em Rio Paula, MG. Os plantios foram realizador pro E. P. Heringer. Estas árvores com 15 anos floresceram e frutificaram","RFA16917",NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"21","2021-04-08 17:42:48-03","EAO","IAN","XILO3020","PreservedSpecimen","Plantae","Meliaceae","Swietenia","macrophylla","Swietenia macrophylla","King",NA,"Pires, JM; Belém, RP","12660","1970","09",NA,"Brasil","Pará","Tocantins","Rio Itacaiunas, afluente do rio Tocantins, Serra Buritirama(B-4), região com minério de manganês.","-5.516667","50.216667","-5.516667","50.216667",NA,"Árvore de 45m e 110cm de diâmetro, em várzea com açai. Cálice e corola esverdeados; coluna de estames amarelada com a base avermelhada. Sementes marrons.","IANXILO3020","Dicotiledônea",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-04-08 17:42:48-03","EAO","IAN","XILO5589X","PreservedSpecimen","Plantae","Meliaceae","Swietenia","macrophylla","Swietenia macrophylla","King",NA,"sc","s.n.","1991","06","27","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IANXILO5589X","Dicotiledônea",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-04-08 17:42:48-03","EAO","IAN","XILO5612X","PreservedSpecimen","Plantae","Meliaceae","Swietenia","macrophylla","Swietenia macrophylla","King",NA,"sc","s.n.","1991","06","28","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IANXILO5612X","Dicotiledônea",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-04-08 17:42:48-03","EAO","IAN","XILO5612X","PreservedSpecimen","Plantae","Meliaceae","Swietenia","macrophylla","Swietenia macrophylla","King",NA,"sc","s.n.","1991","06","28","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IANXILO5612X","Dicotiledônea",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-30 12:45:02-03","EAO","IAN","111300","PreservedSpecimen","Plantae","Meliaceae","Swietenia","macrophylla","Swietenia macrophylla","King",NA,"Oliveira, E","1457","1961","03","19","Brasil","Goiás",NA,"Rio Corda, afluente do Araguaia, região de Xambioá.",NA,NA,NA,NA,NA,"Árvore de 25 mts. com 1.10cm de diâmetro. Supervisionado por R.L.Fróes FAO.","IAN111300","Dicotiledônea",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-30 12:45:02-03","EAO","IAN","112381","PreservedSpecimen","Plantae","Meliaceae","Swietenia","macrophylla","Swietenia macrophylla","King",NA,"Oliveira, E","1802","1961","08","22","Brasil","Goiás",NA,"Igarapé Ucuricaca, região de Araguatins.",NA,NA,NA,NA,NA,"Árvore de 18 mts.; flores branca ainda em botão, terreno campestre serrado.","IAN112381","Dicotiledônea",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:45:02-03","EAO","IAN","112412","PreservedSpecimen","Plantae","Meliaceae","Swietenia","macrophylla","Swietenia macrophylla","King",NA,"Oliveira, E","1834","1961","08","28","Brasil","Goiás",NA,"Num horto da cidade de Araguatins, Rio Araguaia, região de Araguatins.",NA,NA,NA,NA,NA,"Árvore de 4-5 mts.","IAN112412","Dicotiledônea",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:45:02-03","EAO","IAN","128765","PreservedSpecimen","Plantae","Meliaceae","Swietenia","macrophylla","Swietenia macrophylla","King",NA,"Pires, JM; Belém, RP","12660","1970","09",NA,"Brasil","Pará","Tocantins","Rio Itacaiunas, afluente do rio Tocantins, Serra Buritirama(B-4), região com minério de manganês.","-5.516667","50.216667","-5.516667","50.216667",NA,"Árvore de 45m e 110cm de diâmetro, em várzea com açai. Cálice e corola esverdeados; coluna de estames amarelada com a base avermelhada. Sementes marrons.","IAN128765","Dicotiledônea",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:45:02-03","EAO","IAN","42073","PreservedSpecimen","Plantae","Meliaceae","Swietenia","macrophylla","Swietenia macrophylla","King",NA,"Fróes, RL","23392","1948","09","05","Brasil","Pará",NA,"Igarape Remansinho;rio Tocantins",NA,NA,NA,NA,NA,"Tree,18m,70cm,fruit.pud separate bags;same conditions and place as the privious trees.","IAN042073","Dicotiledônea",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-30 12:45:02-03","EAO","IAN","169944","PreservedSpecimen","Plantae","Meliaceae","Swietenia","macrophylla","Swietenia macrophylla","King",NA,"sc","4807",NA,NA,NA,"Brasil","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"IAN169944","Dicotiledônea",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-30 12:45:02-03","EAO","IAN","169945","PreservedSpecimen","Plantae","Meliaceae","Swietenia","macrophylla","Swietenia macrophylla","King",NA,"sc","4808",NA,NA,NA,"Brasil","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"IAN169945","Dicotiledônea",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-04-08 17:42:48-03","EAO","IAN","XILO6230X","PreservedSpecimen","Plantae","Meliaceae","Swietenia","macrophylla","Swietenia macrophylla","King",NA,"Cardoso, ON","s.n.","1982","08","07","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IANXILO6230X","Dicotiledônea",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-30 12:45:02-03","EAO","IAN","33092","PreservedSpecimen","Plantae","Meliaceae","Swietenia","macrophylla","Swietenia macrophylla","King",NA,"Black, GA","2353","1948","03","12","Brasil","Pará",NA,"Região do Rio Capim, igarapé Paruru do afluente Caratateua, uma porção de árvores juntas.",NA,NA,NA,NA,NA,"Árvore 34m., com sapopema, Cavaqueiro; madeira quando cortada vermelha clara; casca de malhas soltas; circunferência 3,3m.","IAN033092","Dicotiledônea",NA,NA,"Southern America",NA,NA,NA,"IAN033092 IAN033092_1 IAN033092_e",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-30 12:45:02-03","EAO","IAN","35767","PreservedSpecimen","Plantae","Meliaceae","Swietenia","macrophylla","Swietenia macrophylla","King",NA,"Wisniewski, A","s.n.","1948","09",NA,"Brasil","Pará","Tocantins",NA,NA,NA,NA,NA,NA,NA,"IAN035767","Dicotiledônea",NA,NA,"Southern America",NA,NA,NA,"IAN035767 IAN035767_e",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:45:02-03","EAO","IAN","39267","PreservedSpecimen","Plantae","Meliaceae","Swietenia","macrophylla","Swietenia macrophylla","King",NA,"Fróes, RL; Black, GA","24539","1949","06","18","Brasil","Pará",NA,"Cocal do rio Itacaiuna, Serubin, mata.",NA,NA,NA,NA,NA,"Árvore de 24m; fruto de 8cm de comprimento, de cor castanho-esverdeado.","IAN039267","Dicotiledônea",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-30 12:45:02-03","EAO","IAN","42071","PreservedSpecimen","Plantae","Meliaceae","Swietenia","macrophylla","Swietenia macrophylla","King",NA,"Fróes, RL","23392","1948","09","05","Brasil","Pará",NA,"Remansinho, rio Tocantins.",NA,NA,NA,NA,NA,"Tree, 24m x 1m. D.B.H.; buttresses, 80cm high; red brown wood; yellow flowers, fragrant odor. Terra firme low flooded land during march and april; Tree 100m away from flowing creek.","IAN042071","Dicotiledônea",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-30 12:45:02-03","EAO","IAN","42072","PreservedSpecimen","Plantae","Meliaceae","Swietenia","macrophylla","Swietenia macrophylla","King",NA,"Fróes, RL","23392","1948","09","05","Brasil","Pará",NA,"Remansinho, rio Tocantins.",NA,NA,NA,NA,NA,"Tree, 24m x 1m. D.B.H.; buttresses, 80cm high; red brown wood; yellow flowers, fragrant odor. Terra firme low flooded land during march and april; Tree 100m away from flowing creek.","IAN042072","Dicotiledônea",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-30 12:45:02-03","EAO","IAN","64033","PreservedSpecimen","Plantae","Meliaceae","Swietenia","macrophylla","Swietenia macrophylla","King",NA,"Fróes, RL","27005","1951","04","23","Brasil","Pará","Tocantins","Rio Vermelho; Gruta Verde; região do Tocantins.",NA,NA,NA,NA,NA,"Árvore de 18m; 1.20 de altura até o primeiro garfo ou forquilha; duas achas de 80cm para o IAN.&nf;Nota: Com duas toras de madeira para o U.S.A.","IAN064033","Dicotiledônea",NA,NA,"Southern America",NA,NA,NA,"IAN064033 IAN064033_e",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-30 12:45:02-03","EAO","IAN","79608","PreservedSpecimen","Plantae","Meliaceae","Swietenia","macrophylla","Swietenia macrophylla","King",NA,"Fróes, RL","29734","1953","06","13","Brasil","Goiás",NA,"Estrada de Pedra Branca, para os campos de Goiás; região do igarapé Lontra; terra firme, baixa, mata virgem.",NA,NA,NA,NA,NA,"Árvore de 20 metros.","IAN079608","Dicotiledônea",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-30 12:45:02-03","EAO","IAN","87821","PreservedSpecimen","Plantae","Meliaceae","Swietenia","macrophylla","Swietenia macrophylla","King",NA,"Fróes, RL","26921","1951","04","20","Brasil","Pará",NA,"Rio Vermelho, boca do Igarapé Cardoso, região do Tocantins, terra firme alta, floresta alta.",NA,NA,NA,NA,NA,"Árvore de 35 metros.","IAN087821","Dicotiledônea",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-30 12:45:02-03","EAO","IAN","99776","PreservedSpecimen","Plantae","Meliaceae","Swietenia","macrophylla","Swietenia macrophylla","King",NA,"Fróes, RL","33565","1957","09",NA,"Brasil","Mato Grosso",NA,"Estrada de Rodagem Cuiabá-Rosário, Serra da Curupira.",NA,NA,NA,NA,NA,"Árvore, 30 metros; mata das quebradas da serra.","IAN099776","Dicotiledônea",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-04-08 17:42:48-03","EAO","IAN","XILO3019","PreservedSpecimen","Plantae","Meliaceae","Swietenia","macrophylla","Swietenia macrophylla","King",NA,"Pires, JM; Belém, RP","12660","1970","09",NA,"Brasil","Pará","Tocantins","Rio Itacaiunas, afluente do rio Tocantins, Serra Buritirama(B-4), região com minério de manganês.","-5.516667","50.216667","-5.516667","50.216667",NA,"Árvore de 45m e 110cm de diâmetro, em várzea com açai. Cálice e corola esverdeados; coluna de estames amarelada com a base avermelhada. Sementes marrons.","IANXILO3019","Dicotiledônea",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-04-08 17:42:48-03","EAO","IAN","XILO","PreservedSpecimen","Plantae","Meliaceae","Swietenia","macrophylla","Swietenia macrophylla","King",NA,"Oliveira, E","1834","1961","08","28","Brasil","Goiás",NA,"Num horto da cidade de Araguatins, Rio Araguaia, região de Araguatins.",NA,NA,NA,NA,NA,"Árvore de 4-5 mts.","IAN00XILO","Dicotiledônea",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-04-08 17:42:48-03","EAO","IAN","XILO3017","PreservedSpecimen","Plantae","Meliaceae","Swietenia","macrophylla","Swietenia macrophylla","King",NA,"Oliveira, E","1802","1961","08","22","Brasil","Goiás",NA,"Igarapé Ucuricaca, região de Araguatins.",NA,NA,NA,NA,NA,"Árvore de 18 mts.; flores branca ainda em botão, terreno campestre serrado.","IANXILO3017","Dicotiledônea",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-04-08 17:42:48-03","EAO","IAN","XILO3018","PreservedSpecimen","Plantae","Meliaceae","Swietenia","macrophylla","Swietenia macrophylla","King",NA,"Oliveira, E","1834","1961","08","28","Brasil","Goiás",NA,"Num horto da cidade de Araguatins, Rio Araguaia, região de Araguatins.",NA,NA,NA,NA,NA,"Árvore de 4-5 mts.","IANXILO3018","Dicotiledônea",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-04-08 17:42:48-03","EAO","IAN","XILO4972X","PreservedSpecimen","Plantae","Meliaceae","Swietenia","macrophylla","Swietenia macrophylla","King",NA,"sc","s.n.",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IANXILO4972X","Dicotiledônea",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-04-08 17:42:48-03","EAO","IAN","XILO4972X","PreservedSpecimen","Plantae","Meliaceae","Swietenia","macrophylla","Swietenia macrophylla","King",NA,"sc","s.n.",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IANXILO4972X","Dicotiledônea",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-04-08 17:42:48-03","EAO","IAN","XILO5589X","PreservedSpecimen","Plantae","Meliaceae","Swietenia","macrophylla","Swietenia macrophylla","King",NA,"sc","s.n.","1991","06","27","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IANXILO5589X","Dicotiledônea",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-04-08 17:42:48-03","EAO","IAN","XILO6230X","PreservedSpecimen","Plantae","Meliaceae","Swietenia","macrophylla","Swietenia macrophylla","King",NA,"Cardoso, ON","s.n.","1982","08","07","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IANXILO6230X","Dicotiledônea",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-04-08 17:42:48-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Meliaceae","Swietenia","macrophylla","Swietenia macrophylla","King",NA,"Fróes, RL","29734","1953","06","13","Brasil","Goiás",NA,"Estrada de Pedra Branca, para os campos de Goiás; região do igarapé Lontra; terra firme, baixa, mata virgem.",NA,NA,NA,NA,NA,"Árvore de 20 metros.",NA,"Dicotiledônea",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
