"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","geoFlag","continentOcean","preparationType","previousCatalogNumber","barcode","imagecode","class","typeStatus","eventTime","fieldNumber","infraspecificEpithet","individualCount","relatedCatalogItem"
"194","2020-12-11 11:36:44-03","UFMG","BHCB","144867","PreservedSpecimen","Plantae","Dicotyledon",NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,"2011","04","23","Carmo, FF","5500","2010","10","30","Brasil","Minas Gerais","Catas Altas","Chapada de Canga","-43.405278","-20.137361","-43.405278","-20.137361",NA,"910","910","Coletado em lagoa temporária. Afloramento de canga.",NA,"Southern America",NA,NA,"BHCB035227",NA,NA,NA,NA,NA,NA,NA,NA
"195","2020-12-11 11:36:44-03","UFMG","BHCB","184353","PreservedSpecimen","Plantae","Dicotyledon",NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,"2016","03","30","Mota, RC da","3710","2016","03","16","Brasil","Minas Gerais","Catas Altas","Chapada de Canga","-43.385","-20.129167","-43.385","-20.129167",NA,"918","918","Projeto desenvolvido pelo Instituto Prístino!; Erva semi-aquática; flores castanho-avermelhadas.; Coletada em lagoa sazonal",NA,"Southern America",NA,NA,"BHCB041414",NA,NA,NA,NA,NA,NA,NA,NA
"196","2020-12-11 11:36:44-03","UFMG","BHCB","186725","PreservedSpecimen","Plantae","Dicotyledon",NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,"2016","08","24","Vidal, CV","s.n.","2016","07","28","Brasil","Minas Gerais","Mariana",NA,"-43.432778","-20.1625","-43.432778","-20.1625",NA,"900","900","Ambientes Aquáticos no Campo rupestre sobre Formação Ferrífera",NA,"Southern America",NA,NA,"BHCB186725",NA,NA,NA,NA,NA,NA,NA,NA
"197","2020-12-11 11:36:44-03","UFMG","BHCB","96980","PreservedSpecimen","Plantae","Dicotyledon",NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Mota, RC da; Arruda, L","2984","2006","02","03","Brasil","Minas Gerais","Catas Altas","Mina do Fazendão.","-43.4075012207031","-20.0746994018555",NA,NA,"11966",NA,NA,"Planta coletada em margem de lago sazonal de canga, tendo sua base coberta de água; flores acastanha","auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2020-12-11 11:36:44-03","UFMG","BHCB","92574","PreservedSpecimen","Plantae","Dicotyledon",NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,"2015","02","25","Mota, RC da","2695","2004","11","15","Brasil","Minas Gerais","Catas Altas","Serra do Caraça., Próximo ao Bosque do Padre Leite","-43.4075012207031","-20.0746994018555",NA,NA,"11966",NA,NA,"Erva terrestre; folhas vesdes, caule avermelhado, flores acastanhadas; Planta coletada em campo limpo brejoso","auto","Southern America",NA,NA,"BHCB010451",NA,NA,NA,NA,NA,NA,NA,NA
"199","2020-12-11 11:44:11-03","UFMG","BHCB","62641","PreservedSpecimen","Plantae","Monocotyledon",NA,"Hydrocharitaceae","Serpicula","brasiliensis","Serpicula brasiliensis",NA,NA,NA,NA,NA,"Barreto, HLM","10809","1940","02","22","Brasil","Minas Gerais","Jaboticatubas",NA,"-43.7449989318848","-19.513599395752",NA,NA,"31264",NA,NA,NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2020-12-11 11:44:11-03","UFMG","BHCB","62640","PreservedSpecimen","Plantae","Monocotyledon",NA,"Hydrocharitaceae","Serpicula","brasiliensis","Serpicula brasiliensis",NA,NA,NA,NA,NA,"Barreto, HLM","137","1940","02","22","Brasil","Minas Gerais","Jaboticatubas",NA,"-43.7449989318848","-19.513599395752",NA,NA,"31264",NA,NA,NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2020-12-11 11:44:11-03","UFMG","BHCB","62638","PreservedSpecimen","Plantae","Monocotyledon",NA,"Hydrocharitaceae","Serpicula","brasiliensis","Serpicula brasiliensis",NA,NA,NA,NA,NA,"Magalhães, GM","2741",NA,NA,NA,"Brasil","Minas Gerais","Santa Bárbara",NA,"-43.4152984619141","-19.959400177002",NA,NA,"33136",NA,NA,NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2020-12-11 11:44:11-03","UFMG","BHCB","62639","PreservedSpecimen","Plantae","Monocotyledon",NA,"Hydrocharitaceae","Serpicula","brasiliensis","Serpicula brasiliensis",NA,NA,NA,NA,NA,"Barreto, HLM","11594","1944","11","28","Brasil","Minas Gerais","Ouro Preto","Lagoa do Cruzeiro.","-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,NA,NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2021-02-11 17:19:12-03","UFPR","UPCB","13420","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","Kanitz","Silva, S.M.","1985","11","23","Silva, S.M.","120","1985","09","15","Brasil","Paraná","Paranaguá","Ilha do Mel, Caminho do Belo","-48.5092010498047","-25.5200004577637",NA,NA,"24916",NA,NA,"Erva rasteira. Local úmido..","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2021-02-11 17:19:12-03","UFPR","UPCB","13191","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","Kanitz","Silva, S.M.",NA,NA,NA,"Silva, S.M.",NA,"1985","10","13","Brasil","Paraná","Paranaguá","Ilha do Mel, Caminho do Belo","-48.5092010498047","-25.5200004577637",NA,NA,"24916",NA,NA,"Erva rasteira, caule avermelhado. Local úmido..","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2021-02-11 17:19:12-03","UFPR","UPCB","1684","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","Kanitz","Smith, L.B.","1959","01","01","Hatschbach, G.","5133","1958","10","10","Brasil","Paraná","Jaguariaíva","Joaquim Murtinho","-49.7057991027832","-24.2511005401611",NA,NA,"44368","1050","1050","Campo, terra preta levemente úmida havendo certa preferência por locais de formigueiros..","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2021-02-11 17:19:12-03","UFPR","UPCB","30773","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","Kanitz","Smith, L.B.","1959","01","01","Hatschbach, G.","5133","1958","10","10","Brasil","Paraná","Jaguariaíva","Joaquim Murtinho","-49.7057991027832","-24.2511005401611",NA,NA,"44368","1050","1050","Campo, terra preta levemente úmida havendo certa preferência por locais de formigueiros..","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2021-02-11 17:19:12-03","UFPR","UPCB","40690","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","Kanitz","Silva, S.M.","2000","02",NA,"Borgo, M.","676","2000","02","12","Brasil","São Paulo","Ilha Comprida","Rio Camapui, Pedrinhas","-47.5400009155273","-24.7399997711182",NA,NA,"49747",NA,NA,"Herbácea de flores avermelhadas, em brejo alterado..","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2018-08-14 17:47:00-03","MO","MOBOT","3345625","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Werner",NA,NA,NA,"M. Schessl","Schessl 2118","1991","8","1","Brazil","Mato Grosso do Sul",NA,"Poconé: margin of the seasonally updrying Piraputanga stream passing Faz. Ipiranga. Flood plains of a stream depression called Biricí. Alluvial sands. Growing in floatng meadow at the margin of the lake.","-56.6333333","-16.4",NA,NA,NA,"100.00000000","105.00000000",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"209","2008-07-02 03:32:00-03","MO","MOBOT","3460687","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Philipp Salzmann","Salzmann s.n.","1827",NA,NA,"Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2008-05-27 22:02:00-03","MO","MOBOT","1286510","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Mora et al., Mutisia",NA,NA,NA,"José L. Fernández-Alonso","Fernández-Alonso 6235","1986","5","8","Colombia","Santander","Charala","Cerretera Duitama-Charala, 10 km antes de corregimiento de Virolin.",NA,NA,NA,NA,NA,"2100.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2013-08-23 04:12:00-03","MO","MOBOT","1286511","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Mora et al., Mutisia",NA,NA,NA,"G. Lozano C.","Lozano Contreras 4856","1985","10","17","Colombia","Santander","Charala","Carretera Duitama-Charala, 10 km antes del corregimiento de Virolin.",NA,NA,NA,NA,NA,"2100.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2008-05-27 22:02:00-03","MO","MOBOT","1286512","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Mora et al., Mutisia",NA,NA,NA,"Rodrigo Bernal G.|et al.","Bernal González 1058","1986","5","8","Colombia","Santander","Charala","Carretera Duitama-Charala, 10 km antes del corregimiento de Virolin.",NA,NA,NA,NA,NA,"2100.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2008-05-27 22:02:00-03","MO","MOBOT","1445261","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","R.L. Liesner, June 2000 (MO)",NA,NA,NA,"Gerrit Davidse|T.P. Ramamoorthy|Daniel M. Vital","Davidse 11968","1976","4","4","Brazil","Bahia",NA,"Chapada da Diamantina, along waterfall of the Rio Ferro Doido, ca. 21 km E of Morro do Chapéu.","-39.083333","-11.65",NA,NA,NA,"850.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1216",NA,NA,NA
"214","2009-07-21 23:34:00-03","MO","MOBOT","2451988","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Per Dusén","Dusén 13271","1911","10","21","Brazil","Paraná",NA,"Jaguariaiva.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2018-06-22 05:25:00-03","MO","MOBOT","2459342","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Ayres Fevereiro, P. C.",NA,NA,NA,"Pe. Raulino Reitz","Reitz 4824","1952","12","18","Brazil","Santa Catarina",NA,"Palhoça. Campo do Masiambu, beira da lagoa",NA,NA,NA,NA,NA,"5.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2013-08-23 04:12:00-03","MO","MOBOT","2519003","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"W.G. Herter","Herter 1775","1935","4","20","Uruguay","Canelones",NA,"Atlantida. Aq. dulo. aren. hum., ill.",NA,NA,NA,NA,NA,"2.00000000","4.00000000",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2012-04-20 18:00:00-03","MO","MOBOT","3345198","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","R.Liesner (MO)",NA,NA,NA,"Ezechias P. Heringer|Tarciso S. Filgueiras|Roberta C. de Mendonça|B.A.S. Pereira","Heringer 7233","1981",NA,NA,"Brazil","Distrito Federal",NA,"Área da Proflora na confluência do scorregos Cana do Reino/Vicente Pires. Planta delgada, muito enraizante, formando denso e rasteiro emaranhado no brejo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"218","2015-02-22 14:19:00-03","MO","MOBOT","3345368","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","R.Liesner (MO)",NA,NA,NA,"Howard S. Irwin","Irwin 5344","1964","8","20","Brazil","Distrito Federal",NA,"In meadow bordering gallery forest, ca. 38km E. of Brasília.",NA,NA,NA,NA,NA,"700.00000000","1000.00000000",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"219","2010-09-29 10:50:00-03","MO","MOBOT","3345508","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","R.Liesner (MO)",NA,NA,NA,"Keiichi Mizoguchi","Mizoguchi 902","1978","12","25","Brazil","São Paulo",NA,"Santa Amalo, 45km. S from São Paulo City. Side of Santa Amalo Lake.",NA,NA,NA,NA,NA,"780.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"220","2010-01-29 20:50:00-02","MO","MOBOT","3345715","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Herter",NA,NA,NA,"W.G. Herter","Herter 1775a","1947","12","7","Uruguay","Canelones",NA,"Parque Plata, aren-subh.",NA,NA,NA,NA,NA,"3.00000000","4.00000000",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2008-07-02 03:32:00-03","MO","MOBOT","3460679","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Steyermark",NA,NA,NA,"Julian A. Steyermark|John J. Wurdack","Steyermark 835","1955","2","13","Venezuela","Bolívar",NA,"Chimantá Massif. Central Section. Swampy savanna in depression below ridge west of west branch of headwaters of Río Tiraca. Locally frequent among tussocks in swamp.",NA,NA,NA,NA,NA,"2120.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2008-07-02 03:32:00-03","MO","MOBOT","3460680","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","J.A. Steyermark",NA,NA,NA,"Julian A. Steyermark|Ronald L. Liesner","Steyermark 127523","1982","12","2","Venezuela","Bolívar",NA,"Distrito Roscio: sabana pantanosa al borde de un morichal seco, al margen de la carretera principal (mano izquierda saliendo al Norte desde Santa Elena de Uairén), 13 kms al Noroeste de Santa Elena de Uairén. In water at edge of water hole in wet open sedgy part.","-61.08333","4.75",NA,NA,NA,"900.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2008-07-02 03:32:00-03","MO","MOBOT","3460683","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Steyermark",NA,NA,NA,"Julian A. Steyermark|John J. Wurdack","Steyermark 343","1955","2","2","Venezuela","Bolívar",NA,"Chimantá Massif. Central Section. Scrub forest near Summit Camp. Locally frequent on moist river bank.",NA,NA,NA,NA,NA,"1925.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2008-07-02 03:32:00-03","MO","MOBOT","3460685","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Julian A. Steyermark","Steyermark 62704","1945","5","10","Venezuela","Sucre",NA,"Cerro Turumuquire, on ridge dividing headwaters of Río Manzanares and Río de Amana.",NA,NA,NA,NA,NA,"1900.00000000","2000.00000000",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2008-05-27 22:02:00-03","MO","MOBOT","3345826","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","E. Lucas, 96",NA,NA,NA,"David J.N. Hind","Hind 50056","1992",NA,NA,"Brazil","Bahia",NA,"Abaíra: campo de Ouro Fino.","-41.9","-13.25",NA,NA,NA,"1700.00000000","1800.00000000",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2008-07-02 03:32:00-03","MO","MOBOT","3460691","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Anonymous","Anonymous s.n.",NA,NA,NA,"Brazil","Espírito Santo",NA,"Mun. de Vila Velha, Lagoa do Milho, beira da lagoa, substrato encharcado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2008-07-02 03:32:00-03","MO","MOBOT","3460694","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Balduino Rambo","Rambo 31741","1946","2","2","Brazil","Santa Catarina",NA,"Sombrio. In arenosis humidis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2018-06-14 08:19:00-03","MO","MOBOT","780511","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","L.J.Raechal (FVG)",NA,NA,NA,"Ronald L. Liesner","Liesner 24210","1988","5","4","Venezuela","Bolívar","Gran Sabana","San Ignacio de Yuruaní.","-61.1666667","5",NA,NA,NA,"850.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"88-31",NA,"5",NA
"229","2021-03-04 11:05:28-03","UFRB","HURB","16395","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Jardim, J.G.; jardim, A.B.; Moura, E.O.; Ribeiro, A.H.","6196","2012","03","31","Brasil","Rio Grande do Norte","Extremoz","APA Jenipabu; Entorno do ECOPOSTO","-35.207222","-5.700556","35º12'26W","5º42'02S",NA,"24","24","UFRN 13909.",NA,NA,NA,NA,"HURB000016395",NA,NA,NA,NA,NA,NA,NA,NA
"230","2021-03-04 11:05:28-03","UFRB","HURB","2991","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","Kanitz",NA,NA,NA,NA,"Martins, M.L.L.; Aona, L.Y.S.","1506","2009","10","11","Brasil","Bahia","Morro do Chapéu",NA,"-41.1561012268066","-11.5500001907349",NA,NA,"98143",NA,NA,NA,"auto",NA,NA,NA,"HURB000002991",NA,NA,NA,NA,NA,NA,NA,NA
"231","2017-11-24 14:11:01-02","UFLA","ESAL","1545","S","Plantae",NA,NA,"Haloragaceae","Serpicula","brasiliensis","Serpicula brasiliensis","Camb.","F.C.H.",NA,NA,NA,"Hoehne, FC","874",NA,NA,NA,"Brasil","São Paulo","São Paulo","Instituto Butantã","-46.6300010681152","-23.5400009155273",NA,NA,"53584",NA,NA,"; ; ;; palustre","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2019-06-10 10:10:52-03","FZB-BH","BHZB","9390","S","Plantae",NA,NA,"Haloragraceae","Laurembergia","tetrandra","Laurembergia tetrandra",NA,NA,NA,NA,NA,"Ferreira Junior, C.A. et al.","615","2012","09","12","Brasil","MG","Santana do Riacho","RPPN Brumas do Espinhaço e Ermo do Gerais","-43.694722","-19.035278","43W 41' 41","19S 02' 07",NA,"1233","1233","Lagoa seca. Ponto 106 637362 7894769 1233 m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2021-01-26 13:55:16-03","IMA","MAC","24728","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","L.Y.S.Aona","2019","04",NA,"E.Melo; et al.","4177","2005","10","31","Brasil","Alagoas","Penedo","Povoado de Capela. Várzea do rio Murituba, afluente do São Francisco.","-36.471389","-10.3225","-36.471389","-10.3225",NA,NA,NA,"Erva procumbente, folha corácea. Inflorescência vinosa.; Restinga.",NA,NA,NA,NA,"MAC0024728",NA,NA,NA,NA,NA,NA,NA,NA
"234","2021-01-26 13:55:16-03","IMA","MAC","54348","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","L.Y.S.Aona","2019","04",NA,"G.L.Esteves; M.N.R.Staviski; M.Ataíde","941","1981","08","27","Brasil","Alagoas","União dos Palmares","Usina Lajinha.","-36.389167","-10.554586","-36.389167","-10.554586",NA,NA,NA,"Erva. Botões florais avermelhados.; Mata Atlântica.",NA,NA,NA,NA,"MAC0054348",NA,NA,NA,NA,NA,NA,NA,NA
"235","2021-02-25 10:13:26-03","CVRD","CVRD","10695","PreservedSpecimen","Plantae","Magnoliophyta","Saxifragales","Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott ex Spreng.) Kanitz","Geovane S. Siqueira","2008","02","01","Folli, D.A.","5930","2007","11","07","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"48094",NA,NA,"Próximo a Lagoa Canto Grande <ll>dwc_commonname:</ll> Capotaia","auto","América do Sul",NA,NA,"CVRD010695",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"236","2021-02-25 10:13:26-03","CVRD","CVRD","5059","PreservedSpecimen","Plantae","Magnoliophyta","Saxifragales","Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott ex Spreng.) Kanitz","Antonio Furlan","1997","09","25","Folli, D.A.","2422","1994","11","17","BRASIL","ES","Linhares","Na Imbiriba.","-40.0722007751465","-19.3910999298096",NA,NA,"48094",NA,NA,"<ll>dwc_commonname:</ll> Capotaia","auto","América do Sul",NA,NA,"CVRD005059","CVRD005059","Magnoliopsida",NA,NA,NA,NA,NA,NA
"237","2020-09-12 05:00:02-03","US","US","2577478","PreservedSpecimen","Plantae",NA,"Haloragidales","Haloragidaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"L. B. Smith & R. M. Klein","13742","1964","12","6","Brazil","Santa Catarina","Campo Alegre",NA,"-53.1","-26.3667",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"US00586900","US00586900_01","Dicotyledonae",NA,NA,NA,NA,"1",NA
"238","2020-09-12 05:00:02-03","US","US","2249437","PreservedSpecimen","Plantae",NA,"Haloragidales","Haloragidaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"G. Hatschbach","3793","1956","12","16","Brazil","Paraná",NA,"Sao Mateus do Sul, Rio Potinga",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"US00586896","US00586896_01","Dicotyledonae",NA,NA,NA,NA,"1",NA
"239","2020-09-12 05:00:02-03","US","US","2486387","PreservedSpecimen","Plantae",NA,"Haloragidales","Haloragidaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"J. A. Steyermark & Sv. Nilsson","721","1960","4","24","Venezuela","Bolívar",NA,"Near headwaters of Rio Apoonguao, NE of Luepa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,"US00586913",NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"240","2020-09-12 05:00:02-03","US","US","2123339","PreservedSpecimen","Plantae",NA,"Haloragidales","Haloragidaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"R. Reitz","5100a","1952","12","23","Brazil","Santa Catarina",NA,"Rio Tavares",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"US00586902","US00586902_01","Dicotyledonae",NA,NA,NA,NA,"1",NA
"241","2020-09-12 05:00:02-03","US","US","2123372","PreservedSpecimen","Plantae",NA,"Haloragidales","Haloragidaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"R. Reitz","5323","1953","1","26","Brazil","Santa Catarina","Mafra",NA,"-49.8053016662598","-26.111400604248",NA,NA,"66490",NA,NA,NA,"auto","South America",NA,NA,"US00586904","US00586904_01","Dicotyledonae",NA,NA,NA,NA,"1",NA
"242","2020-09-12 05:00:02-03","US","US","2173362","PreservedSpecimen","Plantae",NA,"Haloragidales","Haloragidaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"L. B. Smith","6605","1952","4","17","Brazil","Rio de Janeiro",NA,"Cabo Frio","-42.0317","-22.9467",NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,"US00586919","US00586919_01","Dicotyledonae",NA,NA,NA,NA,"1",NA
"243","2020-09-12 05:00:02-03","US","US","2323058","PreservedSpecimen","Plantae",NA,"Haloragidales","Haloragidaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"F. Segadas-Vianna, L. Dau, W. T. Ormond, G. Machline & J. Lorêdo Jr.","1420","1953",NA,NA,"Brazil","Rio de Janeiro",NA,"St. of Rio de Janeiro, Cabo Frio Co.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,"US00586916","US00586916_01","Dicotyledonae",NA,NA,NA,NA,"1",NA
"244","2020-09-12 05:00:02-03","US","US","2142670","PreservedSpecimen","Plantae",NA,"Haloragidales","Haloragidaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"R. Reitz","4824","1952","12","18","Brazil","Santa Catarina",NA,"Campo Massiambu, Palhoca",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"US00586905","US00586905_01","Dicotyledonae",NA,NA,NA,NA,"1",NA
