"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","class","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"11","2019-08-27 13:26:42-03","IAP","PACA-AGP","8875","PreservedSpecimen","Plantae","Magnoliophyta","Commelinales","Xyridaceae","Xyris","capensis","Xyris capensis","Thunb.","Emrich-Rambo","Rambo, B.",NA,"1942","01","15",NA,"Brasil","RS","Bom Jesus","Arr. Cap. Grande","-50.4166984558105","-28.6678009033203",NA,"Habitat: in paludosis alte graminosis Fenofase: fruto","PACA008875",NA,NA,NA,NA,NA,"Liliopsida","1954","09","29","55856","auto",NA,NA,NA,NA
"12","2019-08-27 13:26:42-03","IAP","PACA-AGP","8534","PreservedSpecimen","Plantae","Magnoliophyta","Commelinales","Xyridaceae","Xyris","capensis","Xyris capensis","Thunb.","Emrich-Rambo","Rambo, B.",NA,"1942","01","13",NA,"Brasil","RS","Bom Jesus","Rio dos Touros","-50.4166984558105","-28.6678009033203",NA,"conf. L. B. Smith & R. J. Downs em 03.1960 Habitat: in paludosis graminosis Fenofase: flor","PACA008534",NA,NA,NA,NA,NA,"Liliopsida","1954","09","29","55856","auto",NA,NA,NA,NA
"13","2019-08-27 13:26:42-03","IAP","PACA-AGP","54655","PreservedSpecimen","Plantae","Magnoliophyta","Commelinales","Xyridaceae","Xyris","capensis","Xyris capensis","Thunb.","B. Rambo","Rambo, B.",NA,"1954","01","01",NA,"Brasil","RS","São Francisco de Paula","Faz. Englert","-50.5835990905762","-29.4480991363525",NA,"SEM MATERIAL Habitat: in paludosis Fenofase: flor","PACA054655",NA,NA,NA,NA,NA,"Liliopsida","1954","09","29","76715","auto",NA,NA,NA,NA
"14","2019-08-27 13:26:42-03","IAP","PACA-AGP","51995","PreservedSpecimen","Plantae","Magnoliophyta","Commelinales","Xyridaceae","Xyris","capensis","Xyris capensis","Thunb.","Emrich-Rambo","Rambo, B.",NA,"1952","02","20",NA,"Brasil","RS","São Francisco de Paula","Jaquirana","-50.5835990905762","-29.4480991363525",NA,"Habitat: in paludosis Fenofase: flor e fruto","PACA051995",NA,NA,NA,NA,NA,"Liliopsida","1954","09","29","76715","auto",NA,NA,NA,NA
"15","2019-08-27 13:26:42-03","IAP","PACA-AGP","34600","PreservedSpecimen","Plantae","Magnoliophyta","Commelinales","Xyridaceae","Xyris","capensis","Xyris capensis","Thunb.","Emrich-Rambo","Rambo, B.",NA,"1946","12","31",NA,"Brasil","RS","Vacaria","Faz. da Ronda","-50.9338989257812","-28.5121994018555",NA,"Habitat: in paludosis dumetosis Fenofase: fruto","PACA034600",NA,NA,NA,NA,NA,"Liliopsida","1954","09","29","63451","auto",NA,NA,NA,NA
"16","2019-08-27 13:26:42-03","IAP","PACA-AGP","60168","PreservedSpecimen","Plantae","Magnoliophyta","Commelinales","Xyridaceae","Xyris","capensis","Xyris capensis","Thunb.","Emrich-Rambo","Rambo, B.",NA,"1957","01","23",NA,"Brasil","SC","Campo dos Padres",NA,NA,NA,NA,"SEM MATERIAL Habitat: in paludosis Fenofase: flor","PACA060168",NA,NA,NA,NA,NA,"Liliopsida","1957","05","01",NA,NA,NA,NA,NA,NA
"17","2019-08-27 13:26:42-03","IAP","PACA-AGP","51843","PreservedSpecimen","Plantae","Magnoliophyta","Commelinales","Xyridaceae","Xyris","capensis","Xyris capensis","Thunb.","Emrich-Rambo","Rambo, B.",NA,"1952","01","14",NA,"Brasil","RS","Bom Jesus","Passo da Guarda","-50.4166984558105","-28.6678009033203",NA,"Habitat: in paludosis Fenofase: fruto","PACA051843",NA,NA,NA,NA,NA,"Liliopsida","1954","09","29","55856","auto",NA,NA,NA,NA
"18","2019-08-27 13:26:42-03","IAP","PACA-AGP","30906","PreservedSpecimen","Plantae","Magnoliophyta","Commelinales","Xyridaceae","Xyris","capensis","Xyris capensis","Thunb.","Emrich-Rambo","Rambo, B.",NA,"1946","01","02",NA,"Brasil","RS","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,"conf. L. B. Smith & R. J. Downs em 03.1960 Habitat: in paludosis dumetosis Fenofase: flor e fruto","PACA030906",NA,NA,NA,NA,NA,"Liliopsida","1954","09","29","49662","auto",NA,NA,NA,NA
"19","2019-08-27 13:26:42-03","IAP","PACA-AGP","36668","PreservedSpecimen","Plantae","Magnoliophyta","Commelinales","Xyridaceae","Xyris","capensis","Xyris capensis","Thunb.","Emrich-Rambo","Rambo, B.",NA,"1948","02",NA,NA,"Brasil","RS","São Francisco de Paula","Cambará","-50.5835990905762","-29.4480991363525",NA,"SEM MATERIAL Habitat: in paludosis graminosis Fenofase: flor e fruto","PACA036668",NA,NA,NA,NA,NA,"Liliopsida","1954","09","29","76715","auto",NA,NA,NA,NA
"20","2019-08-27 13:26:42-03","IAP","PACA-AGP","11617","PreservedSpecimen","Plantae","Magnoliophyta","Commelinales","Xyridaceae","Xyris","capensis","Xyris capensis","Thunb.","Emrich-Rambo","Rambo, B.",NA,"1944","01",NA,NA,"Brasil","RS","São Francisco de Paula","Faz. Englert","-50.5835990905762","-29.4480991363525",NA,"Habitat: in paludosis dumetosis Fenofase: flor","PACA011617",NA,NA,NA,NA,NA,"Liliopsida","1954","09","29","76715","auto",NA,NA,NA,NA
"21","2019-08-27 13:26:42-03","IAP","PACA-AGP","45576","PreservedSpecimen","Plantae","Magnoliophyta","Commelinales","Xyridaceae","Xyris","capensis","Xyris capensis","Thunb.","Emrich-Rambo","Rambo, B.",NA,"1950","01","30",NA,"Brasil","RS","São Francisco de Paula","Taimbesinho","-50.5835990905762","-29.4480991363525",NA,"SEM MATERIAL Habitat: in paludosis dumetosis Fenofase: flor","PACA045576",NA,NA,NA,NA,NA,"Liliopsida","1954","09","29","76715","auto",NA,NA,NA,NA
"22","2019-08-27 13:26:42-03","IAP","PACA-AGP","51543","PreservedSpecimen","Plantae","Magnoliophyta","Commelinales","Xyridaceae","Xyris","capensis","Xyris capensis","Thunb.","Emrich-Rambo","Rambo, B.",NA,"1951","12","26",NA,"Brasil","RS","Vacaria","Passo do Socorro","-50.9338989257812","-28.5121994018555",NA,"conf. L. B. Smith & R. J. Downs em 03.1960 Habitat: in paludosis Fenofase: flor e fruto","PACA051543",NA,NA,NA,NA,NA,"Liliopsida","1954","09","29","63451","auto",NA,NA,NA,NA
"23","2020-12-20 21:19:44-03","UFV","VIC","49201","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","capensis","Xyris capensis","Thunb.","Saporetti, A W J","Saporetti, A W J","16","2006","03",NA,NA,"Brasil","Bahia","Caravelas","Muçununga gramíneo lenhosa graminóide","-39","-17",NA,"Terófita, flores amarelas; Espodossolo","VIC049201","VIC049201","43","43",NA,NA,NA,NA,NA,NA,NA,NA,"-39","-17",NA,NA
"24","2020-12-20 21:19:44-03","UFV","VIC","49262","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","capensis","Xyris capensis","Thunb.","Saporetti, A W J","Saporetti, A W J","77","2006","03",NA,NA,"Brasil","Bahia","Caravelas","Muçununga gramíneo lenhosa de Bonnetia","-39","-17",NA,"Terófita, flores amarelas; Espodossolo","VIC049262","VIC049262","46","46",NA,NA,NA,NA,NA,NA,NA,NA,"-39","-17",NA,NA
"25","2020-12-20 21:19:44-03","UFV","VIC","49324","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","capensis","Xyris capensis","Thunb.","Saporetti, A W J","Saporetti, A W J","140","2006","03",NA,NA,"Brasil","Bahia","Caravelas","Muçununga gramíneo lenhosa graminóide","-39","-17",NA,"Terófita, com inflorescências secas; Espodossolo","VIC049324",NA,"43","43",NA,NA,NA,NA,NA,NA,NA,NA,"-39","-17",NA,NA
"26","2020-12-20 21:19:44-03","UFV","VIC","4990","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","capensis","Xyris capensis","Thunb","Smith, L.B.; Smith, S.F.","Hatschbach, G.","15418","1966","12","13",NA,"Brasil","Paraná","Ponta Grossa","S. Agostinho","-50.1618995666504","-25.0949993133545",NA,"Flor amarela, do brejo.","VIC004990","VIC004990",NA,NA,NA,NA,NA,"1967","09",NA,"46557","auto",NA,NA,NA,NA
"27","2019-08-20 10:01:54-03","UNICAMP","UEC","22555","S","Plantae","Liliopsida",NA,"Xyridaceae","Xyris","capensis","Xyris capensis","Thunb.","Semir, J; Rocha, DMS","Shepherd, GJ","491","1980","11","18",NA,"Brazil","Minas Gerais","Campo do Saco","Brejo.","-46.564722","-21.838889",NA,"Erva de 3m cm, flores amarelas.","UEC000572","UEC000572",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-46.564722","-21.838889",NA,NA
"28","2020-12-04 13:19:48-03","UDESC","LUSC","6727","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","capensis","Xyris capensis","Thunb.","Floriani, M.M.P.","Floriani, M.M.P.","182","2012","01","03",NA,"Brasil","Santa Catarina","Rio Rufino","Fazenda Santo Antônio.","-49.7792015075684","-27.8605995178223",NA,"Habitat: banhado Habito: herbácea","LUSC084493",NA,NA,NA,NA,NA,NA,NA,NA,NA,"29300","auto",NA,NA,NA,NA
"29","2020-10-14 10:07:08-03","FURB","FURB","39962","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","capensis","Xyris capensis","Thunb.","Cordeiro, J; Martin, VC","Caxambu, M.G.; Siqueira, E.L.","2871","2009","11","13",NA,"Brasil","Paraná","Turvo","Propriedade da Família Rickli.","-51.5602778","-25.0405555",NA,NA,"FURB04005","FURB04005","1028","1028",NA,NA,NA,"2010",NA,NA,NA,NA,"-51.5602778","-25.0405555",NA,NA
"30","2019-11-08 08:57:01-03","FURB","FURB","50096","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","capensis","Xyris capensis","Thunb.","Lozano, ED","Funez, L.A.; Trevisan, R.; Ferreira, J.P.R. & Venturi, S.","3909","2014","11","04",NA,"Brasil","Santa Catarina","Garuva","Alto Quiriri.","-48.9544444","-26.0391666",NA,NA,"FURB50096","FURB50096","1200","1200",NA,NA,NA,"2015",NA,NA,NA,NA,"-48.9544444","-26.0391666",NA,NA
"31","2019-06-27 10:27:02-03","UFES","VIES","27512","S","Plantae",NA,NA,"Xyridaceae","Xyris","capensis","Xyris capensis","Thunb.","Cordeiro, J.; Martin, V.C.","Caxambu, M.G.; Siqueira, E.L.","2871","2009","11","13",NA,"Brasil","Paraná","Turvo","Propriedade da Família Rickli.","-51.5297012329102","-25.0428009033203",NA,NA,"VIES027512","VIES027512","1028","1028",NA,NA,NA,"2010",NA,NA,"36663","auto",NA,NA,NA,NA
"32","2019-08-16 08:41:25-03","UTFPR","HCF","20747","S","Plantae",NA,NA,"Xyridaceae","Xyris","capensis","Xyris capensis","Thunb.","E.D. Lozano","E.D. Lozano","2178","2013","12","10",NA,"Brasil","PR","Balsa Nova","Recanto dos Papagaios","-49.766944","-25.463889",NA,"cespitosa, 40 cm, flores amarelas, em vala a beira da estrada.",NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,"49°46'01 W","25°27'50 S",NA,NA
"33","2019-08-16 08:41:25-03","UTFPR","HCF","20666","S","Plantae",NA,NA,"Xyridaceae","Xyris","capensis","Xyris capensis","Thunb.","E.D. Lozano","E.D. Lozano","2347","2013","12","13",NA,"Brasil","PR","Palmas","Refúgio da Vida Silvestre dos Campos de","-51.645278","-26.542778",NA,"cespitosa, 20 -50 cm; flores amarelas, em leito de riacho, indivíduos maiores com 20 xm submersos. Campos de Palmas.",NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,"51°38'43 W","26°32'34 S",NA,NA
"34","2019-08-16 08:41:25-03","UTFPR","HCF","20664","S","Plantae",NA,NA,"Xyridaceae","Xyris","capensis","Xyris capensis","Thunb.","E.D. Lozano","E.D. Lozano","1535","2013","10","11",NA,"Brasil","PR","Piraquara","Reservatório Piraquara II, na margem.","-49.033333","-25.510556",NA,"isolada ou cespitosa, 25 cm, flores amarelas, base submersa, banhado. Campos de Curitiba.",NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,"49°02'00 W","25°30'38 S",NA,NA
"35","2019-08-16 08:41:25-03","UTFPR","HCF","8405","S","Plantae",NA,NA,"Xyridaceae","Xyris","capensis","Xyris capensis","Thunb.","J. Cordeiro & V.C. Martin","M.G. Caxambu","2871","2009","11","13",NA,"Brasil","PR","Turvo","Propriedade da família Rickli","-51.560278","-25.040444",NA,"erva heliófita, palustre, ereta. Flores amarelas. freqüente.",NA,NA,"1028","1028",NA,NA,NA,"2010",NA,NA,NA,NA,"51°33'37 W","25°02'25,6 S",NA,NA
"36","2020-01-27 17:29:03-03","UTFPR","HCF","30190","S","Plantae",NA,NA,"Xyridaceae","Xyris","capensis","Xyris capensis","Thunb.","L.B. Smith & S.F. Smith","G. Hatschbach","15062","1966","11","06",NA,"Brasil","PR","Balsa Nova","Tamanduá","-49.6356010437012","-25.5839004516602",NA,"do brejo. Flor amarela.",NA,NA,NA,NA,NA,NA,NA,"1967",NA,NA,"27346","auto",NA,NA,NA,NA
"37","2020-01-27 17:29:03-03","UTFPR","HCF","30192","S","Plantae",NA,NA,"Xyridaceae","Xyris","capensis","Xyris capensis","Thunb.","L.B. Smith & S.F. Smith","G. Hatschbach","15418","1966","12","13",NA,"Brasil","PR","Palmas","S. Agostinho","-51.9906005859375","-26.4841995239258",NA,"do brejo. Flor amarela.",NA,NA,NA,NA,NA,NA,NA,"1967",NA,NA,"46666","auto",NA,NA,NA,NA
"38","2020-12-21 16:47:46-03","MBM","MBM","386128","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","capensis","Xyris capensis","Thunb.","Lozano, E.D.","Brotto, M.L.; Barboza, E.; Cordeiro, J.; Silva, J.M.; Barboza, E.; Cordeiro, J.; Silva, J.M.","1365","2013","10","24","Southern America","Brazil","Paraná","Piraquara","Recreio da Serra, margem do lago","-49.023047","-25.446467",NA,"Erva 15cm; flor amarela.; Formação Pioneira com Influência Fluvial (várzea).","MBM386128","MBM386128","927","927",NA,NA,NA,"2013","11","14",NA,NA,"-49.023047","-25.446467",NA,NA
"39","2020-12-21 16:47:46-03","MBM","MBM","401598","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","capensis","Xyris capensis","Thunb.","Lozano, E.D.","Lozano, E.D.; Engels, M.E.; Engels, M.E.","2176","2013","12","10","Southern America","Brazil","Paraná","Balsa Nova","Rodovia BR-277, próximo ao posto da Polícia Rodoviária Federal","-49.724722","-25.468889",NA,"Cespitosa, 40 cm, flores amarelas, campo úmido, base submersa.; Campos Gerais.","MBM401598","MBM401598",NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,"-49.724722","-25.468889",NA,NA
"40","2020-12-21 16:47:46-03","MBM","MBM","401599","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","capensis","Xyris capensis","Thunb.","Lozano, E.D.","Lozano, E.D.","2148","2013","12","04","Southern America","Brazil","Paraná","Balsa Nova","São Luís do Purunã, próximo a Pousada Cainã","-49.724444","-25.438611",NA,"Isolada, 25 cm, flores amarelas, margem de rio lajeado, local com agua parada.; Campos Gerais.","MBM401599","MBM401599",NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,"-49.724444","-25.438611",NA,NA
"41","2020-12-21 16:47:46-03","MBM","MBM","401603","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","capensis","Xyris capensis","Thunb.","Lozano, E.D.","Lozano, E.D.; Engels, M.E.; Engels, M.E.","1655","2013","11","02","Southern America","Brazil","Paraná","Carambeí","Rio São João, na margem","-50.128056","-24.898889",NA,"Cespitosa, 25 cm, flores amarelas, base submersa, banhado. Campos Gerais; Campos Gerais.","MBM401603","MBM401603",NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,"-50.128056","-24.898889",NA,NA
"42","2020-12-21 16:47:46-03","MBM","MBM","401604","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","capensis","Xyris capensis","Thunb.","Lozano, E.D.","Lozano, E.D.; Engels, M.E.; Engels, M.E.","2333","2013","12","13","Southern America","Brazil","Paraná","Palmas","Refúgio de Vida Silvestre de Palmas, Fazenda São Pedro","-51.674444","-26.505556",NA,"Cespitosa, 30 cm, flores amarelas, margem de riacho, local de água parada.; Campos de Palmas.","MBM401604","MBM401604",NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,"-51.674444","-26.505556",NA,NA
"43","2020-12-21 16:47:46-03","MBM","MBM","401609","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","capensis","Xyris capensis","Thunb.","Lozano, E.D.","Lozano, E.D.; Felitto, G.; Saridakis, D.P.; Felitto, G.; Saridakis, D.P.","1227","2013","02","22","Southern America","Brazil","Paraná","Palmeira","Fazenda Capão das Almas","-49.838056","-25.293056",NA,"Herbácea, 20 cm, flores amarelas, beira da estrada, solo arenoso.; Campos Gerais.","MBM401609","MBM401609",NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,"-49.838056","-25.293056",NA,NA
"44","2020-12-21 16:47:46-03","MBM","MBM","401611","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","capensis","Xyris capensis","Thunb.","Lozano, E.D.","Lozano, E.D.","1626","2013","11","01","Southern America","Brazil","Paraná","Palmeira","Rodovia BR-376, riacho, prox. Pedágio Witmarsun","-49.8475","-25.342778",NA,"Aquatica, 25 cm, flores amarelas, margem do rio.; Campos Gerais.","MBM401611","MBM401611",NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,"-49.8475","-25.342778",NA,NA
"45","2020-12-21 16:47:46-03","MBM","MBM","401613","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","capensis","Xyris capensis","Thunb.","Lozano, E.D.","Lozano, E.D.; Roher, D.; Roher, D.","1052","2012","09","24","Southern America","Brazil","Paraná","São José dos Pinhais","Cavas prox. Rua da Balsa","-49.253056","-25.600556",NA,"Aquatica, 25 cm, flores amarelas, em área degradada por cavas.","MBM401613","MBM401613",NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,"-49.253056","-25.600556",NA,NA
"46","2020-12-21 16:47:46-03","MBM","MBM","426437","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","capensis","Xyris capensis","Thunb.","Wanderley, M.G.L.","Silva, G.O.; Lima, L.R.; Caruzo, M.B.R.; Martins, S.E.; Lima, L.R.; Caruzo, M.B.R.; Martins, S.E.","18","2007","01","25","Southern America","Brazil","Minas Gerais","Caldas","Pocinhos do Rio Verde, Trilha da Pedra Branca","-46.370944","-21.971278",NA,"Erva. Flores amarelas. sépalas vináceas, brácteas castanhas com margem membranáceas.; Sobre afloramento rochoso, ambiente úmido.","MBM426437",NA,"1619","1619",NA,NA,NA,"2014",NA,NA,NA,NA,"-46.370944","-21.971278",NA,NA
"47","2020-12-21 16:47:46-03","MBM","MBM","426439","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","capensis","Xyris capensis","Thunb.","Wanderley, M.G.L.","Gomes, S.F.; Guedes, M.L.; Kelmo, F.; Guedes, M.L.; Kelmo, F.","1325","2014","02","02","Southern America","Brazil","Bahia","Jandaíra","Litoral Norte","-37.783333","-11.55",NA,"Herbácea. Folhas alternas dísticas, paralelinérvas. Inflorescência espiga no ápice de um escapo, flores amarelas.; Mangue seco. Herbácea.","MBM426439",NA,"1325","1325",NA,NA,NA,"2014",NA,NA,NA,NA,"-37.783333","-11.55",NA,NA
"48","2020-12-21 16:47:46-03","MBM","MBM","429234","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","capensis","Xyris capensis","Thunb.","Lozano, E.D.","Lozano, E.D.; Ariati, V.; Ariati, V.","3365","2016","05","05","Southern America","Brazil","Paraná","Campo Largo","São Luís do Purunã","-49.646056","-25.456639",NA,"Cespitosa, 30 cm, flor amarela, riacho na beira da estrada.; Campos Gerais.","MBM429234",NA,NA,NA,NA,NA,NA,"2017",NA,NA,NA,NA,"-49.646056","-25.456639",NA,NA
"49","2020-12-21 16:47:46-03","MBM","MBM","429492","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","capensis","Xyris capensis","Thunb.","Lozano, E.D.","Lozano, E.D.; Canestraro, B.K.; Canestraro, B.K.","4387","2019","01","28","Southern America","Brazil","Minas Gerais","Alagoa","Parque Estadual Serra do Papagaio, arredores","-44.727778","-22.188694",NA,"Herbácea, 40 cm, flores amarelas, em banhado. Prensada com álcool.; Campo de Altitude.","MBM429492",NA,NA,NA,NA,NA,NA,"2019",NA,NA,NA,NA,"-44.727778","-22.188694",NA,NA
