"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","phylum","infraspecificEpithet","continentOcean","imagecode","day","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","order","preparationType","typeStatus","fieldNumber","individualCount","class","sex"
"18","2015-09-26 15:43:45-03","MNHN","RECOLNAT_MNHN_P","P00716388","PreservedSpecimen",NA,"Euphorbiaceae","Algernonia","brasiliensis","Algernonia brasiliensis","Baill.",NA,NA,NA,NA,"Gaudichaud, C.",NA,"1834",NA,"Brésil",NA,NA,"Rio de Janeiro",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00716388' target='other'> <mi>dwc_moreinfo</mi></a>","P00716388",NA,NA,NA,NA,"P00716388_01",NA,NA,NA,NA,NA,NA,"hb","isotype","1151",NA,NA,NA
"19","2017-07-21 13:49:26-03","MNHN","RECOLNAT_MNHN_P","P00716389","PreservedSpecimen",NA,"Euphorbiaceae","Algernonia","brasiliensis","Algernonia brasiliensis","Baill.",NA,NA,NA,NA,"Riedel, L.",NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"Donné par Mme Simard, sa fille (A. Glaziou), en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00716389' target='other'> <mi>dwc_moreinfo</mi></a>","P00716389",NA,NA,NA,NA,"P00716389_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA
"20","2015-09-05 09:17:51-03","MNHN","RECOLNAT_MNHN_P","P05484406","PreservedSpecimen",NA,"Euphorbiaceae","Algernonia","brasiliensis","Algernonia brasiliensis","Baill.",NA,NA,NA,NA,"Riedel",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05484406' target='other'> <mi>dwc_moreinfo</mi></a>","P05484406",NA,NA,NA,NA,"P05484406_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA
"21","2015-09-05 09:17:51-03","MNHN","RECOLNAT_MNHN_P","P05484407","PreservedSpecimen",NA,"Euphorbiaceae","Algernonia","brasiliensis","Algernonia brasiliensis","Baill.",NA,NA,NA,NA,"Riedel",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05484407' target='other'> <mi>dwc_moreinfo</mi></a>","P05484407",NA,NA,NA,NA,"P05484407_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA
"22","2015-09-05 09:17:51-03","MNHN","RECOLNAT_MNHN_P","P05484409","PreservedSpecimen",NA,"Euphorbiaceae","Algernonia","brasiliensis","Algernonia brasiliensis","Baill.",NA,NA,NA,NA,"Glaziou, A.",NA,"1869","2","Brasil","Rio de Janeiro",NA,"Lagoinha.",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05484409' target='other'> <mi>dwc_moreinfo</mi></a>","P05484409",NA,NA,NA,NA,"P05484409_01","9",NA,NA,NA,NA,NA,"hb",NA,"3109",NA,NA,NA
"23","2015-09-05 09:17:51-03","MNHN","RECOLNAT_MNHN_P","P05484411","PreservedSpecimen",NA,"Euphorbiaceae","Algernonia","brasiliensis","Algernonia brasiliensis","Baill.",NA,NA,NA,NA,"Emmerich, M.|Dressler, R.|Mello Filho, L.E.",NA,"1965","11","Brasil","Rio de Janeiro","Rio de Janeiro","Grajaú.","-43.2075004577637","-22.9027996063232","57442","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05484411' target='other'> <mi>dwc_moreinfo</mi></a>","P05484411","auto",NA,NA,NA,"P05484411_01","27",NA,NA,NA,NA,NA,"hb",NA,"2721",NA,NA,NA
"24","2015-09-05 09:17:51-03","MNHN","RECOLNAT_MNHN_P","P05484412","PreservedSpecimen",NA,"Euphorbiaceae","Algernonia","brasiliensis","Algernonia brasiliensis","Baill.",NA,NA,NA,NA,"Emmerich, M.|Emygdio, L.|Dressler, R.",NA,"1965","11","Brasil","Rio de Janeiro","Rio de Janeiro","Mata do Grajaú.","-43.2075004577637","-22.9027996063232","57442","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05484412' target='other'> <mi>dwc_moreinfo</mi></a>","P05484412","auto",NA,NA,NA,"P05484412_01","27",NA,NA,NA,NA,NA,"hb",NA,"2721",NA,NA,NA
"25","2015-09-05 09:17:51-03","MNHN","RECOLNAT_MNHN_P","P05484413","PreservedSpecimen",NA,"Euphorbiaceae","Algernonia","brasiliensis","Algernonia brasiliensis","Baill.",NA,NA,NA,NA,"Emmerich, M.",NA,"1963","6","Brasil","Rio de Janeiro","Rio de Janeiro","Mata do Grajaú, ao lado direito do Rio.","-43.2075004577637","-22.9027996063232","57442","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05484413' target='other'> <mi>dwc_moreinfo</mi></a>","P05484413","auto",NA,NA,NA,"P05484413_01","1",NA,NA,NA,NA,NA,"hb",NA,"1540",NA,NA,NA
"26","2015-09-05 09:17:51-03","MNHN","RECOLNAT_MNHN_P","P05484408","PreservedSpecimen",NA,"Euphorbiaceae","Algernonia","brasiliensis","Algernonia brasiliensis","Baill.",NA,NA,NA,NA,"Emygdio|Emmerich",NA,"1972","10","Brasil","Rio de Janeiro","Niterói","Saco de São Franscisco; Morro do Xuigú.","-43.1035995483398","-22.88330078125","14785","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05484408' target='other'> <mi>dwc_moreinfo</mi></a>","P05484408","auto",NA,NA,NA,"P05484408_01","20",NA,NA,NA,NA,NA,"hb",NA,"3641",NA,NA,NA
"27","2015-02-28 16:24:00-03","MO","MOBOT","2920480","PreservedSpecimen","Plantae","Euphorbiaceae","Algernonia","brasiliensis","Algernonia brasiliensis","Baill.",NA,NA,NA,NA,"E.P. Klucking","Klucking 141116","1989","8","Brazil",NA,NA,"Estado da Guanabara, mata do Rumo. Reserva Florestal do Jardim Botánicol.",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-01-10 20:45:27-03","INPA","INPA","245580","S","Plantae","Euphorbiaceae","Algernonia","brasiliensis","Algernonia brasiliensis","Baill.",NA,NA,NA,NA,"Emygdio, L","3641","1972","01","Brasil","Rio de Janeiro","Niterói","Saco de São Francisco, Morro do Xingú","-43.1035995483398","-22.88330078125","14785",NA,"INPA0245580","auto","Dicotyledon Com-Clade",NA,"Southern America","INPA0245580 INPA0245580_e INPA0245580_num","20",NA,NA,NA,NA,"Malpighiales",NA,NA,NA,NA,NA,NA
"29","2021-01-10 20:45:27-03","INPA","INPA","213057","S","Plantae","Euphorbiaceae","Algernonia","brasiliensis","Algernonia brasiliensis","Baill.",NA,NA,NA,NA,"Emygdio, L","3641","1972","01","Brasil","Rio de Janeiro","Niterói","Saco de São Francisco, Morro do Xingú","-43.1035995483398","-22.88330078125","14785",NA,"INPA0213057","auto","Dicotyledon Com-Clade",NA,"Southern America","INPA0213057 INPA0213057_e","20",NA,NA,NA,NA,"Malpighiales",NA,NA,NA,NA,NA,NA
"30","2021-01-10 20:45:27-03","INPA","INPA","213025","S","Plantae","Euphorbiaceae","Algernonia","brasiliensis","Algernonia brasiliensis","Baill.",NA,NA,NA,NA,"Emygdio, L","3641","1972","01","Brasil","Rio de Janeiro","Niterói","Saco de São Francisco, Morro do Xingú","-43.1035995483398","-22.88330078125","14785",NA,"INPA0213025","auto","Dicotyledon Com-Clade",NA,"Southern America","INPA0213025 INPA0213025_e","20",NA,NA,NA,NA,"Malpighiales",NA,NA,NA,NA,NA,NA
"31","2020-09-02 16:24:27-03","Cenargen","CEN","46686","PreservedSpecimen","Plantae","Euphorbiaceae","Algernonia","brasiliensis","Algernonia brasiliensis","Baill.",NA,NA,NA,NA,"Luiz Emmygdio de Mello Filho","3641","1972","01","Brasil","RJ","NITEROI","Saco de São Francisco, Morro do Xingú.","-43.1035995483398","-22.88330078125","14785","Coleta M. Emmerich nº 3707. Doação do Museu Nacional Rio de Janeiro - Cat. geral Nº 169512.","CEN00046686","auto",NA,NA,NA,"CEN00046686 CEN00046686_1","20",NA,NA,NA,NA,NA,"Exsicatas",NA,NA,"2",NA,NA
"32","2021-03-15 18:26:50-03","USP","SPF","86381","PreservedSpecimen","Plantae","Euphorbiaceae","Algernonia","brasiliensis","Algernonia brasiliensis","Baill.","Emygdio, L",NA,NA,NA,"Emygdio, L","3641","1972","10","Brasil","Rio de Janeiro","Niterói","Saco São Francisco, Morro do Xingú.","-43.1035995483398","-22.88330078125","14785","Árvore ca. 5 m, na mata umbrófila.","SPF00086381","auto",NA,NA,NA,"SPF00086381 SPF00086381_1 SPF00086381_2","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 18:26:50-03","USP","SPF","192863","PreservedSpecimen","Plantae","Euphorbiaceae","Algernonia","brasiliensis","Algernonia brasiliensis","Baill.","Senna, L",NA,NA,NA,"Frutuoso, LCF","82","1990","10","Brasil","Rio de Janeiro","Paraty",NA,"-44.7131004333496","-23.2178001403809","34470","Árvore de 9 m, caída na mata. Folhas verdes, alternas espiraladas de consistência coreácea. Inflorescência em espiga lavas. Presença de látex.","SPF00192863","auto",NA,NA,NA,"SPF00192863","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-06-15 07:53:29-03","UEFS","HUEFS","237392","PreservedSpecimen","Plantae","Euphorbiaceae","Algernonia","brasiliensis","Algernonia brasiliensis","Baill.",NA,NA,NA,NA,"Külkamp, J.","862","2019","06","Brasil","Rio de Janeiro","Rio de Janeiro","Parque Nacional da Tijuca. Jardim Botânico. Trilha que sobe do parque Lage para o Cristo Redentor.","-43.211667","-22.957222",NA,"Floresta Ombrófila densa, subosque de mata de aprox. 20 m de altura.","HUEFS0237392",NA,"Angiospermae",NA,NA,NA,"01","43W12'42''","22S57'26''","140","140","Malpighiales",NA,NA,NA,NA,"Rosanae",NA
"35","2019-11-08 15:01:01-03","UEFS","HUEFS","252991","PreservedSpecimen","Plantae","Euphorbiaceae","Algernonia","brasiliensis","Algernonia brasiliensis","Baill.",NA,NA,NA,NA,"Külkamp, J.","1060","2019","08","Brasil","Rio de Janeiro","Rio de Janeiro","Parque Nacional da Floresta da Tijuca. Cachoeira dos primatas, 50 metros depois do início da trilha.","-43.231389","-22.962778",NA,"Floresta Ombrófila densa.","HUEFS0252991",NA,"Angiospermae",NA,NA,NA,"15","43W13'53''","22S57'46''","50","50","Malpighiales",NA,NA,NA,NA,"Rosanae",NA
"36","2019-10-07 09:30:25-03","UEFS","HUEFS","71698","PreservedSpecimen","Plantae","Euphorbiaceae","Algernonia","brasiliensis","Algernonia brasiliensis","Baill.",NA,NA,NA,NA,"Emygdio, L.","3641","1972","10","Brasil","Rio de Janeiro","Rio de Janeiro","Niterói, Saco de São Francisco, Morro do Xingú.","-43.2075004577637","-22.9027996063232","57442",NA,"HUEFS0071698","auto","Angiospermae",NA,NA,"HUEFS0071698","20",NA,NA,NA,NA,"Malpighiales",NA,NA,NA,NA,"Rosanae",NA
"37","2019-11-08 15:01:01-03","UEFS","HUEFS","252992","PreservedSpecimen","Plantae","Euphorbiaceae","Algernonia","brasiliensis","Algernonia brasiliensis","Baill.",NA,NA,NA,NA,"Külkamp, J.","1066","2019","08","Brasil","Rio de Janeiro","Rio de Janeiro","Parque Nacional da Floresta da Tijuca. Interior da mata úmida em encosta.","-43.2075004577637","-22.9027996063232","57442","Floresta Ombrófila densa montana.","HUEFS0252992","auto","Angiospermae",NA,NA,NA,"24",NA,NA,"250","250","Malpighiales",NA,NA,NA,NA,"Rosanae",NA
"38","2019-09-17 14:18:03-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Euphorbiaceae","Algernonia","brasiliensis","Algernonia brasiliensis cuneata",NA,NA,NA,NA,NA,"J. Lhotsky",NA,"1832",NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Spermatophyta","cuneata","South America",NA,NA,NA,NA,NA,NA,NA,NA,"Holotype",NA,NA,"Dicotyledoneae",NA
"39","2019-09-17 14:18:03-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Euphorbiaceae","Algernonia","brasiliensis","Algernonia brasiliensis cuneata",NA,NA,NA,NA,NA,"J. Lhotsky",NA,"1832",NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Spermatophyta","cuneata","South America",NA,NA,NA,NA,NA,NA,NA,NA,"Holotype",NA,NA,"Dicotyledoneae",NA
"40","2020-07-23 12:05:49-03","CEPLAC","CEPEC","129067","PreservedSpecimen","Plantae","Euphorbiaceae","Algernonia","brasiliensis","Algernonia brasiliensis",NA,"L. Senna",NA,NA,NA,"L. C. F. Frutuoso","82","1990","10","Brasil","Rio de Janeiro","PARATY","Laranjeiras, entre o primeiro e o segundo portão rumo a Praia do Sono.","-44.7131004333496","-23.2178001403809","34470",NA,NA,"auto",NA,NA,NA,NA,"18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-12 17:01:00-03","UEL","FUEL","34851","PreservedSpecimen","Plantae","Euphorbiaceae","Algernonia","brasiliensis","Algernonia brasiliensis","Baill.",NA,NA,NA,NA,"Emygdio, L; Emmerich, M","3641","1972","01","Brasil","Rio de Janeiro","Niterói","Morro do Xingu, Saco de São Francisco, Saco de São Francisco","-43.1035995483398","-22.88330078125","14785",NA,NA,"auto","Tracheophyta",NA,NA,NA,"20",NA,NA,NA,NA,"Malpighiales",NA,NA,NA,NA,NA,NA
"42","2019-10-16 14:13:15-03","UEL","FUEL","34845","PreservedSpecimen","Plantae","Euphorbiaceae","Algernonia","brasiliensis","Algernonia brasiliensis","Baill.","Emmerich, M","1972","10",NA,"Emygdio, L","452","1946","04","Brasil","Rio de Janeiro","Rio de Janeiro","Grajaú","-43.2075004577637","-22.9027996063232","57442",NA,NA,"auto","Tracheophyta",NA,NA,NA,"21",NA,NA,NA,NA,"Malpighiales",NA,NA,NA,NA,NA,NA
"43","2019-11-01 14:57:28-03","UnB","UB","177637","PreservedSpecimen","Plantae","Euphorbiaceae","Algernonia","brasiliensis","Algernonia brasiliensis","Baill.",NA,NA,NA,NA,"Emigdio, L; Emmerich, M","3641","1972","01","Brasil","Rio de Janeiro","Niterói","Saco de São Francisco, Morro do Xingú","-43.1035995483398","-22.88330078125","14785","número de catálogo 169512 Museu Nacional Rio de Janeiro; Árvore 5 m.; Na mata umbrofila",NA,"auto","Dicotyledoneae",NA,"Southern America",NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-05-06 11:55:36-03","UFU","HUFU","32753","S","Plantae","Euphorbiaceae","Algernonia","brasiliensis","Algernonia brasiliensis","Baill.",NA,NA,NA,NA,"Emygdio, L.; Emmerich, M.","3641","1972","10","Brasil","Rio de Janeiro","Niteroi","Saco São Francisco","-43.1035995483398","-22.88330078125","14785","Árvore, ca. 5,0 m.; Mata umbrófila.","HUFU00006234","auto",NA,NA,NA,"HUFU00006234","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-05-06 11:55:36-03","UFU","HUFU","32711","S","Plantae","Euphorbiaceae","Algernonia","brasiliensis","Algernonia brasiliensis","Baill.","Emmerich, M.","1972","10",NA,"Emygdio, L.","452","1946","04","Brasil","Rio de Janeiro","Rio de Janeiro","Grajaú","-43.2075004577637","-22.9027996063232","57442",NA,"HUFU00006235","auto",NA,NA,NA,"HUFU00006235","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-08-20 14:57:15-03","UFSC","FLOR","67921","PreservedSpecimen","Plantae","Euphorbiaceae","Algernonia","brasiliensis","Algernonia brasiliensis","Baill.","Külkamp, J.","2019","05","29","Külkamp, J.; Afonso, E.L.; Lischinsky, P.","855","2019","05","Brasil","Rio de Janeiro","Rio de Janeiro","Parque Nacional da Floresta da Tijuca. Cachoeira dos primatas. 50 metros depois do início da trilha.","-43.231389","-22.962778",NA,"Arbusto com tronco ereto, 3m ramos secundários em ângulo de 90 graus com o tronco, sépalas apenas nas flores pistiladas, fruto verde com tons avermelhados, estigma branco com papilas, inflorescência estaminada creme. Nativa. Floresta","FLOR0067921",NA,NA,NA,NA,"FLOR0067921","25","43º13'53''W","22º57'46''S","50","50","Malpighiales",NA,NA,NA,NA,NA,NA
"47","2021-04-05 20:16:23-03","UFSC","FLOR","68807","PreservedSpecimen","Plantae","Euphorbiaceae","Algernonia","brasiliensis","Algernonia brasiliensis","Baill.","Külkamp, J.","2019","08","16","Külkamp, J.; Nunes, D.","1060","2019","08","Brasil","Rio de Janeiro","Rio de Janeiro","Parque Nacional da Floresta da Tijuca. Cachoeira dos primatas. 50 metros depois do início da trilha.","-43.231389","-22.962778",NA,"Floresta Ombrófila Densa, subosque de mata de aprox. 20m de alt. Solo pedregoso, abundante no local. Arbusto com tronco ereto, branco, 3m altura, látex branco, ramos secundários formando um ângulo de 90 graus com o tronco, fruto verde","FLOR0068807",NA,NA,NA,NA,NA,"15","43º13'53''W","22º57'46''S","50","50","Malpighiales",NA,NA,NA,NA,NA,NA
"48","2021-04-05 20:16:23-03","UFSC","FLOR","68808","PreservedSpecimen","Plantae","Euphorbiaceae","Algernonia","brasiliensis","Algernonia brasiliensis","Baill.","Külkamp, J.","2019","09","02","Külkamp, J.; Santos, P.M.L.A.","1080","2019","08","Brasil","Rio de Janeiro","Rio de Janeiro","Parque Nacional da Tijuca. Mata do Jardim Botânico, Trilha para a cachoeira dos primatas.","-43.230278","-22.960278",NA,"Floresta Ombrófila Densa, interior da mata úmida em escosta, solo pedregoso, muito comum ao longo da trilha. Arbusto, 4m altura, com tronco ereto, branco, látex branco, ramos secundários formando um ângulo de 90 graus com o tronco, fr","FLOR0068808",NA,NA,NA,NA,NA,"29","43º13'49''W","22º57'37''S","250","250","Malpighiales",NA,NA,NA,NA,NA,NA
