"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"96","2019-10-07 09:19:49-03","UEFS","HUEFS","35252","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","Lindl.","A.T.de Brito","1999","05",NA,"Laessoe, T.","1992","03","24","Brasil","Bahia","Abaíra","Campo de Ouro Fino.","-41.9","-13.25","41W54'","13S15'","Beira de rio, sobre rochas.","HUEFS0035252","HUEFS0035252","Angiospermae","Asparagales","H53331",NA,"1600","1700",NA,NA,NA,"Lilianae",NA,NA,NA
"97","2019-10-07 09:19:49-03","UEFS","HUEFS","16532","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","Lindl.","A.T.de Brito","1996","03",NA,"Ganev, W.","1994","02","03","Brasil","Bahia","Abaíra",NA,"-41.95","-13.3","41W57'","13S18'",NA,"HUEFS0016532","HUEFS0016532","Angiospermae","Asparagales","2934",NA,"1700","1700",NA,NA,NA,"Lilianae",NA,NA,NA
"98","2019-10-07 09:19:49-03","UEFS","HUEFS","161333","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","Lindl.",NA,NA,NA,NA,"Smidt, E.C.",NA,NA,NA,"Brasil","Bahia","Mucugê","Serra da Guiné.","-41.3708000183105","-13.0052995681763",NA,NA,NA,"HUEFS0161333","HUEFS0161333","Angiospermae","Asparagales","354",NA,NA,NA,NA,"52493","auto","Lilianae",NA,NA,NA
"99","2019-07-09 12:44:18-03","F","FMNH-SEEDPLANTS","V0435646F","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva",NA,"RRC ID Flag",NA,NA,NA,"F. C. Hoehne","1920","4","21","Brazil","São Paulo",NA,NA,"-49","-22",NA,NA,NA,"V0435646F","V0435646F_01 V0435646F_02","Spermatophyta",NA,"3906","South America",NA,NA,NA,NA,NA,"Monocotyledoneae",NA,"3906",NA
"100","2019-07-09 12:44:18-03","F","FMNH-SEEDPLANTS","V0435647F","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva",NA,"RRC ID Flag",NA,NA,NA,"P. Dusén","1909","1","4","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"V0435647F","V0435647F_01 V0435647F_02","Spermatophyta",NA,"7678","South America","500",NA,NA,NA,NA,"Monocotyledoneae",NA,"7678",NA
"101","2019-11-13 16:04:56-03","UNISANTA","HUSC","11500","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","Lindl.","Jader Caetano","2015",NA,NA,"Andrade, V.","2015",NA,NA,"Brasil","Minas Gerais","São Thomé das Letras",NA,"-44.9852981567383","-21.7222003936768",NA,NA,"fotografada",NA,NA,"Magnoliophyta",NA,"s.n.",NA,NA,NA,NA,"16076","auto",NA,NA,NA,NA
"102","2020-08-20 14:54:43-03","UFSC","FLOR","2631","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","(Hook.) Lindl.","Pabst, G.","2011","09","12","Klein, R.M.; Bresolin, A.","1973","03","02","Brasil","Santa Catarina","Benedito Novo","Rio zinco alto benedito.","-49.3643989562988","-26.7828006744385",NA,NA,"flor laranja","FLOR0002631",NA,NA,"Asparagales","10890",NA,"750","750",NA,"20912","auto",NA,NA,NA,NA
"103","2020-08-20 20:37:50-03","UFSC","FLOR","3883","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","(Hook.) Lindl.","Pabst, G.","1976",NA,NA,"Bresolin, A.","1972","04","05","Brasil","Santa Catarina","Palhoça","Morro do Cambirela.","-48.6678009033203","-27.645299911499",NA,NA,"epífito, flor amarela. Exemplar único.","FLOR0003883",NA,NA,"Asparagales","555",NA,"1000","1000",NA,"31105","auto",NA,NA,NA,NA
"104","2020-08-20 14:54:43-03","UFSC","FLOR","2663","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","secunda","Bifrenaria secunda","(Vell.) Pabst","Pabst, G.","1974","06","25","Klein, R.M.","1971","06","25","Brasil","Santa Catarina","Governador Celso Ramos","Jordão Governador Celso Ramos.","-48.5592002868652","-27.3146991729736",NA,NA,"flor alaranjada. Exemplar único.","FLOR0002663",NA,NA,"Asparagales","9592",NA,"300","300",NA,"13751","auto",NA,NA,NA,NA
"105","2020-08-20 14:54:43-03","UFSC","FLOR","2642","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","secunda","Bifrenaria secunda","(Vell.) Pabst","Pabst, G.","1974","06","25","Klein, R.M.; Bresolin, A.","1972","02","23","Brasil","Santa Catarina","Palhoça","Morro do Cambirela.","-48.6678009033203","-27.645299911499",NA,NA,"flor marrom. Exemplar único.","FLOR0002642",NA,NA,"Asparagales","10106",NA,"900","900",NA,"31105","auto",NA,NA,NA,NA
"106","2021-03-04 15:42:04-03","IF","SPSF","49918","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","Lindl.","W.Forster","2012","02","27","F.M.Souza & M.T.Z.Toniato & D.Souza","2005","02","28","Brasil","SP","Natividade da Serra","Parque Estadual da Serra do Mar, Núcleo Santa Virgínia","-45.191667","-23.447778",NA,NA,"COLETA: Orquídea, flor laranja.; GEOGRAFIA: Trilha do Corcovado, Floresta Ombrófila Densa Montana (Floresta de Neblina);",NA,NA,"Magnoliophyta","Orchidales","547","América do Sul","1171","1171",NA,NA,NA,"Liliopsida",NA,NA,NA
"107","2017-09-11 17:11:26-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","Lindl.",NA,NA,NA,NA,"Gardner, G",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"ad Serra dos Orgãos",NA,NA,NA,NA,NA,NA,NA,NA,NA,"650?","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2017-09-11 17:11:26-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","Lindl.",NA,NA,NA,NA,"Allcard",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Habitat in prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2017-09-11 17:11:26-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","Lindl.",NA,NA,NA,NA,"Allcard",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Habitat in prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2017-09-11 17:11:26-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","Lindl.",NA,NA,NA,NA,"Glaziou, AFM",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Habitat in prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15649?","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2017-09-11 17:11:26-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","Lindl.",NA,NA,NA,NA,"Glaziou, AFM",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Habitat in prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15649","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2017-09-11 17:11:26-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","Lindl.",NA,NA,NA,NA,"Descourtilz, ME",NA,NA,NA,"Brazil","Minas Gerais",NA,"in prov. Minas Geraes inter Bananal et Ilha Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2017-09-11 17:11:26-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","Lindl.",NA,NA,NA,NA,"Magalhães Gomes, FP",NA,NA,NA,"Brazil","Minas Gerais",NA,"ad Ouro Preto supra arbores",NA,NA,NA,NA,"Floret Octobri - Aprili",NA,NA,NA,NA,"646?","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2017-09-11 17:11:26-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","Lindl.",NA,NA,NA,NA,"Gardner, G",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"ad Serra dos Orgãos",NA,NA,NA,NA,NA,NA,NA,NA,NA,"650","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2017-09-11 17:11:26-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","Lindl.",NA,NA,NA,NA,"Descourtilz, ME",NA,NA,NA,"Brazil","Minas Gerais",NA,"in prov. Minas Geraes inter Bananal et Ilha Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2017-09-11 17:11:26-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","Lindl.",NA,NA,NA,NA,"Magalhães Gomes, FP",NA,NA,NA,"Brazil","Minas Gerais",NA,"ad Ouro Preto supra arbores",NA,NA,NA,NA,"Floret Octobri - Aprili",NA,NA,NA,NA,"646","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2017-09-11 17:11:26-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","Lindl.",NA,NA,NA,NA,"Schenck, H",NA,NA,NA,"Brazil","Minas Gerais","Ouro Preto","ad Itacolumi","-43.5081","-20.2875",NA,NA,NA,NA,NA,NA,NA,"3643","Southern America",NA,NA,NA,"44599","auto",NA,NA,NA,NA
"118","2017-09-11 17:11:26-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","Lindl.",NA,NA,NA,NA,"Regnell, AF",NA,NA,NA,"Brazil","Minas Gerais","Caldas","in arboribus prope Caldas","-46.3861","-21.9236",NA,NA,NA,NA,NA,NA,NA,"1139","Southern America",NA,NA,NA,"25710","auto",NA,NA,NA,NA
"119","2017-09-11 17:11:26-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","Lindl.",NA,NA,NA,NA,"Regnell, AF",NA,NA,NA,"Brazil","Minas Gerais","Caldas","in arboribus prope Caldas","-46.3861","-21.9236",NA,NA,NA,NA,NA,NA,NA,"1139?","Southern America",NA,NA,NA,"25710","auto",NA,NA,NA,NA
"120","2017-09-11 17:11:26-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","Lindl.",NA,NA,NA,NA,"Schenck, H",NA,NA,NA,"Brazil","Minas Gerais","Ouro Preto","ad Itacolumi","-43.5081","-20.2875",NA,NA,NA,NA,NA,NA,NA,"3643","Southern America",NA,NA,NA,"44599","auto",NA,NA,NA,NA
"121","2019-11-21 10:12:52-03","IBt","SP","5454","S","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","(Hook.) Lindl.","Koehler, S","2002","05",NA,"Hoehne, FC","1921","03","23","Brasil","Minas Gerais",NA,"Serra do Gongo-Socco",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2019-11-21 10:12:52-03","IBt","SP","175244","S","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","(Hook.) Lindl.","Barros, F","1983","01","06","Kirizawa, M; Lopes, EA; Custodio Filho, A","1981","11","20","Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.333333","-23.783333","-46.333333","-23.783333","Tépalas laranjas",NA,NA,NA,NA,"585",NA,"850","850",NA,NA,NA,NA,NA,NA,NA
"123","2019-11-21 10:12:52-03","IBt","SP","184109","S","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","(Hook.) Lindl.","Sugiyama, M","1984","04","10","Sugiyama, M; Custodio Filho, A; Schoenlein, IH","1983","01","28","Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.316667","-23.783333","-46.316667","-23.783333","Epífita, flores amarelas",NA,NA,NA,NA,"241",NA,"750","900",NA,NA,NA,NA,NA,NA,NA
"124","2019-11-21 10:12:52-03","IBt","SP","188616","S","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","(Hook.) Lindl.","Sugiyama, M","1984","04","10","Custodio Filho, A","1982","12","07","Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.316667","-23.783333","-46.316667","-23.783333","Epífita, flores amarelas",NA,NA,NA,NA,"1162",NA,"750","900",NA,NA,NA,NA,NA,NA,NA
"125","2019-11-21 10:12:52-03","IBt","SP","188631","S","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","(Hook.) Lindl.",NA,NA,NA,NA,"Custodio Filho, A; Carra, M","1982","12","07","Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.316667","-23.783333","-46.316667","-23.783333","Epífita, corola amarela",NA,NA,NA,NA,"1109",NA,"750","900",NA,NA,NA,NA,NA,NA,NA
"126","2019-11-21 10:12:52-03","IBt","SP","196025","S","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","(Hook.) Lindl.","Sugiyama, M","1988","10","05","Custodio Filho, A","1984","03","27","Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.316667","-23.783333","-46.316667","-23.783333","Epífita, flores abóboras",NA,NA,NA,NA,"2302",NA,"750","900",NA,NA,NA,NA,NA,NA,NA
"127","2019-11-21 10:12:52-03","IBt","SP","406574","S","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","(Hook.) Lindl.","Rodrigues, VT",NA,NA,NA,"Rodrigues, VT; Vinhos, F","2006","05","15","Brasil","São Paulo","Mogi das Cruzes",NA,"-46.194725","-23.484739","-46.194725","-23.484739",NA,NA,NA,NA,NA,"57",NA,"933","933",NA,NA,NA,NA,NA,NA,NA
"128","2019-11-21 10:12:52-03","IBt","SP","474255","S","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","(Hook.) Lindl.","Vieira, TL","2015","01","28","Vieira, TL","2015","01","28","Brasil","Minas Gerais","Ouro Branco","Serra do Ouro Branco, Porção da serra a oeste das antenas","-43.729722","-20.48","-43.729722","-20.48",NA,NA,NA,NA,NA,"225",NA,"1413","1413",NA,NA,NA,NA,NA,NA,NA
"129","2019-11-21 10:12:52-03","IBt","SP","146195","S","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","(Hook.) Lindl.","Barros, F","1981","03",NA,"Joly, AB; et al.","1970","06","08","Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Entre Km 137-138","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,NA,NA,NA,"CFSC360",NA,"1240","1240",NA,"31264","auto",NA,NA,NA,NA
"130","2019-11-21 10:12:52-03","IBt","SP","183038","S","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","(Hook.) Lindl.","Barros, F","1981","01","02","Barros, F",NA,NA,NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Cultivada em São Paulo, fl. 2-I-1981","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,NA,"601",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA
"131","2019-11-21 10:12:52-03","IBt","SP","357579","S","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","(Hook.) Lindl.","Glongo, C","1999","03",NA,"Petean, MP","1998","12","05","Brasil","Paraná","Morretes","Parque Estadual do Pico do Marumbi, Pico do Morro Facãozinho","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,NA,"7",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA
"132","2019-11-21 10:12:52-03","IBt","SP","385248","S","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","(Hook.) Lindl.",NA,NA,NA,NA,"Romanini, RP","2006","05","05","Brasil","São Paulo","Cananéia","Ilha do Cardoso, Cultivada no Instituto de Botânica sob n° 16.163","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,"294",NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA
"133","2020-11-26 10:01:02-03","IBt","SP","375687","S","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","(Hook.) Lindl.","Barros, F","2005","03","29","Romanini, RP",NA,NA,NA,"Brasil","São Paulo","Cananéia","Ilha do Cardoso, Cultivada no Instituto de Botânica sob nº 16163, fl. 22-III-2005","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,"192",NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA
"134","2019-11-21 10:12:52-03","IBt","SP","253223","S","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","(Hook.) Lindl.","Barros, F","1992","02","03","Barros, F",NA,NA,NA,"Brasil","São Paulo","Cananéia","Ilha do Cardoso, Cultivada no Instituto de Botânica sob nº 16163, fl. 3-II-1992","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA
"135","2019-11-21 10:12:52-03","IBt","SP","377198","S","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","(Hook.) Lindl.",NA,NA,NA,NA,"Romanini, RP",NA,NA,NA,"Brasil","São Paulo","Cananéia","Ilha do Cardoso, Cultivada no Instituto de Botânica sob nº 16226, fl. 15-VII-2005","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,"216",NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA
"136","2019-11-21 10:12:52-03","IBt","SP","27163","S","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","(Hook.) Lindl.","Barros, F","2002",NA,NA,"Edwall, G","1899","03",NA,"Brasil","São Paulo","Santo André","Alto da Serra, mata virgem.","-46.5299987792969","-23.6599998474121",NA,NA,NA,"SP009563","SP009563",NA,NA,"CGG4084",NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA
"137","2019-11-21 10:12:52-03","IBt","SP","215990","S","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","(Hook.) Lindl.","Barros, F","2002",NA,NA,"Kirizawa, M; Lopes, EA","1987","06","22","Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,NA,"Mata de Encosta, picada três, epífita a +- 2,0m. do solo, perigonio laranja, chuvas contínuas, neblina e frio",NA,NA,NA,NA,"1850",NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA
"138","2021-01-07 09:34:37-03","IBt","SP","195549","S","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","(Hook.) Lindl.","Sugiyama, M","1984","04","10","Kirizawa, M; Figueiredo-Ribeiro, RCL; Chu, EP","1984","02","28","Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,NA,"Mata, parte alta da encosta, flores laranjas, epífita",NA,NA,NA,NA,"1168",NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA
"139","2019-11-21 10:12:52-03","IBt","SP","1598","S","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","(Hook.) Lindl.","Barros, F","2002",NA,NA,"Hoehne, FC","1908","03","04","Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,NA,"Flor cor de abobóra",NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA
"140","2019-11-21 10:12:52-03","IBt","SP","3906","S","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","(Hook.) Lindl.","Barros, F","2002",NA,NA,"Hoehne, FC","1920","04","21","Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA
"141","2019-11-21 10:12:52-03","IBt","SP","232724","S","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","(Hook.) Lindl.",NA,NA,NA,NA,"Lopes, EA; Murça Pires, J; et al.","1980","11","27","Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,NA,"Epífitas sobre tronco caído, flores alaranjadas",NA,NA,NA,NA,"90",NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA
"142","2019-11-21 10:12:52-03","IBt","SP","163940","S","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","(Hook.) Lindl.","Barros, F","1992","04","02","Handro, O","1970","04","12","Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba, linha São Paulo-Santos","-46.5299987792969","-23.6599998474121",NA,NA,"Epífita na mata úmida, flores alaranjadas",NA,NA,NA,NA,"2133",NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA
"143","2019-11-21 10:12:52-03","IBt","SP","151016","S","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","(Hook.) Lindl.","Barros, F","2002",NA,NA,"Kirizawa, M","1977","12","02","Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba, mata da reserva","-46.5299987792969","-23.6599998474121",NA,NA,"Epífita, +- 2,0m alt., tépalas alaranjadas",NA,NA,NA,NA,"169",NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA
"144","2019-11-21 10:12:52-03","IBt","SP","297784","S","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","(Hook.) Lindl.","Catharino, ELM","1996","10","01","Silva, EL; Marzola, ELC","1994","12","09","Brasil","São Paulo","São Bernardo do Campo","Estrada do Capivari","-46.560001373291","-23.6900005340576",NA,NA,NA,NA,NA,NA,NA,"51",NA,NA,NA,NA,"31119","auto",NA,NA,NA,NA
"145","2019-11-21 10:12:52-03","IBt","SP","51568","S","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","(Hook.) Lindl.","Barros, F","1980","06","27","Handro, O","1939","03","15","Brasil","São Paulo","São Paulo","Jardim Botânico, Nativa no Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"146","2019-11-21 10:12:52-03","IBt","SP","27485","S","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","(Hook.) Lindl.",NA,NA,NA,NA,"Gehrt, A","1950","07","22","Brasil","São Paulo","São Paulo","Santo Amaro, estrada Rio Bonito, distante 9 km de Santo Amaro, mata beira da estrada","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"147","2013-12-18 11:17:51-02","AMES","HU-HERB","AMES 00287827","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","Lindley",NA,NA,NA,NA,"Lyman B. Smith","1929","2","12","Brazil","São Paulo",NA,"Estacao Biologica, Alto da Serra","-46.4","-23.8",NA,NA,NA,NA,NA,NA,NA,"1863","South America","800","900","Sheet",NA,NA,NA,NA,"1863",NA
"148","2013-12-18 11:09:09-02","GH","HU-HERB","GH 00287826","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","Lindley",NA,NA,NA,NA,"Lyman B. Smith","1929","2","12","Brazil","São Paulo",NA,"Estacao Biologica, Alto da Serra","-46.4","-23.8",NA,NA,NA,NA,NA,NA,NA,"1863","South America","800","900","Sheet",NA,NA,NA,NA,"1863",NA
