"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","phylum","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount","previousCatalogNumber"
"427","2020-09-02 16:26:14-03","Cenargen","CEN","38736","PreservedSpecimen","Plantae",NA,"Fabaceae Caesalp.","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby","G. Pereira-Silva","Glocimar Pereira-Silva","2515","1994","09","01",NA,"Brasil","BA","BAIANOPOLIS","Rodovia Baianópolis - Santana km 69.","-44.5346984863281","-12.3064002990723","720","Exsicatas","Pegajosa.","CEN00038736",NA,"720","CEN00038736","91308","auto","-4423333.0","-1283333.0","1994","09",NA,NA,NA,NA,NA,"1",NA
"428","2020-09-02 16:26:14-03","Cenargen","CEN","38579","PreservedSpecimen","Plantae",NA,"Fabaceae Caesalp.","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby","G. Pereira-Silva","Glocimar Pereira-Silva","1360","1993","07","08",NA,"Brasil","BA","CORRENTINA","BR-020 divisa Goiás - Bahia - Mimoso do Oeste km 84.","-44.6366996765137","-13.3432998657227","860","Exsicatas","Brácteas verde-claro, anteras e estames verde-claros.","CEN00038579",NA,"860","CEN00038579","182507","auto","-4601667.0","-1333333.0","1993","10",NA,NA,NA,NA,NA,"3",NA
"429","2020-09-02 16:26:14-03","Cenargen","CEN","41586","PreservedSpecimen","Plantae",NA,"Fabaceae Caesalp.","Chamaecrista","viscosa","var. major","Chamaecrista viscosa var. major","(Kunth) H.S.Irwin & Barneby","A. O. de Souza","Carolyn Elinore Barnes Proença","2512","2001","05","08",NA,"Brasil","TO","MATEIROS","Margem esquerda Rio Novo. Norte.","-46.133333",NA,"400","Exsicatas","Cálice verde claro, 3 sépalas com listras vermelhas. Planta viscosa. Doação do Sistema Herbário UB (9873-6). Tocantins.","CEN00041586",NA,"400","CEN00041586",NA,NA,"-46.133333","-1055000.0","2019","07",NA,NA,NA,NA,NA,"1",NA
"430","2020-09-02 16:26:14-03","Cenargen","CEN","41608","PreservedSpecimen","Plantae",NA,"Fabaceae Caesalp.","Chamaecrista","viscosa","var. major","Chamaecrista viscosa var. major","(Kunth) H.S.Irwin & Barneby","A. O. de Souza","Rosana Farias","437","2001","05","04",NA,"Brasil","TO","MATEIROS","Rio Novo. Norte.","-46.65",NA,"469","Exsicatas","Doação do Sistema Herbário UB (10182-6). Tocantins.","CEN00041608",NA,"469","CEN00041608",NA,NA,"-46.65","-1055000.0","2019","07",NA,NA,NA,NA,NA,"1",NA
"431","2020-09-02 16:26:14-03","Cenargen","CEN","91113","PreservedSpecimen","Plantae",NA,"Fabaceae Caesalp.","Chamaecrista","viscosa","var. major","Chamaecrista viscosa var. major","(Kunth) H.S.Irwin & Barneby","A. O. de Souza","Glocimar Pereira-Silva","12935","2008","04","16",NA,"Brasil","TO","DARCINOPOLIS","Rio Tocantins via fazenda do Marcelo, km 8 (Pedra furada).","-47.684722","-6.7175","210","Exsicatas","Área de influência indireta.","CEN00091113",NA,"210","CEN00091113",NA,NA,"-47.684722","-6.7175","2019","07",NA,NA,NA,NA,NA,"4",NA
"432","2020-09-02 16:26:14-03","Cenargen","CEN","8852","PreservedSpecimen","Plantae",NA,"Fabaceae Caesalp.","Chamaecrista","viscosa","var. major","Chamaecrista viscosa var. major","(Kunth) H.S.Irwin & Barneby","E. Forero","Lídio Coradin","5713","1983","06","15",NA,"Brasil","BA","SAO DESIDERIO","BR - 020, proximidades do posto de gasolina de Roda Velha.","-44.9733009338379","-12.3633003234863","800","Exsicatas","Germoplasma obtido de 30 plantas.","CEN00008852",NA,"800","CEN00008852","175149","auto","-4596667.0","-1283333.0","1992","05",NA,NA,NA,NA,NA,"7",NA
"433","2020-09-02 16:26:14-03","Cenargen","CEN","42922","PreservedSpecimen","Plantae",NA,"Fabaceae Caesalp.","Chamaecrista","viscosa","var. major","Chamaecrista viscosa var. major","(Kunth) H.S.Irwin & Barneby","A. O. de Souza","Lídio Coradin","7163","1984","09","02",NA,"Brasil","PA","SANTAREM","Rodovia Cuiabá - Santarém (BR - 163) entre Rurópolis e Santarém, km 220.","-54.7083015441895","-2.44305992126465","40","Exsicatas",NA,"CEN00042922",NA,"40","CEN00042922","205258","auto","-5475000.0","-245000.0","2019","07",NA,NA,NA,NA,NA,"3",NA
"434","2020-09-02 16:26:14-03","Cenargen","CEN","5871","PreservedSpecimen","Plantae",NA,"Fabaceae Caesalp.","Chamaecrista","viscosa","var. major","Chamaecrista viscosa var. major","(Kunth) H.S.Irwin & Barneby","A. O. de Souza","Lídio Coradin","2603","1980","05","25",NA,"Brasil","PI","AMARANTE","BR - 343 Floriano - Teresina, km 40.","-42.8546981811523","-6.24110984802246","160","Exsicatas",NA,"CEN00005871",NA,"160","CEN00005871","54144","auto",NA,NA,"2019","07",NA,NA,NA,NA,NA,"1",NA
"435","2020-09-02 16:26:14-03","Cenargen","CEN","37676","PreservedSpecimen","Plantae",NA,"Fabaceae Caesalp.","Chamaecrista","viscosa","var. major","Chamaecrista viscosa var. major","(Kunth) H.S.Irwin & Barneby","M. M. T. Cota","Aécio Amaral-Santos","705","2000","05","09",NA,"Brasil","TO","GOIATINS","Reserva Indígena Krahó, aldeia Pedra Branca, aproximadamente 500 m a NE da aldeia.","-47.3142013549805","-7.71000003814697",NA,"Exsicatas",NA,"CEN00037676",NA,NA,"CEN00037676","92862","auto","-4763222.0","-830333.0","2017","11",NA,NA,NA,NA,NA,"3",NA
"436","2020-09-02 16:26:14-03","Cenargen","CEN","87372","PreservedSpecimen","Plantae",NA,"Fabaceae Caesalp.","Chamaecrista","viscosa","var. paraguayensis","Chamaecrista viscosa var. paraguayensis","(Kunth) H.S.Irwin & Barneby","A. O. de Souza","Marcelo Fragomeni Simon","2360","2014","03","25",NA,"Brasil","MT","VILA BELA DA SANTISSIMA TRINDADE","Ao longo da MT - 246, 24 km W de Vila Bela, ramal 1 km ao N.","-59.728888","-15.049722","218","Exsicatas","Arbusto denso, bastante ramificado, com 1 m de altura. Cálice esverdeado, corola amarela. Frequente na beira da estrada.","CEN00087372",NA,"218","CEN00087372",NA,NA,"-59.728888","-15.049722","2019","07",NA,NA,NA,NA,NA,"6",NA
"437","2019-11-13 11:22:06-03","USP","SPF","147566","PreservedSpecimen","Plantae",NA,"Leguminosae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby","Pirani, JR","Evangelista de Oliveira, J","366","1941","05","10",NA,"Brasil","Minas Gerais",NA,"Estrada para Parreiras (antiga Caldas).&nf;Parreias (Antigo Caldas)",NA,NA,NA,NA,NA,"SPF00147566",NA,NA,NA,NA,NA,NA,NA,"2001",NA,NA,NA,NA,NA,NA,NA,NA
"438","2021-03-15 18:27:45-03","USP","SPF","226497","PreservedSpecimen","Plantae",NA,"Leguminosae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby","Cota, MMT","Gomes, BM","678","2015","05","23",NA,"Brasil","Pará","Santarém","Caminho para Porto de Pedras.","-54.9575","-2.545417","46",NA,"Subarbusto, ca. 0,7 m alt. Flores amarelas; sépalas verde-arroxeadas. Frutos imaturos verdes. Indumento pegajoso em toda a planta. Amostra foliar em sílica.; Savana aberta. Solo arenoso.","SPF00226497",NA,"46","SPF00226497",NA,NA,"-54.9575","-2.545417","2015","06",NA,NA,NA,NA,NA,NA,NA
"439","2019-11-13 11:22:06-03","USP","SPF","19367","PreservedSpecimen","Plantae",NA,"Leguminosae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S.Irwin & Barneby","Barneby, RC","Hatschbach, G","42060","1979","03","10",NA,"Brasil","Bahia","Barreiras",NA,"-44.9900016784668","-12.1527996063232",NA,NA,NA,"SPF00019367",NA,NA,NA,"152720","auto",NA,NA,"1979",NA,NA,NA,NA,NA,NA,NA,NA
"440","2021-03-15 18:27:45-03","USP","SPF","211348","PreservedSpecimen","Plantae",NA,"Leguminosae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby","Rando, JG","Rando, JG; Nogueira, A","1207","2012","02","22",NA,"Brasil","Pará","Santarém","Estrada Alter do Chão - Santarém, ca. 2,5 km de Alter do Chão, ramal do Laranjal.","-54.7083015441895","-2.44305992126465",NA,NA,"Arbusto ca. 1,6 m alt., cálice verde e corola amarela. Planta bastante pegajosa. Coleta em sílica e FAA. Prensado em álcool.; Cerrado. Área aberta.","SPF00211348",NA,NA,NA,"205258","auto",NA,NA,"2012","02","22",NA,NA,NA,NA,NA,NA
"441","2019-11-13 11:22:06-03","USP","SPF","229788","PreservedSpecimen","Plantae",NA,"Leguminosae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby","Cota, MMT","Vaz, J","2811","2008","05","30",NA,"Brasil","Tocantins","Mateiros","Jalapão","-46.4211006164551","-10.5474996566772",NA,NA,NA,"SPF00229788",NA,NA,NA,"87923","auto",NA,NA,"2015","03",NA,NA,NA,NA,NA,NA,NA
"442","2019-11-13 11:22:06-03","USP","SPF","229787","PreservedSpecimen","Plantae",NA,"Leguminosae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby","Cota, MMT","Barbosa, E","4268","2011","10","04",NA,"Brasil","Tocantins","Mateiros","Jalapão","-46.4211006164551","-10.5474996566772",NA,NA,NA,"SPF00229787",NA,NA,NA,"87923","auto",NA,NA,"2015","03",NA,NA,NA,NA,NA,NA,NA
"443","2020-12-02 09:07:11-03","UNITINS","HUTO","4294","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby","Fonseca, M.L.","Oliveira, F.C.A.","1971","2010","05","13",NA,"Brasil","Tocantins","Palmeirante","Bacia do Tocantins. Sub-bacia do rio Tocantins. Solo arenoso. Relevo plano","-48.027778","-7.827778","243",NA,"Arbusto com cerca de 1,70 m de altura. Casca lisa. Folíolos membranáceos. Cálice amarelado. Flor amarela. Frutos imaturos cor verde. Ramos pegajosos; Cerrado típico","HUTO004294",NA,"243","HUTO004294",NA,NA,"-48.027778","-7.827778","2010","08",NA,NA,NA,NA,NA,NA,NA
"444","2020-12-02 09:07:11-03","UNITINS","HUTO","7734","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby",NA,"Rosa, I.A.C.","05","2019","06","10",NA,"Brasil","Tocantins","Palmas","Próximo a Unitins - Campus Graciosa","-48.604722","-10.313056","224",NA,"Arbusto com cerca de 2 m de altura. Folhas compostas, imparipinadas. Flores amarelas. Frutos imaturos verde.; Cerrado stricto sensu","HUTO007734",NA,"224",NA,NA,NA,"-48.604722","-10.313056",NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","2020-05-08 11:09:38-03","UEFS","HUEFS","156456","PreservedSpecimen","Plantae","Fabales","Leguminosae Subfam. Caesalpinioideae","Chamaecrista","viscosa","var. major","Chamaecrista viscosa var. major","(Benth.) H.S.Irwin & Barneby","L.P.de Queiroz","Queiroz, L.P.de","14438","2009","05","01",NA,"Brasil","Bahia","Barreiras","Cerrado no entorno da Cachoeira do Acaba Vidas.","-45.596667","-11.885833","720",NA,"Cerrado.","HUEFS0156456","Angiospermae","720","HUEFS0156456",NA,NA,"45W35'48''","11S53'9''","2011","04",NA,"Rosanae",NA,NA,NA,NA,NA
"446","2020-05-08 11:09:38-03","UEFS","HUEFS","100512","PreservedSpecimen","Plantae","Fabales","Leguminosae Subfam. Caesalpinioideae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby",NA,"Silva, G.P.","2506","1994","09","01",NA,"Brasil","Bahia","Baianópolis","Rodovia 242 entroncamento - Baianópolis Km 6.","-44.516667","-12.183333","670",NA,"Cerrado na borda de vereda.","HUEFS0100512","Angiospermae","670","HUEFS0100512",NA,NA,"44W31'","12S11'",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"447","2020-05-08 11:09:38-03","UEFS","HUEFS","100480","PreservedSpecimen","Plantae","Fabales","Leguminosae Subfam. Caesalpinioideae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby",NA,"Silva, G.P.","1360","1993","07","08",NA,"Brasil","Bahia","Correntina","BR - 020 divsa Goiás - Bahia Mimoso do Oeste Km 84.","-46.016667","-13.333333","860",NA,"Campina.","HUEFS0100480","Angiospermae","860","HUEFS0100480",NA,NA,"46W1'","13S20'",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"448","2020-05-08 11:09:38-03","UEFS","HUEFS","139488","PreservedSpecimen","Plantae","Fabales","Leguminosae Subfam. Caesalpinioideae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby",NA,"Fernandes, A.","EAC8524","1980","04","23",NA,"Brasil","Maranhão",NA,"BR 230, entre São João dos Patos e Barão de Grajaú.",NA,NA,NA,NA,"Cerrado. Substrato arenoso.","HUEFS0139488","Angiospermae",NA,"HUEFS0139488",NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"449","2020-05-08 11:09:38-03","UEFS","HUEFS","140619","PreservedSpecimen","Plantae","Fabales","Leguminosae Subfam. Caesalpinioideae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby",NA,"Fernandes, A.",NA,"1971","07","24",NA,"Brasil","Ceará",NA,"Chapada da Ibiapaba, Inhuçu.",NA,NA,NA,NA,NA,"HUEFS0140619","Angiospermae",NA,"HUEFS0140619",NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"450","2020-05-08 11:09:38-03","UEFS","HUEFS","140621","PreservedSpecimen","Plantae","Fabales","Leguminosae Subfam. Caesalpinioideae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby",NA,"Fernandes, A.",NA,"1978","08","05",NA,"Brasil","Maranhão",NA,"Entre Lajado e Grajaú.",NA,NA,NA,NA,NA,"HUEFS0140621","Angiospermae",NA,"HUEFS0140621",NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"451","2020-05-08 11:09:38-03","UEFS","HUEFS","140622","PreservedSpecimen","Plantae","Fabales","Leguminosae Subfam. Caesalpinioideae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby",NA,"Fernandes, A.",NA,"1978","08","05",NA,"Brasil","Maranhão",NA,"BR 010 (BE-BRAS), KM 1310, perto de Porto Franco. NA chapada.",NA,NA,NA,NA,NA,"HUEFS0140622","Angiospermae",NA,"HUEFS0140622",NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"452","2020-05-08 11:09:38-03","UEFS","HUEFS","140718","PreservedSpecimen","Plantae","Fabales","Leguminosae Subfam. Caesalpinioideae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby",NA,"Castro, A.J.",NA,"1979","06","10",NA,"Brasil","Maranhão",NA,"Na estrada carroçável para Coelho Neto, perto da BR 316.",NA,NA,NA,NA,"Cerrado. Substrato arenoso.","HUEFS0140718","Angiospermae",NA,"HUEFS0140718",NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"453","2020-05-08 11:09:38-03","UEFS","HUEFS","140719","PreservedSpecimen","Plantae","Fabales","Leguminosae Subfam. Caesalpinioideae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby",NA,"Fernandes, A.",NA,"1979","04","24",NA,"Brasil","Maranhão",NA,"Estrada carroçável de Porto Franco para Carolina.",NA,NA,NA,NA,"Cerrado.","HUEFS0140719","Angiospermae",NA,"HUEFS0140719",NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"454","2020-05-08 11:09:38-03","UEFS","HUEFS","140720","PreservedSpecimen","Plantae","Fabales","Leguminosae Subfam. Caesalpinioideae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby",NA,"Fernandes, A.",NA,"1973","07","17",NA,"Brasil","Maranhão","Caxias",NA,"-43.3560981750488","-4.85889005661011",NA,NA,NA,"HUEFS0140720","Angiospermae",NA,"HUEFS0140720","72086","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"455","2020-05-08 11:09:38-03","UEFS","HUEFS","139489","PreservedSpecimen","Plantae","Fabales","Leguminosae Subfam. Caesalpinioideae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby",NA,"Fernandes, A.","Eac6755","1979","07","23",NA,"Brasil","Ceará","Crato","Aeroporto, Chapada do Araripe. Substrato arenoso.","-39.4094009399414","-7.23416996002197",NA,NA,"Capoeira.","HUEFS0139489","Angiospermae",NA,"HUEFS0139489","30071","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"456","2020-05-08 11:09:38-03","UEFS","HUEFS","201816","PreservedSpecimen","Plantae","Fabales","Leguminosae Subfam. Caesalpinioideae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby",NA,"Rando, J.G.","1207","2012","02","22",NA,"Brasil","Pará","Santarém","Estrada Alter do Chão - Santarém, ca. 2,5 km de Alter do Chão, ramal do Laranjal. Cerrado. Área aberta.","-54.7083015441895","-2.44305992126465",NA,NA,NA,"HUEFS0201816","Angiospermae",NA,"HUEFS0201816","205258","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"457","2020-05-08 11:09:38-03","UEFS","HUEFS","139490","PreservedSpecimen","Plantae","Fabales","Leguminosae Subfam. Caesalpinioideae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby",NA,"Fernandes, A.","EAC11327","1992","05","15",NA,"Brasil","Bahia","Formosa do Rio Preto","Fazenda Escalvado.","-45.1930999755859","-11.0482997894287",NA,NA,"Cerrado.","HUEFS0139490","Angiospermae",NA,"HUEFS0139490","155006","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"458","2020-05-08 11:09:38-03","UEFS","HUEFS","139492","PreservedSpecimen","Plantae","Fabales","Leguminosae Subfam. Caesalpinioideae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby",NA,"Fernandes, A.","EAC10610","1981","07","18",NA,"Brasil","Piauí","Barreiras do Piauí","Substrato arenoso.","-45.4749984741211","-9.92527961730957",NA,NA,"Cerrado.","HUEFS0139492","Angiospermae",NA,"HUEFS0139492","62445","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"459","2020-05-08 11:09:38-03","UEFS","HUEFS","139491","PreservedSpecimen","Plantae","Fabales","Leguminosae Subfam. Caesalpinioideae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby",NA,"Fernandes, A.","EAC10612","1981","07","19",NA,"Brasil","Piauí","Barreiras do Piauí","Substrato arenoso.","-45.4749984741211","-9.92527961730957",NA,NA,"Cerrado.","HUEFS0139491","Angiospermae",NA,"HUEFS0139491","62445","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"460","2020-05-08 11:09:38-03","UEFS","HUEFS","100273","PreservedSpecimen","Plantae","Fabales","Leguminosae Subfam. Caesalpinioideae","Chamaecrista","viscosa","var. major","Chamaecrista viscosa var. major","(Benth.) H.S.Irwin & Barneby",NA,"Santos, A.A.","705","2000","05","09",NA,"Brasil","Tocantins","Itacajá","Reserva indígena Krahó, aldeia Pedra Branca, aproximadamente 500 m a NE da aldeia.","-47.582222","-8.303333",NA,NA,"Cerrado sensu strictu.","HUEFS0100273","Angiospermae",NA,"HUEFS0100273",NA,NA,"47W34'56''","8S18'12''",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"461","2020-05-08 11:09:38-03","UEFS","HUEFS","163643","PreservedSpecimen","Plantae","Fabales","Leguminosae Subfam. Caesalpinioideae","Chamaecrista","viscosa","var. major","Chamaecrista viscosa var. major","(Benth.) H.S.Irwin & Barneby","L.P.de Queiroz","Melo, E.","8115","2010","05","21",NA,"Brasil","Bahia","São Desidério","Ca. 6 Km S do povoado de Gales do TImbó.","-44.993333","-12.696389","677",NA,"Cerrado.","HUEFS0163643","Angiospermae","677","HUEFS0163643",NA,NA,"44W59'36''","12S41'47''","2011","12",NA,"Rosanae",NA,NA,NA,NA,NA
"462","2020-05-08 11:09:38-03","UEFS","HUEFS","243476","PreservedSpecimen","Plantae","Fabales","Leguminosae Subfam. Caesalpinioideae","Chamaecrista","viscosa","var. major","Chamaecrista viscosa var. major","(Benth.) H.S.Irwin & Barneby",NA,"Cota, M.M.T.","1039","2017","07","16",NA,"Brasil","Tocantins","Mateiros","Estrada TO-110, entorno do Parque Estadual do Jalapão, próximo ao fervedouro do buritizinho.","-46.493889","-10.338889","454",NA,NA,"HUEFS0243476","Angiospermae","454",NA,NA,NA,"46W29'38''","10S20'20''",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"463","2020-05-08 11:09:38-03","UEFS","HUEFS","50399","PreservedSpecimen","Plantae","Fabales","Leguminosae Subfam. Caesalpinioideae","Chamaecrista","viscosa","var. major","Chamaecrista viscosa var. major","(Benth.) H.S.Irwin & Barneby","L.P.de Queiroz","Barros, R.","700","2000","05","23",NA,"Brasil","Piauí","Baixa Grande do Ribeiro","Estação Ecológica de Urucuí-Una,alto da Vereda do Meio, próximo ao Morro do Pico.","-44.989167","-8.896944","384",NA,"Cerrado.","HUEFS0050399","Angiospermae","384","HUEFS0050399",NA,NA,"44W59'21''","8S53'49''","2011","04",NA,"Rosanae",NA,NA,NA,NA,NA
"464","2020-05-08 11:09:38-03","UEFS","HUEFS","73117","PreservedSpecimen","Plantae","Fabales","Leguminosae Subfam. Caesalpinioideae","Chamaecrista","viscosa","var. major","Chamaecrista viscosa var. major","(Benth.) H.S.Irwin & Barneby","L.P.de Queiroz","Jardim, J.G.","3552","2001","04","16",NA,"Brasil","Bahia","Carinhanha","Rod. para Cocos, 13 km W da cidade","-43.866944","-14.229167","480",NA,"Cerrado. Solo arenoso.","HUEFS0073117","Angiospermae","480","HUEFS0073117",NA,NA,"43W52'1''","14S13'45''","2011","04",NA,"Rosanae",NA,NA,NA,NA,NA
"465","2020-05-08 11:09:38-03","UEFS","HUEFS","96547","PreservedSpecimen","Plantae","Fabales","Leguminosae Subfam. Caesalpinioideae","Chamaecrista","viscosa","var. major","Chamaecrista viscosa var. major","(Benth.) H.S.Irwin & Barneby","L.P.de Queiroz","Souza, E.B.","1142","2005","04","12",NA,"Brasil","Bahia","Barreiras","BR-020 em direção a Luís Eduardo Magalhães, a 20 Km de Barreiras.","-45.163056","-12.111667","581",NA,"Cerrado em relevo ondulado na base de um morro. Solo areno-argiloso.","HUEFS0096547","Angiospermae","581","HUEFS0096547",NA,NA,"45W9'47''","12S6'42''","2011","04",NA,"Rosanae",NA,NA,NA,NA,NA
"466","2020-05-08 11:09:38-03","UEFS","HUEFS","139494","PreservedSpecimen","Plantae","Fabales","Leguminosae Subfam. Caesalpinioideae","Chamaecrista","viscosa","var. major","Chamaecrista viscosa var. major","(Benth.) H.S.Irwin & Barneby","L.P.de Queiroz","Martins, P.","EAC7391","1979","11","13",NA,"Brasil","Maranhão","Carolina","25Km de Carolina, estrada transamazônica. Substrato arenoso.","-47.4693984985352","-7.33277988433838",NA,NA,"Cerrado.","HUEFS0139494","Angiospermae",NA,"HUEFS0139494","99438","auto",NA,NA,"2011","04",NA,"Rosanae",NA,NA,NA,NA,NA
"467","2020-05-08 11:09:38-03","UEFS","HUEFS","125213","PreservedSpecimen","Plantae","Fabales","Leguminosae Subfam. Caesalpinioideae","Chamaecrista","viscosa","var. major","Chamaecrista viscosa var. major","(Benth.) H.S.Irwin & Barneby",NA,"Fernandes, A.","EAC24260","1996","08","24",NA,"Brasil","Piauí","Barreiras do Piauí","APA Estadual - Fazenda Fortaleza, Chapada das &nf;Mangabeiras.","-45.4749984741211","-9.92527961730957",NA,NA,"Capoeira / cerrado.","HUEFS0125213","Angiospermae",NA,"HUEFS0125213","62445","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"468","2020-05-08 11:09:38-03","UEFS","HUEFS","138454","PreservedSpecimen","Plantae","Fabales","Leguminosae Subfam. Caesalpinioideae","Chamaecrista","viscosa","var. major","Chamaecrista viscosa var. major","(Benth.) H.S.Irwin & Barneby","L.P.de Queiroz","Fernandes, A.","EAC6824","1979","07","27",NA,"Brasil","Maranhão","Timon","Estrada para Bemposta. Substrato arenoso.","-42.8367004394531","-5.09417009353638",NA,NA,"Cerrado.","HUEFS0138454","Angiospermae",NA,"HUEFS0138454","44730","auto",NA,NA,"2011","04",NA,"Rosanae",NA,NA,NA,NA,NA
"469","2015-03-07 08:39:50-03","F","FMNH-SEEDPLANTS","V0110550F","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0110550F","Spermatophyta",NA,"V0110550F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"470","2015-03-07 08:39:51-03","F","FMNH-SEEDPLANTS","V0110571F","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa",NA,NA,NA,NA,NA,NA,NA,"South America","Paraguay",NA,NA,NA,"-58.1689","-23.2025",NA,NA,NA,"V0110571F","Spermatophyta",NA,"V0110571F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"471","2015-03-07 08:39:50-03","F","FMNH-SEEDPLANTS","V0110554F","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0110554F","Spermatophyta",NA,"V0110554F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"472","2018-04-04 16:45:31-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major",NA,"RRC ID Flag","H. S. Irwin","21533",NA,NA,NA,"South America","Brazil","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"21533",NA,NA
