"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","year","month","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","day","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","typeStatus","recordNumber","phylum","order","locality","minimumElevationInMeters","maximumElevationInMeters","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","684943","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","utilis","Daphnopsis utilis","Warm.","L. Rossi",NA,"R. M. Harley","1992","02","Brazil","Bahia","Abaíra","-41.92","-13.25",NA,NA,"NY00684943","NY00684943_01","13","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=883006' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"51538","Magnoliophyta","Malvales","Riacho da Taquara","1400","1400",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1182377","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","utilis","Daphnopsis utilis","Warm.","J. A. Kallunki",NA,"H. S. Irwin","1970","02","Brazil","Distrito Federal","Brasília","-47.7274","-15.75885",NA,NA,"NY01182377","NY01182377_01","23","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1401170' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"26542","Magnoliophyta","Malvales","Ca. 10 km E. of Lago Paranoá, DF-6","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01022624","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","utilis","Daphnopsis utilis","Warm.","J. A. Kallunki; R. C. Barneby",NA,"H. S. Irwin","1971","01","Brazil","Minas Gerais",NA,"-43.67613","-19.82237",NA,NA,"NY01022624","NY01022624_01","16","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1145091' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"30484","Magnoliophyta","Malvales","Serra do Espinhaço, middle slopes of Serra da Piedade, ca. 40 km E. of Belo Horizonte, BR-31","1800","1800",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","684944","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","utilis","Daphnopsis utilis","Warm.","L. Rossi",NA,"R. M. Harley","1992","03","Brazil","Bahia","Abaíra","-41.9","-13.27",NA,NA,"NY00684944","NY00684944_01","04","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=883007' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"50864","Magnoliophyta","Malvales","Tijuquinho","1800","1800",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01022625","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","utilis","Daphnopsis utilis","Warm.","L. Rossi",NA,"R. M. Harley","1992","02","Brazil","Bahia","Abaíra","-41.9","-13.25",NA,NA,"NY01022625","NY01022625_01","15","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1145644' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"52080","Magnoliophyta","Malvales","Campo do Ouro Fino (baixo).","1600","1700",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1182406","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","utilis","Daphnopsis utilis","Warm.","L. I. Nevling",NA,"J. G. Kuhlmann","1933","07","Brazil","Rio de Janeiro",NA,"-43.257779","-22.970378",NA,NA,"NY01182406","NY01182406_01",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1402154' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"s.n.","Magnoliophyta","Malvales","Mesa do Imperador, Guanabara.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01022623","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","utilis","Daphnopsis utilis","Warm.","J. A. Kallunki; R. C. Barneby",NA,"H. S. Irwin","1971","01","Brazil","Minas Gerais","Caeté","-43.65505","-19.77555",NA,NA,"NY01022623","NY01022623_01","17","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1145089' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"30610","Magnoliophyta","Malvales","Serra do Espinhaço, ca. 34 km E. of Belo Horizonte, road (BR-31) to Roças Novas","1500","1500",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1182556","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","utilis","Daphnopsis utilis","Warm.","L. I. Nevling",NA,"J. E. B. Warming",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"NY01182556","NY01182556_01",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1406796' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"s.n.","Magnoliophyta","Malvales","Lagoa Santa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","684942","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","utilis","Daphnopsis utilis","Warm.","L. Rossi",NA,"R. M. Harley","1992","02","Brazil","Bahia","Abaíra","-41.9","-13.25",NA,NA,"NY00684942","NY00684942_01","19","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=881675' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"52129","Magnoliophyta","Malvales","Campo do Ouro Fino.","1600","1600",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","684940","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","utilis","Daphnopsis utilis","Warm.","L. Rossi",NA,"R. M. Harley","1992","02","Brazil","Bahia","Abaíra","-41.9","-13.25",NA,NA,"NY00684940","NY00684940_01","15","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=878895' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"52080","Magnoliophyta","Malvales","Campo do Ouro Fino (baixo).","1600","1700",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01022626","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","utilis","Daphnopsis utilis","Warm.","L. Rossi",NA,"R. M. Harley","1992","02","Brazil","Bahia","Abaíra","-41.9","-13.25",NA,NA,"NY01022626","NY01022626_01","15","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1145645' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"52081","Magnoliophyta","Malvales","Campo do Ouro Fino (baixo).","1600","1700",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-02-18 09:30:50-03","UNESP-IBB","BOTU","2960","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","utilis","Daphnopsis utilis","Warm.","Rossi, L.","1998","Christianini, S.R.","1997","11","Brasil","São Paulo","Agudos",NA,NA,"9999","9999","BOTU002960",NA,"08",NA,NA,NA,"Mata mesófila semidecídua. Árvore com 6m de altura, folhas cartáceas,caule estriado em placas retangulares, flores branco-esverdeadas, anteras amarelo-ouro.",NA,"672",NA,NA,NA,NA,NA,"03","04",NA,NA,NA,NA,NA,NA
"23","2021-02-18 09:30:50-03","UNESP-IBB","BOTU","2959","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","utilis","Daphnopsis utilis","Warm.","Rossi, L.","1998","Assis Camargo, P.F.","1997","10","Brasil","São Paulo","Agudos",NA,NA,"9999","9999","BOTU002959",NA,"20",NA,NA,NA,"Mata mesófila semidecídua. Árvore com 7m. de altura, folhas cartáceas, caule estriado e verrugoso, flores brancas, anteras amarelo-ouro.",NA,"692",NA,NA,NA,NA,NA,"03","04",NA,NA,NA,NA,NA,NA
"24","2021-02-18 09:30:50-03","UNESP-IBB","BOTU","28162","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","utilis","Daphnopsis utilis","Warm.",NA,NA,"Faraco, A.G.","2006","03","Brasil","São Paulo","Bauru",NA,NA,"9999","9999","BOTU028162",NA,"09",NA,NA,NA,"Cerrado. Árvore, 5,5 m de altura.",NA,"169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-06-29 11:32:46-03","UFRJ","RFA","4577","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","utilis","Daphnopsis utilis","Warm.","C. L. Benevides de Abreu","1984","P. Occhioni","1945","01","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"RFA50102",NA,"08",NA,NA,NA,"Árvore pequena, flor branca",NA,"862",NA,NA,"Estrada da Vista Chinesa, Distrito Federal",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA
"26","2021-03-30 12:50:03-03","EAO","IAN","40721","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","sessiliflora","Daphnopsis sessiliflora","Taub.",NA,NA,"Glaziou, AFM",NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"IAN040721",NA,NA,"Southern America",NA,NA,NA,NA,"17747","Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:50:03-03","EAO","IAN","103762","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","utilis","Daphnopsis utilis","Warm.","Kuhlmann, JG",NA,"Kuhlmann, JG","1930","03","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"IAN103762",NA,"10","Southern America",NA,NA,"Arvoreta de 5-7m de altura #?#.",NA,"584","Dicotiledônea",NA,"Tijuca Excelsior.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:50:03-03","EAO","IAN","154001","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","utilis","Daphnopsis utilis","Warm.","Kallunki, JA","1975","Irwin, HS; Harley, RM","1971","01","Brasil","Minas Gerais",NA,NA,NA,NA,NA,"IAN154001",NA,"16","Southern America",NA,NA,"Shrun ca. 2m tall, the branches strict, flowers light green.",NA,"30484","Dicotiledônea",NA,"Middle slopes of serra da Piedade, with low dense woodland on iron-rich soil interpersed with many outcrops, ca. 40km E of Belo Horizonte, near BR-31.","1800","1800",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-04-08 17:44:21-03","EAO","IAN","40723","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","utilis","Daphnopsis utilis","Warm.",NA,NA,"Glaziou, AFM",NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"IAN040723",NA,NA,"Southern America",NA,NA,NA,NA,"s.n.","Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-10-09 11:25:21-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","utilis","Daphnopsis utilis","Warm.","Rossi, L","1997","Sano, PT; Laessoe, T","1992","03","Brasil","Bahia","Abaíra","-41.6636009216309","-13.2496995925903",NA,NA,NA,NA,"04","Southern America",NA,NA,NA,NA,"50864","Dicotyledon",NA,"Chapada Diamantina",NA,NA,NA,NA,"26531","auto",NA,NA,NA,NA
"31","2019-10-09 11:25:21-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","utilis","Daphnopsis utilis","Warm.","Rossi, L","1997","Stannard, B; Queiroz, RF","1992","02","Brasil","Bahia","Abaíra","-41.6636009216309","-13.2496995925903",NA,NA,NA,NA,"19","Southern America",NA,NA,NA,NA,"PCD52129","Dicotyledon",NA,"Chapada Diamantina",NA,NA,NA,NA,"26531","auto",NA,NA,NA,NA
"32","2019-10-09 11:25:21-03","UFBA","ALCB","16861","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","utilis","Daphnopsis utilis","Warm.","Harley, RM","1986","Noblick, LR; Pinto, GCP","1983","11","Brasil","Bahia","Palmeiras","-41.5","-12.5","-41.5","-12.5",NA,NA,"19","Southern America",NA,NA,"Arbusto de 1m de altura muito ramificado.&nf;Flores pequenas esbranquicadas.&nf;Frequente.",NA,"s/n","Dicotyledon",NA,"Chapada Diamantina, Morro do Pai Inacio","1060","1060","03",NA,NA,NA,NA,NA,NA,NA
"33","2019-10-09 11:25:21-03","UFBA","ALCB","16861","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","utilis","Daphnopsis utilis","Warm.","Harley, RM","1986","Noblick, LR; Pinto, GCP","1983","11","Brasil","Bahia","Palmeiras","-41.5","-12.5","-41.5","-12.5",NA,NA,"19","Southern America",NA,NA,"Arbusto de 1m de altura muito ramificado.&nf;Flores pequenas esbranquicadas.&nf;Frequente.",NA,"s/n","Dicotyledon",NA,"Chapada Diamantina, Morro do Pai Inacio","1060","1060","03",NA,NA,NA,NA,NA,NA,NA
"34","2019-10-09 11:25:21-03","UFBA","ALCB","50444","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","utilis","Daphnopsis utilis","Warm.","Rossi, L","1997","Melo, E; França, F; Oliveira, S; Nunes, TS; Souza, E; Ganev, W","1994","11","Brasil","Bahia","Lençóis","-41.452778","-12.456667","-41.452778","-12.456667",NA,NA,"23","Southern America",NA,NA,"3,0 m. Inflorescência e pedicelo de cálice verde, corola tubular, lacínios patentes, pétalas creme, filetes creme, anteras amarelas. Ocasional.; Vegetação de campo rupestre. Afloramento rochoso.",NA,"PCD1288","Dicotyledon",NA,"Chapada Diamantina, Morro da Chapadinha","1050","1050","08",NA,NA,NA,NA,NA,NA,NA
"35","2019-10-09 11:25:21-03","UFBA","ALCB","16861","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","utilis","Daphnopsis utilis","Warm.","Gomes, K","1998","Noblick, LR; Pinto, A","1993","11","Brasil","Bahia","Palmeiras","-41.5588989257812","-12.5289001464844",NA,NA,NA,NA,"19","Southern America",NA,NA,NA,NA,"2801","Dicotyledon",NA,"Chapada Diamantina",NA,NA,"07",NA,"20767","auto",NA,NA,NA,NA
"36","2020-02-08 10:00:37-03","NBC","NL-BOTANY","U.1743336","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","utilis","Daphnopsis utilis","Warm.","Rossi L",NA,"Harley RM; Stannard BL; Nic Lughadha EM; Queiroz RF","1992","02","Brazil","Bahia",NA,"-41.9","-13.25","-41.9","-13.25","NL-U1743336","NL-U1743336","15","Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1743336 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Malvales",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0102683",NA,NA
"37","2020-11-04 11:20:10-03","ESALQ","ESA","37060","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","utilis","Daphnopsis utilis","Warm.","Rossi, L.","1997","Stannard, B. ; Queiroz, R.F.","1992","02","Brasil","Bahia","Abaíra","-41.6636009216309","-13.2496995925903",NA,NA,"ESA037060",NA,"19",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"01","01","26531","auto",NA,NA,NA,NA
"38","2020-11-04 11:20:10-03","ESALQ","ESA","15180","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","utilis","Daphnopsis utilis",NA,"Lima, R.A.F.","3014","Durigan, G.",NA,NA,"Brasil","São Paulo","Assis","-50.4099998474121","-22.6599998474121",NA,NA,"ESA015180",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"08","30","23972","auto",NA,NA,NA,NA
"39","2020-11-04 11:20:10-03","ESALQ","ESA","102660","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","utilis","Daphnopsis utilis",NA,"Mota, N.F.O.","2006","N. F. O. Mota","2006","02","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"ESA102660",NA,"08",NA,NA,NA,NA,NA,"551.0","Magnoliophyta",NA,NA,NA,NA,NA,NA,"23079","auto",NA,NA,NA,NA
"40","2020-11-04 11:20:10-03","ESALQ","ESA","104016","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","utilis","Daphnopsis utilis",NA,"Lima, R.A.F.","3014","Medeiros, D.A.","2004","02","Brasil","São Paulo","Assis","-50.4099998474121","-22.6599998474121",NA,NA,"ESA104016",NA,"12",NA,NA,NA,NA,NA,"14955.0","Magnoliophyta",NA,NA,NA,NA,"08","30","23972","auto",NA,NA,NA,NA
"41","2020-11-04 11:20:10-03","ESALQ","ESA","7221","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","utilis","Daphnopsis utilis",NA,"Rossi, L.","2005","Morellato-Fonzar, L.P.C. ; Rodrigues, R.R.","1985","02","Brasil","São Paulo","Jundiaí","-46.8800010681152","-23.1800003051758",NA,NA,"ESA007221",NA,"21",NA,NA,NA,NA,NA,"17798.0","Magnoliophyta",NA,NA,NA,NA,NA,NA,"17840","auto",NA,NA,NA,NA
"42","2021-03-31 13:41:33-03","MN","R","90424","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","utilis","Daphnopsis utilis","Warm.","Rossi, L.","1997","Glaziou, A.F.M.","1891","03","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"R000090424","R000090424_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tijuca",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA
"43","2015-07-02 14:04:25-03","JBP","HPL","8036","S","Plantae","Thymelaeaceae","Daphnopsis","utilis","Daphnopsis utilis",NA,"L. Rossi","1995","H. Lorenzi","1994","01","Brasil","SP","Mogi Mirim","-46.95","-22.43",NA,NA,NA,NA,"24",NA,NA,NA,NA,NA,"1286",NA,NA,"Coletado no Horto Florestal; em área de cerrado.",NA,NA,"05","10","19575","auto",NA,NA,NA,NA
"44","2015-07-02 14:04:25-03","JBP","HPL","8037","S","Plantae","Thymelaeaceae","Daphnopsis","utilis","Daphnopsis utilis",NA,"L. Rossi","1995","H. Lorenzi","1994","02","Brasil","SP","Mogi Mirim","-46.95","-22.43",NA,NA,NA,NA,"10",NA,NA,NA,NA,NA,"1326",NA,NA,"Coletado no Horto Florestal, do outro lado da rodovia; em área de cerrado.",NA,NA,"05","10","19575","auto",NA,NA,NA,NA
"45","2016-02-02 14:39:16-02","BGBM","B","B 10 0359790","S","Plantae","Thymelaeaceae","Daphnopsis","sessiliflora","Daphnopsis sessiliflora","Gris. ex Taub.",NA,NA,"A. F. M. Glaziou","1907",NA,"Brazil",NA,NA,NA,NA,NA,NA,"B100359790","B100359790",NA,"Middle and South America",NA,NA,"<a href=http://herbarium.bgbm.org/object/B100359790 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","type","17747",NA,NA,"donné par Mme Simard, sa fille, en 1907.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-02-15 11:51:17-02","IPA","IPA","62263","S","Plantae","Thymelaeaceae","Daphnopsis","utilis","Daphnopsis utilis","Warm.","Rossi, L.","1997","Queiroz, L.P. de","1992","02","Brasil","Bahia","Abaíra","-41.6636009216309","-13.2496995925903",NA,NA,"IPA0062263",NA,"13","Southern America",NA,NA,"Arbusto com ca. de 2.5m de altura, caule aromático, flor esverdeada, anteras amarelasdas.",NA,"51538","Plantae",NA,"Riacho da Taquara, mata ciliar.",NA,NA,NA,NA,"26531","auto",NA,NA,NA,NA
"47","2019-11-21 14:46:48-03","UFJF","CESJ","51438","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","utilis","Daphnopsis utilis","Warm.","N.F.O. Mota","2006","N.F.O. Mota; D.Souza","2006","02","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"CESJ051438",NA,"08","América do Sul",NA,NA,"Arbusto em beira de estrada, frutos imaturos verdes.",NA,"551","Angiosperma",NA,"Pedra do Sino Hotel Fazenda, BR 040 Km 6; Trilha do Sauá. 20º 52'40,5S; 43º49'01,4W, Alt.: 1000-1200m.",NA,NA,NA,NA,"23079","auto",NA,NA,NA,NA
"48","2021-03-01 16:42:16-03","UNICAMP","UEC","098370","S","Plantae","Thymelaeaceae","Daphnopsis","utilis","Daphnopsis utilis","Warm.","Rossi, L","2009","Chung, F; Matos, J; Schmidt, M; Gandara, F; Ivanauskas, NM; Vanini, A; Souza, JP","1997","12","Brazil","São Paulo",NA,"-49.205278","-24.080556","-49.205278","-24.080556",NA,NA,"12",NA,NA,NA,"Árvore de 6,0m, casca lisa/rugosa, flor verde clara.; Cerrado. Cerradão montano.",NA,"81","Magnoliopsida",NA,"Estrada Itararé-Capão Bonito; Rio Verde.",NA,NA,"08",NA,NA,NA,NA,NA,NA,NA
