"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","day","locality","identifiedBy","yearIdentified","monthIdentified","dayIdentified","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","class","individualCount","relatedCatalogItem"
"47","2015-09-04 06:07:26-03","MNHN","RECOLNAT_MNHN_P","P02407781","PreservedSpecimen",NA,NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M.King & H.Rob.","Gardner",NA,NA,NA,NA,"Brasil","Rio de Janeiro","hb",". s.d. 64. Dli Prod. no.174.1. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02407781' target='other'> <mi>dwc_moreinfo</mi></a>","P02407781","P02407781_01",NA,"Environs de Rio de Janeiro. Brésil. Rio de Janeiro, Sudeste, Brasil, América do Sul","Nakajima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64",NA,NA,NA
"48","2015-09-04 06:07:26-03","MNHN","RECOLNAT_MNHN_P","P02407782","PreservedSpecimen",NA,NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M.King & H.Rob.","Saint-Hilaire, A. de",NA,"1816","1",NA,"Brésil","Rio de Janeiro","hb","Voyage d'Auguste de Saint-Hilaire, de 1846 à 1821. . No. 884 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02407782' target='other'> <mi>dwc_moreinfo</mi></a>","P02407782","P02407782_01","1","Brésil. Rio de Janeiro, Sudeste, Brasil, América do Sul","Nakajima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 12",NA,NA,NA
"49","2015-09-04 06:07:26-03","MNHN","RECOLNAT_MNHN_P","P02407785","PreservedSpecimen",NA,NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M.King & H.Rob.","Riedel",NA,NA,NA,NA,"Brasil",NA,"hb",". s.d. Nº 1302 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02407785' target='other'> <mi>dwc_moreinfo</mi></a>","P02407785","P02407785_01",NA,"Pr. Taipy. Brasil, América do Sul","Nakajima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1350",NA,NA,NA
"50","2015-09-04 06:06:15-03","MNHN","RECOLNAT_MNHN_P","P02416072","PreservedSpecimen",NA,NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M.King & H.Rob.","Saint-Hilaire, A. de",NA,"1816","1",NA,"Brésil","Rio de Janeiro","hb","Voyage d' Auguste de Saint-Hilaire, de 1816 à 1821. . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02416072' target='other'> <mi>dwc_moreinfo</mi></a>","P02416072","P02416072_01","1","Brésil, province de Rio de Janeiro. Rio de Janeiro, Sudeste, Brasil, América do Sul","Nakajima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 12",NA,NA,NA
"51","2015-09-04 06:06:16-03","MNHN","RECOLNAT_MNHN_P","P02416088","PreservedSpecimen",NA,NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M.King & H.Rob.","Saint-Hilaire, A. de",NA,"1816","1",NA,"Brésil","Rio de Janeiro","hb","Voyage d' Auguste de Saint-Hilaire, de 1816 à 1821. . No 844 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02416088' target='other'> <mi>dwc_moreinfo</mi></a>","P02416088","P02416088_01","1","Brésil, province de Rio de Janeiro. Rio de Janeiro, Sudeste, Brasil, América do Sul","Nakajima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C 220",NA,NA,NA
"52","2015-09-04 06:06:16-03","MNHN","RECOLNAT_MNHN_P","P02416089","PreservedSpecimen",NA,NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M.King & H.Rob.","Endlicher",NA,NA,NA,NA,"Brasil",NA,"hb",". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02416089' target='other'> <mi>dwc_moreinfo</mi></a>","P02416089","P02416089_01",NA,". Brasil, América do Sul","Nakajima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2015-09-04 06:06:16-03","MNHN","RECOLNAT_MNHN_P","P02416090","PreservedSpecimen",NA,NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M.King & H.Rob.","Riedel",NA,NA,NA,NA,"Brasil",NA,"hb",". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02416090' target='other'> <mi>dwc_moreinfo</mi></a>","P02416090","P02416090_01",NA,". Brasil, América do Sul","Nakajima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2015-09-04 06:06:16-03","MNHN","RECOLNAT_MNHN_P","P02416091","PreservedSpecimen",NA,NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M.King & H.Rob.","Saint-Hilaire, A. de",NA,NA,NA,NA,"Brésil","Rio de Janeiro","hb","Voyage d' Auguste de Saint-Hilaire, de 1816 à 1821. . 774 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02416091' target='other'> <mi>dwc_moreinfo</mi></a>","P02416091","P02416091_01",NA,"Brésil, province de Rio de Janeiro. Rio de Janeiro, Sudeste, Brasil, América do Sul","Nakajima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C 346",NA,NA,NA
"55","2015-09-04 06:06:16-03","MNHN","RECOLNAT_MNHN_P","P02416093","PreservedSpecimen",NA,NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M.King & H.Rob.","Leschennoult",NA,NA,NA,NA,"Brasil",NA,"hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02416093' target='other'> <mi>dwc_moreinfo</mi></a>","P02416093","P02416093_01",NA,"Brazil. Brasil, América do Sul","Nakajima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2015-09-04 06:06:16-03","MNHN","RECOLNAT_MNHN_P","P02416094","PreservedSpecimen",NA,NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M.King & H.Rob.","Weddell, H.A.",NA,"1843","1",NA,"Brasil","Rio de Janeiro","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02416094' target='other'> <mi>dwc_moreinfo</mi></a>","P02416094","P02416094_01","1","Brésil; environs de Rio-Janeiro. Rio de Janeiro, Sudeste, Brasil, América do Sul","Nakajima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"115",NA,NA,NA
"57","2015-09-04 06:06:16-03","MNHN","RECOLNAT_MNHN_P","P02416095","PreservedSpecimen",NA,NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M.King & H.Rob.","Weddell, H.A.",NA,NA,NA,NA,"Brasil","Rio de Janeiro","hb",". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02416095' target='other'> <mi>dwc_moreinfo</mi></a>","P02416095","P02416095_01",NA,". Rio de Janeiro, Sudeste, Brasil, América do Sul","Nakajima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"296",NA,NA,NA
"58","2015-09-04 06:06:16-03","MNHN","RECOLNAT_MNHN_P","P02416096","PreservedSpecimen",NA,NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M.King & H.Rob.","Saint-Hilaire, A. de",NA,"1816","1",NA,"Brésil","Rio de Janeiro","hb","Voyage d'Auguste de Saint-Hilaire, de 1816 à 1821. . no.774 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02416096' target='other'> <mi>dwc_moreinfo</mi></a>","P02416096","P02416096_01","1","Brésil. Rio de Janeiro, Sudeste, Brasil, América do Sul","Nakajima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A1 346",NA,NA,NA
"59","2016-03-21 15:48:10-03","MNHN","RECOLNAT_MNHN_P","P02416097","PreservedSpecimen",NA,NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M.King & H.Rob.","Saint-Hilaire, A. de",NA,NA,NA,NA,"Brésil","Minas Gerais","hb","Voyage d' Auguste de Saint-Hilaire, de 1816 à 1821 . . No 844 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02416097' target='other'> <mi>dwc_moreinfo</mi></a>","P02416097","P02416097_01",NA,"Brésil, province de Minas Geraes. Minas Gerais, Sudeste, Brasil, América do Sul","Nakajima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B 220",NA,NA,NA
"60","2015-09-04 06:06:16-03","MNHN","RECOLNAT_MNHN_P","P02416098","PreservedSpecimen",NA,NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M.King & H.Rob.","s.c.",NA,NA,NA,NA,"Brésil",NA,"hb","Donné par DC. en 1837 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02416098' target='other'> <mi>dwc_moreinfo</mi></a>","P02416098","P02416098_01 P02416098_02",NA,"Brésil","Nakajima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2015-09-04 10:17:33-03","MNHN","RECOLNAT_MNHN_P","P04140634","PreservedSpecimen",NA,NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M.King & H.Rob.","Beyrich",NA,NA,NA,NA,"Brasil",NA,"hb",". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04140634' target='other'> <mi>dwc_moreinfo</mi></a>","P04140634","P04140634_01",NA,". Brasil, América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2015-09-04 09:30:49-03","MNHN","RECOLNAT_MNHN_P","P04374461","PreservedSpecimen",NA,NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M.King & H.Rob.","Glaziou, A.",NA,NA,NA,NA,"Brasil","Rio de Janeiro","hb","Plantae Brasiliae centralis a Glaziou lectae. Mai juilet CC. Nº 1482 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04374461' target='other'> <mi>dwc_moreinfo</mi></a>","P04374461","P04374461_01",NA,". Rio de Janeiro, Sudeste, Brasil, América do Sul","Nakajima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2015-09-04 06:07:06-03","MNHN","RECOLNAT_MNHN_P","P02407774","PreservedSpecimen",NA,NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M.King & H.Rob.","Glaziou, A.",NA,"1873","7",NA,"Brasil","Rio de Janeiro","hb",". . Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02407774' target='other'> <mi>dwc_moreinfo</mi></a>","P02407774","P02407774_01","26","Brésil. Gávea. Rio de Janeiro, Rio de Janeiro, Sudeste, Brasil, América do Sul","Nakajima",NA,NA,NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","auto",NA,NA,NA,NA,"6614",NA,NA,NA
"64","2015-09-04 06:06:16-03","MNHN","RECOLNAT_MNHN_P","P02416092","PreservedSpecimen",NA,NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M.King & H.Rob.","Claussen",NA,"1842","11",NA,"Brasil","Rio de Janeiro","hb",". . Eximbr. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02416092' target='other'> <mi>dwc_moreinfo</mi></a>","P02416092","P02416092_01","1","Brésil. Province. Nova Friburgo, Rio de Janeiro, Sudeste, Brasil, América do Sul","Nakajima",NA,NA,NA,"Nova Friburgo","-42.5311012268066","-22.2819004058838","33190","auto",NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-02-11 17:18:03-03","UFPR","UPCB","19406","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M.King & H.Robinson","Hatschbach, G.","51396","1987","08",NA,"Brasil","Espírito Santo",NA,"Arbusto ramos, 1,5m, capítulos alvos. Restinga arbustiva degradada. Alt.: 3-5m s.n.m..",NA,NA,"22","BLOQUEADO","Robinson, H.","1988","01","01","Linhares",NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA
"66","2009-12-04 16:44:00-02","MO","MOBOT","3317363","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M. King & H. Rob.","Gert G. Hatschbach|Maria M. Hatschbach|Armando C. Cervi","Hatschbach 51396","1987","8","South America","Brazil","Espírito Santo",NA,NA,NA,NA,"22","Povoacão (mun. Linhares)","H. Robinson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2009-07-27 09:37:00-03","MO","MOBOT","3317849","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M. King & H. Rob.","Auguste F.M. Glaziou","Glaziou 12063","1861",NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"Villa Nora.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2008-05-27 22:02:00-03","MO","MOBOT","3318049","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M. King & H. Rob.","Per Dusén","Dusén 15526","1914",NA,"South America","Brazil","Paraná",NA,NA,NA,NA,NA,"Tacarchy.","G. Nalme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2008-05-27 22:02:00-03","MO","MOBOT","3318164","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M. King & H. Rob.","Per Dusén","Dusén 17244","1915",NA,"South America","Brazil","Paraná",NA,NA,NA,NA,NA,"Tacarchy ad marginim silvlae(?).","P. Dusén",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2009-12-04 16:44:00-02","MO","MOBOT","3318257","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M. King & H. Rob.","Gert G. Hatschbach|Maria M. Hatschbach|Armando C. Cervi","Hatschbach 51411","1987","8","South America","Brazil","Espírito Santo",NA,NA,NA,NA,"23","Rod. BR-101 (mun. Jaguare).","H. Robinson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20.00000000","25.00000000",NA,NA,NA,NA
"71","2020-11-18 11:39:44-03","UERJ","HRJ","10547","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M.King & H.Rob.","?","s.n.","2005","07",NA,"Brasil","Rio de Janeiro",NA,NA,"HRJ00010547",NA,"29","Parque Nacional.",NA,NA,NA,NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-02-25 10:11:40-03","CVRD","CVRD","3389","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M.King & H.Rob.","Souza, V.D.","171","1991","08","América do Sul","BRASIL","ES",NA,"Projeto coleta de sementes. <ll>dwc_commonname:</ll> Arnica grande","CVRD003389",NA,"23",NA,"Harold Robinson","1994","07","25","Aracruz","-40.2733001708984","-19.8202991485596","37987","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"73","2021-02-25 10:11:40-03","CVRD","CVRD","2339","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M.King & H.Rob.","Folli, D.A.","965","1989","08","América do Sul","BRASIL","ES",NA,"<ll>dwc_commonname:</ll> Arnica grande","CVRD002339",NA,"28",NA,"Harold Robinson","2004","08","06","Linhares","-40.0722007751465","-19.3910999298096","48094","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"74","2021-02-25 10:11:40-03","CVRD","CVRD","9720","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M.King & H.Rob.","Folli, D.A.","5339","2006","08","América do Sul","BRASIL","ES",NA,"<ll>dwc_commonname:</ll> Arnica grande","CVRD009720","CVRD009720","17",NA,"Harold Robinson","2006","12","28","Linhares","-40.0722007751465","-19.3910999298096","48094","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"75","2021-02-25 10:11:40-03","CVRD","CVRD","6299","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M.King & H.Rob.","Folli, D.A.","3469","1999","08","América do Sul","BRASIL","ES",NA,"<ll>dwc_commonname:</ll> Arnica grande","CVRD006299",NA,"17","Próximo a casa de guarda do canto grande","Harold Robinson","2001","08","02","Linhares","-40.0722007751465","-19.3910999298096","48094","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"76","2020-09-12 05:00:02-03","US","US","2574433A","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M. King & H. Rob.","ex herb. Martil","187*",NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,NA,"US01642968","US01642968_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"77","2020-09-12 05:00:02-03","US","US","2626730","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M. King & H. Rob.","A. P. Duarte","8882","1965","8","South America - Neotropics","Brazil","Rio de Janeiro",NA,NA,"US01642983","US01642983_01","19","Brasil, Rio de Janeiro, Cosemio de Abreu. [interpreted]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"78","2020-09-12 05:00:02-03","US","US","3403840","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M. King & H. Rob.","D. Folli","3469","1999","8","South America - Neotropics","Brazil","Espírito Santo",NA,NA,"US01642973","US01642973_01","17","Reserva Florestal de Linhares - Linhares - Es. Brasil. Estrada: Gávea. Km: 0,1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"79","2020-09-12 05:00:02-03","US","US","1692560","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M. King & H. Rob.","L. Riedel","1349","1853","7","South America - Neotropics","Brazil","Rio de Janeiro",NA,NA,"US01642981","US01642981_01",NA,"Brasilia. In collinas sicis locis umbrosis Rio de Janeiro [interpreted]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"80","2020-09-12 05:00:02-03","US","US","3112540","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M. King & H. Rob.","G. Hatschbach, M. M. Hatschbach & A. C. Cervi","51411","1987","8","South America - Neotropics","Brazil","Espírito Santo",NA,NA,"US01642966","US01642966_01","23","Rod. BR-101 (mun. Jaguare) Espirito Santo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","50",NA,"Dicotyledonae","1",NA
"81","2020-09-12 05:00:02-03","US","US","2574434A","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M. King & H. Rob.","-- Widgren","s.n.","1845",NA,"South America - Neotropics","Brazil","Minas Gerais",NA,NA,"US01642984","US01642984_01",NA,"Brasilien: Minas Geraës",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"82","2020-09-12 05:00:02-03","US","US","3423769","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M. King & H. Rob.","D. Folli","3469","1999","8","South America - Neotropics","Brazil","Espírito Santo",NA,NA,"US01642976","US01642976_01","17","Reserva Natural da CVRD - Linhares - ES. Brasil. Estrada: Gávea. Km: 0,1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"83","2020-09-12 05:00:02-03","US","US","3290643","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M. King & H. Rob.","D. Folli","965",NA,NA,"South America - Neotropics","Brazil","Espírito Santo",NA,NA,"US01642975","US01642975_01",NA,"Reserva Biológica de Comboios - IBDF - Regência, ES. Próximo à estrada fazenda Carvoeira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"84","2020-09-12 05:00:02-03","US","US","3119024","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M. King & H. Rob.","C. Angeli & W. Osorio","542","1983","8","South America - Neotropics","Brazil","Rio de Janeiro",NA,NA,"US01642972","US01642972_01","22","RJ, Rio de Janeiro. Estrada da Vista Chinesa entre Km 1 e 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"85","2020-09-12 05:00:02-03","US","US","3120308","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M. King & H. Rob.","A. C. Brade","s.n.","1928","7","South America - Neotropics","Brazil","Rio de Janeiro",NA,NA,"US01642967","US01642967_01","27","Brasil, Rio de Janeiro, Corcovado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"86","2020-09-12 05:00:02-03","US","US","3120874","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M. King & H. Rob.","G. Hatschbach, M. M. Hatschbach & A. C. Cervi","51396","1987","8","South America - Neotropics","Brazil","Espírito Santo",NA,NA,"US01642977","US01642977_01","22","Povoação (mun. Linhares) Espirito Santo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","5",NA,"Dicotyledonae","1",NA
"87","2020-09-12 05:00:02-03","US","US","2027440","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M. King & H. Rob.","A. P. Duarte","173","1946","7","South America - Neotropics","Brazil","Rio de Janeiro",NA,NA,"US01642980","US01642980_01","23","Dois Irmãos - Rio de Janeiro [interpreted]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"88","2020-09-12 05:00:02-03","US","US","3459869","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M. King & H. Rob.","D. Folli","965","1989","8","South America - Neotropics","Brazil","Espírito Santo",NA,NA,"US01642971","US01642971_01","28","Reserva Biológica de Comboio - Ibama - Regência - Linhares - Es. Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"89","2020-09-12 05:00:02-03","US","US","3290627","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M. King & H. Rob.","V. de Souza","171",NA,NA,"South America - Neotropics","Brazil","Espírito Santo",NA,NA,"US01642974","US01642974_01",NA,"Vila do Riacho, Aracruz, Esp. Santo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"90","2020-09-12 05:00:02-03","US","US","2405483","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M. King & H. Rob.","A. F. M. Glaziou","12063",NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,NA,"US01642978","US01642978_01",NA,"Province de Rio-Janeiro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"91","2020-09-12 05:00:02-03","US","US","2650230","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M. King & H. Rob.","A. P. Duarte","4921",NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,NA,"US01642982","US01642982_01",NA,"Brasil, Estado da Guanabara, descida do Sumaré para o Silvestre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"92","2020-09-12 05:00:02-03","US","US","1265225","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M. King & H. Rob.","A. F. M. Glaziou","1482",NA,NA,"South America","Brazil",NA,NA,NA,"US01642970","US01642970_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"93","2020-09-12 05:00:02-03","US","US","1420924","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M. King & H. Rob.","J. Miers","3729",NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,NA,"US01642979","US01642979_01",NA,"Rio Cumprido, Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"94","2020-09-12 05:00:02-03","US","US","2626728","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M. King & H. Rob.","-- Kuhlmann","6830","1921","7","South America","Brazil",NA,NA,NA,"US01642969","US01642969_01","12","Brasil, Guanabua - Botafogo Mundo Novo [interpreted]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
