"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","imagecode","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","individualCount","fieldNumber","class","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","1109382","PreservedSpecimen","Plantae","Rubiaceae","Simira","hexandra","Simira hexandra","C. A. Cid Ferreira","4898","1984","06","29","South America","Brazil","Rondônia","BR-364, rodovia Cuiabá-Porto Velho, km 378, Reserva Ecológica do CNPq-INPA.","-63.05","-10.183333",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1363621' target='other'> <mi>dwc_moreinfo</mi></a>","NY01109382","Magnoliophyta","Gentianales","(S.Moore) Steyerm.","L. F. Margalho",NA,NA,"NY01109382_01","Ouro Preto do Oeste",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1109381","PreservedSpecimen","Plantae","Rubiaceae","Simira","hexandra","Simira hexandra","C. A. Cid Ferreira","4598","1984","06","18","South America","Brazil","Rondônia","Estrada para Brasilandia, linha 180, km 12.","-62.03","-11.2",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1363612' target='other'> <mi>dwc_moreinfo</mi></a>","NY01109381","Magnoliophyta","Gentianales","(S.Moore) Steyerm.","L. F. Margalho",NA,NA,"NY01109381_01","Rolin de Moura",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1005853","PreservedSpecimen","Plantae","Rubiaceae","Simira","hexandra","Simira hexandra","B. Dubs","1587","1994","07","24","South America","Brazil","Mato Grosso","Serra das Araras, Vale do Currupira, transect, quadrat 61","-56.85","-15.17",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1099306' target='other'> <mi>dwc_moreinfo</mi></a>","NY01005853","Magnoliophyta","Gentianales","(S.Moore) Steyerm.","L. F. Margalho",NA,NA,"NY01005853_01","Alto Paraguai",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1109363","PreservedSpecimen","Plantae","Rubiaceae","Simira","hexandra","Simira hexandra","E. de Oliveira","3624","1967","11","18","South America","Brazil","Pará","Rio Jari, Monte Dourado.","-52.539719","-0.8678545",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1363536' target='other'> <mi>dwc_moreinfo</mi></a>","NY01109363","Magnoliophyta","Gentianales","(S.Moore) Steyerm.","L. F. Margalho",NA,NA,"NY01109363_01 NY01109363_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1109348","PreservedSpecimen","Plantae","Rubiaceae","Simira","hexandra","Simira hexandra","T. C. Plowman","8603","1980","02","09","South America","Brazil","Pará","Range of low hills ca. 20 km. west of Redenção, near Côrrego São João and Troncamento Santa Tereza. Growing in open forest at base of hill.","-50.166667","-8.05",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1363332' target='other'> <mi>dwc_moreinfo</mi></a>","NY01109348","Magnoliophyta","Gentianales","(S.Moore) Steyerm.","L. F. Margalho","350","350","NY01109348_01","Conceição do Araguaia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1005850","PreservedSpecimen","Plantae","Rubiaceae","Simira","hexandra","Simira hexandra","M. dos R. Cordeiro","1074","1976","11","19","South America","Brazil","Mato Grosso","Fazenda Cachimbo, sub. Base Projeto RADAM.","-54.9328","-10.0575",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1099295' target='other'> <mi>dwc_moreinfo</mi></a>","NY01005850","Magnoliophyta","Gentianales","(S.Moore) Steyerm.","L. F. Margalho",NA,NA,"NY01005850_01","Matupá",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1109347","PreservedSpecimen","Plantae","Rubiaceae","Simira","hexandra","Simira hexandra","T. C. Plowman","8603","1980","02","09","South America","Brazil","Pará","Range of low hills ca. 20 km. west of Redenção, near Côrrego São João and Troncamento Santa Tereza. Growing in open forest at base of hill.","-50.166667","-8.05",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1363330' target='other'> <mi>dwc_moreinfo</mi></a>","NY01109347","Magnoliophyta","Gentianales","(S.Moore) Steyerm.","L. F. Margalho","350","350","NY01109347_01","Conceição do Araguaia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1005856","PreservedSpecimen","Plantae","Rubiaceae","Simira","hexandra","Simira hexandra","M. G. da Silva","3172","1977","06","25","South America","Brazil","Mato Grosso","Rio Juruena, Aripuana, Fontanilha, RADAM SC-21-YD, arredores do aeroporto.","-58.7411003112793","-11.3782997131348",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1099312' target='other'> <mi>dwc_moreinfo</mi></a>","NY01005856","Magnoliophyta","Gentianales","(S.Moore) Steyerm.","L. F. Margalho",NA,NA,"NY01005856_01","Juína","188958","auto",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1005854","PreservedSpecimen","Plantae","Rubiaceae","Simira","hexandra","Simira hexandra","M. G. da Silva","3172","1972","06","25","South America","Brazil","Mato Grosso","rio Juruena, Aripuanã, Fontanilha RADAN SC-21-YD, arredores do aeroporto.","-58.7411003112793","-11.3782997131348",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1099307' target='other'> <mi>dwc_moreinfo</mi></a>","NY01005854","Magnoliophyta","Gentianales","(S.Moore) Steyerm.","L. F. Margalho",NA,NA,"NY01005854_01","Juína","188958","auto",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:48:22-03","EAO","IAN","112316","PreservedSpecimen","Plantae","Rubiaceae","Simira","corumbensis","Simira corumbensis","Oliveira, E","1736","1961","08","17","Southern America","Brasil","Goiás","Lugar Antonina, região de Araguatins.",NA,NA,NA,NA,NA,NA,"Árvore de 4m. de altura, flores redondos.","IAN112316","Dicotiledônea",NA,"(Standl.) Steyerm.","Peixoto, AL",NA,NA,NA,NA,NA,NA,"1988","07","13",NA,NA,NA,NA
"21","2021-03-30 12:48:22-03","EAO","IAN","128452","PreservedSpecimen","Plantae","Rubiaceae","Simira","corumbensis","Simira corumbensis","Pires, JM; Belém, RP","12330","1970","07","20","Southern America","Brasil","Pará","Margem do Rio Itacaiunas, afl. do Tocantins, Serra Buritirama (B-5) região com minério de manganês.","-50.216667","-5.5","-50.216667","-5.5",NA,NA,"Árvore de 10m. e 12cm. de diâmetro, frutos marrons.","IAN128452","Dicotiledônea",NA,"(Standl.) Steyerm.","Margalho, LF",NA,NA,NA,NA,NA,NA,"2013","07","10",NA,NA,NA,NA
"22","2021-03-30 12:48:22-03","EAO","IAN","XILO4021","PreservedSpecimen","Plantae","Rubiaceae","Simira","corumbensis","Simira corumbensis","Oliveira, E","1736","1961","08","17","Southern America","Brasil","Goiás","Lugar Antonina, região de Araguatins.",NA,NA,NA,NA,NA,NA,"Árvore de 4m. de altura, flores redondos.","IANXILO4021","Dicotiledônea",NA,"(Standl.) Steyerm.","Peixoto, AL",NA,NA,NA,NA,NA,NA,"1988","07",NA,NA,NA,NA,NA
"23","2021-03-30 12:48:22-03","EAO","IAN","198013","PreservedSpecimen","Plantae","Rubiaceae","Simira","hexandra","Simira hexandra","Ferreira, CAC; Santos, JL dos; Oliveira, JG de; Coêlho, JA","4898","1984","06","29","Southern America","Brasil","Rondônia","Reserva Ecológica do CNPq-INPA.: BR- 364, rodovia Cuiabá- Porto Velho, km 378, reserva Ecológia do CNPq.Mata alta de terra firme, solo argiloso.","-63.05","-10.183333","-63.05","-10.183333",NA,NA,"Árvore de 15 m de altura x 12 cm de diâmetro. Frutos imaturos marrons.","IAN198013","Dicotiledônea",NA,"(S.Moore) Steyerm.","Margalho, LF",NA,NA,NA,"Ouro Preto do Oeste",NA,NA,"2018","12",NA,NA,NA,NA,NA
"24","2020-11-26 18:09:37-03","CPAN-UFMS","COR","8616","PreservedSpecimen","Plantae","Rubiaceae","Simira","corumbensis","Simira corumbensis","Damasceno-Júnior, G. A.; Nakajima, J. N.; Romero, R. & Pott, V. J.","3126","2001","11","26",NA,"Brasil","Mato Grosso do Sul","Reserva indígena Guató - Trilha do Carandá","-57.722222","-17.568056","57º43'20''W","17º34'5''S",NA,NA,"Arvoreta com 7 m de atura; flor creme Habitat: Mata semidecídua Habito: Arvoreta",NA,NA,NA,"(Standl.) Steyerm.",NA,"90","90",NA,"Corumbá",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-02 16:29:17-03","CPAN-UFMS","COR","16892","PreservedSpecimen","Plantae","Rubiaceae","Simira","corumbensis","Simira corumbensis","Martinelli, G.; Moraes, M. Bevacqua, A. Fernandez, E.","16622",NA,NA,NA,NA,"Brasil","Mato Grosso do Sul","Brasil, Mato Grosso do Sul, Corumbá. Serra do Amolar, Rio Paraguai,.","-57.433611","-18.250278","57º26'1''W","18º15'1''S",NA,NA,"Arvoreta. Folhas discolores. Frutos passados castanho.",NA,NA,NA,"(Standl.) Steyerm.","M. Gomes",NA,NA,NA,"Corumbá",NA,NA,"2015","05","27",NA,NA,NA,NA
"26","2020-11-26 18:09:37-03","CPAN-UFMS","COR","5610","PreservedSpecimen","Plantae","Rubiaceae","Simira","corumbensis","Simira corumbensis","Fernandes,G.A.; Borges, S G V.; Silva, M.A; Ramirez, L","5","1998","04","27",NA,"Brasil","Mato Grosso do Sul","Morro Bocaina. mata decídua; calcáreo com afloramento de rocha; inclinado.","-57.636389","-19.035556","57º38'11''W","19º2'8''S",NA,NA,"Com fruto:marrom Habito: árvore 3m",NA,NA,NA,"(Standl.) Steyerm.","Borges, S.G.V.","170","170",NA,"Corumbá",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-26 18:09:37-03","CPAN-UFMS","COR","2595","PreservedSpecimen","Plantae","Rubiaceae","Simira","corumbensis","Simira corumbensis","Ratter, J. A.; Pott, A.; Pott, V. J.; Rego; S. C. A.; Martins, F.; Tamashiro, J. & UFMS fieldcourse",NA,"1987","11","20",NA,"Brasil","Mato Grosso do Sul","Fazenda do Dr. Romeu","-57.65","-19.016667","57º39'0''W","19º1'0''S",NA,NA,"Árvore com 10 m de altura, 13 cm de diâmetro; casca escamada pálida em medalhões redondos com cerca de 3 cm de diâmetro, que têm os restos dos galhos laterais como seu centro Habito: Árvore",NA,NA,NA,"(Standl.) Steyerm.",NA,NA,NA,NA,"Corumbá",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-02 16:29:17-03","CPAN-UFMS","COR","8780","PreservedSpecimen","Plantae","Rubiaceae","Simira","corumbensis","Simira corumbensis","Damasceno-Júnior, G. A.; Nakajima, J. N.; Romero, R. & Pott, V. J.","2941","2001","11","20",NA,"Brasil","Mato Grosso do Sul","Fazenda Acurizal - retiro Rumo ao Oeste","-57.678333","-17.798611","57º40'42''W","17º47'55''S",NA,NA,"Arvoreta com 4 m de altura; flor creme Habitat: Mata semidecídua Habito: Arvoreta",NA,NA,NA,"(Standl.) Steyerm.","Damasceno-Júnior, G. A.","90","90",NA,"Corumbá",NA,NA,"2001","11","20",NA,NA,NA,NA
"29","2020-11-26 18:09:37-03","CPAN-UFMS","COR","9270","PreservedSpecimen","Plantae","Rubiaceae","Simira","corumbensis","Simira corumbensis","Damasceno Júnior, G.A.; Bortolotto, I.M.; Ishii, I.H.; Nakajima, J.N.; Sciamareli, A.; Assis, E. L.M.; Velasques, J.S.; Gonçalves, P.V.; Cruz, H. D.; Porfirio, G.E.O.; Rodriguez, D.P.; Nascimento, V. L.; Alves, F. M. & Sales, J. L.","2677","2002","10","22",NA,"Brasil","Mato Grosso do Sul","Fazenda Acurizal - Retiro Rumo ao Oeste. Mata semidecídua; argiloso; Morro.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"casca esfoliante verde; Com Fruto: marrom Habito: árvore de 7 m",NA,NA,NA,"(Standl.) Steyerm.",NA,"100","100",NA,"Corumbá","295160","auto",NA,NA,NA,NA,NA,NA,NA
"30","2020-11-26 18:09:37-03","CPAN-UFMS","COR","2790","PreservedSpecimen","Plantae","Rubiaceae","Simira","corumbensis","Simira corumbensis","Damasceno Jr,G.A.","171","1991","10","18",NA,"Brasil","Mato Grosso do Sul","Morro Bocaina.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"Habito: Arbóreo",NA,NA,NA,"(Standl.) Steyerm.",NA,NA,NA,NA,"Corumbá","295160","auto",NA,NA,NA,NA,NA,NA,NA
"31","2020-11-26 18:09:37-03","CPAN-UFMS","COR","10079","PreservedSpecimen","Plantae","Rubiaceae","Simira","corumbensis","Simira corumbensis","Bortolotto, I. M.; Damasceno-Júnior, G. A.; Ishii, I. H.; Assis, E. M.; Rosso, C. & Magalhães, V.","1456","2004","11","01",NA,"Brasil","Mato Grosso do Sul","Morro no Amolar; área da ECOA","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"Árvore com 10 m de altura; flor esverdeada Habito: Árvore",NA,NA,NA,"(Standl.) Steyerm.",NA,NA,NA,NA,"Corumbá","295160","auto",NA,NA,NA,NA,NA,NA,NA
"32","2020-11-26 18:09:37-03","CPAN-UFMS","COR","8657","PreservedSpecimen","Plantae","Rubiaceae","Simira","corumbensis","Simira corumbensis","Damasceno Junior, G.A.; Pott, V.J.; Ishii, I.H.; Assis, E.M.","2369","2001","05","07",NA,"Brasil","Mato Grosso do Sul","Reserva dos Índios Guató - Ilha Insua. Mata semidecídua; argiloso; Plano.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"Com fruto:marrom",NA,NA,NA,"(Standl.) Steyerm.",NA,"120","120",NA,"Corumbá","295160","auto",NA,NA,NA,NA,NA,NA,NA
"33","2020-11-04 11:19:03-03","ESALQ","ESA","4366","PreservedSpecimen","Plantae","Rubiaceae","Simira","corumbensis","Simira corumbensis","Catharino, E.L.M.",NA,"1984","05","08",NA,"Brasil","São Paulo",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"ESA004366","Magnoliophyta",NA,NA,"Silva Neto, S.J.",NA,NA,"ESA004366","Piracicaba","44778","auto","2000",NA,NA,NA,NA,NA,NA
"34","2020-11-04 11:19:03-03","ESALQ","ESA","109650","PreservedSpecimen","Plantae","Rubiaceae","Simira","corumbensis","Simira corumbensis","Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30315.0",NA,NA,NA,NA,"Brasil","São Paulo","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,NA,"ESA109650","Magnoliophyta",NA,NA,NA,NA,NA,"ESA109650","Sete Barras","34059","auto",NA,NA,NA,NA,NA,NA,NA
"35","2020-11-19 10:25:17-03","CPAP","CPAP","17166","PreserverdSpecimen","Plantae","Rubiaceae","Simira","corumbensis","Simira corumbensis","Pott, A.","7933","1998","04","04",NA,"Brasil","MS","Estância Caiman; Sub-região de Miranda; Pantanal","-56.229444","-19.951389","56°13'46'' W","19°57'05'' S",NA,NA,"Árvore 7m de altura. FLOR: não vista. FRUTO: castanho. INTERESSE: Florestal. FREQUÊNCIA: Esparsa. AMBIENTE: Floresta decídua de Amburana e Caesalpinia. SUBSTRATO: solo siltoso. RELEVO: plano convexo.",NA,NA,NA,"(Standl.) Steyerm.",NA,"95","95",NA,"Aquidauana",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-19 10:25:17-03","CPAP","CPAP","1964","PreserverdSpecimen","Plantae","Rubiaceae","Simira","corumbensis","Simira corumbensis","Ratter, J. A.","5120","1985","10","08",NA,"Brasil","MS","Morro do Zé Feliciano","-57.65","-19.016667","57°39' W","19°01' S",NA,NA,NA,NA,NA,NA,"(Standl.) Steyerm.","S. M. Salis",NA,NA,NA,"Corumbá",NA,NA,"1997","01",NA,NA,NA,NA,NA
"37","2020-11-19 10:25:17-03","CPAP","CPAP","22839","PreserverdSpecimen","Plantae","Rubiaceae","Simira","corumbensis","Simira corumbensis","Pott, A.","8953","2001","04","19",NA,"Brasil","MS","Estrada para Gruta Ricardo Franco, Forte Coimbra, borda oeste do Pantanal","-57.789444","-19.918889","57°47'22'' W","19°55'08'' S",NA,NA,"Árvore 3-6m de altura. flores ausentes e fruto de cor cinzenta, interesse Florestal., planta Esparsa.. Vegetação arbustiva arbórea caducifólia, perturbada ou secundária,. Solo: litólico de calcário-quartzo,. Relevo: inclinado, base de morro.",NA,NA,NA,"(Standl.) Steyerm.","A. Pott",NA,NA,NA,"Corumbá",NA,NA,"2001",NA,NA,NA,NA,NA,NA
"38","2020-11-19 10:25:17-03","CPAP","CPAP","5049","PreserverdSpecimen","Plantae","Rubiaceae","Simira","corumbensis","Simira corumbensis","Ratter, J. A.","6050","1987","11","20",NA,"Brasil","MS","Fazenda do Dr. Romeu Albaneze","-57.65","-19.016667","57°39' W","19°01' S",NA,NA,". FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: . SUBSTRATO: . RELEVO: .",NA,NA,NA,"(Standl.) Steyerm.",NA,NA,NA,NA,"Corumbá",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-19 10:25:17-03","CPAP","CPAP","5124","PreserverdSpecimen","Plantae","Rubiaceae","Simira","corumbensis","Simira corumbensis","Ratter, J. A.","6039","1987","11","20",NA,"Brasil","MS","Fazenda do Dr. Romeu Albaneze","-57.65","-19.016667","57°39' W","19°01' S",NA,NA,". FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: . SUBSTRATO: . RELEVO: .",NA,NA,NA,"(Standl.) Steyerm.",NA,NA,NA,NA,"Corumbá",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-19 10:25:17-03","CPAP","CPAP","5203","PreserverdSpecimen","Plantae","Rubiaceae","Simira","corumbensis","Simira corumbensis","Ratter, J. A.","6087","1987","11","23",NA,"Brasil","MS","Pedreira do Xavier","-57.65","-19.016667","57°39' W","19°01' S",NA,NA,". FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: . SUBSTRATO: . RELEVO: .",NA,NA,NA,"(Standl.) Steyerm.",NA,NA,NA,NA,"Corumbá",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-04-07 11:48:23-03","UFMS","CGMS","31125","PreservedSpecimen","Plantae","Rubiaceae","Simira","corumbensis","Simira corumbensis","M. Rocha; C.S. Robles; F. Bao; G.A. Damasceno-Junior; M.L. Bueno","37","2010","11","22",NA,"Brasil","Mato Grosso do Sul","Baía do Castelo.","-57.5166667","-18.6277778","-57,5166667","-18,6277778",NA,NA,"Flor esverdeada. Habitat: Mata estacional aluvial. Solo arenoso. Relevo morro. Habito: Árvore.","CGMS1060543",NA,NA,"(Standl.) Steyerm.","G.A. Damasceno-Junior; A.Pott","89","89",NA,"Corumbá",NA,NA,"2010","11","22",NA,NA,NA,NA
"42","2021-04-07 11:48:23-03","UFMS","CGMS","35215","PreservedSpecimen","Plantae","Rubiaceae","Simira","corumbensis","Simira corumbensis","A. Pott; V.J. Pott; J.S.V. Silva","7933","1998","04","04",NA,"Brasil","Mato Grosso do Sul","Estância Caiman, sub-região de Miranda, Pantanal.","-56.2166667","-19.9513889","-56,2166667","-19,9513889",NA,NA,"Flor não vista. Fruto castanho. Habitat: Floresta decídua de Amburana e Caesalpinia. Solo siltoso. Relevo plano convexo. Habito: Árvore. 7,00m de altura. Esparsa.","CGMS1064614",NA,NA,"(Standl.) Steyerm.",NA,"95","95",NA,"Miranda",NA,NA,NA,NA,NA,NA,NA,NA,NA
