"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","phylum","order","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","typeStatus","previousCatalogNumber","sex"
"283","2020-11-04 11:14:07-03","ESALQ","ESA","109904","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana",NA,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29377.0",NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"ESA109904","ESA109904",NA,"Magnoliophyta",NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA
"284","2020-11-04 11:14:07-03","ESALQ","ESA","109597","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana",NA,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30112.0",NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"ESA109597","ESA109597",NA,"Magnoliophyta",NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA
"285","2020-11-04 11:14:07-03","ESALQ","ESA","109669","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana",NA,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29267.0",NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"ESA109669","ESA109669",NA,"Magnoliophyta",NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA
"286","2020-11-04 11:14:07-03","ESALQ","ESA","109586","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana",NA,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30110.0",NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"ESA109586","ESA109586",NA,"Magnoliophyta",NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA
"287","2020-11-04 11:14:07-03","ESALQ","ESA","123136","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana",NA,NA,NA,NA,NA,"Zipparro, V.B. ; Alves, K.J.F.","2290.0","2007","11","10","Brasil","São Paulo","Ubatuba","Parque Estadual da Ilha Anchieta (PEIA).","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"ESA123136",NA,NA,"Magnoliophyta",NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"288","2020-11-04 11:14:07-03","ESALQ","ESA","64364","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins","Lírio, E.J.","2016",NA,NA,"Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23207.0","2000","02","16","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Vale Verde. Floresta Aluvial, ao longo do Rio Caparaó","-41.8683013916016","-20.4333000183105",NA,NA,NA,NA,"ESA064364",NA,"Arbusto, ca. 1,5m alt.; frutos imaturos verdes","Magnoliophyta",NA,NA,NA,NA,"21645","auto",NA,NA,NA,NA,NA,NA,NA,NA
"289","2016-02-02 14:38:34-02","BGBM","B","B 10 0375201","S","Plantae","Monimiaceae","Mollinedia","floribunda","Mollinedia floribunda","Tul.","B. Rambo",NA,NA,NA,"B. Rambo","57032","1955","10","11","Brazil",NA,NA,"RGS, ad montem Sapucaia p.S. Leopoldo.",NA,NA,NA,NA,NA,NA,"B100375201","B100375201","Habitat: in silva pluviali. <a href=http://herbarium.bgbm.org/object/B100375201 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","2016-02-02 14:38:34-02","BGBM","B","B 10 0375203","S","Plantae","Monimiaceae","Mollinedia","floribunda","Mollinedia floribunda","Tul.","Emrich-Rambo",NA,NA,NA,"B. Rambo","43955","1949","10","17","Brazil",NA,NA,"RGS, ad montem sapucaia p. S. Leopoldo.",NA,NA,NA,NA,NA,NA,"B100375203","B100375203","Habitat: in silva primaeva scandens. <a href=http://herbarium.bgbm.org/object/B100375203 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","2016-02-02 14:38:34-02","BGBM","B","B 10 0375205","S","Plantae","Monimiaceae","Mollinedia","floribunda","Mollinedia floribunda","Tul.","B. Rambo",NA,NA,NA,"B. Rambo","54641","1954","01","01","Brazil",NA,NA,"RGS, ad fl. Maquiné sup. P. Torres.",NA,NA,NA,NA,NA,NA,"B100375205","B100375205","Habitat: in silva primaeva. <a href=http://herbarium.bgbm.org/object/B100375205 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","2016-02-02 14:38:34-02","BGBM","B","B 10 0375207","S","Plantae","Monimiaceae","Mollinedia","floribunda","Mollinedia floribunda","Tul.","P. R. Reitz","1961",NA,NA,"R. Klein","2302","1959","11","19","Brazil",NA,NA,"Mata de Cia. Hering, bom retiro, Blumenau.",NA,NA,NA,NA,"350","350","B100375207","B100375207","<a href=http://herbarium.bgbm.org/object/B100375207 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","2016-02-02 14:38:34-02","BGBM","B","B 10 0375209","S","Plantae","Monimiaceae","Mollinedia","floribunda","Mollinedia floribunda","Tul.",NA,NA,NA,NA,"B. Rambo","37910","1948","11","10","Brazil",NA,NA,"RGS, ad montem Sapucaia p. S. Leop. In silva primaeva.",NA,NA,NA,NA,NA,NA,"B100375209","B100375209","<a href=http://herbarium.bgbm.org/object/B100375209 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","2016-02-02 14:38:34-02","BGBM","B","B 10 0375211","S","Plantae","Monimiaceae","Mollinedia","floribunda","Mollinedia floribunda","Tul.","P. R. Reitz","1961",NA,NA,"Reitz & Klein","1634","1954","03","01","Brazil",NA,NA,"Horto Florestal I.N.P., Ibarrama.",NA,NA,NA,NA,"250","250","B100375211","B100375211","<a href=http://herbarium.bgbm.org/object/B100375211 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","2016-02-02 14:38:34-02","BGBM","B","B 10 0375161","S","Plantae","Monimiaceae","Mollinedia","floribunda","Mollinedia floribunda","Tul.",NA,NA,NA,NA,"A. Sehnem","5087","1950","12","12","Brazil",NA,NA,"Boa Vista. Santa Cruz do Sul.",NA,NA,NA,NA,"150","150","B100375161","B100375161","Habitat: Arbustum in silva. <a href=http://herbarium.bgbm.org/object/B100375161 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","2016-02-02 14:38:34-02","BGBM","B","B 10 0375202","S","Plantae","Monimiaceae","Mollinedia","floribunda","Mollinedia floribunda","Tul.","B. Rambo",NA,NA,NA,"B. Rambo","54641","1954","01","01","Brazil",NA,NA,"RGS, Faz. Englert p.S. Fresco de Paula. in silva primaeva.",NA,NA,NA,NA,NA,NA,"B100375202","B100375202","<a href=http://herbarium.bgbm.org/object/B100375202 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","2016-02-02 14:38:34-02","BGBM","B","B 10 0375204","S","Plantae","Monimiaceae","Mollinedia","floribunda","Mollinedia floribunda","Tul.","Emrich-Rambo",NA,NA,NA,"B. Rambo","49800","1951","01","18","Brazil",NA,NA,"RGS, Lagoa dos Quadros p. Torres.",NA,NA,NA,NA,NA,NA,"B100375204","B100375204","Habitat: in silva primaeva. <a href=http://herbarium.bgbm.org/object/B100375204 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","2016-02-02 14:38:34-02","BGBM","B","B 10 0375206","S","Plantae","Monimiaceae","Mollinedia","floribunda","Mollinedia floribunda","Ztul.","P. R. Reitz","1961",NA,NA,"Reitz & Klein","4279","1957","06","14","Brazil",NA,NA,"Sabia, Vidal Ramos.",NA,NA,NA,NA,"750","750","B100375206","B100375206","<a href=http://herbarium.bgbm.org/object/B100375206 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","2016-02-02 14:38:34-02","BGBM","B","B 10 0375208","S","Plantae","Monimiaceae","Mollinedia","floribunda","Mollinedia floribunda","Tul.",NA,NA,NA,NA,"H. Neubert","215",NA,NA,NA,"Brazil",NA,NA,"RGS sao Francisco de Paula, Grapia.",NA,NA,NA,NA,NA,NA,"B100375208","B100375208","<a href=http://herbarium.bgbm.org/object/B100375208 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","2016-02-02 14:38:34-02","BGBM","B","B 10 0375210","S","Plantae","Monimiaceae","Mollinedia","floribunda","Mollinedia floribunda","Tul.",NA,NA,NA,NA,"Reitz & Klein","9341","1959","11","13","Brazil",NA,NA,"Cordeiros, Itajai S. Cat.",NA,NA,NA,NA,"5","5","B100375210","B100375210","<a href=http://herbarium.bgbm.org/object/B100375210 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","2016-02-02 14:38:34-02","BGBM","B","B 10 0251026","S","Plantae","Monimiaceae","Mollinedia","schotiana","Mollinedia schotiana","Perk.",NA,NA,NA,NA,"O. S. Ribas, J. Cordeiro & E. F. Costa","71805","2000","12","11","Brazil",NA,NA,"Orleans, arredores, Santa Catarina.",NA,NA,NA,NA,"200","200","B100251026","B100251026","Habitat: arbusto s m, flor crene. Floresta atlantica. <a href=http://herbarium.bgbm.org/object/B100251026 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","2016-02-02 14:38:34-02","BGBM","B","B 10 0375212","S","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","Perkins","P. R. Reitz","1960",NA,NA,"R. Klein","7236","1958","09","19","Brazil",NA,NA,"Vargem Grande, Lauro Müller.",NA,NA,NA,NA,"350","350","B100375212","B100375212","<a href=http://herbarium.bgbm.org/object/B100375212 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","2016-02-02 14:38:34-02","BGBM","B","B 10 0375213","S","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","Perkins","P. R. Reitz","1960",NA,NA,"R. Klein","1085","1955","01","13","Brazil",NA,NA,"Braco Joaquim, Luis Alves, Iajai.",NA,NA,NA,NA,"300","300","B100375213","B100375213","<a href=http://herbarium.bgbm.org/object/B100375213 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","2019-12-19 08:15:23-03","FPS","FPS","436","MachineObservation","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins","Schwirkowski, P.","2014","11","29","Schwirkowski, P.","668","2014","11","29","Brasil","Santa Catarina","São Bento do Sul","Sertãozinho - Recanto Buger Strasse","-49.366351","-26.325326","-49.366351","-26.325326",NA,NA,"FPS00436","FPS00436_v01 FPS00436_v02 FPS00436_v03 FPS00436_v04 FPS00436_v05 FPS00436_v06","<ll>dwc_commonname:</ll> Pimenteira, capixim, espinheira-santa-falsa, espinheira-santa, laranjinha-do-mato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","2019-12-19 08:15:23-03","FPS","FPS","1189","MachineObservation","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins","Schwirkowski, P.","2010","11","28","Schwirkowski, P.",NA,"2010","11","28","Brasil","Santa Catarina","São Bento do Sul","Recanto Buger Strasse, em, trilha.","-49.366298","-26.325219","-49.366298","-26.325219",NA,NA,"FPS01189","FPS01189_v01 FPS01189_v02 FPS01189_v03 FPS01189_v04","<ll>dwc_commonname:</ll> Pimenteira, capixim, espinheira-santa-falsa, espinheira-santa, laranjinha-do-mato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","2019-12-19 08:15:23-03","FPS","FPS","2511","MachineObservation","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins","Schwirkowski, P.","2016","10","15","Schwirkowski, P.","1945","2016","10","15","Brasil","Santa Catarina","São Bento do Sul","Localidade de Rio Natal.","-49.269824","-26.326217","-49.269824","-26.326217",NA,NA,"FPS02511,MBM410327,FURB52049","FPS02511_v01 FPS02511_v02 FPS02511_v03 FPS02511_v04 FPS02511_v05 FPS02511_v06 FPS02511_v07 FPS02511_v08 FPS02511_v09 FPS02511_v10 FPS02511_v11 FPS02511_v12 FURB52049 MBM410327","<ll>dwc_commonname:</ll> Pimenteira, capixim, espinheira-santa-falsa, espinheira-santa, laranjinha-do-mato",NA,NA,NA,NA,NA,NA,NA,NA,"FURB 52049, MBM 410327","voucher",NA,NA,NA,NA,NA
"307","2019-12-19 08:15:23-03","FPS","FPS","907","MachineObservation","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins","Schwirkowski, P.","2015","08","08","Schwirkowski, P.","1169","2015","08","08","Brasil","Santa Catarina","Joinville","Serra Dona Francisca. Trilha do Castelo dos Bugres.","-49.054899","-26.224838","-49.054899","-26.224838",NA,NA,"FPS00907,FURB48541","FPS00907_v01 FPS00907_v02 FPS00907_v03 FPS00907_v04 FPS00907_v05 FPS00907_v06 FPS00907_v07 FPS00907_v08 FURB48541","<ll>dwc_commonname:</ll> Pimenteira, capixim, espinheira-santa-falsa, espinheira-santa, laranjinha-do-mato",NA,NA,NA,NA,NA,NA,NA,NA,"FURB 48541","voucher",NA,NA,NA,NA,NA
"308","2019-02-15 11:46:00-02","IPA","IPA","9303","S","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins","Peixoto, A.","1999",NA,NA,"Pickel, B.","5683","1942","02","26","Brasil","São Paulo","São Paulo","Chácara dos Morrinhos, na mata.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"IPA0009303",NA,"Arvoreta.","Plantae",NA,"Southern America",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"309","2019-08-27 13:30:48-03","IAP","PACA-AGP","65169","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","calodonta","Mollinedia calodonta","Perkins","Silveira, D.","2013","06",NA,"Reitz, R.",NA,"1958","09","19","Brasil","SC","Lauro Müller","Vargem Grande","-49.3967018127441","-28.3927993774414",NA,NA,NA,NA,"PACA065169",NA,"HBR 24435 Habitat: mata","Magnoliophyta","Magnoliales",NA,NA,NA,"15992","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"310","2019-08-27 13:30:48-03","IAP","PACA-AGP","65168","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","calodonta","Mollinedia calodonta","Perkins","Silveira, D.","2013","06",NA,"Reitz, R.",NA,"1956","02","04","Brasil","SC","Ibirama","Horto Florestal I. N. P.","-49.5177993774414","-27.0569000244141",NA,NA,NA,NA,"PACA065168",NA,"HBR 24431 Habitat: mata","Magnoliophyta","Magnoliales",NA,NA,NA,"18533","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"311","2019-08-27 13:30:48-03","IAP","PACA-AGP","68574","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","chrysolaena","Mollinedia chrysolaena","Perkins","P. R. Reitz",NA,NA,NA,"R. Klein","6979","1966","10","21","Brasil","SC","Florianópolis","Morro costa da Lagoa","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"PACA068574",NA,"Herbário Horto Botânico 3141 Habitat: mata","Magnoliophyta","Magnoliales",NA,NA,NA,"27000","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"312","2019-08-27 13:30:48-03","IAP","PACA-AGP","103024","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","floribunda","Mollinedia floribunda","Tul.","R. Wasum",NA,NA,NA,"R. Wasum",NA,"1972","01","09","Brasil","RS","Morro Reuter",NA,"-51.0807991027832","-29.5380992889404",NA,NA,NA,NA,"PACA103024",NA,"arbusto com flores.","Magnoliophyta","Magnoliales",NA,NA,NA,"12924","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"313","2019-08-27 13:30:48-03","IAP","PACA-AGP","101163","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","floribunda","Mollinedia floribunda","Tul.","R. Wasum",NA,NA,NA,"R. Wasum","605","1972","04","23","Brasil","RS","Morro Reuter",NA,"-51.0807991027832","-29.5380992889404",NA,NA,NA,NA,"PACA101163",NA,"Fenofase: fruto Hábito: arbusto","Magnoliophyta","Magnoliales",NA,NA,NA,"12924","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"314","2019-08-27 13:30:48-03","IAP","PACA-AGP","94242","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","floribunda","Mollinedia floribunda","Tul.","L. Amaral & J. Larocca",NA,NA,NA,"L. Amaral",NA,"2001","01","07","Brasil","RS","Sapiranga","Alto Ferrabraz","-51.0069007873535","-29.6380996704102",NA,NA,NA,NA,"PACA094242",NA,"HASU 16031","Magnoliophyta","Magnoliales",NA,NA,NA,"11711","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"315","2019-08-27 13:30:48-03","IAP","PACA-AGP","54641","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","floribunda","Mollinedia floribunda","Tul.","B. Rambo","1954","08","24","Rambo, B.",NA,"1954","01","01","Brasil","RS","São Francisco de Paula","Fazenda Englert.","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"PACA054641",NA,"sem material Habitat: in silva primaeva Fenofase: flor","Magnoliophyta","Magnoliales",NA,NA,NA,"76715","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"316","2019-08-27 13:30:48-03","IAP","PACA-AGP","43955","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","floribunda","Mollinedia floribunda","Tul.","Emrich-Rambo","1954","08","24","Rambo, B.",NA,"1949","10","17","Brasil","RS","São Leopoldo","ad montem Sapucaia","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA043955",NA,"sem material Habitat: in silva primaeva scandens Fenofase: flor","Magnoliophyta","Magnoliales",NA,NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"317","2019-08-27 13:30:48-03","IAP","PACA-AGP","94241","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","floribunda","Mollinedia floribunda","Tul.","L. Amaral & J. Larocca",NA,NA,NA,"L. Amaral",NA,"2001","02","03","Brasil","RS","Sapiranga","Alto Ferrabraz","-51.0069007873535","-29.6380996704102",NA,NA,NA,NA,"PACA094241",NA,"HASU 16050","Magnoliophyta","Magnoliales",NA,NA,NA,"11711","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"318","2019-08-27 13:30:48-03","IAP","PACA-AGP","103884","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins","D. Bauer",NA,NA,NA,"D. Bauer",NA,"2008","01","23","Brasil","RS","Campo Bom","interior","-51.0532989501953","-29.6788997650146",NA,NA,NA,NA,"PACA103884",NA,"Confirmado por Silveira, D. & R. Farias-Singer em 11.2012. Habitat: mata encosta","Magnoliophyta","Magnoliales",NA,NA,NA,"7073","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"319","2019-08-27 13:30:48-03","IAP","PACA-AGP","104470","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins","Silveira D. & Farias-Singer","2012","11",NA,"Sehnem, A.","1307","1954","11","30","Brasil","RS",NA,"Vale Vêneto",NA,NA,NA,NA,NA,NA,"PACA104470",NA,"Fenofase: flor amarela Hábito: arbusto","Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"320","2019-08-27 13:30:48-03","IAP","PACA-AGP","73851","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins","L. Sevegnani","1994","03","22","L. Sevegnani",NA,"1994","03","22","Brasil","RS","Maquiné","Est. Exp. Fitotécnica de Osório","-50.2071990966797","-29.6749992370605",NA,NA,NA,NA,"PACA073851",NA,"arvoreta 4m altura&nf;Confirmado por Silveira, D. & R. Farias-Singer em 11.2012. Habitat: em mata secundária","Magnoliophyta","Magnoliales",NA,NA,NA,"28094","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"321","2019-08-27 13:30:48-03","IAP","PACA-AGP","2199","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins","Silveira D. & Farias-Singer","2012","11",NA,"Rambo, B.",NA,NA,NA,NA,"Brasil","RS","Montenegro","Kappesberg","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"PACA002199",NA,"Habitat: in silva primaeva Fenofase: flor","Magnoliophyta","Magnoliales",NA,NA,NA,"21601","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"322","2019-08-27 13:30:48-03","IAP","PACA-AGP","2277","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins","Silveira D. & Farias-Singer","2012","11",NA,"Rambo, B.",NA,"1935","12","21","Brasil","RS","Montenegro","Kappesberg","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"PACA002277",NA,"Habitat: in silva primaeva Fenofase: flor","Magnoliophyta","Magnoliales",NA,NA,NA,"21601","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"323","2019-08-27 13:30:48-03","IAP","PACA-AGP","37910","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins","Silveira D. & Farias-Singer","2012","11",NA,"Rambo, B.",NA,"1948","11","10","Brasil","RS","São Leopoldo","ad montem Sapucaia","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA037910",NA,"Habitat: in silva primaeva Fenofase: flor","Magnoliophyta","Magnoliales",NA,NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"324","2019-08-27 13:30:48-03","IAP","PACA-AGP","65163","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins","Silveira D. & Farias-Singer","2012","11",NA,"R. Klein","2344","1959","12","15","Brasil","SC","Blumenau","Bom Retiro","-49.0661010742188","-26.9193992614746",NA,NA,NA,NA,"PACA065163",NA,"Habitat: mata da Cia Hering","Magnoliophyta","Magnoliales",NA,NA,NA,"34291","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"325","2019-08-27 13:30:48-03","IAP","PACA-AGP","71792","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins","R. Reitz","1990",NA,NA,"R. Klein",NA,"1967","11","22","Brasil","SC","Florianópolis","Morro Costa da Lagoa","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"PACA071792",NA,"Herbário FLOR 20264&nf;Confirmado por Silveira, D. & R. Farias-Singer em 11.2012. Habitat: mata","Magnoliophyta","Magnoliales",NA,NA,NA,"27000","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"326","2019-08-27 13:30:48-03","IAP","PACA-AGP","58029","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins","Silveira D. & Farias-Singer","2012","11",NA,NA,NA,NA,NA,NA,"Brasil","SC","Jacinto Machado","Turvo","-49.763599395752","-28.9974994659424",NA,NA,NA,NA,"PACA058029",NA,"Habitat: in silva Fenofase: fruto","Magnoliophyta","Magnoliales",NA,NA,NA,"23999","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"327","2019-08-27 13:30:48-03","IAP","PACA-AGP","65167","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins","Silveira D. & Farias-Singer","2012","11",NA,"Reitz, R.",NA,"1957","06","16","Brasil","SC","Vidal Ramos","Sabiá","-49.3558006286621","-27.3918991088867",NA,NA,NA,NA,"PACA065167",NA,"HBR 24426 Habitat: mata","Magnoliophyta","Magnoliales",NA,NA,NA,"21797","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"328","2019-08-27 13:30:48-03","IAP","PACA-AGP","98127","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins","Silveira D. & Farias-Singer","2012","11",NA,"R. Wasum",NA,"1975","03","28","Brasil","RS","Feliz","Morro do Carvão","-51.3064002990723","-29.4507999420166",NA,NA,NA,NA,"PACA098127",NA,"Habitat: mata","Magnoliophyta","Magnoliales",NA,NA,NA,"11167","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"329","2019-08-27 13:30:48-03","IAP","PACA-AGP","73850","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins","L. Sevegnani","1993","09","10","L. Sevegnani",NA,"1993","09","10","Brasil","RS","Maquiné","Est. Exp. Fitotécnica de Osório","-50.2071990966797","-29.6749992370605",NA,NA,NA,NA,"PACA073850",NA,"arvoreta c/ 3m&nf;Confirmado por Silveira, D. & R. Farias-Singer em 11.2012. Habitat: em mata secundária","Magnoliophyta","Magnoliales",NA,NA,NA,"28094","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
