"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","day","minimumElevationInMeters","maximumElevationInMeters","county","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","coordinatePrecision","geoFlag","class","fieldNumber","typeStatus","individualCount","previousCatalogNumber","sex","infraspecificEpithet"
"100","2019-11-01 15:15:26-03","UnB","UB","4498","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.","Bianchetti, LB","Oliveira, RS","99","1995","02","Southern America","Brasil","Distrito Federal","Santuário Ecológico do Riacho Fundo","-47.95","-15.85",NA,"Lobo central bem desenvolvido em relação aos laterais; Erva. Flor amarelada; Campo limpo","UB0019586","UB0019586","23","1020","1020","Brasília","1995","02","-47.95","-15.85","23",NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2019-11-01 15:15:26-03","UnB","UB","87284","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.","Pabst, GFJ","Irwin, HS","24298","1969","03","Southern America","Brasil","Goiás","35km ao N de Veadeiros",NA,NA,NA,"Terrestrial, erect 0,5m. Perianth white; Cerrado on rocky hillside with crystalline outcrops","UB0018786","UB0018786","13",NA,NA,NA,"1979","08",NA,NA,"07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2019-11-01 15:15:26-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.","Batista, JAN","Irwin, HS; et al.","28139","1970","03","Southern America","Brasil","Minas Gerais","CA. 15km N of São João da Chapada",NA,NA,NA,"Terrestrial 0,75cm. Perianth yellow-green; Cut-over slope forest","UB0018785","UB0018785","23","975","975",NA,"2003","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2019-11-01 15:15:26-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.","Pabst, G","Irwin, HS; et al.","27184","1970","03","Southern America","Brasil","Minas Gerais","Ca. 2km W of Cantoni",NA,NA,NA,"Terestrial 0,5m. Perianth green; Brejo. Steeply sloping brejo and adjacent campo, middle slopes","UB0018782","UB0018782","08","850","850",NA,"1979","08",NA,NA,"06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2019-11-01 15:15:26-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.","Pabst, G","Irwin, HS; et al.","26877","1970","03","Southern America","Brasil","Minas Gerais","Ca. 12km W of Corinto",NA,NA,NA,"Terrestrial 1m. Perianth yellow-green, the labellum yellow; Gallery margin. Cerrado","UB0018787","UB0018787","04","600","600",NA,"1979","06",NA,NA,"29",NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2019-05-06 12:01:20-03","UFU","HUFU","67515","S","Plantae",NA,NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.",NA,"Cardoso, J.C.F.; Maciel, A.A.","05","2013","02",NA,"Brasil","Minas Gerais","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,"Planta ca. de 70 cm. Flores verdes.; Mata de galeria.","HUFU00030547","HUFU00030547","01",NA,NA,"Uberlândia",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA
"106","2019-05-06 12:01:20-03","UFU","HUFU","11459","S","Plantae",NA,NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.","Batista, J.A.N.","Barbosa, A.A.A.","944","1995","02",NA,"Brasil","Minas Gerais","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,"Erva com flores esverdeadas.; Campo sujo.","HUFU00030548","HUFU00030548","23",NA,NA,"Uberlândia","1997","08",NA,NA,"25","58223","auto",NA,NA,NA,NA,NA,NA,NA
"107","2019-05-06 12:01:20-03","UFU","HUFU","8287","S","Plantae",NA,NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.","Ribeiro, J.E.L.S.","Nakajima, J.N.; Romero, R.; Cesar, R. & Zanini, E.","811","1995","03",NA,"Brasil","Minas Gerais","Parque Nacional da Serra da Canastra, Estrada São Roque de Minas - Sacramento, próximo ao curral de pedras.","-46.3657989501953","-20.2453002929688",NA,"Terrestre, ca. 0,6 m. Cálice e corola esverdeada. Coluna creme.; Campo hidromórfico.","HUFU00035615","HUFU00035615","18",NA,NA,"São Roque de Minas","2001","07",NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA
"108","2019-05-06 12:01:20-03","UFU","HUFU","11426","S","Plantae",NA,NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.","Batista, J.A.N.","Barbosa, A.A.A.","916","1995","02",NA,"Brasil","Minas Gerais","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,"Erva com flores esverdeadas.; Campo sujo.","HUFU00030549","HUFU00030549","23",NA,NA,"Uberlândia","1997","08",NA,NA,"25","58223","auto",NA,NA,NA,NA,NA,NA,NA
"109","2019-08-08 10:00:09-03","UFU","HUFU","7416","S","Plantae",NA,NA,"Orchidaceae","Habenaria","hieronymi","Habenaria hieronymi","Kraenzl.","Ribeiro, J.E.L.S.","Romero, R.; et al.","1750","1995","01",NA,"Brasil","Minas Gerais","Parque Nacional da Serra da Canastra, Estrada São Roque - Sacramento.","-46.3657989501953","-20.2453002929688",NA,"Terrestre, ca. 0,20 m. Cálice, corola e coluna esverdeados.; Vertente do córrego.","HUFU00074512","HUFU00074512","12",NA,NA,"São Roque de Minas","2001","07",NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA
"110","2019-08-08 10:00:09-03","UFU","HUFU","5140","S","Plantae",NA,NA,"Orchidaceae","Habenaria","hieronymi","Habenaria hieronymi","Kraenzl.","Andrade, T.","Romero, R.; Nakajima, J.N.","678","1994","02",NA,"Brasil","Minas Gerais","Parque Nacional da Serra da Canastra, Km 11 para Sacramento.","-46.3657989501953","-20.2453002929688",NA,"Herbácea, ca. 0,20 m. Flores cremes.; Campo em solo arenoso.","HUFU00074516","HUFU00074516","22",NA,NA,"São Roque de Minas","2005","02",NA,NA,"23","57119","auto",NA,NA,NA,NA,NA,NA,NA
"111","2020-08-20 14:54:47-03","UFSC","FLOR","49427","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.",NA,"Félix, L.P.","s.n.","1997","07",NA,"Brasil","Paraíba",NA,"-35.6916999816895","-6.96332979202271",NA,NA,"FLOR0049427",NA,"27",NA,NA,"Areia",NA,NA,NA,NA,NA,"15425","auto",NA,NA,NA,NA,NA,NA,NA
"112","2014-10-09 13:58:28-03","UHH","HBG","501087","S","Plantae",NA,NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.",NA,"Brade, A.C.","6195",NA,NA,"South America","Brazil",NA,"S. Paulo, Lagrado-Campo",NA,NA,NA,"ex Herb. Kränzlin Herbarium Hamburgense evacuated and inaccessible 1943-1992; HBG loan #1996 to UGDA (Gdansk Univ.); finished 23.03.2011","HBG501087","HBG501087",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2014-10-09 13:58:28-03","UHH","HBG","501088","S","Plantae",NA,NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.",NA,"Warming, J.E.B.",NA,NA,NA,"South America","Brazil",NA,"Lagoa Sante",NA,NA,NA,"ex Herb. Kränzlin 404 Herbarium Hamburgense evacuated and inaccessible 1943-1992; HBG loan #1996 to UGDA (Gdansk Univ.); finished 23.03.2011","HBG501088","HBG501088",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2014-10-09 13:58:28-03","UHH","HBG","516942","S","Plantae",NA,NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,"ex Herb. Kränzlin 404 NONMELLON; Herbarium Hamburgense evacuated and inaccessible 1943-1992; HBG loan #1996 to UGDA (Gdansk Univ.); finished 23.03.2011","HBG516942","HBG516942",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2014-10-09 13:58:28-03","UHH","HBG","501089","S","Plantae",NA,NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,"ex Herb. Kränzlin 404 Herbarium Hamburgense evacuated and inaccessible 1943-1992; HBG loan #1996 to UGDA (Gdansk Univ.); finished 23.03.2011","HBG501089","HBG501089",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2017-09-11 17:11:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.",NA,"Wagner, R","s.n.",NA,NA,"Southern America","Colombia",NA,"Etiam in Columbia.",NA,NA,NA,NA,NA,"P03P4N0014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2017-09-11 17:11:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.",NA,"Martius, CFP","s.n.",NA,NA,"Southern America","Brazil","Minas Gerais","Habitat in prov. Minas Geraes.",NA,NA,NA,NA,NA,"P03P4N0014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2017-09-11 17:11:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.",NA,"Pohl, JBE","s.n.",NA,NA,"Southern America","Brazil","Goiás","IBB/Corumbá, Corumbá de Goiás, GO, in prov. Goyaz ad Rio corumbá.","-48.316667","-17.433333",NA,NA,NA,"P03P4N0014",NA,NA,NA,"Corumbá de Goiás",NA,NA,"-48.316667","-17.433333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2017-09-11 17:11:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.",NA,"Warming, JEB","s.n.",NA,NA,"Southern America","Brazil","Minas Gerais","in campis fertilioribus inprimis juxta sylvarum margines ad Lagoa Santa.","-43.8897","-19.6272",NA,NA,NA,"P03P4N0014",NA,NA,NA,"Lagoa Santa",NA,NA,NA,NA,NA,"12338","auto",NA,NA,NA,NA,NA,NA,NA
"120","2017-09-11 17:11:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.",NA,"Schenck, JHR","2890",NA,NA,"Southern America","Brazil","Rio de Janeiro","in Serrra dos Orgâos as Campos das Antos.",NA,NA,NA,NA,NA,"P03P4N0014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2017-09-11 17:11:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.",NA,"Barbosa Rodrigues, J","s.n.",NA,NA,"Southern America","Brazil",NA,"in campis ad Serra de Caldas.",NA,NA,NA,NA,NA,"P03P4N0014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2017-09-11 17:11:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.",NA,"Gardner, G","3990",NA,NA,"Southern America","Brazil",NA,"in campis siccis ad Serra de Natividade.",NA,NA,NA,NA,NA,"P03P4N0014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2017-09-11 17:11:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.",NA,"Langsdorff, GB","s.n.",NA,NA,"Southern America","Brazil","Minas Gerais","Habitat in prov. Minas Geraes.(altit.2300 m.)",NA,NA,NA,NA,NA,"P03P4N0014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2017-09-11 17:11:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.",NA,"Pohl, JBE","s.n.",NA,NA,"Southern America","Brazil","Rio de Janeiro","in prov. Rio de Janeiro.",NA,NA,NA,NA,NA,"P03P4N0014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2017-09-11 17:11:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.",NA,"Regnell, AF","ser. III /1188",NA,NA,"Southern America","Brazil","Minas Gerais","in campis ad Serra de Caldas.","-46.3861","-21.9236",NA,NA,NA,"P03P4N0014",NA,NA,NA,"Caldas",NA,NA,NA,NA,NA,"25710","auto",NA,NA,NA,NA,NA,NA,NA
"126","2017-09-11 17:11:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.",NA,"Lehmann, FC","2823",NA,NA,"Southern America","Colombia","Cauca","in prov. Cauca ad Aganoche et Tambo prope Popayan. altit. 1400-1700 m.",NA,NA,NA,NA,NA,"P03P4N0014",NA,NA,NA,"Popayán",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2017-09-11 17:11:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Habenaria","hieronymi","Habenaria hieronymi","Kraenzl.",NA,"Hieronymus, GHEW","s.n.",NA,NA,"Southern America","Argentina","Córdoba","Habitat in Argentinae prov. Córdoba reg. Calamachita ad S. Rosa prope San Miguel.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2019-09-03 08:19:00-03","CAS","CAS-BOT","629498","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Habenaria","hieronymi","Habenaria hieronymi","Kraenzl.",NA,"Venturi, S.","2765","1924","1","South America","Argentina","Provincia de Tucuman","*",NA,NA,NA,"Color de la flor: blanca. * Data from these fields are not available on the web.",NA,NA,NA,"900",NA,"Departamento de Tafi",NA,NA,"*","*",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA
"129","2019-11-21 10:13:24-03","IBt","SP","348334","S","Plantae",NA,NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.","Batista, JAN","Cordovil Silva, SP; et al.","569","1997","04",NA,"Brasil","Goiás","Lado esquerdo da estrada Serra da Mesa - Minaçu, a 2 km da guartita de acesso à obra","-48.304444","-13.739722",NA,NA,NA,NA,"02","700","700","Minaçu","2016","10","-48.304444","-13.739722","21",NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2019-11-21 10:13:24-03","IBt","SP","369116","S","Plantae",NA,NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.","Batista, JAN","Batista, JAN","1290","2001","01",NA,"Brasil","Distrito Federal","RA-I, Plano Piloto. Final da Asa Norte. Área entre o Parque Ecológico Norte e o Parque Nacional de Brasília. Área do futuro Setor Noroeste","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"11",NA,NA,"Brasília","2002","01",NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"131","2019-11-21 10:13:24-03","IBt","SP","5354","S","Plantae",NA,NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.","Hoehne, FC","Gehrt, A","s.n.","1919","04",NA,"Brasil","Minas Gerais",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"12",NA,NA,"Belo Horizonte","1935",NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA
"132","2019-11-21 10:13:24-03","IBt","SP","28900","S","Plantae",NA,NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.","Hoehne, FC","Regnell, A","III-1188","1876","02",NA,"Brasil","Minas Gerais",NA,"-46.386100769043","-21.9235992431641",NA,NA,NA,NA,"23",NA,NA,"Caldas","1935",NA,NA,NA,NA,"25710","auto",NA,NA,NA,NA,NA,NA,NA
"133","2019-11-21 10:13:24-03","IBt","SP","473537","S","Plantae",NA,NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.","Félix, LP","Félix, LP","s.n.","1997","07",NA,"Brasil","Paraíba","Barranco na margem da estrada","-35.6916999816895","-6.96332979202271",NA,NA,NA,NA,"27",NA,NA,"Areia","1997",NA,NA,NA,NA,"15425","auto",NA,NA,NA,NA,NA,NA,NA
"134","2019-11-21 10:13:24-03","IBt","SP","43530","S","Plantae",NA,NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.","Batista, JAN","Viégas, AP; Viégas, GP","s.n.","1939","01",NA,"Brasil","São Paulo",NA,"-46.6500015258789","-22.5200004577637",NA,NA,NA,NA,"21",NA,NA,"Lindóia","1998","09",NA,NA,NA,"6377","auto",NA,NA,NA,NA,NA,NA,NA
"135","2019-11-21 10:13:24-03","IBt","SP","27371","S","Plantae",NA,NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.","Batista, JAN","Gehrt, A; Kuhlmann, M","s.n.","1931","02",NA,"Brasil","São Paulo","Butantan","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,"São Paulo","1998","09",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"136","2019-11-21 10:13:24-03","IBt","SP","28892","S","Plantae",NA,NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.","Batista, JAN","Brade, AC","6195","1913","03",NA,"Brasil","São Paulo","Lageado (Estação)","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"02",NA,NA,"São Paulo","1998","09",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"137","2019-12-05 15:21:25-03","GH","HU-HERB","GH 01947914","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindley",NA,"Sant. Venturi",NA,"1924","1","South America","Argentina",NA,"[illegible]",NA,NA,"Sheet",NA,NA,NA,"30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined",NA
"138","2019-12-05 15:23:09-03","AMES","HU-HERB","AMES 01947913","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindley",NA,"O. E. White","1134","1921","12","South America","Bolivia",NA,"Pampa near woods, Iziamas",NA,NA,"Sheet",NA,NA,NA,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1134",NA,NA,NA,"undetermined",NA
"139","2019-12-05 15:17:24-03","AMES","HU-HERB","AMES 01947915","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","hieronymi","Habenaria hieronymi","Kraenzlin",NA,"M. Lillo",NA,"1907","2","South America","Argentina",NA,"Rejes. [Jujuy].",NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined",NA
"140","2019-12-05 15:15:59-03","AMES","HU-HERB","AMES 01947916","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","hieronymi","Habenaria hieronymi","Kraenzlin",NA,"Sant. Venturi","8520","1929","3","South America","Argentina",NA,"Prov. [Jujuy]; Humahuaca. Sierra de Zenta",NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8520",NA,NA,NA,"undetermined",NA
"141","2019-12-05 15:11:02-03","AMES","HU-HERB","AMES 01947917","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","hieronymi","Habenaria hieronymi","Kraenzlin",NA,"Sant. Venturi",NA,"1929","3","South America","Argentina",NA,"Lujuy. Huyahuaca-Sierra de Lenta.",NA,NA,"Sheet",NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined",NA
"142","2019-12-05 15:09:11-03","AMES","HU-HERB","AMES 01947918","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","hieronymi","Habenaria hieronymi","Kraenzlin",NA,"[illegible]","26/258","1926","2","South America","Argentina","Córdoba","Cordón Occidental, quebrada Caida de los [illegible]",NA,NA,"Sheet",NA,NA,NA,"13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26/258",NA,NA,NA,"undetermined",NA
"143","2010-08-16 16:44:13-03","AMES","HU-HERB","AMES 00082657","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","hieronymi","Habenaria hieronymi saltensis","Hauman",NA,"M. Lillo","5957",NA,NA,"South America","Argentina",NA,NA,NA,NA,"Microscope slide",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5957","Type",NA,NA,"undetermined","saltensis"
"144","2010-08-16 16:44:13-03","AMES","HU-HERB","AMES 00082657","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","hieronymi","Habenaria hieronymi saltensis","Hauman",NA,"M. Lillo","5957",NA,NA,"South America","Argentina",NA,NA,NA,NA,"Microscope slide",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5957","Type",NA,NA,"undetermined","saltensis"
