"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","typeStatus","locality","phylum","order","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","relatedCatalogItem","relationshipType","individualCount","eventTime","fieldNumber","sex"
"449","2021-03-01 16:42:16-03","UNICAMP","UEC","140735","S","Plantae","Theaceae","Gordonia","fruticosa","Gordonia fruticosa","(Schrad.) H.Keng","Arzolla, FARDP","2005","Arzolla, FARDP","991","2005","09","07","Brazil","São Paulo","Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,NA,NA,"Árvore, 5m, flores branco-esverdeados, botões florais.; Floresta Ombrófila Densa Alto-Montana, UTM 451.847 e 7.488.875",NA,"Parque Estadual de Campos de Jordão, Estrada para São José dos Alpes.","Magnoliopsida",NA,NA,NA,NA,"21048","auto","09",NA,NA,NA,NA,NA,NA,NA,NA
"450","2021-03-01 16:42:16-03","UNICAMP","UEC","92465","S","Plantae","Theaceae","Gordonia","fruticosa","Gordonia fruticosa","(Schrad.) H.Keng","Bittrich, V","1997","Kuhlmann, M","3920","1956","09","13","Brazil","São Paulo","Guarulhos","-46.5299987792969","-23.4599990844727",NA,NA,NA,NA,NA,NA,NA,"Arbusto no meio de capoerinha. Flores alvas.; Capoeirinha.",NA,"Proximidades da Via Dutra","Magnoliopsida",NA,NA,NA,NA,"26398","auto","10",NA,NA,NA,NA,NA,NA,NA,NA
"451","2021-03-01 16:42:16-03","UNICAMP","UEC","160260","S","Plantae","Theaceae","Gordonia","fruticosa","Gordonia fruticosa","(Schrad.) H.Keng","Bittrich, V","1997","Kuhlmann, M","3920","1956","09","13","Brazil","São Paulo","Guarulhos","-46.5299987792969","-23.4599990844727",NA,NA,"UEC017282","UEC017282",NA,NA,NA,"Arbusto no meio de capoerinha. Flores alvas.; Capoeirinha.",NA,"Proximidades da Via Dutra","Magnoliopsida",NA,NA,NA,NA,"26398","auto","10",NA,NA,NA,NA,NA,NA,NA,NA
"452","2021-03-01 16:42:16-03","UNICAMP","UEC","33988","S","Plantae","Theaceae","Gordonia","fruticosa","Gordonia fruticosa","(Schrad.) H.Keng","Sztutman, M","1996","Sugiyama, M; Chiea, SAC","15525","1983","09","22","Brazil","São Paulo","Jundiaí","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,NA,NA,NA,"Árvore de 7m de alt. Pétala creme, estames amarelos.",NA,"Serra do Japi","Magnoliopsida",NA,NA,NA,NA,"17840","auto","05",NA,NA,NA,NA,NA,NA,NA,NA
"453","2021-03-01 16:42:16-03","UNICAMP","UEC","10605","S","Plantae","Theaceae","Gordonia","fruticosa","Gordonia fruticosa","(Schrad.) H.Keng","Sztutman, M","1996","Rodrigues, RR; Lagazzi, SM; Morellato-Fonzar, LPC","16092","1984","07","17","Brazil","São Paulo","Jundiaí","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,NA,NA,NA,"Árvore com 12m de alt. com frutos locúlicida.",NA,"Serra do Japi - Mirante.","Magnoliopsida",NA,NA,NA,NA,"17840","auto","05",NA,NA,NA,NA,NA,NA,NA,NA
"454","2019-08-20 10:27:15-03","UNICAMP","UEC","144237","S","Plantae","Theaceae","Gordonia","fruticosa","Gordonia fruticosa","(Schrad.) H.Keng",NA,NA,"Eça Neves, FF","630","1999","08","31","Brazil","São Paulo","Jundiaí","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trilha do Mirante, Base de Estudo de Ecologia e Educação Ambiental Miguel Castarde. Trilha do Mirante, borda da trilha.","Magnoliopsida",NA,NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","2021-03-01 16:42:16-03","UNICAMP","UEC","38160","S","Plantae","Theaceae","Gordonia","fruticosa","Gordonia fruticosa","(Schrad.) H.Keng","Bittrich, V","2005","Mantovani, W; Martins, AB","12455","1981","02","08","Brazil","São Paulo","Mogi Guaçu","-46.9421997070312","-22.372200012207",NA,NA,"UEC063313","UEC063313",NA,NA,NA,"Arbusto 2,5 m. Frutos marrons.",NA,"Estação Experimental Faz. Campininha.&nf;Beira de mata de galeria.","Magnoliopsida",NA,NA,NA,NA,"39309","auto","05",NA,NA,NA,NA,NA,NA,NA,NA
"456","2021-03-01 16:42:16-03","UNICAMP","UEC","44071","S","Plantae","Theaceae","Gordonia","fruticosa","Gordonia fruticosa","(Schrad.) H.Keng","Sztutman, M","1996","Mantovani, W; Martins, AB","12454","1981","02","08","Brazil","São Paulo","Mogi Guaçu","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,NA,NA,NA,"Arbusto 2,5m. Pétalas brancas, frutos marrons.; Beira de mata da galeria.",NA,"Fazenda Campininha, Estação Experimental.","Magnoliopsida",NA,NA,NA,NA,"39309","auto","05",NA,NA,NA,NA,NA,NA,NA,NA
"457","2021-03-01 16:42:16-03","UNICAMP","UEC","24946","S","Plantae","Theaceae","Gordonia","fruticosa","Gordonia fruticosa","(Schrad.) H.Keng","Sztutman, M","1996","Leitão Filho, HF; Martins, FR; Mantovani, W","12299","1981","02","06","Brazil","São Paulo","Mogi Guaçu","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,NA,NA,NA,"Arbusto até 2,5m; frutos marrons. Em local brejoso.; Em local brejoso.",NA,"Fazenda Campininha, Nativo na Reserva Biológica de Cerrado da Fazenda Campininha.","Magnoliopsida",NA,NA,NA,NA,"39309","auto","05",NA,NA,NA,NA,NA,NA,NA,NA
"458","2021-03-01 16:42:16-03","UNICAMP","UEC","147067","S","Plantae","Theaceae","Gordonia","fruticosa","Gordonia fruticosa","(Schrad.) H.Keng","Sztutman, M","1996","Leitão Filho, HF; Martins, FR; Mantovani, W","12298","1981","02","06","Brazil","São Paulo","Mogi Guaçu","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,NA,NA,NA,"Arbusto até 2,5m.; flores barncas.; Em local brejoso.",NA,"Fazenda Campininha, Reserva Biológica de Cerrado da Fazenda Campininha.","Magnoliopsida",NA,NA,NA,NA,"39309","auto","05",NA,NA,NA,NA,NA,NA,NA,NA
"459","2021-03-01 16:42:16-03","UNICAMP","UEC","35721","S","Plantae","Theaceae","Gordonia","fruticosa","Gordonia fruticosa","(Schrad.) H.Keng","Sztutman, M","1996","Shepherd, GJ; Tamashiro, JY","15852","1984","03","26","Brazil","São Paulo","Paraibuna","-45.6599998474121","-23.3799991607666",NA,NA,NA,NA,NA,NA,NA,"Arbusto 4m, botões florais esverdeados.",NA,"Usina hidrelétrica de Paraibuna","Magnoliopsida",NA,NA,NA,NA,"30824","auto","05",NA,NA,NA,NA,NA,NA,NA,NA
"460","2021-02-12 10:04:35-03","UNICAMP","UEC","139606","S","Plantae","Theaceae","Laplacea","fruticosa","Laplacea fruticosa","(Schrad.) Kobuski",NA,NA,"Matsumoto, K; Romero, R; Jannini, AW; Lopes, CA","414","1997","07","10","Brazil","Minas Gerais","Carrancas","-42","-16","-42","-16","UEC162849","UEC162849",NA,NA,NA,NA,NA,"Fazenda Grão Mongol","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","2021-03-01 16:42:16-03","UNICAMP","UEC","160785","S","Plantae","Theaceae","Laplacea","fruticosa","Laplacea fruticosa","(Schrad.) Kobuski",NA,NA,"Romão, GO; Dantas, APT","1660","2006","09","07","Brazil","Paraná","Bocaiúva do Sul","-49.025889","-25.058639","-49.025889","-25.058639","UEC009813","UEC009813",NA,NA,NA,"Arbsuto 2,5m alt.; botões verdes, corola branca.; Campo de altitude, com afloramento rochoso, com predomínio de arbustos; solo arenoso-pedregoso seco.",NA,"Serra da Bocaina, Acesso pela rodovia Governador José Richa (R-476), km 70-71 na entrada indicada pela placa para a Fazenda Turbay; a 9km da BR em estrada de terra com acesso à Chácara Serra da Bocaina.","Magnoliopsida",NA,"1400","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","2019-08-20 10:27:15-03","UNICAMP","UEC","162047","S","Plantae","Theaceae","Laplacea","fruticosa","Laplacea fruticosa","(Schrad.) Kobuski","Marinho, L","2000","Salimena, FR","s.n.","2000","12",NA,"Brazil","Minas Gerais","Conceição de Ibitipoca",NA,NA,NA,NA,"UEC009101","UEC009101",NA,NA,NA,NA,NA,"Parque Estadual do Ibitipoca","Magnoliopsida",NA,NA,NA,NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA
"463","2021-03-01 16:42:16-03","UNICAMP","UEC","167645","S","Plantae","Theaceae","Laplacea","fruticosa","Laplacea fruticosa","(Schrad.) Kobuski",NA,NA,"Romão, GO; Dantas, APT","1656","2006","09","07","Brazil","Paraná","Bocaiúva do Sul","-49.025889","-25.058639","-49.025889","-25.058639","UEC091867","UEC091867",NA,NA,NA,"Arbusto 2,5 m alt.; botões verdes, corola branca.; Campo de altitude, com afloramento rochoso, com predomínio de arbustos; solo areno-pedregoso seco.",NA,"Serra da Bocaina, Acesso pela rodovia Governador José Richa (BR-476), km 70-71 na estrada indicada pela placa para a Fazenda Turbay com acesso à Chácara Serra da Bocaina.","Magnoliopsida",NA,"1400","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","2021-03-01 16:42:16-03","UNICAMP","UEC","43574","S","Plantae","Theaceae","Laplacea","fruticosa","Laplacea fruticosa","(Schrad.) Kobuski","Bittrich, V","2005","Morellato-Fonzar, LPC; Rosa, NA","18389","1985","08","07","Brazil","Pará","Serra Norte",NA,NA,NA,NA,"UEC063309","UEC063309",NA,NA,NA,"Árvore 10 m de alt., flores brancas, frutos de cor marrom.",NA,"Serra dos Carajás, Núcleo N3.&nf;Mata ciliar, buritizal.","Magnoliopsida",NA,NA,NA,NA,NA,NA,"05",NA,NA,NA,NA,NA,NA,NA,NA
"465","2021-03-01 16:42:16-03","UNICAMP","UEC","202599","S","Plantae","Theaceae","Laplacea","fruticosa","Laplacea fruticosa","(Schrad.) Kobuski","Castello, ACD","2019","Silva, BG; Duarte, LSC; Lima, GM; Pires, TP","474","2018","10","04","Brazil","São Paulo","Jundiaí","-47.179817","-23.398639","-47.179817","-23.398639","UEC190827","UEC190827 UEC190827_v01 UEC190827_v02 UEC190827_v03",NA,NA,NA,"Hábito: Arbóreo. Altura: 6m. Látex: Ausente. Cor: Flores brancas com estames amarelos. Odor: Presente, fétido na flor. Outros: Em frente ao paredão rochoso da trilha principal (entrada da base).",NA,"Serra do Japi - Travessia TV Cultura, Local: Borda da trilha, pleno sol. Solo: Arenoso.","Magnoliopsida",NA,NA,NA,NA,NA,NA,"02","22",NA,NA,NA,NA,NA,NA,NA
"466","2021-03-01 16:42:16-03","UNICAMP","UEC","182778","S","Plantae","Theaceae","Laplacea","fruticosa","Laplacea fruticosa","(Schrad.) Kobuski","Torres, RB","2011","Torres, RB","1287","2000","07","06","Brazil","Minas Gerais","Camanducaia","-46.1446990966797","-22.7553005218506",NA,NA,"UEC103701","UEC103701",NA,NA,NA,"Árvore ca. 19m, frutos imaturos verdes.; Mata de encosta, dossel.",NA,"Mata do Japones.","Magnoliopsida",NA,NA,NA,NA,"22140","auto","05","13",NA,NA,NA,NA,NA,NA,NA
"467","2019-08-20 10:27:15-03","UNICAMP","UEC","120652","S","Plantae","Theaceae","Laplacea","fruticosa","Laplacea fruticosa","(Schrad.) Kobuski","Bittrich, V",NA,"Meireles, LD","524","2001","08","23","Brazil","Minas Gerais","Camanducaia","-46.1446990966797","-22.7553005218506",NA,NA,"UEC087370","UEC087370",NA,NA,NA,"Árvore, 15m, flores brancas, estames amarelos.",NA,"Monte Verde, Floresta Ombrófila Mista","Magnoliopsida",NA,NA,NA,NA,"22140","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","2019-08-20 10:27:15-03","UNICAMP","UEC","135677","S","Plantae","Theaceae","Laplacea","fruticosa","Laplacea fruticosa","(Schrad.) Kobuski",NA,NA,"Simões, AO; Matsumoto, K; Jannini, AW; Lopes, CA","86","1998","01","09","Brazil","Minas Gerais","Carrancas","-44.6425018310547","-21.4874992370605",NA,NA,"UEC125456",NA,NA,NA,NA,"Arbusto, cerca de 50 cm, flores brancas, frutos imaturos verdes, maduro marrons. Em campo arenoso.",NA,"Cachoeira do Tico-Tico/Salomão, A cerca de 4 Km da cidade, campo.","Magnoliopsida",NA,NA,NA,NA,"21143","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","2021-03-01 16:42:16-03","UNICAMP","UEC","102764","S","Plantae","Theaceae","Laplacea","fruticosa","Laplacea fruticosa","(Schrad.) Kobuski",NA,NA,"Kinoshita, LS; Forster, W; Simões, AO","98-171","1998","10","06","Brazil","Minas Gerais","Carrancas","-44.6425018310547","-21.4874992370605",NA,NA,"UEC085420","UEC085420",NA,NA,NA,"Arvoreta 2 m, flores masculinas brancas.",NA,"Fazenda Grão-Mogol.","Magnoliopsida",NA,NA,NA,NA,"21143","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","2021-03-01 16:42:16-03","UNICAMP","UEC","102763","S","Plantae","Theaceae","Laplacea","fruticosa","Laplacea fruticosa","(Schrad.) Kobuski",NA,NA,"Kinoshita, LS; Forster, W; Simões, AO","98-170","1998","10","06","Brazil","Minas Gerais","Carrancas","-44.6425018310547","-21.4874992370605",NA,NA,"UEC082595","UEC082595",NA,NA,NA,"Arvoreta 2 m, flores femininas brancas, botões e frutos.; Margem de afloramento.",NA,"Fazenda Grão-Mogol.","Magnoliopsida",NA,NA,NA,NA,"21143","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","2021-03-01 16:42:16-03","UNICAMP","UEC","135660","S","Plantae","Theaceae","Laplacea","fruticosa","Laplacea fruticosa","(Schrad.) Kobuski",NA,NA,"Simões, AO; Belinello, R; Matsumoto, K; Singer, RB","541","1998","11","13","Brazil","Minas Gerais","Carrancas","-44.6425018310547","-21.4874992370605",NA,NA,"UEC120232",NA,NA,NA,NA,"Árvore, 4m, flores brancas, estames amarelos.; Mata, em beira de riacho.",NA,"Serra do Moleque, Subida da Serra do Moleque.","Magnoliopsida",NA,NA,NA,NA,"21143","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","2019-08-20 10:27:15-03","UNICAMP","UEC","135654","S","Plantae","Theaceae","Laplacea","fruticosa","Laplacea fruticosa","(Schrad.) Kobuski",NA,NA,"Simões, AO; Belinello, R; Matsumoto, K; Singer, RB","421","1998","11","10","Brazil","Minas Gerais","Carrancas","-44.6425018310547","-21.4874992370605",NA,NA,"UEC125457",NA,NA,NA,NA,"Arvoreta de cerca de 4 m, flores brancas, com estaminódios e estigma funcional. em beira de riacho.",NA,"Toca da Ponte, a cerca de 3 Km da cidade.","Magnoliopsida",NA,NA,NA,NA,"21143","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","2019-08-20 10:27:15-03","UNICAMP","UEC","135672","S","Plantae","Theaceae","Laplacea","fruticosa","Laplacea fruticosa","(Schrad.) Kobuski",NA,NA,"Simões, AO; Belinello, R; Singer, RB","668","1998","12","05","Brazil","Minas Gerais","Carrancas","-44.6425018310547","-21.4874992370605",NA,NA,"UEC125459",NA,NA,NA,NA,"Arbusto, cerca de 2 m, latescente, flores brancas, frutos esverdeados. Em beira de córrego.",NA,"Toca da Ponte, Campo cerrado a cerca de 3 Km da cidade.","Magnoliopsida",NA,NA,NA,NA,"21143","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","2021-03-01 16:42:16-03","UNICAMP","UEC","135671","S","Plantae","Theaceae","Laplacea","fruticosa","Laplacea fruticosa","(Schrad.) Kobuski",NA,NA,"Simões, AO; Belinello, R; Singer, RB","669","1998","12","05","Brazil","Minas Gerais","Carrancas","-44.6425018310547","-21.4874992370605",NA,NA,"UEC120235",NA,NA,NA,NA,"Arbusto ca. 2m, flores brancas, estames amarelos.; Campo cerrado em beira de córrego.",NA,"Toca da Ponte, Cerca de 3Km da cidade.","Magnoliopsida",NA,NA,NA,NA,"21143","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","2021-03-01 16:42:16-03","UNICAMP","UEC","135659","S","Plantae","Theaceae","Laplacea","fruticosa","Laplacea fruticosa","(Schrad.) Kobuski",NA,NA,"Simões, AO; Belinello, R; Matsumoto, K; Singer, RB","450","1998","11","11","Brazil","Minas Gerais","Carrancas","-44.6425018310547","-21.4874992370605",NA,NA,"UEC120233",NA,NA,NA,NA,"Arvoreta, 6m, flores brancas, estames amarelos.; Afloramento, em beira de riacho.",NA,"Vargem Grande","Magnoliopsida",NA,NA,NA,NA,"21143","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","2021-03-01 16:42:16-03","UNICAMP","UEC","185606","S","Plantae","Theaceae","Laplacea","fruticosa","Laplacea fruticosa","(Schrad.) Kobuski",NA,NA,"Kinoshita, LS; Evangelista, AS; Muler, AL; Leite, CL; Palmeira, JA; Galvão, JC; Alonso, MA; Fo","11/389","2011","05","26","Brazil","Minas Gerais","Delfinópolis","-46.8539009094238","-20.343900680542",NA,NA,"UEC116009","UEC116009",NA,NA,NA,"Árvore, 10m de altura, flor branca com anteras vermelhas vistosas.",NA,"Região da Serra da Canastra","Magnoliopsida",NA,NA,NA,NA,"41380","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","2021-03-01 16:42:16-03","UNICAMP","UEC","174067","S","Plantae","Theaceae","Laplacea","fruticosa","Laplacea fruticosa","(Schrad.) Kobuski","Bittrich, V","2011","Marcondes-Ferreira, W; Barosela, JR; Sciamarelli, A; Moraes, MD","899","1994","03","19","Brazil","São Paulo","Batatais","-47.5800018310547","-20.8899993896484",NA,NA,"UEC089248","UEC089248",NA,NA,NA,"Árvore ca. 4 m, com botões.",NA,"Fazenda Bom Jesus, caminho para Jardinópolis. Brejo com vegetação arbórea.","Magnoliopsida",NA,NA,NA,NA,"22006","auto","04",NA,NA,NA,NA,NA,NA,NA,NA
"478","2019-08-20 10:27:15-03","UNICAMP","UEC","173286","S","Plantae","Theaceae","Laplacea","fruticosa","Laplacea fruticosa","(Schrad.) Kobuski","Sanchez, M","1997","Sanchez, M; Belinello, R; Pedroni, F; Laps, RR","1649","1997","04","16","Brazil","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,"UEC084324","UEC084324",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,"34265","auto","04","16",NA,NA,NA,NA,NA,NA,NA
"479","2021-03-01 16:42:16-03","UNICAMP","UEC","105243","S","Plantae","Theaceae","Laplacea","semiserrata","Laplacea semiserrata","(Ness) Cambess.",NA,NA,"Correia, CMB; et al.","64","1989","10","26","Brazil","Rio de Janeiro","Nova Friburgo","-42.5","-22.55","-42.5","-22.55",NA,NA,NA,NA,NA,"Entre 22.33 - 22.28 S e 42.30 - 42.34 W.; Árvore, 16m. Folhas discolores, flores com pétalas alvas, estames amarelos, gineceu verde alvacento, sépalas verde alvacentas. Comum no caminho.",NA,"Reserva Ecológica Municipal de Macaé de Cima, Estrada para o Sítio Sophronites.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","2021-03-01 16:42:16-03","UNICAMP","UEC","88362","S","Plantae","Theaceae","Laplacea","semiserrata","Laplacea semiserrata","(Ness) Cambess.","Tamashiro, JY","2001","Silva, AF; Capellari Jr, L","1450","1986","07","16","Brazil","São Paulo","São José dos Campos","-45.9375","-23.075","-45.9375","-23.075","UEC060754","UEC060754",NA,NA,NA,"Árvore de 5m, frutos na deiscência mostrando sementes vermelhas, pouco aromática, casca branco-esverdeada, lenho branco, súber liso com pontoações.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,"09",NA,NA,NA,NA,NA,NA,NA,NA
"481","2021-03-01 16:42:16-03","UNICAMP","UEC","60936","S","Plantae","Theaceae","Laplacea","semiserrata","Laplacea semiserrata","(Ness) Cambess.",NA,NA,"Tamashiro, JY; Rodrigues, RR; Haddad, CFB","4080","1984",NA,NA,"Brazil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,"UEC104485","UEC104485",NA,NA,NA,"Mata",NA,"Reserva Municipal de Santa Genebra - Campinas","Magnoliopsida",NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","2021-03-01 16:42:16-03","UNICAMP","UEC","60937","S","Plantae","Theaceae","Laplacea","semiserrata","Laplacea semiserrata","(Ness) Cambess.",NA,NA,"Tamashiro, JY; Rodrigues, RR; Haddad, CFB","4299","1984",NA,NA,"Brazil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,"UEC104487","UEC104487",NA,NA,NA,"Mata",NA,"Reserva Municipal de Santa Genebra - Campinas","Magnoliopsida",NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","2021-03-01 16:42:16-03","UNICAMP","UEC","162220","S","Plantae","Theaceae","Laplacea","semiserrata","Laplacea semiserrata","(Ness) Cambess.",NA,NA,"Morellato-Fonzar, LPC; Rodrigues, RR","16631","1984","10","09","Brazil","São Paulo","Jundiaí","-46.8800010681152","-23.1800003051758",NA,NA,"UEC024464","UEC024464",NA,NA,NA,"Árvore 10 m alt.; flores creme.",NA,"Serra do Japi, Mirante.","Magnoliopsida",NA,NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","2021-03-01 16:42:16-03","UNICAMP","UEC","49172","S","Plantae","Theaceae","Laplacea","semiserrata","Laplacea semiserrata","(Ness) Cambess.",NA,NA,"Morellato-Fonzar, LPC; Rodrigues, RR","16631","1984","10","09","Brazil","São Paulo","Jundiaí","-46.8800010681152","-23.1800003051758",NA,NA,"UEC063310","UEC063310",NA,NA,NA,"Árvore 10 m alt.; flores creme.",NA,"Serra do Japi, Mirante.","Magnoliopsida",NA,NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","2019-11-19 14:09:43-03","UFRPE","PEUFR","53608","PreservedSpecimen","Plantae","Theaceae","Laplacea","fruticosa","Laplacea fruticosa","(Schrad.) Kobuski","M.L. Guedes","2012","M.L. Guedes; M. Lisboa","20137","2012","11","08","Brasil","Bahia","Rio de Contas","-40.416667","-13.433333","40º25'00W","13º26'00S","PEUFR053608",NA,NA,NA,NA,"Arbusto com cerfca de 1,80m de altura; folhas coriáceas, discolores; flores alvas com botões esverdeados.",NA,"Caminho para fazendola",NA,NA,NA,NA,NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA
"486","2019-11-06 09:57:48-03","UFOP","OUPR","10210","PreservedSpecimen","Plantae","Theaceae","Gordonia","fruticosa","Gordonia fruticosa","(Schrad.) H.Keng","Morrone, O.; Zuloaga, F.O.; Belgrano, MJ(Tropico","2008","Messias, M.C.T.B.","434",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,"Campo rupestre. Arbusto 1,8m. Flores em botões branco-amarelados",NA,"Parque Estadual do Itacolomi",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","2019-11-06 09:57:48-03","UFOP","OUPR","16216","PreservedSpecimen","Plantae","Theaceae","Gordonia","fruticosa","Gordonia fruticosa","(Schrad.) H.Keng","Morrone, O.; Zuloaga, F.O.; Belgrano, MJ(Tropico","2008","Messias, M.C.T.B.","459",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,"Campo rupestre. Arbusto. Flores com pétalas brancas. Anteras alaranjadas",NA,"Rodovia do Contorno, Proximo a Estação Ecologica do Tripuí",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","2019-11-06 09:57:48-03","UFOP","OUPR","22736","PreservedSpecimen","Plantae","Theaceae","Gordonia","fruticosa","Gordonia fruticosa","(Schrad.) H.Keng","Horta, M.B.","2008","Morais, A.S.; Filho, W.H. & Ferreira, M.T.M.","866","2008","08","25","Brasil","Minas Gerais","Rio Piracicaba","-43.1741981506348","-19.92919921875",NA,NA,NA,NA,NA,NA,NA,"Floresta Estacional Semidecidual em estágio avançado de regeneração. Árvore 12m. Muito tricoma na borda das folhas",NA,"Mina de Agua Limpa, Vale - Cururu",NA,NA,NA,NA,NA,"17919","auto","09",NA,NA,NA,NA,NA,NA,NA,NA
"489","2019-11-06 09:57:48-03","UFOP","OUPR","2973","PreservedSpecimen","Plantae","Theaceae","Haemocharis","semiserrata","Haemocharis semiserrata","(Nees) Mart.","Jorgensen, P.M.; Nee, M.","2012","Badini, J.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,"Beira de estrada. Arbusto. Flores brancas",NA,"Chapada",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","2019-11-06 09:57:48-03","UFOP","OUPR","2976","PreservedSpecimen","Plantae","Theaceae","Haemocharis","semiserrata","Haemocharis semiserrata","(Nees) Mart.","Jorgensen, P.M.; Nee, M.","2012","Badini, J.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,"Beira de estrada. Arbusto. Flores brancas",NA,"Chapada",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","2019-11-06 09:57:48-03","UFOP","OUPR","2980","PreservedSpecimen","Plantae","Theaceae","Haemocharis","semiserrata","Haemocharis semiserrata","(Nees) Mart.","Jorgensen, P.M.; Nee, M.","2012","Badini, J.","s.n.","1972","02","20","Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chapada",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","2019-11-06 09:57:48-03","UFOP","OUPR","2982","PreservedSpecimen","Plantae","Theaceae","Haemocharis","semiserrata","Haemocharis semiserrata","(Nees) Mart.","Damazio, L.B.",NA,"s.col.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lavras Novas, Serra de Lavras Novas",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","2019-11-06 09:57:48-03","UFOP","OUPR","2978","PreservedSpecimen","Plantae","Theaceae","Haemocharis","semiserrata","Haemocharis semiserrata","(Nees) Mart.","Jorgensen, P.M.; Nee, M.","2012","Badini, J.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,"Campo. Sub-arbusto",NA,"Serra de Ouro Preto",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
