"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","decimalLongitude","decimalLatitude","county","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount","sex"
"87","2020-12-11 11:37:10-03","UFMG","BHCB","184800","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Moreira, SN; Pott, A; Pott, VJ; Fabri, JB","1504","2012","05","21","Southern America","Brasil","Mato Grosso do Sul",NA,"190","190",NA,"Erva anfíbia até 15 cm de altura. Flor lilás; Solo orgânico echarcado. Relevo plano deprimido. Campo úmido com M. flexuosa em domínio de Cerrado. Pantanal","BHCB039937",NA,NA,"-54.889722","-18.184722","Coxim","-54.889722","-18.184722","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2012-01-06 13:42:00-02","MO","MOBOT","100439448","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"S. Gonzalez","Gonzalez 2354","2010","5","28","South America","French Guiana",NA,"Commune de Macouria, savane roche Malmaison.",NA,NA,NA,NA,NA,NA,"S. Gonzalez","-52.4388889","4.9736111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"89","2008-05-27 22:02:00-03","MO","MOBOT","1396664","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"A.M. Carrión|E. Ramos|A. Justiniano|Karina Osinaga|Cardona|Rojas*|Mauricio Herrera|M. Chávez","Carrión Cuellar 632","1998","10","31","South America","Bolivia","Santa Cruz","Prov. German Busch, Area natural de manejo integrado Otuquis; Estancia Las Camelias, camino a Puerto Busch a 22 km hacia el Norte. Orilla del camino con curichis a los lados y un pastizal higrofilo.","168.00000000",NA,NA,NA,NA,NA,"M. Garvizú","-58.16666","-19.58333","Angel Sandoval",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2012-08-01 14:32:00-03","MO","MOBOT","1743547","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Gerrit Davidse|Getulio Agostini|Thais de Agostini","Davidse 3853","1973","11","8","South America","Venezuela","Apure","Experimental areas just S of Mantecal (1-3 km S to SE).","80.00000000",NA,NA,NA,NA,NA,"P. Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"670","1",NA
"91","2018-01-27 05:29:00-02","MO","MOBOT","1825721","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Nur Ritter|Garrett E. Crow|Marisol Garvizu|Charlyn W. Crow","Ritter 4583","1998","7","18","South America","Bolivia","Santa Cruz","Laguna Cáceres. Swampy area set back from the channel of a stream/small river about 1 km west of the Río Sicuri","90.00000000",NA,NA,NA,NA,NA,"N. Ritter (NHA)","-57.73444","-18.91305","Germán Busch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2011-03-07 11:49:00-03","MO","MOBOT","2061190","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl","Isotype","Philipp Salzmann","Salzmann s.n.","1827",NA,NA,"South America","Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,"P. Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"93","2009-11-10 06:22:00-02","MO","MOBOT","3061358","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Bruce K. Holst|Julian A. Steyermark|Bruno J. Manara","Holst 131461","1985","9","6","South America","Venezuela","Amazonas","raudales de autres, 10km south of puerto ayachuco, downstream along rio orinoco, backwater swamps and vicinity of igneous rocks.","75.00000000",NA,NA,NA,NA,NA,"P Taylor","-67.56666","5.58333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2009-11-10 06:22:00-02","MO","MOBOT","3061519","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Bruce K. Holst|Julian A. Steyermark|Bruno J. Manara","Holst 131461","1985","9","6","South America","Venezuela","Amazonas","Raudales de Autres, 10km South of Puerto Ayacucho, downstream along Rio Orinoco, backwater swamps and vicinity of igneous rocks.","75.00000000",NA,NA,NA,NA,NA,"P Taylor","-67.56666","5.58333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2010-11-24 05:50:00-02","MO","MOBOT","3061625","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Jan C. Lindeman|A.L. Stoffers|A.R.A. Görts-van Rijn|Marion J. Jansen-Jacobs","Lindeman 827","1975","10","6","South America","Suriname",NA,"Lely Mts. SW plateaus coverd by ferrobauxite. At margin of pond at S-side of sec. vegetation beyond E end of airstrip.","550.00000000","710.00000000",NA,NA,NA,NA,"P Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2012-05-04 05:16:00-03","MO","MOBOT","3062584","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Cyril Allen","Allen 600","1924","9","7","South America","Colombia","Magdalena","Swamp, in small pools exposed. L Jagua Magdalena Valley.",NA,NA,NA,NA,NA,NA,"P Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2008-05-27 22:02:00-03","MO","MOBOT","3294517","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"G. Colonnello","Colonnello 1531","1993","11","28","South America","Venezuela","Delta Amacuro","Laguna Alamilla. Caño Acoimito.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2008-05-27 22:02:00-03","MO","MOBOT","1373999","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Renée Rondeau","Rondeau 548","1983","11","1","South America","Venezuela","Guárico","Uncommon submerged, freely suspended insectivorous aquatic herb with Neptunia prostrata and Marsilea. Ca. 39 km S-SW of Calabozo on Hato Masaguaral. Estero by mata south of ranch house.","100.00000000",NA,NA,NA,NA,NA,"N. Ritter (NHA)","-67.95","8.93333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2018-01-27 05:29:00-02","MO","MOBOT","1825718","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Nur Ritter|Garrett E. Crow|Marisol Garvizu|Charlyn W. Crow","Ritter 4666","1998","7","20","South America","Bolivia","Santa Cruz","The Río Sicuri, a few kms above where it empties in Laguna Cáceres","90.00000000",NA,NA,NA,NA,NA,"N. Ritter (NHA)","-57.7","-18.9","Germán Busch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"100","2020-08-31 08:59:15-03","INPA","INPA","269286","S","Plantae","Dicotyledon Asterids","Lamiales","Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Householder, JE","2103","2012","10","04","Southern America","Brasil","Amapá","Victoria de Jari, About 50km above mouth of Rio Jari","20","50",NA,NA,"INPA0269286",NA,"Rodrigues, K","-52.666667","-1.497972","Victoria de Jari","-52.666667","-1.497972","2016","12","27",NA,NA,NA,NA,NA,NA,NA
"101","2020-08-31 08:59:15-03","INPA","INPA","190313","S","Plantae","Dicotyledon Asterids","Lamiales","Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Henkel, TW","3964","1993","08","03","Southern America","Guyana",NA,"Region: U. Takutu-U. Essequibo. Aishalton village","200","200",NA,NA,"INPA0190313","INPA0190313 INPA0190313_d INPA0190313_e","Taylor, PG","-59.333333","-2.516667",NA,"-59.333333","-2.516667","1996",NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2020-08-31 08:59:15-03","INPA","INPA","234796","S","Plantae","Dicotyledon Asterids","Lamiales","Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Barbosa, TMB","1173","2010","07","18","Southern America","Brasil","Roraima","Parque Nacional do Viruá","63","63",NA,NA,"INPA0234796","INPA0234796 INPA0234796_e","Costa, SM","-60.982889","1.428083","Caracaraí","-60.982889","1.428083","2011","08",NA,NA,NA,NA,NA,NA,NA,NA
"103","2020-08-31 08:59:15-03","INPA","INPA","235569","S","Plantae","Dicotyledon Asterids","Lamiales","Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Costa, SM","744","2010","09","15","Southern America","Brasil","Roraima","Parque Nacional do Viruá, Grade do PPBio, entre L1-L2/N2-N3",NA,NA,NA,NA,"INPA0235569","INPA0235569 INPA0235569_e","Costa, SM","-61","1.28","Caracaraí","-61","1.28","2011","08",NA,NA,NA,NA,NA,NA,NA,NA
"104","2020-08-31 08:59:15-03","INPA","INPA","131682","S","Plantae","Dicotyledon Asterids","Lamiales","Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Davidse, G","18069","1980","04","08","Southern America","Brasil","Pará","Pará, mun. de Bragança, 13 Km north of Bragança by road; campo de baixo.",NA,NA,NA,NA,"INPA0131682","INPA0131682 INPA0131682_d INPA0131682_e","Rivadavia-Lopes, F","-46.25","-0.983333","Bragança","-46.25","-0.983333","2006","01",NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-08-31 08:59:15-03","INPA","INPA","237681","S","Plantae","Dicotyledon Asterids","Lamiales","Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Costa, SM","857","2011","01","24","Southern America","Brasil","Roraima","Parque Nacional do Viruá, grade do PPBio, L3/N4.","64","64",NA,NA,"INPA0237681","INPA0237681 INPA0237681_e","Costa, SM","-61.031111","1.468694","Caracaraí","-61.031111","1.468694","2011","08",NA,NA,NA,NA,NA,NA,NA,NA
"106","2020-08-31 08:59:15-03","INPA","INPA","237722","S","Plantae","Dicotyledon Asterids","Lamiales","Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Costa, SM","900","2011","01","26","Southern America","Brasil","Roraima","Parque Nacional do Viruá, Mata do Seu Nerí","53","53",NA,NA,"INPA0237722","INPA0237722 INPA0237722_e","Costa, SM","-60.986083","1.452833","Caracaraí","-60.986083","1.452833","2011","08",NA,NA,NA,NA,NA,NA,NA,NA
"107","2020-08-31 08:59:15-03","INPA","INPA","241994","S","Plantae","Dicotyledon Asterids","Lamiales","Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Lins, J","54","2011","10","17","Southern America","Brasil","Roraima","Parque Nacional do Viruá, Grade do PPbio, L3N4.",NA,NA,NA,NA,"INPA0241994","INPA0241994 INPA0241994_e INPA0241994_nd","Baleeiro-Souza, PC","-61.029361","1.465556","Caracaraí","-61.029361","1.465556","2012","08",NA,NA,NA,NA,NA,NA,NA,NA
"108","2020-08-31 08:59:15-03","INPA","INPA","269285","S","Plantae","Dicotyledon Asterids","Lamiales","Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Householder, JE","2100","2012","10","04","Southern America","Brasil","Amapá","Victoria de Jari, About 50km above mouth of Rio Jari","20","50",NA,NA,"INPA0269285",NA,"Rodrigues, K","-52.666667","-1.497972","Victoria de Jari","-52.666667","-1.497972","2016","12","28",NA,NA,NA,NA,NA,NA,NA
"109","2021-01-26 13:55:34-03","IMA","MAC","24722","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"E.Melo; et al.","4183","2005","10","31",NA,"Brasil","Alagoas","Povoado de Capela, Várzea do rio Murituba, afluente do São Francisco.",NA,NA,NA,"Erva aquática submersa com vesículas flutuantes. Flores lilás com centro amarelo.; Restinga.","MAC0024722","MAC0024722","F.M.Guedes","-36.582239","-10.287867","Penedo","-36.582239","-10.287867","2017","11","08",NA,NA,NA,NA,NA,NA,NA
"110","2021-01-26 13:55:34-03","IMA","MAC","25606","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"A.Gehrt","s.n.","1921","01","15",NA,"Brasil","São Paulo","Butantan.",NA,NA,NA,"Flores rosas.","MAC0025606","MAC0025606","F.M.Guedes","-46.73385","-23.575567","São Paulo","-46.73385","-23.575567","2017","11","08",NA,NA,NA,NA,NA,NA,NA
"111","2021-01-26 13:55:34-03","IMA","MAC","6187","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"G.L.Esteves; et al.","1860","1987","08","13",NA,"Brasil","Alagoas","Ponta da Terra.",NA,NA,NA,"Erva aquática (submersa).; Restinga, alagado entre cordões litorâneos.","MAC0006187","MAC0006187 MAC0006187_1","F.M.Guedes","-36.414789","-10.394183","Piaçabuçu","-36.414789","-10.394183","2017","11","08",NA,NA,NA,NA,NA,NA,NA
"112","2021-01-26 13:55:34-03","IMA","MAC","7108","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"G.L.Esteves; A.I.L.Pinheiro","2139","1988","07","28",NA,"Brasil","Alagoas","Rio Marituba.",NA,NA,NA,"Erva aquática (submersa). Pétalas cor de rosa. Frutos pretos.","MAC0007108","MAC0007108","F.M.Guedes","-36.414789","-10.394183","Piaçabuçu","-36.414789","-10.394183","2017","11","08",NA,NA,NA,NA,NA,NA,NA
"113","2021-02-04 10:29:01-03","UFRPE","HST","6393","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"L.P.Félix; et M.F.O.Pires","7814","1997","05","27",NA,"Brasil","Piauí",NA,NA,NA,NA,"Ervas; flores lilases, subaquáticas.","HST006393",NA,"F.M.Guedes",NA,NA,"Parque Nacional de Sete Cidades",NA,NA,"2017","04","26",NA,NA,NA,NA,NA,NA,NA
"114","2021-03-01 11:48:23-03","UFPE","UFP","85462","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Guedes, FM; Luna, NK; Gomes, F","15","2017","06","09",NA,"Brasil","Pernambuco",NA,NA,NA,NA,"Hidrófita flutuante-livre nas margens do Açude do Meio, área sombreada; utrículos dimórficos; flor cleistógama na base da infloresc~encia.; Açude do Meio. Mata Atlântica.","UFP085462",NA,"Guedes, FM","-35.593056","-8.018611","Recife","-35.593056","-8.018611","2017","06","09",NA,NA,NA,NA,NA,NA,NA
"115","2021-03-01 11:48:23-03","UFPE","UFP","85463","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Guedes, FM; Luna, NK; Gomes, F","16","2017","06","09",NA,"Brasil","Pernambuco",NA,NA,NA,NA,"Hidrófita flutuante-livre nas margens do Açude do Prata; utriculos dimórficos; flores róseas com mácula amarela na base do lábio inferior; flor cleistógama na base da inflorescência.; Açude do Meio. Mata Atlântica.","UFP085463",NA,"Guedes, FM","-35.583611","-8.0125","Recife","-35.583611","-8.0125","2017","06","09",NA,NA,NA,NA,NA,NA,NA
"116","2021-03-01 11:48:23-03","UFPE","UFP","85468","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Guedes, FM; Luna, NK; Vilaça, MD","32","2017","08","23",NA,"Brasil","Pernambuco",NA,NA,NA,NA,"Macrófita aquática flutuante-livre; flores rosas com mácula amarela no palato, cálcar no menor que o lábio inferior da corola; flor cleistógama na base da inflorescência; utrículos dimórficos.","UFP085468",NA,"Guedes, FM","-34.998333","-8.272222","Cabo de Santo Agostinho","-34.998333","-8.272222","2017","08","23",NA,NA,NA,NA,NA,NA,NA
"117","2021-03-01 11:48:23-03","UFPE","UFP","15655","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Siqueira-Filho, JA; Campelo, MJA","45","1996","10","07",NA,"Brasil","Pernambuco",NA,NA,NA,NA,"Macrófita aquática submersa livre. Flores róseas emergido da água.","UFP015655",NA,"Campos, GL","-34.8810997009277","-8.05389022827148","Recife",NA,NA,"2000","03","28",NA,NA,"18865","auto",NA,NA,NA
"118","2021-03-01 11:48:23-03","UFPE","UFP","5238","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Valéria, GA","s.n.","1979","11","23",NA,"Brasil","Pernambuco",NA,NA,NA,NA,"Aquática. Mat. estéril.","UFP005238",NA,"Campos, GL","-34.8810997009277","-8.05389022827148","Recife",NA,NA,"2000","03","28",NA,NA,"18865","auto",NA,NA,NA
"119","2020-09-12 05:00:02-03","US","US","3368716","PreservedSpecimen","Plantae",NA,"Scrophulariales","Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"T. Henkel & R. James","3964","1994","8","3","South America - Neotropics","Guyana","U. Takutu-U. Essequibo","South Rupununi savanna; Aishalton village","200",NA,NA,NA,"US00588202",NA,"Taylor, P.","-59.3333","2.51667",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"120","2020-09-12 05:00:02-03","US","US","2471703","PreservedSpecimen","Plantae",NA,"Scrophulariales","Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"G. Eiten & L. T. Eiten","4625","1962","5","18","South America - Neotropics","Brazil","Maranhão","Município de Lorêto: Ilha de Balsas region, between the Rios Balsas and Parnaíba. Several km. E of main house of Fazenda Morros, about 35 km. south of Lorêto. dammed pond at ''Sambaíba''","300",NA,NA,NA,"US03216316","US03216316_01",NA,"-45.03","-7.38",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"121","2020-09-12 05:00:02-03","US","US","2548041","PreservedSpecimen","Plantae",NA,"Scrophulariales","Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"R. Goodland","315","1963","8","8","South America - Neotropics","Guyana","U. Takutu-U. Essequibo","Rupununi Northern Savanna, S road, Takutu - St. Ignatius","107",NA,NA,NA,"US00706301",NA,"Taylor, P.","-59.78","3.33",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"122","2020-09-12 05:00:02-03","US","US","1187038","PreservedSpecimen","Plantae",NA,"Scrophulariales","Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"H. F. Pittier","10154","1922","1","30","South America - Neotropics","Venezuela","Aragua","San Juan de Los Morros.",NA,NA,NA,NA,"US03216317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"123","2020-09-12 05:00:02-03","US","US","2471707","PreservedSpecimen","Plantae",NA,"Scrophulariales","Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"G. Eiten & L. T. Eiten","4635",NA,NA,NA,"South America - Neotropics","Brazil","São Paulo","(Estados Unidos do Brasil).",NA,NA,NA,NA,"US03216315","US03216315_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"124","2020-09-12 05:00:02-03","US","US","2471708","PreservedSpecimen","Plantae",NA,"Scrophulariales","Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"G. Eiten & L. T. Eiten","4635","1962","5","22","South America - Neotropics","Brazil","Maranhão","Município de Lorêto: Ilha de Balsas region, between the Rios Balsas and Parnaíba. Several km. E of main house of Fazenda Morros, about 35 km. south of Lorêto. dammed pond at Sambaíba.","300",NA,NA,NA,"US03216314","US03216314_01",NA,"-45.03","-7.38",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"125","2020-09-02 16:30:32-03","Cenargen","CEN","105810","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Vali Joana Pott","5001","2001","11","19",NA,"Brasil","MS","Reserva Acurizal, barranco seco do córrego do Retiro, próximo ao brejo pirizal (abaixo).",NA,NA,"Exsicatas","Erva submersa. Doação Herbário HMS nº800.","CEN00105810","CEN00105810","V. J. Pott","-57.558611","-17.840277","CORUMBA","-57.558611","-17.840277","2001","11",NA,NA,NA,NA,NA,NA,"1",NA
"126","2019-11-13 11:23:31-03","USP","SPF","136804","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Rivadavia, F","1029","1999","05","02",NA,"Brasil","Goiás",NA,"725","725",NA,NA,"SPF00136804","SPF00136804","Rivadavia, F","-51.46972","-17.47308","Jataí","-51.46972","-17.47308","1999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2019-11-13 11:23:31-03","USP","SPF","152316","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Rivadavia, F","1237","2001","01","06",NA,"Brasil","Goiás",NA,"500","500",NA,NA,"SPF00152316","SPF00152316","Rivadavia, F","-49.0075","-14.22301","Uruaçu","-49.0075","-14.22301","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2019-11-13 11:23:31-03","USP","SPF","165506","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Rivadavia, F","1714","2003","08","20","Southern America","Venezuela","Bolívar","127 km de Caicara del Orinoco para Puerto Carreno.","90","90",NA,NA,"SPF00165506","SPF00165506","Rivadavia, F",NA,NA,"Caicara del Orinoco",NA,NA,"2003",NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2019-11-13 11:23:33-03","USP","SPF","169933","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Rivadavia, F","1693","2003","08","19","Southern America","Venezuela","Bolívar","Estrada de Ciudad Bolívar para Caicara del Orinoco.","100","100",NA,NA,"SPF00169933","SPF00169933","Rivadavia, F",NA,NA,"Ciudad Bolívar",NA,NA,"2003",NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2019-11-13 11:23:33-03","USP","SPF","169934","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Rivadavia, F","1715","2003","08","20","Southern America","Venezuela","Bolívar","127 km de Caicara del Orinoco para Puerto Carreno.","90","90",NA,NA,"SPF00169934","SPF00169934","Rivadavia, F",NA,NA,"Caicara del Orinoco",NA,NA,"2003",NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2019-11-13 11:23:33-03","USP","SPF","169935","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Rivadavia, F","1935","2003","08","22","Southern America","Venezuela","Amazonas","Acampamento Yutajé, na base do Cerro Yutajé.","150","150",NA,NA,"SPF00169935","SPF00169935","Rivadavia, F",NA,NA,NA,NA,NA,"2003",NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2019-11-13 11:23:33-03","USP","SPF","171982","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Rivadavia, F","2107","2005","10","08",NA,"Brasil","Bahia",NA,NA,NA,NA,NA,"SPF00171982","SPF00171982","Rivadavia, F","-38.58556","-13.19787","Valença","-38.58556","-13.19787","2005",NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2019-11-13 11:23:33-03","USP","SPF","180173","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Rivadavia, F","2471","2007","03","17",NA,"Brasil","Mato Grosso",NA,"120","120",NA,NA,"SPF00180173","SPF00180173","Rivadavia, F","-56.668083","-16.403278","Poconé","-56.668083","-16.403278","2007",NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2019-11-13 11:23:33-03","USP","SPF","184597","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Cardoso, MRF","119","2008","04","05",NA,"Brasil","Mato Grosso",NA,"189","189",NA,NA,"SPF00184597","SPF00184597","Cardoso, MRF","-56.047722","-15.724639","Santo Antônio do Leverger","-56.047722","-15.724639","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2019-11-13 11:23:31-03","USP","SPF","165507","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Rivadavia, F","1855","2004","09","06",NA,"Brasil","Santa Catarina",NA,NA,NA,NA,NA,"SPF00165507","SPF00165507","Rivadavia, F","-49.16912","-28.52096","Balneário Rincão","-49.16912","-28.52096","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2019-11-13 11:23:31-03","USP","SPF","16719","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Rossi, L","s.n.","1980","08",NA,NA,"Brasil","Mato Grosso","Estação Ecológica de Taiamã",NA,NA,NA,NA,"SPF00016719","SPF00016719","Rivadavia, F","-57.6789016723633","-16.0706005096436","Cáceres",NA,NA,"1996","04",NA,NA,NA,"172193","auto",NA,NA,NA
"137","2019-11-13 11:23:33-03","USP","SPF","93239","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Rivadavia, F","251","1994","02","22",NA,"Brasil","Mato Grosso",NA,NA,NA,NA,NA,"SPF00093239",NA,"Rivadavia, F","-56.0766983032227","-15.8655996322632","Santo Antônio do Leverger",NA,NA,"1994",NA,NA,NA,NA,"183847","auto",NA,NA,NA
