especie_original,fontes,cat_ameaca_br_sima,cat_ameaca_cncflora_sima,cat_ameaca_sp_sima,cat_ameaca_sp,cat_ameaca_CR_lac,cat_ameaca_cncflora,cat_ameaca_iucn,cat_ameaca_mpoSP,cat_ameaca_br,id,scientific.name,accepted.name,family,taxon.rank,taxon.status,search.str,threat.status,notes,original.search,occurrence,genus,specific.epiteth,infra.epiteth,name.status
Vriesea leptantha,sima-Portaria 443/2014,CR,NA,NA,NA,NA,NA,NA,NA,CR,6493,Vriesea leptantha Harms,NA,Bromeliaceae,species,accepted,Vriesea leptantha,CR,NA,Vriesea leptantha,BR-RJ,Vriesea,leptantha,NA,correct
Vriesea longistaminea,sima-Portaria 443/2014,CR,NA,NA,NA,NA,NA,NA,NA,CR,6499,Vriesea longistaminea C.C.Paula & Leme,NA,Bromeliaceae,species,accepted,Vriesea longistaminea,CR,NA,Vriesea longistaminea,BR-MG,Vriesea,longistaminea,NA,correct
Vriesea lubbersii,sima-SP_oficial-cncflora_web,NA,LC,EX,EX,NA,LC,NA,NA,NA,6500,Vriesea lubbersii (Baker) E.Morren,NA,Bromeliaceae,species,accepted,Vriesea lubbersii,LC,NA,Vriesea lubbersii,BR-ES|BR-MG|BR-RJ|BR-SC|BR-SP,Vriesea,lubbersii,NA,correct
Vriesea menescalii,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,6501,Vriesea menescalii E.Pereira & Leme,NA,Bromeliaceae,species,accepted,Vriesea menescalii,EN,NA,Vriesea menescalii,BR-ES,Vriesea,menescalii,NA,correct
Vriesea minarum,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,6503,Vriesea minarum L.B.Sm.,NA,Bromeliaceae,species,accepted,Vriesea minarum,EN,NA,Vriesea minarum,BR-MG,Vriesea,minarum,NA,correct
Vriesea monacorum,sima-Portaria 443/2014,CR,NA,NA,NA,NA,NA,NA,NA,CR,6557,Vriesea schwackeana Mez,NA,Bromeliaceae,species,accepted,Vriesea schwackeana,DD,replaced synonym,Vriesea monacorum,BR-MG,Vriesea,schwackeana,NA,correct
Vriesea morrenii,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,6509,Vriesea morrenii Wawra,NA,Bromeliaceae,species,accepted,Vriesea morrenii,DD,NA,Vriesea morrenii,BR-ES|BR-RJ,Vriesea,morrenii,NA,correct
Vriesea muelleri,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,6510,Vriesea muelleri Mez,NA,Bromeliaceae,species,accepted,Vriesea muelleri,DD,NA,Vriesea muelleri,BR-SC,Vriesea,muelleri,NA,correct
Vriesea neoglutinosa,sima-SP_oficial,NA,LC,VU,VU,NA,NA,NA,NA,NA,6511,Vriesea neoglutinosa Mez,NA,Bromeliaceae,species,accepted,Vriesea neoglutinosa,LC,NA,Vriesea neoglutinosa,BR-RJ,Vriesea,neoglutinosa,NA,correct
Vriesea pabstii,sima-cncflora_web,NA,DD,NA,NA,NA,DD,NA,NA,NA,6514,Vriesea pabstii McWill. & L.B.Sm.,NA,Bromeliaceae,species,accepted,Vriesea pabstii,DD,NA,Vriesea pabstii,BR-ES|BR-SP,Vriesea,pabstii,NA,correct
Vriesea pardalina,sima-SP_oficial-cncflora_web,NA,LC,EX,EX,NA,LC,NA,NA,NA,6518,Vriesea pardalina Mez,NA,Bromeliaceae,species,accepted,Vriesea pardalina,LC,NA,Vriesea pardalina,BR-MG|BR-RJ|BR-SP,Vriesea,pardalina,NA,correct
Vriesea parviflora,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,6519,Vriesea parviflora L.B.Sm.,NA,Bromeliaceae,species,accepted,Vriesea parviflora,DD,NA,Vriesea parviflora,BR-ES,Vriesea,parviflora,NA,correct
Vriesea pastuchoffiana,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,6521,Vriesea pastuchoffiana Glaz.,NA,Bromeliaceae,species,accepted,Vriesea pastuchoffiana,EN,NA,Vriesea pastuchoffiana,BR-RJ,Vriesea,pastuchoffiana,NA,correct
Vriesea pauperrima,sima-SP_oficial-cncflora_web,NA,LC,VU,VU,NA,LC,NA,NA,NA,6523,Vriesea pauperrima E.Pereira,NA,Bromeliaceae,species,accepted,Vriesea pauperrima,LC,NA,Vriesea pauperrima,BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SP,Vriesea,pauperrima,NA,correct
Vriesea penduliflora,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,6524,Vriesea penduliflora L.B.Sm.,NA,Bromeliaceae,species,accepted,Vriesea penduliflora,EN,NA,Vriesea penduliflora,BR-MG|BR-RJ,Vriesea,penduliflora,NA,correct
Vriesea pereirae,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,6525,Vriesea pereirae L.B.Sm.,NA,Bromeliaceae,species,accepted,Vriesea pereirae,DD,NA,Vriesea pereirae,BR-ES,Vriesea,pereirae,NA,correct
Vriesea philippocoburgii,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,6526,Vriesea philippocoburgii Wawra,NA,Bromeliaceae,species,accepted,Vriesea philippocoburgii,LC,NA,Vriesea philippocoburgii,BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Vriesea,philippocoburgii,NA,correct
Vriesea pinottii,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,6527,Vriesea pinottii Reitz,NA,Bromeliaceae,species,accepted,Vriesea pinottii,EN,NA,Vriesea pinottii,BR-PR|BR-SC,Vriesea,pinottii,NA,correct
Vriesea platynema,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,6528,Vriesea platynema Gaudich.,NA,Bromeliaceae,species,accepted,Vriesea platynema,LC,NA,Vriesea platynema,BR-PR|BR-RS|BR-SC|BR-SP,Vriesea,platynema,NA,correct
Vriesea platzmannii,sima-SP_oficial-cncflora_web-mpoSP,NA,LC,VU,VU,NA,LC,NA,VU,NA,6529,Vriesea platzmannii E.Morren,NA,Bromeliaceae,species,accepted,Vriesea platzmannii,LC,NA,Vriesea platzmannii,BR-PR|BR-RS|BR-SC|BR-SP,Vriesea,platzmannii,NA,correct
Vriesea procera var. debilis,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,6532,Vriesea procera (Mart. ex Schult. & Schult.f.) Wittm.,NA,Bromeliaceae,species,accepted,Vriesea procera,LC,replaced synonym,Vriesea procera var. debilis,BR-BA|BR-ES|BR-PB|BR-PE|BR-RJ,Vriesea,procera,NA,correct
Vriesea racinae,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,6536,Vriesea racinae L.B.Sm.,NA,Bromeliaceae,species,accepted,Vriesea racinae,EN,NA,Vriesea racinae,BR-ES|BR-MG,Vriesea,racinae,NA,correct
Vriesea recurvata,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,6540,Vriesea recurvata Gaudich.,NA,Bromeliaceae,species,accepted,Vriesea recurvata,DD,NA,Vriesea recurvata,BR-BA,Vriesea,recurvata,NA,correct
Vriesea regnellii,sima-SP_oficial,NA,NE,EX,EX,NA,NA,NA,NA,NA,6541,Vriesea regnellii Mez,NA,Bromeliaceae,species,accepted,Vriesea regnellii,NA,NA,Vriesea regnellii,BR-MG|BR-SP,Vriesea,regnellii,NA,correct
Vriesea repandostachys,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,6543,Vriesea repandostachys Leme,NA,Bromeliaceae,species,accepted,Vriesea repandostachys,DD,NA,Vriesea repandostachys,BR-ES,Vriesea,repandostachys,NA,correct
Vriesea rhodostachys,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,6545,Vriesea rhodostachys L.B.Sm.,NA,Bromeliaceae,species,accepted,Vriesea rhodostachys,DD,NA,Vriesea rhodostachys,BR-BA|BR-ES,Vriesea,rhodostachys,NA,correct
Vriesea rodigasiana,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,6547,Vriesea rodigasiana E.Morren,NA,Bromeliaceae,species,accepted,Vriesea rodigasiana,LC,NA,Vriesea rodigasiana,BR-BA|BR-CE|BR-ES|BR-PE|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Vriesea,rodigasiana,NA,correct
Vriesea rubyae,sima-SP_oficial-Portaria 443/2014,CR,NA,CR,CR,NA,NA,NA,NA,CR,6549,Vriesea rubyae E.Pereira,NA,Bromeliaceae,species,accepted,Vriesea rubyae,CR,NA,Vriesea rubyae,BR-RJ,Vriesea,rubyae,NA,correct
Vriesea saundersii,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,6551,Vriesea saundersii (Carrière) E.Morren ex Mez,NA,Bromeliaceae,species,accepted,Vriesea saundersii,DD,NA,Vriesea saundersii,BR-RJ,Vriesea,saundersii,NA,correct
Vriesea saxicola,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,6552,Vriesea saxicola L.B.Sm.,NA,Bromeliaceae,species,accepted,Vriesea saxicola,EN,NA,Vriesea saxicola,BR-MG,Vriesea,saxicola,NA,correct
Vriesea sazimae,sima-SP_oficial-cncflora_web-Portaria 443/2014,VU,NA,VU,VU,NA,VU,NA,NA,VU,6553,Vriesea sazimae Leme,NA,Bromeliaceae,species,accepted,Vriesea sazimae,VU,NA,Vriesea sazimae,BR-MG|BR-SP,Vriesea,sazimae,NA,correct
Vriesea sceptrum,cncflora_web,NA,NA,NA,NA,NA,NT,NA,NA,NA,6555,Vriesea sceptrum Mez,NA,Bromeliaceae,species,accepted,Vriesea sceptrum,NT,NA,Vriesea sceptrum,BR-MG|BR-RJ|BR-SP,Vriesea,sceptrum,NA,correct
Vriesea schunkii,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,6556,Vriesea schunkii Leme,NA,Bromeliaceae,species,accepted,Vriesea schunkii,DD,NA,Vriesea schunkii,BR-ES,Vriesea,schunkii,NA,correct
Vriesea schwackeana,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,6557,Vriesea schwackeana Mez,NA,Bromeliaceae,species,accepted,Vriesea schwackeana,DD,NA,Vriesea schwackeana,BR-MG,Vriesea,schwackeana,NA,correct
Vriesea seideliana,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,6559,Vriesea seideliana W.Weber,NA,Bromeliaceae,species,accepted,Vriesea seideliana,DD,NA,Vriesea seideliana,BR-BA|BR-ES,Vriesea,seideliana,NA,correct
Vriesea sparsiflora,sima-SP_oficial-cncflora_web,NA,NT,EX,EX,NA,NT,NA,NA,NA,34539,Vriesea sparsiflora L.B.Sm.,NA,Bromeliaceae,species,accepted,Vriesea sparsiflora,NT,NA,Vriesea sparsiflora,BR-RJ|BR-SP,Vriesea,sparsiflora,NA,correct
Vriesea sucrei,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,6564,Vriesea sucrei L.B.Sm. & Read,NA,Bromeliaceae,species,accepted,Vriesea sucrei,EN,NA,Vriesea sucrei,BR-RJ,Vriesea,sucrei,NA,correct
Vriesea taritubensis,sima-SP_oficial,NA,NE,VU,VU,NA,NA,NA,NA,NA,6565,Vriesea taritubensis E.Pereira & I.A.Penna,NA,Bromeliaceae,species,accepted,Vriesea taritubensis,NA,NA,Vriesea taritubensis,BR-RJ|BR-SP,Vriesea,taritubensis,NA,correct
Vriesea thyrsoidea,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,6566,Vriesea thyrsoidea Mez,NA,Bromeliaceae,species,accepted,Vriesea thyrsoidea,DD,NA,Vriesea thyrsoidea,BR-RJ,Vriesea,thyrsoidea,NA,correct
Vriesea triangularis,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,6568,Vriesea triangularis Reitz,NA,Bromeliaceae,species,accepted,Vriesea triangularis,DD,NA,Vriesea triangularis,BR-SC,Vriesea,triangularis,NA,correct
Vriesea vidalii,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,6573,Vriesea vidalii L.B.Sm. & Handro,NA,Bromeliaceae,species,accepted,Vriesea vidalii,DD,NA,Vriesea vidalii,BR-RJ,Vriesea,vidalii,NA,correct
Vriesea vulpinoidea,sima-SP_oficial-mpoSP,NA,NE,VU,VU,NA,NA,NA,VU,NA,6574,Vriesea vulpinoidea L.B.Sm.,NA,Bromeliaceae,species,accepted,Vriesea vulpinoidea,NA,NA,Vriesea vulpinoidea,BR-SP,Vriesea,vulpinoidea,NA,correct
Vriesea warmingii,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,6575,Vriesea warmingii E.Morren,NA,Bromeliaceae,species,accepted,Vriesea warmingii,DD,NA,Vriesea warmingii,BR-RJ,Vriesea,warmingii,NA,correct
Vriesea wawranea,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,6576,Vriesea wawranea Antoine,NA,Bromeliaceae,species,accepted,Vriesea wawranea,EN,NA,Vriesea wawranea,BR-BA|BR-ES|BR-PE,Vriesea,wawranea,NA,correct
Vriesea weberi,sima-Portaria 443/2014,CR,NA,NA,NA,NA,NA,NA,NA,CR,6577,Vriesea weberi E.Pereira & I.A.Penna,NA,Bromeliaceae,species,accepted,Vriesea weberi,CR,NA,Vriesea weberi,BR-ES,Vriesea,weberi,NA,correct
Waltheria communis,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,9275,Waltheria communis A.St.-Hil.,NA,Malvaceae,species,accepted,Waltheria communis,LC,NA,Waltheria communis,BR-AL|BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-MS|BR-MT|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP|BR-TO,Waltheria,communis,NA,correct
Warczewiczella candida,sima-cncflora_web,NA,DD,NA,NA,NA,DD,NA,NA,NA,12367,Warczewiczella wailesiana (Lindl.) Rchb.f. ex É.Morren,NA,Orchidaceae,species,accepted,Warczewiczella wailesiana,DD,replaced synonym,Warczewiczella candida,BR-BA|BR-ES|BR-MG|BR-SP,Warczewiczella,wailesiana,NA,correct
Warczewiczella wailesiana,sima-SP_oficial-cncflora_web,NA,DD,EN,EN,NA,DD,NA,NA,NA,12367,Warczewiczella wailesiana (Lindl.) Rchb.f. ex É.Morren,NA,Orchidaceae,species,accepted,Warczewiczella wailesiana,DD,NA,Warczewiczella wailesiana,BR-BA|BR-ES|BR-MG|BR-SP,Warczewiczella,wailesiana,NA,correct
Warmingia eugenii,sima-cncflora_web,NA,LC,NA,NA,NA,LC,NA,NA,NA,12369,Warmingia eugenii Rchb.f.,NA,Orchidaceae,species,accepted,Warmingia eugenii,LC,NA,Warmingia eugenii,BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Warmingia,eugenii,NA,correct
Warrea warreana,sima,NA,NE,NA,NA,NA,NA,NA,NA,NA,12371,Warrea warreana (Lodd. ex Lindl.) C.Schweinf.,NA,Orchidaceae,species,accepted,Warrea warreana,NA,NA,Warrea warreana,NA,Warrea,warreana,NA,correct
Wedelia calycina,sima,NA,NE,NA,NA,NA,NA,NA,NA,NA,117303,Wedelia calycina Rich.,NA,Asteraceae,species,accepted,Wedelia calycina,NA,NA,Wedelia calycina,BR-AC|BR-AM|BR-MA|BR-PA|BR-RO|BR-RR,Wedelia,calycina,NA,correct
Wedelia macedoi,sima-Portaria 443/2014,CR,NA,NA,NA,NA,NA,NA,NA,CR,27504,Wedelia macedoi H.Rob.,NA,Asteraceae,species,accepted,Wedelia macedoi,CR,NA,Wedelia macedoi,BR-MG,Wedelia,macedoi,NA,correct
Wedelia puberula,sima-SP_oficial,NA,LC,EN,EN,NA,NA,NA,NA,NA,27509,Wedelia puberula DC.,NA,Asteraceae,species,accepted,Wedelia puberula,LC,NA,Wedelia puberula,BR-DF|BR-GO|BR-MG,Wedelia,puberula,NA,correct
Weinmannia discolor,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,7126,Weinmannia discolor Gardner,NA,Cunoniaceae,species,accepted,Weinmannia discolor,LC,NA,Weinmannia discolor,BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Weinmannia,discolor,NA,correct
Weinmannia humilis,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,7127,Weinmannia humilis Engl.,NA,Cunoniaceae,species,accepted,Weinmannia humilis,NA,NA,Weinmannia humilis,BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Weinmannia,humilis,NA,correct
Weinmannia organensis,cncflora_ckan,NA,NA,NA,NA,NA,LC,NA,NA,NA,7128,Weinmannia organensis Gardner,NA,Cunoniaceae,species,accepted,Weinmannia organensis,NT,NA,Weinmannia organensis,BR-MG|BR-RJ|BR-SP,Weinmannia,organensis,NA,correct
Weinmannia paulliniifolia,cncflora_ckan,NA,NA,NA,NA,NA,NT,NA,NA,NA,7129,Weinmannia paulliniifolia Pohl ex Ser.,NA,Cunoniaceae,species,accepted,Weinmannia paulliniifolia,NT,NA,Weinmannia paulliniifolia,BR-BA|BR-MG|BR-PR|BR-RS|BR-SC|BR-SP,Weinmannia,paulliniifolia,NA,correct
Wettinia drudei,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,34090,Wettinia drudei (O.F.Cook & Doyle) A.J.Hend.,NA,Arecaceae,species,accepted,Wettinia drudei,DD,NA,Wettinia drudei,BR-AM,Wettinia,drudei,NA,correct
Widgrenia corymbosa,sima-SP_oficial-mpoSP,NA,NE,EX,EX,NA,NA,NA,EX,NA,4877,Widgrenia corymbosa Malme,NA,Apocynaceae,species,accepted,Widgrenia corymbosa,NA,NA,Widgrenia corymbosa,BR-MG|BR-MS|BR-PR|BR-SP,Widgrenia,corymbosa,NA,correct
Williamodendron cinnamomeum,sima-Portaria 443/2014,CR,NA,NA,NA,NA,NA,NA,NA,CR,8537,Williamodendron cinnamomeum van der Werff,NA,Lauraceae,species,accepted,Williamodendron cinnamomeum,CR,NA,Williamodendron cinnamomeum,BR-ES,Williamodendron,cinnamomeum,NA,correct
Wittrockia gigantea,sima-SP_oficial,NA,NE,VU,VU,NA,NA,NA,NA,NA,6581,Wittrockia gigantea (Baker) Leme,NA,Bromeliaceae,species,accepted,Wittrockia gigantea,NA,NA,Wittrockia gigantea,BR-MG|BR-RJ|BR-SP,Wittrockia,gigantea,NA,correct
Wittrockia superba,sima-cncflora_web-Portaria 443/2014,EN,NA,NA,NA,NA,EN,NA,NA,EN,6584,Wittrockia superba Lindm.,NA,Bromeliaceae,species,accepted,Wittrockia superba,EN,NA,Wittrockia superba,BR-PR|BR-RJ|BR-SC|BR-SP,Wittrockia,superba,NA,correct
Wolffia arrhiza,sima-SP_oficial-UICN_API,NA,NE,VU,VU,NA,NA,LC,NA,NA,33929,Wolffia arrhiza (L.) Horkel ex Wimm.,NA,Araceae,species,accepted,Wolffia arrhiza,NA,NA,Wolffia arrhiza,BR-RJ|BR-SP,Wolffia,arrhiza,NA,correct
Wolffia brasiliensis,sima-SP_oficial-UICN_API,NA,NE,VU,VU,NA,NA,LC,NA,NA,25184,Wolffia brasiliensis Wedd.,NA,Araceae,species,accepted,Wolffia brasiliensis,NA,NA,Wolffia brasiliensis,BR-AL|BR-AM|BR-BA|BR-CE|BR-ES|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP,Wolffia,brasiliensis,NA,correct
Wolffiella oblonga,sima-cncflora_web,NA,DD,NA,NA,NA,DD,NA,NA,NA,33930,Wolffiella oblonga (Phil.) Hegelm.,NA,Araceae,species,accepted,Wolffiella oblonga,DD,NA,Wolffiella oblonga,BR-AM|BR-BA|BR-MS|BR-MT|BR-PA|BR-PI|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Wolffiella,oblonga,NA,correct
Worsleya procera,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,33556,Worsleya procera (Lem.) Traub,NA,Amaryllidaceae,species,accepted,Worsleya procera,EN,NA,Worsleya procera,BR-RJ,Worsleya,procera,NA,correct
Wullschlaegelia aphylla,sima-cncflora_web,NA,LC,NA,NA,NA,LC,NA,NA,NA,12373,Wullschlaegelia aphylla (Sw.) Rchb.f.,NA,Orchidaceae,species,accepted,Wullschlaegelia aphylla,LC,NA,Wullschlaegelia aphylla,BR-AM|BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-MS|BR-MT|BR-PE|BR-PR|BR-RJ|BR-RR|BR-RS|BR-SC|BR-SP,Wullschlaegelia,aphylla,NA,correct
Wunderlichia azulensis,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,5542,Wunderlichia azulensis Maguire & G.M.Barroso,NA,Asteraceae,species,accepted,Wunderlichia azulensis,EN,NA,Wunderlichia azulensis,BR-BA|BR-ES|BR-MG|BR-RJ,Wunderlichia,azulensis,NA,correct
Wunderlichia cruelsiana,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,16457,Wunderlichia crulsiana Taub.,NA,Asteraceae,species,accepted,Wunderlichia crulsiana,EN,was misspelled,Wunderlichia cruelsiana,BR-BA|BR-GO|BR-TO,Wunderlichia,crulsiana,NA,correct
Wunderlichia mirabilis,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,5544,Wunderlichia mirabilis Riedel ex Baker,NA,Asteraceae,species,accepted,Wunderlichia mirabilis,NA,NA,Wunderlichia mirabilis,BR-BA|BR-DF|BR-GO|BR-MG|BR-MT|BR-SP,Wunderlichia,mirabilis,NA,correct
Wunderlichia senae,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,78188,Wunderlichia senae Glaz. ex Maguire & G.M.Barroso,NA,Asteraceae,species,accepted,Wunderlichia senae,EN,NA,Wunderlichia senae,BR-MG,Wunderlichia,senae,NA,correct
Xanthosoma blandum,sima-SP_oficial,NA,NE,VU,VU,NA,NA,NA,NA,NA,43162,Xanthosoma blandum Schott,NA,Araceae,species,accepted,Xanthosoma blandum,NA,NA,Xanthosoma blandum,BR-AM,Xanthosoma,blandum,NA,correct
Xanthosoma pentaphyllum,sima-SP_oficial-mpoSP,NA,NE,EX,EX,NA,NA,NA,EX,NA,15653,Xanthosoma pentaphyllum Engl.,NA,Araceae,species,accepted,Xanthosoma pentaphyllum,NA,NA,Xanthosoma pentaphyllum,BR-AL|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-SP|BR-TO,Xanthosoma,pentaphyllum,NA,correct
Xanthosoma riedelianum,sima-SP_oficial,NA,NE,EX,EX,NA,NA,NA,NA,NA,26537,Xanthosoma riedelianum (Schott) Schott,NA,Araceae,species,accepted,Xanthosoma riedelianum,NA,NA,Xanthosoma riedelianum,BR-MG|BR-RJ|BR-SP,Xanthosoma,riedelianum,NA,correct
Xanthosoma striatipes,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,22070,Xanthosoma striatipes (Kunth & Bouché) Madison,NA,Araceae,species,accepted,Xanthosoma striatipes,NA,NA,Xanthosoma striatipes,BR-AC|BR-AM|BR-DF|BR-GO|BR-MA|BR-MG|BR-MT|BR-PA|BR-SP|BR-TO,Xanthosoma,striatipes,NA,correct
Xanthosoma syngoniifolium,sima-SP_oficial,NA,NE,EW,EW,NA,NA,NA,NA,NA,26539,Xanthosoma syngoniifolium Rusby,NA,Araceae,species,accepted,Xanthosoma syngoniifolium,NA,NA,Xanthosoma syngoniifolium,BR-BA|BR-GO|BR-MG|BR-MT|BR-PA|BR-RO|BR-TO,Xanthosoma,syngoniifolium,NA,correct
Ximenia americana,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,10971,Ximenia americana L.,NA,Ximeniaceae,species,accepted,Ximenia americana,NA,NA,Ximenia americana,BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-SC|BR-SE|BR-SP|BR-TO,Ximenia,americana,NA,correct
Xylobium colleyi,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,12375,Xylobium colleyi (Batem. ex Lindl.) Rolfe,NA,Orchidaceae,species,accepted,Xylobium colleyi,LC,NA,Xylobium colleyi,BR-BA|BR-ES|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Xylobium,colleyi,NA,correct
Xylopia aromatica,sima-cncflora_web-UICN_API,NA,LC,NA,NA,NA,LC,LC,NA,NA,110557,Xylopia aromatica (Lam.) Mart.,NA,Annonaceae,species,accepted,Xylopia aromatica,LC,NA,Xylopia aromatica,BR-AM|BR-AP|BR-BA|BR-DF|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PI|BR-PR|BR-RO|BR-RR|BR-SP|BR-TO,Xylopia,aromatica,NA,correct
Xylopia brasiliensis,cncflora_ckan,NA,NA,NA,NA,NA,VU,NA,NA,NA,110560,Xylopia brasiliensis Spreng.,NA,Annonaceae,species,accepted,Xylopia brasiliensis,NT,NA,Xylopia brasiliensis,BR-MG|BR-PR|BR-RJ|BR-SC|BR-SP,Xylopia,brasiliensis,NA,correct
Xylopia emarginata,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,110568,Xylopia emarginata Mart.,NA,Annonaceae,species,accepted,Xylopia emarginata,NA,NA,Xylopia emarginata,BR-AM|BR-AP|BR-BA|BR-DF|BR-GO|BR-MG|BR-MS|BR-MT|BR-PA|BR-PI|BR-RO|BR-SP,Xylopia,emarginata,NA,correct
Xylopia langsdorfiana,cncflora_ckan,NA,NA,NA,NA,NA,LC,NA,NA,NA,110573,Xylopia langsdorffiana A.St.-Hil.,NA,Annonaceae,species,accepted,Xylopia langsdorffiana,NA,was misspelled,Xylopia langsdorfiana,BR-BA|BR-PR|BR-RJ|BR-SP,Xylopia,langsdorffiana,NA,correct
Xylosma ciliatifolia,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,14394,Xylosma ciliatifolia (Clos) Eichler,NA,Salicaceae,species,accepted,Xylosma ciliatifolia,NA,NA,Xylosma ciliatifolia,BR-CE|BR-DF|BR-MA|BR-MG|BR-MT|BR-PE|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Xylosma,ciliatifolia,NA,correct
Xylosma glaberrima,cncflora_ckan,NA,NA,NA,NA,NA,VU,NA,NA,NA,14395,Xylosma glaberrima Sleumer,NA,Salicaceae,species,accepted,Xylosma glaberrima,NT,NA,Xylosma glaberrima,BR-PR|BR-RJ|BR-SP,Xylosma,glaberrima,NA,correct
Xylosma prockia,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,14396,Xylosma prockia (Turcz.) Turcz.,NA,Salicaceae,species,accepted,Xylosma prockia,NA,NA,Xylosma prockia,BR-BA|BR-MG|BR-PB|BR-PR|BR-RJ|BR-SC|BR-SP,Xylosma,prockia,NA,correct
Xylosma pseudosalzmannii,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,14397,Xylosma pseudosalzmannii Sleumer,NA,Salicaceae,species,accepted,Xylosma pseudosalzmannii,NA,NA,Xylosma pseudosalzmannii,BR-PR|BR-RS|BR-SC|BR-SP,Xylosma,pseudosalzmannii,NA,correct
Xylosma venosa,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,14399,Xylosma venosa N.E.Br.,NA,Salicaceae,species,accepted,Xylosma venosa,NA,NA,Xylosma venosa,BR-GO|BR-MG|BR-MS|BR-MT|BR-PR|BR-SP,Xylosma,venosa,NA,correct
