"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"467","2019-11-27 13:47:49-03","UFS","ASE","17290","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter","Prata, AP","2010","08","17","Prata, AP; Barbosa, MR; Thomas, WW; Gomes, LA; Santos, E","2010","07","04","Brasil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto, Interior da Mata. Fonte do Boi. Solo arenoso.","-37.419722","-11.395","-37.419722","-11.395",NA,NA,"Erva cespitosa, ca. de 45cm de altura. Inflorescência castanha.; Erva cespitosa, ca. de 45cm de altura. Inflorescência castanha.; Mata Atlântica.","ASE0005526","ASE0005526","2267","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"468","2019-11-27 13:47:49-03","UFS","ASE","17686","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter","Menezes, IRN","2010","09",NA,"Prata, AP; Melo, DS; Carregosa, T; Machado, WJ","2010","08","13","Brasil","Sergipe","Simão Dias","Assentamento Maria Bonita","-37.813333","-10.738333","-37.813333","-10.738333",NA,NA,"Herbácea ca. 40 cm; inflorescência castanha.; Herbácea ca. 40 cm; inflorescência castanha.; Caatinga","ASE0004602","ASE0004602","2441","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"469","2019-11-27 13:47:49-03","UFS","ASE","18242","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter",NA,NA,NA,NA,"Prata, AP; Costa, SM; Nascimento - Júnior, JE","2009","11","08","Brasil","Bahia","Pilão Arcado","Brejo da Serra, Cabeceira da vereda de Brejo da Serra.","-42.3015","-10.0012","-42.3015","-10.0012",NA,NA,NA,"ASE0024772","ASE0024772","2066","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"470","2019-11-27 13:47:49-03","UFS","ASE","18198","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter",NA,NA,NA,NA,"Prata, AP; Costa, SM; Nascimento - Júnior, JE","2009","11","07","Brasil","Bahia","Barra","Vereda de Dois Riachos","-43.0829","-11.0522","-43.0829","-11.0522",NA,NA,"Vereda","ASE0024744","ASE0024744","2062","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"471","2019-11-27 13:47:49-03","UFS","ASE","18436","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter","Costa, SM","2010","11","05","Santos, LAS; Melo, DS; Souza, CAS","2010","03","22","Brasil","Sergipe","São Cristóvão","Lagoa em frente a UFS","-37.206389","-11.014722","-37.206389","-11.014722",NA,NA,"Mata ciliar.","ASE0004608","ASE0004608","119","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"472","2019-11-27 13:47:49-03","UFS","ASE","18439","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter","Costa, SM","2010","11","05","Santos, LAS; Melo, DS; Souza, CAS","2010","03","22","Brasil","Sergipe","São Cristóvão","Lagoa em frente a UFS","-37.206389","-11.014722","-37.206389","-11.014722",NA,NA,"Mata ciliar.","ASE0004607","ASE0004607","122","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"473","2019-11-27 13:47:49-03","UFS","ASE","18476","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter","Menezes, IRN","2010","09","16","Santos, LAS","2010","08","19","Brasil","Sergipe","Lagarto","Colonia Treze, Mata do Poção","-37.65","-10.917222","-37.65","-10.917222",NA,NA,"Mata.","ASE0004603","ASE0004603","295","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"474","2019-11-27 13:47:49-03","UFS","ASE","19130","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter","Menezes, IRN","2010","08","26","Carregosa, T; Santos, AS","2010","07","17","Brasil","Sergipe","Simão Dias","Fazenda Mercador","-37.811111","-10.738333","-37.811111","-10.738333",NA,NA,"Erva de ca. 60 cm. inflorescência castanho.; Erva de ca. 60 cm. inflorescência castanho.; Caatinga hipoxerófila","ASE0004606","ASE0004606","83","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"475","2019-11-27 13:47:49-03","UFS","ASE","19458","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter","Menezes, IRN","2010","12","16","Menezes, IRN; Melo, DS; Santos, LAS; Pereira, TC; Souza, CAS; Santos, V","2010","05","13","Brasil","Sergipe","Japaratuba","Pov. Moita, Mata da Sambaíba.","-36.94","-10.593333","-36.94","-10.593333",NA,NA,"Solo arenoso, próximo a Mata Atlântica.","ASE0004609","ASE0004609","104","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"476","2019-11-27 13:47:49-03","UFS","ASE","19470","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter","Menezes, IRN","2010","12","16","Menezes, IRN; Souza, CAS; Santos, V; Melo, DS; Conceição, GG","2010","03","09","Brasil","Sergipe","Estância","APA Sul, Lagoa Azul.","-37.438056","-11.268611","-37.438056","-11.268611",NA,NA,"40 cm de compr.; 40 cm de compr.; Margem de Lagoa litorânea.","ASE0005524",NA,"81","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"477","2019-11-27 13:47:49-03","UFS","ASE","19803","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter","Gomes, LA","2011","03","14","Souza, CAS; Santos, ACAS; Vale, CO; Déda, RM; Menezes, AA; Santos, E","2011","01","31","Brasil","Sergipe","Capela","RVS Mata do Junco, Borda da trilha. Solo arenoso.","-37.054667","-10.536861","-37.054667","-10.536861",NA,NA,"Erva cespitosa, ca. de 50cm de altura. Inflorescência castanha.; Erva cespitosa, ca. de 50cm de altura. Inflorescência castanha.; Mata Atlântica","ASE0026592","ASE0026592","95","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"478","2019-11-27 13:47:49-03","UFS","ASE","21556","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter","Santos, LAS","2011","07",NA,"Prata, AP; Santos, LAS; Carregosa, T; Santos, E; Farias, MCV","2011","07","02","Brasil","Sergipe","Estância","Povoado Rio Fundo","-37.438056","-11.268611","-37.438056","-11.268611",NA,NA,"Erva terrestre.; Erva terrestre.; Restinga.","ASE0005530","ASE0005530","2659","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"479","2019-11-27 13:47:49-03","UFS","ASE","21949","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter","Freire, GS","2018","01","12","Calazans, C",NA,NA,NA,"Brasil","Sergipe","Estância","Nascente 3.","-37.438056","-11.268611","-37.438056","-11.268611",NA,NA,NA,"ASE0028218","ASE0028218","ASE21949","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"480","2019-11-27 13:47:49-03","UFS","ASE","21999","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter","Alves, M","2009","08","25","Mendes, K; Araújo, AA; Pinheiro, I; Martins, S","2009","01","05","Brasil","Sergipe","Areia Branca","Parque Nacional da Serra de Itabaiana, Trilha para a Cachoeira Véu da Noiva.","-37.315","-10.758056","-37.315","-10.758056",NA,NA,"Erva ciliar.; Erva ciliar.","ASE0028305",NA,"279","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"481","2019-11-27 13:47:49-03","UFS","ASE","22248","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter","Gomes, LA","2011","11",NA,"Gomes, LA; Déda, RM; Santos, E","2011","11","11","Brasil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto, Borda da mata","-37.433889","-11.400278","-37.433889","-11.400278",NA,NA,"Erva com ca. de 50 cm. Inflorescência castanha.; Erva com ca. de 50 cm. Inflorescência castanha.; Mata Atlântica.","ASE0005533","ASE0005533","272","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"482","2019-11-27 13:47:49-03","UFS","ASE","23092","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter","Costa, SM","2013","04",NA,"Santos, LAS","2010","03","22","Brasil","Sergipe","São Cristóvão","Lagoa em frente a UFS","-37.206389","-11.014722","-37.206389","-11.014722",NA,NA,"Encontrada em solo alagado.; Encontrada em solo alagado.; Mata atlântica.","ASE0004610","ASE0004610","157","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"483","2019-11-27 13:47:49-03","UFS","ASE","26841","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter","Nascimento - Júnior, JE","2012","07","20","Nascimento - Júnior, JE","2011","06","18","Brasil","Sergipe","Santo Amaro das Brotas","Terreno da Jazida Lev Terra, próx. ao Rio Pomonga","-37.054167","-10.789167","-37.054167","-10.789167",NA,NA,NA,"ASE0004611","ASE0004611","949","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"484","2019-11-27 13:47:49-03","UFS","ASE","27669","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter","Prata, AP","2012","11","02","Prata, AP; Barbosa, P; Santos, E","2012","08","30","Brasil","Sergipe","Japaratuba","Próximo a Estação Entre Rios, Fosso CP867.","-36.94","-10.593333","-36.94","-10.593333",NA,NA,"Herbácea. Ca. de 50cm. UTM: 723815S8822416.","ASE0032097","ASE0032097","3444","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"485","2019-11-27 13:47:50-03","UFS","ASE","41646","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter","Santos, LAS","2019","10","09","Santana, JP; Santos, LAS","2019","09","06","Brasil","Sergipe","Capela","Povoado Terra Dura.","-37.007432","-10.585307","-37.007432","-10.585307",NA,NA,"Herbácea com cerca de 45 cm. Iflorescência castanha.; Mata Atlântica.","ASE0043160",NA,"776","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"486","2019-11-27 13:47:50-03","UFS","ASE","27768","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter","Costa, SM","2013","12","10","Gomes, LA; Farias, MCV; Santos, E; Silva, BD","2013","03","27","Brasil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto, Borda de mata. Próximo ao apicum. Solo arenoso.","-37.434306","-11.371944","-37.434306","-11.371944",NA,NA,"Erva, 40cm. Inflorescência castanha.; Mata Atlântica","ASE0004612","ASE0004612","1027","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"487","2019-11-27 13:47:50-03","UFS","ASE","30070","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter","Oliveira, EVS","2014","04","15","Oliveira, EVS","2013","12","04","Brasil","Sergipe","Pirambu","Proximidades da estrada Lagoa Redonda-Pirambu, Tabuleiros costeiros","-36.810556","-10.685278","-36.810556","-10.685278",NA,NA,"Erva. Em brejo de restinga.; Restinga","ASE0001473","ASE0001473","336","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"488","2019-11-27 13:47:50-03","UFS","ASE","32092","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter","Prata, AP","2014","10","22","Pereira, TC","2014","03","20","Brasil","Sergipe","Tomar do Geru",NA,"-37.840556","-11.373333","-37.840556","-11.373333",NA,NA,"Herbácea. Fruto maduro, com forma aquênio, de cor marrom claro e consistência seca. Coordenadas UTM: E ( 0626037m) N ( 8746179m). Nº do conglomerado:161, nº da subunidade:2, nº da subparcela: 10, nº da coleta : 03D (F9).","ASE0003181","ASE0003181","122","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"489","2019-11-27 13:47:50-03","UFS","ASE","32389","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter","Silva, TR","2014","04","14","Santos, LAS","2014","04","07","Brasil","Sergipe","Itabaianinha",NA,"-37.79","-11.273889","-37.79","-11.273889",NA,NA,"Herbácea com aprox. 0,5 m de altura, inflorescência amarronzada, casca externa marrom. Número do conglomerado: 163, Coordenadas UTM: E (635858m) N (8746138m), Número da Subunidade: 02, Número da Subparcela: 10, Número da árvore: 1D -","ASE0003792","ASE0003792","940","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"490","2019-11-27 13:47:50-03","UFS","ASE","33867","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter","Santos, LAS","2014","07","29","Santos, LAS","2014","07","29","Brasil","Sergipe","Ribeirópolis",NA,"-37.416667","-10.539444","-37.416667","-10.539444",NA,NA,"Herbácea, flor dourada. Nº do conglomerado: 78. Coordenadas UTM do Ponto Central: E ( 670682 m) e N (8830586 m), Número da Subunidade: 3, Nº da Subparcela: 9, Número da árvore: 9C - F9.","ASE0009113","ASE0009113","1118","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"491","2019-11-27 13:47:50-03","UFS","ASE","36542","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter","Muniz, CFS","1996","01","26","Joly, CA; Stubblebine, WH; Benson, WW","1983","08","10","Brasil","Pará","Marabá","Complexo Carajás, Serra Norte","-49.1178","-5.36861","-49.1178","-5.36861",NA,NA,"Herbácea, 60 a 70 cm, inflorescência globosa marrom, crescendo em área alagada.","ASE0038321",NA,"14811","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"492","2019-11-27 13:47:50-03","UFS","ASE","367","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter","Noblick, L.R.","1985","04",NA,"Fonseca, MR","1975","12",NA,"Brasil","Sergipe","Nossa Senhora do Socorro","na entrada de Aracaju","-37.116667","-10.866944","-37.116667","-10.866944",NA,NA,"Erva. 40. cm. .; Erva. 40. cm. .; Campo","ASE0012781","ASE0012781","ASE367","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"493","2019-11-27 13:47:50-03","UFS","ASE","37837","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter","Figueiredo, MAM","2014","09","25","Farias, MCV; Santos, E; Figueiredo, MAM","2014","07","10","Brasil","Sergipe","Itaporanga d'Ajuda","APA - Sul","-37.145","-11.1454","-37.145","-11.1454",NA,NA,"Herbácia com ca. de 40 cm. Inflorescência globosa marron.; Mata atlântica","ASE0038917","ASE0038917","775","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"494","2019-11-27 13:47:50-03","UFS","ASE","36284","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter","Prata, AP","2010","03",NA,"Melo, E; França, F; Silvestre, FS","2005","03","25","Brasil","Bahia","Andaraí","Marimbus","-41.1847","-12.4553","-41.1847","-12.4553",NA,NA,"Erva emergente. Inflorescência verde.","ASE0036985","ASE0036985","3763","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"495","2019-11-27 13:47:50-03","UFS","ASE","38105","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter","Freire, GS","2016","11","07","Menezes, IRN; Santos, LAS","2011","03","22","Brasil","Sergipe","Pacatuba","Povoado Atalho","-36.6514","-10.4533","-36.6514","-10.4533",NA,NA,"Herbácea com ca. de 55 cm. inflorescência castanha.; Restinga.","ASE0039311",NA,"186","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"496","2019-11-27 13:47:50-03","UFS","ASE","5519","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter","Viana, G","1995","12","23","Mattos Silva, LA","1995","06","15","Brasil","Sergipe","Estância","Km 11 da BR 101","-37.438056","-11.268611","-37.438056","-11.268611",NA,NA,". Glomérulo amarronzado.; . Glomérulo amarronzado.; Margem da lagoa. Restinga. Solo arenoso","ASE0005497",NA,"3008","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"497","2019-11-27 13:47:50-03","UFS","ASE","8320","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter","Prata, AP","2006","04",NA,"Prata, AP; Silva, AC; Silva, EJ; Lemos, IC; Costa, SM","2006","04","03","Brasil","Sergipe","Pirambu","Pov. Lagoa Redonda, margens do riacho Aningas.","-36.855833","-10.737778","-36.855833","-10.737778",NA,NA,NA,"ASE0005498","ASE0005498","1179","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"498","2019-11-27 13:47:50-03","UFS","ASE","8647","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter","M. Alves","2000",NA,NA,"Lyra-Lemos, RP de; I.A.Bayma","1998","12","01","Brasil","Alagoas","Marechal Deodoro","a 2 Km do entroncamento das AL-101 e Al-215, a 100","-35.895","-9.710278","-35.895","-9.710278",NA,NA,"Erva. Em floração. Inflorescências marrons, frutos ausentes.; Erva. Em floração. Inflorescências marrons, frutos ausentes.; Restinga arbustiva arbórea","ASE0005500","ASE0005500","4072","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"499","2019-11-27 13:47:50-03","UFS","ASE","8699","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter",NA,NA,NA,NA,"Prata, AP; Silva, AC; Silva, EJ; Lemos, IC; Costa, SM","2006","04","19","Brasil","Sergipe","São Domingos","Serra da Miaba, próximo ao acampamento","-37.567778","-10.791667","-37.567778","-10.791667",NA,NA,"Cerrado","ASE0004598","ASE0004598","1213","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"500","2019-11-27 13:47:50-03","UFS","ASE","8918","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter",NA,NA,NA,NA,"Prata, AP; Lemos, IC; Silva, AC; M.Ibrahim; Costa, SM","2006","07","22","Brasil","Paraíba","Sobrado","granja Betil (área particular), 28 m","-35.2175","-7.189444","-35.2175","-7.189444",NA,NA,"Erva. Inflorescência castanha, base creme, raiz creme.; Erva. Inflorescência castanha, base creme, raiz creme.","ASE0004599","ASE0004599","1311","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"501","2019-11-27 13:47:50-03","UFS","ASE","9236","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter",NA,NA,NA,NA,"Lemos, IC; Prata, AP; Costa, SM; M.Ibrahim; Silva, AC; E.A.Roch","2006","07","22","Brasil","Paraíba","Conde","Praia de Jacarapé","-34.9075","-7.26","-34.9075","-7.26",NA,NA,"erva. Raízes amareladas e inflorescência castanha.; erva. Raízes amareladas e inflorescência castanha.; Restinga","ASE0018542","ASE0018542","44","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"502","2019-11-27 13:47:50-03","UFS","ASE","9568","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter","Silva, AC","2007","10",NA,"Silva, AC; K.C.S.Teixeira","2007","06","15","Brasil","Sergipe","Capela","Mata do Junco, área 3","-37.0525","-10.503333","-37.0525","-10.503333",NA,NA,"erva.; erva.; mata","ASE0004600",NA,"95","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"503","2019-11-27 13:47:49-03","UFS","ASE","13302","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter","Costa, SM","2009","07",NA,"Heringer, EP","1974","12","31","Brasil","Distrito Federal","Sobradinho","Pipiripau","-47.4732","-15.3903","-47.4732","-15.3903",NA,NA,"Erva com cerca de 80 cm. de altura.; Erva com cerca de 80 cm. de altura.; Brejo,solo arenoso úmido.","ASE0005514",NA,"14261","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"504","2019-11-27 13:47:49-03","UFS","ASE","14392","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter","Miranda, AM","2009","10",NA,"Rodrigues, SM; Felix, LP","1994","05","19","Brasil","Pernambuco","Mamanguapé","Reserva Biológica Guabiras, SEMA I, Água Fria.","-35.3702","-6.5021","-35.3702","-6.5021",NA,NA,"Erva cespitosa, ereta, inflorescencia globosa verde-clara.; Erva cespitosa, ereta, inflorescencia globosa verde-clara.; Aquática em área Fontainha.","ASE0005516","ASE0005516","30","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"505","2019-11-27 13:47:50-03","UFS","ASE","34348","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter","Freire, GS","2015","08","26","Matos, GMA; Freire, GS; Campos, DA; Santos, E","2015","08","18","Brasil","Sergipe","Santana do São Francisco","Fazenda mãe natureza.","-36.38222","-10.15195","-36.38222","-10.15195",NA,NA,"Herbácea com ca. de 60 cm. Inflorescência ferruginea a creme.","ASE0032820","ASE0032820","435","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"506","2019-11-27 13:47:49-03","UFS","ASE","17620","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter","Menezes, IRN","2010","09","14","Prata, AP; Marroquim, PMG; Melo, DS; Nogueira Júnior, FC; Pereira, TC; Silva, ACC","2010","02","26","Brasil","Sergipe","Santana do São Francisco","Povoado Saúde","-36.3628","-10.1728","-36.3628","-10.1728",NA,NA,"Mata Ciliar.","ASE0005528","ASE0005528","2241","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"507","2019-11-27 13:47:50-03","UFS","ASE","9452","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter","Prata, AP","2004","07",NA,"Prata, AP; Aona, LYS; R.Belinello","2000","08","21","Brasil","Bahia","Palmeiras","Capão, Cachoeira do Riachinho","-42.05","-11.15","-42.05","-11.15",NA,NA,"Afloramentos (825m)","ASE0018683","ASE0018683","951","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"508","2019-11-27 13:47:50-03","UFS","ASE","30637","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter","Smith, LB","1961",NA,NA,"Eiten, G; Eiten, LT","1960","07","14","Brasil","São Paulo","Santo André","Alto da Serra, Biological Station on the Serra de Mogi, front crest of the Serra do Mar, about 1/2 km w of village of Paranapiacaba. Just north of house.","-46.636111","-23.547778","-46.636111","-23.547778","840","840",NA,"ASE0002260","ASE0002260","2323","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"509","2019-11-27 13:47:49-03","UFS","ASE","27026","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter",NA,NA,NA,NA,"Farias, MCV; Oliveira, R; Santos, E; Matos, GMA","2012","09","21","Brasil","Sergipe","Indiaroba","Povoado Pontal, Fazenda São josé.","-37.3041","-11.311","-37.3041","-11.311",NA,NA,"Inflorescência amarelas..&nf;Coordenadas UTM: 672657-S&nf; 8729310-W; Restinga ( formação arbustiva fechada ).","ASE0005534","ASE0005534","254","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"510","2019-11-27 13:47:50-03","UFS","ASE","34632","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter","Carregosa, T","2016","02","25","Almeida, ES","2014","05","05","Brasil","Sergipe","Itabaiana",NA,"-37.253","-10.4107","-37.253","-10.4107",NA,NA,"Herbácea. Coordenadas UTM: E(0670578m) N(8810677m). N° do conglomerado: 108, N° da Subunidade: 1, N° da Subparcela: 9, N° da Árvore: 9CF9.","ASE0033129","ASE0033129","305","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"511","2019-11-27 13:47:50-03","UFS","ASE","35980","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter","Santana, JP","2016","11",NA,"Santana, JP","2015","09","11","Brasil","Sergipe","Itaporanga d'Ajuda","Mata Rio Fundo","-37.1944","-11.0429","-37.1944","-11.0429",NA,NA,"Herbácea, 40cm, bractea de cor marron, folhas simples. Coletada na borda da mata.; Mata Atlântica.","ASE0039632",NA,"629","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
