"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","typeStatus","recordNumber","continentOcean","preparationType","imagecode","coordinatePrecision","geoFlag","relationshipType","relatedCatalogItem","class","fieldNumber","individualCount"
"12","2019-12-19 08:08:17-03","FPS","FPS","710","MachineObservation","Plantae","Orchidaceae","Liparis","vexillifera","Liparis vexillifera","(La Llave & Lex.) Cogn.","Schwirkowski, P.","2015","02","01","Schwirkowski, P.","2015","02","01","Brasil","Santa Catarina","São Bento do Sul","Minas de caulim","-49.222126","-26.288067","-49.222126","-26.288067",NA,NA,NA,"FPS00710",NA,NA,NA,NA,"965",NA,NA,"FPS00710_v01 FPS00710_v02 FPS00710_v04 FPS00710_v05 FPS00710_v06 FPS00710_v07 FPS00710_v09",NA,NA,NA,NA,NA,NA,NA
"13","2019-12-19 08:08:17-03","FPS","FPS","732","MachineObservation","Plantae","Orchidaceae","Liparis","vexillifera","Liparis vexillifera","(La Llave & Lex.) Cogn.","Schwirkowski, P.","2015","02","07","Schwirkowski, P.","2015","02","07","Brasil","Santa Catarina","São Bento do Sul","Minas de caulim","-49.216588","-26.29284","-49.216588","-26.29284",NA,NA,NA,"FPS00732,FURB48373",NA,NA,NA,NA,"987",NA,NA,"FPS00732_v01 FPS00732_v02 FURB48373",NA,NA,"voucher","FURB 48373",NA,NA,NA
"14","2019-02-15 11:46:55-02","IPA","IPA","13159","S","Plantae","Orchidaceae","Liparis","vexillifera","Liparis vexillifera","(La Llave & Lex.) Cogn.","Pabst, G.","1962","12",NA,"Andrade-Lima","1962","07","11","Brasil","Sergipe","Itabaiana","meia sombra da Serra de Itabaiana.","-37.4253005981445","-10.6850004196167",NA,NA,NA,NA,"Flor alvo-creme.; Solo de quartzito fragmentado.","IPA0013159","Plantae",NA,NA,NA,"62-4091","Southern America",NA,NA,"16069","auto",NA,NA,NA,NA,NA
"15","2019-08-27 13:26:35-03","IAP","PACA-AGP","27846","PreservedSpecimen","Plantae","Orchidaceae","Liparis","vexillifera","Liparis vexillifera","(Lex.) Cogn.","V. F. Nunes","1996","11","26","E. Friderichs","1944","01",NA,"Brasil","SP","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"Habitat: In silva, epiphytica Fenofase: flor","PACA027846","Magnoliophyta","Orchidales",NA,NA,NA,NA,NA,NA,"21048","auto",NA,NA,"Liliatae",NA,NA
"16","2019-08-27 13:26:35-03","IAP","PACA-AGP","2146","PreservedSpecimen","Plantae","Orchidaceae","Liparis","vexillifera","Liparis vexillifera","(Lex.) Cogn.","V.F. Nunes","1996","11","26","Rambo, B.","1937","01","14","Brasil","RS","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Habitat: In silvula epiphytica Fenofase: flor","PACA002146","Magnoliophyta","Orchidales",NA,NA,NA,NA,NA,NA,"76715","auto",NA,NA,"Liliatae",NA,NA
"17","2020-12-20 21:18:46-03","UFV","VIC","33903","PreservedSpecimen","Plantae","Orchidaceae","Liparis","vexillifera","Liparis vexillifera","(Hove & Lex) Cogn",NA,NA,NA,NA,"Valente, G.E.; Azevedo, A.A.","2009","02","14","Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,NA,NA,"VIC033903",NA,NA,NA,NA,"2443",NA,NA,"VIC033903","13809","auto",NA,NA,NA,NA,NA
"18","2019-11-21 14:40:53-03","UFJF","CESJ","63374","PreservedSpecimen","Plantae","Orchidaceae","Liparis","vexillifera","Liparis vexillifera","(La Llave & Lex.) Cogn.","L. Menini Neto","2013","02",NA,"L. Menini Neto; S.G. Furtado","2013","02","10","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Campo de altitude, entre 1800 e 2000 m.s.m.","-44.8899993896484","-21.9589004516602",NA,NA,"1800","2000","Erva terrícola, frequente no campo de altitude. Pseudobulbos enterrados, alvos, Flores com sépalas e pétalas amarelas, labelo amarelo ou acastanhado.","CESJ063374","Angiosperma",NA,NA,NA,"1126","América do Sul",NA,NA,"29865","auto",NA,NA,NA,NA,NA
"19","2019-11-27 13:51:18-03","UFS","ASE","26370","PreservedSpecimen","Plantae","Orchidaceae","Liparis","vexillifera","Liparis vexillifera","(La Llave & Lex.) Cogn.","Santos, LAS","2012","09","26","Campos, DA; Matos, GMA; Menezes, AB; Costa, SMS","2012","09","10","Brasil","Sergipe","Areia Branca","PARNA Serra de Itabaiana, Serra Cumprida","-37.425","-10.685278","-37.425","-10.685278",NA,NA,"Erva, ca. 30 cm. Inflorescencia amarelo-esverdeado. Coordenadas UTM: 0679989 L 88073445 S","ASE0007319","Magnoliophyta",NA,NA,NA,"163","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-11-27 13:51:18-03","UFS","ASE","28833","PreservedSpecimen","Plantae","Orchidaceae","Liparis","vexillifera","Liparis vexillifera","(La Llave & Lex.) Cogn.","Santos, LAS","2013",NA,NA,"Santos, LAS; Carregosa, T; Nascimento - Júnior, JE; Santos, ACAS","2013","08","03","Brasil","Sergipe","Areia Branca","PARNA Serra de Itabaiana, Subida da Serra de Itabaiana. Borda da trilha.","-37.531389","-11.271667","-37.531389","-11.271667",NA,NA,"Erva terrestre. Flores amarelas. Solo pedregoso.","ASE0000408","Magnoliophyta",NA,NA,NA,"866","Southern America",NA,"ASE0000408",NA,NA,NA,NA,NA,NA,NA
"21","2019-11-27 13:51:18-03","UFS","ASE","23516","PreservedSpecimen","Plantae","Orchidaceae","Liparis","vexillifera","Liparis vexillifera","(La Llave & Lex.) Cogn.","Pessoa, E","2012","01","02","Maciel, JR; Alves, M; Lucena, MFA; Amorim, B; Córdula, E","2006","07","22","Brasil","Sergipe","Itabaiana","Parque Nacional da Serra de Itabaiana","-37.333333","-10.75","-37.333333","-10.75",NA,NA,"Terrestre. Flores amarelas.; Terrestre. Flores amarelas.; Cerrado.","ASE0007313","Magnoliophyta",NA,NA,NA,"329","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-08-20 10:00:54-03","UNICAMP","UEC","25092","S","Plantae","Orchidaceae","Liparis","vexillifera","Liparis vexillifera","Cogn.","Barros, F","2001","08",NA,"Shepherd, GJ; Shepherd, SLK","1981","09","08","Brazil","São Paulo","Serra da Bocaina","Campo ao lado do rio Manbucaba.",NA,NA,NA,NA,"1600","1600","Erva com flores amarelo-esverdeado.","UEC034298","Liliopsida",NA,NA,NA,"12900",NA,NA,"UEC034298",NA,NA,NA,NA,NA,NA,NA
"23","2019-08-20 10:00:54-03","UNICAMP","UEC","111087","S","Plantae","Orchidaceae","Liparis","vexillifera","Liparis vexillifera","Cogn.","Smidt, EC",NA,NA,NA,"Freitas, L","2000","02","21","Brazil","São Paulo","São José do Barreiro","Campo de altitude, Área à esquerda da Guarita do Ibama, atalho para Fazenda Pte. Alta.","-44.5699996948242","-22.6399993896484",NA,NA,NA,NA,"Erva terrestre/ ca. 20 cm. Flores amarelo esverdeado.","UEC034297","Liliopsida",NA,NA,NA,"848",NA,NA,"UEC034297","30784","auto",NA,NA,NA,NA,NA
"24","2019-11-06 09:56:52-03","UFOP","OUPR","5579","PreservedSpecimen","Plantae","Orchidaceae","Liparis","vexillifera","Liparis vexillifera","(La Llave & Lex.) Cogn.","Batista, J.A.N.; Bianchetti, L.B.","2005","12",NA,"Schwacke, C.A.W.","1897","06",NA,"Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA
"25","2019-11-06 09:56:52-03","UFOP","OUPR","14199","PreservedSpecimen","Plantae","Orchidaceae","Liparis","vexillifera","Liparis vexillifera","(La Llave & Lex.) Cogn.","Barros, F.; Vinhos, F.; Rodrigues, VT (LEFB)","2012",NA,NA,"s.col.",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Serra de Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA
"26","2019-11-06 09:56:52-03","UFOP","OUPR","14198","PreservedSpecimen","Plantae","Orchidaceae","Liparis","vexillifera","Liparis vexillifera","(La Llave & Lex.) Cogn.","Barros, F.; Vinhos, F.; Rodrigues, VT (LEFB)","2012",NA,NA,"s.col.",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Serra de Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA
"27","2020-10-14 10:04:10-03","FURB","FURB","49623","PreservedSpecimen","Plantae","Orchidaceae","Liparis","vexillifera","Liparis vexillifera","(La Llave & Lex.) Cogn.","Schwirkowski, P","2016","02","07","Schwirkowski, P.","2016","02","07","Brasil","Santa Catarina","São Bento do Sul","Minas de caulin.","-49.2213889","-26.2847222","-49.2213889","-26.2847222","1000","1000",NA,"FURB49623",NA,NA,NA,NA,"1555",NA,NA,"FURB49623",NA,NA,NA,NA,NA,NA,NA
"28","2020-10-14 10:04:10-03","FURB","FURB","62641","PreservedSpecimen","Plantae","Orchidaceae","Liparis","vexillifera","Liparis vexillifera","(La Llave & Lex.) Cogn.","Kassner-Filho, A.","2019","02","09","Kassner-Filho, A.","2019","02","09","Brasil","Santa Catarina","Bom Retiro","Serra do Panelão. Serra do Panelão.","-49.5905555","-27.9005556","-49.5905555","-27.9005556",NA,NA,"Flor amarelo-claro com mancha marrom no labelo Habitat: Interior de Unidade Amostral. Floresta Ombrófila Mista; Estágio Inicial a Médio. Habito: Erva","FURB62641",NA,NA,NA,NA,"4638",NA,NA,"FURB62641",NA,NA,NA,NA,NA,NA,NA
"29","2020-10-14 10:04:10-03","FURB","FURB","64328","PreservedSpecimen","Plantae","Orchidaceae","Liparis","vexillifera","Liparis vexillifera","(La Llave & Lex.) Cogn.","Funez, L.A.","2019","01","25","Funez, L.A.; Costa-Rezende, D.H., Ribeiro-Nardes, W., Kossmann, T., Kassner-Filho, A., Bones, F.L.V.","2019","01","25","Brasil","Santa Catarina","Bom Jardim da Serra","Campos de Santa Bárbara. Parque Nacional de São Joaquim","-49.6063889","-28.1630556","-49.6063889","-28.1630556","1670","1670","Flores amareladas Habitat: Campos Habito: Erva","FURB64328",NA,NA,NA,NA,"8617",NA,NA,"FURB64328",NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:38:35-03","MBM","MBM","22855","PreservedSpecimen","Plantae","Orchidaceae","Liparis","vexillifera","Liparis vexillifera","(Llav. & Lex.) Cogn.","Pabst, G.",NA,NA,NA,"Hatschbach, G.; Koyama, T.; Koyama, T.","1972","02","24","Brazil","Paraná","Rio Azul","Estrada Rio Azul - Rebouças","-50.7963981628418","-25.7327995300293",NA,NA,NA,NA,NA,"MBM022855",NA,NA,NA,NA,"29191","Southern America",NA,"MBM022855","25125","auto",NA,NA,NA,NA,NA
"31","2020-12-21 16:38:35-03","MBM","MBM","12713","PreservedSpecimen","Plantae","Orchidaceae","Liparis","vexillifera","Liparis vexillifera","(Llav. & Lex.) Cogn.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","1969","12","12","Brazil","Paraná","São José dos Pinhais","Rio Pequeno","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,"MBM012713",NA,NA,NA,NA,"23208","Southern America",NA,"MBM012713","45291","auto",NA,NA,NA,NA,NA
"32","2020-12-21 16:38:35-03","MBM","MBM","426076","PreservedSpecimen","Plantae","Orchidaceae","Liparis","vexillifera","Liparis vexillifera","(Llav. & Lex.) Cogn.","Engels, M.E.","2020",NA,NA,"Lozano, E.D.; Barboza, E.; Canestraro, B.K.; Barboza, E.; Canestraro, B.K.","2020","01","22","Brazil","Santa Catarina","Campo Alegre","Campos do Quiriri","-48.975639","-26.023917","-48.975639","-26.023917",NA,NA,"Herbácea, 25 cm, flores creme, em campo úmido.; Campo de Altitude.","MBM426076",NA,NA,NA,NA,"4632","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:38:35-03","MBM","MBM","428117","PreservedSpecimen","Plantae","Orchidaceae","Liparis","vexillifera","Liparis vexillifera","(Llav. & Lex.) Cogn.","Engels, M.E.","2018",NA,NA,"Lozano, E.D.; Canestraro, B.K.; Canestraro, B.K.","2017","12","16","Brazil","Santa Catarina","Urubici","PARNA de São Joaquim, estrada para o Morro da Igreja","-49.5055","-28.065444","-49.5055","-28.065444",NA,NA,"Terrícola, 20 cm, flores amarelas, campo úmido. Prensada com álcool.; Campo de Altitude.","MBM428117",NA,NA,NA,NA,"4074","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:38:35-03","MBM","MBM","24802","PreservedSpecimen","Plantae","Orchidaceae","Liparis","vexillifera","Liparis vexillifera","(Llav. & Lex.) Cogn.","Pabst, G.",NA,NA,NA,"Hatschbach, G.; Ahumada, L.Z.; Ahumada, L.Z.","1973","02","14","Brazil","Minas Gerais","Jaboticatubas","Serra do Cipó, Fazenda Palácio","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,NA,"MBM024802",NA,NA,NA,NA,"31574","Southern America",NA,"MBM024802","31264","auto",NA,NA,NA,NA,NA
"35","2020-12-21 16:38:35-03","MBM","MBM","49737","PreservedSpecimen","Plantae","Orchidaceae","Liparis","vexillifera","Liparis vexillifera","(Llav. & Lex.) Cogn.","Pabst, G.",NA,NA,NA,"Hatschbach, G.; Lindeman, J.; Haas, H.; Lindeman, J.; Haas, H.","1966","02","10","Brazil","Paraná","General Carneiro","Galinhas","-51.315601348877","-26.4274997711182",NA,NA,NA,NA,NA,"MBM049737",NA,NA,NA,NA,"13661","Southern America",NA,"MBM049737","33284","auto",NA,NA,NA,NA,NA
"36","2020-12-21 16:38:35-03","MBM","MBM","49736","PreservedSpecimen","Plantae","Orchidaceae","Liparis","vexillifera","Liparis vexillifera","(Llav. & Lex.) Cogn.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","1959","03","10","Brazil","Paraná","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,"MBM049736",NA,NA,NA,NA,"5589","Southern America",NA,"MBM049736","41937","auto",NA,NA,NA,NA,NA
"37","2020-12-21 16:38:35-03","MBM","MBM","49735","PreservedSpecimen","Plantae","Orchidaceae","Liparis","vexillifera","Liparis vexillifera","(Llav. & Lex.) Cogn.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","1957","03","02","Brazil","Paraná","São José dos Pinhais","Matulão","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"Terrícola.","MBM049735",NA,NA,NA,NA,"3815","Southern America",NA,"MBM049735","45291","auto",NA,NA,NA,NA,NA
"38","2019-11-01 15:28:29-03","PUC-RIO","FCAB","2070","PreservedSpecimen","Plantae","Orchidaceae","Liparis","campestris","Liparis campestris","Barb. Rodr.","F.C. Hoehne",NA,NA,NA,"P.E. Leite S.J.","1945","02",NA,"Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"Nome aceito: Liparis vexillifera (La Llave & Lex.) Cogn.&nf;&nf;Terrestre e pastagens.","002070",NA,"Angiospermae",NA,NA,"s.n.",NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA
"39","2019-11-01 15:28:29-03","PUC-RIO","FCAB","5909","PreservedSpecimen","Plantae","Orchidaceae","Liparis","vexillifera","Liparis vexillifera","(La Llave & Lex.) Cogn.","L.P.Félix","1995",NA,NA,"L.P. Félix","1995","07","18","Brasil","Pernambuco","Gravatá",NA,"-35.5647010803223","-8.20110988616943",NA,NA,NA,NA,"Erva; pseudobulbos subterrâneos; flores amarelas.; Terrenos úmidos de vegetação campestre aberta.","005909",NA,"Angiospermae",NA,NA,"7175",NA,NA,NA,"19146","auto",NA,NA,NA,NA,NA
"40","2016-10-11 16:33:45-03","MNHN","RECOLNAT_MNHN_P","P00347729","PreservedSpecimen",NA,"Orchidaceae","Liparis","vexillifera","Liparis vexillifera","(La Llave & Lex.) Cogn.",NA,NA,NA,NA,"Fiebrig, K.","1904","1","11","Bolivie",NA,NA,"Pinos bei Tarija",NA,NA,NA,NA,NA,NA,"Plantae austro-bolivienses reçues le 16 juillet 1910 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00347729' target='other'> <mi>dwc_moreinfo</mi></a>","P00347729",NA,NA,NA,NA,NA,NA,"hb","P00347729_01",NA,NA,NA,NA,NA,"2634 a",NA
"41","2015-09-03 19:52:59-03","MNHN","RECOLNAT_MNHN_P","P00347730","PreservedSpecimen",NA,"Orchidaceae","Liparis","vexillifera","Liparis vexillifera","(La Llave & Lex.) Cogn.",NA,NA,NA,NA,"Fendler, A.",NA,NA,NA,"Vénézuela",NA,NA,"Prope coloniam Tovar",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00347730' target='other'> <mi>dwc_moreinfo</mi></a>","P00347730",NA,NA,NA,NA,NA,NA,"hb","P00347730_01",NA,NA,NA,NA,NA,"1410",NA
"42","2015-09-04 12:17:44-03","MNHN","RECOLNAT_MNHN_P","P00347731","PreservedSpecimen",NA,"Orchidaceae","Liparis","vexillifera","Liparis vexillifera","(La Llave & Lex.) Cogn.",NA,NA,NA,NA,"Funck, N.","1843","8",NA,"Colombie",NA,NA,"Savannes du Purgatorio, Pce de Cumana",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00347731' target='other'> <mi>dwc_moreinfo</mi></a>","P00347731",NA,NA,NA,NA,NA,NA,"hb","P00347731_01",NA,NA,NA,NA,NA,"675",NA
"43","2020-10-01 14:26:07-03","JBB","HEPH","7114","S","Plantae","Orchidaceae","Liparis","vexillifera","Liparis vexillifera","(La Llave & Lex.) Cogn.","Bianchetti, LB","2006","04",NA,"Salles, AEH","1990","10","31","Brasil","Goiás","Pirenópolis","Cocalzinho","-48.9592018127441","-15.852499961853",NA,NA,NA,NA,"Levantamento do Santuário do Morro do Cabeludo",NA,"Monocotyledon","Asparagales",NA,NA,"1667","Southern America",NA,NA,"40887","auto",NA,NA,NA,NA,NA
"44","2020-10-01 14:26:07-03","JBB","HEPH","22589","S","Plantae","Orchidaceae","Liparis","vexillifera","Liparis vexillifera","(La Llave & Lex.) Cogn.","Bianchetti, LB","2006","04",NA,"Salles, AEH","2006","04","13","Brasil","Minas Gerais","Curvelo","BR 259 Entre Curvelo e Diamantina MG","-44.4308013916016","-18.7563991546631",NA,NA,NA,NA,NA,NA,"Monocotyledon","Asparagales",NA,NA,"4111","Southern America",NA,NA,"57661","auto",NA,NA,NA,NA,NA
"45","2020-12-11 11:44:45-03","UFMG","BHCB","162234","PreservedSpecimen","Plantae","Orchidaceae","Liparis","campestris","Liparis campestris","Barb.Rodr.",NA,"2013","03","01","Rocha, MJR; Versiane, AFA; Pacheco, RA","2013","02","19","Brasil","Goiás","Cocalzinho de Goiás","Serra dos Pirineus, Estrada sentido Fazenda Maria dos Anjos","-48.827611","-15.781639","-48.827611","-15.781639","1272","1272","Subarbusto 30 cm de altura. Flores esverdeadas",NA,"Monocotyledon",NA,NA,NA,"910","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-11 11:44:45-03","UFMG","BHCB","162236","PreservedSpecimen","Plantae","Orchidaceae","Liparis","campestris","Liparis campestris","Barb.Rodr.",NA,"2013","02","01","Rocha, MJR; Versiane, AFA; Pacheco, RA","2013","02","19","Brasil","Goiás","Cocalzinho de Goiás","Serra dos Pirineus, Estrada sentido Fazenda Maria dos Anjos","-48.827611","-15.781639","-48.827611","-15.781639","1272","1272","Herbácea 40 cm de altura, flores amareladas",NA,"Monocotyledon",NA,NA,NA,"912","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-11 11:44:45-03","UFMG","BHCB","118131","PreservedSpecimen","Plantae","Orchidaceae","Liparis","vexillifera","Liparis vexillifera","(La Llave & Lex.) Cogn.",NA,NA,NA,NA,"Viana, PL; et al.","2008","03","11","Brasil","Minas Gerais","Aiuruoca","Parque Estadual do Papagaio","-44.666667","-22.05","-44.666667","-22.05","1900","1900","flores amarelas, pseudobulbo subterraneo.",NA,"Monocotyledon",NA,NA,NA,"3840","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-11 11:44:45-03","UFMG","BHCB","119586","PreservedSpecimen","Plantae","Orchidaceae","Liparis","vexillifera","Liparis vexillifera","(La Llave & Lex.) Cogn.",NA,NA,NA,NA,"Batista, JAN; Ranieri, BD; Munhoz, ACD","2007","01","20","Brasil","Minas Gerais","Nova Lima","Morro do Chapéu, Cerca de 18 km S de Belo Horizonte. Acesso a partir da BR-040.","-43.91225","-20.109889","-43.91225","-20.109889","1389","1389","Erva terrestre, em campo limpo e campo sujo estacionalmente úmido em encosta pedregosa. Solo raso, areno-argiloso, com muito cascalho e blocos de rocha sobre a superfície. Área anteriormente queimada. Flor verde-amarelada.",NA,"Monocotyledon",NA,NA,NA,"1908","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
