"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","scientificNameAuthorship","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","continentOcean","preparationType","barcode","imagecode","class","relatedCatalogItem","typeStatus","fieldNumber","infraspecificEpithet","previousCatalogNumber","sex"
"187","2020-12-11 11:39:59-03","UFMG","BHCB","177937","PreservedSpecimen","Plantae","Dicotyledon",NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla",NA,"2015","05","06","Souza, DT","610","2015","01","16","Brasil","Minas Gerais","Santa Bárbara",NA,"-20.047222","-43.685",NA,NA,"Estames roxos.; Escandente. Floresta estacional semidecidual",NA,"Vell.","-20.047222","-43.685","1469","1469","Southern America",NA,"BHCB030414","BHCB030414",NA,NA,NA,NA,NA,NA,NA
"188","2020-12-11 11:39:59-03","UFMG","BHCB","146835","PreservedSpecimen","Plantae","Dicotyledon",NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla",NA,"2019","09","03","Oliveira, JG; Rodrigues, FM","148","2008","03","18","Brasil","Minas Gerais","Brumadinho","Inhotim, Borda de mata da trilha para a mina.","-44.225278","-20.126944",NA,NA,"Trepadeira com perianto verde claro, corona com base esverdeada e ápice arroxeado, frutos imaturos verdes.; Borda de mata semidecídua.",NA,"Vell.","-44.225278","-20.126944","890","890","Southern America",NA,"BHCB051025",NA,NA,NA,NA,NA,NA,NA,NA
"189","2020-12-11 11:39:59-03","UFMG","BHCB","147806","PreservedSpecimen","Plantae","Dicotyledon",NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla",NA,"2014","06","23","Giacomin, LL; Massensini Júnior, A; A.; Assis, FC; Paixão, LC; Stehmann, JR","1560","2011","03","21","Brasil","Minas Gerais","Delfim Moreira","Estrada não pavimentada, que liga a Fazenda Boa Es, Marginal a estrada.","-45.324972","-22.591889",NA,NA,"Erva trapadora escandente em borda de mata. Frutos verdes a enegrescidos.; Floresta ombrófila mista em regeneração",NA,"Vell.","-45.324972","-22.591889","1704","1704","Southern America",NA,"BHCB008381",NA,NA,NA,NA,NA,NA,NA,NA
"190","2020-12-11 11:39:59-03","UFMG","BHCB","68782","PreservedSpecimen","Plantae","Dicotyledon",NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla",NA,"2014","06","23","Lombardi, JA","4629","2002","03","06","Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.678889","-19.822778",NA,NA,"Liana, folhas papiráceas, centro na face adaxial verde-claro, cálice e corola creme esverdeados, corona creme com ápice roxo e ponta branca, ovário e estigma verdes, filetes arroxeados, anteras e estiletes roxos; Campo rupestre.",NA,"Vell.","-43.678889","-19.822778",NA,NA,"Southern America",NA,"BHCB008379",NA,NA,NA,NA,NA,NA,NA,NA
"191","2020-12-11 11:39:59-03","UFMG","BHCB","86470","PreservedSpecimen","Plantae","Dicotyledon",NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla",NA,"2014","06","23","Lombardi, JA; Salino, A; Mota, RC da; Almeida, TE; Viana, PL","5746","2004","03","01","Brasil","Minas Gerais","Bandeira","Mata do Boi Rajado, ca. de 14 km da sede de Bandeira; na divisa com a Bahia;","-40.514639","-15.81175",NA,NA,"Liana, folhas papiráceas, roxas na face abaxial, na adxial verdes com nervuras brancas, perianto branco, ápice das pétalas esverdeado, corona com base e ápice roxos, parte mediana branca.; Interior e margem de mata, e margem de estrad",NA,"Vell.","-40.514639","-15.81175","662","777","Southern America",NA,"BHCB008383",NA,NA,NA,NA,NA,NA,NA,NA
"192","2020-12-11 11:39:59-03","UFMG","BHCB","87026","PreservedSpecimen","Plantae","Dicotyledon",NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla",NA,"2014","06","23","Stehmann, JR; Mota, RC da; Morais, PO; França, GS","3666","2004","02","12","Brasil","Minas Gerais","Novo Cruzeiro","estrada Palmeiras para Fazenda Araras","-41.993631","-17.645",NA,NA,"Trepadeira, em capoeira; flores com perianto esverdeado, reflexo, base da corona formando um anel rosado, com apêndices formando anéis verde, púrpura, violeta e branco; ovário verde, filetes e estiletes púrpura escuro.;",NA,"Vell.","-41.993631","-17.645","810","810","Southern America",NA,"BHCB008384",NA,NA,NA,NA,NA,NA,NA,NA
"193","2020-12-11 11:39:59-03","UFMG","BHCB","86890","PreservedSpecimen","Plantae","Dicotyledon",NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla",NA,"2014","07","29","Stehmann, JR; Mota, RC da; Morais, PO; França, GS","3531","2004","02","10","Brasil","Minas Gerais","Novo Cruzeiro",NA,"-42.453528","-17.631944",NA,NA,"Trepadeira, folhas variegadas, botões esverdeados.",NA,"Vell.","-42.453528","-17.631944","740","740","Southern America",NA,"BHCB008683",NA,NA,NA,NA,NA,NA,NA,NA
"194","2020-12-11 11:39:59-03","UFMG","BHCB","35723","PreservedSpecimen","Plantae","Dicotyledon",NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla",NA,"2014","06","23","Teixeira, EM; Brina, AE","s.n.","1991","03","21","Brasil","Minas Gerais","Itamarandiba",NA,"-42.8588981628418","-17.8572006225586","39586",NA,"liana; cerrado","auto","Vell.",NA,NA,NA,NA,"Southern America",NA,"BHCB008380",NA,NA,NA,NA,NA,NA,NA,NA
"195","2020-12-11 11:39:59-03","UFMG","BHCB","44287","PreservedSpecimen","Plantae","Dicotyledon",NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla",NA,"2014","06","23","Campos Neto, FC","s.n.","1999","01","05","Brasil","Minas Gerais","Oliveira",NA,"-44.8272018432617","-20.6963996887207","38796",NA,"liana","auto","Vell.",NA,NA,NA,NA,"Southern America",NA,"BHCB008382",NA,NA,NA,NA,NA,NA,NA,NA
"196","2020-12-11 11:39:59-03","UFMG","BHCB","145001","PreservedSpecimen","Plantae","Dicotyledon",NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla",NA,NA,NA,NA,"Giacomin, LL; Viana, PL; Mota, NFO","889","2009","04","09","Brasil","São Paulo","Bananal","Estação Ecológica de Bananal, Margens da estrada que dá acesso a Estação.","-44.3199996948242","-22.6800003051758","26795",NA,"Trepadeira, com frutos imaturos verdes.","auto","Vell.",NA,NA,NA,NA,"Southern America",NA,"BHCB025819",NA,NA,NA,NA,NA,NA,NA,NA
"197","2020-12-11 11:39:59-03","UFMG","BHCB","25082","PreservedSpecimen","Plantae","Dicotyledon",NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla",NA,"2014","06","23","Teixeira, WA","s.n.","1994","06","04","Brasil","Minas Gerais","Itabirito","Pico do Itabirito","-43.801399230957","-20.2532997131348","20553",NA,"Folhas com glândulas verde claro muito nítida.; Area de transição da canga para mata de galeria","auto","Vell.",NA,NA,NA,NA,"Southern America",NA,"BHCB008389",NA,NA,NA,NA,NA,NA,NA,NA
"198","2020-12-11 11:39:59-03","UFMG","BHCB","31929","PreservedSpecimen","Plantae","Dicotyledon",NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla",NA,"2014","06","23","Lombardi, JA","1253","1996","04","10","Brasil","Minas Gerais","Caeté","Serra da Piedade, Margem da estrada na base da serra","-43.6697006225586","-19.8799991607666","22051",NA,"Pecíolo roxo, folhas herbáceas verdes mas com verde-claro em volta das nervuras na face adaxial, frutos imaturos verdes.; Mata semidecídua","auto","Vell.",NA,NA,NA,NA,"Southern America",NA,"BHCB008400",NA,NA,NA,NA,NA,NA,NA,NA
"199","2020-12-11 11:39:59-03","UFMG","BHCB","92769","PreservedSpecimen","Plantae","Dicotyledon",NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla",NA,"2014","06","20","Mota, RC da; Faria, FS; Viana, PL","2890","2005","04","18","Brasil","Minas Gerais","Catas Altas","Serra do Caraça., Planta coletada no primeiro platô na subida do Pico do Inficcionado","-43.4075012207031","-20.0746994018555","11966",NA,"Frutos maduros atropurpúreos.; Planta coletada no primeiro platô na subida do Pico do Inficcionado;","auto","Vell.",NA,NA,NA,NA,"Southern America",NA,"BHCB008385",NA,NA,NA,NA,NA,NA,NA,NA
"200","2021-03-24 17:18:16-03","UFMA","MAR","10916","S","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla",NA,NA,NA,NA,"GUTERRES, A.V.F.","357","2016","02","27","Brasil","Maranhão","São José de Ribamar","Praia do Caúra","-44.047278","-2.554222",NA,NA,"Trepadeira, corola branca, fimbrias roxas",NA,"Vell.","44º02'50.2W","2º33'15.2S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2021-02-11 17:21:09-03","UFPR","UPCB","15749","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","organensis","Passiflora organensis","Cervi, A.C.","1984","10","29","Mattos, J.","9893a","1967","01","01","Brasil","São Paulo",NA,"Entre Santa Izabel e Igaratá",NA,NA,NA,NA,"Capoeira..",NA,"Gardn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2021-02-11 17:21:09-03","UFPR","UPCB","31641","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","organensis","Passiflora organensis","Cervi, A.C.","1996","01","01","Hatschbach, G.","61123","1994","10","07","Brasil","Espírito Santo","Iúna","BLOQUEADO",NA,NA,NA,NA,"Escandente, flor verde-pálido, estaminódios alternadamente alvos e vinosos. Capoeira..",NA,"Gardn.","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2021-02-11 17:21:09-03","UFPR","UPCB","46353","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","organensis","Passiflora organensis","Cervi, A.C.","2002","11","28","Demuner, V.","644","2000","02","01","Brasil","Espírito Santo","Santa Teresa","BLOQUEADO",NA,NA,NA,NA,"Trepadeira, botões florais e flores com sépalas verde rosadas, pétalas vinosas, anteras marrons com grãos de pólen amarelos, folha face dorsal verde com manchas claras, ventral rosada..",NA,"Gardn.","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2021-02-11 17:21:09-03","UFPR","UPCB","46584","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","organensis","Passiflora organensis","Cervi, A.C.","2003","01","01","Folli, D.A.","2530","1995","01","31","Brasil","Espírito Santo","Venda Nova do Imigrante","BLOQUEADO",NA,NA,NA,NA,"Trepadeira lenhosa, flor branca com centro roxo, botão verde claro, fruto maduro roxo e imaturo verde. Nome vulgar: maracujá-pintado. Capoeira, na chapada..",NA,"Gardn.","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2021-02-11 17:21:09-03","UFPR","UPCB","55054","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","organensis","Passiflora organensis","Cervi, A.C.","2006","01","01","Schwartsburd, P.B.","628","2005","01","14","Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha, capão da Fortaleza","-50","-25.233333",NA,NA,"Cálice verde, estigma roxo, estaminódios verde-roxo-branco. Topo do platô de arenitos, borda de campo e mata. Floresta ombrófila mista montana, rodeada por campos naturais..",NA,"Gardn.","-50","-25.233333","100","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2021-02-11 17:21:09-03","UFPR","UPCB","70782","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","organensis","Passiflora organensis","Cervi, A.C. & Anderman, L.C.","2010","04",NA,"Fraga, C.N.","2273","2008","10","16","Brasil","Espírito Santo","Castelo","BLOQUEADO",NA,NA,NA,NA,"Trepadeira, ciófila. Folhas discolores, face adaxial verde com máculas verde claro. Flores verde claro, corona listrada de verde a vinosa, androginóforo lilás, estames vinho, ovário verde com estigma vinho. Frutos verdes..",NA,"Gardn.","9999","9999","1220","1220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2021-02-11 17:21:09-03","UFPR","UPCB","42955","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","organensis","Passiflora organensis","Cervi, A.C.","2000","10","09","Campos Neto, F.C.",NA,"1999","01","05","Brasil","Minas Gerais","Oliveira",NA,"-44.8272018432617","-20.6963996887207","38796",NA,"Liana..","auto","Gardn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2021-02-11 17:21:09-03","UFPR","UPCB","60264","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","organensis","Passiflora organensis","Cervi, A.C.","2008","04",NA,"Souza, M.M.",NA,NA,NA,NA,"Brasil","Bahia","Camacan","Acesso 268","-39.4958000183105","-15.4191999435425","22686",NA,"Trepadeira, cultivada em vaso, folhas levemente coriáceas, verde-escuro nas duas faces, pétalas e sépalas esverdeadas, estames e pistilo vináceos, estigmas verdes, corona vinácea..","auto","Gardn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2021-02-11 17:21:09-03","UFPR","UPCB","53744","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","organensis","Passiflora organensis","Matos, F.B.","2006","01","01","Matos, F.B.","898","2006","01","17","Brasil","Paraná","Curitiba","Bairro Mossunguê, Condomínio Portal de Barigui","-49.2731018066406","-25.4277992248535","25180",NA,"Trepadeira coletada originalmente na Ilha do Mel, Paranaguá-PR, corona bandeada alva e púrpura, estames amarelos..","auto","Gardn.",NA,NA,"930","930",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2021-02-11 17:21:09-03","UFPR","UPCB","51013","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","organensis","Passiflora organensis","Cervi, A.C.","2005","01","01","Pott, A.","7750","1996","04","28","Brasil","Mato Grosso do Sul","Corumbá","Estação Ecológica Nhumirim, Fazenda Nhumirim, Nhecolandia","-57.6533012390137","-19.0091991424561","295160",NA,"Trepadeira, algumas folhas com mancha prateada, também observada em solo perturbado sob Hymenaea stignocarpa, de sementes deixadas por aves..","auto","Gardn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2021-02-11 17:21:09-03","UFPR","UPCB","27909","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","organensis","Passiflora organensis","Cervi, A.C.","1996","08","16","Vieira, M.F.","355","1986","04","04","Brasil","Minas Gerais","Araponga","Estouro, subida para a pedra do Boné, depois da casa do Sr. Eugênio, na primeira mina que surge na estrada","-42.5208015441895","-20.6667003631592","16385",NA,"Trepadeira, flor com sépalas e pétalas branco-esverdeadas; estaminóide róseo na base, roxo no centro e branco no ápice; estilete e filete vermelho-tijolo. Folha com pontuações verde-claras. Próxima da queda d'água..","auto","Gardn.",NA,NA,NA,NA,NA,NA,"UPCB0033016","UPCB0033016",NA,NA,NA,NA,NA,NA,NA
"212","2021-02-11 17:21:09-03","UFPR","UPCB","42347","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","organensis","Passiflora organensis","Cervi, A.C.","2000","01","01","Cervi, A.C.","7038","2000","05","04","Brasil","Paraná","Quatro Barras","Estrada da Graciosa","-49.0769004821777","-25.3656005859375","17116",NA,"Erva com frutos verde-amarelados. Beira da floresta..","auto","Gardn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2021-02-11 17:21:09-03","UFPR","UPCB","16350","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","organensis","Passiflora organensis","Cervi, A.C.","1989","03","16","Cervi, A.C.","2628","1989","03","08","Brasil","Paraná","Quatro Barras","Estrada da Graciosa, Rio do Corvo","-49.0769004821777","-25.3656005859375","17116",NA,"Pétalas e sépalas esverdeadas, uma série de filamentos brancos na base, a seguir roxo e ápice branco. Ov. glabro, est. vinosos, fruto globoso..","auto","Gardn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2021-02-11 17:21:09-03","UFPR","UPCB","50842","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","organensis","Passiflora organensis","Cervi, A.C.","2004","09","16","Stehmann, J.R.","3666","2004","12","02","Brasil","Minas Gerais","Novo Cruzeiro","Estrada Palmeiras para Fazenda Araras","-41.875301361084","-17.4680995941162","44539",NA,"Trepadeira, perianto esverdeado, reflexo, base da corona formando anel rosado, apêndices formando anéis verdes, púrpura, violeta e branco..","auto","Gardn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2021-02-11 17:21:09-03","UFPR","UPCB","51105","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","organensis","Passiflora organensis","Cervi, A.C.","2002","02","12","Irwin, H.S.","28716","1971","01","19","Brasil","Minas Gerais","Caeté","Lower slopes of Serra da Piedade","-43.6697006225586","-19.8799991607666","22051",NA,"Slender tendril-climber to ca. 3m long, corolla white, corona zoned white and violet, leaves conspicuosly zonate, woodland margin..","auto","Gardn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2021-02-11 17:21:09-03","UFPR","UPCB","50845","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","organensis","Passiflora organensis","Cervi, A.C.","2004","09","16","Lombardi, J.A.","5746","2004","03","01","Brasil","Minas Gerais","Bandeira","Mata do Boi Rajado, ca. 14km da sede de Bandeira, divisa com Bahia","-40.559398651123","-15.8846998214722","20058",NA,"Liana, folha papirácea, face abaxial roxa e adaxial verde com nervura branca, perianto branco, pétala ápice esverdeado, corona ápice e base roxos, parte mediana branca..","auto","Gardn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2021-02-11 17:21:09-03","UFPR","UPCB","30124","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","organensis","Passiflora organensis","Cervi, A.C.","1997","03",NA,"Kozera, C.","538","1997","03","26","Brasil","Paraná","Curitiba","Parque Barigüi","-49.2731018066406","-25.4277992248535","25180",NA,"Trepadeira com fruto imaturo. Orla da floresta com <em>Araucaria</em>..","auto","Gardn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2021-02-11 17:21:09-03","UFPR","UPCB","46728","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","organensis","Passiflora organensis","Pessoa, S. de V.A.","1999","04","20","Pessoa, S.de V.A.",NA,"1988","02","25","Brasil","Rio de Janeiro","Itatiaia","Parque Nacional de Itatiaia","-44.5633010864258","-22.4960994720459","19648",NA,"Trepadeira..","auto","Gardn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2021-02-11 17:21:09-03","UFPR","UPCB","24887","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","organensis","Passiflora organensis","Cervi, A.C.","1995","08",NA,"Teixeira, W.A.",NA,"1994","06","04","Brasil","Minas Gerais","Itabirito","Pico do Itabirito","-43.801399230957","-20.2532997131348","20553",NA,"Liana herbácea. Folha com glândulas verdes muito nítidas na limbo. Área de transição da canga para mata de galeria, Serra dos Inconfidentes, MBR..","auto","Gardn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2021-02-11 17:21:09-03","UFPR","UPCB","45676","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","organensis","Passiflora organensis","Cervi, A.C.","2002","01","01","Anderman, L.C.","3","2002","04","09","Brasil","Paraná","Quatro Barras","Rio do Corvo","-49.0769004821777","-25.3656005859375","17116",NA,"Trepadeira, frutos verdes. Orla da floresta..","auto","Gardn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2021-02-11 17:21:09-03","UFPR","UPCB","46308","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","organensis","Passiflora organensis","Cervi, A.C.","2002","11","27","Lombardi, J.A.","4629","2002","03","06","Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666","22051",NA,"Liana, cálice e corola creme esverdeados, corona creme com ápice roxo e ponta branca, ovário e estigma verdes, filetes arroxeados, anteras e estiletes roxos. Campo rupestre..","auto","Gardn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2021-02-11 17:21:09-03","UFPR","UPCB","42409","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","organensis","Passiflora organensis","Cervi, A.C.","2000","01","01","Cervi, A.C.","7044","1999","12","17","Brasil","Paraná","Guaratuba","Serra do Araçatuba, Morro dos Perdidos","-48.5746994018555","-25.8827991485596","41937",NA,"Erva escandente na beira do barranco..","auto","Gardn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2021-02-11 17:21:09-03","UFPR","UPCB","51737","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","organensis","Passiflora organensis","Dunaiski Jr., A.","2003","01","03","Dunaiski Jr., A.","2001","2003","01","03","Brasil","Paraná","Campina Grande do Sul","Trilha para o Pico Paraná","-49.0553016662598","-25.3055992126465","55154",NA,NA,"auto","Gardn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2021-02-11 17:21:09-03","UFPR","UPCB","84367","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophyla","Passiflora porophyla","Imig, D.C.",NA,NA,NA,"Imig, D.C.","114","2013","01","03","Brasil","Minas Gerais","Conceição de Ibitipoca","Parque Estadual de Ibitipoca. Sobre formação rochosa em concentração de matéria orgânica.",NA,NA,NA,NA,"Flores alvas e róseas. Brácteas róseas.",NA,"Vell.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2021-02-11 17:21:09-03","UFPR","UPCB","84366","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophyla","Passiflora porophyla","Imig, D.C.",NA,NA,NA,"Imig, D.C.","113","2013","01","03","Brasil","Minas Gerais","Arantina",NA,"-44.2557983398438","-21.9111003875732","12251",NA,"Flores arroxeadas, sépalas roxas. Filamentos dolabriformes roxos.","auto","Vell.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2021-02-11 17:21:09-03","UFPR","UPCB","60135","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","Bernacci, L.C.","2016","04","20","Dornelas, M.",NA,"2007","09","15","Brasil","São Paulo","Capão Bonito","Rodovia SP 181","-48.343333","-24.241389",NA,NA,"Flores creme, filamentos da corona em duas séries. Barranco sombreado na beira da estrada..",NA,"Vell.","-48.343333","-24.241389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2021-02-11 17:21:09-03","UFPR","UPCB","19904","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","Bernacci, L.C.","2016","04","20","Pizziolo, R.M.","46","1984","05","03","Brasil","Espírito Santo","Santa Teresa","BLOQUEADO",NA,NA,NA,NA,"Trepadeira, fruto jovem..",NA,"Vell.","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2021-02-11 17:21:09-03","UFPR","UPCB","20501","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","Imig, D.C.","2012","05","22","Chagas e Silva, F.","534","1983","02","04","Brasil","Paraná","São Luiz do Purunã","BR 277, Serra de São Luiz do Purunã.",NA,NA,NA,NA,"Trepadeira, botão floral verde, fruto imaturo verde, frequente na área..",NA,"Vell.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2021-02-11 17:21:09-03","UFPR","UPCB","15462","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","Imig, D.C.","2012","05","22","Dias, M.C.",NA,"1986","03","09","Brasil","São Paulo","Iporanga",NA,"-48.5900001525879","-24.5799999237061","38740",NA,"Trepadeira, botão floral verde, flores com perigônio verde, estame róseo e verde. Beira da estrada, no barranco..","auto","Vell.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2021-02-11 17:21:09-03","UFPR","UPCB","75935","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","Imig, D. C.","2012","01","03","Imig, D.C.","67","2012","01",NA,"Brasil","Rio de Janeiro","Angra dos Reis","Borda de floresta, antes de chegar na cidade","-44.3180999755859","-23.0067005157471","32988",NA,"Trepadeira herbácea.","auto","Vell.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2021-02-11 17:21:09-03","UFPR","UPCB","11885","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","Bernacci, L.C.","2016","04","20","Reitz | Klein","14682","1963","04","12","Brasil","Santa Catarina","Lacerdópolis","Capinzal","-51.5558013916016","-27.2600002288818","10351",NA,"Nova para o Brasil. Liana; flor branco-esverdeada; fruto maduro roxo-escuro.","auto","Vell.",NA,NA,"500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2021-02-11 17:21:09-03","UFPR","UPCB","16349","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","Imig, D.C.","2012","05","22","Cervi, A.C.","2615","1989","03","02","Brasil","Paraná","Quatro Barras","Estrada da Graciosa, Rio do Corvo.","-49.0769004821777","-25.3656005859375","17116",NA,"Pétala e sépala esverdeadas, coroa de filamentos em uma série, base branca, depois azul e ápice branco, opérculo alvo. Beira da picada..","auto","Vell.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2021-02-11 17:21:09-03","UFPR","UPCB","13463","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","Imig, D.C.","2012","05","22","Silva, S.M.","493","1986","04","12","Brasil","Paraná","Pontal do Paraná","Ilha do Mel, Morro do Meio.","-48.511100769043","-25.6735992431641","19508",NA,"Trepadeira com flores alvacentas, filamento de cora com manchas violáceas com frutos..","auto","Vell.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2021-02-11 17:21:09-03","UFPR","UPCB","75936","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","Imig, D. C.","2012","01","04","Imig, D.C.","66","2012","04",NA,"Brasil","Paraná","Quatro Barras","Início da descida da Estrada da Graciosa","-49.0769004821777","-25.3656005859375","17116",NA,"Trepadeira, beira da Estrada, frutos maduros bagas verdes com manchas rochas, frutos jovens verde claros, arilo transparente.","auto","Vell.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
