"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","day","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"51","2021-03-30 12:48:29-03","EAO","IAN","198213","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","Rodrigues, ST; Nascimento, MP do","728","2007","09","Southern America","Brasil","Pará","Belém","Horto de plantas medicinais Embrapa Amazônia Oriental. Acesso 1087.","-48.5043983459473","-1.4558299779892",NA,"Arbusto fértil, com ifrustescência em espiga terminal.","IAN198213",NA,NA,"13",NA,NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-30 12:48:29-03","EAO","IAN","198217","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","Rodrigues, ST; Nascimento, MP do","732","2007","09","Southern America","Brasil","Pará","Belém","Horto de plantas medicinais Embrapa Amazônia Oriental. Acesso 1088 - A1.","-48.5043983459473","-1.4558299779892",NA,"Arbusto fértil vom frutos em espigas.","IAN198217",NA,NA,"13",NA,NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-30 12:48:29-03","EAO","IAN","198212","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","Rodrigues, ST; Nascimento, MP do","727","2007","09","Southern America","Brasil","Pará","Belém","Horto de plantas medicinais Embrapa Amazônia Oriental. Acesso 1088 - A4.","-48.5043983459473","-1.4558299779892",NA,"Arbusto fértil, com frutos em espiga.","IAN198212",NA,NA,"13",NA,NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-30 12:48:29-03","EAO","IAN","198209","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","Rodrigues, ST; Nascimento, MP do","724","2007","09","Southern America","Brasil","Pará","Belém","Horto de plantas medicinais Embrapa Amazônia Oriental. Acesso 1090 - A5.","-48.5043983459473","-1.4558299779892",NA,"Arbusto fértil, com frutos em espigos.","IAN198209",NA,NA,"13",NA,NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-30 12:48:29-03","EAO","IAN","198208","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","Rodrigues, ST; Nascimento, MP do","723","2007","09","Southern America","Brasil","Pará","Belém","Horto de plantas medicinais Embrapa Amazônia Oriental. Acesso 1092 - A5.","-48.5043983459473","-1.4558299779892",NA,"Arbusto fértil, com frutos em espigos.","IAN198208",NA,NA,"13",NA,NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-30 12:48:29-03","EAO","IAN","198206","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","Rodrigues, ST; Nascimento, MP do","721","2007","09","Southern America","Brasil","Pará","Belém","Horto de plantas medicinais Embrapa Amazônia Oriental. Acesso 1093 - A6.","-48.5043983459473","-1.4558299779892",NA,"Arbusto fértil, com frutos em espigas.","IAN198206",NA,NA,"13",NA,NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-30 12:48:29-03","EAO","IAN","198207","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","Rodrigues, ST; Nascimento, MP do","722","2007","09","Southern America","Brasil","Pará","Belém","Horto de plantas medicinais Embrapa Amazônia Oriental. Acesso 1094 - A4.","-48.5043983459473","-1.4558299779892",NA,"Arbusto fértil, inflorescência tipo espiga.","IAN198207",NA,NA,"13",NA,NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-30 12:48:29-03","EAO","IAN","198205","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","Rodrigues, ST; Nascimento, MP do","720","2007","09","Southern America","Brasil","Pará","Belém","Horto de plantas medicinais Embrapa Amazônia Oriental. Acesso 1094 - A6.","-48.5043983459473","-1.4558299779892",NA,"Arbusto fértil, com frutos em espigas.","IAN198205",NA,NA,"13",NA,NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-30 12:48:29-03","EAO","IAN","198204","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","Rodrigues, ST; Nascimento, MP do","719","2007","09","Southern America","Brasil","Pará","Belém","Horto de plantas medicinais Embrapa Amazônia Oriental. Acesso 1095 - A7.","-48.5043983459473","-1.4558299779892",NA,"Arbusto fértil, com frutos em espigas.","IAN198204",NA,NA,"13",NA,NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-30 12:48:29-03","EAO","IAN","198203","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","Rodrigues, ST; Nascimento, MP do","718","2007","09","Southern America","Brasil","Pará","Belém","Horto de plantas medicinais Embrapa Amazônia Oriental. Acesso 1096 - A7.","-48.5043983459473","-1.4558299779892",NA,"Arbusto fértil, com frutos em espigas.","IAN198203",NA,NA,"13",NA,NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-30 12:48:29-03","EAO","IAN","198210","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","Rodrigues, ST; Nascimento, MP do","725","2007","09","Southern America","Brasil","Pará","Belém","Horto de plantas medicinais Embrapa Amazônia Oriental. Acesso 1098 - A9.","-48.5043983459473","-1.4558299779892",NA,"Arbusto fértil, com infrutecência em espigos.","IAN198210",NA,NA,"13",NA,NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-30 12:48:29-03","EAO","IAN","198211","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","Rodrigues, ST; Nascimento, MP do","726","2007","09","Southern America","Brasil","Pará","Belém","Horto de plantas medicinais Embrapa Amazônia Oriental. Acesso 1099 - A10.","-48.5043983459473","-1.4558299779892",NA,"Arbusto fértil, com infrutecência em espigos.","IAN198211",NA,NA,"13",NA,NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-30 12:48:29-03","EAO","IAN","198216","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","Rodrigues, ST; Nascimento, MP do","731","2007","09","Southern America","Brasil","Pará","Belém","Horto de plantas medicinais Embrapa Amazônia Oriental. Acesso 1100 - A11.","-48.5043983459473","-1.4558299779892",NA,"Arbusto fértil com inflorescência em espiga.","IAN198216",NA,NA,"13",NA,NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-30 12:48:29-03","EAO","IAN","198215","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","Rodrigues, ST; Nascimento, MP do","730","2007","09","Southern America","Brasil","Pará","Belém","Horto de plantas medicinais Embrapa Amazônia Oriental. Acesso 1103 - A4","-48.5043983459473","-1.4558299779892",NA,"Arbusto estéril.","IAN198215",NA,NA,"13",NA,NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-30 12:48:29-03","EAO","IAN","192742","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","Rodrigues, IA","s.n.","1994","07","Southern America","Brasil","Pará","Breu Branco","Estrada a 6Km de Breu Branco, próximo a Tucuruí.","-49.4609985351562","-4.00899982452393",NA,NA,"IAN192742",NA,NA,"30",NA,NA,"108062","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-30 12:48:29-03","EAO","IAN","192743","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","Rodrigues, IA","s.n.","1994","07","Southern America","Brasil","Pará","Breu Branco","Estrada de piçarra indo para a fazenda CCM, bifurcação a esquerda, fazenda de um japonês.","-49.4609985351562","-4.00899982452393",NA,NA,"IAN192743",NA,NA,"30",NA,NA,"108062","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-30 12:48:29-03","EAO","IAN","174720","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","Rodrigues, IA","s.n.","1994","07","Southern America","Brasil","Pará","Breu Branco","Tucuruí, Estrada da piçarreira.","-49.4609985351562","-4.00899982452393",NA,"Arbusto de 1,30m de altura; frutos verdes, para análise.","IAN174720",NA,NA,"30",NA,NA,"108062","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-30 12:48:29-03","EAO","IAN","174724","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","Rodrigues, IA","1608","1994","07","Southern America","Brasil","Pará","Breu Branco","Tucuruí, sítio do japonês. Estrada da piçarreira.","-49.4609985351562","-4.00899982452393",NA,"Arbusto de 1,5m de altura; frutos novos.","IAN174724",NA,NA,"30",NA,NA,"108062","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-30 12:48:29-03","EAO","IAN","152893","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","Ribeiro, BGS","1338","1976","06","Southern America","Brasil","Pará","Marabá","Margem da estrada 1-4. Mata de terra firme.","-49.1178016662598","-5.36860990524292",NA,"Arbusto de 2m de altura. Frutos verdes.","IAN152893",NA,"Skorupa, LA","24",NA,NA,"262883","auto",NA,NA,"1996","06",NA,NA,NA,NA,NA,NA
"70","2021-03-30 12:48:29-03","EAO","IAN","152969","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","Ribeiro, BGS","1414","1976","06","Southern America","Brasil","Pará","Marabá","Serra dos Carajás.","-49.1178016662598","-5.36860990524292",NA,"Arbusto de 2m de altura. Frutos verdes.","IAN152969",NA,NA,"28",NA,NA,"262883","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-30 12:48:29-03","EAO","IAN","152921","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","Ribeiro, BGS","1366","1976","06","Southern America","Brasil","Pará","Marabá","Serra dos Carajás. Base 1.","-49.1178016662598","-5.36860990524292",NA,"Arbusto de 2m de altura. Frutos verdes.","IAN152921",NA,"Gilberto, SR","26",NA,NA,"262883","auto",NA,NA,"1977","07",NA,NA,NA,NA,NA,NA
"72","2021-03-30 12:48:29-03","EAO","IAN","148303","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","Cavalcante, PB","2678","1970","04","Southern America","Brasil","Pará","Marabá","Serra dos Carajás, Serra Norte.","-49.1178016662598","-5.36860990524292",NA,"Arbusto fino com 3m de altura.","IAN148303",NA,NA,"20",NA,NA,"262883","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-03-30 12:48:29-03","EAO","IAN","192741","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","Rodrigues, IA","s.n.","1994","08","Southern America","Brasil","Pará","Moju","Fazenda Bonal coletada em um seringal perto da casa","-48.7689018249512","-1.88389003276825",NA,NA,"IAN192741",NA,NA,"04",NA,NA,"186920","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-30 12:48:29-03","EAO","IAN","192744","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","Rodrigues, IA","s.n.","1994","08","Southern America","Brasil","Pará","Moju","Fazenda Maisa","-48.7689018249512","-1.88389003276825",NA,NA,"IAN192744",NA,NA,"02",NA,NA,"186920","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-30 12:48:29-03","EAO","IAN","174744","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","Rodrigues, IA","s.n.","1994","08","Southern America","Brasil","Pará","Moju","Estrada da CCM.","-48.7689018249512","-1.88389003276825",NA,NA,"IAN174744",NA,NA,"03",NA,NA,"186920","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-30 12:48:29-03","EAO","IAN","174743","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","Rodrigues, IA","s.n.","1994","08","Southern America","Brasil","Pará","Moju","Fazenda Maiza, estrada CCM.","-48.7689018249512","-1.88389003276825",NA,"Frutos verdes.","IAN174743",NA,NA,"03",NA,NA,"186920","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-30 12:48:29-03","EAO","IAN","174742","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","Rodrigues, IA","1626","1994","08","Southern America","Brasil","Pará","Moju","Fazenda Maiza. Estrada CCM.","-48.7689018249512","-1.88389003276825",NA,NA,"IAN174742",NA,NA,"03",NA,NA,"186920","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-03-30 12:48:29-03","EAO","IAN","174745","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","Rodrigues, IA","s.n.","1994","08","Southern America","Brasil","Pará","Moju","Fazenda Maiza. Estrada CCM.","-48.7689018249512","-1.88389003276825",NA,NA,"IAN174745",NA,NA,"03",NA,NA,"186920","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-03-30 12:48:29-03","EAO","IAN","192740","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","Rodrigues, IA","s.n.","1994","08","Southern America","Brasil","Pará","Moju","Fazenda Moju","-48.7689018249512","-1.88389003276825",NA,"Flor creme","IAN192740",NA,NA,"04",NA,NA,"186920","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-03-30 12:48:29-03","EAO","IAN","146502","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","Ribeiro, BGS","574","1974","08","Southern America","Brasil","Pará","Paragominas","Fazenda Pinheiro, Km 135.","-47.3527984619141","-2.99583005905151",NA,"Arbusto de 3m de altura. Frutos verdes.","IAN146502",NA,"Skorupa, LA","22",NA,NA,"186685","auto",NA,NA,"1996","06",NA,NA,NA,NA,NA,NA
"81","2021-03-30 12:48:29-03","EAO","IAN","174558","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","Rodrigues, IA","1530","1993","07","Southern America","Brasil","Pará","Parauapebas","5ª dos Carajás. Área da CVRD.","-49.9021987915039","-6.06750011444092",NA,NA,"IAN174558",NA,NA,"29",NA,NA,"147801","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2021-03-30 12:48:29-03","EAO","IAN","173239","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","Martins-da-Silva, RCV","44","2001","03","Southern America","Brasil","Pará","Parauapebas","Carajás, Serra dos Carajás, mina de ferro. Vegetação de Canga","-49.9021987915039","-6.06750011444092",NA,"Arbusto de 50cm de altura.","IAN173239",NA,NA,"13",NA,NA,"147801","auto",NA,NA,"2001","03",NA,NA,NA,NA,NA,NA
"83","2021-03-30 12:48:29-03","EAO","IAN","174765","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","Rodrigues, IA","1649","1995","01","Southern America","Brasil","Pará","Parauapebas","CVRD, N1/L1","-49.9021987915039","-6.06750011444092",NA,NA,"IAN174765",NA,"Nascimento, MP do","11",NA,NA,"147801","auto",NA,NA,"2007","06","12",NA,NA,NA,NA,NA
"84","2021-03-30 12:48:29-03","EAO","IAN","174556","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","Rodrigues, IA","1528","1993","07","Southern America","Brasil","Pará","Parauapebas","Serra dos Carajás. Área da CVRD.","-49.9021987915039","-6.06750011444092",NA,NA,"IAN174556",NA,NA,"29",NA,NA,"147801","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2021-03-30 12:48:29-03","EAO","IAN","163881","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","Rodrigues, IA","1433","1991","08","Southern America","Brasil","Pará","Parauapebas","Serra dos Carajás, área do antigo hospital N-5.","-49.9021987915039","-6.06750011444092",NA,NA,"IAN163881",NA,NA,"12",NA,NA,"147801","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2021-03-30 12:48:29-03","EAO","IAN","174763","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","Rodrigues, IA","1647","1995","01","Southern America","Brasil","Pará","Parauapebas","Serra dos Carajás. (CVRD). N1/L1.","-49.9021987915039","-6.06750011444092",NA,NA,"IAN174763",NA,NA,"11",NA,NA,"147801","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2021-03-30 12:48:29-03","EAO","IAN","174777","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","Rodrigues, IA","1661","1995","01","Southern America","Brasil","Pará","Parauapebas","Serra dos Carajás (CVRD). N-5.","-49.9021987915039","-6.06750011444092",NA,NA,"IAN174777",NA,NA,"11",NA,NA,"147801","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2021-03-30 12:48:29-03","EAO","IAN","174752","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","Rodrigues, IA","1636","1995","01","Southern America","Brasil","Pará","Parauapebas","Serra dos Carajás. (CVRD). Rio Parauapebas. Cinturão verde.","-49.9021987915039","-6.06750011444092",NA,NA,"IAN174752",NA,NA,"10",NA,NA,"147801","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2021-03-30 12:48:29-03","EAO","IAN","163883","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","Rodrigues, IA","1435","1991","08","Southern America","Brasil","Pará","Parauapebas","Serra dos Carajás, entrada para o N-1.","-49.9021987915039","-6.06750011444092",NA,NA,"IAN163883",NA,NA,"13",NA,NA,"147801","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2021-03-30 12:48:29-03","EAO","IAN","174544","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","Rodrigues, IA; Gomes, MRO","1516","1993","06","Southern America","Brasil","Pará","Parauapebas","Serra dos Carajás. (L/1N-1).","-49.9021987915039","-6.06750011444092",NA,NA,"IAN174544",NA,NA,"23",NA,NA,"147801","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2021-03-30 12:48:29-03","EAO","IAN","174543","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","Rodrigues, IA; Gomes, MRO","1515","1993","06","Southern America","Brasil","Pará","Parauapebas","Serra dos Carajás. (L/1N-1).","-49.9021987915039","-6.06750011444092",NA,NA,"IAN174543",NA,NA,"23",NA,NA,"147801","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2021-03-30 12:48:29-03","EAO","IAN","174540","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","Rodrigues, IA; Gomes, MRO","1512","1993","06","Southern America","Brasil","Pará","Parauapebas","Serra dos Carajás. (L-2).","-49.9021987915039","-6.06750011444092",NA,NA,"IAN174540",NA,NA,"23",NA,NA,"147801","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2021-03-30 12:48:29-03","EAO","IAN","174541","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","Rodrigues, IA; Gomes, MRO","1513","1993","06","Southern America","Brasil","Pará","Parauapebas","Serra dos Carajás. (L-2).","-49.9021987915039","-6.06750011444092",NA,NA,"IAN174541",NA,NA,"23",NA,NA,"147801","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2021-03-30 12:48:29-03","EAO","IAN","174551","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","Rodrigues, IA; Gomes, MRO","1523","1993","06","Southern America","Brasil","Pará","Parauapebas","Serra dos Carajás (N-1/L-1).","-49.9021987915039","-6.06750011444092",NA,NA,"IAN174551",NA,NA,"23",NA,NA,"147801","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2021-03-30 12:48:29-03","EAO","IAN","174548","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","Rodrigues, IA; Gomes, MRO","1520","1993","06","Southern America","Brasil","Pará","Parauapebas","Serra dos Carajás (N-1/L-1).","-49.9021987915039","-6.06750011444092",NA,NA,"IAN174548",NA,NA,"23",NA,NA,"147801","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2021-03-30 12:48:29-03","EAO","IAN","174547","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","Rodrigues, IA; Gomes, MRO","1519","1993","06","Southern America","Brasil","Pará","Parauapebas","Serra dos Carajás (N-1/L-1).","-49.9021987915039","-6.06750011444092",NA,NA,"IAN174547",NA,NA,"23",NA,NA,"147801","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2021-03-30 12:48:29-03","EAO","IAN","174546","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","Rodrigues, IA; Gomes, MRO","1518","1993","06","Southern America","Brasil","Pará","Parauapebas","Serra dos Carajás (N-1/L-1).","-49.9021987915039","-6.06750011444092",NA,NA,"IAN174546",NA,NA,"23",NA,NA,"147801","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2021-03-30 12:48:29-03","EAO","IAN","174550","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","Rodrigues, IA; Gomes, MRO","1522","1993","06","Southern America","Brasil","Pará","Parauapebas","Serra dos Carajás (N-1/L-1).","-49.9021987915039","-6.06750011444092",NA,NA,"IAN174550",NA,NA,"23",NA,NA,"147801","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2021-03-30 12:48:29-03","EAO","IAN","174549","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","Rodrigues, IA; Gomes, MRO","1521","1993","06","Southern America","Brasil","Pará","Parauapebas","Serra dos Carajás (N-1/L-1).","-49.9021987915039","-6.06750011444092",NA,NA,"IAN174549",NA,NA,"23",NA,NA,"147801","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2021-03-30 12:48:29-03","EAO","IAN","174545","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","Rodrigues, IA; Gomes, MRO","1517","1993","06","Southern America","Brasil","Pará","Parauapebas","Serra dos Carajás (N-1/L-1).","-49.9021987915039","-6.06750011444092",NA,NA,"IAN174545",NA,NA,"23",NA,NA,"147801","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2021-03-30 12:48:29-03","EAO","IAN","174552","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","Rodrigues, IA; Gomes, MRO","1524","1993","06","Southern America","Brasil","Pará","Parauapebas","Serra dos Carajás (N-1/L-2).","-49.9021987915039","-6.06750011444092",NA,NA,"IAN174552",NA,NA,"23",NA,NA,"147801","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2021-03-30 12:48:29-03","EAO","IAN","174554","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","Rodrigues, IA; Gomes, MRO","1526","1993","06","Southern America","Brasil","Pará","Parauapebas","Serra dos Carajás (N-1/L-2).","-49.9021987915039","-6.06750011444092",NA,NA,"IAN174554",NA,NA,"23",NA,NA,"147801","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2021-03-30 12:48:29-03","EAO","IAN","174553","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","Rodrigues, IA; Gomes, MRO","1525","1993","06","Southern America","Brasil","Pará","Parauapebas","Serra dos Carajás (N-1/L-2).","-49.9021987915039","-6.06750011444092",NA,NA,"IAN174553",NA,NA,"23",NA,NA,"147801","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2021-03-30 12:48:29-03","EAO","IAN","163885","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf","Rodrigues, IA","1437","1991","08","Southern America","Brasil","Pará","Parauapebas","Serra dos Carajás, N-1. Perto do lago.","-49.9021987915039","-6.06750011444092",NA,NA,"IAN163885",NA,NA,"13",NA,NA,"147801","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
