"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","dayIdentified","continentOcean","preparationType","previousCatalogNumber","barcode","infraspecificEpithet","typeStatus","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"1482","2015-01-24 11:54:00-02","MO","MOBOT","3003598","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","M. Nee",NA,NA,"L.A.M. Silva|André M. de Carvalho|Talmon S. dos Santos","Silva 1501","1982",NA,NA,"Brazil","Bahia",NA,"Municipio de Ilhéus. Rodovia Olivença/Maroim 12km ao S. de Olivença. margen do rio Acuipe. Solo argiloso. capoeira",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1483","2011-06-10 12:53:00-03","MO","MOBOT","464681","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","M. Nee (NY)",NA,NA,"Bruce K. Holst|Julian A. Steyermark|Bruno J. Manara","Holst 2242","1985","4","5","Venezuela","Bolívar",NA,"Gran Sabana. Mareman-Parú, 50 kms. al N de Kama-Meru. Aprox. 61º25'W, 5º40'N, alt. 1300 m. Bosque de Galería.","-61.41666","5.66666",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1300.00000000",NA,NA,NA,NA,NA,"85-28","2",NA
"1484","2008-05-27 22:02:00-03","MO","MOBOT","470838","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","D'Arcy & Benítez",NA,NA,"Ronald L. Liesner","Liesner 20026","1985","11","13","Venezuela","Bolívar",NA,"3 km W of El Pauji and 0 to 4 km S of road. Independencia along Río Pauji. Forest, secondary areas and savannah. Elev. 800 to 900 m, 4º30'N, 61º36'W.","-61.6","4.5",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"800.00000000","900.00000000",NA,NA,NA,NA,"85-58","3",NA
"1485","2008-05-27 22:02:00-03","MO","MOBOT","471440","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","M. Nee (NY)",NA,NA,"Thomas B. Croat","Croat 54183","1982","7","26","Venezuela","Bolívar",NA,"Along road from Icarabú to Santa Elena, 26-52 km northeast of Icabarú; roadside.","-61.56666","4.5",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"690.00000000","760.00000000",NA,NA,NA,NA,"372","3",NA
"1486","2008-05-27 22:02:00-03","MO","MOBOT","471499","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","M. Nee (NY)",NA,NA,"Thomas B. Croat","Croat 54239","1982","7","26","Venezuela","Bolívar",NA,"Along road from Icarabú to Santa Elena, 70 km north of Icabarú; in forest.","-61.48333","4.68333",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"790.00000000",NA,NA,NA,NA,NA,"374","3",NA
"1487","2012-08-14 12:59:00-03","MO","MOBOT","944860","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","M. Nee (NY)",NA,NA,"Carmen E. Benítez de Rojas|William G. D'Arcy","Benítez de Rojas 5209","1995","5","9","Venezuela","Bolívar",NA,"Municipio Gran Sabana: Cruce desde la Gran Sabana a la carretera que conduce a la base del Roraima. En bosquete.",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1100.00000000",NA,NA,NA,NA,NA,"5","9",NA
"1488","2016-03-16 16:33:00-03","MO","MOBOT","944892","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","M. Nee (NY)",NA,NA,"Carmen E. Benítez de Rojas|William G. D'Arcy","Benítez de Rojas 5229","1995","5","10","Venezuela","Bolívar",NA,"Municipio Gran Sabana: Carretera Santa Elena hacia Betania alrededores de comunidad Maurak, selva de galería.","-61.1833333","4.5833333",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"900.00000000","950.00000000",NA,NA,NA,NA,"6","2",NA
"1489","2012-08-14 12:59:00-03","MO","MOBOT","944938","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","M. Nee (NY)",NA,NA,"Carmen E. Benítez de Rojas|William G. D'Arcy","Benítez de Rojas 5256","1995","5","12","Venezuela","Bolívar",NA,"Municipio Gran Sabana: Camino entre aeropuerto Luepa y San Luis, en el primer puente vía Parupa.",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1250.00000000",NA,NA,NA,NA,NA,"11","4",NA
"1490","2012-08-14 12:59:00-03","MO","MOBOT","944948","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","M. Nee (NY)",NA,NA,"Carmen E. Benítez de Rojas|William G. D'Arcy","Benítez de Rojas 5262","1995","5","13","Venezuela","Bolívar",NA,"Municipio Gran Sabana: Km 135 de la Carretera Santa Elena-Piedra de la Virgen.",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1450.00000000",NA,NA,NA,NA,NA,"12","2",NA
"1491","2012-08-14 12:59:00-03","MO","MOBOT","944952","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","M. Nee (NY)",NA,NA,"Carmen E. Benítez de Rojas|William G. D'Arcy","Benítez de Rojas 5264","1995","5","13","Venezuela","Bolívar",NA,"Municipio Gran Sabana: Km 135 de la Carretera Santa Elena-Piedra de la Virgen.",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1450.00000000",NA,NA,NA,NA,NA,"12","4",NA
"1492","2012-04-11 09:43:00-03","MO","MOBOT","3001130","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","swartzianum","Solanum swartzianum argyrophyllum","Dunal","L.F. de Carvalho",NA,NA,"Dimitri Sucre","Sucre 8358","1972","11","1","Brazil","Espírito Santo",NA,"Reserva de linhares, Docemade",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"argyrophyllum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"1493","2013-05-07 06:03:00-03","MO","MOBOT","3002329","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","swartzianum","Solanum swartzianum argyrophyllum","Dunal","Carvalho",NA,NA,"Ynés Mexia","Mexia 5792","1931","5","8","Brazil","Minas Gerais",NA,"Diamantina. Olaria; border iof deep division ditch",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"argyrophyllum",NA,NA,"1250.00000000",NA,NA,NA,NA,NA,NA,NA,NA
"1494","2008-05-27 22:02:00-03","MO","MOBOT","3002655","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","swartzianum","Solanum swartzianum argyrophyllum","Dunal","Carvalho",NA,NA,"Howard S. Irwin","Irwin 28723","1971","1","19","Brazil",NA,NA,"Lower slopes of Serra da Piedade, road between BR-31 and caeté, secondary forest with numerous outcrops",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"argyrophyllum",NA,NA,"1600.00000000",NA,NA,NA,NA,NA,NA,NA,NA
"1495","2008-05-27 22:02:00-03","MO","MOBOT","3000402","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","swartzianum","Solanum swartzianum chrysophyllum","(Dunal) Carvalho","L.d'A. Freire de Carvalho",NA,NA,"Lima","Lima 1300","1980",NA,NA,"Brazil","Minas Gerais",NA,"Mun. Ouro Preto, Fazenda do Manso",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"chrysophyllum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1496","2020-11-10 04:40:00-03","MO","MOBOT","3000963","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","swartzianum","Solanum swartzianum chrysophyllum","(Dunal) Carvalho","L.F. de Carvalho",NA,NA,"H. C. de Lima","Lima 1300","1980","8","6","Brazil","Minas Gerais",NA,"Município de Ouro Preto, Fazenda do manso.",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"chrysophyllum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"1497","2014-05-02 12:00:00-03","MO","MOBOT","100704898","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","swartzianum","Solanum swartzianum swartzianum",NA,NA,NA,NA,"J.M.A. Braga|et al.","Braga 4011","1997","5","6","Brazil","Rio de Janeiro","Duque de Caxias","Reserva da Petrobras. Trilha ao redor do lago da barragem.","-43.2333333","-22.5166667",NA,NA,NA,NA,"South America",NA,NA,NA,"swartzianum",NA,NA,"50.00000000",NA,NA,NA,NA,NA,NA,"1",NA
"1498","2008-05-27 22:02:00-03","MO","MOBOT","3000512","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","swartzianum","Solanum swartzianum swartzianum",NA,"L.d'A. Freire de Carvalho",NA,NA,"SUCRE","SUCRE 9058","1972",NA,NA,"Brazil","Rio de Janeiro",NA,"estr. Cachoeira de Macacu, mun. Nova Friburgo",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"swartzianum",NA,NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA,NA
"1499","2012-04-11 09:44:00-03","MO","MOBOT","3000722","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","swartzianum","Solanum swartzianum swartzianum",NA,"L.F. de Carvalho",NA,NA,"Dimitri Sucre|Thomas R. Soderstrom","Sucre 9058","1972","4","29","Brazil","Rio de Janeiro",NA,"Município de nova Friburgo, estrada Cachoeira de Macacu-Nova Friburgo, + ou",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"swartzianum",NA,NA,"400.00000000",NA,NA,NA,NA,NA,NA,"1",NA
"1500","2012-04-26 09:03:00-03","MO","MOBOT","3002173","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","swartzianum","Solanum swartzianum swartzianum",NA,"Lúcia d'A. Freire de Carvalho",NA,NA,"Gert G. Hatschbach","Hatschbach 32601","1973","9","28","Brazil","Paraná",NA,"Contenda (mun. S. José dos pinhaes)",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"swartzianum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"1501","2013-05-07 06:03:00-03","MO","MOBOT","3002463","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","swartzianum","Solanum swartzianum swartzianum",NA,"Carvalho",NA,NA,"Ynés Mexia","Mexia 4363","1930","2","19","Brazil","Minas Gerais",NA,"Viçosa, Agricultural College lands. Hill northwest of main building; cut-over woods.",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"swartzianum",NA,NA,"690.00000000",NA,NA,NA,NA,NA,NA,NA,NA
"1502","2013-05-07 06:03:00-03","MO","MOBOT","3002554","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","swartzianum","Solanum swartzianum swartzianum",NA,"Carvalho",NA,NA,"Ynés Mexia","Mexia 4210","1930","1","5","Brazil","Minas Gerais",NA,"Viçosa. Road to São José de Barroso, about km. 4; capoera, second growth woods.",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"swartzianum",NA,NA,"750.00000000",NA,NA,NA,NA,NA,NA,NA,NA
"1503","2012-07-28 05:08:00-03","MO","MOBOT","3003613","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","swartzianum","Solanum swartzianum swartzianum",NA,"L.F. Carvalho",NA,NA,"* SILVA","SILVA 35","1990",NA,NA,"Brazil","São Paulo",NA,"cannaéia, Ilha do Cardoso, estrada para o Morro da Captação, restinga solo arenoso",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"swartzianum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1504","2020-03-26 14:24:00-03","MO","MOBOT","3002286","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","swartzianum","Solanum swartzianum argyrophyllum","Dunal","L.F. de Carvalho",NA,NA,"Vera L. Gomes|et al.","Gomes 111","1979","7","26","Brazil","Bahia","Uruçuca","250m km 25 da Estrada Uruçuca-Serra Grande.","-39.2844009399414","-14.5930995941162","33791",NA,"auto",NA,"South America",NA,NA,NA,"argyrophyllum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"1505","2012-04-11 09:43:00-03","MO","MOBOT","3001130","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","swartzianum","Solanum swartzianum argyrophyllum","Dunal","L.F. de Carvalho",NA,NA,"Dimitri Sucre","Sucre 8358","1972","11","1","Brazil","Espírito Santo",NA,"Reserva de linhares, Docemade",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"argyrophyllum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"1506","2013-05-07 06:03:00-03","MO","MOBOT","3002329","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","swartzianum","Solanum swartzianum argyrophyllum","Dunal","Carvalho",NA,NA,"Ynés Mexia","Mexia 5792","1931","5","8","Brazil","Minas Gerais",NA,"Diamantina. Olaria; border iof deep division ditch",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"argyrophyllum",NA,NA,"1250.00000000",NA,NA,NA,NA,NA,NA,NA,NA
"1507","2008-05-27 22:02:00-03","MO","MOBOT","3002655","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","swartzianum","Solanum swartzianum argyrophyllum","Dunal","Carvalho",NA,NA,"Howard S. Irwin","Irwin 28723","1971","1","19","Brazil",NA,NA,"Lower slopes of Serra da Piedade, road between BR-31 and caeté, secondary forest with numerous outcrops",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"argyrophyllum",NA,NA,"1600.00000000",NA,NA,NA,NA,NA,NA,NA,NA
"1508","2008-05-27 22:02:00-03","MO","MOBOT","3000402","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","swartzianum","Solanum swartzianum chrysophyllum","(Dunal) Carvalho","L.d'A. Freire de Carvalho",NA,NA,"Lima","Lima 1300","1980",NA,NA,"Brazil","Minas Gerais",NA,"Mun. Ouro Preto, Fazenda do Manso",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"chrysophyllum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1509","2020-11-10 04:40:00-03","MO","MOBOT","3000963","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","swartzianum","Solanum swartzianum chrysophyllum","(Dunal) Carvalho","L.F. de Carvalho",NA,NA,"H. C. de Lima","Lima 1300","1980","8","6","Brazil","Minas Gerais",NA,"Município de Ouro Preto, Fazenda do manso.",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"chrysophyllum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"1510","2020-06-22 14:19:13-03","UNESP-IBILCE","SJRP","21647","PreservedSpecimen","Plantae","Tracheophyta","Solanales","Solanaceae","Solanum","argenteum","Solanum argenteum","Dunal","L.D.F. Carvalho",NA,NA,"L.A.C. Rodas",NA,NA,NA,NA,"Brasil","Paraná","Londrina","parque estadual mata do godoy","-51.1627998352051","-23.3103008270264","63728","Árvore 3 m, flores brancas;","auto",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"1511","2020-06-22 14:19:14-03","UNESP-IBILCE","SJRP","12366","PreservedSpecimen","Plantae","Tracheophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","M. Nee",NA,NA,"O.S. Ribas",NA,NA,NA,NA,"Brasil","Paraná","Curitiba","capão do centro politécnico","-49.2731018066406","-25.4277992248535","25180","Arbusto 3 m, flores alvescentes, capão de araucária;","auto",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"1512","2020-06-22 14:19:14-03","UNESP-IBILCE","SJRP","23020","PreservedSpecimen","Plantae","Tracheophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","Stehlmann, J.R.",NA,NA,"Cavalcanti, D.C.",NA,NA,NA,NA,"Brasil","São Paulo","Guaratinguetá","reserva florestal da EEAR","-45.189998626709","-22.8099994659424","27040","Árvore 4 m, flores, mata de planalto;","auto",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"1513","2018-09-12 14:48:35-03","UNIOESTE","UNOP","7100","S","Plantae",NA,NA,"Solanaceae","Solanum","argenteum","Solanum argenteum","Dunal","Giacomin, L.L.","2011","09","Lombardi, J.A.; Taxonomia de Campo 2011.; Taxonomia de Campo 2011.","8384","2011","04","14","Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, trilha Suspensa.","-42.995297","-22.425556",NA,"Mata atlântica. Árvore ca. 7m, cálice marrom-esverdeado, corola alva, anteras amarelas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1190","1190","-42.995297","-22.425556",NA,NA,NA,NA,NA
"1514","2018-09-12 14:48:36-03","UNIOESTE","UNOP","7072","S","Plantae",NA,NA,"Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","Saka, M.N.","2011","07","Lombardi, J.A.; Taxonomia de Campo 2011.; Taxonomia de Campo 2011.","8386","2011","04","14","Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, trilha Suspensa.","-42.995297","-22.425556",NA,"Mata atlântica. Árvore ca. 4 m, cálice creme-esverdeado, corola branca com estrias roxas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1190","1190","-42.995297","-22.425556",NA,NA,NA,NA,NA
"1515","2018-09-12 14:48:36-03","UNIOESTE","UNOP","8336","S","Plantae",NA,NA,"Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","Saka, M.N.","2011","07","Saka, M.N.; Franco, B.; Franco, B.","63","2010","06","15","Brasil","São Paulo","São Lourenço da Serra","Reserva Particular do Patrimônio Natural Paiol Maria, Base - trilha menos atrás da base - Trilha Ibirá - Mirim","-46.9455","-23.825417",NA,"Interior de mata altlântica secundária. Arbusto caído na beira da trilha. Folhas argênteas na face abaxial. Flores alvas, com nervura principal das pétalas verde. Frutos imauros verdes, com cálice persistente, também verde. Prensando em álcool.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"733","733","-46.9455","-23.825417",NA,NA,NA,NA,NA
"1516","2018-09-12 14:48:36-03","UNIOESTE","UNOP","7091","S","Plantae",NA,NA,"Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","Saka, M.N.","2011","07","Lombardi, J.A.; Taxonomia de Campo 2011.; Taxonomia de Campo 2011.","8266","2011","04","12","Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, trilha entre o Alojamento 04 e a Pedra do Sino.","-42.995297","-22.425556",NA,"Mata de encosta. Arbusto, folhas com face abaxial argêntea, corola alva, frutos imaturos verde-esbranquiçado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1190","1190","-42.995297","-22.425556",NA,NA,NA,NA,NA
"1517","2018-09-12 14:48:36-03","UNIOESTE","UNOP","5661","S","Plantae",NA,NA,"Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","Ribeiro, A.",NA,NA,"Ribeiro, A.","12","2009","09","04","Brasil","Paraná","Curitiba","Jardim Botanico.Floresta Ombrófila mista.","-49.236389","-25.4425",NA,"Árvore com 5 m de altura.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"930","930","-49.236389","-25.4425",NA,NA,NA,NA,NA
"1518","2020-08-31 08:59:58-03","INPA","INPA","156935","S","Plantae","Dicotyledon Asterids","Solanales","Solanaceae","Solanum","bicolor","Solanum bicolor","Roem. & Schult.","Nee, MH","1986",NA,"Boom, BM","6274","1985","10","07","Venezuela","Bolívar","Cedeño","Panare Village of Corozal, Dist. Cedeño, Vinicity of Panare village of Corozal, 6 km from Maniapure toward Caicara.","-66.5","6.916667",NA,NA,NA,NA,"Southern America",NA,NA,"INPA0156935",NA,NA,"INPA0156935 INPA0156935_e","90","400","-66.5","6.916667",NA,NA,NA,NA,NA
"1519","2020-08-31 08:59:58-03","INPA","INPA","236062","S","Plantae","Dicotyledon Asterids","Solanales","Solanaceae","Solanum","bicolor","Solanum bicolor","Roem. & Schult.","Giacomin, LL","2014","05","Marinho, T","26","2010","09","02","Brasil","Roraima","Rorainópolis","Reserva Popular Xixuaú-Xipariná, Proximidades da comunidade, caminho da roça","-61.92909","-1.326428",NA,NA,NA,NA,"Southern America",NA,NA,"INPA0236062",NA,NA,"INPA0236062 INPA0236062_e","22","22","-61.92909","-1.326428",NA,NA,NA,NA,NA
"1520","2020-08-31 09:00:08-03","INPA","INPA","136033","S","Plantae","Dicotyledon Asterids","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","Nee, MH","1987",NA,"Rosa, NA","3497","1979","09","19","Brasil","Roraima",NA,"Divisa com a Venezuela, km 11-2, As proximidades da divisa com a Venezuela, km. 11-2 do marco BV-9. Cordilheira Paracaima.","-61.526572","4.043111",NA,NA,NA,NA,"Southern America",NA,NA,"INPA0136033",NA,NA,NA,"3440","3440","-61.526572","4.043111",NA,NA,NA,NA,NA
"1521","2020-08-31 09:00:08-03","INPA","INPA","27176","S","Plantae","Dicotyledon Asterids","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","Nee, MH","1987",NA,"Prance, GT","10042","1969","02","18","Brasil","Roraima","Alto Alegre","Serra dos Surucucus, South of Mission station. Disturbed forest on terra firme.","-63.55","2.7",NA,NA,NA,NA,"Southern America",NA,NA,"INPA0027176",NA,NA,NA,NA,NA,"-63.55","2.7",NA,NA,NA,NA,NA
"1522","2020-08-31 09:00:08-03","INPA","INPA","254133","S","Plantae","Dicotyledon Asterids","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum swartzianum","Roem. & Schult.",NA,NA,NA,"Braga, JMA","4011","1997","05","06","Brasil","Rio de Janeiro","Duque de Caxias","Reserva da Petrobrás. Trilha ao redor do lago da barragem.","-43.266667","-22.55",NA,NA,NA,NA,"Southern America",NA,NA,"INPA0254133","swartzianum",NA,"INPA0254133 INPA0254133_e","50","50","-43.266667","-22.55",NA,NA,NA,NA,NA
"1523","2020-07-10 09:49:28-03","MBML","MBML-HERBARIO","48096",NA,"Plantae",NA,NA,"Solanaceae","Solanum","argenteum","Solanum argenteum","Dunal ex Poir.","L.L. Giacomin/IX-2011",NA,NA,"J. A. Lombardi; Taxonomia de Campo","8384","2011","04","14","Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, trilha Suspensa","-42.999456","-22.452275",NA,"Mata atlântica. Árvore ca 7m, cálice marrom-esverdeado, corola alva, anteras amarelas",NA,NA,NA,NA,NA,"MBML048096",NA,NA,NA,"1190","1190","42W59'58,04","22S27'8,19",NA,NA,NA,NA,NA
"1524","2020-07-10 09:49:28-03","MBML","MBML-HERBARIO","51652",NA,"Plantae",NA,NA,"Solanaceae","Solanum","argenteum","Solanum argenteum","Dunal","K. Santiago/08-XI-2016",NA,NA,"G. Martinelli; D. Maurenza, R. Negrão & M. Moraes","19361","2016","08","10","Brasil","Rio de Janeiro","Nova Friburgo","Área de Proteção Ambiental de Macaé de Cima. Macaé de Cima, nascente do Rio das Flores, acima do Sítio Sophronitis. Mata atlântica de altitude","-42.521944","-22.436111",NA,"Arvoreta, 5m. Ciófila, folhas verdes, marcadamente discolores, flores com pedicelo verde, corola alva, estames amarelos, botões florais verde-alvacentos",NA,NA,NA,NA,NA,"MBML051652",NA,NA,NA,"1000","1000","42W31'19","22S26'10",NA,NA,NA,NA,NA
"1525","2020-07-10 09:49:28-03","MBML","MBML-HERBARIO","51787",NA,"Plantae",NA,NA,"Solanaceae","Solanum","argenteum","Solanum argenteum","Dunal ex Poir.","L. Kollmann/IX-2016",NA,NA,"Beatriz; Carolaine, Caroline, Jordane, Katiele, Keronlaine, Letícia, Maristela, Silvia, e Thaimiris","18","2016","06","01","Brasil","Espírito Santo","Santa Maria de Jetibá","Mata Viva do Belém","-40.7461013793945","-20.040599822998","31867","Próximo a estrada da área reflorestada (estrada de cima). Arbusto médio, flores sem cheiro brancas com miolo amarelo, folhas verde escuro sem pelos.","auto",NA,NA,NA,NA,"MBML051787",NA,NA,"MBML051787","713","713",NA,NA,NA,NA,NA,NA,NA
"1526","2020-07-10 09:49:32-03","MBML","MBML-HERBARIO","14351",NA,"Plantae",NA,NA,"Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","L.D.'A.F.Carv/J.Steh./M.F.Agra",NA,NA,"L. Kollmann; et al","3945","2001","06","13","Brasil","Espírito Santo","Santa Teresa","Cabeceira do Rio Bonito","-40.583333","-19.984167",NA,"Arbusto 3m no sol. Flores amarelas.",NA,NA,NA,NA,NA,"MBML014351",NA,NA,NA,NA,NA,"40W34'60","19S59'3",NA,NA,NA,NA,NA
"1527","2020-07-10 09:49:32-03","MBML","MBML-HERBARIO","14938",NA,"Plantae",NA,NA,"Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","L.D.'A.F.Carv/J.Steh./M.F.Agra",NA,NA,"L. Kollmann; et al","4288","2001","08","09","Brasil","Espírito Santo","Santa Teresa","Rio Saltinho","-40.506944","-19.936111",NA,"Arvoreto 6m. Frutos verdes. Flores brancas.",NA,NA,NA,NA,NA,"MBML014938",NA,NA,NA,NA,NA,"40W30'25","19S56'10",NA,NA,NA,NA,NA
"1528","2020-07-10 09:49:32-03","MBML","MBML-HERBARIO","17203",NA,"Plantae",NA,NA,"Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","L.D.'A.F.Carv/J.Steh./M.F.Agra",NA,NA,"R.R. Vervloet; et al","685","2002","08","13","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,"Árvore 4m de altura, flores com sépalas marrom claro, pétalas branca, estames amarelos, frutos imaturos de cor verde.",NA,NA,NA,NA,NA,"MBML017203",NA,NA,NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA
"1529","2020-07-10 09:49:32-03","MBML","MBML-HERBARIO","17670",NA,"Plantae",NA,NA,"Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","L.D.'A.F.Carv/J.Steh./M.F.Agra",NA,NA,"R.R. Vervloet; et al","448","2002","07","11","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,"Arbusto com 3m, meia encosta, folhas parte dorsal verde, ventral branca, flores com sépalas verde claro amarronzados, pétalas brancas, estames amarelos, frutos imaturos de cor verde claro, ambiente ensolarado.",NA,NA,NA,NA,NA,"MBML017670",NA,NA,NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA
