"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount"
"44","2020-02-08 08:56:06-03","NBC","NL-BOTANY","WAG.1166835","PreservedSpecimen","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","Breteler FJ","1964","04","16","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1166835 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1166835",NA,"Caryophyllales","(L.) H.Walter",NA,NA,NA,NA,"Venezuela. Near the border (=Rio Grande o Toro) between Estado Bolivar and Territorio Delta Amacuro.","-61.733333","8.066667","NL-WAG1166835",NA,NA,NA,NA,NA,NA,NA,"-61.733333","8.066667","Magnoliopsidae",NA,NA,NA
"45","2020-02-08 08:56:06-03","NBC","NL-BOTANY","WAG.1166836","PreservedSpecimen","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","Breteler FJ","1964","04","16","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1166836 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1166836",NA,"Caryophyllales","(L.) H.Walter",NA,NA,NA,NA,"Venezuela. Near the border (=Rio Grande o Toro) between Estado Bolivar and Territorio Delta Amacuro.","-61.733333","8.066667","NL-WAG1166836",NA,NA,NA,NA,NA,NA,NA,"-61.733333","8.066667","Magnoliopsidae",NA,NA,NA
"46","2020-02-08 08:56:06-03","NBC","NL-BOTANY","WAG.1166837","PreservedSpecimen","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","Breteler FJ","1965","04","22","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1166837 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1166837",NA,"Caryophyllales","(L.) H.Walter",NA,NA,NA,NA,"Venezuela. along road to La Carbonera, ± 40 km W. of Mérida.",NA,NA,"NL-WAG1166837",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"47","2020-02-08 08:56:06-03","NBC","NL-BOTANY","WAG.1166838","PreservedSpecimen","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","Breteler FJ","1965","04","22","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1166838 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1166838",NA,"Caryophyllales","(L.) H.Walter",NA,NA,NA,NA,"Venezuela. along road to La Carbonera, ± 40 km W. of Mérida.",NA,NA,"NL-WAG1166838",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"48","2020-02-08 08:56:06-03","NBC","NL-BOTANY","U.1481818","PreservedSpecimen","Plantae","Phytolaccaceae","Villamilla","octandra","Villamilla octandra","Smith HH","1898","01","01","Southern America","Colombia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1481818 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1481818",NA,"Caryophyllales","Hook.",NA,NA,NA,NA,"Santa marta, united states of colombia.",NA,NA,"NL-U1481818",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"49","2020-11-04 12:18:03-03","ESALQ","ESA","94374","PreservedSpecimen","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","Souza, V.C.; Lorenzi, H.; Jardim, J.G.","2005","06","29",NA,"Brasil",NA,NA,NA,"ESA094374","Magnoliophyta",NA,"(L.) Walt.","Jardim, J.G.","30688.0","Bahia","Ilhéus","Área do CEPLAC. Quadra D. Cabruca (Floresta ombrófila densa com plantação de cacau)","-39.0494003295898","-14.7889003753662","ESA094374","50","50","61245","auto",NA,NA,NA,"-39,221,889","-14,772,333",NA,NA,NA,NA
"50","2015-07-02 14:03:42-03","JBP","HPL","8186","S","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","V.C. Souza, H. Lorenzi et al.","2005","06","29",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"J.G. Jardim","30688","BA","Ilhéus","Coletado na área do CEPLAC, quadra D. Cabruca; em área de floresta ombrófila densa com plantação de Cacau. S 14° 46' 20,4; W 39° 13' 18,8 (50m.s.m.)","-39.0494","-14.7889",NA,NA,NA,"61245","auto","2005","06","29",NA,NA,NA,NA,NA,NA
"51","2019-02-15 11:47:11-02","IPA","IPA","44325","S","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","Hage, J.L.; Santos, E.B. dos; Santos, E.B. dos","1981","10","27","Southern America","Brasil",NA,NA,"Cipó escandente. Frutos imaturos verdes.; Região de Mata Higrófila Sul Baiana.","IPA0044325","Plantae",NA,"(L.) H. Walter","Furlan, A.","1487","Bahia","Ilhéus","CEPEC, Centro de Pesquisas do Cacau, km 22 rod. Ilhéus/Itabuna, BR 415. Quadra L.","-39.0494003295898","-14.7889003753662",NA,NA,NA,"61245","auto","1984","05","03",NA,NA,NA,NA,NA,NA
"52","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0044349","PreservedSpecimen","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","M. M. Arbo; A. Schinini, N. Loizaga de Castro, M. A. Zapater & R. Newmann","2005","12","4",NA,"Argentina",NA,NA,"Trepadora, ramas fructíferas péndulas. Eje de la inflorescencia y cáliz rojo, frutos maduros negros.",NA,"Magnoliophyta","Caryophyllales","(L.) H. Walter","A. Schinini","9045","Salta",NA,"Dep. Santa Victoria. Camino entre Finca Arazayal y ruta 50, casi Puente Internacional Argentina-Bolivia","-65.000854","-22.375968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-01 16:37:44-03","UNICAMP","UEC","12637","S","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","Hatschbach, G","1974","10","10",NA,"Brazil",NA,NA,"Trepadeira flor da mata, pluvial.","UEC146258","Magnoliopsida",NA,"(L.) H.Walter","Marchioretto, MS","35140","Paraná","Catanduvas","Barra do Guarani","-53.1567001342773","-25.2031002044678","UEC146258",NA,NA,"23657","auto","1995","10","13",NA,NA,NA,NA,NA,NA
"54","2020-10-14 10:04:31-03","FURB","FURB","30169","PreservedSpecimen","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2010","05","10",NA,"Brasil",NA,NA,"Florística IFFSC e993b (Liana). Forófito 2. Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: liana;","FURB02954",NA,NA,"(L.) H.Walter","Sobral, M","2271","Santa Catarina","São Bento do Sul","Braço esquerdo.","-49.2355555","-26.365","FURB02954","417","417",NA,NA,"2010","08","15","-49.2355555","-26.3650000",NA,NA,NA,NA
"55","2021-03-16 17:51:36-03","UCS","HUCS","36250","PreservedSpecimen","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","Temponi, L.G.","2009","10","10",NA,"Brasil",NA,NA,"liana, flores alvacentas; Floresta Estacional Semidecidual",NA,"Angiospermae","Caryophyllales","(L.) H. Walter","Lozano, E.D.; Patriota, A.B.","618","Paraná","Céu Azul","Trilha para Cachoeira da Jacutinga","-53.8485984802246","-25.1466999053955",NA,NA,NA,"51148","auto","2010",NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-08-16 08:40:30-03","UTFPR","HCF","24135","S","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","J.M. Silva","2015","11","01",NA,"Brasil",NA,NA,"liana; flor alva e fruto imaturo. Floresta Estacional Semidecidual.",NA,NA,NA,"(L.) H.Walter","E. Barboza","9091","PR","Peabiru","PCH Ouro Branco, Rio da Várzea","-52.226389","-23.99",NA,"375","375",NA,NA,"2017","03","31","52°13'35 W","23°59'24 S",NA,NA,NA,NA
"57","2019-08-16 08:40:30-03","UTFPR","HCF","18310","S","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","M.G. Caxambu","2015","10","29",NA,"Brasil",NA,NA,"subarbusto escandente, heliófita, ripário. Frutos imaturos verdes.",NA,NA,NA,"(L.) H.Walter","M.G. Caxambu","7072","PR","Serranópolis do Iguaçu","Parque Nacional do Iguaçu, Rio Iguaçu","-53.919972","-25.576778",NA,"215","215",NA,NA,"2015","12","09","53°55'11,9 W","25°34'36,4 S",NA,NA,NA,NA
"58","2019-08-16 08:40:30-03","UTFPR","HCF","17989","S","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","M.G. Caxambu","2015","10","01",NA,"Brasil",NA,NA,"subarbusto escandente, heliófito. Frutos imaturos verdes.",NA,NA,NA,"(L.) H.Walter","M.G. Caxambu","6908","PR","Céu Azul","Parque Nacional do Iguaçu - Estrada de","-53.870556","-25.20925",NA,"603","603",NA,NA,"2015","10","24","53°52'14 W","25°12'33,3 S",NA,NA,NA,NA
"59","2019-08-16 08:40:30-03","UTFPR","HCF","26582","S","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","E.L. Siqueira","2018","10","19",NA,"Brasil",NA,NA,"trepadeira volúvel, heliófita. Flores de cor creme.",NA,NA,NA,"(L.) H.Walter","M.G. Caxambu","2824","PR","Foz do Iguaçu","Parque Nacional do Iguaçu - Próximo às","-54.439806","-25.685778",NA,"174","174",NA,NA,"2018","11","19","54°26'23,3 W","25°41'08,8 S",NA,NA,NA,NA
"60","2019-08-16 08:40:30-03","UTFPR","HCF","13177","S","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","J.B. Campiolo","2013","10","08",NA,"Brasil",NA,NA,"trepadfeira volúvel, heliófita. Flores alvas.",NA,NA,NA,"(L.) H.Walter","J. Cordeiro",NA,"PR","Corumbataí do Sul","Propriedade do Sr. Gerson Rodrigues da","-52.139944","-24.133806",NA,"513","513",NA,NA,"2015",NA,NA,"52°08'23,8 W","24°08'01,7 S",NA,NA,NA,NA
"61","2019-08-16 08:40:30-03","UTFPR","HCF","26739","S","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","E.L. Siqueira","2018","11","16",NA,"Brasil",NA,NA,"trepadeira escandente, heliófita, ripária. Frutos imaturos verdes. Vegetação ciliar do Rio Iguaçu.",NA,NA,NA,"(L.) H.Walter","M.G. Caxambu","2849","PR","Foz do Iguaçu","Parque Nacional do Iguaçu, trilha do","-54.429222","-25.682639",NA,"189","189",NA,NA,"2018","11","30","54°25'45,2 W","25°40'57,5 S",NA,NA,NA,NA
"62","2019-08-16 08:40:30-03","UTFPR","HCF","18162","S","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","M.G. Caxambu","2015","10","16",NA,"Brasil",NA,NA,"subarbusto ripário, heliófito, escandente. Frutos imaturos verdes.",NA,NA,NA,"(L.) H.Walter","M.G. Caxambu","7029","PR","Foz do Iguaçu","Parque Nacional do Iguaçu - Rio Iguaçu","-54.432944","-25.669806",NA,"182","182",NA,NA,"2015","11","04","54°25'58,6 W","25°40'11,3 S",NA,NA,NA,NA
"63","2020-12-21 16:39:26-03","MBM","MBM","143170","PreservedSpecimen","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","Zardini, E.M.",NA,NA,NA,"Southern America","Paraguay",NA,NA,NA,"MBM143170",NA,NA,"(L.) H. Walter","Liesner, R.","8383",NA,NA,NA,NA,NA,"MBM143170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-12-21 16:39:26-03","MBM","MBM","166033","PreservedSpecimen","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","Rimachi, M. .Y.",NA,NA,NA,"Southern America","Peru",NA,NA,NA,"MBM166033",NA,NA,"(L.) H. Walter",NA,"10548",NA,NA,NA,NA,NA,"MBM166033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-12-21 16:39:26-03","MBM","MBM","200773","PreservedSpecimen","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","Paz, N.",NA,NA,NA,"Southern America","Colombia",NA,NA,NA,"MBM200773",NA,NA,"(L.) H. Walter","Silverstone-Sopkin, P.","166",NA,NA,NA,NA,NA,"MBM200773",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-12-21 16:39:26-03","MBM","MBM","246573","PreservedSpecimen","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","Martínez, E.M.; et al.; et al.",NA,NA,NA,"Northern America","Mexico",NA,NA,NA,"MBM246573",NA,NA,"(L.) H. Walter","Linares, J.","24219",NA,NA,NA,NA,NA,"MBM246573",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-12-21 16:39:26-03","MBM","MBM","408670","PreservedSpecimen","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","Silva, J.M.; Bayeri, I.; Noguchi, G.; Bayeri, I.; Noguchi, G.","2015","11","01","Southern America","Brazil",NA,NA,"Liana; flor alva e fruto imaturo.; Floresta Estacional Semidecidual.","MBM408670",NA,NA,"(L.) H. Walter","Barboza, E.","9091","Paraná","Peabiru","PCH Ouro Branco, Rio da Várzea","-52.226389","-23.99",NA,"375","375",NA,NA,"2017","03","31","-52.226389","-23.99",NA,NA,NA,NA
"68","2020-12-21 16:39:28-03","MBM","MBM","79577","PreservedSpecimen","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","Sauleda, R.P.; et al.; et al.",NA,NA,NA,"Southern America","Puerto Rico",NA,NA,NA,"MBM079577",NA,NA,"(L.) H. Walter",NA,"9007",NA,NA,NA,NA,NA,"MBM079577",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-12-21 16:39:28-03","MBM","MBM","88674","PreservedSpecimen","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","Lorence, David G",NA,NA,NA,"Northern America","Mexico",NA,NA,NA,"MBM088674",NA,NA,"(L.) H. Walter","Ramos, F.","3285",NA,NA,NA,NA,NA,"MBM088674",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-12-21 16:39:28-03","MBM","MBM","94715","PreservedSpecimen","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","Solomon, J.C.",NA,NA,NA,"Southern America","Bolivia",NA,NA,NA,"MBM094715",NA,NA,"(L.) H. Walter","Liesner, R.","7916",NA,NA,NA,NA,NA,"MBM094715",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-12-21 16:39:28-03","MBM","MBM","90498","PreservedSpecimen","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","Santos, T.S.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM090498",NA,NA,"(L.) H. Walter","Furlan, A.","3658","Bahia","Ilhéus","Área do CEPEC","-39.0494003295898","-14.7889003753662","MBM090498",NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-12-21 16:39:26-03","MBM","MBM","146749","PreservedSpecimen","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","Santos, T.S. dos",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM146749",NA,NA,"(L.) H. Walter","Furlan, A.","3125","Bahia","Ilhéus","Área do CEPEC","-39.0494003295898","-14.7889003753662","MBM146749",NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-12-21 16:39:28-03","MBM","MBM","47697","PreservedSpecimen","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","Hatschbach, G.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM047697",NA,NA,"(L.) H. Walter","Hatschbach, G.","35140","Paraná","Catanduvas","Barra do Guarani","-53.1567001342773","-25.2031002044678","MBM047697",NA,NA,"23657","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-12-21 16:39:26-03","MBM","MBM","218660","PreservedSpecimen","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","Silva, J.M.; Soares, A.; Maschio, W.; Soares, A.; Maschio, W.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM218660",NA,NA,"(L.) H. Walter","Hatschbach, G.","2102","Paraná","Cruzeiro do Iguaçu","Fazenda Rotavo","-53.127799987793","-25.6156005859375","MBM218660",NA,NA,"12520","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-12-21 16:39:26-03","MBM","MBM","23342","PreservedSpecimen","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","Hatschbach, G.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM023342",NA,NA,"(L.) H. Walter","Hatschbach, G.","30318","Paraná","Dois Vizinhos","Rio Chopim","-53.057201385498","-25.7336006164551","MBM023342",NA,NA,"19637","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-12-21 16:39:26-03","MBM","MBM","348526","PreservedSpecimen","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","Snak, C.; et al.; et al.","2007","10","07","Southern America","Brazil",NA,NA,"Trepadeira. Lâmina levemente discolor, mambranácea. Cálice e corola creme, eixo da inflorescência róseo","MBM348526",NA,NA,"(L.) H. Walter","Cordeiro, J.","20","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu, trilha Poço Preto","-54.5881004333496","-25.5478000640869","MBM348526",NA,NA,"39570","auto","2009","03",NA,NA,NA,NA,NA,NA,NA
"77","2020-12-21 16:39:26-03","MBM","MBM","23344","PreservedSpecimen","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","Hatschbach, G.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM023344",NA,NA,"(L.) H. Walter","Hatschbach, G.","25305","Paraná","Alvorada do Sul","Porto Alvorada","-51.2310981750488","-22.7803001403809","MBM023344",NA,NA,"20708","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-12-21 16:39:28-03","MBM","MBM","73051","PreservedSpecimen","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","Ponciano, J.; et al.; et al.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM073051",NA,NA,"(L.) H. Walter","Hatschbach, G.","466","Paraná","Foz do Iguaçu","Parque Botânico Itaipu","-54.5881004333496","-25.5478000640869","MBM073051",NA,NA,"39570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2015-09-04 16:14:58-03","MNHN","RECOLNAT_MNHN_P","P04597779","PreservedSpecimen",NA,"Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","Smith, L.B.|Reitz, R.","1964","10","16",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04597779' target='other'> <mi>dwc_moreinfo</mi></a>","P04597779",NA,NA,"(L.) H.Walter",NA,NA,"Santa Catarina","Mondaí","Woods, Catre.","-53.5","-27.13333","P04597779_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12615",NA
"80","2015-09-04 16:14:58-03","MNHN","RECOLNAT_MNHN_P","P04597780","PreservedSpecimen",NA,"Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","Prance, G.T.|Maas, P.J.M.|Monteiro, O.P.|Steward, W.C.|Ramos, J.F.|Coelho, D.F.|Atchley, A.A.|Woolcott, D.B.|Pinheiro, W.S.","1971","6","19",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04597780' target='other'> <mi>dwc_moreinfo</mi></a>","P04597780",NA,NA,"(L.) H.Walter",NA,NA,"Amazonas",NA,"Rio Purus bettween Campina and Tambaqui.",NA,NA,"P04597780_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13415",NA
"81","2015-09-04 16:14:58-03","MNHN","RECOLNAT_MNHN_P","P04597781","PreservedSpecimen",NA,"Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum",NA,NA,NA,NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04597781' target='other'> <mi>dwc_moreinfo</mi></a>","P04597781",NA,NA,"(L.) H.Walter",NA,NA,"Pará",NA,NA,NA,NA,"P04597781_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2015-09-04 16:06:10-03","MNHN","RECOLNAT_MNHN_P","P04560630","PreservedSpecimen",NA,"Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","Hatschbach, G.","1974","10","10",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04560630' target='other'> <mi>dwc_moreinfo</mi></a>","P04560630",NA,NA,"(L.) H.Walter",NA,NA,"Paraná","Contenda","Barra do Guarani.","-49.5346984863281","-25.6756000518799","P04560630_01",NA,NA,"22732","auto",NA,NA,NA,NA,NA,NA,NA,"35140",NA
"83","2020-12-11 11:40:05-03","UFMG","BHCB","43850","PreservedSpecimen","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"(L.) H.Walter",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2021-02-11 17:21:11-03","UFPR","UPCB","25968","PreservedSpecimen","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","Mikich, S.B.","1995","10","20",NA,"Brasil",NA,NA,"Liana, flor creme, fruto preto. Floresta..",NA,NA,NA,"H.Walter","Hatschbach, G.",NA,"Paraná","Fênix","Parque Estadual de Vila Rica do Espírito Santo","-51.9791984558105","-23.9160995483398",NA,NA,NA,"16297","auto","1995","01","01",NA,NA,NA,NA,NA,NA
"85","2020-05-25 15:13:54-03","FSU","FSU","000084616","PreservedSpecimen","Plantae","Phytolaccaceae","Trichostigma","octandrum","Trichostigma octandrum","Manuel Rimachi",NA,NA,NA,NA,"Peru",NA,NA,NA,NA,NA,NA,"(Linnaeus) H. Walter",NA,"4438",NA,NA,NA,"-74.38031691","-9.171950831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2009-12-01 11:50:00-02","MO","MOBOT","100231884","PreservedSpecimen","Plantae","Petiveriaceae","Trichostigma","octandrum","Trichostigma octandrum","A.M. de Carvalho","2002","4","4","South America","Brazil",NA,NA,NA,NA,NA,NA,"(L.) H. Walter","O. Kosovsky","Carvalho 7166","Bahia","Uruçuca","Escola Média de Agropecuária Ragional da CEPLAC (EMARC), Reserva Gregório Bowdar. -107. Higrófila.","-39.2844009399414","-14.5930995941162",NA,NA,NA,"33791","auto",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"87","2009-05-07 11:17:00-03","MO","MOBOT","3421114","PreservedSpecimen","Plantae","Petiveriaceae","Trichostigma","octandrum","Trichostigma octandrum","Henry H. Rusby","1886","8",NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,"(L.) H. Walter","H.H. Rusby","Rusby 741","Beni",NA,"Junction of Rivers Beni and madre de Dios.","-66.08333","-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"88","2008-05-27 22:02:00-03","MO","MOBOT","3421078","PreservedSpecimen","Plantae","Petiveriaceae","Trichostigma","octandrum","Trichostigma octandrum","Douglas C. Daly","1990","5","24","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(L.) H. Walter","C.C. Berg","Daly 6610","Beni",NA,"Prov. Ballivian. Rio Beni, above confluence with Rio Quiquibey, 3.5 hr upstream from Rurrenabaque. In 30 m tree (Buchenavia, Daly et al. 6611). 5 m from high levee. Rare.","-68.41666","-14.73333",NA,"320.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2012-02-05 05:07:00-02","MO","MOBOT","740551","PreservedSpecimen","Plantae","Petiveriaceae","Trichostigma","octandrum","Trichostigma octandrum","Ramón Andrade","1980","8","1","South America","Ecuador",NA,NA,NA,NA,NA,NA,"(L.) H. Walter","S.S. Renner","Andrade 33123","Napo",NA,"Right margin of Río San Miguel, upstream from Puerto el Carmen de Putumayo.","-75.86666","0.08333",NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2008-05-27 22:02:00-03","MO","MOBOT","740533","PreservedSpecimen","Plantae","Petiveriaceae","Trichostigma","octandrum","Trichostigma octandrum","Timothy J. Killeen|Walter A. Palacios|S. Silva|M. Trigoso|Israel G. Vargas C.","1991","8","23","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(L.) H. Walter","E. R. Guaglianone (SI)","Killeen 3410","Beni","Gral. Ballivian","Estación Biológico del Beni; aproximadamente 25 km noreste del San Borja por el Río Manique. Bosque inundada, dominada por especie de Ficus y Astrocaryum. Parcela permanente de 1 ha.","-66.58333","-14.58333",NA,"250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22","3"
"91","2020-03-02 04:32:00-03","MO","MOBOT","775558","PreservedSpecimen","Plantae","Petiveriaceae","Trichostigma","octandrum","Trichostigma octandrum","R. M. Rueda|Hermes Cuadros V.","1992","5","23","South America","Colombia",NA,NA,NA,NA,NA,NA,"(L.) H. Walter","R. Liesner (MO)","Rueda 410","Bolívar","Turbaco","Fundación Jardín Botánico  Guillermo Piñeres y alrededores.","-75.36666","7.2",NA,"130.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","3"
"92","2015-08-01 04:12:00-03","MO","MOBOT","1229960","PreservedSpecimen","Plantae","Petiveriaceae","Trichostigma","octandrum","Trichostigma octandrum","Efraín Freire|M. Andi|P. Grefa","1997","5","3","South America","Ecuador",NA,NA,NA,NA,NA,NA,"(L.) H. Walter",NA,"Freire Mayorga 2148","Sucumbíos","Cascales","Parroquia El Dorado. Cooperativa Los Angeles. Bloque 11 Compañía Santa Fe. Colección 3 km entre La Troncal y Los Angeles. Bosque húmedo Tropical. Bosque primario.","-77.2",NA,NA,"250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA
"93","2011-06-17 17:02:00-03","MO","MOBOT","100185485","PreservedSpecimen","Plantae","Petiveriaceae","Trichostigma","octandrum","Trichostigma octandrum","José Steinbach","1916","10","2","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(L.) H. Walter","Foster's 1958 Catalog notes file","Steinbach G. 2917","Santa Cruz","Sara",NA,NA,NA,NA,"450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
