"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","identifiedBy","stateProvince","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","infraspecificEpithet","previousCatalogNumber","fieldNumber","individualCount","sex"
"1989","2020-09-12 05:00:02-03","US","US","3017367","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"G. S. Bunting","6217","1978","3","9","South America - Neotropics","Venezuela","Dtto. Perija: Carretera Maracaibo-Machiques, en km. 10 al suroeste de la Villa del Rosario, en chaparral a lo largo de la carretera",NA,NA,"US02273593",NA,NA,NA,"Zulia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"1990","2020-09-12 05:00:02-03","US","US","2854774","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"T. S. Santos","1221","1970","10","29","South America - Neotropics","Brazil","BA. Itaibo, estrada para Apuarema",NA,NA,"US02273635","US02273635_01",NA,NA,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"1991","2020-09-12 05:00:02-03","US","US","102399","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"J. C. B. Mutis","4685","1783",NA,NA,"South America - Neotropics","Colombia","Vice-Regni Novae - Granatae",NA,NA,"US02273553","US02273553_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"1992","2020-09-12 05:00:02-03","US","US","2448942","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"J. M. Pires & P. B. Cavalcante","52129","1962","7","12","South America - Neotropics","Brazil","Coastal Region, in wood on left side of the road to Amapa",NA,NA,"US02273596","US02273596_01",NA,NA,"Amapá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"1993","2020-09-12 05:00:02-03","US","US","1663406","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"W. A. Archer","3002","1935","2","2","South America - Neotropics","Venezuela","Limon, near Maracay",NA,NA,"US02273607",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"1994","2020-09-12 05:00:02-03","US","US","2643064","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"H. S. Irwin & T. R. Soderstrom","5542","1964","8","24","South America - Neotropics","Brazil","The Planalto do Brasil, Minas Gerais",NA,NA,"US02273659","US02273659_01",NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"1995","2020-09-12 05:00:02-03","US","US","1484296","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"L. Riedel","2269",NA,NA,NA,"South America","Brazil",NA,NA,NA,"US02273666","US02273666_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"1996","2020-09-12 05:00:02-03","US","US","29651514","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"E. P. Heringer & G. Eiten","15152","1975","9","22","South America - Neotropics","Brazil","Municipio de Marlieria: Parque Estadual Do Rio Doce. On peninsula at Lake Helvecio",NA,NA,"US02273655","US02273655_01",NA,NA,"Minas Gerais","-42.6","-19.77","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"1997","2020-09-12 05:00:02-03","US","US","2688252","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"G. Eiten & L. T. Eiten","4832","1962","6","6","South America - Neotropics","Brazil","Municipio de Loreto: Ilha de Balsas region, between the Balsas & Parnaiba Rivers. ca. 35-40 km south of Loreto. Chapada Grande, ca. 9 km ESE of Sambaiba on trail to Vao da Sambaiba",NA,NA,"US02273641","US02273641_01",NA,NA,"Maranhão","-45","-7.4","350",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"1998","2020-09-12 05:00:02-03","US","US","3017368","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"G. S. Bunting","6092","1978","1","8","South America - Neotropics","Venezuela","Dtto. Perija: Carretera Maracaibo-Machiques, en km 24 al SO de La Villa del Rosario, en chaparral",NA,NA,"US02273583",NA,NA,NA,"Zulia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"1999","2020-09-12 05:00:02-03","US","US","2465307","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"F. J. Breteler","3648",NA,NA,NA,"South America - Neotropics","Venezuela","Between Guanare and Barinas",NA,NA,"US02273606",NA,NA,NA,NA,NA,NA,"200",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"2000","2020-09-12 05:00:02-03","US","US","2403779","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"S. Tavares","823",NA,NA,NA,"South America - Neotropics","Brazil","Olinda. Margem da estrada pavimentada entre Fragose",NA,NA,"US02273642","US02273642_01",NA,NA,"Pernambuco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"2001","2020-09-12 05:00:02-03","US","US","2465311","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"F. J. Breteler","3648",NA,NA,NA,"South America - Neotropics","Venezuela","Between Guanare and Barinas",NA,NA,"US02273587",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"2002","2020-09-12 05:00:02-03","US","US","3042033","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"I. L. Amaral, B. W. Nelson & W. Magnison","1441","1983","11","30","South America - Neotropics","Brazil","Boa Vista",NA,NA,"US02273594","US02273594_01",NA,NA,"Roraima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"2003","2020-09-12 05:00:02-03","US","US","2248482","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"R. L. Fróes","29773","1953","6","14","South America - Neotropics","Brazil","Mirindiba; ragiao do Araguaia, campos gerais",NA,NA,"US02273601","US02273601_01",NA,NA,"Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"2004","2020-09-12 05:00:02-03","US","US","1523247","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,NA,"s.n.","1930","10",NA,"South America - Neotropics","Brazil","In forest. Tapera",NA,NA,"US02273645","US02273645_01",NA,NA,"Pernambuco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"2005","2020-09-12 05:00:02-03","US","US","2786828","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"G. Davidse","4368","1973","11","22","South America - Neotropics","Venezuela","Caicara to Ciudad Bolívar, 2 km W of Río Cuchivero along Hwy. 19",NA,NA,"US00838473","US00838473_01",NA,"Dwyer, J. D., (MO), Missouri Botanical Garden","Bolívar",NA,NA,"60",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"2006","2020-09-12 05:00:02-03","US","US","2965164","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"E. P. Heringer, T. S. Filgueiras, F. R. Mendonca & B. A. S. Pereira","6881","1981","4","29","South America - Neotropics","Brazil","Brasilia DF, Bacia do Rio Sao Bartolomeu",NA,NA,"US02273670","US02273670_01",NA,NA,"Distrito Federal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"2007","2020-09-12 05:00:02-03","US","US","2839470","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"G. Hatschbach","36666","1975","5","21","South America - Neotropics","Brazil","Prata, arrerdores",NA,NA,"US02273656","US02273656_01",NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"2008","2020-09-12 05:00:02-03","US","US","3251522","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"M. A. Silva, J. W. B. Machado, T. S. Filgueiras & A. L. Brochado","1351","1992","6","7","South America - Neotropics","Brazil","Município de Correntina-Ba. Fazenda Jatobá.",NA,NA,NA,NA,"Kunth",NA,"Bahia","-46.25","-13.23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"2009","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"A. .R. A. Görts-van Rijn, J. Brandbyge, J.-J. de Granville, O. Poncy, H. J. M. Sipman & L. van der Wollenberg","270","1992","11","17","South America - Neotropics","Guyana","Dadanawa Ranch, vic. Mt. Tawatawun, S. Rupununi Savanna",NA,NA,NA,NA,NA,"Polak, M.","U. Takutu-U. Essequibo","-59.41","2.83","100","250",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"2010","2020-09-12 05:00:02-03","US","US","3300843","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"W. Hahn & F. Grifo","3439","1987","1","7","South America - Neotropics","Venezuela","Munco Nuevo; forest 0.5 km N of town.",NA,NA,NA,NA,"Kunth",NA,"Anzoategui","-5.9","10","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"2011","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"B. Hoffman & T. Parker","3878","1993","2","17","South America - Neotropics","Guyana","Takutu River at Lethem",NA,NA,NA,NA,NA,"Barneby, R. C.","U. Takutu-U. Essequibo","-59.8167","3.38","100","120",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"2012","2020-09-12 05:00:02-03","US","US","2266010","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"R. L. Fróes","20137","1943","2","19","South America - Neotropics","Brazil","Brejao, regiao Serra Sincora. Campos gerais",NA,NA,"US02273638","US02273638_01",NA,NA,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"2013","2020-09-12 05:00:02-03","US","US","2170512","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"B. Maguire, J. J. Wurdack & G. S. Bunting","35921","1953","10","22","South America - Neotropics","Venezuela","Cerro Toribio, upper slopes",NA,NA,"US00838477","US00838477_01",NA,"Cowan, R. S.","Bolívar","-63","7.6","450","500",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"2014","2020-09-12 05:00:02-03","US","US","897681","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"E. Tejera","83","1917",NA,NA,"South America - Neotropics","Venezuela","Vicinity of Perija",NA,NA,"US02273616","US02273616_01",NA,NA,"Zulia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"2015","2020-09-12 05:00:02-03","US","US","2643070","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"H. S. Irwin, J. W. Grear, R. Souza & R. Reis dos Santos","14859","1966","4","15","South America - Neotropics","Brazil","Drainage of the Rio Corrente, western Bahia, Cerrado, ca. 5 km. S. of Rio Velha, ca. 150 km. S.W. of Barreiras",NA,NA,"US02273636","US02273636_01",NA,NA,"Bahia",NA,NA,"900",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"2016","2020-09-12 05:00:02-03","US","US","2121343","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"F. D. Smith","105","1949","11","26","South America - Neotropics","Venezuela","Cantaura",NA,NA,"US02273619",NA,NA,NA,"Anzoategui",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"2017","2020-09-12 05:00:02-03","US","US","2278436","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"R. L. Fróes","29859","1953","6","17","South America - Neotropics","Brazil","Igarape Gameleirinhal regiao do Araguaia [interpreted]",NA,NA,"US02273600","US02273600_01",NA,NA,"Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"2018","2020-09-12 05:00:02-03","US","US","2278398","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"T. Guedes","623","1957","9","20","South America - Neotropics","Brazil","Chapada da Serra do Araripe",NA,NA,"US02273643","US02273643_01",NA,NA,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"2019","2020-09-12 05:00:02-03","US","US","601498","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"H. F. Pittier","5790b","1913","1",NA,"South America - Neotropics","Venezuela","La Trinidad de Maracay",NA,NA,"US02273604","US02273604_01",NA,NA,"Aragua",NA,NA,"440",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"2020","2020-09-12 05:00:02-03","US","US","2458269","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"L. Marcano-Berti","162","1964","5","19","South America - Neotropics","Venezuela","Este de Río Grande, ENE de El Palmar, cerca de los limites del Estado Bolívar",NA,NA,"US00838476","US00838476_01",NA,NA,"Delta Amacuro","-61.6","8.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"2021","2020-09-12 05:00:02-03","US","US","701402","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"O. Kuntze","s.n.",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,"US02273563","US02273563_01",NA,NA,"Mato Grosso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"2022","2020-09-12 05:00:02-03","US","US","2790618","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"A. Gehrt","SP 45867?","1941","8","24","South America - Neotropics","Brazil","Brasil, Estado de Sao Paulo: Tanabi",NA,NA,"US02273662","US02273662_01",NA,NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"2023","2020-09-12 05:00:02-03","US","US","1484240","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"L. Riedel","631","1824","10",NA,"South America - Neotropics","Brazil","Oap Sahara [interpreted]",NA,NA,"US02273667","US02273667_01",NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"2024","2020-09-12 05:00:02-03","US","US","2643069","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"H. S. Irwin, J. W. Grear, R. Souza & R. Reis dos Santos","14859","1966","4","15","South America - Neotropics","Brazil","Drainage of the Rio Corrente, western Bahia, Cerrado, ca. 5 km. S. of Rio Velha, ca. 150 km. S.W. of Barreiras",NA,NA,"US02273637","US02273637_01",NA,NA,"Bahia",NA,NA,"900",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"2025","2020-09-12 05:00:02-03","US","US","3664849","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"N. Helme & L. Kruger","899","1995","7","25","South America - Neotropics","Bolivia","Prov. Abel Iturralde, Puerto Muscoso, donde llega la pampa mas cerca del rio Heath",NA,NA,"US02273554",NA,NA,NA,"La Paz","-68.83","-13.02","190",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"2026","2020-09-12 05:00:02-03","US","US","2548658","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"J. M. Pires","51897","1961","9",NA,"South America - Neotropics","Brazil","Vicinity of Belem",NA,NA,"US02273597","US02273597_01",NA,NA,"Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"2027","2020-09-12 05:00:02-03","US","US","2937928","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"E. P. Heringer, J. E. de Paula, R. C. Mendonça & A. E. Heringer Salles","16058",NA,NA,NA,"South America","Brazil","Municipio de Dioniso, Mg. Parque Estadual do Rio Doce.",NA,NA,"US02273654","US02273654_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"2028","2020-09-12 05:00:02-03","US","US","2167688","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Bro. Gines","4392",NA,NA,NA,"South America - Neotropics","Venezuela","Cautoura, Estado An. [interpreted]",NA,NA,"US02273582","US02273582_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"2029","2020-09-12 05:00:02-03","US","US","2195288","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"F. Tamayo","Tamayo4018","1955","5",NA,"South America - Neotropics","Venezuela","Crece en sabanas aridas de Parmana",NA,NA,"US02273623","US02273623_01",NA,NA,"Guarico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"2030","2020-09-12 05:00:02-03","US","US","2785129","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"G. Eiten & L. T. Eiten","10524","1970","2","10","South America - Neotropics","Brazil","Municipio de Loreto: Ilha de Balsas region between the Balsas & Parnaiba Rivers. Ca. 35 km south of Loreto",NA,NA,"US02273640","US02273640_01",NA,NA,"Maranhão","-45.07","-7.38","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"2031","2020-09-12 05:00:02-03","US","US","1234770","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"W. Rejse","478","1891",NA,NA,"South America - Neotropics","Venezuela","Nagua, Sasanner",NA,NA,"US02273618",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"2032","2020-09-12 05:00:02-03","US","US","483524","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"-. Simart","20877","1894","8","7","South America - Neotropics","Brazil","Bresil, (Goyaz) Entre Agua Clara et Cejuca [interpreted]",NA,NA,"US02273679","US02273679_01",NA,NA,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"2033","2020-09-12 05:00:02-03","US","US","3318710","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"A. M. Amorim, S. C. Sant'Ana, J. G. Járdim, E. B. Santos & A. Gois Neto","1351","1993","9","14","South America - Neotropics","Brazil","Municipio de Una, Reserva Biologica do Mico-leao (Ibama). Entrada no km 46 da Rod. BA-001 ilheus/Una. Regiao da Mata Higrofila sul Baiana",NA,NA,"US02273624","US02273624_01",NA,NA,"Bahia","-39.08","-15.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"2034","2020-09-12 05:00:02-03","US","US","3468502","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"A. Fernández","4167","1987","3",NA,"South America - Neotropics","Venezuela","Mun. Raul Leoni, Cerro Pelon, 14 km SW de El Pao de la Fortuna",NA,NA,"US00823261",NA,NA,"Cuello, N. L.","Bolívar","-63.26","7.01","320",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"2035","2020-09-12 05:00:02-03","US","US","1663405","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"W. A. Archer","3002","1935","2","2","South America - Neotropics","Venezuela","Limon, near Maracay",NA,NA,"US02273589",NA,NA,NA,"Aragua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"2036","2020-09-12 05:00:02-03","US","US","2457298","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"G. T. Prance & N. Silva","58166","1964","7","15","South America","Brazil","New Brasilia Highways, Brasilia, Federal District, Road Brasilia-Paranoa",NA,NA,"US02273677","US02273677_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"2037","2020-09-12 05:00:02-03","US","US","2965167","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"E. P. Heringer","18336","1982","5","16","South America - Neotropics","Brazil","Brasilia, DF, Luziania GO, (15 km ao sul da ciudade)",NA,NA,"US02273668","US02273668_01",NA,NA,"Distrito Federal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"2038","2020-09-12 05:00:02-03","US","US","616702","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Otto, --","963",NA,NA,NA,"South America - Neotropics","Venezuela",NA,NA,NA,"US02273580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"2039","2020-09-12 05:00:02-03","US","US","1198431","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"L. H. Bailey & E. Z. Bailey","1377","1921","2","27","South America - Neotropics","Venezuela","Ciudad Bolívar and vicinity, Orinoco R.",NA,NA,"US00838478","US00838478_01",NA,NA,"Bolívar","-63.55","8.11","61",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"2040","2020-09-12 05:00:02-03","US","US","3322513","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"T. Henkel & R. James","3502","1993","11","20","South America - Neotropics","Guyana","South Rupununi Savanna; 18 S of Aishalton at Machaitondana area",NA,NA,"US00511718","US00511718_01",NA,"Barneby, R. C.","U. Takutu-U. Essequibo","-59.3667","2.33333","250",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"2041","2020-09-12 05:00:02-03","US","US","3025633","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"G. S. Bunting & L. Alfonzo G.","7061","1979","2","22","South America - Neotropics","Venezuela","Dtto. Bolivar: carretera entre Sabana de La Plata y El Consejo, en km 1 al NE del desvio desde la carretera Lara-Zuila, en chaparral sabanaero",NA,NA,"US02273585",NA,NA,NA,"Zulia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"2042","2020-09-12 05:00:02-03","US","US","1440168","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Pittier, --","13122","1929","1","9","South America - Neotropics","Venezuela","Below La Cuchilla, Truj.",NA,NA,"US02273615",NA,NA,NA,"Trujillo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"2043","2020-09-12 05:00:02-03","US","US","1440169","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"H. F. Pittier","13122","1929","1","9","South America - Neotropics","Venezuela","Below La Cuchilla, Truj.",NA,NA,"US02273613",NA,NA,NA,"Trujillo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
