"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","individualCount","typeStatus","fieldNumber","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","895234","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","mucronulata","Vernonanthura mucronulata","(Less.) H.Rob.",NA,"A. F. Regnell","I141",NA,NA,NA,"Brazil","Minas Gerais","Caldas",NA,"-46.3858","-21.9236",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=971221' target='other'> <mi>dwc_moreinfo</mi></a>","NY00895234","NY00895234_01","Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","895235","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","mucronulata","Vernonanthura mucronulata","(Less.) H.Rob.",NA,"A. F. Regnell","II141","1875","08","30","Brazil","Minas Gerais","Chácara","Chácara.","-43.2217","-21.6722",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=971222' target='other'> <mi>dwc_moreinfo</mi></a>","NY00895235","NY00895235_01","Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","779476","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","mucronulata","Vernonanthura mucronulata","(Less.) H.Rob.",NA,"M. Sakane","66","1973","09","11","Brazil","São Paulo","Botucatu","±3 km da Rodovia Castelo Branco","-48.4397","-22.88",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=797976' target='other'> <mi>dwc_moreinfo</mi></a>","NY00779476","NY00779476_01","Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","895238","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","mucronulata","Vernonanthura mucronulata","(Less.) H.Rob.",NA,"J. E. B. Warming","s.n.","1863",NA,NA,"Brazil","Minas Gerais","Lagoa Santa",NA,"-43.8894","-19.6272",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=971228' target='other'> <mi>dwc_moreinfo</mi></a>","NY00895238","NY00895238_01","Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","779479","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","mucronulata","Vernonanthura mucronulata","(Less.) H.Rob.",NA,"G. G. Hatschbach","1015","1980","10","27","Brazil","Paraná",NA,"About 6 km E of Lagoa Seca on hwy BR277.","-51.866123","-25.44428",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=797987' target='other'> <mi>dwc_moreinfo</mi></a>","NY00779479","NY00779479_01","Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","779474","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","mucronulata","Vernonanthura mucronulata","(Less.) H.Rob.",NA,"I. Mimura","458","1962","07","20","Brazil","São Paulo","Sao José dos Campos","Ca. 7.2 km SSE em linha reta da praça principal de Sao Jose dos Campos.","-45.88","-23.1703",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=797943' target='other'> <mi>dwc_moreinfo</mi></a>","NY00779474","NY00779474_01","Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1017826","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","mucronulata","Vernonanthura mucronulata","(Less.) H.Rob.",NA,"P. K. H. Dusén","14125","1912","06","10","Brazil","Paraná","Jaguariaíva","Jaguariahyva.","-49.713647","-24.340602",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1223498' target='other'> <mi>dwc_moreinfo</mi></a>","NY01017826","NY01017826_01","Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","779478","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","mucronulata","Vernonanthura mucronulata","(Less.) H.Rob.",NA,"L. Riedel","467","1834","07",NA,"Brazil",NA,NA,"In campo Va Franca et Rio Parane",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=797983' target='other'> <mi>dwc_moreinfo</mi></a>","NY00779478","NY00779478_01","Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1017825","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","mucronulata","Vernonanthura mucronulata","(Less.) H.Rob.",NA,"A. C. Brade","5344","1912","11","22","Brazil","São Paulo",NA,"Moóca.","-46.602744","-23.560402",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1223497' target='other'> <mi>dwc_moreinfo</mi></a>","NY01017825","NY01017825_01","Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-02-08 11:07:33-03","UNESP-IBB","BOTU","26434","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","mucronulata","Vernonanthura mucronulata","(Less.) H.Rob.","Leitão Filho, H.F.","Souza, V.C.","4127","1993","09","08","Brasil","São Paulo","Itararé","Fazenda Espinho","-49.268889","-24.27","49°16'08w","24°16'12s",NA,NA,"Arbusto 50-60 cm alt. , brácteas involucrais vináceas, corola lilás, passando a alva","BOTU026434",NA,NA,NA,NA,NA,"1994","12","01",NA,NA,NA,NA,NA,NA,NA
"21","2020-11-24 17:10:31-03","UTFPR","DVPR","3030","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","mucronulata","Vernonanthura mucronulata","(Less.) H.Rob.","Cordeiro, J","Siqueira, EL","753","2013","09","21","Brasil","Paraná","Tibagi","Guartelá, Sítio São Sebastião, Propriedade da Sra. Júlia","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"Arbusto heliófito, ca. 0,8m, folhas discolores, capítulos alvos.; Relevo: ondulado. Vegetação Estepe (Campos Gerais).","DVPR003030",NA,"Magnoliophyta",NA,NA,NA,"2013",NA,NA,"56988","auto",NA,NA,NA,NA,NA
"22","2021-04-08 17:37:11-03","EAO","IAN","27581","PreservedSpecimen","Plantae","Asteraceae","Vernonia","mucronulata","Vernonia mucronulata","Less.",NA,"Sellow, F","s.n.",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN027581","IAN027581_f","Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-10-09 11:11:33-03","UFBA","ALCB","112371","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","mucronulata","Vernonanthura mucronulata","(Less) H. Rob.","Ogasawara, HA","Bicudo, HLR; Campos, CJ; Amaral Júnior, A","1224","1986","06","17","Brasil","São Paulo","Botucatu","à margem da rodovia João Melão, que liga São Miguel à Avaré, no Km 296.","-48.738611","-22.566667","-48.738611","-22.566667",NA,NA,"1,5 metros de altura, papus branco, corola lilás, estigma e estilete lilás, sem odor.",NA,NA,"Dicotyledon",NA,"Southern America",NA,"2014","04",NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-10-09 11:11:33-03","UFBA","ALCB","035211","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","mucronulata","Vernonanthura mucronulata","(Less) H. Rob.","Dematteis, M","Souza, VC; Sakuragui, CM; Miyagi, PH; et al.","4127","1993","10","06","Brasil","São Paulo","Itararé","Fazenda Espinho","-49.268889","-24.27","-49.268889","-24.27","1200","1200","Ca. 50 - 60 cm alt. Brácteas involucrais vináceas. Corola lilás, passando a alva.",NA,NA,"Dicotyledon",NA,"Southern America",NA,"2007","07",NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-10-09 11:11:33-03","UFBA","ALCB","107397","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","mucronulata","Vernonanthura mucronulata","(Less) H. Rob.","Souza, VC","Souza, VC; Sakuragui, CM; Souza, JP; Scalon, VR; Wongtchowsky, M; Sanches, CD; Farah, FT","8712","1995","08","18","Brasil","São Paulo","Itapeva","Estação Ecológica de Itapeva. Transição campo-cerrado","-48.866667","-23.966667","-48.866667","-23.966667",NA,NA,"ca. 1,2 m alt. Corola lilás.; transição",NA,NA,"Dicotyledon",NA,"Southern America",NA,"2002","06",NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-10-09 11:11:33-03","UFBA","ALCB","112370","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","mucronulata","Vernonanthura mucronulata","(Less) H. Rob.","Ogasawara, HA","Bicudo, HLR; Campos, CJ; Amaral Júnior, A","1364","1986","08","15","Brasil","São Paulo","Botucatu","à margem da rodovia João Melão, que liga São Miguel à Avaré, no Km 296.","-48.738611","-2.394444","-48.738611","-2.394444",NA,NA,"papus branco, corola lilás, odor desagradável.",NA,NA,"Dicotyledon",NA,"Southern America",NA,"2014","04",NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-10-09 11:11:33-03","UFBA","ALCB","112373","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","mucronulata","Vernonanthura mucronulata","(Less) H. Rob.","Ogasawara, HA","Semir, J; et al.","31788","1994","07","30","Brasil","São Paulo","Capão Bonito","entre Capão Bonito e Itapetininga, BR 127.","-48.3400001525879","-24",NA,NA,NA,NA,"cespitoso, ca. 1,5 m, flores magenta púrpura.",NA,NA,"Dicotyledon",NA,"Southern America",NA,"2014","04",NA,"39505","auto",NA,NA,NA,NA,NA
"28","2020-02-08 08:52:12-03","NBC","NL-BOTANY","L.3660428","PreservedSpecimen","Plantae","Compositae","Vernonia","mucronulata","Vernonia mucronulata","Less.",NA,"Williams LO; Assis V",NA,"1945","07","28","Brazil",NA,NA,"in campo Morro das Pedras, near Belo Horizonte, Minas Gerais.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3660428 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3660428","NL-L3660428",NA,"Asterales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"29","2020-02-08 08:52:12-03","NBC","NL-BOTANY","U.1150393","PreservedSpecimen","Plantae","Compositae","Vernonia","mucronulata","Vernonia mucronulata","Less.",NA,"Williams LO; Assis V",NA,"1945","07","28","Brazil",NA,NA,"in campo Morro das Pedras, near Belo Horizonte, Minas Gerais.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1150393 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1150393","NL-U1150393",NA,"Asterales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"30","2020-02-08 08:52:12-03","NBC","NL-BOTANY","U.1150394","PreservedSpecimen","Plantae","Compositae","Vernonia","mucronulata","Vernonia mucronulata","Less.",NA,"Regnell AF",NA,"1842","01","01","Brazil",NA,NA,"Prov. Minas Gerais.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1150394 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1150394","NL-U1150394",NA,"Asterales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"31","2020-02-08 08:52:12-03","NBC","NL-BOTANY","U.1150395","PreservedSpecimen","Plantae","Compositae","Vernonia","mucronulata","Vernonia mucronulata","Less.",NA,"Harley RM; et al.",NA,"1977","03","20","Brazil",NA,NA,"Estado Da Bahia, Serra Das Almas, Lower N.E. slopes of the Pico das Almas, ca. 25 km WNW of the Vila do Rio de Contas.","-41.95","-13.55","-41.95","-13.55",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1150395 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1150395","NL-U1150395",NA,"Asterales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"32","2020-02-08 08:52:12-03","NBC","NL-BOTANY","U.1150396","PreservedSpecimen","Plantae","Compositae","Vernonia","mucronulata","Vernonia mucronulata","Less.",NA,"Harley RM; et al.",NA,"1977","03","22","Brazil",NA,NA,"Estado Da Bahia, Serra do Rio de Contas, about 2 km N. of the town of Vila Do Rio de Contas in flood Plain of the Rio Brumado with Riverine.","-41.833333","-13.566667","-41.833333","-13.566667",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1150396 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1150396","NL-U1150396",NA,"Asterales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"33","2020-02-08 08:52:12-03","NBC","NL-BOTANY","U.1150397","PreservedSpecimen","Plantae","Compositae","Vernonia","mucronulata","Vernonia mucronulata","Less.",NA,"Regnell AF",NA,"1865","08","01","Brazil",NA,NA,"Prov. Minas Geraes Galdas.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1150397 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1150397","NL-U1150397",NA,"Asterales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"34","2020-11-04 10:55:08-03","ESALQ","ESA","140211","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","mucronulata","Vernonanthura mucronulata","(Less.) H. Rob.","Souza, V.C.","Souza, V.C.","41071.0","2017","08","26","Brasil","São Paulo","Itararé","17 km de Itararé em direção a Bonsucesso de Itararé pela estrada de terra. Borda de Floresta Ombrófila Mista.","-49.3400001525879","-24.1100006103516","-49,272,092","-24,237,217","1100","1100","Arbusto, ca. 1 m alt.; flores roxas.","ESA140211",NA,NA,NA,NA,NA,"2017","08","27","27729","auto",NA,NA,NA,NA,NA
"35","2020-11-04 11:02:44-03","ESALQ","ESA","72555","PreservedSpecimen","Plantae","Asteraceae","Vernonia","mucronulata","Vernonia mucronulata","Less.","Rivera, V.L. & Fonseca, L.","Krieger, L.","10602.0","1971","04","26","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA072555","ESA072555","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-04 11:02:44-03","ESALQ","ESA","26555","PreservedSpecimen","Plantae","Asteraceae","Vernonia","mucronulata","Vernonia mucronulata",NA,"Monge, M. & Semir, J.","Souza, V.C. et al.","3888.0","1993","05","22","Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,"ESA026555",NA,"Magnoliophyta",NA,NA,NA,"2010",NA,NA,"27729","auto",NA,NA,NA,NA,NA
"37","2020-11-04 11:02:44-03","ESALQ","ESA","8696","PreservedSpecimen","Plantae","Asteraceae","Vernonia","mucronulata","Vernonia mucronulata","Less.","Leitão Filho, H.F.","Scaramuzza, C.A.M. ; Souza, V.C.",NA,"1989","08","11","Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,"ESA008696","ESA008696","Magnoliophyta",NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA
"38","2020-11-04 11:02:44-03","ESALQ","ESA","11819","PreservedSpecimen","Plantae","Asteraceae","Vernonia","mucronulata","Vernonia mucronulata","Less.","Leitão Filho, H.F. & Semir, J.","Souza, V.C. et al.","4127.0","1993","09","06","Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,"ESA011819","ESA011819","Magnoliophyta",NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA
"39","2020-11-04 11:02:44-03","ESALQ","ESA","12038","PreservedSpecimen","Plantae","Asteraceae","Vernonia","mucronulata","Vernonia mucronulata","Less.","Leitão Filho, H.F.","Souza, V.C. et al.","4346.0","1993","09","09","Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,"ESA012038","ESA012038","Magnoliophyta",NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA
"40","2020-11-04 11:02:44-03","ESALQ","ESA","23973","PreservedSpecimen","Plantae","Asteraceae","Vernonia","mucronulata","Vernonia mucronulata","Less.","Souza, V.C.","Souza, V.C.; Sakuragui, C.M.; Souza, J.P.; Sanches, C.D.; Wongtschowski, M.;Scalon, V.R.; Farah, F.T.","8925.0","1995","08","20","Brasil","São Paulo","Itararé","Estrada Itararé - Bom Sucesso de Itararé, ca. 17 Km de Itararé. Fazenda Ibiti (Ripasa). Campo na beira de um córrego.","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"Arbusto, ca. 1 m alt.; capítulos lilases.","ESA023973","ESA023973","Magnoliophyta",NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA
"41","2020-11-04 11:02:44-03","ESALQ","ESA","26305","PreservedSpecimen","Plantae","Asteraceae","Vernonia","mucronulata","Vernonia mucronulata","Less.","Souza, V.C.","Souza, V.C. et al.","8712.0","1995","08","18","Brasil","São Paulo","Itapeva",NA,"-48.8699989318848","-23.9799995422363",NA,NA,NA,NA,NA,"ESA026305","ESA026305","Magnoliophyta",NA,NA,NA,NA,NA,NA,"42926","auto",NA,NA,NA,NA,NA
"42","2020-11-04 11:02:44-03","ESALQ","ESA","8807","PreservedSpecimen","Plantae","Asteraceae","Vernonia","mucronulata","Vernonia mucronulata","Less.","Leitão Filho, H.F.","Scaramuzza, C.A.M. ; Godon, M.","343.0",NA,NA,NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,"ESA008807","ESA008807","Magnoliophyta",NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA
"43","2020-11-04 11:02:44-03","ESALQ","ESA","11933","PreservedSpecimen","Plantae","Asteraceae","Vernonia","mucronulata","Vernonia mucronulata",NA,"Monge, M. & Semir, J.","Souza, V.C. et al.","4241.0","1993","09","06","Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,"ESA011933",NA,"Magnoliophyta",NA,NA,NA,"2010",NA,NA,"27729","auto",NA,NA,NA,NA,NA
"44","2021-03-31 13:36:08-03","MN","R","15209","PreservedSpecimen","Plantae","Asteraceae","Vernonia","mucronulata","Vernonia mucronulata","Less.",NA,"Glaziou, A.F.M.","15097","1884","06","30","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000015209","R000015209_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-31 13:36:08-03","MN","R","6278","PreservedSpecimen","Plantae","Asteraceae","Vernonia","mucronulata","Vernonia mucronulata","Less.","Cesar Diogo","Glaziou, A.F.M.; Netto, L.S.M.; Schwacke, C.A.W.; Rangel, E.S. & Fortunato, R.H.",NA,"1879","02",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"R000006278","R000006278_001 R000006278_002 R000006278_003",NA,NA,NA,NA,"1914","07",NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-06-12 12:03:09-03","UFPI","TEPB","27430","PreservedSpecimen","Plantae","Asteraceae","Vernonia","mucronulata","Vernonia mucronulata",NA,NA,"H. F. Leitão Filho.",NA,"1987","06","30","Brasil","Minas Gerais","Tiradentes",NA,"-44.1781005859375","-21.1103000640869",NA,NA,NA,NA,"flor branca <ll>dwc_commonname:</ll> Caneleiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10355","auto",NA,NA,NA,NA,NA
"47","2019-02-15 11:34:46-02","IPA","IPA","24886","S","Plantae","Asteraceae","Vernonia","mucronulata","Vernonia mucronulata","Less.","Jeffrey, C.","Harley, R.M.","19840","1977","03","22","Brasil","Bahia",NA,"Serra do Rio de Contas, About 2km N. of the town of Vila do Rio de Contas in flood plain of the Rio Brumado with riverine and chiefly herbaceous weedy vegetation.","-41.833333","-13.566667","-41.833333","-13.566667","980","980","Herb or subshrub to 2m. Leaves dark green glossy above white beneath. Flower bud beige.","IPA0024886","IPA0024886","Plantae",NA,"Southern America",NA,"1978",NA,NA,NA,NA,NA,NA,NA,NA,NA
