"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","locality","barcode","imagecode"
"1","2016-07-05 11:14:19-03","FFCLRP","LBMBP","1171","S","Plantae","Orchidaceae","Miltonia","kayasimae","Miltonia kayasimae","Pabst","E.R. Pansarin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2019-11-21 10:12:52-03","IBt","SP","27295","S","Plantae","Orchidaceae","Anneliesia","kayasimae","Anneliesia kayasimae","(Pabst) Senghas & Lückel","Barros, F","1998","10","09","Vert, G","CGG6058","1901","10","21","Brasil","São Paulo","Alto Tietê, Rio Claro, capoeira.","SP009621","SP009621"
