"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","year","month","day","county","locality","decimalLongitude","decimalLatitude","imagecode","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","minimumElevationInMeters","maximumElevationInMeters"
"94","2020-07-10 09:43:21-03","MBML","MBML-HERBARIO","39243",NA,"Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"H. C. de Lima; R.D.Ribeiro, A.A.Calvet & W. Silva.",NA,"Brasil","Rio de Janeiro",NA,NA,"Arvoreta com 3 metros de altura. Frutos alaranjados. Ocasional.","MBML039243",NA,NA,"A.St.-Hil. & Tul.","Adriana Lobão/VII-2009","6633","2007","05","24","Nova Iguaçu","Trilha para o Pico do Tinguá.","-43.400833","-22.589444","MBML039243",NA,NA,NA,NA,NA,NA,NA,NA,"43W24'3","22S35'22",NA,NA,NA,NA
"95","2020-07-10 09:43:21-03","MBML","MBML-HERBARIO","39446",NA,"Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"A. Lobão; M.Nadruz, A.C.G.Ramos, N.L.Nunes & C.Cronemberg.",NA,"Brasil","Rio de Janeiro",NA,NA,"Arvoreta; ca. 4m alt., folhas lustrosas na face adaxial, botões florais verdes, frutos imaturas verdes. Rara na área.","MBML039446",NA,NA,"A.St.-Hil. & Tul.","A. Lobão/VII-2009","1359","2007","09","27","Magé","Santo Aleixo. Trilha Coruja-Italianos. Floresta Ombrófila Densa Submontana.","-43.040599822998","-22.6527996063232","MBML039446",NA,NA,NA,NA,"20531","auto",NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-06-15 15:28:22-03","UNESP-RC","HRCB","41248","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"Castro, E.R.",NA,"Brasil","São Paulo",NA,NA,"Árvore com cerca de 10 metros. Frutos imaturos cor verde",NA,NA,NA,"St.-Hil. & Tul.","Castro, E.R.","250","2003","11","23","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,"2005","02","21","37574","auto",NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-06-15 15:28:22-03","UNESP-RC","HRCB","20885","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"Sakai, L.",NA,"Brasil","São Paulo",NA,NA,"Árvore 12 m, flores creme",NA,NA,NA,"St.-Hil. & Tul.",NA,"32626","1995","02","07","Cananéia",NA,"-47.850833","-24.879444",NA,NA,NA,NA,NA,NA,NA,NA,NA,"47º51'03W","24º52'46S",NA,NA,NA,NA
"98","2020-06-15 15:28:22-03","UNESP-RC","HRCB","36670","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"Carrasco, P.G.",NA,"Brasil","São Paulo",NA,NA,"Arbóreo. Fruto verde. Flor branca",NA,NA,NA,"St.-Hil. & Tul.","Carrasco, P.G.","188","2000","11","11","Ilha Comprida",NA,"-47.5400009155273","-24.7399997711182",NA,NA,NA,NA,NA,"49747","auto",NA,NA,NA,NA,NA,NA,NA,NA
"99","2020-06-15 15:28:22-03","UNESP-RC","HRCB","39744","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"Castro, R. de",NA,"Brasil","São Paulo",NA,NA,"Ca. 7 m, fruto carnoso imaturo verde",NA,NA,NA,NA,NA,"52","2001","10","19","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA
"100","2021-03-03 13:56:07-03","UFF","NIT","NIT1220","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorfiana","Xylopia langsdorfiana",NA,"M.G. Bovini; J. M. A. Braga, J. A. L. Neto, C. M. Vieira & I. C. A. Alves",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"NIT00001229",NA,NA,"A.St.-Hil. & Tul.",NA,"1097","1996","10","20","Mangaratiba",NA,"-44.040599822998","-22.9596996307373",NA,NA,NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA
"101","2021-03-03 13:56:07-03","UFF","NIT","NIT1221","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorfiana","Xylopia langsdorfiana",NA,"R.G. Barbosa; E. J. Lirio.; M. C. Almeida; & A. S. Miranda",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"NIT00001230",NA,NA,"A.St.-Hil. & Tul.",NA,"376","2014","11","21","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA
"102","2021-03-03 13:56:07-03","UFF","NIT","NIT1125","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorfiana","Xylopia langsdorfiana",NA,"A. Lobão",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"NIT00001134",NA,NA,"A.St.-Hil. & Tul.","A. Lobão","2138",NA,NA,NA,"Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA
"103","2020-11-18 11:39:39-03","UERJ","HRJ","11631","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorfiana","Xylopia langsdorfiana",NA,"?",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"HRJ00011581",NA,NA,"A.St.-Hil. & Tul.",NA,"s.n.",NA,NA,NA,"Angra dos Reis","Ilha Grande.","-44.3180999755859","-23.0067005157471",NA,NA,NA,NA,NA,"32988","auto",NA,NA,NA,NA,NA,NA,NA,NA
"104","2021-02-09 10:12:10-03","UENF","HUENF","10837","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorfiana","Xylopia langsdorfiana",NA,"Archanjo, K.M.P.A.; Toledo,E.",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"HUENF00011483",NA,NA,"A.St.-Hil. & Tul.",NA,"3479","2010","01","21","Natividade","Monte Alegre.","-41.9733009338379","-21.042200088501",NA,NA,NA,NA,NA,"18409","auto",NA,NA,NA,NA,NA,NA,NA,NA
"105","2021-02-09 10:12:10-03","UENF","HUENF","10836","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorfiana","Xylopia langsdorfiana",NA,"Archanjo, K.M.P.A.; Toledo, E.",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"HUENF00011482",NA,NA,"A.St.-Hil. & Tul.",NA,"3479","2010","01","21","Natividade","Monte Alegre.","-41.9733009338379","-21.042200088501",NA,NA,NA,NA,NA,"18409","auto",NA,NA,NA,NA,NA,NA,NA,NA
"106","2020-09-12 05:00:02-03","US","US","3560948","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorfiana","Xylopia langsdorfiana",NA,"I. C. Macedo, F. Barros & M. Fiuza de Melo","South America - Neotropics","Brazil","São Paulo",NA,NA,NA,"US01347028",NA,"Magnoliales","A. St.-Hil. & Tul.",NA,"70","1987","12","4","Cananéia","Parque Estadual da Ilha do Cardoso","-47.9199981689453","-25.0100002288818","US01347028_01",NA,NA,NA,NA,"37574","auto","Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"107","2020-09-12 05:00:02-03","US","US","3224268","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorfiana","Xylopia langsdorfiana",NA,"C. A. Cid Ferreira & J. Lima","South America - Neotropics","Brazil","Amazonas",NA,NA,NA,"US01346815",NA,"Magnoliales","A. St.-Hil. & Tul.",NA,"3594","1982","11","11",NA,"Acima do municipio de Novo Japurá, Rio Japurá, afluente do rio Solimões, ao longo do rio",NA,NA,"US01346815_01",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"108","2020-09-02 16:19:45-03","Cenargen","CEN","106715","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorfiana","Xylopia langsdorfiana",NA,"J. C. Lopes",NA,"Brasil","SP","Exsicatas",NA,"Folhas discolores verde-brilhantes na face superior e verde-claras na inferior. Sépalas verdes, pétalas externas amarelas e internas alvas. Flores maduras com as pétalas externas eretas e as internas patentes. Doação Universidade de São Paulo - Herbário SPF.","CEN00106715",NA,NA,"A.St.-Hil. & Tul.","J. C. L.opes","381","2013","03","14","CUBATAO","Parque Estadual da Serra do Mar. Núcleo Itutinga-Pilões. Via Anchieta, entre os km 48 e 49, no ramal que liga os dois sentidos da via Anchieta.","-46.485833","-23.896111","CEN00106715",NA,"2016",NA,NA,NA,NA,NA,NA,"-46.485833","-23.896111",NA,"1","266","266"
"109","2020-09-02 16:19:45-03","Cenargen","CEN","107929","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorfiana","Xylopia langsdorfiana",NA,"M. Sztutman",NA,"Brasil","SP","Exsicatas",NA,"Área muito pertubada, com domínio de jacatirão nos trechos mais pertubados e manchas de guanandizal. Doação Programa de Pós-Graduação. UNICAMP. Herbário ESA","CEN00107929",NA,NA,"A.St.-Hil. & Tul.",NA,"263","1999","01","11","PARIQUERA-ACU","Parque estadual de Pariquera - Abaixo (PEPA). Acesso pelo Bairro Braço Preto., no lado oeste, passando pelo viveiro, nas cordenadas aproximadas de 24°42'32 S e 47°38''58 W, seguindo a trilha no interior da Floresta de Restinga de Baixada (Paludosa).","-40.616666","-22.716666","CEN00107929",NA,NA,NA,NA,NA,NA,NA,NA,"-40.616666","-22.716666",NA,"1",NA,NA
"110","2020-09-02 16:19:45-03","Cenargen","CEN","107930","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorfiana","Xylopia langsdorfiana",NA,"D. Sampaio",NA,"Brasil","SP","Exsicatas",NA,"Doação. ESA 109305.","CEN00107930",NA,NA,"A.St.-Hil. & Tul.",NA,"120",NA,NA,NA,"CANANEIA","Arredores do centro de Pesquisa - Perequ^( P.E. Ilha do Cardoso). Floresta Alta de Restinga. (Parecela PEIC - Outra numeração 122).","-47.9199981689453","-25.0100002288818","CEN00107930",NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,"1",NA,NA
"111","2019-12-09 17:29:17-03","UFPR","EFC","16060","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorfiana","Xylopia langsdorfiana",NA,"Souza, I.",NA,"Brasil","Paraná",NA,NA,"Arvoreta 7m, fruto avermelhado. Floresta Ombrófila Densa das Terras baixas","EFC016060",NA,NA,"A.St.-Hil. & Tul.","Souza, I.",NA,"2017","03","23","Paranaguá","P.E. do Palmito","-48.5552","-25.8323",NA,NA,"2017","11","22",NA,NA,NA,NA,"-48.5552","-25.8323",NA,NA,"24","24"
"112","2019-12-09 17:29:17-03","UFPR","EFC","209","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorfiana","Xylopia langsdorfiana",NA,"Rotta, E.",NA,"Brasil","Paraná",NA,NA,"__COMMOM_NAME__: Canela-branca","EFC000209",NA,NA,"A.St.-Hil. & Tul.","Silva, S.M.",NA,"1996","12","19","Paranaguá","Floresta Estadual do Palmito","-48.5558","-25.5917",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-48.5558","-25.5917",NA,NA,"20","20"
"113","2019-12-09 17:29:17-03","UFPR","EFC","12157","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorfiana","Xylopia langsdorfiana",NA,"Vieira, R.S.",NA,"Brasil","Paraná",NA,NA,"Árvore com aprox. 5 metros, no interior da floresta. Com botão floral ferrugíneo.","EFC012157",NA,NA,"A.St.-Hil. & Tul.","Vieira, R.S.","319","2014","01","24","Paranaguá","Vila Paraná","-48.5092010498047","-25.5200004577637",NA,NA,"2014","02","14","24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-03-15 18:24:27-03","USP","SPF","213419","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"Lopes, JC",NA,"Brasil","São Paulo",NA,NA,"Árvore 3 m alt. Folhas discolores verde-brilhantes na face superior e verde-claras na inferior. Sépalas verdes, pétalas externas amarelas e internas alvas. Flores maduras com as pétalas externas eretas e as internas patentes. Frutos","SPF00213419",NA,NA,"A.St.-Hil. & Tul.","Lopes, JC","381","2013","03","14","Cubatão","Parque Estadual da Serra do Mar, Núcleo Itutinga-Pilões. Via Anchieta entre os km 48 e 49 no ramal que liga os dois sentidos da via Anchieta.","-46.509722","-23.896111",NA,NA,"2016",NA,NA,NA,NA,NA,NA,"-46.509722","-23.896111",NA,NA,"266","266"
"115","2019-10-07 09:23:19-03","UEFS","HUEFS","233178","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"Lopes, J.C.",NA,"Brasil","São Paulo",NA,NA,"Mata Atlântica. Floresta Ombrófila Densa.","HUEFS0233178","Angiospermae","Magnoliales","A.St.-Hil.& Tul.","J.C.Lopes","381","2013","03","14","Cubatão","Parque Estadual da Serra do Mar. Núcleo Itutinga-Pilões. Via Anchieta, entre os Km 48 e 49, no ramal que liga os dois sentidos da via Anchieta.","-46.486111","-23.896111","HUEFS0233178",NA,"2016",NA,NA,NA,NA,"Magnolianae",NA,"46W29'10''","23S53'46''",NA,NA,"266","266"
"116","2019-12-04 16:39:37-03","FFCLRP","SPFR","17221","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"Sampaio, D.",NA,"Brasil","São Paulo",NA,NA,"Floresta de Alta Restinga",NA,NA,NA,"A.St.-Hil. & Tul.",NA,"120",NA,NA,NA,"Cananéia","Arredores do Centro de Pesquisa - Perequê (P.E. Ilha do Cardoso)","-47.933942","-25.012472",NA,NA,NA,NA,NA,NA,NA,NA,NA,"47o56'02.19W","25o00'44.90S",NA,NA,NA,NA
"117","2019-09-04 19:11:39-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Annonaceae","Xylopia","lanceolata","Xylopia lanceolata",NA,"A. Glaziou","South America","Brazil",NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,"4747","1870","12","3",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"118","2019-09-04 19:11:39-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorfiana","Xylopia langsdorfiana","Type [status unknown]","G. H. von Langsdorff","South America","Brazil",NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"119","2020-07-23 11:57:10-03","CEPLAC","CEPEC","9161","PreservedSpecimen","Plantae","Annonaceae","Xylopia","lanceolata","Xylopia lanceolata",NA,"R. S. Pinheiro",NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,"J. Arinaes","2064","1973","03","29","GUARATINGA","Km 2 Rod. p/ Itabela.","-39.7827987670898","-16.5839004516602",NA,NA,NA,NA,NA,"55290","auto",NA,"30/12/1981",NA,NA,NA,NA,NA,NA
"120","2020-07-23 11:57:10-03","CEPLAC","CEPEC","42927","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"T. S. dos Santos",NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,"R. de Mello-Silva","4050","1986","02","27","UNA","Serra da Luzia. Ramal c/ entrada no Km 5.7 da Rod. São José/Una, ao N 1.8Km. Faz. Sat. Rosa.","-38.283333","-15.05",NA,NA,NA,NA,NA,NA,NA,NA,"30/08/2002","38W17'","15S3'",NA,NA,NA,NA
"121","2020-07-23 11:57:10-03","CEPLAC","CEPEC","130559","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"A. Lobão",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"A. Q. Lobão","1359","2007","09","27","MAGÉ","Santo Aleixo. Trilha Coruja/Italianos.","-43.040599822998","-22.6527996063232",NA,NA,NA,NA,NA,"20531","auto",NA,"30/07/2009",NA,NA,NA,NA,NA,NA
"122","2020-07-23 11:57:10-03","CEPLAC","CEPEC","22464","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorfiana","Xylopia langsdorfiana",NA,"T. S. dos Santos",NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,"D. M. Johnson","4050","1986","02","27","UNA","Ramal entr. Km 5.7 Rod. S. Jose/Una, ao N 1,8Km . Faz. Sta. Rosa.","-38.283333","-15.05",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1994","38W17'","15S3'",NA,NA,NA,NA
"123","2020-07-23 11:57:10-03","CEPLAC","CEPEC","17460","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorfiana","Xylopia langsdorfiana",NA,"S. A. Mori",NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,"D. M. Johnson","12819","1979","09","27","UNA","35Km S Itabuna. 17Km BR-101/BA-265.","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,NA,"36070","auto",NA,"30/12/1994",NA,NA,NA,NA,NA,NA
"124","2021-04-08 17:12:11-03","UESB","HUESB","14039","S","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"Mariano Neto, E.",NA,"Brasil","Bahia",NA,NA,"Arvoreta, ca. 2,8m. Floresta ombrófila densa. Número 4474 da fitossociologia.","HUESB000014039","Dicotyledoneae",NA,"A. St.-Hil. & Tul.",NA,"1814","2000","09","10","Una","Região de Mata Higrófila Sul Baiana.","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,NA,"36070","auto",NA,NA,NA,NA,NA,NA,NA,NA
"125","2021-04-08 17:12:11-03","UESB","HUESB","14040","S","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"Mariano Neto, E.",NA,"Brasil","Bahia",NA,NA,"Arvoreta, ca. 3,2m. Floresta ombrófila densa. Número 4471 da fitossociologia.","HUESB000014040","Dicotyledoneae",NA,"A. St.-Hil. & Tul.",NA,"1813","2000","09","10","Una","Região de Mata Higrófila Sul Baiana.","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,NA,"36070","auto",NA,NA,NA,NA,NA,NA,NA,NA
"126","2019-11-13 16:04:24-03","UNISANTA","HUSC","1503","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorfiana","Xylopia langsdorfiana",NA,"Martins, S.E.; Sampaio, P.S.P.; Magenta, M.A.G.",NA,"Brasil","São Paulo",NA,NA,"Arvoreta, 3,5m de altura. Botões forais amarelados. Fruto verde-imaturo.; Floresta de restinga seca alta",NA,"Magnoliophyta",NA,"St.Hilaire & Tulasne","Mello-Silva, R.","349","1998","11","28","Bertioga","Guaratuba, Fazenda Três Marias, estrada da captação.","-46.138599395752","-23.8544006347656",NA,NA,"1999","05",NA,"37616","auto",NA,NA,NA,NA,NA,NA,NA,NA
"127","2019-11-13 16:04:24-03","UNISANTA","HUSC","2280","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorfiana","Xylopia langsdorfiana",NA,"Martins, S.E.; Sampaio, P.S.P.",NA,"Brasil","São Paulo",NA,NA,"Arvoreta co 7m de altura. Botões florais castanhos e frutos verdes imaturos. Frquente; Sub-bosque. Floresta de restinga seca alta.",NA,"Magnoliophyta",NA,"St.Hilaire & Tulasne","Mello-Silva, R.","596","1999","11","18","Bertioga","Guaratuba, Fazenda Três Marias, estrada da captação.","-46.138599395752","-23.8544006347656",NA,NA,"2000","03",NA,"37616","auto",NA,NA,NA,NA,NA,NA,NA,NA
"128","2019-11-13 16:04:24-03","UNISANTA","HUSC","2093","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorfiana","Xylopia langsdorfiana",NA,"Martins, S.E.; Magenta, M.A.G.",NA,"Brasil","São Paulo",NA,NA,"árvore com 5m de altura. Botões florais verdes e frutos verdes imaturos.; Floresta de Restinga Seca Alta.",NA,"Magnoliophyta",NA,"St.Hilaire & Tulasne","Martins, S.E.","550","1999","09","16","Bertioga","Guaratuba, Fazenda Três Marias, estrada da captação.","-46.138599395752","-23.8544006347656",NA,NA,"1999","09",NA,"37616","auto",NA,NA,NA,NA,NA,NA,NA,NA
"129","2019-11-13 16:04:24-03","UNISANTA","HUSC","8111","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorfiana","Xylopia langsdorfiana",NA,"Santos, A.; Santos, F.; Freitas, J.; Catarino, J.",NA,"Brasil","São Paulo",NA,NA,"Árvore com número de placa 1080, estéril.",NA,"Magnoliophyta",NA,"St.Hilaire & Tulasne","et al.; Santos, A.","20","2012","03","21","Guarujá","Serra do Guararu, condomínio Iporanga, prox. a área C.","-46.25","-23.9899997711182",NA,NA,NA,NA,NA,"18989","auto",NA,NA,NA,NA,NA,NA,NA,NA
"130","2019-11-13 16:04:24-03","UNISANTA","HUSC","8207","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorfiana","Xylopia langsdorfiana",NA,"Scolari, G.O.; Nakasato, M.V.",NA,"Brasil","São Paulo",NA,NA,"Arvore com 17,89m de altura.; Floresta alta de restinga. P6-413.",NA,"Magnoliophyta",NA,"St.Hilaire & Tulasne","Sugiyama, M.","53","2007","06","17","Peruíbe","Trecho de foresta alta de restinga","-46.9900016784668","-24.3199996948242",NA,NA,"2007","08","30","21922","auto",NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-11-12 17:00:54-03","UEL","FUEL","9510","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorfiana","Xylopia langsdorfiana langsdorfiana",NA,"Britez, RM",NA,"Brasil","Paraná",NA,NA,NA,NA,"Tracheophyta","Magnoliales","A.St.-Hil. & Tul.","Silva, SM","1907","1987","11","06","Paranaguá","Ilha do Mel, Morro do Forte","-48.5092010498047","-25.5200004577637",NA,"langsdorfiana","1987","12",NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-11-12 17:00:54-03","UEL","FUEL","5286","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorfiana","Xylopia langsdorfiana lanceolata",NA,"R.F. de Oliveira",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"Tracheophyta","Magnoliales","(R.E.Fr.) M.C.Dias","Dias, MC","s.n.","1977","10","04","Rio de Janeiro","Estrada da Vista Chinesa","-43.2075004577637","-22.9027996063232",NA,"lanceolata","1988","02",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA
"133","2020-01-31 10:37:27-03","IFAM","EAFM","11871","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorfiana","Xylopia langsdorfiana",NA,"Stoike, FC de O",NA,"Brasil","São Paulo",NA,NA,"; DESC: arbórea; tronco para artefato; cerco-fixo",NA,NA,NA,"St.Hilaire & Tulasne","Stoike, FC de O","731","2006","10","08","Cananéia","Ilha do Cardoso","-47.926944","-25.083889",NA,NA,"2006","10","08",NA,NA,NA,NA,"-47.926944","-25.083889",NA,NA,NA,NA
"134","2021-03-04 15:44:30-03","IF","SPSF","24556","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"M.Sztutman","América do Sul","Brasil","SP",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"Magnoliophyta","Magnoliales",NA,NA,"263","1999","01","11","Pariquera Açu","P.E.Pariquera Abaixo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"135","2021-03-04 15:44:30-03","IF","SPSF","25260","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"C.Kozera","América do Sul","Brasil","SP",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: floresta Ombrofila densa&nf;;",NA,"Magnoliophyta","Magnoliales",NA,NA,"712","1999","01","05","Pariquera Açu","P.E.Pariquera Abaixo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"136","2021-03-04 15:44:30-03","IF","SPSF","45459","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"N.M.Ivanauskas & E.Rocha & D.Souza & F.M.Souza & S.Alves","América do Sul","Brasil","SP",NA,NA,"COLETA: Árvore 7m altura; frutos imaturos verdes.;",NA,"Magnoliophyta","Magnoliales","(Tul.)","G.A.D.C. Franco","6390","2011","09","01","Bananal","Estação Ecológica de Bananal","-44.366389","-22.805",NA,NA,"2012","01","30",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,"1125","1125"
"137","2021-03-04 15:44:30-03","IF","SPSF","47278","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"R.T.Polisel & N.M.Ivanauskas & M.T.Ribeiro & D.Souza","América do Sul","Brasil","SP",NA,NA,"COLETA: Indivíduo 6574 da fitossociologia.; GEOGRAFIA: No sub-bosque de floresta com araucária (SAD 70, Zona 23k);",NA,"Magnoliophyta","Magnoliales","(Tul.)","T.M.Ribeiro","1010","2009","11","07","Itaberá",NA,"-49.136944","-23.861944",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"138","2021-03-04 15:44:30-03","IF","SPSF","32946","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"J.B.Baitello","América do Sul","Brasil","SP",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"Magnoliophyta","Magnoliales",NA,NA,"1670","2004","01","09","São Paulo","P.E.Serra do Mar, Núcleo Curucutu","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"53584","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"139","2021-03-04 15:44:30-03","IF","SPSF","28402","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"J.A.Pastore & C.Moura","América do Sul","Brasil","SP",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: trilha da Pedreira&nf;;",NA,"Magnoliophyta","Magnoliales",NA,NA,"1090","2001","08","31","São Vicente","P.E.Xixová-Japuí","-46.3899993896484","-23.9599990844727",NA,NA,NA,NA,NA,"25482","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"140","2021-03-04 15:44:30-03","IF","SPSF","47032","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"D.Sampaio","América do Sul","Brasil","SP",NA,NA,"COLETA: Parcela PEIC - Outra numeração 122.; GEOGRAFIA: Arredores do Centro de Pesquisa - Perequê. Floresta Alta de Restinga.;",NA,"Magnoliophyta","Magnoliales","(Tul.)",NA,"120",NA,NA,NA,"Cananéia","Parque Estadual da Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,"37574","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
