"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","typeStatus","locality","decimalLongitude","decimalLatitude","imagecode","stateProvince","county","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","eventTime","sex"
"1777","2020-08-31 09:06:00-03","INPA","INPA","137536","S","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Ferreira, CAC","5221","1984","10","23","Southern America","Brasil",NA,NA,NA,"INPA0137536","Dicotyledon Com-Clade","Myrtales","Jacq.",NA,"BR307, Cruzeiro do Sul-Benjamin Constant, km 32., BR 307, Rod. Cruzeiro do Sul-Benjamin Constant, Km 32.","-73.216667","-7.133333","INPA0137536 INPA0137536_e INPA0137536_e1","Acre","Cruzeiro do Sul","Stace, CA",NA,NA,NA,NA,NA,"-73.216667","-7.133333","1988",NA,NA,NA,NA,NA,NA,NA,NA
"1778","2020-08-31 09:06:00-03","INPA","INPA","131245","S","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Santos, JUM dos","383","1982","11","20","Southern America","Brasil",NA,NA,NA,"INPA0131245","Dicotyledon Com-Clade","Myrtales","Jacq.",NA,"Escola Evangélica de Buriti, Próximo a Escola Evangélica de Buriti","-55","-15","INPA0131245 INPA0131245_e","Mato Grosso","Chapada dos Guimarães","Silva, MG da",NA,NA,NA,NA,NA,"-55","-15","1983",NA,NA,NA,NA,NA,NA,NA,NA
"1779","2020-08-31 09:06:00-03","INPA","INPA","113296","S","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Silva, MN da","175","1983","04","30","Southern America","Brasil",NA,NA,NA,"INPA0113296","Dicotyledon Com-Clade","Myrtales","Jacq.",NA,"Estrada Santarém-Cuiabá, Km 816 de Cuiabá. P#?#roximo ao rio Branco Norte, 1.500 m subindo o rio, fora da estrada","-54.9","-9.366667","INPA0113296 INPA0113296_e INPA0113296_e1","Pará","Itaituba","Marquete, NF da S.","430","430",NA,NA,NA,"-54.9","-9.366667","2000","12",NA,NA,NA,NA,NA,NA,NA
"1780","2020-08-31 09:06:00-03","INPA","INPA","13930","S","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Rodrigues, WA","5262","1963","06","06","Southern America","Brasil",NA,NA,NA,"INPA0013930","Dicotyledon Com-Clade","Myrtales","Jacq.",NA,"Puraquequara., Puraquequara, margem da estrada para Manaus, lugar Panamã","-59.833333","-3.05","INPA0013930 INPA0013930_e INPA0013930_e1","Amazonas","Manaus","Loiola, MIB",NA,NA,NA,NA,NA,"-59.833333","-3.05","1998",NA,NA,NA,NA,NA,NA,NA,NA
"1781","2020-08-31 09:06:00-03","INPA","INPA","140651","S","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Ferreira, CAC","7264","1986","03","04","Southern America","Brasil",NA,NA,NA,"INPA0140651","Dicotyledon Com-Clade","Myrtales","Jacq.",NA,"Est. Ecológica Juamí-Japurá. Rio Pati, Estação de Jutaí-Solimões. Rio Patí afluente da margem esquerda do Rio Jutaí, igarapé das Araras.","-68","-4","INPA0140651","Amazonas","Jutaí","Coêlho, LF",NA,NA,NA,NA,NA,"-68","-4","1986",NA,NA,NA,NA,NA,NA,NA,NA
"1782","2020-08-31 09:06:00-03","INPA","INPA","143550","S","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Ferreira, CAC","7688","1986","08","12","Southern America","Brasil",NA,NA,NA,"INPA0143550","Dicotyledon Com-Clade","Myrtales","Jacq.",NA,"Rio Mapuera, Margem direita do rio Mapuera, entre as Cachoeiras Paraíso Grande e Maracajá. Área do reservatório da 2ª Etapa.","-57.583333","-0.966667","INPA0143550 INPA0143550_e INPA0143550_e1","Pará","Oriximiná","Stace, CA",NA,NA,NA,NA,NA,"-57.583333","-0.966667","1989",NA,NA,NA,NA,NA,NA,NA,NA
"1783","2020-08-31 09:06:00-03","INPA","INPA","143846","S","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Ferreira, CAC","8003","1986","08","22","Southern America","Brasil",NA,NA,NA,"INPA0143846","Dicotyledon Com-Clade","Myrtales","Jacq.",NA,"Rio Trombetas, Cachoeira Porteira, Rio Trombetas, a jusante de Cachoeira Porteira. Margem de Lago Abuí","-57","-1.266667","INPA0143846 INPA0143846_e INPA0143846_e1","Pará","Oriximiná","Stace, CA",NA,NA,NA,NA,NA,"-57","-1.266667","1989",NA,NA,NA,NA,NA,NA,NA,NA
"1784","2020-08-31 09:06:00-03","INPA","INPA","149348","S","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Pires, MJ","613","1985","09","17","Southern America","Brasil",NA,NA,NA,"INPA0149348","Dicotyledon Com-Clade","Myrtales","Jacq.",NA,"Monte Dourado, Monte Dourado, estrada MTD-oeste, área do Caracurú","-53.0031","-1.031561","INPA0149348 INPA0149348_e","Pará","Almeirim","Silva, NT da",NA,NA,NA,NA,NA,"-53.0031","-1.031561",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1785","2020-08-31 09:06:00-03","INPA","INPA","150771","S","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Thomas, WW","4289","1985","10","07","Southern America","Brasil",NA,NA,NA,"INPA0150771","Dicotyledon Com-Clade","Myrtales","Jacq.",NA,"Bank of Rio Araguaia on inlet called Lago Inglés., W bank of rio Araguaia on inlet called Lago Inglés","-50.716667","-11.566667","INPA0150771 INPA0150771_e INPA0150771_e1","Mato Grosso","São Félix do Araguaia","Stace, CA",NA,NA,NA,NA,NA,"-50.716667","-11.566667","1987",NA,NA,NA,NA,NA,NA,NA,NA
"1786","2020-08-31 09:06:00-03","INPA","INPA","153463","S","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Ferreira, CAC","8808","1987","04","11","Southern America","Brasil",NA,NA,NA,"INPA0153463","Dicotyledon Com-Clade","Myrtales","Jacq.",NA,"Chapada dos Pacaás Novos a 10 km da Guajará-Mirim, Chapada dos Pacaás Novos a 10 km da cidade de Guajará-Mirim, próximo a BR-425.","-65.25","-10.716667","INPA0153463 INPA0153463_e INPA0153463_e1","Rondônia","Guajará-Mirim","Leeuwenberg, AJM",NA,NA,NA,NA,NA,"-65.25","-10.716667","1991",NA,NA,NA,NA,NA,NA,NA,NA
"1787","2020-08-31 09:06:00-03","INPA","INPA","153463","S","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Ferreira, CAC","8808","1987","04","11","Southern America","Brasil",NA,NA,NA,"INPA0153463","Dicotyledon Com-Clade","Myrtales","Jacq.",NA,"Chapada dos Pacaás Novos a 10 km da Guajará-Mirim, Chapada dos Pacaás Novos a 10 km da cidade de Guajará-Mirim, próximo a BR-425.","-65.25","-10.716667","INPA0153463 INPA0153463_e INPA0153463_e1","Rondônia","Guajará-Mirim","Loiola, MIB",NA,NA,NA,NA,NA,"-65.25","-10.716667","1998",NA,NA,NA,NA,NA,NA,NA,NA
"1788","2020-08-31 09:06:00-03","INPA","INPA","157490","S","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Ferreira, CAC","9299","1987","10","08","Southern America","Brasil",NA,NA,NA,"INPA0157490","Dicotyledon Com-Clade","Myrtales","Jacq.",NA,"Boca do Ararirá, Boca do rio Ararirá, margem direita do rio Negro","-63.5","-0.5","INPA0157490 INPA0157490_e INPA0157490_e1","Amazonas","Barcelos","Loiola, MIB",NA,NA,NA,NA,NA,"-63.5","-0.5","1998",NA,NA,NA,NA,NA,NA,NA,NA
"1789","2020-08-31 09:06:00-03","INPA","INPA","158015","S","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Maas, PJM","6586","1987","10","06","Southern America","Brasil",NA,NA,NA,"INPA0158015","Dicotyledon Com-Clade","Myrtales","Jacq.",NA,"Rio Caurés, Left bank of rio Negro, between mouth of rio Caurés and Barcelos","-62.966667","-2.333333","INPA0158015 INPA0158015_e INPA0158015_e1","Amazonas","Barcelos","Loiola, MIB",NA,NA,NA,NA,NA,"-62.966667","-2.333333","1998",NA,NA,NA,NA,NA,NA,NA,NA
"1790","2021-01-10 20:46:35-03","INPA","INPA","150376","S","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Thomas, WW","3865","1985","09","18","Southern America","Brasil",NA,NA,NA,"INPA0150376","Dicotyledon Com-Clade","Myrtales","Jacq.",NA,"7 km E of BR163, N of Rio Celeste, 51 km S Sinop., 7 Km E of BR 163, N of rio Celeste, 51 Km S of Sinop","-55.533333","-12.3","INPA0150376 INPA0150376_e INPA0150376_e1","Mato Grosso","Sinop","Stace, CA",NA,NA,NA,NA,NA,"-55.533333","-12.3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1791","2020-08-31 09:06:00-03","INPA","INPA","150576","S","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Thomas, WW","4073","1985","09","28","Southern America","Brasil",NA,NA,NA,"INPA0150576","Dicotyledon Com-Clade","Myrtales","Jacq.",NA,"Rio Apiacá at ferry crossing MT208., Rio Apiacá at ferry crossing for MT 208 (Rd. W from Alta Floresta)","-56.95","-10.033333","INPA0150576 INPA0150576_e INPA0150576_e1","Mato Grosso","Alta Floresta","Stace, CA",NA,NA,NA,NA,NA,"-56.95","-10.033333","1987",NA,NA,NA,NA,NA,NA,NA,NA
"1792","2020-08-31 09:06:00-03","INPA","INPA","15889","S","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Coêlho, DF","INPA15889","1965","08",NA,"Southern America","Brasil",NA,NA,NA,"INPA0015889","Dicotyledon Com-Clade","Myrtales","Jacq.",NA,"Garapú, rio Sete de Setembro, Garapú, rio Sete de Setembro.","-53.3","-11.6","INPA0015889 INPA0015889_e INPA0015889_e1","Mato Grosso",NA,"Loiola, MIB",NA,NA,NA,NA,NA,"-53.3","-11.6","1998",NA,NA,NA,NA,NA,NA,NA,NA
"1793","2020-08-31 09:06:00-03","INPA","INPA","162467","S","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Carlos, A","59","1991","06","21","Southern America","Brasil",NA,NA,NA,"INPA0162467","Dicotyledon Com-Clade","Myrtales","Jacq.",NA,"Tarumã/Tarumãzinho, Tarumã/Tarumãzinho.","-60.033333","-3.5","INPA0162467 INPA0162467_e INPA0162467_e1","Amazonas",NA,"Loiola, MIB",NA,NA,NA,NA,NA,"-60.033333","-3.5","1998",NA,NA,NA,NA,NA,NA,NA,NA
"1794","2020-08-31 09:06:00-03","INPA","INPA","177053","S","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Macêdo, M","3164","1993","08","20","Southern America","Brasil",NA,NA,NA,"INPA0177053","Dicotyledon Com-Clade","Myrtales","Jacq.",NA,"Poconé, Estrada Transpantaneira, Km 30, Fazenda Santa Rosa.","-56.8","-16.9","INPA0177053 INPA0177053_e INPA0177053_e1","Mato Grosso","Poconé","Santos, JL dos",NA,NA,NA,NA,NA,"-56.8","-16.9","1993",NA,NA,NA,NA,NA,NA,NA,NA
"1795","2020-08-31 09:06:00-03","INPA","INPA","177125","S","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Macêdo, M","3262","1993","09","14","Southern America","Brasil",NA,NA,NA,"INPA0177125","Dicotyledon Com-Clade","Myrtales","Jacq.",NA,"Cuiabá, Córrego Barbado, foz na margem direita.","-56","-15.6","INPA0177125 INPA0177125_e","Mato Grosso","Cuiabá",NA,NA,NA,NA,NA,NA,"-56","-15.6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1796","2021-01-10 20:46:35-03","INPA","INPA","180808","S","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Nee, MH","34731","1987","04","10","Southern America","Brasil",NA,NA,NA,"INPA0180808","Dicotyledon Com-Clade","Myrtales","Jacq.",NA,"5 Km. NE of Guajara Mirim.","-65.25","-10.733333","INPA0180808 INPA0180808_e INPA0180808_n INPA0180808_ni","Rondônia","Guajará-Mirim","Stace, CA",NA,NA,NA,NA,NA,"-65.25","-10.733333","1989",NA,NA,NA,NA,NA,NA,NA,NA
"1797","2020-08-31 09:06:00-03","INPA","INPA","181737","S","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Lima, HC de","3364","1987","11","30","Southern America","Brasil",NA,NA,NA,"INPA0181737","Dicotyledon Com-Clade","Myrtales","Jacq.",NA,"Camanaús, Alto Rio Negro, acima de Camanaus","-66.93284","-0.15512","INPA0181737 INPA0181737_e INPA0181737_nd","Amazonas","São Gabriel da Cachoeira","Stace, CA",NA,NA,NA,NA,NA,"-66.93284","-0.15512","1998",NA,NA,NA,NA,NA,NA,NA,NA
"1798","2020-08-31 09:06:00-03","INPA","INPA","183953","S","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Gillespie, LJ","1206","1989","04","24","Southern America","Guianas",NA,NA,NA,"INPA0183953","Dicotyledon Com-Clade","Myrtales","Jacq.",NA,"Region: Pomeroon-Supenaam. Araplako River near confluence with Pomeroon River","-58.633333","-7.25","INPA0183953 INPA0183953_e",NA,NA,"Stace, CA",NA,NA,NA,NA,NA,"-58.633333","-7.25","1994",NA,NA,NA,NA,NA,NA,NA,NA
"1799","2021-01-10 20:46:35-03","INPA","INPA","188496","S","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Assunção, PACL","286","1996","05","15","Southern America","Brasil",NA,NA,NA,"INPA0188496","Dicotyledon Com-Clade","Myrtales","Jacq.",NA,"Reserva Florestal Adolfo Ducke","-59.966667","-2.883333","INPA0188496 INPA0188496_e","Amazonas","Manaus","Valente, MC; Silva, NMF da",NA,NA,NA,NA,NA,"-59.966667","-2.883333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1800","2021-01-10 20:46:35-03","INPA","INPA","188497","S","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Assunção, PACL","350","1996","07","19","Southern America","Brasil",NA,NA,NA,"INPA0188497","Dicotyledon Com-Clade","Myrtales","Jacq.",NA,"Reserva Florestal Adolfo Ducke, Próximo a estação meteorológica.","-59.966667","-2.883333","INPA0188497 INPA0188497_e","Amazonas","Manaus","Valente, MC; Silva, NMF da",NA,NA,NA,NA,NA,"-59.966667","-2.883333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1801","2021-01-10 20:46:35-03","INPA","INPA","188501","S","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Acevedo-Rodríguez, P","7943","1996","07","30","Southern America","Brasil",NA,NA,NA,"INPA0188501","Dicotyledon Com-Clade","Myrtales","Jacq.",NA,"Reserva Florestal Adolfo Ducke","-59.966667","-2.883333","INPA0188501 INPA0188501_e","Amazonas","Manaus","Valente, MC; Silva, NMF da",NA,NA,NA,NA,NA,"-59.966667","-2.883333","1998","12",NA,NA,NA,NA,NA,NA,NA
"1802","2021-01-10 20:46:35-03","INPA","INPA","188502","S","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Mesquita, MR","2","1996","05","16","Southern America","Brasil",NA,NA,NA,"INPA0188502","Dicotyledon Com-Clade","Myrtales","Jacq.",NA,"Reserva Florestal Adolfo Ducke","-59.966667","-2.883333","INPA0188502 INPA0188502_e","Amazonas","Manaus","Valente, MC; Silva, NMF da",NA,NA,NA,NA,NA,"-59.966667","-2.883333","1998","12",NA,NA,NA,NA,NA,NA,NA
"1803","2021-01-10 20:46:35-03","INPA","INPA","188503","S","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Sothers, CA","871","1996","05","22","Southern America","Brasil",NA,NA,NA,"INPA0188503","Dicotyledon Com-Clade","Myrtales","Jacq.",NA,"Reserva Florestal Adolfo Ducke","-59.966667","-2.883333","INPA0188503 INPA0188503_e","Amazonas","Manaus","Valente, MC; Silva, NMF da",NA,NA,NA,NA,NA,"-59.966667","-2.883333","1998","12",NA,NA,NA,NA,NA,NA,NA
"1804","2020-08-31 09:06:00-03","INPA","INPA","188694","S","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Ferreira, LV","196","1992","03","27","Southern America","Brasil",NA,NA,NA,"INPA0188694","Dicotyledon Com-Clade","Myrtales","Jacq.",NA,"Comunidade Nossa Senhora de Fátima, Rio Tarumã-Mirim, Comunidade Nossa Senhora de Fátima, área de estudo do Projeto MAX-PLANCK.","-60.283333","-3.033333","INPA0188694 INPA0188694_e INPA0188694_e1","Amazonas","Manaus","Loiola, MIB",NA,NA,NA,NA,NA,"-60.283333","-3.033333","1998","11",NA,NA,NA,NA,NA,NA,NA
"1805","2020-08-31 09:06:00-03","INPA","INPA","189037","S","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Acevedo-Rodríguez, P","7950","1996","08","02","Southern America","Brasil",NA,NA,NA,"INPA0189037","Dicotyledon Com-Clade","Myrtales","Jacq.",NA,"Alto Rio Negro, ca. 10 Km N of Santo Antonio","-61.133333","-2.783333","INPA0189037 INPA0189037_e INPA0189037_e1","Amazonas",NA,"Loiola, MIB","70","70",NA,NA,NA,"-61.133333","-2.783333","1998","11",NA,NA,NA,NA,NA,NA,NA
"1806","2020-08-31 09:06:00-03","INPA","INPA","192302","S","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Evans, R","1969","1994","11","18","Southern America","Suriname",NA,NA,NA,"INPA0192302","Dicotyledon Com-Clade","Myrtales","Jacq.",NA,"N side of Kuruni Island, E of trail from airstrip to N branch of Kuruni River around island, ca. 30 airline km E of confluence on Corantijn River","-57.6","-3.2","INPA0192302 INPA0192302_e",NA,NA,"Liesner, RL","180","180",NA,NA,NA,"-57.6","-3.2","1995",NA,NA,NA,NA,NA,NA,NA,NA
"1807","2020-08-31 09:06:00-03","INPA","INPA","19812","S","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Prance, GT","4174","1967","01","30","Southern America","Brasil",NA,NA,NA,"INPA0019812","Dicotyledon Com-Clade","Myrtales","Jacq.",NA,"Rio Apiaú, Rio Apiaú, Km 5-15 from mouth","-61.279856","2.675562","INPA0019812 INPA0019812_e INPA0019812_e1","Roraima","Mucajaí","Marquete, NF da S.",NA,NA,NA,NA,NA,"-61.279856","2.675562","2001","06",NA,NA,NA,NA,NA,NA,NA
"1808","2020-08-31 09:06:00-03","INPA","INPA","199824","S","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Macêdo, M","4380","1995","09","28","Southern America","Brasil",NA,NA,NA,"INPA0199824","Dicotyledon Com-Clade","Myrtales","Jacq.",NA,"Santa Carmem, Rio Arraias, Fazenda Jamanchim, Santa Carmem.","-54.6","-12","INPA0199824 INPA0199824_e INPA0199824_e1","Mato Grosso","Santa Carmem","Marquete, NF da S.",NA,NA,NA,NA,NA,"-54.6","-12","2000","12",NA,NA,NA,NA,NA,NA,NA
"1809","2020-08-31 09:06:00-03","INPA","INPA","205469","S","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Knab-Vispo, C","337","1995","02",NA,"Southern America","Venezuela",NA,NA,NA,"INPA0205469","Dicotyledon Com-Clade","Myrtales","Jacq.",NA,"Boca Nichare, Río Nichare, afluente izquierdo del Río Caura.","-64.833333","6.5","INPA0205469 INPA0205469_e","Bolívar",NA,"Liesner, RL","150","150",NA,NA,NA,"-64.833333","6.5","1995",NA,NA,NA,NA,NA,NA,NA,NA
"1810","2020-08-31 09:06:00-03","INPA","INPA","209164","S","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Graham, J","510","1998","07","24","Southern America","Peru",NA,NA,NA,"INPA0209164","Dicotyledon Com-Clade","Myrtales","Jacq.",NA,"Yarinacocha. Quebrada Maputay","-74.566667","-8.35","INPA0209164 INPA0209164_e","Ucayali","Coronel Portillo",NA,"200","200",NA,NA,NA,"-74.566667","-8.35",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1811","2020-08-31 09:06:00-03","INPA","INPA","210748","S","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Lima, D de A.L.","139","2000","08","17","Southern America","Brasil",NA,NA,NA,"INPA0210748","Dicotyledon Com-Clade","Myrtales","Jacq.",NA,"Rio Marauiá. Igapó.","-64.933333","-0.5","INPA0210748 INPA0210748_e","Amazonas","Santa Isabel do Rio Negro","Costa, MAS",NA,NA,NA,NA,NA,"-64.933333","-0.5","2013",NA,NA,NA,NA,NA,NA,NA,NA
"1812","2020-08-31 09:06:00-03","INPA","INPA","211340","S","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Silveira, M","857","1994","09","20","Southern America","Brasil",NA,NA,NA,"INPA0211340","Dicotyledon Com-Clade","Myrtales","Jacq.",NA,"Rio Tarauacá, Bacia do Rio Juruá, Rio Tarauacá. Seringal Universo, Colocação Praia do Carapana.","-71.353","-8.442","INPA0211340 INPA0211340_e","Acre","Tarauacá",NA,NA,NA,NA,NA,NA,"-71.353","-8.442",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1813","2020-08-31 09:06:00-03","INPA","INPA","215426","S","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Daly, DC","8039","1993","11","03","Southern America","Brasil",NA,NA,NA,"INPA0215426","Dicotyledon Com-Clade","Myrtales","Jacq.",NA,"Reserva Florestal de Humaitá, Rio Acre, basin of Rio Purus, Reserva Florestal de Humaitá, 4 hours downstream from Rio Branco by inboard-engine boat. Flat terrain not flooded pr only shallowly and briefly.","-67.633333","-9.75","INPA0215426_e","Acre","Porto Acre","Ramos, JF",NA,NA,NA,NA,NA,"-67.633333","-9.75","2014","05","15",NA,NA,NA,NA,NA,NA
"1814","2020-08-31 09:06:00-03","INPA","INPA","217039","S","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Daly, DC","4375","1986","11","20","Southern America","Brasil",NA,NA,NA,"INPA0217039","Dicotyledon Com-Clade","Myrtales","Jacq.",NA,"Black-water streams feeding Rio Tonantins, 1 Km from confluence with Rio Solimões. Igapó vegetation by igarapé margin.","-67.833333","-2.883333","INPA0217039 INPA0217039_e","Amazonas","Tonantins","Stace, CA",NA,NA,NA,NA,NA,"-67.833333","-2.883333","1989",NA,NA,NA,NA,NA,NA,NA,NA
"1815","2020-08-31 09:06:00-03","INPA","INPA","217960","S","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Assunção, PACL","1729","2006","03","30","Southern America","Brasil",NA,NA,NA,"INPA0217960","Dicotyledon Com-Clade","Myrtales","Jacq.",NA,"Igapó, Rio Mutum, tributário do Jutai, Reserva Cujubim.","-68.316667","-5.216667","INPA0217960 INPA0217960_e","Amazonas","Jutaí","Zartman, CE","150","150",NA,NA,NA,"-68.316667","-5.216667","2006","05","06",NA,NA,NA,NA,NA,NA
"1816","2020-08-31 09:06:00-03","INPA","INPA","218012","S","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Assunção, PACL","1552","2006","03","13","Southern America","Brasil",NA,NA,NA,"INPA0218012","Dicotyledon Com-Clade","Myrtales","Jacq.",NA,"Várzea, Rio Curuena, tributário do Rio Jutai.","-69.316667","-5.216667","INPA0218012 INPA0218012_e","Amazonas","Jutaí","Zartman, CE","150","150",NA,NA,NA,"-69.316667","-5.216667","2006","05","06",NA,NA,NA,NA,NA,NA
"1817","2020-08-31 09:06:00-03","INPA","INPA","200519","S","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Hatschbach, GG","63876","1995","10","25","Southern America","Brasil",NA,NA,NA,"INPA0200519","Dicotyledon Com-Clade","Myrtales","Jacq.",NA,"Rio Branco, Salto das Nuvens, Rio Branco, Salto das Nuvens.","-57.6789","-16.0708","INPA0200519 INPA0200519_e","Mato Grosso","Salto do Céu","Stace, CA",NA,NA,NA,NA,NA,"-57.6789","-16.0708","1998",NA,NA,NA,NA,NA,NA,NA,NA
"1818","2021-01-10 20:46:35-03","INPA","INPA","194126","S","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Knowles, OH","MRN1184","1988","05","06","Southern America","Brasil",NA,NA,NA,"INPA0194126","Dicotyledon Com-Clade","Myrtales","Jacq.",NA,"Porto Trombetas, Mineração Rio do Norte, Mineração Rio do Norte S.A. Porto Trombetas. Serra Assad","-56.3","-1.4","INPA0194126 INPA0194126_e INPA0194126_e1","Pará",NA,"Loiola, MIB",NA,NA,NA,NA,NA,"-56.3","-1.4","1998","11",NA,NA,NA,NA,NA,NA,NA
"1819","2020-08-31 09:06:00-03","INPA","INPA","228140","S","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Silveira, M","1570","1996","11","25","Southern America","Brasil",NA,NA,NA,"INPA0228140","Dicotyledon Com-Clade","Myrtales","Jacq.",NA,"Seringal Nova Olinda., Rio Purus, margem esquerda, seringal Nova Olinda, colocação Nova Olinda.","-69.686","-9.043","INPA0228140 INPA0228140_e INPA0228140_e1","Acre","Manoel Urbano","Stace, CA",NA,NA,NA,NA,NA,"-69.686","-9.043","1998","08","25",NA,NA,NA,NA,NA,NA
"1820","2020-08-31 09:06:00-03","INPA","INPA","228141","S","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Silveira, M","1187","1996","05","03","Southern America","Brasil",NA,NA,NA,"INPA0228141","Dicotyledon Com-Clade","Myrtales","Jacq.",NA,"Rio Moa., Bacia do Alto Juruá, Rio Moa, Volta da Aurora.","-72.972","-7.51","INPA0228141 INPA0228141_e","Acre","Mâncio Lima","Stace, CA",NA,NA,NA,NA,NA,"-72.972","-7.51","1998","08","25",NA,NA,NA,NA,NA,NA
"1821","2020-08-31 09:06:00-03","INPA","INPA","228217","S","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Silveira, M","864","1994","09","21","Southern America","Brasil",NA,NA,NA,"INPA0228217","Dicotyledon Com-Clade","Myrtales","Jacq.",NA,"Rio Tarauacá, Bacia do Rio Juruá, Rio Tarauacá. Seringal Universo, Colocação Praia do Carapana.","-71.315","-8.423","INPA0228217 INPA0228217_e","Acre","Tarauacá","Stace, CA",NA,NA,NA,NA,NA,"-71.315","-8.423","1998","08","25",NA,NA,NA,NA,NA,NA
"1822","2021-01-10 20:46:35-03","INPA","INPA","228219","segun","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Silveira, M","857","1994","09","20","Southern America","Brasil",NA,NA,NA,"INPA0228219","Dicotyledon Com-Clade","Myrtales","Jacq.",NA,"Rio Tarauacá, Bacia do Rio Juruá, Rio Tarauacá. Seringal Universo, Colocação Praia do Carapana.","-71.353","-8.442","INPA0228219 INPA0228219_e","Acre","Tarauacá",NA,NA,NA,NA,NA,NA,"-71.353","-8.442",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1823","2020-08-31 09:06:00-03","INPA","INPA","22851","S","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Prance, GT","6091","1968","07","16","Southern America","Bolivia",NA,NA,NA,"INPA0022851","Dicotyledon Com-Clade","Myrtales","Jacq.",NA,"South bank of rio Abunã, 8 km above mouth, South bank of rio Abunã, 8 Km above mouth",NA,NA,"INPA0022851 INPA0022851_e","Pando",NA,"Exell, AW",NA,NA,NA,NA,NA,NA,NA,"1969",NA,NA,NA,NA,NA,NA,NA,NA
"1824","2021-01-10 20:46:35-03","INPA","INPA","230002","S","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Melo, MFF","548","2008","08","14","Southern America","Brasil",NA,NA,NA,"INPA0230002","Dicotyledon Com-Clade","Myrtales","Jacq.",NA,"Lago da REBIO Uatumã, Balbina, No entorno do Lago da Rebio Uatumã, Balbina.","-59.5","-1.833333",NA,"Amazonas","Presidente Figueiredo","Melo, MFF",NA,NA,NA,NA,NA,"-59.5","-1.833333","2009",NA,NA,NA,NA,NA,NA,NA,NA
