"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","recordNumber","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","individualCount","fieldNumber","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","625986","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","aculeata","Seguieria aculeata","Jacq.",NA,NA,NA,NA,"A. P. Duarte","1949","05","07","Brazil","Paraná",NA,NA,NA,NA,NA,"NY00625986","NY00625986_01","s.n.","Parque Nacional de Iguaçú.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=409974' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","306290","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","aculeata","Seguieria aculeata",NA,"D. E. Atha",NA,NA,NA,"M. H. Nee","1998","05","29","Bolivia","Santa Cruz","Andrés Ibáñez","-63.07","-17.77",NA,NA,"NY00306290",NA,"49481","Jardín Botánico de Santa Cruz, 12 km E of center of Santa Cruz on road to Cotoca.","375","375","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=396255' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","625993","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","aculeata","Seguieria aculeata","Jacq.","J. G. Rohwer",NA,NA,NA,"L. B. Smith","1957","02","27","Brazil","Santa Catarina","Joaçaba","-51.5044","-27.1783",NA,NA,"NY00625993","NY00625993_01","11893","2km south of Joaçaba on the west bank of the Rio do Peixe.","450","500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=409970' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","625989","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","aculeata","Seguieria aculeata","Jacq.",NA,NA,NA,NA,"O. dos S. Ribas","1996","02","10","Brazil","Santa Catarina","Otacílio Costa","-50.1219","-27.4831",NA,NA,"NY00625989","NY00625989_01","1199","Fazenda do Cardoso.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=409975' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","625981","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","aculeata","Seguieria aculeata","Jacq.","J. G. Rohwer",NA,NA,NA,"P. K. H. Dusén","1911","01","20","Brazil","Paraná",NA,NA,NA,NA,NA,"NY00625981","NY00625981_01","11179","Therezina.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=409971' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","625988","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","aculeata","Seguieria aculeata","Jacq.","J. G. Rohwer",NA,NA,NA,"R. Reitz","1963","04","12","Brazil","Santa Catarina","Lacerdópolis","-51.5556","-27.2603",NA,NA,"NY00625988","NY00625988_01","14.686",NA,"500","500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=409966' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-09-27 04:37:00-03","NY","NYBG","626034","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","aculeata","Seguieria aculeata",NA,"G. A. Aymard Corredor; C. N.",NA,NA,NA,"G. A. Aymard Corredor","1992","02","26","Venezuela","Bolívar","Piar","-62.97","7.58",NA,NA,"NY00626034",NA,"10216","Isla en el lago de Guri. (Sector Danto Manchado, parte Sur de la isla). 40km al S de la Presa R. Leoni.","270","270","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=409959' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","625979","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","aculeata","Seguieria aculeata","Jacq.","J. G. Rohwer",NA,NA,NA,"R. Reitz","1956","02","16","Brazil","Santa Catarina","Itajaí","-48.941177","-26.748537",NA,NA,"NY00625979","NY00625979_01","2.772","Braço Joaquim, Luis Alves.","400","400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=409967' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"19","2017-02-01 11:40:00-02","NY","NYBG","626035","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","aculeata","Seguieria aculeata",NA,"E. R. Guaglianone",NA,NA,NA,"O. Morrone","1996","02","09","Argentina","Misiones","San Javier","-55.23","-27.87",NA,NA,"NY00626035",NA,"617","Camino de Sta. María a Itacaruaré, 15km de Sta. María, sobre el Ayo. Itacarué y Ruta 2.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=409962' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","309689","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","aculeata","Seguieria aculeata","L.","M. H. Nee",NA,NA,NA,"M. H. Nee","1998","06","23","Bolivia","Santa Cruz","Andrés Ibáñez","-63.07","-17.77",NA,NA,"NY00309689",NA,"49850","Jardín Botánico de Santa Cruz, 12 km E of center of Santa Cruz on road to Cotoca.","375","375","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=739327' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","625984","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","aculeata","Seguieria aculeata","Jacq.","S. F. Smith",NA,NA,NA,"A. Kegler","2000","02","11","Brazil","Rio Grande do Sul","Caxias do Sul","-51.1792","-29.1683",NA,NA,"NY00625984","NY00625984_01","636","Parque Centenário.","780","780","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=409961' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","625980","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","aculeata","Seguieria aculeata","Jacq.",NA,NA,NA,NA,"S. M. Silva","1993","03","20","Brazil","Paraná","Capitão Leônidas Marques","-53.67","-25.5",NA,NA,"NY00625980","NY00625980_01","s.n.","Fazenda do Bezerra.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=409973' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","822873","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","aculeata","Seguieria aculeata","Jacq.","J. C. Lindeman",NA,NA,NA,"J. C. Lindeman","1967","01","19","Brazil","Paraná",NA,NA,NA,NA,NA,"NY00822873","NY00822873_01","4257","Along road through Serra dos Dourados between Umuarama and Icaraima.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=929268' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","02433529","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","aculeata","Seguieria aculeata","Jacq.",NA,NA,NA,NA,"G. J. Schwarz","1949","02","08","Brazil","Paraná",NA,"-54.5881","-25.5481",NA,NA,"NY02433529","NY02433529_01","7437","Porto Helena (Alto Paraná)",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2663096' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","625991","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","aculeata","Seguieria aculeata","Jacq.","J. G. Rohwer",NA,NA,NA,"G. G. Hatschbach","1967","01","20","Brazil","Paraná","Icaraíma","-53.6139","-23.3958",NA,NA,"NY00625991","NY00625991_01","15769","Estr. p/ Pto. Camargo.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=409964' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","02433528","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","aculeata","Seguieria aculeata","Jacq.",NA,NA,NA,NA,"M. H. Nee","1987","11","04","Brazil","Rondônia","Guarajá-Mirim","-65.133333","-10.883333",NA,NA,"NY02433528","NY02433528_01","34780","22 km. SE of Guajara Mirim",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2663089' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","886472","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","americana","Seguieria americana","L.","O. Kosovsky",NA,NA,NA,"L. Riedel","1824",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"NY00886472","NY00886472_01","700",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1025969' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","886471","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","americana","Seguieria americana","L.",NA,NA,NA,NA,"L. Riedel",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"NY00886471",NA,"s.n.","Mandiocca.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1025966' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-09-27 04:08:00-03","NY","NYBG","626032","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","americana","Seguieria americana",NA,NA,NA,NA,NA,"G. S. Bunting","1977","09","08","Venezuela","Zulia","Miranda",NA,NA,NA,NA,"NY00626032",NA,"5404","Carretera Maracaibo-Altagracia, en el km 4 al norte del desvío de la carretera Maracaibo-Coro.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=38458' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","625995","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","americana","Seguieria americana","L.","J. G. Rohwer",NA,NA,NA,"N. T. da Silva","1964","07","11","Brazil","Bahia","Itabuna","-39.2803","-14.7858",NA,NA,"NY00625995","NY00625995_01","58361","Jussari Experimental Station, near Itabuna.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=38456' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","886469","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","americana","Seguieria americana","L.","O. Kosovsky",NA,NA,NA,"R. P. Belém","1967","03","08","Brazil","Bahia",NA,NA,NA,NA,NA,"NY00886469","NY00886469_01","3381","Saída para Jequié.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1025961' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","02433531","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","americana","Seguieria americana","L.",NA,NA,NA,NA,"J. A. Ratter","1987","03","18","Brazil","Roraima",NA,"-61.43","3.37",NA,NA,"NY02433531","NY02433531_01","5767","SEMA Ecological Station, Ilha de Maracá",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2663148' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00859295","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","americana","Seguieria americana","L.","J. G. Rohwer",NA,NA,NA,"W. A. Ducke","1956","12","14","Brazil","Ceará","Maracanaú","-38.6256","-3.8769",NA,NA,"NY00859295","NY00859295_01","2576","1 ponte do ramal da rodagem Fortaleza - Maranguape, lugar Pau Serrado.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=957252' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1017945","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","americana","Seguieria americana","L.","J. A. Kallunki",NA,NA,NA,"W. W. Thomas","2001","03","19","Brazil","Bahia","Itaju do Colônia","-39.6575","-15.1536",NA,NA,"NY01017945","NY01017945_01","12360","7.5 km southeast of Itajú do Colônia on road to Palmira","250","250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=153774' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","625999","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","americana","Seguieria americana","L.","J. G. Rohwer",NA,NA,NA,"R. P. Belém","1967","03","09","Brazil","Bahia",NA,NA,NA,NA,NA,"NY00625999","NY00625999_01","3410","Itajurú. Margem do Rio de Contas.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=38449' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","626000","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","americana","Seguieria americana","L.","F. C. Hoehne",NA,NA,NA,"F. C. Hoehne","1917","02",NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"NY00626000","NY00626000_01","24737","Jacarépaguá.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=38453' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","886470","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","americana","Seguieria americana","L.","O. Kosovsky",NA,NA,NA,"M. Kuhlmann","1951","03","19","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"NY00886470","NY00886470_01","2626","Angra dos Reis. Fazenda Japuhyba.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1025964' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","625994","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","americana","Seguieria americana","L.",NA,NA,NA,NA,"L. Riedel","1824",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"NY00625994","NY00625994_01","s.n.","Brasilia",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=38457' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","626031","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","americana","Seguieria americana","L.","J. G. Rohwer",NA,NA,NA,"J. M. Schunke-Vigo","1970","02","06","Peru","San Martín","Mariscal Cáceres","-76.751988","-8.420776",NA,NA,"NY00626031",NA,"3774","Tocache Nuevo, Camino al Pueblo Viejo de Tocache.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=38452' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","625997","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","americana","Seguieria americana","L.",NA,NA,NA,NA,"G. Gardner","1837",NA,NA,"Brazil","Rio de Janeiro",NA,"-43.073169","-22.496706",NA,NA,"NY00625997","NY00625997_01","722","Serra dos Orgaos.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=38450' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","626001","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","americana","Seguieria americana","L.",NA,NA,NA,NA,"G. Gardner","1837",NA,NA,"Brazil","Rio de Janeiro",NA,"-43.073169","-22.496706",NA,NA,"NY00626001","NY00626001_01","722","Serra dos Orgaos.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=38451' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","687208","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","americana","Seguieria americana","L.","E. L. M. Catharino",NA,NA,NA,"E. L. M. Catharino","1984","02","07","Brazil","São Paulo","Piracicaba","-47.6397","-22.72",NA,NA,"NY00687208","NY00687208_01","7","Mata da Pedreira, ESALQ/USP",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=859965' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","625998","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","americana","Seguieria americana","L.",NA,NA,NA,NA,"G. Edwall","1892","03","31","Brazil","São Paulo",NA,NA,NA,NA,NA,"NY00625998","NY00625998_01","1748","Ilha de Sao Sebastiao.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=38448' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","886473","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","americana","Seguieria americana","L.","O. Kosovsky",NA,NA,NA,"L. Riedel",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"NY00886473","NY00886473_01","s.n.","Chapada",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1025970' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","02433530","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","americana","Seguieria americana","L.",NA,NA,NA,NA,"G. T. Prance","1984","01","31","Brazil","Roraima",NA,"-61.47","2.02",NA,NA,"NY02433530","NY02433530_01","28697","Perimetral norte Highway, 45 km W of Caracarai, Fazenda Repartimento, Rio Repartimento do Ajarani",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2663098' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
