"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","typeStatus","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","phylum","order","class","coordinatePrecision","geoFlag","relatedCatalogItem","infraspecificEpithet","individualCount","fieldNumber","sex"
"11","2021-02-08 11:09:07-03","UNESP-IBB","BOTU","21857","PreservedSpecimen","Plantae","Lauraceae","Nectandra","angustifolia","Nectandra angustifolia","(Schrad.) Nees",NA,NA,NA,NA,"Amaral Jr., A.","95","1998","10","13","Brasil","Mato Grosso do Sul","Três Lagoas",NA,"-51.693472","-20.950556","51°41'36,5w","20°57'02s",NA,NA,"BOTU021857",NA,NA,NA,NA,NA,"árvore de 6m de alt., com frutos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-02-08 11:09:07-03","UNESP-IBB","BOTU","22391","PreservedSpecimen","Plantae","Lauraceae","Nectandra","angustifolia","Nectandra angustifolia","(Schrad.) Nees",NA,NA,NA,NA,"Amaral Jr., A.","321","1999","04","07","Brasil","Mato Grosso do Sul","Três Lagoas",NA,"-51.631528","-20.87875","51°37'53.5w","20°52'43.5s",NA,NA,"BOTU022391",NA,NA,NA,NA,NA,"Arbbusto de flores brancas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-02-08 11:09:07-03","UNESP-IBB","BOTU","22364","PreservedSpecimen","Plantae","Lauraceae","Nectandra","angustifolia","Nectandra angustifolia","(Schrad.) Nees",NA,NA,NA,NA,"Amaral Jr., A.","294","1999","04","07","Brasil","Mato Grosso do Sul","Três Lagoas",NA,"-51.631528","-20.87875","51°37'53.5w","20°52'43.5s",NA,NA,"BOTU022364",NA,NA,NA,NA,NA,"Árvore 3-4m, flores brancas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-02-08 11:09:07-03","UNESP-IBB","BOTU","22855","PreservedSpecimen","Plantae","Lauraceae","Nectandra","angustifolia","Nectandra angustifolia","(Schrad.) Nees",NA,NA,NA,NA,"Amaral Jr., A.","381","1999","04","10","Brasil","São Paulo","Presidente Epitácio",NA,"-52.059139","-21.725778","52°03'32,9w","21°43'32,8s",NA,NA,"BOTU022855",NA,NA,NA,NA,NA,"Árvore com flores.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-02-08 11:09:07-03","UNESP-IBB","BOTU","22823","PreservedSpecimen","Plantae","Lauraceae","Nectandra","angustifolia","Nectandra angustifolia","(Schrad.) Nees",NA,NA,NA,NA,"Amaral Jr., A.","349","1999","04","10","Brasil","São Paulo","Panorama",NA,"-51.951917","-21.53","51°57'06.9w","21°31'48s",NA,NA,"BOTU022823",NA,NA,NA,NA,NA,"Árvore 8m, com flores esverdeadas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-02-08 11:09:07-03","UNESP-IBB","BOTU","22055","PreservedSpecimen","Plantae","Lauraceae","Nectandra","angustifolia","Nectandra angustifolia","(Schrad.) Nees",NA,NA,NA,NA,"Bicudo, L.R.H.","210","1998","10","16","Brasil","Mato Grosso do Sul","Batayporã",NA,"-53.037722","-22.513889","53°02'15,8w","22°30'50s",NA,NA,"BOTU022055",NA,NA,NA,NA,NA,"4m de altura, frutos verdes e cálice vermelho.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-02-18 09:29:56-03","UNESP-IBB","BOTU","22056","PreservedSpecimen","Plantae","Lauraceae","Nectandra","angustifolia","Nectandra angustifolia","(Schrad.) Nees",NA,NA,NA,NA,"Bicudo, L.R.H.","243","1998","10","16","Brasil","São Paulo","Rosana",NA,NA,NA,"9999","9999",NA,NA,"BOTU022056",NA,NA,NA,NA,NA,"Mata de galeria, 3m de altura, tépalas branco-creme, estames amarelo-esverdeados, odor suave e agradável.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-02-08 11:09:07-03","UNESP-IBB","BOTU","22762","PreservedSpecimen","Plantae","Lauraceae","Nectandra","angustifolia","Nectandra angustifolia","(Schrad.) Nees",NA,NA,NA,NA,"Amaral Jr., A.","288","1999","04","09","Brasil","São Paulo","Castilho",NA,"-51.746917","-21.069611","51°44'48.9w","21°04'10.6s",NA,NA,"BOTU022762",NA,NA,NA,NA,NA,"Árvore 6m, com flores brancas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-02-08 11:09:07-03","UNESP-IBB","BOTU","22872","PreservedSpecimen","Plantae","Lauraceae","Nectandra","angustifolia","Nectandra angustifolia","(Schrad.) Nees",NA,NA,NA,NA,"Amaral Jr., A.","398","1999","04","11","Brasil","São Paulo","Panorama",NA,"-51.951917","-21.53","51°57'06.9w","21°31'48s",NA,NA,"BOTU022872",NA,NA,NA,NA,NA,"Árvore somente com a copa fora d'água, com frutos verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-02-18 09:29:56-03","UNESP-IBB","BOTU","21628","PreservedSpecimen","Plantae","Lauraceae","Nectandra","angustifolia","Nectandra angustifolia","(Schrad.) Nees",NA,NA,NA,NA,"Salvador, J.L.G.","59","1998","06","19","Brasil","Mato Grosso do Sul","Anaurilândia",NA,NA,NA,"9999","9999",NA,NA,"BOTU021628",NA,NA,NA,NA,NA,"Floresta de coroa. Árvore de 5m, flores brancas, no interior da mata; canelinha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-24 17:10:45-03","UTFPR","DVPR","3592","PreservedSpecimen","Plantae","Lauraceae","Nectandra","angustifolia","Nectandra angustifolia","(Schrad.) Nees & Mart.","Brotto, ML","2014","11","13","Caxambu, MG; et al.","5542","2014","10","02","Brasil","Paraná","São Jorge do Patrocínio","PARNA- Parque Nacional de Ilha Grande Prainha.","-53.5639","-23.39036","-53.5639","-23.39036","227","227","DVPR003592",NA,NA,NA,NA,NA,"árvore ca. 5 m, ripária, heliófita. Frutos imaturos verdes.; Relevo: plano- Vegetação: Floresta Estacional Semidecidual Aluvial.","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-11-19 15:44:14-03","UNEB","HUNEB","14295","PreservedSpecimen","Plantae","Lauraceae","Nectandra","falcifolia","Nectandra falcifolia","(Nees) J.A.Castigl. ex Mart.Crov.",NA,NA,NA,NA,"Bicudo, L.R.H.","243","1998","10","16","Brasil","São Paulo","Rosana",NA,"-53.0499992370605","-22.5799999237061",NA,NA,NA,NA,"HUNEB0014295",NA,NA,NA,NA,NA,NA,"Angiospermae","Florideophycidae","Dicotyledoneae","49200","auto",NA,NA,NA,NA,NA
"23","2019-12-12 15:31:44-03","UFABC","HUFABC","000097","PreservedSpecimen","Plantae","Lauraceae","Nectandra","angustifolia","Nectandra angustifolia","(Schrad.) Nees & Mart.","Calixto, L; Motta, G",NA,NA,NA,"Moraes, A P","187","2018","05","04","Brasil","São Paulo","Botucatu","Condomínio Residencial Laguna, Área de restauração para compensação ambiental do Condomínio","-48.434611","-22.957833","-48.434611","-22.957833",NA,NA,"HUFABC000097","HUFABC000097",NA,NA,NA,NA,"Terrestre, folhas alternas, inflorescênia racemo.","Angiospermas",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-02-24 18:14:00-03","UFBA","ALCB","48145","PreservedSpecimen","Plantae","Lauraceae","Nectandra","falcifolia","Nectandra falcifolia","(Nees) Castiglioni ex Martinez & Piccinini",NA,NA,NA,NA,"Amaral Júnior, A; Amaral Júnior, A; Mendonça, JO; Barbosa, SB; Campos, CJ","349","1999","04","10","Brasil","São Paulo","Panorama-Caiuá","Rodovia SP 563, margem do Rio Peixe, próximo & ponte","-52.081111","-21.741944","-52.081111","-21.741944",NA,NA,"ALCB003002","ALCB003002",NA,"Southern America",NA,NA,"8,0 m. Flores esverdeadas.","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-02-08 09:35:48-03","NBC","NL-BOTANY","L.1802498","PreservedSpecimen","Plantae","Lauraceae","Nectandra","angustifolia","Nectandra angustifolia","(Schrad.) Nees",NA,NA,NA,NA,"Herter",NA,"1911","09","28","Uruguay",NA,NA,"Conception.",NA,NA,NA,NA,NA,NA,"NL-L1802498","NL-L1802498",NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1802498 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Laurales","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"26","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U.1406349","PreservedSpecimen","Plantae","Lauraceae","Nectandra","angustifolia","Nectandra angustifolia","(Schrad.) Nees",NA,NA,NA,NA,"Schulz AG",NA,"1937","01","01","Argentina",NA,NA,"Plantas del Chaco- Rep. Argentina, Pass Falso, Guaycurú, Monte al margen arroyo Guayeurú.",NA,NA,NA,NA,NA,NA,"NL-U1406349","NL-U1406349",NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406349 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Laurales","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"27","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U.1406350","PreservedSpecimen","Plantae","Lauraceae","Nectandra","angustifolia","Nectandra angustifolia","(Schrad.) Nees",NA,NA,NA,NA,"Burkart AE",NA,"1931","11","19","Argentina",NA,NA,"Delta del Paraná: Zanja de Correa.",NA,NA,NA,NA,NA,NA,"NL-U1406350","NL-U1406350",NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406350 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Laurales","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"28","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U.1406351","PreservedSpecimen","Plantae","Lauraceae","Nectandra","angustifolia","Nectandra angustifolia","(Schrad.) Nees",NA,NA,NA,NA,"Burkart AE",NA,"1934","11","09","Argentina",NA,NA,"Corrientes; arbol el an monte del Riachuelo.",NA,NA,NA,NA,NA,NA,"NL-U1406351","NL-U1406351",NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406351 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Laurales","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"29","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U.1406352","PreservedSpecimen","Plantae","Lauraceae","Nectandra","angustifolia","Nectandra angustifolia","(Schrad.) Nees",NA,NA,NA,NA,"Burkart AE",NA,"1936","02","28","Argentina",NA,NA,"Prov. Entre Rios, Delta del Paraná: Rio Sutierrez.",NA,NA,NA,NA,NA,NA,"NL-U1406352","NL-U1406352",NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406352 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Laurales","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"30","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U.1406353","PreservedSpecimen","Plantae","Lauraceae","Nectandra","angustifolia","Nectandra angustifolia","(Schrad.) Nees",NA,NA,NA,NA,"Burkart AE",NA,"1927","03","25","Argentina",NA,NA,"Prov. Entre Rios, Delta del Paraná: Rio Bravo.",NA,NA,NA,NA,NA,NA,"NL-U1406353","NL-U1406353",NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406353 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Laurales","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"31","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U.1406354","PreservedSpecimen","Plantae","Lauraceae","Nectandra","angustifolia","Nectandra angustifolia","(Schrad.) Nees",NA,NA,NA,NA,"Burkart AE",NA,"1936","02","24","Argentina",NA,NA,"Delta del Paraná: rio Talavera.",NA,NA,NA,NA,NA,NA,"NL-U1406354","NL-U1406354",NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406354 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Laurales","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"32","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U.1406355","PreservedSpecimen","Plantae","Lauraceae","Nectandra","angustifolia","Nectandra angustifolia","(Schrad.) Nees",NA,NA,NA,NA,"Burkart AE",NA,"1931","02","01","Argentina",NA,NA,"Delta del Paraná: rio Arroyón.",NA,NA,NA,NA,NA,NA,"NL-U1406355","NL-U1406355",NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406355 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Laurales","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"33","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U.1406356","PreservedSpecimen","Plantae","Lauraceae","Nectandra","angustifolia","Nectandra angustifolia","(Schrad.) Nees",NA,NA,NA,NA,"Job MM",NA,"1936","02","01","Argentina",NA,NA,"Plants of Argentina, Reconguista, Rio Parana: Isla Mascata.",NA,NA,NA,NA,NA,NA,"NL-U1406356","NL-U1406356",NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406356 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Laurales","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"34","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U.1406360","PreservedSpecimen","Plantae","Lauraceae","Nectandra","angustifolia","Nectandra angustifolia","(Schrad.) Nees",NA,NA,NA,NA,"Schulz AG",NA,"1935","04","01","Argentina",NA,NA,"Plantas del Chaco- Rep. Argentina, Col. Nenites, monte al margen Rio Fragadero.",NA,NA,NA,NA,NA,NA,"NL-U1406360","NL-U1406360",NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406360 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Laurales","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"35","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U.1406362","PreservedSpecimen","Plantae","Lauraceae","Nectandra","angustifolia","Nectandra angustifolia","(Schrad.) Nees",NA,NA,NA,NA,"Schwacke CAW",NA,"1880","04","01","Argentina",NA,NA,"Conapación del Uruguay- Republica Argentina.",NA,NA,NA,NA,NA,NA,"NL-U1406362","NL-U1406362",NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406362 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Laurales","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"36","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U.1406363","PreservedSpecimen","Plantae","Lauraceae","Nectandra","angustifolia","Nectandra angustifolia","(Schrad.) Nees",NA,NA,NA,NA,"Schulz AG",NA,"1930","03","01","Argentina",NA,NA,"Plantas del Chaco-Rep. Argentina, monte al margen Rio Fragadero.",NA,NA,NA,NA,NA,NA,"NL-U1406363","NL-U1406363",NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406363 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Laurales","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"37","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U.1406364","PreservedSpecimen","Plantae","Lauraceae","Nectandra","angustifolia","Nectandra angustifolia","(Schrad.) Nees",NA,NA,NA,NA,"Schulz AG",NA,"1937","11","01","Argentina",NA,NA,"Plantas del Chaco-Rep. Argentina, col. Beneteg, monte al margen Rio Fragadero.",NA,NA,NA,NA,NA,NA,"NL-U1406364","NL-U1406364",NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406364 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Laurales","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"38","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U.1406365","PreservedSpecimen","Plantae","Lauraceae","Nectandra","angustifolia","Nectandra angustifolia","(Schrad.) Nees",NA,NA,NA,NA,"Meyer T",NA,"1944","02","16","Argentina",NA,NA,"Flora Argentina, Pazadas.",NA,NA,NA,NA,NA,NA,"NL-U1406365","NL-U1406365",NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406365 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Laurales","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"39","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U.1406366","PreservedSpecimen","Plantae","Lauraceae","Nectandra","angustifolia","Nectandra angustifolia","(Schrad.) Nees",NA,NA,NA,NA,"Herter WG",NA,"1934","07","01","Uruguay",NA,NA,"Plantae Uruguayenses Exsiccatae, dep. de Salto, Hajebí.",NA,NA,NA,NA,NA,NA,"NL-U1406366","NL-U1406366",NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406366 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Laurales","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"40","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U.1406378","PreservedSpecimen","Plantae","Lauraceae","Nectandra","angustifolia","Nectandra angustifolia","(Schrad.) Nees",NA,NA,NA,NA,"Herter WG",NA,"1934","07","01","Uruguay",NA,NA,"Plantae Uruguayenses Exsiccatae, dep. de Salto, Hajebí.",NA,NA,NA,NA,NA,NA,"NL-U1406378","NL-U1406378",NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406378 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Laurales","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"41","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U.1406724","PreservedSpecimen","Plantae","Lauraceae","Nectandra","angustifolia","Nectandra angustifolia","(Schrad.) Nees","Rohwer JG",NA,NA,NA,"Lindeman JC; Haas JH de",NA,"1966","06","26","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1406724","NL-U1406724",NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406724 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Laurales","Magnoliopsidae",NA,NA,"U 0101433",NA,NA,NA,NA
"42","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U.1406788","PreservedSpecimen","Plantae","Lauraceae","Nectandra","angustifolia","Nectandra angustifolia","(Schrad.) Nees",NA,NA,NA,NA,"Hatschbach GG; Lindeman JC; Haas JH de",NA,"1967","01","22","Brazil",NA,NA,"Flora Brasiliae Australis, IIha dos Bandeirantes in the Rio Paraná facing Porto Camargo.",NA,NA,NA,NA,NA,NA,"NL-U1406788","NL-U1406788",NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406788 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Laurales","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"43","2020-02-08 09:35:48-03","NBC","NL-BOTANY","AMD.86731","PreservedSpecimen","Plantae","Lauraceae","Nectandra","angustifolia","Nectandra angustifolia falcifolia",NA,NA,NA,NA,NA,"Lorentz PG",NA,"1880","04","01","Uruguay",NA,NA,"Concepcion del Uruguay.",NA,NA,NA,NA,NA,NA,"NL-AMD86731","NL-AMD86731",NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/AMD.86731 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Laurales","Magnoliopsidae",NA,NA,NA,"falcifolia",NA,NA,NA
"44","2020-02-08 09:35:48-03","NBC","NL-BOTANY","AMD.86731","PreservedSpecimen","Plantae","Lauraceae","Nectandra","angustifolia","Nectandra angustifolia falcifolia",NA,NA,NA,NA,NA,"Lorentz PG",NA,"1880","04","01","Uruguay",NA,NA,"Concepcion del Uruguay.",NA,NA,NA,NA,NA,NA,"NL-AMD86731","NL-AMD86731",NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/AMD.86731 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Laurales","Magnoliopsidae",NA,NA,NA,"falcifolia",NA,NA,NA
