"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","fieldNumber","typeStatus","individualCount","relatedCatalogItem"
"1","2021-04-05 14:34:11-03","UNESC","CRI","9981","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","beaurepairei","Pouteria beaurepairei","(Glaz. & Raunk.) Baehni","A. Stival-Santos","A. Stival-Santos; L. Mancino","3390","2012","02","28","Brasil","Santa Catarina","Içara","Fazenda Esperança, às margens da rodovia BR-101, km 376.","-49.225","-28.740833","49º13'30''W","28º44'27''S","17","17","Floresta Ombrófila Densa Habito: arbórea","CRI007305","CRI007305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-04-05 14:26:07-03","UNESC","CRI","10898","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","beaurepairei","Pouteria beaurepairei","(Glaz. & Raunk.) Baehni",NA,"Humberto de Bona Martins",NA,"2014","08","01","Brasil","Santa Catarina","Garopaba","Gaia Village.","-48.618611","-28.026944","48º37'7''W","28º1'37''S",NA,NA,NA,"CRI002921","CRI002921",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","777198","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","beaurepairei","Pouteria beaurepairei","(Glaz. & Raunk.) Baehni","S. M. Silva","M. Borgo","367","1999","01","06","Brazil","Paraná","Guaratuba","Lagoa do Parado","-48.77","-25.78",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=506110' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777198","NY00777198_01","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","375354","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","beaurepairei","Pouteria beaurepairei","(Glaz. & Raunk.) Baehni","T. D. Pennington","R. Reitz","7584","1958","11","23","Brazil","Santa Catarina","Rio do Sul","Matador, Rio do Sul","-49.6431","-27.2144",NA,NA,"350","350","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=506111' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375354","NY00375354_01","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","2862067","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","beaurepairei","Pouteria beaurepairei","(Glaz. & Raunk.) Baehni","A. Alves-Araújo","W. W. Thomas","6994",NA,NA,NA,"Brazil","Bahia","Uruçuca","7.3 km N of Serra Grande on rd to Itacaré. Fazenda Lagoa do Conjunto Fazenda Santa Cruz. Southern Bahian moist forest.","-39.0617","-14.4231",NA,NA,NA,NA,"Site: SG <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=730587' target='other'> <mi>dwc_moreinfo</mi></a>","NY02862067","NY02862067_01","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","375356","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","beaurepairei","Pouteria beaurepairei","(Glaz. & Raunk.) Baehni","T. D. Pennington","G. G. Hatschbach","43936","1981","06","11","Brazil","Paraná","Guaratuba","Bairro Figueira","-48.5744","-25.8831",NA,NA,"3","5","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=506108' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375356","NY00375356_01","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","375837","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","beaurepairei","Pouteria beaurepairei","(Glaz. & Raunk.) Baehni","T. D. Pennington","J. L. Paixão","7","1997","08","17","Brazil","Bahia","Almadina","Rod. Almadina/Ibitupa, entrada a 7km, Serra dos Sete-Paus, ca. 12 km da entrada. Fazenda Cruzeiro do Sul","-39.7388363","-14.5680497",NA,NA,NA,NA,"separate fruit collection <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=506113' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375837","NY00375837_01","Magnoliophyta","Ericales","South America","separate fruit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","1181444","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","beaurepairei","Pouteria beaurepairei","(Glaz. & Raunk.) Baehni","A. Alves-Araújo","R. D. Ribeiro","1062","2008","12","06","Brazil","Rio de Janeiro","Rio das Ostras","Mar do Norte. Balneário das Garças, área com remanescentes sobre morrotes.","-41.9447","-22.5269",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1370089' target='other'> <mi>dwc_moreinfo</mi></a>","NY01181444","NY01181444_01","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","2862068","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","beaurepairei","Pouteria beaurepairei","(Glaz. & Raunk.) Baehni","A. Alves-Araújo","W. W. Thomas","7062",NA,NA,NA,"Brazil","Bahia","Uruçuca","7.3 km N of Serra Grande on rd to Itacaré. Fazenda Lagoa do Conjunto Fazenda Santa Cruz. Southern Bahian moist forest.","-39.0617","-14.4231",NA,NA,NA,NA,"Site: SG <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=730588' target='other'> <mi>dwc_moreinfo</mi></a>","NY02862068","NY02862068_01","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","533235","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","beaurepairei","Pouteria beaurepairei","(Glaz. & Raunk.) Baehni","M. C. Dias","E. M. Francisco","29781","1999","02","04","Brazil","Paraná","Ortigueira","Cidade: Ortigueira, km 367.","-50.9492","-24.2083",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=506107' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533235","NY00533235_01","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","01091749","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","beaurepairei","Pouteria beaurepairei","(Glaz. & Raunk.) Baehni","T. D. Pennington","R. H. R. Sambuichi","647","2001","04","26","Brazil","Bahia","Ilhéus","Fazenda Almada.","-39.1714","-14.7972",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1218175' target='other'> <mi>dwc_moreinfo</mi></a>","NY01091749","NY01091749_01","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","375477","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","beaurepairei","Pouteria beaurepairei","(Glaz. & Raunk.) Baehni","A. Alves-Araújo","R. Reitz","5620","1953","02","05","Brazil","Santa Catarina","Palhoça","Campo do Maciambu, Palhoça","-48.6678","-27.6456",NA,NA,"5","5","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=301303' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375477","NY00375477_01","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","375355","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","beaurepairei","Pouteria beaurepairei","(Glaz. & Raunk.) Baehni","T. D. Pennington","R. Kummrow","1326","1980","01","19","Brazil","Paraná","Paranaguá","Ilha do Mel, Aroeira","-48.32","-25.52",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=506109' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375355","NY00375355_01","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-06-29 11:32:35-03","UFRJ","RFA","34774","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","beaurepairei","Pouteria beaurepairei","(Glaz. & Raunk.) Baehni","A. Alves-Araújo","Robson D. Ribeiro; Veronica Maioli","1062","2008","12","06","Brasil","Rio de Janeiro","Rio das Ostras","Balneário Morada das Graças","-41.9449996948242","-22.5268993377686",NA,NA,NA,NA,"Árvore com 7 m de altura, latescente (látec branco). Folhas discolores. Botões amarronzados","RFA22345",NA,NA,NA,NA,NA,"2014","08","29","17620","auto",NA,NA,NA,NA,NA
"15","2020-11-24 17:11:04-03","UTFPR","DVPR","2642","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","beaurepairei","Pouteria beaurepairei","(Glaz. & Raunk.) Baehni","Pennington, TD","Chagas-Silva, F; et al.","s.n.","1990","09","26","Brasil","Paraná","Telêmaco Borba","Fazenda Monte Alegre","-50.6156005859375","-24.3239002227783",NA,NA,NA,NA,"Árvore 15m.","DVPR002642",NA,"Magnoliophyta",NA,NA,NA,"1998",NA,NA,"35037","auto",NA,NA,NA,NA,NA
"16","2020-11-24 17:11:04-03","UTFPR","DVPR","2643","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","beaurepairei","Pouteria beaurepairei","(Glaz. & Raunk.) Baehni","Pennington, TD","Chagas-Silva, F; Soares-Silva, LH","1676","1994","04","17","Brasil","Paraná","Telêmaco Borba","Fazenda Monte Alegre, próx. á","-50.6156005859375","-24.3239002227783",NA,NA,NA,NA,"Árvore 14m, botão floral verde, flores creme, fruto imaturo","DVPR002643",NA,"Magnoliophyta",NA,NA,NA,"1998",NA,NA,"35037","auto",NA,NA,NA,NA,NA
"17","2019-12-04 15:25:50-03","PUCPR","HUCP","23047","S","Plantae","Sapotaceae","Pouteria","beaurepairei","Pouteria beaurepairei","(Glaz. & Raunk.) Baehni.","Bonaldi, R","Bonaldi, R","617","2012","11","26","Brasil","Paraná","Pontal do Paraná",NA,"-48.511100769043","-25.6735992431641",NA,NA,NA,NA,NA,"HUCP00018143","HUCP00018143","Eudicotiledonea",NA,NA,NA,NA,NA,NA,"19508","auto",NA,NA,NA,NA,NA
"18","2020-05-19 10:30:43-03","UFBA","ALCB","36686","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","beaurepairei","Pouteria beaurepairei","(Glaz. & Raunk.) Baehni","Alves-Araújo, A","Stradmann, MTS","180","1996","03","09","Brasil","Bahia","Lençóis","Chapada Diamantina, Trilha do bodão.","-41.454167","-12.466944","-41.454167","-12.466944",NA,NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,"2009","03",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-02-24 18:14:22-03","UFBA","ALCB","42638","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","beaurepairei","Pouteria beaurepairei","(Glaz. & Raunk.) Baehni","Alves-Araújo, A","Stradmann, MTS; Poveda, A","0567","1998","01","07","Brasil","Bahia","Mucugê","Chapada Diamantina, Parque Municipal de MucugÆ/Projeto Sempre Viva. BA - Km 42 a 46. Rio MucugÆ","-41.316667","-12.983333","-41.316667","-12.983333",NA,NA,"Ca 2,5 m. Terrestre. Flhas core ceas, disc¢lores. Frutos drup ceos, pilosos e ferrug¡neos. Ocasional.; Mata Ciliar distribu¡das em manchas de vegeta!Æo na margem do rio. Estrato predominantemente arb¢reo com espécies de mata cilair da regiÆo.",NA,NA,"Dicotyledon",NA,"Southern America",NA,"2009","03","25",NA,NA,NA,NA,NA,NA,NA
