"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","coordinatePrecision","geoFlag","class","monthIdentified","dayIdentified","relatedCatalogItem","fieldNumber","individualCount","sex"
"128","2021-04-08 17:41:12-03","EAO","IAN","83167","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Aeschynomene","brasiliana","Aeschynomene brasiliana brasiliana","(Poir.) DC.","Rudd, VE","Black, GA","5416158","1954","05","14","Southern America","Brasil","Pará","Belém","Rio Guajará, campina.","-48.5043983459473","-1.4558299779892",NA,NA,NA,"Erva rasteira, flor amarela.","IAN083167",NA,"brasiliana",NA,NA,NA,"1971","48462","auto",NA,"07",NA,NA,NA,NA,NA
"129","2021-04-08 17:41:12-03","EAO","IAN","158968","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Aeschynomene","brasiliana","Aeschynomene brasiliana","(Poir.) DC.","Cordeiro, MR","Neves, MP das; Rodrigues, IA","93","1982","10","23","Southern America","Brasil","Pará","Salvaterra","Joanes, 2km da Vila, estrada Joanes. campo de terra fime.","-48.5167007446289","-0.75333297252655",NA,NA,NA,"Erva perene, com flor amarela.","IAN158968",NA,NA,NA,NA,NA,NA,"52029","auto",NA,NA,NA,NA,NA,NA,NA
"130","2021-04-08 17:41:12-03","EAO","IAN","159002","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Aeschynomene","brasiliana","Aeschynomene brasiliana","(Poir.) DC.","Cordeiro, MR","Neves, MP das; Rodrigues, IA","134","1982","10","23","Southern America","Brasil","Pará","Salvaterra","Próximo ao porto da balsa.","-48.5167007446289","-0.75333297252655",NA,NA,NA,"Cipó, com flor amarela. Uso forrageiro.","IAN159002",NA,NA,NA,NA,NA,NA,"52029","auto",NA,NA,NA,NA,NA,NA,NA
"131","2021-04-08 17:41:12-03","EAO","IAN","158961","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Aeschynomene","brasiliana","Aeschynomene brasiliana","(Poir.) DC.","Cordeiro, MR","Neves, MP das; Rodrigues, IA","83","1982","10","22","Southern America","Brasil","Pará","Soure","Fazenda Santa Catarina, estrada do Pedral. Campo de terra firme.","-48.5233001708984","-0.716666996479034",NA,NA,NA,"Erva perene, com flor amarela.","IAN158961",NA,NA,NA,NA,NA,NA,"69952","auto",NA,NA,NA,NA,NA,NA,NA
"132","2021-04-08 17:41:12-03","EAO","IAN","73924","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Aeschynomene","brasiliana","Aeschynomene brasiliana brasiliana","(Poir.) DC.","Rudd, VE","Black, GA; Ledoux, PVD","14196","1952","04","01","Southern America","Brasil","Pará","Vigia","Estrada João Coelho, km 40, campo geral.","-48.1417007446289","-0.858332991600037",NA,NA,NA,"Flor amarela.","IAN073924",NA,"brasiliana",NA,NA,NA,"1953","33395","auto",NA,NA,NA,NA,NA,NA,NA
"133","2021-04-08 17:41:12-03","EAO","IAN","156798","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Aeschynomene","brasiliana","Aeschynomene brasiliana brasiliana","(Poir.) DC.",NA,"Rodrigues, IA; Dantas, M","655","1980","04","28","Southern America","Brasil","Roraima","Surumú","Estrada Surumú à Ponte Roberto Costa, próximo à ponte do Igarapé, taxi km 02. Contagem 02.","-59.254167","0.737222",NA,NA,NA,"Erva; flor branca; frutos verdes.","IAN156798",NA,"brasiliana",NA,"-59.254167","0.737222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2021-04-08 17:41:12-03","EAO","IAN","130085","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Aeschynomene","brasiliana","Aeschynomene brasiliana brasiliana","(Poir.) DC.","Rudd, VE","Irwin, HS; Souza, R","15213","1966","04","21","Southern America","Brasil","Goiás",NA,"Common, campo, near córrego Estrema, ca. 38 km N. E. of Formosa.",NA,NA,"800","800",NA,"Viscous decumbent herb, stems to 1,5m long. Corolla yellow, the standard brown-violet at base. Fruit green.","IAN130085",NA,"brasiliana",NA,NA,NA,"1967",NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2021-04-08 17:41:12-03","EAO","IAN","130193","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Aeschynomene","brasiliana","Aeschynomene brasiliana brasiliana","(Poir.) DC.","Rudd, VE","Irwin, HS; Souza, R","16180","1966","05","28","Southern America","Brasil","Mato Grosso",NA,"Serra do Roncador, cerrado, Rio Turvo, ca. 210 km N. of Xavantina.",NA,NA,"500","500",NA,"Viscous ascending herb, the stems to 1cm long. Corolla yellow. Fruit green.","IAN130193",NA,"brasiliana",NA,NA,NA,"1967",NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2021-04-08 17:41:12-03","EAO","IAN","130210","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Aeschynomene","brasiliana","Aeschynomene brasiliana brasiliana","(Poir.) DC.","Rudd, VE","Irwin, HS; Souza, R","16313","1966","03","31","Southern America","Brasil","Mato Grosso",NA,"Serra do Roncador, frequent, Gallery margin, ca.86 km N. of Xavantina.",NA,NA,"550","550",NA,"Decumbent herb, the stems ca. 2,5m long. Corolla yellow-orange, the standard veined brown-violet on back. Fruit green.","IAN130210",NA,"brasiliana",NA,NA,NA,"1967",NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2021-04-08 17:41:12-03","EAO","IAN","130282","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Aeschynomene","brasiliana","Aeschynomene brasiliana brasiliana","(Poir.) DC.","Rudd, VE","Irwin, HS; Souza, R","17052","1966","06","12","Southern America","Brasil","Mato Grosso",NA,"Cerrado, ca. 35km S. of Xavantina.",NA,NA,"400","400",NA,"Decumbent herb, the stems to im long. Corolla yellow, the standard brown-violet on back.","IAN130282",NA,"brasiliana",NA,NA,NA,"1967",NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2021-04-08 17:41:12-03","EAO","IAN","149984","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Aeschynomene","brasiliana","Aeschynomene brasiliana brasiliana","(Poir.) DC.",NA,"Coradin, L","509","1975","06","05","Southern America","Brasil","Pará",NA,"Martins Pinheiro, Campina do Mangaba.",NA,NA,NA,NA,NA,"Planta de 60cm. Pétalas aamrelas e vinosas na base.","IAN149984",NA,"brasiliana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2021-04-08 17:41:12-03","EAO","IAN","219","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Aeschynomene","brasiliana","Aeschynomene brasiliana brasiliana","(Poir.) DC.",NA,"Martius, CFP von","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN000219","IAN000219_f","brasiliana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2021-04-08 17:41:12-03","EAO","IAN","74674","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Aeschynomene","brasiliana","Aeschynomene brasiliana brasiliana","(Poir.) DC.","Rudd, VE","Fróes, RL","27864","1952","05","16","Southern America","Brasil","Pará",NA,"Estrada de Rodagem para a Vigia, Campina do Palha, campo úmido.",NA,NA,NA,NA,NA,"Planta herbácea, flores amarelas.","IAN074674",NA,"brasiliana",NA,NA,NA,"1953",NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2021-04-08 17:41:12-03","EAO","IAN","85107","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Aeschynomene","brasiliana","Aeschynomene brasiliana brasiliana","(Poir.) DC.","Rudd, VE","Black, GA; Klein, RM","17178","1954","10","25",NA,"Guiana Francesa",NA,NA,"Em redor de La Roche, Colônia Kourou.",NA,NA,NA,NA,NA,"Anual, flor amarela.","IAN085107",NA,"brasiliana",NA,NA,NA,"1971",NA,NA,NA,"07",NA,NA,NA,NA,NA
"142","2021-04-08 17:41:12-03","EAO","IAN","96513","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Aeschynomene","brasiliana","Aeschynomene brasiliana brasiliana","(Poir.) DC.","Rudd, VE","Black, GA","5720147","1957","07","15","Southern America","Brasil","Pará",NA,"Rio Maicurú, Localidade Cateia.",NA,NA,NA,NA,NA,"Erva; flor amarela.","IAN096513",NA,"brasiliana",NA,NA,NA,"1969",NA,NA,NA,"09",NA,NA,NA,NA,NA
"143","2021-04-08 17:41:12-03","EAO","IAN","98177","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Aeschynomene","brasiliana","Aeschynomene brasiliana brasiliana","(Poir.) DC.","Cowan, RS","Pires, JM; Silva, NT da","6750","1958","05","03","Southern America","Brasil","Pará",NA,"Campina do Caimbê, 15km antes de Vigia.",NA,NA,NA,NA,NA,NA,"IAN098177",NA,"brasiliana",NA,NA,NA,"1973",NA,NA,NA,"02",NA,NA,NA,NA,NA
"144","2021-04-08 17:41:12-03","EAO","IAN","64160","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Aeschynomene","brasiliana","Aeschynomene brasiliana brasiliana","(Poir.) DC.","Rudd, VE","Fróes, RL; Black, GA","27136","1951","07","03","Southern America","Brasil","Amapá","Macapá","Vizinhanças da cidade.","-51.0663986206055","-0.366667002439499",NA,NA,NA,"Flor amarela.","IAN064160","IAN064160 IAN064160_e","brasiliana",NA,NA,NA,"1953","225229","auto",NA,NA,NA,NA,NA,NA,NA
"145","2021-04-08 17:41:12-03","EAO","IAN","83167","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Aeschynomene","brasiliana","Aeschynomene brasiliana brasiliana","(Poir.) DC.","Rudd, VE","Black, GA","5416158","1954","05","14","Southern America","Brasil","Pará","Belém","Rio Guajará, campina.","-48.5043983459473","-1.4558299779892",NA,NA,NA,"Erva rasteira, flor amarela.","IAN083167",NA,"brasiliana",NA,NA,NA,"1971","48462","auto",NA,"07",NA,NA,NA,NA,NA
"146","2021-04-08 17:41:12-03","EAO","IAN","73924","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Aeschynomene","brasiliana","Aeschynomene brasiliana brasiliana","(Poir.) DC.","Rudd, VE","Black, GA; Ledoux, PVD","14196","1952","04","01","Southern America","Brasil","Pará","Vigia","Estrada João Coelho, km 40, campo geral.","-48.1417007446289","-0.858332991600037",NA,NA,NA,"Flor amarela.","IAN073924",NA,"brasiliana",NA,NA,NA,"1953","33395","auto",NA,NA,NA,NA,NA,NA,NA
"147","2021-04-08 17:39:34-03","EAO","IAN","137690","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Cassia","biflora","Cassia biflora","L.","Irwin, HS","MacDougall, T","s.n.","1970","11","07",NA,"México",NA,NA,"Oaxaca, Tahuantepec, W oif Hierba Santa, dry climate, wet year.",NA,NA,"152","152",NA,NA,"IAN137690",NA,NA,NA,NA,NA,"1971",NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2021-04-08 17:39:34-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Cassia","biflora","Cassia biflora","L.",NA,"Hitchcock, AS","s.n.",NA,NA,NA,"Southern America","Equador",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2013-07-03 10:48:52-03","EBDA","BAH","212","S","Plantae",NA,NA,"Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2013-07-03 10:51:35-03","EBDA","BAH","6002","S","Plantae",NA,NA,"Fabaceae","Cassia","biflora","Cassia biflora","L.","Afranio Fernandes","Alexandre Leal Costa",NA,"1971","09","07",NA,"Brasil","Bahia",NA,"Entre jaguarari e Bomfim - Bahia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1977",NA,NA,NA,"07",NA,NA,NA,NA,NA
"151","2013-07-03 10:51:35-03","EBDA","BAH","7052","S","Plantae",NA,NA,"Fabaceae","Cassia","biflora","Cassia biflora","L.","Oliveira, E.L.P.G. de","Bastos, B.C.","429","1985","03","28",NA,"Brasil","Bahia","Jacobina","Jacobina - BA. Margem esquerda do Rio Jacuípe.","-40.5183","-11.1806",NA,NA,NA,"Árvora ca. de 5m de altura, flores amarelas, inflorescências terminais, frutos verdes",NA,NA,NA,NA,NA,NA,"1985","62396","auto",NA,"05",NA,NA,NA,NA,NA
"152","2013-07-03 10:51:35-03","EBDA","BAH","2510","S","Plantae",NA,NA,"Fabaceae","Cassia","biflora","Cassia biflora","L.","Briolanjo, C. de S.","Bastos, B.C.","67","1998","10","12",NA,"Brasil","Bahia","Irecê","Aguada Nova - Irecê BA.","-41.8558","-11.3042",NA,NA,NA,"Arbusto de flor amarela, encontrada em roça de milho e feijão.",NA,NA,NA,NA,NA,NA,"1981","19644","auto",NA,"05",NA,NA,NA,NA,NA
"153","2020-11-06 15:26:51-03","EPAMIG","PAMG","36261","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana","(Poir.) DC.",NA,"M. Brandão","22381","1993","04","03",NA,"Brasil","Goiás","São Simão","Ponto 15","-50.542778","-18.989444","460","460",NA,"Unicata",NA,NA,NA,NA,"50° 32' 34W","18° 59' 22S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2020-10-22 10:34:22-03","EPAMIG","PAMG","17183","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana","(Poir.) DC.","M. Brandão","M. Brandão","12192","1987","03","02",NA,"Brasil","Minas Gerais","Unaí","Unaí - Arinos, Km 50","-46.911944","-16.351667","565","565",NA,"Unicata",NA,NA,NA,NA,"46° 54' 43W","16° 21' 6 S","1990",NA,NA,NA,"06","10",NA,NA,NA,NA
"155","2020-11-06 15:26:51-03","EPAMIG","PAMG","4985","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana","(Poir.) DC.","M. Brandão","M. Brandão","10132","1978","03","16",NA,"Brasil","Minas Gerais","Patrocínio","Fazenda da EPAMIG","-46.9925","-18.944167","973","973",NA,"Uma duplicata",NA,NA,NA,NA,"46° 59' 33W","18° 56' 39S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2020-10-22 10:34:22-03","EPAMIG","PAMG","13501","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana","(Poir.) DC.",NA,"J.F. Macedo","11","1987","03","11",NA,"Brasil","Minas Gerais","Felixlândia","Fazenda do Riacho Fundo","-44.875833","-18.731111","628","628",NA,"Unicata",NA,NA,NA,NA,"44° 52' 33W","18° 43' 52S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2020-11-06 15:26:51-03","EPAMIG","PAMG","8763","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana","(Poir.) DC.","M. Brandão","M. Brandão","296","1974","06","22",NA,"Brasil","Minas Gerais","Corinto","Corinto - Pirapora, BR-496, Km 54","-44.458889","-18.403889","698","698",NA,"Latossolo vermelho escuro, textura arenosa. Subarbusto de ramos flexuosos, presença de pelos glandulíferos. Unicata",NA,NA,NA,NA,"44° 27' 32W","18° 24' 14S","1990",NA,NA,NA,"06","10",NA,NA,NA,NA
"158","2020-11-06 15:26:51-03","EPAMIG","PAMG","6411","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana","(Poir.) DC.",NA,"M. Brandão","4062","1975","04","20",NA,"Brasil","Minas Gerais","Sete Lagoas","IPEACO","-44.247778","-19.467778","751","751",NA,"Nome popular: Carrapicho. Cerrado. Unicata",NA,NA,NA,NA,"44° 14' 52W","19° 28' 4 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2020-10-22 10:34:22-03","EPAMIG","PAMG","21037","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana","(Poir.) DC.",NA,"M. Brandão","11005","1985","03","26",NA,"Brasil","Minas Gerais","Uberlândia","Km 10 após trevão, rodovia Uberlândia - Ituiutaba","-48.262222","-18.911389","843","843",NA,"Cerrado. Uma duplicata",NA,NA,NA,NA,"48° 15' 44W","18° 54' 41S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2020-11-06 15:26:51-03","EPAMIG","PAMG","36268","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana","(Poir.) DC.",NA,"M. Brandão","22388","1993","04","03",NA,"Brasil","Goiás","São Simão","Ponto 15","-50.542778","-18.989444","460","460",NA,"Uma duplicata",NA,NA,NA,NA,"50° 32' 34W","18° 59' 22S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2020-11-06 15:26:51-03","EPAMIG","PAMG","36274","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana","(Poir.) DC.",NA,"M. Brandão","22394","1993","04","03",NA,"Brasil","Goiás","São Simão","Ponto 15","-50.542778","-18.989444","460","460",NA,"Unicata",NA,NA,NA,NA,"50° 32' 34W","18° 59' 22S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2020-11-06 15:26:51-03","EPAMIG","PAMG","6725","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana","(Poir.) DC.","M. Brandão","M. Brandão","7742","1979","01","31",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Campo Grande - Dourados, Km 783","-54.647778","-20.443611","612","612",NA,"Unicata",NA,NA,NA,NA,"54° 38' 52W","20° 26' 37S","1990",NA,NA,NA,"06","10",NA,NA,NA,NA
"163","2020-11-06 15:26:51-03","EPAMIG","PAMG","37677","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana","(Poir.) DC.",NA,"M. Brandão","23646","1994","05","18",NA,"Brasil","Minas Gerais","Arinos",NA,"-46.108889","-15.905278","507","507",NA,"Nome popular: Carrapicho-miúdo. Subarbusto delicado de flores amarelas e frutos articulados. Uma duplicata",NA,NA,NA,NA,"46° 6' 32W","15° 54' 19S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2020-11-06 15:26:51-03","EPAMIG","PAMG","6852","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana","(Poir.) DC.","M. Brandão","H.M. Saturnino","163","1979","03",NA,NA,"Brasil","Minas Gerais","Cordisburgo","Fazenda HMS-1","-44.3225","-19.125278","710","710",NA,"Unicata",NA,NA,NA,NA,"44° 19' 21W","19° 7' 31 S","1990",NA,NA,NA,"06","10",NA,NA,NA,NA
"165","2020-11-06 15:26:51-03","EPAMIG","PAMG","36306","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana","(Poir.) DC.",NA,"M. Brandão","22426","1993","04","02",NA,"Brasil","Minas Gerais","Gurinhatã","Ponto 9","-49.782778","-19.213611","534","534",NA,"Unicata",NA,NA,NA,NA,"49° 46' 58W","19° 12' 49 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2020-11-06 15:26:51-03","EPAMIG","PAMG","36275","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana","(Poir.) DC.",NA,"M. Brandão","22395","1993","04","03",NA,"Brasil","Goiás","São Simão","Ponto 13","-50.542778","-18.989444","460","460",NA,"Uma duplicata",NA,NA,NA,NA,"50° 32' 34W","18° 59' 22S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2020-11-06 15:26:51-03","EPAMIG","PAMG","8768","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana","(Poir.) DC.",NA,"M. Brandão","301","1974","06","22",NA,"Brasil","Minas Gerais","Curvelo","Corinto - Pirapora, BR-496, Km 39","-44.446667","-18.749167","600","600",NA,"Latossolo vermelho escuro, textura argilosa. Arbusto de ramos com pelos glandulíferos, flores amarelas. Unicata",NA,NA,NA,NA,"44° 26' 48W","18° 44' 57S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2020-10-22 10:34:22-03","EPAMIG","PAMG","12363","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana","(Poir.) DC.","L.L.C. Antunes","M. Brandão","11911","1986","08","08",NA,"Brasil","Minas Gerais","Porteirinha","Mocambinho, margem do São Francisco","-43.024722","-15.743889","556","556",NA,"Uma duplicata",NA,NA,NA,NA,"43° 1' 29 W","15° 44' 38S","2015",NA,NA,NA,"03","23",NA,NA,NA,NA
"169","2020-11-06 15:26:51-03","EPAMIG","PAMG","16784","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana","(Poir.) DC.",NA,"L.H.S. Cunha","1153","1988","01","20",NA,"Brasil","Minas Gerais","Felixlândia",NA,"-44.875833","-18.731111","628","628",NA,"Cerrado. Uma duplicata",NA,NA,NA,NA,"44° 52' 33W","18° 43' 52S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2020-10-22 10:34:22-03","EPAMIG","PAMG","17186","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana","(Poir.) DC.","M. Brandão","M. Brandão","12187","1987","03","02",NA,"Brasil","Minas Gerais","Unaí","Unaí - Arinos, Km 62","-46.911944","-16.351667","565","565",NA,"Unicata",NA,NA,NA,NA,"46° 54' 43W","16° 21' 6 S","1990",NA,NA,NA,"06","10",NA,NA,NA,NA
"171","2020-11-06 15:26:51-03","EPAMIG","PAMG","667","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana","(Poir.) DC.","M. Brandão","M. Brandão; J.P. Laca-Buendia","4166","1975","05","28",NA,"Brasil","Minas Gerais","Pompéu","Fazenda Capoeira da Serra","-44.937222","-19.206944","720","720",NA,"Frequente em cultura de algodão. Unicata",NA,NA,NA,NA,"44° 56' 14W","19° 12' 25S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2020-11-06 15:26:51-03","EPAMIG","PAMG","4640","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana","(Poir.) DC.",NA,"M. Brandão","5937",NA,NA,NA,NA,"Brasil","Minas Gerais","Arinos","Em direção à Formoso (Planoroeste)","-46.108889","-15.905278","507","507",NA,"Unicata",NA,NA,NA,NA,"46° 6' 32W","15° 54' 19S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2020-11-19 15:31:32-03","EPAMIG","PAMG","6412","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana","(Poir.) DC.",NA,"M. Brandão; L. Castello Branco; Celestino, 148","10393","1975","03","19",NA,"Brasil","Minas Gerais","Felixlândia","BR-040, Km 495, Rodovia Belo Horizonte - Brasília","-44.875833","-18.731111","628","628",NA,"Nome popular: Carrapicho. Frequente, flores amarelas. Unicata",NA,NA,NA,NA,"44° 52' 33W","18° 43' 52S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2020-10-22 10:34:22-03","EPAMIG","PAMG","50647","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana","(Poir.) DC.",NA,"J.F. Macedo","3573","1999","10","26",NA,"Brasil","Minas Gerais","Felixlândia","Área de implantação do pivô central","-44.875833","-18.731111","628","628",NA,"Unicata",NA,NA,NA,NA,"44° 52' 33W","18° 43' 52S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2020-10-22 10:34:22-03","EPAMIG","PAMG","21441","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana","(Poir.) DC.",NA,"M. Brandão","14971","1989","02","23",NA,"Brasil","Minas Gerais","Sacramento","Serra da Massaroca","-47.4525","-19.858333","852","852",NA,"Unicata",NA,NA,NA,NA,"47° 27' 9W","19° 51' 30S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2020-10-22 10:34:22-03","EPAMIG","PAMG","9196","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana","(Poir.) DC.","M. Brandão","N.M.S. Costa","450",NA,NA,NA,NA,"Brasil","Minas Gerais","Pirapora",NA,"-44.898056","-17.335833","491","491",NA,"Unicata",NA,NA,NA,NA,"44° 53' 53 W","17° 20' 9S","1990",NA,NA,NA,"06","10",NA,NA,NA,NA
"177","2020-11-19 15:31:32-03","EPAMIG","PAMG","6710","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana","(Poir.) DC.","J.J. Viana","J.J. Viana","132","1977","05","26",NA,"Brasil","Piauí","Alto Longá","Posto Experimental de Área Seca do DNOCS","-42.209167","-5.251389","147","147",NA,"Planta de porte herbáceo, prostrada, de flor amarela, com viscosidade nas folhas.",NA,NA,NA,NA,"42° 12' 33W","5° 15' 5S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2020-12-18 15:41:48-03","EPAMIG","PAMG","15672","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana","(Poir.) DC.","A.F. Silva","M.L. Gavilanes","2094","1984","09","07",NA,"Brasil","Minas Gerais","Lavras","Campus da ESAL","-44.968333","-21.328889","900","900",NA,"Erva de flor amarelo-claro, 40 cm de altura, invasora de culturas. Unicata",NA,NA,NA,NA,"44° 58' 6W","21° 19' 44S","2020",NA,NA,NA,"10","14",NA,NA,NA,NA
"179","2020-10-22 10:34:22-03","EPAMIG","PAMG","14663","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Aeschynomene","brasiliana","Aeschynomene brasiliana","(Poir.) DC.","M. Brandão","M. Brandão","12209","1987","03","13",NA,"Brasil","Minas Gerais","Arinos","Arinos - Buritis","-46.108889","-15.905278","507","507",NA,"Duas duplicatas",NA,NA,NA,NA,"46° 6' 32W","15° 54' 19S","1990",NA,NA,NA,"06","10",NA,NA,NA,NA
