"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","class","monthIdentified","dayIdentified","relatedCatalogItem","typeStatus","fieldNumber","infraspecificEpithet","individualCount"
"47","2019-10-09 11:21:32-03","UFBA","ALCB","126950","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.","Stadnik, A","Melo, JDO; Stadnik, A; Patrício, I; Oliveira, BPS","10","2016","09","17","Southern America","Brasil","Bahia","Mata de São João","Praia do Forte. Parque Natural Municipal da Restinga de Praia do Forte - Parque Klaus Peters.","-37.997222","-12.554722",NA,"ca. 6,0m, folhas discolores, botões verdes, caule liso.; Restinga","ALCB040778",NA,NA,NA,"-37.997222","-12.554722",NA,NA,"2018",NA,"04","16",NA,NA,NA,NA,NA
"48","2019-10-09 11:21:32-03","UFBA","ALCB","120998","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.","Melo, JDO","Guedes, ML; Costa, MA; Costa, TF","23472","2015","05","02","Southern America","Brasil","Bahia","Conde","Cavalo Russo.","-7.6","-11.75",NA,"Folhas coriáceas, discolores. Frutos vináceos.","ALCB059733",NA,NA,NA,"-7.6","-11.75",NA,NA,"2019",NA,"03",NA,NA,NA,NA,NA,NA
"49","2019-10-09 11:21:32-03","UFBA","ALCB","29983","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.","Melo, JDO","Ribeiro, AJ; et al.","17","1995","08","11","Southern America","Brasil","Bahia","Mata de São João","Litoral Norte, Porto de Sauípe","-38.283333","-12.516667",NA,"Ca. 2 m de altura. Folhas simples, cartáeas. Frutos imaturos de cor verde. Ocasional.; Subtrato arenoso.","ALCB0060357",NA,NA,NA,"-38.283333","-12.516667",NA,NA,"2019",NA,"03",NA,NA,NA,NA,NA,NA
"50","2019-10-09 11:21:32-03","UFBA","ALCB","122399","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.","Souza, MC","Costa, IG","652","2015","06","14","Southern America","Brasil","Rio de Janeiro","São Francisco de Itabapoana","Praia da Lagoa Doce, em Restinga","-59.491667","-20.655833",NA,"Ca. 3m; Lâmina papirácea esverdeada; pendúnculo, pedicelo e cálice esverdeados ; corola, filete e estilete esbranquiçados,antera creme;fauce esverdeada.","ALCB007524","ALCB007524","12","12","-59.491667","-20.655833",NA,NA,"2015",NA,"06",NA,NA,NA,NA,NA,NA
"51","2019-10-09 11:21:32-03","UFBA","ALCB","47486","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.","Sobral, M","Guedes, ML; M.M.Alegre, M. Vargens","7403","1999","12","12","Southern America","Brasil","Bahia","Conde","Litoral Norte, Sítio do Conde","-37.6","-11.8",NA,"de ca. 4 m de alt., aromática. Folhas cartáceas, levemente discolores. Flores alvas, botões esverdeados. Frutos imaturos verdes.; de ca. 6 m de alt.","ALCB059700",NA,NA,NA,"-37.6","-11.8",NA,NA,"2012",NA,"03",NA,NA,NA,NA,NA,NA
"52","2019-10-09 11:21:32-03","UFBA","ALCB","52507","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.","Melo, JDO","Santana, DL; Guedes, ML; Nascimento, AFS","362","2001","06","17","Southern America","Brasil","Bahia","Entre Rios","Litoral Norte, Massarandupió, a 20 km de Porto de Sauípe.","-37.8375","-12.311667",NA,"2,0 m. Folhas coriáceas, levemente discolores. Material estéril.","ALCB0060362",NA,NA,NA,"-37.8375","-12.311667",NA,NA,"2019",NA,"03",NA,NA,NA,NA,NA,NA
"53","2019-10-09 11:21:32-03","UFBA","ALCB","86892","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.","Sobral, M","Jesus, NG de; et al.","1931","2003","12","16","Southern America","Brasil","Bahia","Conde","Litoral Norte, Estrada Sítio - Barra do Itariri","-37.554444","-11.833333",NA,"com 3 m de altura. Folhas cartáceas, glabras, com forte cheiro de limão. Fruto verde com manchas vináceas.","ALCB059701",NA,NA,NA,"-37.554444","-11.833333",NA,NA,"2012",NA,"03",NA,NA,NA,NA,NA,NA
"54","2019-10-09 11:21:32-03","UFBA","ALCB","98600","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.","Melo, JDO","Gomes, FS; Guedes, ML; Costa, AS","694","2011","01","25","Southern America","Brasil","Bahia","Jandaíra","Litoral Norte, Caminho para Costa Azul","-37.482778","-11.670833",NA,"ca 3 m alt. Folhas coriáceas, discolores. Flores alvas.; Restinga com formação de dunas.","ALCB060259",NA,"13","13","-37.482778","-11.670833",NA,NA,"2019",NA,"03",NA,NA,NA,NA,NA,NA
"55","2019-10-09 11:21:32-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.","Sobral, M","Jesus, NG de; et al.","1931","2003","12","16","Southern America","Brasil","Bahia","Conde","Litoral Norte, Estrada Sítio - Barra do Itariri","-37.554444","-11.833333",NA,"com 3 m de altura. Folhas cartáceas, glabras, com forte cheiro de limão. Fruto verde com manchas vináceas.",NA,NA,NA,NA,"-37.554444","-11.833333",NA,NA,"2012",NA,"03",NA,NA,NA,NA,NA,NA
"56","2019-10-09 11:21:32-03","UFBA","ALCB","58276","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.","Sobral, M","Jesus, NG de; Alunos da 4ª série; 8º semestre de Biologia","1428","2001","12","01","Southern America","Brasil","Bahia","Conde","Litoral Norte, Povoado de Cobal, Cavalo Russo","-37.6105995178223","-11.8135995864868",NA,"Ca. 3,5 m de altura. Folhas cartáceas, discolores e lisas. Ramos da inflorescência vináceo. Fruto imaturos verde com manchas vináceas.","ALCB059699",NA,NA,NA,NA,NA,"31737","auto","2012",NA,"03",NA,NA,NA,NA,NA,NA
"57","2019-10-09 11:21:32-03","UFBA","ALCB","5100","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.","Sobral, M","Jesus, NG de; Alunos da 4ª série; 8º semestre de Biologia","1428","2001","12","01","Southern America","Brasil","Bahia","Conde","Litoral Norte, Povoado de Cobal, Cavalo Russo","-37.6105995178223","-11.8135995864868",NA,"Ca. 3,5 m de altura. Folhas cartáceas, discolores e lisas. Ramos da inflorescência vináceo. Fruto imaturos verde com manchas vináceas.",NA,NA,NA,NA,NA,NA,"31737","auto","2012",NA,"03",NA,NA,NA,NA,NA,NA
"58","2019-10-09 11:21:32-03","UFBA","ALCB","126959","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.","Stadnik, A","Melo, JDO; Stadnik, A","19","2016","12","05","Southern America","Brasil","Bahia","Mata de São João","Praia do Forte. Parque Natural Municipal da Restinga de Praia do Forte - Parque Klaus Peters.","-38.2991981506348","-12.5303001403809",NA,"3,0m, folhas discolores, sépalas verdes, pétalas alvas, estames alvos, caule estriado.; Restinga","ALCB040787",NA,NA,NA,NA,NA,"47329","auto","2018",NA,"04","16",NA,NA,NA,NA,NA
"59","2019-10-09 11:21:32-03","UFBA","ALCB","126958","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.","Stadnik, A","Melo, JDO; Stadnik, A","18","2016","12","05","Southern America","Brasil","Bahia","Mata de São João","Praia do Forte. Parque Natural Municipal da Restinga de Praia do Forte - Parque Klaus Peters.","-38.2991981506348","-12.5303001403809",NA,"ca. 4,0m, folhas discolores, frutos verdes imaturos, caule liso com placas coriáceas.; Restinga","ALCB040786",NA,NA,NA,NA,NA,"47329","auto","2018",NA,"04","16",NA,NA,NA,NA,NA
"60","2019-10-09 11:21:32-03","UFBA","ALCB","101301","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.","Oliveira, RB","Oliveira, RB; Teixeira, SR; Alves, M","59","2010","09","19","Southern America","Brasil","Bahia","Entre Rios","Litoral Norte, Fazenda Regional de Criação/UFBA","-38.084400177002","-11.9419002532959",NA,"Parcela: 1; Alt.: 6 m; Cap (cm): 16,5; Nº Fito: 99.","ALCB059739",NA,NA,NA,NA,NA,"52418","auto","2011",NA,"07",NA,NA,NA,NA,NA,NA
"61","2020-02-08 10:07:11-03","NBC","NL-BOTANY","U.1443682","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.","Lima dos Santos L","Riedel L",NA,"1832","10","01","Southern America","Brazil","Rio de Janeiro",NA,"Brasilia, Rio Janeiro.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1443682 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1443682","NL-U1443682",NA,NA,NA,NA,NA,NA,"2016","Magnoliopsidae","05","13","U 0254006",NA,NA,NA,NA
"62","2020-11-04 10:56:24-03","ESALQ","ESA","135795","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","ovata","Myrcia ovata",NA,"C.P. Callari","C.P. Caliari","2754.0","2009","12","09",NA,"Brasil","São Paulo","Iguape",NA,"-47.5499992370605","-24.7000007629395",NA,NA,"ESA135795",NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-11-04 11:14:56-03","ESALQ","ESA","53907","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","ovata","Myrcia ovata",NA,NA,"Lucas, E.J. et al.","907.0","2006","12","01",NA,"Brasil","Espírito Santo","Linhares",NA,NA,"-19.214",NA,NA,"ESA053907","ESA053907",NA,NA,NA,"-19,214",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-11-04 11:14:56-03","ESALQ","ESA","53902","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","ovata","Myrcia ovata",NA,NA,"Lucas, E.J. et al.","902.0","2006","12","01",NA,"Brasil","Espírito Santo","Linhares",NA,NA,"-19.214",NA,NA,"ESA053902",NA,NA,NA,NA,"-19,214",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-11-04 10:56:24-03","ESALQ","ESA","135443","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.","M. Souza","H.F. Uller","363.0","2020","09","13",NA,"Brasil","Rio de Janeiro","São Pedro da Aldeia",NA,"-42.1027984619141","-22.8391990661621",NA,NA,"ESA135443",NA,NA,NA,NA,NA,"20879","auto","2014",NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-11-04 11:14:56-03","ESALQ","ESA","16130","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.","Kawasaki, M.L.","Figueiredo, N. et al.","15650.0","1983","11","06",NA,"Brasil","São Paulo","Peruíbe",NA,"-46.9900016784668","-24.3199996948242",NA,NA,"ESA016130","ESA016130",NA,NA,NA,NA,"21922","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-11-04 10:56:24-03","ESALQ","ESA","137456","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.","M. Sobral","A. Quinet","655.0","2002","08","24",NA,"Brasil","Rio de Janeiro","Búzios","Mariane",NA,NA,NA,NA,"ESA137456",NA,NA,NA,NA,NA,NA,NA,"2005",NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-11-04 11:14:56-03","ESALQ","ESA","49976","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","ovata","Myrcia ovata","(Hook. & Arn.) O. Berg","Mazine, F.F.","Leoni, L.S. et al.","4064.0","1998","11","24",NA,"Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105",NA,NA,"ESA049976","ESA049976",NA,NA,NA,NA,"21645","auto","2011",NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-11-04 11:14:56-03","ESALQ","ESA","125680","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","ovata","Myrcia ovata",NA,"Sobral, M.","Quinet, A.","722.0","1905","06","24",NA,"Brasil","Rio de Janeiro","Cabo Frio",NA,"-42.0186004638672","-22.8794002532959",NA,NA,"ESA125680",NA,NA,NA,NA,NA,"40069","auto","1905",NA,"06","27",NA,NA,NA,NA,NA
"70","2021-01-14 15:32:11-03","MN","R","164045","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","recurvata","Myrcia recurvata","O. Berg",NA,"Freire Allemão, F.; Cysneiros, M.","649 p.p.","1860","08","24",NA,"Brasil","Ceará",NA,NA,NA,NA,NA,"M.N. Plantas da Comm. Scient. da Prov. do Ceará. Herb. J. de Saldanha 8057","R010052272","R010052272_001 R010052272_002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-01-14 15:32:11-03","MN","R","9012","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","recurvata","Myrcia recurvata","O. Berg",NA,"Glaziou, A.F.M.","7632","1874","10","18",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000009012","R000009012_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-01-17 13:47:49-03","MN","R","232047","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","recurvata","Myrcia recurvata","O. Berg","Souza, M.C.","Kurtz, B.C. 321; Caruso, J.",NA,"2003","11","07",NA,"Brasil","Rio de Janeiro","Quissamã","Parque Nacional da Restinga de Jurubatiba. Cordão de mata transversal à linha de praia, associado à lagoa da Bezerra","-41.4721984863281","-22.1067008972168",NA,NA,"R010036414",NA,NA,NA,NA,NA,"33509","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-02-15 11:46:27-02","IPA","IPA","5668","S","Plantae","Plantae",NA,"Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.","Legrand, C.D.","Andrade-Lima","53-1264","1953","04","29","Southern America","Brasil","Pará",NA,"Estrada de Vigia, bordo da Campina do Palha.",NA,NA,NA,"Arbusto; frutos maduros vermelho-claros.","IPA0005668",NA,NA,NA,NA,NA,NA,NA,"1957",NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-24 17:09:37-03","UFES","SAMES","3752","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.","Giaretta, A.","Menezes,L.F.T.","2245","2016","01","20",NA,"Brasil","Bahia","Trancoso",NA,NA,NA,NA,NA,"SAMES03752",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-24 17:09:37-03","UFES","SAMES","3754","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.","Giaretta, A.","Menezes,L.F.T.","2246","2016","01","20",NA,"Brasil","Bahia","Trancoso",NA,NA,NA,NA,NA,"SAMES03754",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2018-03-08 09:18:16-03","ASU","ASU-PLANTS",NA,"PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.","G. M. Barroso","Fontella et alli",NA,"1970","10","9",NA,"Brazil","Rio de Janeiro",NA,"Est. de Guanabara Recreiro dos Bandeirantes, mais ou menos 3 km do Canal de Sernambetiba","-43.492913","-23.024515",NA,"PHOTO-MICH; planta arbusto altura 1,80 a 2 metros, heliofila, flor branca.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0056133","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.","G. Barreso (specieslink at CVRD)","D. A. Folli","275","1980","10","16",NA,"Brazil","Espirito Santo",NA,"Reserva Florestal da CVRD. Linhares. Est. FLAMENGO, ant X-1, km 6-046, lado esquerdo.","-40.0667","-19.4167",NA,"Coor from www.fallingrain.com/world; Arvore, +/-22 m de altura e fuste de +14 m, DAP 58 cm, diam da copa +/-10 m. Com flor branca e botao verde claro. Fuste cilindrico e casca escamosa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-11-27 13:50:52-03","UFS","ASE","39629","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.","Santos-Neto, AM","Santos-Neto, AM; Felix, GS; Souza, JO; Nunes, SS; Landim, MF","55","2015","12","21","Southern America","Brasil","Sergipe","Santo Amaro das Brotas","Projeto de Assentamento Celso Furtado, Área de Reserva Legal do projeto de Assentamento Celso Furtado.","-37.0017","-10.7387",NA,"Árvore, 2 metros, frutos pretos; Árvore, 2 metros, frutos pretos; Mata Atlântica","ASE0041150",NA,NA,NA,"-37.0017","-10.7387",NA,NA,"2017",NA,"02","13",NA,NA,NA,NA,NA
"79","2019-11-27 13:50:52-03","UFS","ASE","30882","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.","Sampaio, TS","Sampaio, TS","30882","2013","11","18","Southern America","Brasil","Sergipe","Japaratuba","Povoado Sambaíba-Beira da estrada","-36.52194","-10.3744",NA,"Árvore. Acesso 164.","ASE0037959",NA,NA,NA,"-36.52194","-10.3744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-11-27 13:50:52-03","UFS","ASE","30884","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.","Sampaio, TS","Sampaio, TS","30884","2013","11","18","Southern America","Brasil","Sergipe","Japaratuba","Povoado Sambaíba-Beira da estrada","-36.52175","-10.37451",NA,"Árvore. Acesso 93.","ASE0037961",NA,NA,NA,"-36.52175","-10.37451",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2019-11-27 13:50:52-03","UFS","ASE","35709","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.","Sampaio, TS","Sampaio, TS","35709","2013","11","18","Southern America","Brasil","Sergipe","Japaratuba","Povoado Sambaíba-Beira da estrada","-36.52169","-10.37454",NA,"Árvore. Acesso 174.","ASE0037963",NA,NA,NA,"-36.52169","-10.37454",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-11-27 13:50:52-03","UFS","ASE","30881","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.","Sampaio, TS","Sampaio, TS","30881","2013","11","18","Southern America","Brasil","Sergipe","Japaratuba","Povoado Sambaíba-Beira da estrada","-36.52165","-10.37454",NA,"Árvore. Acesso 163.","ASE0037958",NA,NA,NA,"-36.52165","-10.37454",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2019-11-27 13:50:52-03","UFS","ASE","30880","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.","Sampaio, TS","Sampaio, TS","30880","2013","11","18","Southern America","Brasil","Sergipe","Japaratuba","Povoado Sambaíba-Beira da estrada","-36.52164","-10.37453",NA,"Árvore. Acesso 162.1.","ASE0037956",NA,NA,NA,"-36.52164","-10.37453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2019-11-27 13:50:52-03","UFS","ASE","30879","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.","Sampaio, TS","Sampaio, TS","30879","2013","11","18","Southern America","Brasil","Sergipe","Japaratuba","Povoado Sambaíba-Beira da estrada","-36.52164","-10.37453",NA,"Árvore. Acesso 162.2.","ASE0037957",NA,NA,NA,"-36.52164","-10.37453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-11-27 13:50:52-03","UFS","ASE","30883","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.","Sampaio, TS","Sampaio, TS","30883","2013","11","18","Southern America","Brasil","Sergipe","Japaratuba","Povoado Sambaíba-Beira da estrada","-36.52163","-10.37454",NA,"Árvore. Acesso 92.","ASE0037960",NA,NA,NA,"-36.52163","-10.37454",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2019-11-27 13:50:52-03","UFS","ASE","33863","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.","Sampaio, TS","Sampaio, TS","70","2015","04","24","Southern America","Brasil","Sergipe","Japaratuba","Povoado Sambaíba Faz Água Fria/ Faz São Francisco, Beira da estrada.","-36.53202","-10.37388",NA,"Árvore. Acesso 651.","ASE0038001",NA,NA,NA,"-36.53202","-10.37388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-11-27 13:50:52-03","UFS","ASE","33864","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.","Sampaio, TS","Sampaio, TS","71","2015","04","24","Southern America","Brasil","Sergipe","Japaratuba","Povoado Sambaíba Faz Água Fria/ Faz São Francisco, Beira da estrada.","-36.53202","-10.37388",NA,"Árvore. Acesso 651.","ASE0038002",NA,NA,NA,"-36.53202","-10.37388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-11-27 13:50:52-03","UFS","ASE","33865","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.","Sampaio, TS","Sampaio, TS","72","2015","04","24","Southern America","Brasil","Sergipe","Japaratuba","Povoado Sambaíba Faz Água Fria/ Faz São Francisco, Beira da estrada.","-36.53202","-10.37388",NA,"Árvore. Acesso 651.","ASE0038003",NA,NA,NA,"-36.53202","-10.37388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-11-27 13:50:52-03","UFS","ASE","33862","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.","Sampaio, TS","Sampaio, TS","69","2015","04","24","Southern America","Brasil","Sergipe","Japaratuba","Povoado Sambaíba Faz Água Fria/ Faz São Francisco, Beira da estrada.","-36.53189","-10.37387",NA,"Árvore. Acesso 650.","ASE0038000",NA,NA,NA,"-36.53189","-10.37387",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-11-27 13:50:52-03","UFS","ASE","33859","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.","Sampaio, TS","Sampaio, TS","66","2015","04","24","Southern America","Brasil","Sergipe","Japaratuba","Povoado Sambaíba Faz Água Fria/ Faz São Francisco, Beira da estrada.","-36.53189","-10.37387",NA,"Árvore. Acesso 650.","ASE0037997",NA,NA,NA,"-36.53189","-10.37387",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2019-11-27 13:50:52-03","UFS","ASE","33858","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.","Sampaio, TS","Sampaio, TS","65","2015","04","24","Southern America","Brasil","Sergipe","Japaratuba","Povoado Sambaíba Faz Água Fria/ Faz São Francisco, Beira da estrada.","-36.53189","-10.37387",NA,"Árvore. Acesso 650.","ASE0037996",NA,NA,NA,"-36.53189","-10.37387",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2019-11-27 13:50:52-03","UFS","ASE","33860","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.","Sampaio, TS","Sampaio, TS","67","2015","04","24","Southern America","Brasil","Sergipe","Japaratuba","Povoado Sambaíba Faz Água Fria/ Faz São Francisco, Beira da estrada.","-36.53189","-10.37387",NA,"Árvore. Acesso 650.","ASE0037998",NA,NA,NA,"-36.53189","-10.37387",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2019-11-27 13:50:52-03","UFS","ASE","33857","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.","Sampaio, TS","Sampaio, TS","64","2015","04","24","Southern America","Brasil","Sergipe","Japaratuba","Povoado Sambaíba Faz Água Fria/ Faz São Francisco, Beira da estrada.","-36.53189","-10.37387",NA,"Árvore. Acesso 650.","ASE0037995",NA,NA,NA,"-36.53189","-10.37387",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2019-11-27 13:50:52-03","UFS","ASE","33856","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.","Sampaio, TS","Sampaio, TS","63","2015","04","24","Southern America","Brasil","Sergipe","Japaratuba","Povoado Sambaíba Faz Água Fria/ Faz São Francisco, Beira da estrada.","-36.53189","-10.37387",NA,"Árvore. Acesso 650.","ASE0037994",NA,NA,NA,"-36.53189","-10.37387",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2019-11-27 13:50:52-03","UFS","ASE","33861","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.","Sampaio, TS","Sampaio, TS","68","2015","04","24","Southern America","Brasil","Sergipe","Japaratuba","Povoado Sambaíba Faz Água Fria/ Faz São Francisco, Beira da estrada.","-36.53189","-10.37387",NA,"Árvore. Acesso 650.","ASE0037999",NA,NA,NA,"-36.53189","-10.37387",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2019-11-27 13:50:52-03","UFS","ASE","33866","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","ovata","Myrcia ovata","Cambess.","Sampaio, TS","Sampaio, TS","73","2015","04","24","Southern America","Brasil","Sergipe","Japaratuba","Povoado Sambaíba Faz Água Fria/ Faz São Francisco, Beira da estrada.","-36.52177","-10.388454",NA,"Árvore. Acesso 652.","ASE0038004",NA,NA,NA,"-36.52177","-10.388454",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
