"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","typeStatus","class","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber","sex"
"47","2021-03-21 19:36:38-03","UFC","EAC","40496","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Lima-Verde, L.W.","Lima-Verde, L.W.; Araújo, F. .S.; et al.","1496","1999","06","23","Southern America","Brasil","Ceará","Crato","Flona do Araripe","-39.4094009399414","-7.23416996002197","870","870",NA,"Trepadeira, frequente, fruto imaturo castanho, flor em antese e em abscisão, corola amarela, folha senescente.; Carrasco","EAC0040496","EAC0040496",NA,NA,NA,"1999","06","23",NA,NA,"30071","auto",NA,NA,NA,NA,NA
"48","2021-03-21 19:36:38-03","UFC","EAC","40486","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Lima-Verde, L.W.","Lima-Verde, L.W.; Costa, I.R.; Sued, S.","2152","2000","06","07","Southern America","Brasil","Ceará","Crato","Flona do Araripe","-39.4094009399414","-7.23416996002197","870","870",NA,"Arbusto, 1,5m, ocasional, caule escandente, corola branca, flor em botão e em antese, folha senescente e em abscisão.; Carrasco","EAC0040486","EAC0040486",NA,NA,NA,"2000","06","07",NA,NA,"30071","auto",NA,NA,NA,NA,NA
"49","2021-03-21 19:36:38-03","UFC","EAC","40484","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Lima-Verde, L.W.","Lima-Verde, L.W.; Araújo, F. .S.; et al.","1595","1999","06","23","Southern America","Brasil","Ceará","Crato","Flona do Araripe","-39.4094009399414","-7.23416996002197","870","870",NA,"Trepadeira, frequente, corola amarela, flor em botão e em antese, folha nova e senescente.; Carrasco","EAC0040484","EAC0040484",NA,NA,NA,"1999","08","12",NA,NA,"30071","auto",NA,NA,NA,NA,NA
"50","2021-03-21 19:36:38-03","UFC","EAC","40483","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Lima-Verde, L.W.","Lima-Verde, L.W.; et al.","1660","1999","09","14","Southern America","Brasil","Ceará","Crato","Flona do Araripe","-39.4094009399414","-7.23416996002197","870","870",NA,"Trepadeira, fruto imaturo e maduro, folha senescente e em abscisão, frequente.; Carrasco","EAC0040483","EAC0040483",NA,NA,NA,"1999","09","14",NA,NA,"30071","auto",NA,NA,NA,NA,NA
"51","2021-03-21 19:36:38-03","UFC","EAC","19371A","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Amorim, A.","Araújo, F.S.","245","1991","01","05","Southern America","Brasil","Ceará","Novo Oriente","Baixa fria, Pl. da Ibiapaba","-40.7742004394531","-5.53444004058838","760","760",NA,"Carrasco","EAC019371A",NA,NA,NA,NA,"1999",NA,NA,NA,NA,"28544","auto",NA,NA,NA,NA,NA
"52","2021-03-21 19:36:38-03","UFC","EAC","6791","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Fernandes, A.; Nunes, E.","Fernandes, A.; Martins, P.; Nunes, E.","EAC6791","1979","07","25","Southern America","Brasil","Ceará","Novo Oriente","Estrada N. Oriente a S. Miguel do Tapuio, Serra da","-40.7742004394531","-5.53444004058838",NA,NA,NA,"Subarbusto, plantação agrícola (milho).","EAC0006791","EAC0006791",NA,NA,NA,"1986","03","26",NA,NA,"28544","auto",NA,NA,NA,NA,NA
"53","2021-03-21 19:36:38-03","UFC","EAC","19485","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Amorim, A.","Araújo, F.S.","359","1991","03","10","Southern America","Brasil","Ceará","Novo Oriente","Estrondo, Planalto da Ibiapaba","-40.7742004394531","-5.53444004058838",NA,NA,NA,"Cipó.","EAC0019485","EAC0019485",NA,NA,NA,"1999",NA,NA,NA,NA,"28544","auto",NA,NA,NA,NA,NA
"54","2021-03-21 19:36:38-03","UFC","EAC","19210","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Amorim, A.","Araújo, F.S.","84","1990","05","31","Southern America","Brasil","Ceará","Novo Oriente","Planalto da Ibiapaba","-40.7742004394531","-5.53444004058838",NA,NA,NA,"Cipó.; Carrasco","EAC0019210","EAC0019210",NA,NA,NA,"1999",NA,NA,NA,NA,"28544","auto",NA,NA,NA,NA,NA
"55","2021-03-21 19:36:38-03","UFC","EAC","4099","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Fernandes, A.; Nunes, E.","Fernandes, A.; Matos, F.J.A.","EAC4099","1978","08","11","Southern America","Brasil","Ceará","Tianguá","Serra da Ibiapaba","-40.99169921875","-3.7322199344635",NA,NA,NA,"Trepadeira, flor amarela.","EAC0004099","EAC0004099",NA,NA,NA,"1986","03","26",NA,NA,"36695","auto",NA,NA,NA,NA,NA
"56","2021-03-21 19:36:38-03","UFC","EAC","50637","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Lima-Verde, L.W.; Barros, R.","Barros, R.; et al.","2063","2005","04","17","Southern America","Brasil","Piauí","Canto do Buriti",NA,"-42.9444007873535","-8.10999965667725",NA,NA,NA,"Escandente.; Cerrado","EAC0050637","EAC0050637",NA,NA,NA,"2005","06",NA,NA,NA,"120640","auto",NA,NA,NA,NA,NA
"57","2021-03-21 19:36:38-03","UFC","EAC","50636","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Lima-Verde, L.W.; Barros, R.","Barros, R.; et al.","2071","2005","04","17","Southern America","Brasil","Piauí","Canto do Buriti",NA,"-42.9444007873535","-8.10999965667725",NA,NA,NA,"Escandente.; Cerrado","EAC0050636","EAC0050636",NA,NA,NA,"2005","06",NA,NA,NA,"120640","auto",NA,NA,NA,NA,NA
"58","2021-03-21 19:36:38-03","UFC","EAC","22849","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Amorim, A.","Pinto Filho, I.C.G.","s.n.","1995","05","09","Southern America","Brasil","Piauí","Canto do Buriti","Fazenda Itaueira Agropecuária S/A","-42.9444007873535","-8.10999965667725","500","500",NA,"Flor amarela.; Carrasco","EAC0022849","EAC0022849",NA,NA,NA,"1999",NA,NA,NA,NA,"120640","auto",NA,NA,NA,NA,NA
"59","2021-03-21 19:36:38-03","UFC","EAC","19706","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Amorim, A.","Alencar, M.E.","s.n.","1993","06","18","Southern America","Brasil","Piauí","Padre Marcos","Serra Velha","-40.9043998718262","-7.35500001907349",NA,NA,NA,"Cipó.","EAC0019706","EAC0019706",NA,NA,NA,"1999",NA,NA,NA,NA,"17353","auto",NA,NA,NA,NA,NA
"60","2021-03-21 19:36:38-03","UFC","EAC","20676","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Amorim, A.","Alencar, M.E.","s.n.","1994","01","28","Southern America","Brasil","Piauí","Padre Marcos","Serra Velha","-40.9043998718262","-7.35500001907349",NA,NA,NA,"Subarbusto, flor amarela.","EAC0020676","EAC0020676",NA,NA,NA,"1999",NA,NA,NA,NA,"17353","auto",NA,NA,NA,NA,NA
"61","2021-03-21 19:36:38-03","UFC","EAC","20720","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Amorim, A.","Alencar, M.E.","s.n.","1994","03","12","Southern America","Brasil","Piauí","Padre Marcos","Serra Velha","-40.9043998718262","-7.35500001907349",NA,NA,NA,"Escandente, flor amarela.","EAC0020720","EAC0020720",NA,NA,NA,"1999",NA,NA,NA,NA,"17353","auto",NA,NA,NA,NA,NA
"62","2021-03-21 19:36:38-03","UFC","EAC","18401","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Amorim, A.","Fernandes, A.; Custódio, A.V.; Alves, M.A.O.","EAC18401","1992","04","06","Southern America","Brasil","Piauí","São Raimundo Nonato.",NA,"-42.6994018554688","-9.01527976989746",NA,NA,NA,"Trepadeira, flor amarela.; Carrasco","EAC0018401","EAC0018401",NA,NA,NA,"1999",NA,NA,NA,NA,"45407","auto",NA,NA,NA,NA,NA
"63","2021-03-21 19:36:38-03","UFC","EAC","11293","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Fernandes, A.; Nunes, E.","Fernandes, A.; Matos, F.J.A.","EAC11293","1982","05","15","Southern America","Brasil","Bahia","Formosa do Rio Preto","Fazenda Embiraçu","-45.1930999755859","-11.0482997894287",NA,NA,NA,"Trepadeira, flor amarela.; Mata seca","EAC0011293","EAC0011293",NA,NA,NA,"1986","03","26",NA,NA,"155006","auto",NA,NA,NA,NA,NA
"64","2021-03-21 19:36:38-03","UFC","EAC","42835","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Lima-Verde, L.W.","Andrade, I.M.; Souza, M.M.A.; Lima-Verde, L.W.","270","1997","11","13","Southern America","Brasil","Ceará","Aiuaba","Estrada do Cedro","-40.1236000061035","-6.57360982894897",NA,NA,NA,"Liana, frequente; corola amarela.; Caatinga","EAC0042835","EAC0042835",NA,NA,NA,"1998","08",NA,NA,NA,"68662","auto",NA,NA,NA,NA,NA
"65","2021-03-21 19:36:38-03","UFC","EAC","35076","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Costa, R.C.","Costa, R.C.","s.n.","2003","06","19","Southern America","Brasil","Ceará","Crateús","Croatá, RPPN Serra das Almas","-40.6775016784668","-5.1783299446106",NA,NA,NA,"Trepadeira lenhosa, fanerófito.; Carrasco","EAC0035076","EAC0035076_1 EAC0035076_2",NA,NA,NA,"2004","06",NA,NA,NA,"43216","auto",NA,NA,NA,NA,NA
"66","2021-03-21 19:36:38-03","UFC","EAC","33933","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Lima-Verde, L.W.; Castro, A.S.F.; Loiola, M.I.B.","Araújo, F.S.; Girão, L.C.","1456","2002","05","08","Southern America","Brasil","Ceará","Crateús","RPPN Serra das Almas","-40.6775016784668","-5.1783299446106","650","700",NA,"Trepadeira, flor amarela, frutos, fanerófito, anemocórico.; Carrasco","EAC0033933","EAC0033933",NA,NA,NA,"2010","03","30",NA,NA,"43216","auto",NA,NA,NA,NA,NA
"67","2021-03-21 19:36:38-03","UFC","EAC","35299","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Lima-Verde, L.W.","Lima-Verde, L.W.","s.n.","2000","02","22","Southern America","Brasil","Ceará","Crateús","Serra das Almas","-40.6775016784668","-5.1783299446106",NA,NA,NA,"Carrasco","EAC0035299","EAC0035299",NA,NA,NA,"2005","11","03",NA,NA,"43216","auto",NA,NA,NA,NA,NA
"68","2021-03-21 19:36:38-03","UFC","EAC","50816","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Lima-Verde, L.W.","Lima-Verde, L.W.; et al.","1057","2000","02",NA,"Southern America","Brasil","Ceará","Crateús","Serra das Almas","-40.6775016784668","-5.1783299446106",NA,NA,NA,"Escandente, flor amarela.; Mata seca","EAC0050816","EAC0050816",NA,NA,NA,"2000","02",NA,NA,NA,"43216","auto",NA,NA,NA,NA,NA
"69","2021-03-21 19:36:38-03","UFC","EAC","35594","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Lima-Verde, L.W.; Nunes, E.","Soares, A.A.","s.n.","2005","05","26","Southern America","Brasil","Ceará","Crateús","Serra das Almas, Trilha das Arapucas","-40.6775016784668","-5.1783299446106",NA,NA,NA,"Flor de cor amarela.; Mata seca","EAC0035594","EAC0035594",NA,NA,NA,"2005","06","17",NA,NA,"43216","auto",NA,NA,NA,NA,NA
"70","2021-03-21 19:36:38-03","UFC","EAC","40500","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Lima-Verde, L.W.","Lima-Verde, L.W.; Araújo, F. .S.; et al.","1561","1999","08","11","Southern America","Brasil","Ceará","Crato","Flona do Araripe","-39.4094009399414","-7.23416996002197","870","870",NA,"Trepadeira, frequente, fruto imaturo, flor em botão, em antese e em abscisão, corola amarela, folha nova e senescente.; Carrasco","EAC0040500","EAC0040500",NA,NA,NA,"1999","08","11",NA,NA,"30071","auto",NA,NA,NA,NA,NA
"71","2021-03-21 19:36:38-03","UFC","EAC","40498","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Lima-Verde, L.W.","Lima-Verde, L.W.; Araújo, F. .S.; et al.","1572","1999","08","11","Southern America","Brasil","Ceará","Crato","Flona do Araripe","-39.4094009399414","-7.23416996002197","870","870",NA,"Trepadeira, frequente, fruto imaturo, flor em botão, em antese e em abscisão, corola amarela, folha senescente e em abscisão.; Carrasco","EAC0040498","EAC0040498",NA,NA,NA,"1999","08","11",NA,NA,"30071","auto",NA,NA,NA,NA,NA
"72","2021-03-21 19:36:38-03","UFC","EAC","40493","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Lima-Verde, L.W.","Lima-Verde, L.W.; Araújo, F. .S.; et al.","1569","1999","08","11","Southern America","Brasil","Ceará","Crato","Flona do Araripe","-39.4094009399414","-7.23416996002197","870","870",NA,"Trepadeira, frequente, botão floral, folha nova e senescente.; Carrasco","EAC0040493","EAC0040493",NA,NA,NA,"1999","08","11",NA,NA,"30071","auto",NA,NA,NA,NA,NA
"73","2021-03-21 19:36:38-03","UFC","EAC","40485","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Lima-Verde, L.W.","Lima-Verde, L.W.; Araújo, F. .S.; et al.","1662","1999","09","14","Southern America","Brasil","Ceará","Crato","Flona do Araripe","-39.4094009399414","-7.23416996002197","870","870",NA,"Trepadeira, frequente, fruto maduro, flor em botão, em antese e em abcisão, folha nova e senescente.; Carrasco","EAC0040485","EAC0040485",NA,NA,NA,"1999","09","14",NA,NA,"30071","auto",NA,NA,NA,NA,NA
"74","2021-03-21 19:36:38-03","UFC","EAC","40479","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Lima-Verde, L.W.","Lima-Verde, L.W.; Araújo, F.S.; et al.","1522","1999","06","29","Southern America","Brasil","Ceará","Crato","Flona do Araripe, borda da floresta","-39.4094009399414","-7.23416996002197","930","930",NA,"Trepadeira, ocasional, fruto imaturo castanho, flor em botão e em antese, folha nova e senescente.; Floresta platô.","EAC0040479","EAC0040479",NA,NA,NA,"1999","10","16",NA,NA,"30071","auto",NA,NA,NA,NA,NA
"75","2021-03-21 19:36:38-03","UFC","EAC","9779","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Mamede, M.C.H.","Fernandes, A.; Martins, P.","EAC9779","1981","02","27","Southern America","Brasil","Ceará","Guaraciaba do Norte","Andrade, Substrato arenoso","-40.747501373291","-4.16694021224976",NA,NA,NA,"Trepadeira, abundante, flor amarela.; Carrasco","EAC0009779","EAC0009779",NA,NA,NA,"1996",NA,NA,NA,NA,"39588","auto",NA,NA,NA,NA,NA
"76","2021-03-21 19:36:38-03","UFC","EAC","17874","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Amorim, A.","Fernandes, A.","EAC17874","1991","07","05","Southern America","Brasil","Ceará","Ibiapina","Chapada da Ibiapaba.","-40.8894004821777","-3.92333006858826",NA,NA,NA,"Trepadeira.; Carrasco","EAC0017874","EAC0017874",NA,NA,NA,"1999",NA,NA,NA,NA,"29848","auto",NA,NA,NA,NA,NA
"77","2021-03-21 19:36:38-03","UFC","EAC","19434","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Mamede, M.C.H.","Araújo, F.S.","308","1991","02","16","Southern America","Brasil","Ceará","Novo Oriente","Baixa fria, Pl. da Ibiapaba","-40.7742004394531","-5.53444004058838",NA,NA,NA,"Cipó.","EAC0019434","EAC0019434",NA,NA,NA,"1996","09","18",NA,NA,"28544","auto",NA,NA,NA,NA,NA
"78","2021-03-21 19:36:38-03","UFC","EAC","19436","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Amorim, A.","Araújo, F.S.","310","1991","02","19","Southern America","Brasil","Ceará","Novo Oriente","Estrondo, Planalto da Ibiapaba","-40.7742004394531","-5.53444004058838",NA,NA,NA,"Cipó.; Carrasco","EAC0019436","EAC0019436",NA,NA,NA,"1999",NA,NA,NA,NA,"28544","auto",NA,NA,NA,NA,NA
"79","2021-03-21 19:36:38-03","UFC","EAC","14667","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Fernandes, A.; Nunes, E.","Fernandes, A.; Matos, F.J.A.","EAC14667","1986","08","23","Southern America","Brasil","Ceará","Tauá","BR 020","-40.2928009033203","-6.00305986404419",NA,NA,NA,"Trepadeira de flor amarela.; Caatinga","EAC0014667","EAC0014667",NA,NA,NA,"1986","08","27",NA,NA,"70667","auto",NA,NA,NA,NA,NA
"80","2021-03-21 19:36:38-03","UFC","EAC","3175","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Fernandes, A.; Nunes, E.","Fernandes, A.; Matos, F.J.A.","EAC3175","1977","04","24","Southern America","Brasil","Ceará","Tianguá",NA,"-40.99169921875","-3.7322199344635",NA,NA,NA,"Trepadeira, flor amarela.; Carrasco","EAC0003175","EAC0003175",NA,NA,NA,"1986","03","26",NA,NA,"36695","auto",NA,NA,NA,NA,NA
"81","2021-03-21 19:36:38-03","UFC","EAC","5872","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Anderson, C.","Nunes, E.; Martins, P.","EAC5872","1979","04","22","Southern America","Brasil","Maranhão","Barra do Corda","aldeia dos índios Guajajara","-45.2433013916016","-5.50555992126465",NA,NA,NA,"Arbusto, flor amarela.; Carrasco","EAC0005872","EAC0005872",NA,NA,NA,"1986","03","07",NA,NA,"116584","auto",NA,NA,NA,NA,NA
"82","2021-03-21 19:36:38-03","UFC","EAC","5820","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Anderson, C.","Nunes, E.; Martins, P.","EAC5820","1979","04","18","Southern America","Brasil","Maranhão","Paraibano","BR 135, próximo à repetidora","-43.9836006164551","-6.43306016921997",NA,NA,NA,"Cipó, flor amarela.; Carrasco","EAC0005820","EAC0005820",NA,NA,NA,"1986","03","07",NA,NA,"22032","auto",NA,NA,NA,NA,NA
"83","2021-03-21 19:36:38-03","UFC","EAC","8443","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Fernandes, A.; Nunes, E.","Fernandes, A.; Nunes, E.","EAC8443","1980","04","19","Southern America","Brasil","Maranhão","São João dos Patos","BR 230, estrada para Barão de Grajaú","-43.7022018432617","-6.49499988555908",NA,NA,NA,"Trepadeira, flor amarela.; Cerradão","EAC0008443","EAC0008443",NA,NA,NA,"1986","03","26",NA,NA,"47367","auto",NA,NA,NA,NA,NA
"84","2021-03-21 19:36:38-03","UFC","EAC","22900","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Amorim, A.","Pinto Filho, I.C.G.","s.n.","1995","05","09","Southern America","Brasil","Piauí","Canto do Buriti","Fazenda Itaueira Agropecuária S/A","-42.9444007873535","-8.10999965667725",NA,NA,NA,NA,"EAC0022900","EAC0022900",NA,NA,NA,"1999",NA,NA,NA,NA,"120640","auto",NA,NA,NA,NA,NA
"85","2021-03-21 19:36:38-03","UFC","EAC","22874","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Amorim, A.","Pinto Filho, I.C.G.","s.n.","1995","05","09","Southern America","Brasil","Piauí","Canto do Buriti","Fazenda Itaueira Agropecuária S/A","-42.9444007873535","-8.10999965667725",NA,NA,NA,NA,"EAC0022874","EAC0022874",NA,NA,NA,"1999",NA,NA,NA,NA,"120640","auto",NA,NA,NA,NA,NA
"86","2021-03-21 19:36:38-03","UFC","EAC","22868","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Amorim, A.","Pinto Filho, I.C.G.","s.n.","1995","05","09","Southern America","Brasil","Piauí","Canto do Buriti","Fazenda Itaueira Agropecuária S/A","-42.9444007873535","-8.10999965667725",NA,NA,NA,"Flor amarela.","EAC0022868","EAC0022868",NA,NA,NA,"1999",NA,NA,NA,NA,"120640","auto",NA,NA,NA,NA,NA
"87","2021-03-21 19:36:38-03","UFC","EAC","6448","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Fernandes, A.; Nunes, E.","Nunes, E.; Castro, A.J.","EAC6448","1979","06","11","Southern America","Brasil","Piauí","Castelo do Piauí","No caminho de piçarra para os Tucuns","-41.5525016784668","-5.32221984863281",NA,NA,NA,"Cipó, flor amarela.; Capoeira","EAC0006448","EAC0006448",NA,NA,NA,"1986","03","26",NA,NA,"51421","auto",NA,NA,NA,NA,NA
"88","2021-03-21 19:36:38-03","UFC","EAC","27460","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Amorim, A.","Castro, A.S.F.","662","1999","01","11","Southern America","Brasil","Piauí","Fronteiras","Limite com o município de Caldeirão Grande do Piau","-40.6164016723633","-7.08805990219116",NA,NA,NA,"Trepadeira, flor amarela.","EAC0027460","EAC0027460",NA,NA,NA,"1999",NA,NA,NA,NA,"27178","auto",NA,NA,NA,NA,NA
"89","2021-03-21 19:36:38-03","UFC","EAC","20654","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Amorim, A.","Alencar, M.E.","s.n.","1993","06","14","Southern America","Brasil","Piauí","Padre Marcos","Serra Velha, km 2 da vicinal p/ Alagoinha do Piauí, Substrato arenoso.","-40.9043998718262","-7.35500001907349",NA,NA,NA,"Cipó, flor amarela, fruto imaturo.","EAC0020654","EAC0020654",NA,NA,NA,"1999",NA,NA,NA,NA,"17353","auto",NA,NA,NA,NA,NA
"90","2021-03-21 19:36:38-03","UFC","EAC","54989","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.",NA,"Barros, R.; Lima-Verde, L.W.; Albino, R.S.; Vieira, F.","2018","2005","04","16","Southern America","Brasil","Piauí","São João do Piauí","Solo arenoso.","-42.2467002868652","-8.35805988311768","240","240",NA,"Arbusto, 1,5m; flores amarelas.; Carrasco.","EAC0054989","EAC0054989",NA,NA,NA,NA,NA,NA,NA,NA,"40155","auto",NA,NA,NA,NA,NA
"91","2021-03-21 19:36:38-03","UFC","EAC","8398","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Fernandes, A.; Nunes, E.","Fernandes, A.; Nunes, E.","EAC8398","1980","04","17","Southern America","Brasil","Piauí","São Miguel do Tapuio","Caminho dos Tucuns","-41.323299407959","-5.50361013412476",NA,NA,NA,"Arbusto, flor amarela.; Carrasco","EAC0008398","EAC0008398",NA,NA,NA,"1986","03","26",NA,NA,"93464","auto",NA,NA,NA,NA,NA
"92","2021-03-21 19:36:38-03","UFC","EAC","4110","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A.Juss.","Anderson, C.","Fernandes, A.","EAC4110","1978","04","08","Southern America","Brasil","Piauí","São Raimundo Nonato","Angico","-42.6994018554688","-9.01527976989746",NA,NA,NA,"Trepadeira, flor amarela.","EAC0004110","EAC0004110",NA,NA,NA,"1986","03","07",NA,NA,"45407","auto",NA,NA,NA,NA,NA
"93","2020-12-21 16:32:53-03","MBM","MBM","968","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A. Juss.","Anderson, C.","Hatschbach, G.","1413",NA,NA,NA,"Southern America","Brazil","Paraná","Adrianópolis","Estrada Paranaí - Panelas","-48.9911003112793","-24.6571998596191",NA,NA,NA,NA,"MBM000968","MBM000968",NA,NA,NA,NA,NA,NA,NA,NA,"49901","auto",NA,NA,NA,NA,NA
"94","2020-12-21 16:32:53-03","MBM","MBM","30357","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Peixotoa","jussieuana","Peixotoa jussieuana","A. Juss.","Anderson, C.","Hatschbach, G.","1413",NA,NA,NA,"Southern America","Brazil","Paraná","Piraí do Sul","Serra das Furnas, Estrada Paranaí - Panelas","-49.948600769043","-24.5261001586914",NA,NA,NA,NA,"MBM030357","MBM030357",NA,NA,NA,NA,NA,NA,NA,NA,"37171","auto",NA,NA,NA,NA,NA
