"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","scientificNameAuthorship","identifiedBy","county","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","infraspecificEpithet","typeStatus","fieldNumber","individualCount","sex"
"220","2019-11-27 13:47:05-03","UFS","ASE","10176","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Combretaceae","Conocarpus","erectus","Conocarpus erectus","Costa, SM","253","2008","01","11","Southern America","Brasil","Sergipe","Fazenda do Caju (EMBRAPA), Rio Paruí.","-37.310278","-10.998333",NA,"Árvore ca. 3 m.; Árvore ca. 3 m.; Apicum de Mangue.","ASE0025097","L.","Costa, SM","Itaporanga d'Ajuda","ASE0025097",NA,NA,NA,NA,"2008",NA,NA,"-37.310278","-10.998333",NA,NA,NA,NA,NA,NA,NA
"221","2019-11-27 13:47:05-03","UFS","ASE","10610","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Combretaceae","Conocarpus","erectus","Conocarpus erectus","Lyra-Lemos, RP de","948","1985","07","25","Southern America","Brasil","Alagoas","Fazenda Pangamonha, margem de mangue, solo arenoso.","-35.907778","-9.840278",NA,"Árvore, em floração, cerca de 2m de altura; inflorescência verde, frequente, frutos ausentes.; Árvore, em floração, cerca de 2m de altura; inflorescência verde, frequente, frutos ausentes.; Manguezal.","ASE0019330","L.","Loiola, MIB","Barra de São Miguel","ASE0019330",NA,NA,NA,NA,"2010","08","05","-35.907778","-9.840278",NA,NA,NA,NA,NA,NA,NA
"222","2019-11-27 13:47:05-03","UFS","ASE","13273","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Combretaceae","Conocarpus","erectus","Conocarpus erectus","Teixeira, KCS","2","2007","09","15","Southern America","Brasil","Sergipe","Bairro coroa do meio","-37.071667","-10.911111",NA,NA,"ASE0023176","L.",NA,"Aracaju","ASE0023176",NA,NA,NA,NA,"2010","07","01","-37.071667","-10.911111",NA,NA,NA,NA,NA,NA,NA
"223","2019-11-27 13:47:05-03","UFS","ASE","13520","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Combretaceae","Conocarpus","erectus","Conocarpus erectus","Matos, ECA; Costa, SM; Matos, G","167","2008","08","23","Southern America","Brasil","Sergipe","Parque dos Cajueiros","-37.071667","-10.911111",NA,"Árvore ca 6 m. Parque urbano.; Árvore ca 6 m. Parque urbano.","ASE0020812","L.","Matos, ECA","Aracaju","ASE0020812",NA,NA,NA,NA,"2009",NA,NA,"-37.071667","-10.911111",NA,NA,NA,NA,NA,NA,NA
"224","2019-11-27 13:47:05-03","UFS","ASE","14086","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Combretaceae","Conocarpus","erectus","Conocarpus erectus","Miranda, AM; Silva, MIB","4596","2004","11","18","Southern America","Brasil","Bahia","Fazenda Céu Aberto","-39.1557","-17.4355",NA,"Arbusto com cerca de 1 m; caule amarronzado; folhas crassas; flores roxas; frutos imaturos verdes.; Arbusto com cerca de 1 m; caule amarronzado; folhas crassas; flores roxas; frutos imaturos verdes.; Mangue, próximo a uma restinga arb","ASE0021546","L.","Miranda, AM","Caravelas",NA,NA,NA,NA,NA,"2004","11","18","-39.1557","-17.4355",NA,NA,NA,NA,NA,NA,NA
"225","2019-11-27 13:47:05-03","UFS","ASE","18078","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Combretaceae","Conocarpus","erectus","Conocarpus erectus","Prata, AP; Loiola, MIB; Gomes, LA; Santos, E","2304","2010","08","05","Southern America","Brasil","Sergipe","RPPN Mata do Crasto, Entrada da mata. Faixa de mangue. Solo argiloso.","-37.437222","-11.3675",NA,"Árvore,ca. de 3,5m de altura. Inflorescência amarela. Frutos densos e aglomerados.; Árvore,ca. de 3,5m de altura. Inflorescência amarela. Frutos densos e aglomerados.; Mata Atlântica.","ASE0026412","L.","Gomes, LA","Santa Luzia do Itanhy",NA,NA,NA,NA,NA,"2010","08","06","-37.437222","-11.3675",NA,NA,NA,NA,NA,NA,NA
"226","2019-11-27 13:47:05-03","UFS","ASE","18751","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Combretaceae","Conocarpus","erectus","Conocarpus erectus","Vasconcelos, M","39","2008","11","21","Southern America","Brasil","Sergipe","Fazenda Caju (EMBRAPA)","-37.310278","-10.998333",NA,"Restinga.","ASE0025262","L.",NA,"Itaporanga d'Ajuda","ASE0025262",NA,NA,NA,NA,NA,NA,NA,"-37.310278","-10.998333",NA,NA,NA,NA,NA,NA,NA
"227","2019-11-27 13:47:05-03","UFS","ASE","19093","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Combretaceae","Conocarpus","erectus","Conocarpus erectus","Gomes, LA; Monteiro, SHN; Oliveira, DG; Santos, E","34","2010","12","01","Southern America","Brasil","Sergipe","RPPN Mata do Crasto, Interior da mata. Fonte do boi. Solo areno-argiloso.","-37.419722","-11.395278",NA,"Arbusto, ca. de 1m de altura. Flores amarelas. Frutos densos e aglomerados.; Arbusto, ca. de 1m de altura. Flores amarelas. Frutos densos e aglomerados.; Mata Atlântica.","ASE0026401","L.","Gomes, LA","Santa Luzia do Itanhy","ASE0026401",NA,NA,NA,NA,"2010","10","02","-37.419722","-11.395278",NA,NA,NA,NA,NA,NA,NA
"228","2019-11-27 13:47:05-03","UFS","ASE","19202","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Combretaceae","Conocarpus","erectus","Conocarpus erectus","Farinaccio, MA; Rodrigues, LC; Vale, CO; Menezes, AA; Barbosa, JIS","788","2010","12","02","Southern America","Brasil","Sergipe","RPPN Mata do Crasto, &nf;Área aberta da Mata do Crasto.","-37.425861","-11.385528",NA,"Arvoreta na borda da mata, ca. de 1.20 alt. Flores cremes.&nf;; Arvoreta na borda da mata, ca. de 1.20 alt. Flores cremes.&nf;; Mata Atlântica.","ASE0025571","L.","Farinaccio, MA","Santa Luzia do Itanhy","ASE0025571 ASE0025571_1",NA,NA,NA,NA,"2011","02",NA,"-37.425861","-11.385528",NA,NA,NA,NA,NA,NA,NA
"229","2019-11-27 13:47:05-03","UFS","ASE","19417","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Combretaceae","Conocarpus","erectus","Conocarpus erectus","Prata, AP; Gomes, LA; Menezes, AB; Santos, E; Vale, CO","2591","2011","01","26","Southern America","Brasil","Sergipe","RPPN Mata do Crasto, Entrada da mata. Faixa de mangue. Solo arenoso.","-37.437222","-11.3675",NA,"Arbusto, ca. de 4m de altura. Frutos verdes, densos e aglomerados.; Arbusto, ca. de 4m de altura. Frutos verdes, densos e aglomerados.; Mata Atlântica.","ASE0026639","L.","Gomes, LA","Santa Luzia do Itanhy",NA,NA,NA,NA,NA,"2011","01","28","-37.437222","-11.3675",NA,NA,NA,NA,NA,NA,NA
"230","2019-11-27 13:47:05-03","UFS","ASE","2057","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Combretaceae","Conocarpus","erectus","Conocarpus erectus","Viana, G","358","1982","07","10","Southern America","Brasil","Sergipe","Rio Vasa Barris - Pov. Rita Cacete","-37.206389","-11.014722",NA,"Arbusto. Multiplos frutos castanhos e botões florais verdes.; Arbusto. Multiplos frutos castanhos e botões florais verdes.; Mangue","ASE0013984","L.","Silva, NMF","São Cristóvão","ASE0013984",NA,NA,NA,NA,"1992",NA,NA,"-37.206389","-11.014722",NA,NA,NA,NA,NA,NA,NA
"231","2019-11-27 13:47:05-03","UFS","ASE","21023","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Combretaceae","Conocarpus","erectus","Conocarpus erectus","Prata, AP; Silva, TC; Santos, LAS","2767","2011","08","10","Southern America","Brasil","Sergipe",NA,"-37.029389","-10.937444",NA,"Árvore, ca. 4,5m.; Árvore, ca. 4,5m.; Mangue.","ASE0027182","L.","Silva, TC","Barra dos Coqueiros","ASE0027182 ASE0027182_1",NA,NA,NA,NA,"2011","08",NA,"-37.029389","-10.937444",NA,NA,NA,NA,NA,NA,NA
"232","2019-11-27 13:47:05-03","UFS","ASE","21540","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Combretaceae","Conocarpus","erectus","Conocarpus erectus","Prata, AP; Santos, LAS; Carregosa, T; Santos, E; Farias, MCV","2673","2011","07","02","Southern America","Brasil","Sergipe","Povoado Rio Fundo","-37.438056","-11.268611",NA,"Árvore, frutos verde quando imaturos e amarronzados quando maduros.; Árvore, frutos verde quando imaturos e amarronzados quando maduros.; Restinga.","ASE0028161","L.",NA,"Estância","ASE0028161",NA,NA,NA,NA,NA,NA,NA,"-37.438056","-11.268611",NA,NA,NA,NA,NA,NA,NA
"233","2019-11-27 13:47:05-03","UFS","ASE","22882","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Combretaceae","Conocarpus","erectus","Conocarpus erectus","Nascimento - Júnior, JE; Melo, D; Santos, LAS; Souza, CAS","1035","2011","06","18","Southern America","Brasil","Sergipe","Rio Pomonga","-37.054167","-10.789167",NA,"Arbusto.; Arbusto.; Manguezal","ASE0028538","L.","Nascimento - Júnior, JE","Santo Amaro das Brotas","ASE0028538",NA,NA,NA,NA,"2011","12","10","-37.054167","-10.789167",NA,NA,NA,NA,NA,NA,NA
"234","2019-11-27 13:47:05-03","UFS","ASE","22961","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Combretaceae","Conocarpus","erectus","Conocarpus erectus","Nascimento - Júnior, JE; Melo, D; Santos, LAS; Souza, CAS","953","2011","06","18","Southern America","Brasil","Sergipe","Manguezal no Rio Pomonga.","-37.054167","-10.789167",NA,"Frutos imaturos de cor verde.; Frutos imaturos de cor verde.","ASE0028606","L.","Nascimento - Júnior, JE","Santo Amaro das Brotas",NA,NA,NA,NA,NA,"2012","04","01","-37.054167","-10.789167",NA,NA,NA,NA,NA,NA,NA
"235","2019-11-27 13:47:05-03","UFS","ASE","23246","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Combretaceae","Conocarpus","erectus","Conocarpus erectus","Déda, RM; Amorim, BS; Chagas, MA; Costa-Lima, JL; Lourenço, AR; Santos, E","162","2012","04","17","Southern America","Brasil","Sergipe","RPPN Mata do Crasto","-37.425861","-11.382639",NA,"Arbusto com 2 m. Com frutos imaturos verdes e maduros amarelos.; Arbusto com 2 m. Com frutos imaturos verdes e maduros amarelos.; Mata Atlântica.","ASE0029504","L.","Déda, RM","Santa Luzia do Itanhy","ASE0029504",NA,NA,NA,NA,"2012","06",NA,"-37.425861","-11.382639",NA,NA,NA,NA,NA,NA,NA
"236","2019-11-27 13:47:05-03","UFS","ASE","23520","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Combretaceae","Conocarpus","erectus","Conocarpus erectus","Oliveira, EVS","4","2012","01","25","Southern America","Brasil","Sergipe","Povoado Mosqueiro, Próximo ao farol do mosqueiro.","-37.145","-11.128889",NA,"Bastante freqüente na área, em zona de transição com manguezais, inflorescências globosas, cerca de 1 cm.; Bastante freqüente na área, em zona de transição com manguezais, inflorescências globosas, cerca de 1 cm.; Restinga, solo de ar","ASE0028911","L.","Oliveira, EVS","Aracaju","ASE0028911",NA,NA,NA,NA,"2012","01","25","-37.145","-11.128889",NA,NA,NA,NA,NA,NA,NA
"237","2019-11-27 13:47:05-03","UFS","ASE","27042","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Combretaceae","Conocarpus","erectus","Conocarpus erectus","Rocha, LP; Campos, DA; Freire, GS; Matos, GMA","12","2012","11","29","Southern America","Brasil","Sergipe","Reserva do Caju","-37.196417","-11.186056",NA,"Arbusto. Aproimadamente 2,5 m. Frutos castanhos.; Restinga","ASE0031603","L.","Rocha, LP","Itaporanga d'Ajuda","ASE0031603",NA,NA,NA,NA,"2013","03","13","-37.196417","-11.186056",NA,NA,NA,NA,NA,NA,NA
"238","2019-11-27 13:47:05-03","UFS","ASE","27125","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Combretaceae","Conocarpus","erectus","Conocarpus erectus","Gomes, LA; Santos, E; Conceição, GG","980","2013","01","25","Southern America","Brasil","Sergipe","RPPN Mata do Crasto, Área aberta","-37.424278","-11.378056",NA,"Frutos imaturos verdes.; Mata Atlântica.","ASE0031623","L.","Gomes, LA","Santa Luzia do Itanhy","ASE0031623",NA,NA,NA,NA,"2013","02",NA,"-37.424278","-11.378056",NA,NA,NA,NA,NA,NA,NA
"239","2019-11-27 13:47:05-03","UFS","ASE","27635","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Combretaceae","Conocarpus","erectus","Conocarpus erectus","Silva, TR; Santos, JPS","111","2013","03","23","Southern America","Brasil","Sergipe","Floresta Nacional do Ibura","-37.143417","-10.839611",NA,"Árvore com frutos castanhos passados.; Mangue","ASE0031975","L.","Silva, TR","Nossa Senhora do Socorro","ASE0031975",NA,NA,NA,NA,"2013","04","22","-37.143417","-10.839611",NA,NA,NA,NA,NA,NA,NA
"240","2019-11-27 13:47:05-03","UFS","ASE","27756","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Combretaceae","Conocarpus","erectus","Conocarpus erectus","Gomes, LA; Farias, MCV; Santos, E; Silva, BD","1016","2013","03","27","Southern America","Brasil","Sergipe","RPPN Mata do Crasto, Borda de mata. Próximo ao apicum. Solo arenoso.","-37.428889","-11.376056",NA,"Arbusto, 3m. Frutos imaturos verdes.; Mata Atlântica","ASE0032048","L.","Gomes, LA","Santa Luzia do Itanhy",NA,NA,NA,NA,NA,"2013","04",NA,"-37.428889","-11.376056",NA,NA,NA,NA,NA,NA,NA
"241","2019-11-27 13:47:05-03","UFS","ASE","3052","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Combretaceae","Conocarpus","erectus","Conocarpus erectus","Santana, MC","172","1983","02","03","Southern America","Brasil","Sergipe","Apicum do mangue","-36.855833","-10.737778",NA,"Arbusto. Flores vistosas verdes reunidas em inflorescêcia.; Arbusto. Flores vistosas verdes reunidas em inflorescêcia.; Mangue","ASE0014719","L.","Santana, MC","Pirambu","ASE0014719",NA,NA,NA,NA,"1983","02","03","-36.855833","-10.737778",NA,NA,NA,NA,NA,NA,NA
"242","2019-11-27 13:47:05-03","UFS","ASE","31708","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Combretaceae","Conocarpus","erectus","Conocarpus erectus","Oliveira, RC; Araújo, JE; Ribeiro, ARO","2431","2009","05","15","Southern America","Brasil","Rio Grande do Norte","Próximo a entrada de Muriú, após o trevo, relevo plano; gleissolo","-35.1329","-5.4129",NA,"Árvore de ca. 2,5m de altura; coletada em mangue. Frequente.","ASE0003756","L.","Felix-da-Silva, MM","Extremoz","ASE0003756",NA,NA,NA,NA,"2015","11",NA,"-35.1329","-5.4129",NA,NA,NA,NA,NA,NA,NA
"243","2019-11-27 13:47:05-03","UFS","ASE","3184","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Combretaceae","Conocarpus","erectus","Conocarpus erectus","Carneiro, EM","696","1983","05","04","Southern America","Brasil","Sergipe","Fazenda Santo Antônio","-37.424278","-11.378056",NA,"Arbusto. Flores esverdeadas.; Arbusto. Flores esverdeadas.; Mangue","ASE0014817","L.","Viana, G","Santa Luzia do Itanhy","ASE0014817",NA,NA,NA,NA,"1983","11","22","-37.424278","-11.378056",NA,NA,NA,NA,NA,NA,NA
"244","2019-11-27 13:47:05-03","UFS","ASE","38998","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Combretaceae","Conocarpus","erectus","Conocarpus erectus","Moura, EO; Barbosa, JVM","736","2016","05","24","Southern America","Brasil","Rio Grande do Norte","Área pertencente à Fazenda Estrela","-35.0308","-6.2032",NA,"Arbusto ca. 2 m. Folhas coriáceas esbranquiçadas. Frutos imaturos verdes. Frequente em áreas abertas próximas a Apicuns.","ASE0040469","L.",NA,"Baía Formosa",NA,NA,NA,NA,NA,NA,NA,NA,"-35.0308","-6.2032",NA,NA,NA,NA,NA,NA,NA
"245","2019-11-27 13:47:05-03","UFS","ASE","4031","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Combretaceae","Conocarpus","erectus","Conocarpus erectus","Viana, G","1147","1985","08","12","Southern America","Brasil","Sergipe","Ilha da Tartaruga","-37.424278","-11.378056",NA,"Árvore. 5m. . Flores esverdeadas e frutos maduros vermelhos.; Árvore. 5m. . Flores esverdeadas e frutos maduros vermelhos.; Mangue","ASE0015418","L.",NA,"Santa Luzia do Itanhy","ASE0015418",NA,NA,NA,NA,NA,NA,NA,"-37.424278","-11.378056",NA,NA,NA,NA,NA,NA,NA
"246","2020-02-07 16:07:55-03","UFS","ASE","41979","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Combretaceae","Conocarpus","erectus","Conocarpus erectus","Santos, E; Farias, MCV; Barbosa, D; Farias jr.; R.A.","s.n.","2019","05","22","Southern America","Brasil","Sergipe",NA,"-37.1443","-11.1535",NA,"Arvoreta, frutos imaturos.; Restinga.","ASE0043509","L.","Farias, MCV","Itaporanga d'Ajuda",NA,NA,NA,NA,NA,"2019","05","22","-37.1443","-11.1535",NA,NA,NA,NA,NA,NA,NA
"247","2019-11-27 13:47:05-03","UFS","ASE","903","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Combretaceae","Conocarpus","erectus","Conocarpus erectus","Fonseca, MR","ASE903","1981","04","27","Southern America","Brasil","Sergipe","pov. Rita Cacete","-37.206389","-11.014722",NA,"Arvoreta. 4m. . Frutos imaturos verdes.; Arvoreta. 4m. . Frutos imaturos verdes.; Mangue","ASE0013144","L.","Fonseca, MR","São Cristóvão","ASE0013144",NA,NA,NA,NA,"1981","04","27","-37.206389","-11.014722",NA,NA,NA,NA,NA,NA,NA
"248","2019-11-27 13:47:05-03","UFS","ASE","9159","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Combretaceae","Conocarpus","erectus","Conocarpus erectus","Prata, AP; Lemos, IC; M. Ibrahim; Costa, SM; Silva, AC","1269","2006","07","21","Southern America","Brasil","Paraíba","Praia Jacarapé","-34.908311","-7.260694",NA,"Árvore. disposição de sal no caule; frutos verdes.; Árvore. disposição de sal no caule; frutos verdes.; Restinga","ASE0018492","L.",NA,"Conde","ASE0018492",NA,NA,NA,NA,NA,NA,NA,"-34.908311","-7.260694",NA,NA,NA,NA,NA,NA,NA
"249","2019-11-27 13:47:05-03","UFS","ASE","38730","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Combretaceae","Conocarpus","erectus","Conocarpus erectus","Silva, FO; Fabricante, JR","78","2017","05","18","Southern America","Brasil","Sergipe","Atalaia Velha, Ambiente aberto, antropizado, próximo a área de estuário.","-37.0252","-10.5728",NA,"Arbórea. Aprox. 3m de altura. Infllorescência do tipo umbela com flores diminutas alvas e estames brancos. Infrutescência com frutos imauros verdes. Caule lenhoso de coloração marrom, copa inferior, ramificações na base do caule. Raíz","ASE0040110","L.","Silva, FO","Aracaju",NA,NA,NA,NA,NA,"2017","05","27","-37.0252","-10.5728",NA,NA,NA,NA,NA,NA,NA
"250","2019-11-27 13:47:05-03","UFS","ASE","37000","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Combretaceae","Conocarpus","erectus","Conocarpus erectus","Andrade, ML; Jesus, TS","7","2016","01","05","Southern America","Brasil","Sergipe","Praia da Atalaia, Solo arenoso, salino e ambiente aberto.","-37.023465","-10.590135",NA,"Arbusto onde flores e frutos se apresentam em densos aglomerados.; Restinga","ASE0038594","L.","Andrade, ML","Aracaju","ASE0038594",NA,NA,NA,NA,NA,NA,NA,"-37.023465","-10.590135",NA,NA,NA,NA,NA,NA,NA
"251","2019-11-27 13:47:05-03","UFS","ASE","525","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Combretaceae","Conocarpus","erectus","Conocarpus erectus","Fonseca, MR","ASE525","1978","01","25","Southern America","Brasil","Sergipe","Apicum do mangue do Papagaio","-37.0219","-10.5432",NA,"Arbusto. 3m. . Frutos conicos marrons com numerosas bracteas.; Arbusto. 3m. . Frutos conicos marrons com numerosas bracteas.; Mangue","ASE0012888","L.","Fonseca, MR","Barra dos Coqueiros","ASE0012888",NA,NA,NA,NA,"1978","01","25","-37.0219","-10.5432",NA,NA,NA,NA,NA,NA,NA
"252","2019-11-27 13:47:05-03","UFS","ASE","27028","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Combretaceae","Conocarpus","erectus","Conocarpus erectus","Farias, MCV; Oliveira, R; Santos, E; Matos, GMA","256","2012","09","21","Southern America","Brasil","Sergipe","Povoado Pontal, Fazenda São josé.","-37.3041","-11.311",NA,"Botões de frutos.&nf;Coordenadas UTM: 672657-S&nf; 8729310-W; Restinga ( formação arbustiva fechada ).","ASE0031520","L.",NA,"Indiaroba","ASE0031520","4","4",NA,NA,NA,NA,NA,"-37.3041","-11.311",NA,NA,NA,NA,NA,NA,NA
"253","2019-11-27 13:47:05-03","UFS","ASE","18752","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Combretaceae","Conocarpus","erectus","Conocarpus erectus","Vasconcelos, M","47","2008","11","21","Southern America","Brasil","Sergipe","Fazenda Caju (EMBRAPA)","-37.1837","-10.5954",NA,"Restinga.","ASE0025668","L.","Rossi, L","Itaporanga d'Ajuda","ASE0025668",NA,NA,NA,NA,"2011","05","27","-37.1837","-10.5954",NA,NA,NA,NA,NA,NA,NA
"254","2019-11-27 13:47:05-03","UFS","ASE","13457","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Combretaceae","Conocarpus","erectus","Conocarpus erectus","Gonçalves, FB","1","2009","04","28","Southern America","Brasil","Sergipe","Floresta Nacional do Ibura, Coletado no Apicum (região de transição entre o manguezal e a Mata Atlântica). Solo bastante arenoso e salino.","-37.0835","-10.5034",NA,"Plantas com frutos secos.; Plantas com frutos secos.","ASE0020751","L.",NA,"Nossa Senhora do Socorro","ASE0020751",NA,NA,NA,NA,NA,NA,NA,"-37.0835","-10.5034",NA,NA,NA,NA,NA,NA,NA
"255","2019-11-27 13:47:05-03","UFS","ASE","4426","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Combretaceae","Conocarpus","erectus","Conocarpus erectus","Viana, G","1545","1986","08","07","Southern America","Brasil","Sergipe","Ilha da Tartaruga","-37.2654","-11.2103",NA,"Árvore. 10m. . Flores esverdeadas.; Árvore. 10m. . Flores esverdeadas.; Mangue","ASE0015661","L.","Viana, G","Santa Luzia do Itanhy","ASE0015661",NA,NA,NA,NA,"1986","08","07","-37.2654","-11.2103",NA,NA,NA,NA,NA,NA,NA
"256","2019-11-27 13:47:05-03","UFS","ASE","40705","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Combretaceae","Conocarpus","erectus","Conocarpus erectus","Felix, GJ; Oliveira, EVS; Santos-Neto, AM","119","2016","04","28","Southern America","Brasil","Sergipe","Assentamento Hugo Heredia (Rodovia SE-240), Mata de reserva legal","-37.031","-10.5253",NA,"Solo arenoso e seco. Substrato terrícola. Frutos maduros.; Restinga","ASE0042256","L.","Felix, GJ","Santo Amaro das Brotas",NA,NA,NA,NA,NA,"2018","04","16","-37.031","-10.5253",NA,NA,NA,NA,NA,NA,NA
"257","2021-03-01 16:28:29-03","UNICAMP","UEC","194801","S","Plantae","Magnoliopsida",NA,"Combretaceae","Conocarpus","erectus","Conocarpus erectus","Monge, M; Vigna, BBZ; Souza, FB","2484","2014","02","07",NA,"Brazil","São Paulo","P.E. Ilha do cardoso. Sede do parque, núcleo pereque. Na borda do campo de futebol.","-48.05","-24.980833",NA,"Arbusto 1m de altura, frutos verdes.; Restinga herbacea.","UEC155723","L.",NA,"Cananéia","UEC155723",NA,NA,NA,NA,NA,NA,NA,"-48.05","-24.980833",NA,NA,NA,NA,NA,NA,NA
"258","2019-08-20 10:10:04-03","UNICAMP","UEC","152733","S","Plantae","Magnoliopsida",NA,"Combretaceae","Conocarpus","erectus","Conocarpus erectus","Loiola, I","s.n.","2006","03","18",NA,"Brazil","Rio Grande do Norte","Reserva Ponta do Tubarão","-36.6343994140625","-5.11499977111816",NA,"Frutos esverdeados 2m",NA,"L.","Queiroz, RT","Macau",NA,NA,NA,"39550","auto","2006","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","2021-03-01 16:28:29-03","UNICAMP","UEC","152733","S","Plantae","Magnoliopsida",NA,"Combretaceae","Conocarpus","erectus","Conocarpus erectus","Loiola, MIB","s.n.","2006","03","18",NA,"Brazil","Rio Grande do Norte","Reserva Ponta do Tubarão.","-36.6343994140625","-5.11499977111816",NA,"Frutos esverdeados. Arvoreta, altura ca. 2m. Vegetação mangue.","UEC096424","L.","Queiroz, RT","Macau","UEC096424",NA,NA,"39550","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","2021-03-01 16:28:29-03","UNICAMP","UEC","36111","S","Plantae","Magnoliopsida",NA,"Combretaceae","Conocarpus","erectus","Conocarpus erectus","Martins, FR; Tamashiro, JY","15871","1984","04","20",NA,"Brazil","São Paulo","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,"Arvoreta 6m. à beira de mata.","UEC096423","L.",NA,"Cananéia","UEC096423",NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","2021-03-01 16:28:29-03","UNICAMP","UEC","87477","S","Plantae","Magnoliopsida",NA,"Combretaceae","Conocarpus","erectus","Conocarpus erectus","Giulietti, AM","1050","1987","10","05",NA,"Brazil","São Paulo","Ilha do Cardoso, rio Perequê","-47.9199981689453","-25.0100002288818",NA,"árvore 4m; frutos velho avermelhados; mangue","UEC127473","L.","Marcondes-Ferreira, W","Cananéia","UEC127473",NA,NA,"37574","auto","2001","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","2021-03-01 16:28:29-03","UNICAMP","UEC","87478","S","Plantae","Magnoliopsida",NA,"Combretaceae","Conocarpus","erectus","Conocarpus erectus","Schaeffer-Novelli, Y","SPF37803","1985","06","10",NA,"Brazil","São Paulo","Ilha do Cardoso, rio Perequê","-47.9199981689453","-25.0100002288818",NA,"árvore; mange","UEC127470","L.","Marcondes-Ferreira, W","Cananéia","UEC127470",NA,NA,"37574","auto","2001","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","2021-03-01 16:28:29-03","UNICAMP","UEC","128097","S","Plantae","Magnoliopsida",NA,"Combretaceae","Conocarpus","erectus","Conocarpus erectus","Ribeiro, AS; Amaral, MCE; Nogueira, PCL; Bittrich, V","275","2002","11","17",NA,"Brazil","Sergipe","Margem de manguezal","-37.0717010498047","-10.9111003875732",NA,"Arvoreta ca. 3m, inflorescências congestas esverdeadas, flores inconspícuas.","UEC096421","L.","Bittrich, V","Aracaju","UEC096421",NA,NA,"28193","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","2021-03-01 16:28:29-03","UNICAMP","UEC","176119","S","Plantae","Magnoliopsida",NA,"Combretaceae","Conocarpus","erectus","Conocarpus erectus","Nascimento-Junior, JE; Melo, DS; Santos, LAS; Souza, CAS","1035","2011","06","18",NA,"Brazil","Sergipe","Rio Pomonga.","-37.0544013977051","-10.7889003753662",NA,"Arbusto; Manguezal","UEC051170","L.","Nascimento-Junior, JE","Santo Amaro das Brotas","UEC051170",NA,NA,"21551","auto","2011","12","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
