"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","recordNumber","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"50","2019-09-13 08:41:40-03","IAP","PACA-AGP","81542","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","B. Rambo SJ",NA,NA,NA,"Sehnem, A.","1950","10","18","Brasil","RS","Montenegro","Linha Campestre","-51.4611015319824","-29.6886005401611",NA,NA,"400","400","Habitat: Arbor in dumeto","PACA081542","4970",NA,"Magnoliophyta","Rutales",NA,NA,"21601","auto","Magnoliopsida",NA,NA,NA,NA,NA
"51","2019-09-13 08:41:40-03","IAP","PACA-AGP","28425","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Emrich-Rambo Sicher","1954","09","17","Rambo, B.","1945","03",NA,"Brasil","RS","Nonoai","Ad fl. Uruguay","-52.7714004516602","-27.3617000579834",NA,NA,NA,NA,"Habitat: In silvula campestri. Fenofase: flor","PACA028425",NA,NA,"Magnoliophyta","Rutales",NA,NA,"35080","auto","Magnoliopsida",NA,NA,NA,NA,NA
"52","2019-09-13 08:41:40-03","IAP","PACA-AGP","8355","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Emrich-Rambo Sicher","1954","09","17","Emrich, K.","1941","12","01","Brasil","RS","Porto Alegre","Montserrat","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Habitat: In silvula campestri Fenofase: fruto novo","PACA008355",NA,NA,"Magnoliophyta","Rutales",NA,NA,"29946","auto","Magnoliopsida",NA,NA,NA,NA,NA
"53","2019-09-13 08:41:40-03","IAP","PACA-AGP","8282","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Emrich-Rambo Sicher","1954","09","18","Emrich, K.","1941","10","13","Brasil","RS","Porto Alegre","Montserrat","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Habitat: In silvula campestri. Fenofase: flor nodum aperto","PACA008282",NA,NA,"Magnoliophyta","Rutales",NA,NA,"29946","auto","Magnoliopsida",NA,NA,NA,NA,NA
"54","2019-09-13 08:41:40-03","IAP","PACA-AGP","6732","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Emrich-Rambo Sicher","1954","09","17","Emrich, K.","1941","12",NA,"Brasil","RS","Porto Alegre","Montserrat","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Habitat: In silvula campestri. Fenofase: flor","PACA006732",NA,NA,"Magnoliophyta","Rutales",NA,NA,"29946","auto","Magnoliopsida",NA,NA,NA,NA,NA
"55","2019-09-13 08:41:40-03","IAP","PACA-AGP","30007","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Emrich-Rambo Sicher","1954","07","19","Emrich, K.","1944",NA,NA,"Brasil","RS","Porto Alegre","Montserrat","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Habitat: In silvula campestri Fenofase: flor","PACA030007",NA,NA,"Magnoliophyta","Rutales",NA,NA,"29946","auto","Magnoliopsida",NA,NA,NA,NA,NA
"56","2019-09-13 08:41:40-03","IAP","PACA-AGP","54580","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","B. Rambo SJ Sicher","1954","09","17","Rambo, B.","1954","01","01","Brasil","RS","São Francisco de Paula","Faz. Englert","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Sem material. Habitat: In silvula secundaria Fenofase: fruto submaturo","PACA054580",NA,NA,"Magnoliophyta","Rutales",NA,NA,"76715","auto","Magnoliopsida",NA,NA,NA,NA,NA
"57","2019-09-13 08:41:40-03","IAP","PACA-AGP","11602","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Emrich-Rambo Sicher","1954","09","17","P. Buck SJ","1944","01",NA,"Brasil","RS","São Francisco de Paula","Faz. Englert","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Habitat: In araucarieto Fenofase: fruto novo","PACA011602",NA,NA,"Magnoliophyta","Rutales",NA,NA,"76715","auto","Magnoliopsida",NA,NA,NA,NA,NA
"58","2019-09-13 08:41:40-03","IAP","PACA-AGP","54581","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","B. Rambo SJ Sicher","1954","09","17","Rambo, B.","1954","01","01","Brasil","RS","São Francisco de Paula","Faz. Englert","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Habitat: In araucarieto Fenofase: flor","PACA054581",NA,NA,"Magnoliophyta","Rutales",NA,NA,"76715","auto","Magnoliopsida",NA,NA,NA,NA,NA
"59","2019-09-13 08:41:40-03","IAP","PACA-AGP","49656","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Emrich-Rambo Sicher","1954","09","17","Rambo, B.","1951","10","10","Brasil","SC","Lages",NA,"-50.326099395752","-27.8160991668701",NA,NA,NA,NA,"Habitat: In araucarieto Fenofase: fruto novissimo","PACA049656",NA,NA,"Magnoliophyta","Rutales",NA,NA,"70701","auto","Magnoliopsida",NA,NA,NA,NA,NA
"60","2019-09-13 08:41:40-03","IAP","PACA-AGP","35912","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Emrich-Rambo Sicher","1954","09","17","Emrich, K.","1947","02","21","Brasil","RS","Canela","Caracol","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"Habitat: In araucarieto Fenofase: flor nondum evoluto","PACA035912",NA,NA,"Magnoliophyta","Rutales",NA,NA,"16452","auto","Magnoliopsida",NA,NA,NA,NA,NA
"61","2019-09-13 08:41:40-03","IAP","PACA-AGP","36010","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Emrich-Rambo Sicher","1954","09","17","Irm. Augusto","1946","10","03","Brasil","RS","Cerro Largo","Perto de São Luiz","-54.7380981445312","-28.1485996246338",NA,NA,NA,NA,"Habitat: In silvula Fenofase: flor","PACA036010",NA,NA,"Magnoliophyta","Rutales",NA,NA,"13082","auto","Magnoliopsida",NA,NA,NA,NA,NA
"62","2019-09-13 08:41:40-03","IAP","PACA-AGP","62619","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Emrich-Rambo Sicher","1958","09","26","Camargo, O. R.","1957","11","10","Brasil","RS","Farroupilha",NA,"-51.3478012084961","-29.2250003814697",NA,NA,NA,NA,"Habitat: In araucarieto Fenofase: flor","PACA062619","2528",NA,"Magnoliophyta","Rutales",NA,NA,"19545","auto","Magnoliopsida",NA,NA,NA,NA,NA
"63","2019-09-13 08:41:40-03","IAP","PACA-AGP","61730","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Emrich-Rambo Sicher","1958","09","29","Camargo, O. R.","1957","11","18","Brasil","RS","Farroupilha",NA,"-51.3478012084961","-29.2250003814697",NA,NA,NA,NA,"Sem material. Habitat: In silva Fenofase: flor","PACA061730","2546",NA,"Magnoliophyta","Rutales",NA,NA,"19545","auto","Magnoliopsida",NA,NA,NA,NA,NA
"64","2019-09-13 08:41:40-03","IAP","PACA-AGP","61504","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Emrich-Rambo Sicher","1958","09","29","Camargo, O. R.","1957","11","25","Brasil","RS","Farroupilha",NA,"-51.3478012084961","-29.2250003814697",NA,NA,NA,NA,"Na orla do mato. Habitat: In silvula Fenofase: flor","PACA061504","2648",NA,"Magnoliophyta","Rutales",NA,NA,"19545","auto","Magnoliopsida",NA,NA,NA,NA,NA
"65","2019-09-13 08:41:40-03","IAP","PACA-AGP","73827","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","L. Sevegnani",NA,NA,NA,"L. Sevegnani","1993","09","10","Brasil","RS","Maquiné","Est. Exp. Fitotécnica de Osório.","-50.2071990966797","-29.6749992370605",NA,NA,NA,NA,"Arvoreta com 3m.&nf;Floresta secundária com aprox. 50 anos. Habitat: Em mata secundária. Hábito: arvoreta","PACA073827",NA,NA,"Magnoliophyta","Rutales",NA,NA,"28094","auto","Magnoliopsida",NA,NA,NA,NA,NA
"66","2019-09-13 08:41:40-03","IAP","PACA-AGP","11049","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Emrich-Rambo Sicher","1954","09","17","Rambo, B.","1943","01",NA,"Brasil","RS","Nova Petrópolis",NA,"-51.1143989562988","-29.3763999938965",NA,NA,NA,NA,"Habitat: In araucarieto Fenofase: fruto submaturo","PACA011049",NA,NA,"Magnoliophyta","Rutales",NA,NA,"14669","auto","Magnoliopsida",NA,NA,NA,NA,NA
"67","2019-09-13 08:41:40-03","IAP","PACA-AGP","11637","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Emrich-Rambo Sicher","1954","09","17","P. Buck SJ","1944","01",NA,"Brasil","RS","São Francisco de Paula","Faz. Englert","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Habitat: In araucarieto Fenofase: fruto novo","PACA011637",NA,NA,"Magnoliophyta","Rutales",NA,NA,"76715","auto","Magnoliopsida",NA,NA,NA,NA,NA
"68","2019-09-13 08:41:40-03","IAP","PACA-AGP","52135","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Emrich-Rambo Sicher","1954","09","17","Rambo, B.","1952","02","07","Brasil","RS","São Francisco de Paula","Morrinhos","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Habitat: In araucarieto Fenofase: sterilis","PACA052135",NA,NA,"Magnoliophyta","Rutales",NA,NA,"76715","auto","Magnoliopsida",NA,NA,NA,NA,NA
"69","2019-09-13 08:41:40-03","IAP","PACA-AGP","7386","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Emrich-Rambo Sicher","1954","09","17","F. Theissen SJ","1907",NA,NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Habitat: In silvula campestri Fenofase: fruto submaturo","PACA007386",NA,NA,"Magnoliophyta","Rutales",NA,NA,"10287","auto","Magnoliopsida",NA,NA,NA,NA,NA
"70","2019-09-13 08:41:40-03","IAP","PACA-AGP","32050","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Emrich-Rambo Sicher","1954","09","17","Reitz, R.","1944","10","01","Brasil","SC","Araranguá","Sombrio","-49.4858016967773","-28.934700012207",NA,NA,NA,NA,"Habitat: In silvula Fenofase: flor nodum evoluto","PACA032050","757",NA,"Magnoliophyta","Rutales",NA,NA,"19353","auto","Magnoliopsida",NA,NA,NA,NA,NA
"71","2020-12-20 21:18:50-03","UFV","VIC","033952","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engler",NA,NA,NA,NA,"Robim, M.J.",NA,NA,NA,"Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"Nome popular café bravo, arvoreta de 2 m, flores avermelhadas.","VIC033952","380",NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"72","2020-12-20 21:18:50-03","UFV","VIC","014373","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","regnellii","Picramnia regnellii","Engler",NA,NA,NA,NA,"Silveira, R.G.; Lisboa, M.L.","1994","06",NA,"Brasil","Minas Gerais","Juíz de Fora","Mata do Morro do Redentor","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"Arvoreta de 3,8 m de altura.","VIC014373","s.n.","VIC014373",NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA
"73","2020-12-20 21:18:50-03","UFV","VIC","028189","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","regnellii","Picramnia regnellii","Engler",NA,NA,NA,NA,"Lopes, W.P.","1997","10","15","Brasil","Minas Gerais","Marliéria","PERD","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,"Árvore de cerca de 5 m, frutos dispostos em eixo pêndulo, frutos maduros amarelos.","VIC028189","406",NA,NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA,NA,NA
"74","2020-12-20 21:18:50-03","UFV","VIC","031895","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","regnellii","Picramnia regnellii","Engler",NA,NA,NA,NA,"Peloso, R.D.","2008","02","29","Brasil","Minas Gerais","Viçosa","mata da Biologia","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"Planta de cerca de 9 m de altura de IND -1458. parcela 89.","VIC031895","s.n.",NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA
"75","2020-12-20 21:18:50-03","UFV","VIC","013048","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","regnellii","Picramnia regnellii","Engler",NA,NA,NA,NA,"Silva, A.F.; Fontes, N.R.L.",NA,NA,NA,"Brasil","Minas Gerais","Viçosa","mata da Biologia","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,NA,"VIC013048","1458","VIC013048",NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA
"76","2020-12-20 21:18:50-03","UFV","VIC","010954","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","regnellii","Picramnia regnellii","Engler",NA,NA,NA,NA,"Silva, A.F.","1985","10","23","Brasil","São Paulo","São José dos Campos","Flora da reserva florestal Boa Vista","-45.8800010681152","-23.1700000762939",NA,NA,NA,NA,"Arvoreta de 3 m, flores roseo-vinosas.","VIC010954","1311","VIC010954",NA,NA,NA,NA,"39297","auto",NA,NA,NA,NA,NA,NA
"77","2020-12-20 21:18:50-03","UFV","VIC","010916","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","regnellii","Picramnia regnellii","Engler",NA,NA,NA,NA,"Silva, A.F.","1985","10","09","Brasil","São Paulo","São José dos Campos","Flora da reserva florestal Boa Vista","-45.8800010681152","-23.1700000762939",NA,NA,NA,NA,"Árvore de 5 m, frutos alaranjados a negros.","VIC010916","1270","VIC010916",NA,NA,NA,NA,"39297","auto",NA,NA,NA,NA,NA,NA
"78","2020-12-20 21:18:50-03","UFV","VIC","010860","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","regnellii","Picramnia regnellii","Engler",NA,NA,NA,NA,"Silva, A.F.","1985","09","10","Brasil","São Paulo","São José dos Campos","Flora da reserva florestal Boa Vista","-45.8800010681152","-23.1700000762939",NA,NA,NA,NA,"Arvoreta de 4 m de altura, flores vinosas.","VIC010860","1214","VIC010860",NA,NA,NA,NA,"39297","auto",NA,NA,NA,NA,NA,NA
"79","2020-12-20 21:18:50-03","UFV","VIC","010857","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","regnellii","Picramnia regnellii","Engler",NA,NA,NA,NA,"Silva, A.F.","1985","09","10","Brasil","São Paulo","São José dos Campos","Flora da reserva florestal Boa Vista","-45.8800010681152","-23.1700000762939",NA,NA,NA,NA,"Árvore de até 4 m, frutos vermelhos quando maduros vinosos.","VIC010857","1211","VIC010857",NA,NA,NA,NA,"39297","auto",NA,NA,NA,NA,NA,NA
"80","2020-12-20 21:18:50-03","UFV","VIC","030053","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","regnellii","Picramnia regnellii","Engler",NA,NA,NA,NA,"Lopes, M.M.M.; et al.","2002","12","12","Brasil","Minas Gerais","Viçosa","Mata do Paraiso","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"Arvoreta de 4 m.","VIC030053","113",NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA
"81","2020-12-20 21:18:50-03","UFV","VIC","012036","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","regnellii","Picramnia regnellii","Engler",NA,NA,NA,NA,"Tamashino, J. .Y.","1987","09","14","Brasil","São Paulo","Atibaia","Fazenda Grota Funda","-46.5499992370605","-23.1100006103516",NA,NA,NA,NA,"Arbusto de 2 m, botões vinosos, dentro de mata.","VIC012036","s.n.","VIC012036",NA,NA,NA,NA,"21675","auto",NA,NA,NA,NA,NA,NA
"82","2020-12-20 21:18:50-03","UFV","VIC","011058","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","regnellii","Picramnia regnellii","Engler",NA,NA,NA,NA,"Silva, A.F.","1986","03","20","Brasil","São Paulo","São José dos Campos","Flora da reserva florestal Boa Vista","-45.8800010681152","-23.1700000762939",NA,NA,NA,NA,"Arvoreta de 2,5 m , frutos vermelhos.","VIC011058","1415","VIC011058",NA,NA,NA,NA,"39297","auto",NA,NA,NA,NA,NA,NA
"83","2020-12-20 21:18:50-03","UFV","VIC","014373","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","regnellii","Picramnia regnellii","Engler",NA,NA,NA,NA,"Silveira, R.G.; Lisboa, M.L.","1994","06",NA,"Brasil","Minas Gerais","Juíz de Fora","Mata do Morro do Redentor","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"Arvoreta de 3,8 m de altura.","VIC014373","s.n.","VIC014373",NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA
"84","2020-12-20 21:18:50-03","UFV","VIC","028189","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","regnellii","Picramnia regnellii","Engler",NA,NA,NA,NA,"Lopes, W.P.","1997","10","15","Brasil","Minas Gerais","Marliéria","PERD","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,"Árvore de cerca de 5 m, frutos dispostos em eixo pêndulo, frutos maduros amarelos.","VIC028189","406",NA,NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA,NA,NA
"85","2020-12-20 21:18:50-03","UFV","VIC","031895","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","regnellii","Picramnia regnellii","Engler",NA,NA,NA,NA,"Peloso, R.D.","2008","02","29","Brasil","Minas Gerais","Viçosa","mata da Biologia","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"Planta de cerca de 9 m de altura de IND -1458. parcela 89.","VIC031895","s.n.",NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA
"86","2020-12-20 21:18:50-03","UFV","VIC","013048","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","regnellii","Picramnia regnellii","Engler",NA,NA,NA,NA,"Silva, A.F.; Fontes, N.R.L.",NA,NA,NA,"Brasil","Minas Gerais","Viçosa","mata da Biologia","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,NA,"VIC013048","1458","VIC013048",NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA
"87","2020-12-20 21:18:50-03","UFV","VIC","010954","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","regnellii","Picramnia regnellii","Engler",NA,NA,NA,NA,"Silva, A.F.","1985","10","23","Brasil","São Paulo","São José dos Campos","Flora da reserva florestal Boa Vista","-45.8800010681152","-23.1700000762939",NA,NA,NA,NA,"Arvoreta de 3 m, flores roseo-vinosas.","VIC010954","1311","VIC010954",NA,NA,NA,NA,"39297","auto",NA,NA,NA,NA,NA,NA
"88","2020-12-20 21:18:50-03","UFV","VIC","010916","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","regnellii","Picramnia regnellii","Engler",NA,NA,NA,NA,"Silva, A.F.","1985","10","09","Brasil","São Paulo","São José dos Campos","Flora da reserva florestal Boa Vista","-45.8800010681152","-23.1700000762939",NA,NA,NA,NA,"Árvore de 5 m, frutos alaranjados a negros.","VIC010916","1270","VIC010916",NA,NA,NA,NA,"39297","auto",NA,NA,NA,NA,NA,NA
"89","2020-12-20 21:18:50-03","UFV","VIC","010860","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","regnellii","Picramnia regnellii","Engler",NA,NA,NA,NA,"Silva, A.F.","1985","09","10","Brasil","São Paulo","São José dos Campos","Flora da reserva florestal Boa Vista","-45.8800010681152","-23.1700000762939",NA,NA,NA,NA,"Arvoreta de 4 m de altura, flores vinosas.","VIC010860","1214","VIC010860",NA,NA,NA,NA,"39297","auto",NA,NA,NA,NA,NA,NA
"90","2020-12-20 21:18:50-03","UFV","VIC","010857","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","regnellii","Picramnia regnellii","Engler",NA,NA,NA,NA,"Silva, A.F.","1985","09","10","Brasil","São Paulo","São José dos Campos","Flora da reserva florestal Boa Vista","-45.8800010681152","-23.1700000762939",NA,NA,NA,NA,"Árvore de até 4 m, frutos vermelhos quando maduros vinosos.","VIC010857","1211","VIC010857",NA,NA,NA,NA,"39297","auto",NA,NA,NA,NA,NA,NA
"91","2020-12-20 21:18:50-03","UFV","VIC","030053","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","regnellii","Picramnia regnellii","Engler",NA,NA,NA,NA,"Lopes, M.M.M.; et al.","2002","12","12","Brasil","Minas Gerais","Viçosa","Mata do Paraiso","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"Arvoreta de 4 m.","VIC030053","113",NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA
"92","2020-12-20 21:18:50-03","UFV","VIC","012036","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","regnellii","Picramnia regnellii","Engler",NA,NA,NA,NA,"Tamashino, J. .Y.","1987","09","14","Brasil","São Paulo","Atibaia","Fazenda Grota Funda","-46.5499992370605","-23.1100006103516",NA,NA,NA,NA,"Arbusto de 2 m, botões vinosos, dentro de mata.","VIC012036","s.n.","VIC012036",NA,NA,NA,NA,"21675","auto",NA,NA,NA,NA,NA,NA
"93","2020-12-20 21:18:50-03","UFV","VIC","011058","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","regnellii","Picramnia regnellii","Engler",NA,NA,NA,NA,"Silva, A.F.","1986","03","20","Brasil","São Paulo","São José dos Campos","Flora da reserva florestal Boa Vista","-45.8800010681152","-23.1700000762939",NA,NA,NA,NA,"Arvoreta de 2,5 m , frutos vermelhos.","VIC011058","1415","VIC011058",NA,NA,NA,NA,"39297","auto",NA,NA,NA,NA,NA,NA
"94","2021-03-24 17:09:46-03","UFES","SAMES","4612","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.",NA,NA,NA,NA,"Giaretta,A.O.","2011","07","06","Brasil","Espírito Santo","Conceição da Barra","Itaúnas. Formação arbustiva fechada de restinga margeando o rio Itaúnas, trilha Almescla.","-39.7322006225586","-18.5932998657227","-397100000.0","-184330556.0",NA,NA,"Frutos verdes a vinosos. Habito: Arbusto","SAMES04612","987",NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA
"95","2021-03-24 17:09:46-03","UFES","SAMES","7350","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Gasper,A.L.de",NA,NA,NA,"Verdi,M.; Grosch,B;Klemz,G.","2008","12","17","Brasil","Santa Catarina","Capão Alto","Coletada entorno da unidade amostral.","-50.5119018554688","-27.9368991851807","-508050000.0","-281250000.0",NA,NA,"Fruto maduro vinho. Habitat: Floresta Estacional Decidual","SAMES07350","1282",NA,NA,NA,NA,NA,"41668","auto",NA,NA,NA,NA,NA,NA
"96","2021-03-24 17:09:46-03","UFES","SAMES","4613","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Gasper,A.L.","2009","05","04","Dreveck,S.; Carneiro,F.E.","2009","04","13","Brasil","Santa Catarina","São Bento do Sul","Recanto do Noti.","-49.3786010742188","-26.2502994537354","-492933333.0","-262591667.0",NA,NA,"Habito: Arbóreo","SAMES04613","822",NA,NA,NA,NA,NA,"23090","auto",NA,NA,NA,NA,NA,NA
"97","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0048797","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","G. Hatschbach",NA,NA,NA,"P. I. Oliveira","1986","4","24","Brazil","Parana",NA,"Areal (Mun. S. Jose dos Pinhais).","-49.19295","-25.533076",NA,NA,NA,NA,"Arbusto 3 m, frutos imaturos.",NA,"991",NA,"Magnoliophyta","Picramniales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
