"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","relatedCatalogItem"
"85","2020-02-08 09:32:30-03","NBC","NL-BOTANY","U.1414913","PreservedSpecimen","Plantae","Labiatae","Hyptis","lutescens","Hyptis lutescens","Hunt DR; Ferreira Ramos J","1966","06","16","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1414913 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1414913",NA,NA,"Lamiales","Pohl ex Benth.",NA,NA,NA,"Central Brazilian Plateau, State of Goiás and Mato Grosso; Barra do Garças - Xavantina road, 77km from Barra do Garças. Common weed of disturbed or grased campo.",NA,NA,NA,NA,"NL-U1414913",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"86","2020-02-08 09:32:30-03","NBC","NL-BOTANY","U.1414914","PreservedSpecimen","Plantae","Labiatae","Hyptis","lutescens","Hyptis lutescens","Irwin HS; Harley RM; Smith GL","1971","02","10","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1414914 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1414914",NA,NA,"Lamiales","Pohl ex Benth.",NA,NA,NA,"Distrito Federal. Cerrado, Cerrado and gallery, Rio Sobradinho, immediatley west of Sobradinho.",NA,NA,NA,NA,"NL-U1414914",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"87","2020-02-08 09:32:30-03","NBC","NL-BOTANY","U.1414915","PreservedSpecimen","Plantae","Labiatae","Hyptis","lutescens","Hyptis lutescens","Widgren JF","1845","01","01","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1414915 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1414915",NA,NA,"Lamiales","Pohl ex Benth.",NA,NA,NA,"Prov.Minas Geraes.",NA,NA,NA,NA,"NL-U1414915",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"88","2020-02-08 09:32:30-03","NBC","NL-BOTANY","U.1414916","PreservedSpecimen","Plantae","Labiatae","Hyptis","lutescens","Hyptis lutescens","Irwin HS; Harley RM; Onishi E","1971","01","13","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1414916 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1414916",NA,NA,"Lamiales","Pohl ex Benth.",NA,NA,NA,"Estado de Minas Gerais. Serra do Espinhaço. Secondary forest on steep slopes, on shallow red latarictic clay, base of Serra da Piedade, ca. 35km E. of Belo Horizonte, road to Caeté.",NA,NA,NA,NA,"NL-U1414916",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"89","2020-02-08 09:32:30-03","NBC","NL-BOTANY","U.1414917","PreservedSpecimen","Plantae","Labiatae","Hyptis","lutescens","Hyptis lutescens","Irwin HS; Harley RM; Smith GL","1971","03","14","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1414917 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1414917",NA,NA,"Lamiales","Pohl ex Benth.",NA,NA,NA,"Estado de Goiás. Riacho, ca. 3km S of São João de Aliança.",NA,NA,NA,NA,"NL-U1414917",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"90","2020-02-08 09:32:30-03","NBC","NL-BOTANY","U.1414918","PreservedSpecimen","Plantae","Labiatae","Hyptis","lutescens","Hyptis lutescens","Irwin HS; Harley RM; Smith GL","1971","03","21","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1414918 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1414918",NA,NA,"Lamiales","Pohl ex Benth.",NA,NA,NA,"Estado de Goiás. Chapada dos Veadeiros. Among bouldes on slope down to small riacho. Cerrado on sandston outcrops with adjacent wet campo (brejo), ca. 20km N of Alto do Paraíso.",NA,NA,NA,NA,"NL-U1414918",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"91","2020-02-08 09:32:30-03","NBC","NL-BOTANY","U.1414919","PreservedSpecimen","Plantae","Labiatae","Hyptis","lutescens","Hyptis lutescens","Irwin HS; Harley RM; Smith GL","1971","02","10","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1414919 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1414919",NA,NA,"Lamiales","Pohl ex Benth.",NA,NA,NA,"Distrito Federal. Cerrado and gallery, Rio Sobradinho, immediately west of Sobradinho.",NA,NA,NA,NA,"NL-U1414919",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"92","2020-11-04 11:11:40-03","ESALQ","ESA","49839","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","Giulietti, A.M.","1997","08","17",NA,"Brasil",NA,NA,NA,"ESA049839",NA,"Magnoliophyta",NA,"Pohl ex Benth.","Harley, R.M.","Mato Grosso","Nova Xavantina",NA,"-52.353099822998","-14.6732997894287",NA,NA,"ESA049839",NA,NA,NA,NA,NA,NA,"79739","auto",NA,NA,NA,NA
"93","2020-11-04 11:11:40-03","ESALQ","ESA","67143","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","Souza, V.C. et al.","2000","07","30",NA,"Brasil",NA,NA,NA,"ESA067143","24602.0","Magnoliophyta",NA,"Pohl ex Benth.","Pastore, J.F.B. & Harley, R.M.","Goiás","Iaciara",NA,"-46.6316986083984","-14.0958003997803",NA,NA,"ESA067143",NA,NA,NA,NA,NA,NA,"39086","auto",NA,NA,NA,NA
"94","2020-11-04 11:11:40-03","ESALQ","ESA","60528","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","Hatschbach, G. et al.","1997","08","09",NA,"Brasil",NA,NA,NA,"ESA060528","66590.0","Magnoliophyta",NA,"Pohl ex Benth.","Harley, R.M.","Mato Grosso","Sonora",NA,NA,NA,NA,NA,"ESA060528",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2021-03-31 13:40:24-03","MN","R","11439","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","Glaziou, A.F.M.","1884","06","21",NA,"Brasil",NA,NA,"Plantas do Brasil Central","R000011439","15345",NA,NA,"Pohl",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,"R000011439_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-11-19 10:24:00-03","CPAP","CPAP","15918","PreserverdSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","Guarim Neto, G.","1982","05","20",NA,"Brasil",NA,NA,"Subarbusto com 1m de altura. FLOR: branca. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Cerrado. SUBSTRATO: . RELEVO: .",NA,"576",NA,NA,"Pohl ex Benth.",NA,"MT","Santo Antonio do Leverger","Morro de Santo Antonio de Leverger","-56.0766983032227","-15.8655996322632",NA,NA,NA,NA,NA,NA,NA,NA,NA,"183847","auto",NA,NA,NA,NA
"97","2020-11-19 10:24:00-03","CPAP","CPAP","16658","PreserverdSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","Hatschbach, G.","1995","05","04",NA,"Brasil",NA,NA,"Subarbusto ramoso, 70cm de altura. FLOR: alva. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Campo. SUBSTRATO: solo arenoso. RELEVO: .",NA,"62211",NA,NA,"Pohl ex Benth.","R. M. Harley","MT","Poconé","Rodovia BR-070, km 584","-56.6227989196777","-16.2567005157471",NA,NA,NA,NA,NA,NA,"1996",NA,NA,"200792","auto",NA,NA,NA,NA
"98","2019-02-15 11:40:39-02","IPA","IPA","48020","S","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","Harley, R.M.","1980","04","27","Southern America","Brasil",NA,NA,"Small shrub to 1,5 m with red brown stems, with grey-green rugose leaves, paler beneath. Bracteoles pale greyish green. Calyx very pale green. Corolla white with dense pink spots on upper lip. Anthers dark.; Cerrado, with small stream","IPA0048020","21828","Plantae",NA,"Pohl ex Benth.","Harley, R.M.","Bahia",NA,"Chapadão Ocidental da Bahia, abouth 9 km SE of Correntina, on road to Jaborandi.","-44.583333","-13.4","550","550",NA,NA,"-44.583333","-13.4","1981","11","25",NA,NA,NA,NA,NA,NA
"99","2021-03-30 15:56:50-03","UFSC","CTBS","2410","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","Rezende, S.G.; Justo, A.G. et al.","2014","07","02",NA,"Brasil",NA,"BHZB 10851","Bioma Cerrado; Fisionomia: Campo Limpo em reestabelecimento de queimada; Hábito arbustivo; 0,50m.",NA,"4639",NA,NA,"Pohl ex Benth.","Meyer, P.B.","Minas Gerais","Ouro Preto","Distrito de Miguel Burnier. Mina da Gerdau","-43.794444","-20.437778",NA,NA,NA,NA,"43°47'40W","20°26'16S","2014","08","02",NA,NA,NA,NA,NA,NA
"100","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0015090","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","G. Hatschbach; M. Hatschbach, E. Barbosa","1993","6","15",NA,"Brazil",NA,NA,"Arbusto 2 m, flor alva. Campo cerrado. Hyptis lutescens Pohl ex Benth.",NA,"59580","Magnoliophyta","Lamiales","Pohl ex Benth.","R.M. Harley","Goias",NA,"Vila Borba, 3-5 km S (mun. Colinas do Sul) Goiás","-48.071893","-14.146462",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0015091","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","G. Hatschbach; A. Schinini, E. Barbosa","1997","8","9",NA,"Brazil",NA,NA,"Arbusto, 1.80m, flor alva, máculas vinosas. Cerrado, depressões brejosas. Hyptis lutescens Pohl ex Benth.",NA,"66590","Magnoliophyta","Lamiales","Pohl ex Benth.","R.M. Harley","Mato Grosso",NA,"Rod. BR-163, 3km S do Rio Piqui (Mun. Sonora) Mato Grosso","-54.7625","-17.5761",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2021-04-07 11:45:10-03","UFMS","CGMS","42415","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","S.N. Moreira; V.J. Pott; A. Pott; E.B. Souza","2012","06","13",NA,"Brasil",NA,NA,"Flor branca com máculas roxas. Habitat: Campo graminoso úmido com buriti (Mauritia flexuosa) à margem do Rio Verde. Relevo plano a levemente deprimido. Habito: Erva anfíbia. Até 0,40 m de altura.","CGMS1072392","927",NA,NA,"Pohl ex Benth.","R.M. Harley","Mato Grosso do Sul","Rio Verde de Mato Grosso","Estância Paraíso.","-54.9377777","-18.9530556",NA,NA,NA,NA,"-54,9377777","-18,9530556","2014","10","22",NA,NA,NA,NA,NA,NA
"103","2021-04-07 11:45:10-03","UFMS","CGMS","42407","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","A.C.M. Cristaldo; V.J. Pott; A. Pott; S. Aragaki; D.R. Espírito Santo","2004","04","05",NA,"Brasil",NA,NA,NA,"CGMS1072383","158",NA,NA,"Pohl ex Benth.","R.M. Harley","Mato Grosso do Sul","Costa Rica","Fazenda Potreiro do Sucuriú. Morro próximo a sede.","-53.1833333","-19.0166667",NA,NA,NA,NA,"-53,1833333","-19,0166667","2014","03","19",NA,NA,NA,NA,NA,NA
"104","2019-11-06 09:55:55-03","UFOP","OUPR","17841","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","Lisboa, M.A.","1973","07","04",NA,"Brasil",NA,NA,NA,NA,"s.n.",NA,NA,"Pohl ex Benth.","Harley, R.M.","Minas Gerais","Ouro Preto","Cachoeira do Campo, Entre o Col. D. Bosco e Cumbe.","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"1994",NA,NA,"44599","auto",NA,NA,NA,NA
"105","2019-11-06 09:55:55-03","UFOP","OUPR","17843","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","Badini, J.","1973","07","28",NA,"Brasil",NA,NA,"Sub-arbusto. Flores brancas. Campo.",NA,"s.n.",NA,NA,"Pohl ex Benth.","Harley, R.M.","Minas Gerais","Ouro Preto","Santo Antônio do Leite","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"1994",NA,NA,"44599","auto",NA,NA,NA,NA
"106","2019-11-06 09:55:55-03","UFOP","OUPR","17842","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","Badini, J.",NA,NA,NA,NA,"Brasil",NA,NA,"Sub-arbusto. Flores violáceas. Campo.",NA,"s.n.",NA,NA,"Pohl ex Benth.","Harley, R.M.","Minas Gerais","Ouro Preto","São Julião","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"1994",NA,NA,"44599","auto",NA,NA,NA,NA
"107","2019-08-16 08:39:40-03","UTFPR","HCF","16887","S","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","M.G. Caxambu","2015","04","24",NA,"Brasil",NA,NA,"arbusto ca. 1,80 m, semi-ciófilo. Flores com cálice verde e corola alva.",NA,"6259",NA,NA,"Pohl ex Benth.","J. Cordeiro","MG","Delfinópolis","Estância Jo, próxima à Serra da Canastra","-46.903806","-20.29075","745","745",NA,NA,"46°54'13,7 W","20°17'26,7 S","2017",NA,NA,NA,NA,NA,NA,NA,NA
"108","2021-03-21 19:36:22-03","UFC","EAC","11323","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","Fernandes, A.; Matos, F.J.A.","1982","05","15","Southern America","Brasil",NA,NA,"Subarbusto, flor lilás; Cerrado","EAC0011323","EAC11323","Dicotyledon",NA,"Pohl ex Benth.","Harley, R.M.","Bahia","Formosa do Rio Preto","Brejo","-45.1930999755859","-11.0482997894287",NA,NA,"EAC0011323",NA,NA,NA,"1990","01","26","155006","auto",NA,NA,NA,NA
"109","2020-12-21 16:30:17-03","MBM","MBM","25407","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","Hatschbach, G.","1973","05","18","Southern America","Brazil",NA,NA,NA,"MBM025407","32081",NA,NA,"Pohl ex Benth.","Harley, R.M.","Mato Grosso","Cuiabá","Coxipó","-56.0966987609863","-15.5960998535156",NA,NA,"MBM025407",NA,NA,NA,NA,NA,NA,"74875","auto",NA,NA,NA,NA
"110","2020-12-21 16:30:17-03","MBM","MBM","44826","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","Hatschbach, G.","1975","05","14","Southern America","Brazil",NA,NA,NA,"MBM044826","38656",NA,NA,"Pohl ex Benth.","Harley, R.M.","Mato Grosso","Nioaque","Córrego Formiga",NA,NA,NA,NA,"MBM044826",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2020-12-21 16:30:17-03","MBM","MBM","15173","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","Hatschbach, G.","1970","05","15","Southern America","Brazil",NA,NA,NA,"MBM015173","24323",NA,NA,"Pohl ex Benth.","Harley, R.M.","Mato Grosso","Anastácio","Rodovia Aquidauana - Miranda",NA,NA,NA,NA,"MBM015173",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2020-12-21 16:30:17-03","MBM","MBM","166654","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","Rimachi, M. .Y.","1992","09","09","Southern America","Peru",NA,NA,NA,"MBM166654","10289",NA,NA,"Pohl ex Benth.",NA,NA,NA,"San Martín",NA,NA,NA,NA,"MBM166654",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2020-12-21 16:30:17-03","MBM","MBM","213489","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","Hatschbach, G.; Schinini, A.; Barboza, E.; Schinini, A.; Barboza, E.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM213489","66590",NA,NA,"Pohl ex Benth.","Harley, R.M.","Mato Grosso","Sonora","Rod. BR-163, 3km S do Rio Piqui",NA,NA,NA,NA,"MBM213489",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2020-12-21 16:30:17-03","MBM","MBM","34378","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","Hatschbach, G.","1975","05","24","Southern America","Brazil",NA,NA,NA,"MBM034378","36781",NA,NA,"Pohl ex Benth.","Harley, R.M.","Goiás","Alto Paraíso","Rod. GO-12 ao S de Alto Paraíso",NA,NA,NA,NA,"MBM034378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2020-12-21 16:30:17-03","MBM","MBM","383226","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","Cordeiro, J.; Barboza, E.; Brotto, M.L.; Barboza, E.; Brotto, M.L.","2013","04","16","Southern America","Brazil",NA,NA,"Arbusto 1,2m; flores alvas.; Vereda.","MBM383226","4861",NA,NA,"Pohl ex Benth.","Barboza, E.","Goiás","Cavalcante","RPPN Serra do Tombador, trilha Mata do Borá","-47.817417","-13.674833","821","821","MBM383226",NA,"-47.817417","-13.674833","2013","07","10",NA,NA,NA,NA,NA,NA
"116","2020-12-21 16:30:17-03","MBM","MBM","85778","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","Hoehne, W.","1949","05","09","Southern America","Brazil",NA,NA,NA,"MBM085778","s.n.",NA,NA,"Pohl ex Benth.","Harley, R.M.","São Paulo",NA,"Via Anhanguera",NA,NA,NA,NA,"MBM085778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-12-21 16:30:17-03","MBM","MBM","91149","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","Kirkbride, J.H.; J.H.; et al.; et al.","1980","02","06","Southern America","Brazil",NA,NA,NA,"MBM091149","3252",NA,NA,"Pohl ex Benth.",NA,"Goiás",NA,"Córrego Paciencia e GO-164",NA,NA,NA,NA,"MBM091149",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-12-21 16:30:17-03","MBM","MBM","91161","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","Kirkbride, J.H.; J.H.; et al.; et al.","1980","05","24","Southern America","Brazil",NA,NA,NA,"MBM091161","3481",NA,NA,"Pohl ex Benth.",NA,"Goiás",NA,"Pastagem perto de Lago Paraim",NA,NA,NA,NA,"MBM091161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2020-12-21 16:30:17-03","MBM","MBM","91166","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","Kirkbride, J.H.; J.H.","1982","06","23","Southern America","Brazil",NA,NA,NA,"MBM091166","4857A",NA,NA,"Pohl ex Benth.",NA,"Distrito Federal",NA,"Córrego Capão da Onça",NA,NA,NA,NA,"MBM091166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-12-21 16:30:17-03","MBM","MBM","94805","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","Solomon, J.C.","1982","05","21","Southern America","Bolivia",NA,NA,NA,"MBM094805","7731",NA,NA,"Pohl ex Benth.","Harley, R.M.",NA,NA,"Dep. Beni, Prov. Vaca Diez, 37 km E of Riberalta",NA,NA,NA,NA,"MBM094805",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-12-21 16:30:17-03","MBM","MBM","159181","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","1993","06","13","Southern America","Brazil",NA,NA,NA,"MBM159181","59482",NA,NA,"Pohl ex Benth.","Harley, R.M.","Goiás","Alto Paraíso de Goiás","Alto Paraíso, rodovia para Nova Roma, Pedra Ruim","-47.5099983215332","-14.1324996948242",NA,NA,"MBM159181",NA,NA,NA,NA,NA,NA,"44724","auto",NA,NA,NA,NA
"122","2020-12-21 16:30:17-03","MBM","MBM","159189","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","1993","06","13","Southern America","Brazil",NA,NA,NA,"MBM159189","59481",NA,NA,"Pohl ex Benth.","Harley, R.M.","Goiás","Alto Paraíso de Goiás","Alto Paraíso, rodovia para Nova Roma, Pedra Ruim","-47.5099983215332","-14.1324996948242",NA,NA,"MBM159189",NA,NA,NA,NA,NA,NA,"44724","auto",NA,NA,NA,NA
"123","2020-12-21 16:30:17-03","MBM","MBM","83921","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","Hatschbach, G.; et al.; et al.","1983","06","22","Southern America","Brazil",NA,NA,NA,"MBM083921","46589",NA,NA,"Pohl ex Benth.",NA,"Goiás","Campo Alegre de Goiás","Rod. BR-050, 25 km SE de Campo Alegre","-47.7783012390137","-17.6331005096436",NA,NA,"MBM083921",NA,NA,NA,NA,NA,NA,"53964","auto",NA,NA,NA,NA
"124","2020-12-21 16:30:17-03","MBM","MBM","159180","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","1993","06","15","Southern America","Brazil",NA,NA,NA,"MBM159180","59580",NA,NA,"Pohl ex Benth.","Harley, R.M.","Goiás","Colinas do Sul","Vila Borba, 3-5 km S","-48.0783004760742","-14.1513996124268",NA,NA,"MBM159180",NA,NA,NA,NA,NA,NA,"58154","auto",NA,NA,NA,NA
"125","2020-12-21 16:30:17-03","MBM","MBM","179234","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","Hatschbach, G.; Pott, A.; Silva, J.M.; Pott, A.; Silva, J.M.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM179234","62211",NA,NA,"Pohl ex Benth.","Harley, R.M.","Mato Grosso","Poconé","Rod. BR-070, km 584","-56.6227989196777","-16.2567005157471",NA,NA,NA,NA,NA,NA,NA,NA,NA,"200792","auto",NA,NA,NA,NA
"126","2020-12-21 16:30:17-03","MBM","MBM","25393","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","Hatschbach, G.","1973","05","16","Southern America","Brazil",NA,NA,NA,"MBM025393","32002",NA,NA,"Pohl ex Benth.","Harley, R.M.","Mato Grosso","Rondonópolis","Rondonópolis, arredores","-54.6356010437012","-16.4708003997803",NA,NA,"MBM025393",NA,NA,NA,NA,NA,NA,"69781","auto",NA,NA,NA,NA
"127","2020-12-21 16:30:17-03","MBM","MBM","11703","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","Hatschbach, G.; Guimarães, O.; Guimarães, O.","1969","07","20","Southern America","Brazil",NA,NA,NA,"MBM011703","22049",NA,NA,"Pohl ex Benth.","Harley, R.M.","Mato Grosso do Sul","Aquidauana","Córrego Maria do Carmo","-55.7872009277344","-20.4710998535156",NA,NA,"MBM011703",NA,NA,NA,NA,NA,NA,"212961","auto",NA,NA,NA,NA
"128","2020-12-21 16:30:17-03","MBM","MBM","11705","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","Hatschbach, G.; Guimarães, O.; Guimarães, O.","1969","07","17","Southern America","Brazil",NA,NA,NA,"MBM011705","21918",NA,NA,"Pohl ex Benth.","Harley, R.M.","Mato Grosso do Sul","Aquidauana","Fazenda Santa Cruz","-55.7872009277344","-20.4710998535156",NA,NA,"MBM011705",NA,NA,NA,NA,NA,NA,"212961","auto",NA,NA,NA,NA
"129","2020-12-21 16:30:17-03","MBM","MBM","25401","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","Hatschbach, G.","1973","05","15","Southern America","Brazil",NA,NA,NA,"MBM025401","31974",NA,NA,"Pohl ex Benth.","Harley, R.M.","Mato Grosso do Sul","Coxim","Rio Coxim","-54.7599983215332","-18.5067005157471",NA,NA,"MBM025401",NA,NA,NA,NA,NA,NA,"102528","auto",NA,NA,NA,NA
"130","2020-12-21 16:30:17-03","MBM","MBM","295934","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","Sasaki, D.; et al.; et al.","2003","04","18","Southern America","Brazil",NA,NA,NA,"MBM295934","393",NA,NA,"Pohl ex Benth.","Harley, R.M.","São Paulo","Pedregulho","Parque Estadual das Furnas do Bom Jesus","-47.4700012207031","-20.25",NA,NA,"MBM295934",NA,NA,NA,NA,NA,NA,"27552","auto",NA,NA,NA,NA
"131","2020-12-21 16:30:17-03","MBM","MBM","44830","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","Hatschbach, G.","1976","07","08","Southern America","Brazil",NA,NA,NA,"MBM044830","38737",NA,NA,"Pohl ex Benth.","Harley, R.M.","Goiás","Caldas Novas","Rio Piracanjuba, 1km L","-48.625","-17.74169921875",NA,NA,"MBM044830",NA,NA,NA,NA,NA,NA,"36612","auto",NA,NA,NA,NA
"132","2020-12-21 16:30:17-03","MBM","MBM","62278","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","Hatschbach, G.; et al.; et al.","1979","07","10","Southern America","Brazil",NA,NA,NA,"MBM062278","42246",NA,NA,"Pohl ex Benth.","Harley, R.M.","Goiás","Campo Alegre de Goiás","Rod. BR-050, 10 km S de Campo Alegre","-47.7783012390137","-17.6331005096436",NA,NA,"MBM062278",NA,NA,NA,NA,NA,NA,"53964","auto",NA,NA,NA,NA
"133","2020-12-21 16:30:17-03","MBM","MBM","72492","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lutescens","Hyptis lutescens","Irwin, H.S.; et al.; et al.","1966","04","20","Southern America","Brazil",NA,NA,NA,"MBM072492","15137",NA,NA,"Pohl ex Benth.","Harley, R.M.","Goiás","Formosa","42km NE of Formosa","-47.334400177002","-15.5371999740601",NA,NA,"MBM072492",NA,NA,NA,NA,NA,NA,"113054","auto",NA,NA,NA,NA
