"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","identifiedBy","yearIdentified","county","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","imagecode","monthIdentified","dayIdentified","fieldNumber","typeStatus","class"
"11","2021-03-01 16:34:07-03","UNICAMP","UEC","111685","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","sampaioana","Lavoisiera sampaioana","Barreto","Barreto, M","313","1934","01","12",NA,"Brazil","Minas Gerais","Serra do Cipó,km 140 - Estrada do Pilar.","-43.8513984680176","-19.7696990966797",NA,NA,NA,"arbusto 0,60. Flor rubra.; campo.","UEC022954","Barreto, M",NA,"Santa Luzia","19939","auto",NA,NA,"UEC022954",NA,NA,NA,NA,NA
"12","2021-03-01 16:34:07-03","UNICAMP","UEC","111673","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","sampaioana","Lavoisiera sampaioana","Barreto","Barreto, M","312","1934","01","11",NA,"Brazil","Minas Gerais","Serra do Cipó,km 140 - Estrada do Pilar.","-43.8513984680176","-19.7696990966797",NA,NA,NA,"arbusto 0,70. Flor rubra.; campo","UEC022952","Barreto, M",NA,"Santa Luzia","19939","auto",NA,NA,"UEC022952",NA,NA,NA,NA,NA
"13","2021-03-01 16:34:07-03","UNICAMP","UEC","111676","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","sampaioana","Lavoisiera sampaioana","Barreto","Barreto, M","7046","1936","08","17",NA,"Brazil","Minas Gerais","Serra do Cipó,km 143 - Estrada do Pilar.","-43.8513984680176","-19.7696990966797",NA,NA,NA,"arbusto 0,8; flor rubra.; campo úmido.","UEC022958","Barreto, M",NA,"Santa Luzia","19939","auto",NA,NA,"UEC022958",NA,NA,NA,NA,NA
"14","2021-03-01 16:34:07-03","UNICAMP","UEC","154981","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","sampaioana","Lavoisiera sampaioana","Barreto","Semir, J; Pirani, JR; Wanderley, MDGL; Henrique, MC","CFSC5590","1979","08","14",NA,"Brazil","Minas Gerais","Ao longo da rodovia Belo Horizonte - Conceição do Mato Dentro.","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Arbusto 1m alt.","UEC045425",NA,NA,"Santana do Riacho","26557","auto",NA,NA,"UEC045425",NA,NA,NA,NA,NA
"15","2021-03-01 16:34:07-03","UNICAMP","UEC","154986","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","sampaioana","Lavoisiera sampaioana","Barreto","Semir, J","CFSC5609","1979","08","15",NA,"Brazil","Minas Gerais","Ao longo da rodovia Belo Horizonte - Conceição do Mato Dentro.","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Arbusto 1m alt. Flor lilás claro.","UEC045428",NA,NA,"Santana do Riacho","26557","auto",NA,NA,"UEC045428",NA,NA,NA,NA,NA
"16","2021-03-01 16:34:07-03","UNICAMP","UEC","75506","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","sampaioana","Lavoisiera sampaioana","Barreto","Souza, VC; Sakuragui, CM","1966","1992","09","05",NA,"Brazil","Minas Gerais","Serra do Cipó, rod. Belo Horizonte - Conceição do Mato Dentro, próximo ao trevo p/Morro do Pilar.","-43.7144012451172","-19.1688995361328",NA,NA,NA,"arbusto,ca.1,5m alt.; pétalas róseas, filetes alvops, conectivo amarelo.; Campo Rupestre","UEC022940","Martins, AB","2002","Santana do Riacho","26557","auto",NA,NA,"UEC022940",NA,NA,NA,NA,NA
"17","2021-03-01 16:34:07-03","UNICAMP","UEC","104243","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","sampaioana","Lavoisiera sampaioana","Barreto","Sakuragui, CM; Souza, VC","116","1990","06","04",NA,"Brazil","Minas Gerais","Seera do Cipó, Fazenda Cachoeira da Capivara.","-43.7144012451172","-19.1688995361328",NA,NA,NA,"subarbusto,40cm de altura, pétalas róseas, estames e estioletes amarelos.; XCampo arenoso.","UEC022948","Martins, AB","2002","Santana Do Riacho","26557","auto",NA,NA,"UEC022948",NA,NA,NA,NA,NA
"18","2019-11-06 09:56:23-03","UFOP","OUPR","6402","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Lavoisiera","sampaioana","Lavoisiera sampaioana","Mello-Barreto","Mello-Barreto, H.L.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Serra do Cipó",NA,NA,NA,NA,NA,"Campo. Arbusto. Flores vermelhas",NA,"Mello-Barreto, H.L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-11-06 09:56:23-03","UFOP","OUPR","6403","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Lavoisiera","sampaioana","Lavoisiera sampaioana","Mello-Barreto","Badini, J.; Mello-Barreto, H.L.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Serra do Cipó",NA,NA,NA,NA,NA,"Campo. Arbusto. Flores vermelhas",NA,"Mello-Barreto, H.L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-11-06 09:56:23-03","UFOP","OUPR","6405","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Lavoisiera","sampaioana","Lavoisiera sampaioana","Mello-Barreto","Badini, J.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Serra do Cipó",NA,NA,NA,NA,NA,"Campo. Arbusto. Flores vermelhas",NA,"Mello-Barreto, H.L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-11-06 09:56:23-03","UFOP","OUPR","6406","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Lavoisiera","sampaioana","Lavoisiera sampaioana","Mello-Barreto","Lisboa, M.A.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Serra do Cipó",NA,NA,NA,NA,NA,NA,NA,"Mello-Barreto, H.L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-11-06 09:56:23-03","UFOP","OUPR","1890","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Lavoisiera","sampaioana","Lavoisiera sampaioana","Mello-Barreto","Dutra, V.F.","10","1999","06","29",NA,"Brasil","Minas Gerais",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,"Campo rupestre. Subarbusto. Corola rosa e estames amarelas. Cálice verde. Folhas opostas",NA,"Martins, A.B.","2001","Ouro Preto","44599","auto",NA,NA,NA,"10","09",NA,NA,NA
"23","2019-11-06 09:56:23-03","UFOP","OUPR","7778","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Lavoisiera","sampaioana","Lavoisiera sampaioana","Mello-Barreto","Sampaio, A.C.","s.n.","1999","06","29",NA,"Brasil","Minas Gerais",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,"Campo rupestre. Herbácea. Flor vermelha. Estames amarelos",NA,"Martins, A.B.","2001","Ouro Preto","44599","auto",NA,NA,NA,"10","09",NA,NA,NA
"24","2019-11-06 09:56:23-03","UFOP","OUPR","6415","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Lavoisiera","sampaioana","Lavoisiera sampaioana","Mello-Barreto","s.col.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Morro São Sebastião","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Terreno úmido. Arbusto. Flores róseas",NA,"Martins, A.B.","2001","Ouro Preto","44599","auto",NA,NA,NA,"10","09",NA,NA,NA
"25","2015-09-04 21:15:20-03","MNHN","RECOLNAT_MNHN_P","P05317927","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Lavoisiera","sampaioana","Lavoisiera sampaioana","Barreto","Irwin, H.S.|Maxwell, H.|Wasshausen, D.C.",NA,"1968","2","22",NA,"Brasil","Minas Gerais","Summit of Serra do Cipó, Minas Gerais, km 145 (ca. 170km of Belo Horizonte). Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,"1500",NA,"hb","Plants of the Planalto do Brasil. . Field work conducted with the collaboration of the Universidade de Brasília, Instituto Agronômico do Norte, and the Ministério da Agricultura. Supported in part by funds from the National Science Foundation <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05317927' target='other'> <mi>dwc_moreinfo</mi></a>","P05317927","Romero",NA,NA,NA,NA,NA,NA,"P05317927_01",NA,NA,"20638",NA,NA
"26","2015-09-05 07:07:33-03","MNHN","RECOLNAT_MNHN_P","P04888639","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Lavoisiera","sampaioana","Lavoisiera sampaioana","Barreto","Semir, J.",NA,"1979","8","15",NA,"Brasil","Minas Gerais","Horizonte-Conceição do Mato Dentro, km 137 antigo. Santana do Riacho, Minas Gerais, Sudeste, Brasil, América do Sul","-43.7144012451172","-19.1688995361328",NA,NA,"hb","Flora Serra do Cipó. . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04888639' target='other'> <mi>dwc_moreinfo</mi></a>","P04888639","Romero",NA,"Santana do Riacho","26557","auto",NA,NA,"P04888639_01",NA,NA,"5609",NA,NA
"27","2020-12-11 11:38:10-03","UFMG","BHCB","183928","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","sampaioana","Lavoisiera sampaioana","Barreto","Paiva, JAM; Souza, LS; Silva, E","1123","2016","11","22","Southern America","Brasil","Minas Gerais","RPPN Capivari II","-43.658333","-20.169444","1289","1289",NA,"Arbustivo, 0,4m alt. Terrestre. Flores rosas.; Campo Rupestre Quartizito.",NA,NA,NA,"Itabirito",NA,NA,"-43.658333","-20.169444",NA,NA,NA,NA,NA,NA
"28","2020-12-11 11:38:10-03","UFMG","BHCB","184117","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","sampaioana","Lavoisiera sampaioana","Barreto","Paiva, JAM; Souza, LS; Silva, E","1230","2016","12","01","Southern America","Brasil","Minas Gerais","RPPN Capivari I","-43.625833","-20.145278","1338","1338",NA,"Arbustivo, 1m alt. Terrestre. Flores rosas.; Campo Rupestre Quartizito. Área pós queimada, área antropizada.",NA,NA,NA,"Santa Bárbara",NA,NA,"-43.625833","-20.145278",NA,NA,NA,NA,NA,NA
"29","2020-12-11 11:38:10-03","UFMG","BHCB","54492","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","sampaioana","Lavoisiera sampaioana","Barreto","Barreto, HLM","8953","1938","02","02","Southern America","Brasil","Minas Gerais","Serra do Cipó","-43.8513984680176","-19.7696990966797",NA,NA,NA,"Arbusto. Flor rósea. Muito frequente.; Campo","BHCB000287",NA,"1938","Santa Luzia","19939","auto",NA,NA,"BHCB000287",NA,NA,NA,NA,NA
"30","2020-12-11 11:38:10-03","UFMG","BHCB","4927","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","sampaioana","Lavoisiera sampaioana","Barreto","Andrade, PM de","2",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Serra do Cipó. Chapéu de Sol","-43.8513984680176","-19.7696990966797",NA,NA,NA,"Campo;sub-arbusto;flores bonina vivo;",NA,NA,NA,"Santa Luzia","19939","auto",NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-11 11:38:10-03","UFMG","BHCB","2544","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","sampaioana","Lavoisiera sampaioana","Barreto","Andrade, PM de","2",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Serra do Cipó. Chapéu de Sol","-43.8513984680176","-19.7696990966797",NA,NA,NA,"Campo;sub-arbusto;flores bonina vivo;",NA,NA,NA,"Santa Luzia","19939","auto",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-11 11:38:10-03","UFMG","BHCB","18306","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","sampaioana","Lavoisiera sampaioana","Barreto","Ribeiro, RR","s.n.","1990","05","12","Southern America","Brasil","Minas Gerais","Serra do Cipó. Chapéu de Sol","-43.8513984680176","-19.7696990966797",NA,NA,NA,NA,NA,NA,NA,"Santa Luzia","19939","auto",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-11 11:38:10-03","UFMG","BHCB","18306","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","sampaioana","Lavoisiera sampaioana","Barreto","Ribeiro, RR","s.n.","1990","05","12","Southern America","Brasil","Minas Gerais","Serra do Cipó. Chapéu de Sol","-43.8513984680176","-19.7696990966797",NA,NA,NA,NA,NA,NA,NA,"Santa Luzia","19939","auto",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-11 11:38:10-03","UFMG","BHCB","54499","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","sampaioana","Lavoisiera sampaioana","Barreto","Barreto, HLM","309","1934","02","03","Southern America","Brasil","Minas Gerais","Serra do Cipó, km 134- estrada do Pilar.","-43.8513984680176","-19.7696990966797",NA,NA,NA,"Arbusto, 1,0m. Flor rubra. Muito frequente.; Campo","BHCB000294",NA,"2017","Santa Luzia","19939","auto",NA,NA,"BHCB000294","02","13",NA,NA,NA
"35","2020-12-11 11:38:10-03","UFMG","BHCB","54491","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","sampaioana","Lavoisiera sampaioana","Barreto","Barreto, HLM; Brade, AC","1317","1935","04","15","Southern America","Brasil","Minas Gerais","Serra do Cipó, km 137 - estrada do Pilar.","-43.8513984680176","-19.7696990966797",NA,NA,NA,"Arbusto, 1,20m. Muito frequente.; Campo úmido","BHCB000286",NA,"1935","Santa Luzia","19939","auto",NA,NA,"BHCB000286",NA,NA,NA,NA,NA
"36","2020-12-11 11:38:10-03","UFMG","BHCB","54493","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","sampaioana","Lavoisiera sampaioana","Barreto","Barreto, HLM","8964","1938","02","02","Southern America","Brasil","Minas Gerais","Serra do Cipó, km 138 - estrada do Pilar.","-43.8513984680176","-19.7696990966797",NA,NA,NA,"Arbusto, 0,8m. Flor vermelha. Muito frequente.; Campo úmido","BHCB000288",NA,"1938","Santa Luzia","19939","auto",NA,NA,"BHCB000288",NA,NA,NA,NA,NA
"37","2020-12-11 11:38:10-03","UFMG","BHCB","54495","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","sampaioana","Lavoisiera sampaioana","Barreto","Barreto, HLM","8913","1938","02","02","Southern America","Brasil","Minas Gerais","Serra do Cipó, km 138 - estrada do Pilar.","-43.8513984680176","-19.7696990966797",NA,NA,NA,"Arbusto. Flor rósea. Muito frequente.","BHCB000290",NA,"1938","Santa Luzia","19939","auto",NA,NA,"BHCB000290",NA,NA,NA,NA,NA
"38","2020-12-11 11:38:10-03","UFMG","BHCB","54497","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","sampaioana","Lavoisiera sampaioana","Barreto","Barreto, HLM","312","1934","01","11","Southern America","Brasil","Minas Gerais","Serra do Cipó, km 140 - estrada do Pilar.","-43.8513984680176","-19.7696990966797",NA,NA,NA,"Arbusto, 0,70m. Flor rubra. Muito frequente.","BHCB000292",NA,"1934","Santa Luzia","19939","auto",NA,NA,"BHCB000292",NA,NA,NA,NA,NA
"39","2020-12-11 11:38:10-03","UFMG","BHCB","54496","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","sampaioana","Lavoisiera sampaioana","Barreto","Barreto, HLM","313","1934","01","12","Southern America","Brasil","Minas Gerais","Serra do Cipó, km 140 - estrada do Pilar.","-43.8513984680176","-19.7696990966797",NA,NA,NA,"Arbusto, 0,60m. Flor rubra. Muito frequente.; Campo","BHCB000291",NA,"1934","Santa Luzia","19939","auto",NA,NA,"BHCB000291",NA,NA,NA,NA,NA
"40","2020-12-11 11:38:10-03","UFMG","BHCB","54494","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","sampaioana","Lavoisiera sampaioana","Barreto","Barreto, HLM; Brade, AC","1318","1935","04","15","Southern America","Brasil","Minas Gerais","Serra do Cipó, km 143 - estrada do Pilar.","-43.8513984680176","-19.7696990966797",NA,NA,NA,"Arbusto, 1,20m. Muito frequente.; Campo úmido","BHCB000289",NA,"1935","Santa Luzia","19939","auto",NA,NA,"BHCB000289",NA,NA,NA,NA,NA
"41","2020-12-11 11:38:10-03","UFMG","BHCB","54498","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","sampaioana","Lavoisiera sampaioana","Barreto","Barreto, HLM","7046","1936","08","17","Southern America","Brasil","Minas Gerais","Serra do Cipó, km 143 - estrada do Pilar.","-43.8513984680176","-19.7696990966797",NA,NA,NA,"Arbusto, 0,80m. Flor rubra. Muito frequente.","BHCB000293",NA,"1936","Santa Luzia","19939","auto",NA,NA,"BHCB000293",NA,NA,NA,NA,NA
"42","2019-11-13 11:25:20-03","USP","SPF","202903","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Lavoisiera","sampaioana","Lavoisiera sampaioana","Barreto","Pirani, JR","5909","2009","02","10",NA,"Brasil","Minas Gerais","Parque Estadual do Itambé","-43.324833","-18.398111","1600","1600",NA,NA,"SPF00202903","Pacífico, RB","2016","Santo Antônio do Itambé",NA,NA,"-43.324833","-18.398111",NA,"02",NA,NA,NA,NA
"43","2019-11-13 11:25:20-03","USP","SPF","121294","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Lavoisiera","sampaioana","Lavoisiera sampaioana","Barreto","Roque, N","261","1996","07","15",NA,"Brasil","Minas Gerais",NA,"-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"SPF00121294","Pacífico, RB","2016","Diamantina","101169","auto",NA,NA,NA,"02",NA,NA,NA,NA
"44","2019-11-13 11:25:20-03","USP","SPF","143247","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Lavoisiera","sampaioana","Lavoisiera sampaioana","Barreto","Mello-Barreto, HL","313","1934","01","12",NA,"Brasil","Minas Gerais","Serra do Cipó, Km 140 - estrada do Pilar.","-43.8513984680176","-19.7696990966797",NA,NA,NA,NA,"SPF00143247","Mello-Barreto, HL",NA,"Santa Luzia","19939","auto",NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-11-13 11:25:20-03","USP","SPF","77899","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Lavoisiera","sampaioana","Lavoisiera sampaioana","Barreto","Pirani, JR","CFSC11914A","1991","03","24",NA,"Brasil","Minas Gerais","Parque Nacional da Serra do Cipó, Campo próximo a sede do IBAMA do Alto do Palácio.","-43.7144012451172","-19.1688995361328","1380","1380",NA,NA,"SPF00077899","Pacífico, RB","2015","Santana do Riacho","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-11-13 11:25:20-03","USP","SPF","155855","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Lavoisiera","sampaioana","Lavoisiera sampaioana","Barreto","Semir, J","CFSC5590","1979","08","14",NA,"Brasil","Minas Gerais","Serra do Cipó, Rodovia Belo Horizonte - Conceição do Mato Dentro: km 127 antigo.","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00155855","Pacífico, RB","2015","Santana do Riacho","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-11-13 11:25:20-03","USP","SPF","155856","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Lavoisiera","sampaioana","Lavoisiera sampaioana","Barreto","Semir, J","CFSC5609","1979","08","15",NA,"Brasil","Minas Gerais","Serra do Cipó, Rodovia Belo Horizonte - Conceição do Mato Dentro: km 137 antigo.","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00155856","Pacífico, RB","2015","Santana do Riacho","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-04-11 14:23:12-03","IAC","IAC","3345","S","Plantae",NA,NA,"Melastomataceae-2.Melastomoideae","Lavoisiera","sampaioana","Lavoisiera sampaioana","Barreto","H.L.M. Barreto","26050","1938","02","02",NA,"Brasil","Minas Gerais","estrada para Morro do Pilar, Km 138, Serra do Cipó","-43.8514","-19.7697",NA,NA,NA,"duplicata do Jardim Botânico de Belo Horizonte 26050",NA,"H.L.M. Barreto","1938","Santa Luzia",NA,NA,"-43.8514","-19.7697",NA,"02","02",NA,NA,NA
"49","2019-01-25 15:42:34-02","IAC","IAC","55927","S","Plantae",NA,NA,"Melastomataceae-2.Melastomoideae","Lavoisiera","sampaioana","Lavoisiera sampaioana","Barreto","J. Semir","8657","1978","11","03",NA,"Brasil","Minas Gerais","Serra do Cipó - km.136","-43.745","-19.5136",NA,NA,NA,NA,NA,"J. Semir","1978","Jaboticatubas",NA,NA,"-43.7450","-19.5136",NA,"11","03",NA,NA,NA
"50","2020-11-04 17:29:44-03","UEM","HUEM","29827","S","Plantae",NA,NA,"Melastomataceae","Lavoisiera","sampaioana","Lavoisiera sampaioana","Barreto","Romero, R; Versiane, AFA; Fontelas, JC; Vital, LP; Contro, FL","8605","2015","07","29",NA,"Brasil","Minas Gerais","Serra do Cipó, estrada para Conceição do Mato Dent","-43.538889","-19.271944",NA,NA,NA,"Campo rupestre; arbusto; ca. 1m de alt.; hipanto verde; corola de coloração pink; estames de coloração amarela.","HUEM000014571","R.Romero","2015",NA,NA,NA,"-43.538889","-19.271944","HUEM000014571","07",NA,NA,NA,NA
