"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","identifiedBy","stateProvince","locality","imagecode","scientificNameAuthorship","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","typeStatus","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","infraspecificEpithet","individualCount"
"11","2016-09-29 21:41:00-03","NY","NYBG","00918181","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velloziana","Ocotea velloziana","J. A. Ratter","R6","1967","06","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988845' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918181","Magnoliophyta","Laurales","J. G. Rohwer","Distrito Federal","Planaltina, near Brasília.","NY00918181_01",NA,"Brasília","-47.66666667","-15.61666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-09-29 21:41:00-03","NY","NYBG","00918176","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velloziana","Ocotea velloziana","E. P. Heringer","8995","1962","09","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988834' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918176","Magnoliophyta","Laurales","J. G. Rohwer","Distrito Federal","Parque do Guará, Fundação Zoobotanica","NY00918176_01",NA,"Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2017-01-12 13:29:00-02","NY","NYBG","00918186","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velloziana","Ocotea velloziana","P. Clausen","1065","1838",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988857' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918186","Magnoliophyta","Laurales","J. G. Rohwer","Minas Gerais","Brésil (Minas Geraes)","NY00918186_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00918165","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velloziana","Ocotea velloziana","W. R. Anderson","10451","1973","05","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988866' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918165","Magnoliophyta","Laurales","J. G. Rohwer","Goiás","Serra dos Pirineus, ca. 15 km (straight line) N of Corumbá de Goiás","NY00918165_01","(Meisn.) Mez","Cocalzinho de Goiás","-48.80861","-15.7880556","1230","1230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","539599","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velloziana","Ocotea velloziana","P. K. H. Dusén","14118","1912","06","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=553054' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539599","Magnoliophyta","Laurales","P. K. H. Dusén","Paraná","Jaguariahyva opp","NY00539599_01","(Meisn.) Mez","Jaguariaíva","-49.713647","-24.340602","715","715",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","539593","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velloziana","Ocotea velloziana","G. G. Hatschbach","42237","1979","05","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=553056' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539593","Magnoliophyta","Laurales","J. G. Rohwer","Paraná","Sete Quedas","NY00539593_01","(Meisn.) Mez","Guairá","-54.2556","-24.08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","539625","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velloziana","Ocotea velloziana","R. M. Harley","19635","1977","03","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=553064' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539625","Magnoliophyta","Laurales","H. H. van der Werff","Bahia","Serra do Rio de Contas. Middle N.E. slopes of the Pico das Almas ca. 25 km. W.N.W. of the Vila do Rio de Contas","NY00539625_01","(Meisn.) Mez","Rio de Contas","-41.95","-13.55","1500","1600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00918167","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velloziana","Ocotea velloziana","H. S. Irwin","19688","1968","02","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988869' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918167","Magnoliophyta","Laurales","J. G. Rohwer","Minas Gerais","Serra do Itabirito, ca. 45 km S.E. of Belo Horizonte.","NY00918167_01","(Meisn.) Mez",NA,"-43.8","-20.2","1500","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","539618","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velloziana","Ocotea velloziana","R. P. Belém","3853","1968","07","13","South America","Brazil","sheet",NA,"Coleçao de madeira <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=553065' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539618","Magnoliophyta","Laurales","J. G. Rohwer","Bahia","Ao lado da Rodovia BR 101. Vale do Rio Mucurí","NY00539618_01","(Meisn.) Mez","Mucuri","-39.8934603","-18.0984986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00918177","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velloziana","Ocotea velloziana","G. T. Prance","26256","1979","06","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988837' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918177","Magnoliophyta","Laurales","J. A. Kallunki","Mato Grosso do Sul","Rio Taquari, Fazenda Taruma","NY00918177_01","(Meisn.) Mez","Corumbá","-56.67","-18.58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","680032","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velloziana","Ocotea velloziana","E. P. Heringer","49","1977","09","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=855476' target='other'> <mi>dwc_moreinfo</mi></a>","NY00680032","Magnoliophyta","Laurales","J. G. Rohwer","Distrito Federal","RECOR, picada M-1.","NY00680032_01","(Meisn.) Mez","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00918164","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velloziana","Ocotea velloziana","W. R. Anderson","9497","1973","04","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988863' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918164","Magnoliophyta","Laurales","J. G. Rohwer","Goiás","Serra do Caiapó, ca. 12 km (straight line) S of Caiapônia.","NY00918164_01","(Meisn.) Mez","Caiapônia","-51.81666667","-17.0566","860","860",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2017-01-12 13:29:00-02","NY","NYBG","00918185","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velloziana","Ocotea velloziana","P. Clausen","25","1838",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988855' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918185","Magnoliophyta","Laurales","J. G. Rohwer","Minas Gerais","Brésil (Minas Geraes)","NY00918185_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00918178","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velloziana","Ocotea velloziana","J. F. Ramos","6666","1966","07","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988839' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918178","Magnoliophyta","Laurales","J. G. Rohwer","Distrito Federal","Fazenda Vargem Bonita, ca. 10 km. south of Brasilia.","NY00918178_01","(Meisn.) Mez","Brasília","-47.9294","-15.7797","900","1150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00918166","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velloziana","Ocotea velloziana","H. S. Irwin","18259","1966","07","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988867' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918166","Magnoliophyta","Laurales","J. G. Rohwer","Distrito Federal","Fazenda Vargem Bonita, ca. 10km. S. of Brasília, road to Belo Horizonte.","NY00918166_01","(Meisn.) Mez","Brasília","-47.78","-15.85","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","539594","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velloziana","Ocotea velloziana","E. Pereira","5718","1961","06","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=553061' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539594","Magnoliophyta","Laurales","J. G. Rohwer","São Paulo","Vila Ema","NY00539594_01","(Meisn.) Mez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","539600","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velloziana","Ocotea velloziana","M. P. Manara","75","1998","06","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=553069' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539600","Magnoliophyta","Laurales",NA,"São Paulo","Destilaria abandonada","NY00539600_01","(Meisn.) Mez","Castilho","-51.4797","-20.8703",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2017-01-12 13:29:00-02","NY","NYBG","00918183","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velloziana","Ocotea velloziana","FEEP","82","1992","05","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988850' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918183","Magnoliophyta","Laurales","P. C. Standley","Minas Gerais","Estação Ecológica do Panga, Uberlândia.","NY00918183_01",NA,"Uberlândia","-48.2769","-18.9186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1551657","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velloziana","Ocotea velloziana","A. F. M. Glaziou","15358",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1274765' target='other'> <mi>dwc_moreinfo</mi></a>","NY01551657","Magnoliophyta","Laurales",NA,"Minas Gerais","Serra da Coraça.","NY01551657_01","(Meisn.) Mez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","539591","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velloziana","Ocotea velloziana","G. Jönsson","411a","1914","05","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=553068' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539591","Magnoliophyta","Laurales","J. G. Rohwer","Paraná","Jaguariahyva opp.","NY00539591_01","(Meisn.) Mez","Jaguariaíva","-49.713647","-24.340602","740","740",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","642418","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velloziana","Ocotea velloziana","J. G. Jardim","3053","2000","07","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=603071' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642418","Magnoliophyta","Laurales","H. H. van der Werff","Bahia","Torre da Coelba. Entrada a ca 12 km da sede municipal na rod. para Itapetinga, ca 8 km da entrada SW","NY00642418_01","(Meisn.) Mez","Floresta Azul","-39.66","-14.86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2017-01-12 13:29:00-02","NY","NYBG","00918187","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velloziana","Ocotea velloziana","J. E. B. Warming","s.n.",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988858' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918187","Magnoliophyta","Laurales","J. G. Rohwer","Minas Gerais","Brasilia. Ad Lagoa Santa","NY00918187_01",NA,"Lagoa Santa","-43.8894","-19.6272",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00918182","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velloziana","Ocotea velloziana","Y. E. J. Mexia","5853","1931","05","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988849' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918182","Magnoliophyta","Laurales","P. C. Standley","Minas Gerais","Fondo do Matador.","NY00918182_01","(Meisn.) Mez","Diamantina","-43.6003","-18.2494","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2016-09-29 15:01:00-03","NY","NYBG","539617","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velloziana","Ocotea velloziana","E. Hassler","11248","1912",NA,NA,"South America","Paraguay","sheet",NA,"Lect. mens.: Jun[?] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=553066' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539617","Magnoliophyta","Laurales","J. G. Rohwer",NA,"Sierra de Amambay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","1551656","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velloziana","Ocotea velloziana","J. Ball","s.n.","1882",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1272238' target='other'> <mi>dwc_moreinfo</mi></a>","NY01551656","Magnoliophyta","Laurales","J. G. Rohwer","São Paulo","Ex apricis Brasiliae juxta São Paulo.","NY01551656_01","(Meisn.) Mez",NA,NA,NA,"2400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00918188","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velloziana","Ocotea velloziana","W. R. Anderson","8968","1973","04","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988862' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918188","Magnoliophyta","Laurales","J. G. Rohwer","Minas Gerais","Serra do Espinhaço, 10 km by road SW of Rio Jequití and Mendanha on road to Diamantina","NY00918188_01","(Meisn.) Mez",NA,"-43.56681","-18.16389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","538032","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velloziana","Ocotea velloziana","E. Pereira","5718","1961","06","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=553062' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538032","Magnoliophyta","Laurales",NA,"São Paulo","Villa Emma","NY00538032_01","(Meisn.) Mez","Sao Paulo","-46.63","-23.5403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","539596","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velloziana","Ocotea velloziana","A. Gehrt","s/n°","1936","04","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=553058' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539596","Magnoliophyta","Laurales","J. G. Rohwer","São Paulo","Capital, Pinheiros","NY00539596_01","(Meisn.) Mez","Sao Paulo","-46.63","-23.5403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00918180","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velloziana","Ocotea velloziana","S. A. Mori","16683","1984","07","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988844' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918180","Magnoliophyta","Laurales","J. G. Rohwer","Distrito Federal","On road to Gama, DF16, 3-7 km from junction with BR040","NY00918180_01","(Meisn.) Mez","Brasília","-48.03","-15.97","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","01198007","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velloziana","Ocotea velloziana","M. M. M. Lopes","954","2006","07","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1321014' target='other'> <mi>dwc_moreinfo</mi></a>","NY01198007","Magnoliophyta","Laurales","H. H. van der Werff","Minas Gerais","Serra da Canastra. São Domingos. Estrada de acesso ao topo da serra, ca. 1.5 km. de Botumirim.","NY01198007_01","(Meisn.) Mez","Botumirim","-43.03144","-16.85431","1170","1170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","02206151","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velloziana","Ocotea velloziana","A. M. Amorim","4233","2004","07","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1109640' target='other'> <mi>dwc_moreinfo</mi></a>","NY02206151","Magnoliophyta","Laurales","H. H. van der Werff","Bahia","Serra da Pedra Lascada. 13.7 km de Barro Preto, na estrada que passa pela Faz. São Miguel em direção à serra.","NY02206151_01","(Meisn.) Mez","Barro Preto","-39.2028","-14.7703","600","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","355794","PreservedSpecimen","Plantae","Lauraceae","Oreodaphne","velloziana","Oreodaphne velloziana","L. Riedel","1313","1833","06",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=210539' target='other'> <mi>dwc_moreinfo</mi></a>","NY00355794","Magnoliophyta","Laurales",NA,NA,"In arenosis circa Rio Janeiro.","NY00355794_01","Meisn.",NA,"-43.448386","-22.913514",NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-02-18 09:29:59-03","UNESP-IBB","BOTU","22304","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velloziana","Ocotea velloziana","Manara, A. P.","75","1998",NA,NA,NA,"Brasil",NA,NA,"árvore de 5m com flores","BOTU022304",NA,NA,NA,"São Paulo",NA,NA,"(Meisn.) Mez","Castilho",NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-02-18 09:29:59-03","UNESP-IBB","BOTU","1962","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velloziana","Ocotea velloziana","Campos, C.J.","11-25572","1972","05","25",NA,"Brasil",NA,NA,"Árvore 3m, flores com pétalas e estames brancos.","BOTU001962",NA,NA,NA,"São Paulo",NA,NA,"(Meisn.) Mez","Botucatu",NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
