"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","recordNumber","continentOcean","locality","preparationType","occurrenceRemarks","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber"
"21","2020-12-15 11:14:18-03","FUNED","FUNED-POL","2835","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","cristata","Celosia cristata",NA,NA,"Claudia Simeão","2004","11","09","Brasil","MG",NA,"-46.009444","-17.009722","46W 00' 34","17S 00' 35",NA,NA,"POL002835",NA,NA,NA,NA,NA,"Brasilandia de Minas - MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-10-18 16:23:28-02","UNEMAT","TANG","2136","S","Plantae","Amaranthaceae","Celosia","argentea","Celosia argentea","L.",NA,"Torres, HRA","2012","06","05","Brasil","Mato Grosso","Tangara da Serra","-57.486111","-14.665139","-57.486111","-14.665139","429","429","TANG000002136",NA,NA,NA,"1",NA,"Distrito de progresso.",NA,"Flor roxo, folhas com tons avermelhados.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-10-18 16:23:28-02","UNEMAT","TANG","1037","S","Plantae","Amaranthaceae","Celosia","argentea","Celosia argentea","L.",NA,"Ormond, LCS","2010","07","01","Brasil","Mato Grosso","Tangará da Serra","-57.4858016967773","-14.6194000244141",NA,NA,NA,NA,"TANG000001037",NA,NA,NA,"1",NA,"Sítio Lua Nova",NA,"folhas alternas, não coriáceas,",NA,NA,NA,NA,"175746","auto",NA,NA,NA,NA
"24","2016-10-18 16:23:28-02","UNEMAT","TANG","33","S","Plantae","Amaranthaceae","Celosia","argentea","Celosia argentea","L.",NA,"Santos, EC","2009","10","27","Brasil","Mato Grosso","Tangará da Serra","-57.4858016967773","-14.6194000244141",NA,NA,NA,NA,"TANG000000033",NA,NA,NA,"7",NA,"Vila Araputanga",NA,"rosas em espiga, medicinal, problemas de coração, herbáceo",NA,NA,NA,NA,"175746","auto",NA,NA,NA,NA
"25","2018-08-28 10:12:43-03","UNEMAT","TANG","1098","S","Plantae","Amaranthaceae","Celosia","cristata","Celosia cristata","L.",NA,"Soares, FN; Cocco, J","2011","05","10","Brasil","Mato Grosso","Tangará da Serra","-57.4858016967773","-14.6194000244141",NA,NA,NA,NA,"TANG000001098",NA,NA,NA,"s.n.",NA,"Progresso",NA,"folhas simples, alternasflores cor salmão, medicinal, arbustivo",NA,NA,NA,NA,"175746","auto",NA,NA,NA,NA
"26","2019-11-19 15:43:02-03","UNEB","HUNEB","5891","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","argentea","Celosia argentea","L.",NA,NA,"2001","01","03","Brasil","Bahia","Itabuna","-39.2803001403809","-14.7855997085571",NA,NA,NA,NA,"HUNEB0005891",NA,"Angiospermae","Florideophycidae",NA,NA,"Rodovia Ilheús/itabuna. Churrascaria Los Pampas, Próxima ao anel viário.",NA,NA,NA,NA,NA,NA,"30592","auto","Dicotyledoneae",NA,NA,NA
"27","2013-07-03 10:23:57-03","EBDA","BAH","249","S","Plantae","Amaranthaceae","Celosia","argentea","Celosia argentea","L.","Inácio de Menezes","Inácio de Menezes","1951","10",NA,"Brasil","Bahia","Santo Amaro","-38.7119","-12.5467",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1951","10",NA,"24929","auto",NA,NA,NA,NA
"28","2013-07-03 10:23:57-03","EBDA","BAH","10603","S","Plantae","Amaranthaceae","Celosia","argentea","Celosia argentea cristata","(L.) Schniz",NA,"Turma da sistematica de Fanerógramas","2000","02",NA,"Brasil","Bahia","Itabuna","-39.2803","-14.7856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rodovia de Ilheus, churrascaria Los Pampas proximo ao anel viario.",NA,"Arbusto ereto com aproximadamente 120m de altura. Folhas verdes, levemente descolores, com a face abaxial mais clara. Inflorescencia com braqueas rosas. Sementes preta. Planta ornamental","cristata","2001","01",NA,"30592","auto",NA,NA,NA,NA
"29","2013-07-03 10:23:57-03","EBDA","BAH","568","S","Plantae","Amaranthaceae","Celosia","cristata","Celosia cristata","L.","Clotildes Costa","Dnorá R. Espinosa","1953","09","02","Brasil","Bahia","Cachoeira","-38.9558","-12.6183",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26884","auto",NA,NA,NA,NA
"30","2013-07-03 10:23:57-03","EBDA","BAH","2295","S","Plantae","Amaranthaceae","Celosia","cristata","Celosia cristata","L.","Oliveira, E.L.P.G. de","Marta Neves F. de Almeida","1980","04",NA,"Brasil","Bahia","Itaberaba","-40.3069","-12.5275",NA,NA,NA,NA,NA,NA,NA,NA,"28",NA,"UEP - Paraguaçu.",NA,"IMPORT. PLANTA: Ornamental.",NA,"1980","05",NA,"39857","auto",NA,NA,NA,NA
"31","2013-07-03 10:23:57-03","EBDA","BAH","434","S","Plantae","Amaranthaceae","Celosia","cristata","Celosia cristata","L.","Inácio de Menezes","Inácio de Menezes","1951","01","01","Brasil","Bahia","Salvador","-38.5108","-12.9711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arbusto ornamental",NA,NA,NA,NA,"26018","auto",NA,NA,NA,NA
"32","2013-07-03 10:23:57-03","EBDA","BAH","9323","S","Plantae","Amaranthaceae","Celosia","cristata","Celosia cristata","L.","Marta Neves F. de Almeida","Marta Neves F. de Almeida","2000","05","05","Brasil","Bahia","Camaçari","-38.3242","-12.6975",NA,NA,NA,NA,NA,NA,NA,NA,"164",NA,NA,NA,NA,NA,"2000","05",NA,"37124","auto",NA,NA,NA,NA
"33","2020-02-27 21:09:29-03","PUCPR","HUCP","15621","S","Plantae","Amaranthaceae","Celosia","argentea","Celosia argentea","Bittencourt","Selusniaki, M","Selusniaki, M","2004","04","24","Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,"Monocotiledonea",NA,"027",NA,"Fazendinha",NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA
"34","2020-02-27 21:09:29-03","PUCPR","HUCP","4455","S","Plantae","Amaranthaceae","Celosia","argentea","Celosia argentea","Bittencourt","Jaszczerski, JC","Fuscher, ML",NA,NA,NA,"Brasil","Paraná","Ribeirão Claro","-49.7580986022949","-23.1942005157471",NA,NA,NA,NA,"HUCP00006010",NA,"Monocotiledonea",NA,"113",NA,NA,NA,NA,NA,"1992","04","18","28076","auto",NA,NA,NA,NA
"35","2020-02-27 21:09:29-03","PUCPR","HUCP","3917","S","Plantae","Amaranthaceae","Celosia","argentea","Celosia argentea","Bittencourt","Jaszczerski, JC","Fressato, MP",NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"HUCP00005979",NA,"Monocotiledonea",NA,"002",NA,"Serra do Mar",NA,NA,NA,"1986","10","18",NA,NA,NA,NA,NA,NA
"36","2020-02-27 21:09:29-03","PUCPR","HUCP","3915","S","Plantae","Amaranthaceae","Celosia","argentea","Celosia argentea","Bittencourt","Jaszczerski, JC","Taniliete, E",NA,NA,NA,"Brasil","Paraná","Antonina","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,NA,"Monocotiledonea",NA,"016",NA,NA,NA,NA,NA,"1985","06","12","38300","auto",NA,NA,NA,NA
"37","2020-02-27 21:09:29-03","PUCPR","HUCP","3916","S","Plantae","Amaranthaceae","Celosia","argentea","Celosia argentea","Bittencourt","Jaszczerski, JC","Weiss, LS",NA,NA,NA,"Brasil","Paraná","Antonina","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"HUCP00005973",NA,"Monocotiledonea",NA,"016",NA,NA,NA,NA,NA,"1985","06","12","38300","auto",NA,NA,NA,NA
"38","2020-02-27 21:09:29-03","PUCPR","HUCP","3914","S","Plantae","Amaranthaceae","Celosia","argentea","Celosia argentea","Bittencourt","Jaszczerski, JC","Jaszczerski, JC",NA,NA,NA,"Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00005803",NA,"Monocotiledonea",NA,"075",NA,"Campo Comprido",NA,NA,NA,"1986","04","21","25180","auto",NA,NA,NA,NA
"39","2020-02-27 21:09:29-03","PUCPR","HUCP","8765","S","Plantae","Amaranthaceae","Celosia","argentea","Celosia argentea","Bittencourt","Bohme, E","Hoffmann, V","1996","04","28","Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00005320","HUCP00005320","Monocotiledonea",NA,"013",NA,"Campus da PUC",NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA
"40","2020-02-27 21:09:29-03","PUCPR","HUCP","8888","S","Plantae","Amaranthaceae","Celosia","argentea","Celosia argentea","Bittencourt","Jaszczerski, JC","Landgraf, A","1996","06","11","Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,"Monocotiledonea",NA,"016",NA,"Prado Velho",NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA
"41","2020-02-27 21:09:29-03","PUCPR","HUCP","3337","S","Plantae","Amaranthaceae","Celosia","argentea","Celosia argentea","Bittencourt","Jaszczerski, JC","Borguetti, IA",NA,NA,NA,"Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00006062",NA,"Monocotiledonea",NA,"002",NA,"Santa Felicidade",NA,NA,NA,"1990","05","21","25180","auto",NA,NA,NA,NA
"42","2020-02-27 21:09:29-03","PUCPR","HUCP","15142","S","Plantae","Amaranthaceae","Celosia","argentea","Celosia argentea","Bittencourt","Kaminski, N","Carneiro, KC","2000","04","27","Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00006014",NA,"Monocotiledonea",NA,"s.n.",NA,"São Lourenço",NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA
"43","2020-02-27 21:09:29-03","PUCPR","HUCP","7756","S","Plantae","Amaranthaceae","Celosia","argentea","Celosia argentea","Bittencourt","Melo, P","Melo, P","1995","04","02","Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00006119",NA,"Monocotiledonea",NA,"003",NA,"Seminário, Jardim Esplanada.",NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA
"44","2020-02-27 21:09:29-03","PUCPR","HUCP","3338","S","Plantae","Amaranthaceae","Celosia","argentea","Celosia argentea","Bittencourt",NA,"Laibida, ML",NA,NA,NA,"Brasil","Paraná","Lapa","-49.7158012390137","-25.7696990966797",NA,NA,NA,NA,"HUCP00006170",NA,"Monocotiledonea",NA,"003",NA,"Range",NA,NA,NA,"1990","05","13","49965","auto",NA,NA,NA,NA
"45","2020-02-27 21:09:29-03","PUCPR","HUCP","6038","S","Plantae","Amaranthaceae","Celosia","argentea","Celosia argentea","Bittencourt","Jaszczerski, JC; Acra, LA","Bazaluk, P","1993","10","30","Brasil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"HUCP00006116",NA,"Monocotiledonea",NA,"016",NA,NA,NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA
"46","2020-02-27 21:09:29-03","PUCPR","HUCP","8578","S","Plantae","Amaranthaceae","Celosia","argentea","Celosia argentea","Bittencourt","Jaszczerski, JC","Bohme, E","1996","03","23","Brasil","Santa Catarina","Rio do Sul","-49.6431007385254","-27.2141990661621",NA,NA,NA,NA,NA,NA,"Monocotiledonea",NA,"002",NA,"Bairro Canoas",NA,NA,NA,NA,NA,NA,"15163","auto",NA,NA,NA,NA
"47","2020-02-27 21:09:29-03","PUCPR","HUCP","15323","S","Plantae","Amaranthaceae","Celosia","cristata","Celosia cristata","Bittencourt","Nogaroli, RL","Nogaroli, RL","2003","06","20","Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,"Monocotiledonea",NA,"027",NA,"Bom retiro",NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA
"48","2020-02-27 21:09:29-03","PUCPR","HUCP","22572","S","Plantae","Amaranthaceae","Celosia","cristata","Celosia cristata","Bittencourt","Dayana, C","Dayana, C","2011","02","12","Brasil","Santa Catarina","Itapoá","-48.6161003112793","-26.1168994903564",NA,NA,NA,NA,NA,NA,"Monocotiledonea",NA,"042",NA,NA,NA,NA,NA,NA,NA,NA,"18121","auto",NA,NA,NA,NA
"49","2020-02-27 21:09:29-03","PUCPR","HUCP","16738","S","Plantae","Amaranthaceae","Celosia","cristata","Celosia cristata","Bittencourt","Jaszczerski, JC","Mocelin, AM","2005","05","26","Brasil","Paraná","Bocaiúva do Sul","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,"HUCP00005286","HUCP00005286","Monocotiledonea",NA,"002",NA,"Estiva",NA,NA,NA,NA,NA,NA,"61623","auto",NA,NA,NA,NA
"50","2020-02-27 21:09:29-03","PUCPR","HUCP","12807","S","Plantae","Amaranthaceae","Celosia","cristata","Celosia cristata","Bittencourt","Jaszczerski, JC","Santos, AL","1999","06","12","Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00005256","HUCP00005256","Monocotiledonea",NA,"021",NA,"Portão",NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA
"51","2020-02-27 21:09:29-03","PUCPR","HUCP","11377","S","Plantae","Amaranthaceae","Celosia","cristata","Celosia cristata","Bittencourt","Baratieri, AC","Baratieri, AC","1998","04","12","Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00005204","HUCP00005204","Monocotiledonea",NA,"007",NA,"Rebouças",NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA
"52","2020-02-27 21:09:29-03","PUCPR","HUCP","15457","S","Plantae","Amaranthaceae","Celosia","cristata","Celosia cristata","Bittencourt","Nogaroli, RL","Ramos, G","2000","06","28","Brasil","Paraná","Lapa","-49.7158012390137","-25.7696990966797",NA,NA,NA,NA,NA,NA,"Monocotiledonea",NA,"028",NA,NA,NA,NA,NA,NA,NA,NA,"49965","auto",NA,NA,NA,NA
"53","2020-02-27 21:09:29-03","PUCPR","HUCP","15251","S","Plantae","Amaranthaceae","Celosia","cristata","Celosia cristata","Bittencourt","Jaszczerski, JC","Kasczeszen, T","2000","05","07","Brasil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,NA,"Monocotiledonea",NA,"015",NA,NA,NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA
"54","2020-02-27 21:09:29-03","PUCPR","HUCP","16698","S","Plantae","Amaranthaceae","Celosia","cristata","Celosia cristata","Bittencourt","Beltrami, L","Bonaldi, R","2005","06","26","Brasil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,NA,"Monocotiledonea",NA,"001",NA,"Colônia Quintilha",NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA
"55","2020-11-26 18:06:51-03","CPAN-UFMS","COR","7097","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","argentea","Celosia argentea","L.","Bortolotto, I. M.","Bortolotto, I. M. et al.","1998","04","15","Brasil","Mato Grosso do Sul","Corumbá","-57.389722","-19.395278","57º23'23''W","19º23'43''S","107","107",NA,NA,NA,NA,NA,NA,"Distrito de Albuquerque",NA,"Subarbusto, flor com brácteas púrpuras Habito: Subarbusto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-11-26 18:06:51-03","CPAN-UFMS","COR","7143","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","argentea","Celosia argentea","L.","Bortolotto, I. M.","Bortolotto, I. M. et al.","1998","06","26","Brasil","Mato Grosso do Sul","Corumbá","-57.389722","-19.395278","57º23'23''W","19º23'43''S","107","107",NA,NA,NA,NA,NA,NA,"Distrito de Albuquerque",NA,"Erva Habito: Erva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-10-09 11:08:14-03","UFBA","ALCB","07263","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","argentea","Celosia argentea","L.",NA,"Queiroz, LP de",NA,NA,NA,"s/localidade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
