"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","class","fieldNumber","typeStatus","individualCount","relatedCatalogItem","infraspecificEpithet"
"11","2021-03-15 16:37:00-03","NY","NYBG","02282417","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","crassa","Byrsonima crassa","H. S. Irwin","1972","01","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2244327' target='other'> <mi>dwc_moreinfo</mi></a>","NY02282417","34624","Magnoliophyta","Malpighiales","Nied.","E. P. Queiroz","Goiás","Niquelândia","ca. 15 km S. of Niquelândia","-48.45","-14.58557","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","02282409","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","crassa","Byrsonima crassa","W. R. Anderson","1973","04","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2264711' target='other'> <mi>dwc_moreinfo</mi></a>","NY02282409","7985","Magnoliophyta","Malpighiales","Nied.","E. P. Queiroz","Goiás","Cristalina","12 km by road N of Cristalina. Serra dos Cristais.","-47.68","-16.7","1060","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","02282433","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","crassa","Byrsonima crassa","W. R. Anderson","1973","05","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2263949' target='other'> <mi>dwc_moreinfo</mi></a>","NY02282433","10110","Magnoliophyta","Malpighiales","Nied.","E. P. Queiroz","Goiás","Goiás","Serra Dourada, ca. 16 km (straight line) S of Goiás Velho; cerrado on SE slopes","-50.1333","-16.06885","950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","02282416","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","crassa","Byrsonima crassa","W. R. Anderson","1973","03","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2264709' target='other'> <mi>dwc_moreinfo</mi></a>","NY02282416","7876","Magnoliophyta","Malpighiales","Nied.","E. P. Queiroz","Goiás","São João d'Aliança","4 km by road E of São João da Aliança. Serra Geral do Paraná.","-47.4973","-14.7","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1145831","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","crassa","Byrsonima crassa","P. G. Delprete","2005","11","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1322228' target='other'> <mi>dwc_moreinfo</mi></a>","NY01145831","9297","Magnoliophyta","Malpighiales","Nied.","A. Francener","Goiás","Pirenópolis","Parque Estadual da Serra dos Pireneus. Estrada da Seda da Agência Ambiental para o Morro do Cabeludo.","-48.8217","-15.8044","1280","1280","NY01145831_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","02282422","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","crassa","Byrsonima crassa","W. R. Anderson","1973","03","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2264120' target='other'> <mi>dwc_moreinfo</mi></a>","NY02282422","6205","Magnoliophyta","Malpighiales","Nied.","E. P. Queiroz","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 20 km by road N of Alto Paraíso","-47.5167","-13.9376","1600","1600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-09-29 21:33:00-03","NY","NYBG","00909401","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","pachyphylla","Byrsonima pachyphylla","J. A. Ratter","1968","06","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=980501' target='other'> <mi>dwc_moreinfo</mi></a>","NY00909401","R.1721","Magnoliophyta","Malpighiales",NA,"M. C. H. Mamede","Mato Grosso",NA,"4 km E of Base Camp of the Expedition. (Base Camp c. 270 km N. of Xavantina, close to the Xavantina - São Felix road).","-51.87","-12.9",NA,NA,"NY00909401_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00893366","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","pachyphylla","Byrsonima pachyphylla","H. S. Irwin","1965","11","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968772' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893366","10351","Magnoliophyta","Malpighiales","A.Juss.",NA,"Goiás","Cabeceiras","Serra do Rio Preto, ca. 14 km E. of Cabeceiras","-46.85263","-15.8","1000","1000","NY00893366_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00893763","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","pachyphylla","Byrsonima pachyphylla","J. A. Ratter","1972","08","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977251' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893763","R.2270","Magnoliophyta","Malpighiales","A.Juss.",NA,"Mato Grosso",NA,"Vale de Sonhos, (80 km N of Barra do Garças on the road to Xavantina).","-52.33","-15.67",NA,NA,"NY00893763_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00893365","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","pachyphylla","Byrsonima pachyphylla","H. S. Irwin","1965","11","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968768' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893365","9725","Magnoliophyta","Malpighiales","A.Juss.",NA,"Goiás","Cristalina","Serra dos Cristais. 5 km W. of Cristalina","-47.6","-16.79518","1175","1175","NY00893365_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00893747","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","pachyphylla","Byrsonima pachyphylla","H. S. Irwin","1966","05","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977147' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893747","16234a","Magnoliophyta","Malpighiales","A.Juss.","W. R. Anderson","Mato Grosso",NA,"Rio Turvo, ca. 210 km. N. of Xavantina. Serra do Roncador.","-51.83","-12.82","500","500","NY00893747_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00893385","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","pachyphylla","Byrsonima pachyphylla","B. D. Sucre","1965","06","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=969074' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893385","540","Magnoliophyta","Malpighiales","A.Juss.",NA,"Distrito Federal","Brasília","Perto da Ponte de São Bartolomeu.","-47.9294","-15.7797",NA,NA,"NY00893385_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00893367","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","pachyphylla","Byrsonima pachyphylla","H. S. Irwin","1966","03","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968776' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893367","13482","Magnoliophyta","Malpighiales","A.Juss.",NA,"Goiás","Cristalina","Serra dos Cristais, ca. 3 km E. of Cristalina","-47.57186","-16.75","1250","1250","NY00893367_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","02361171","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","pachyphylla","Byrsonima pachyphylla","Martii Herbar. Florae Brasil.","1841",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2544758' target='other'> <mi>dwc_moreinfo</mi></a>","NY02361171","1175","Magnoliophyta","Malpighiales","A.Juss.",NA,NA,NA,NA,NA,NA,NA,NA,"NY02361171_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00893381","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","pachyphylla","Byrsonima pachyphylla","I. Schiavini","1986","05","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968902' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893381","23","Magnoliophyta","Malpighiales","A.Juss.",NA,"Minas Gerais","Uberlândia","Reserva Ecológica do Panga, Uberlándia.","-48.2769","-18.9186",NA,NA,"NY00893381_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00893364","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","pachyphylla","Byrsonima pachyphylla","H. S. Irwin","1965","11","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968766' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893364","9722","Magnoliophyta","Malpighiales","A.Juss.",NA,"Goiás","Cristalina","Serra dos Cristais. 5 km W. of Cristalina","-47.6","-16.79518","1175","1175","NY00893364_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00893370","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","pachyphylla","Byrsonima pachyphylla","H. S. Irwin","1966","03","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968829' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893370","13742","Magnoliophyta","Malpighiales","A.Juss.",NA,"Goiás","Cristalina","Serra dos Cristais, ca. 10 km S. of Cristalina","-47.6","-16.84036","1200","1200","NY00893370_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00893750","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","pachyphylla","Byrsonima pachyphylla","H. S. Irwin","1966","06","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977152' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893750","16618","Magnoliophyta","Malpighiales","A.Juss.","W. R. Anderson","Mato Grosso",NA,"Ca. 86 km. N. of Xavantina. Serra do Roncador.","-52.08","-13.92","550","550","NY00893750_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00893769","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","pachyphylla","Byrsonima pachyphylla","M. G. da Silva","1979","06","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977285' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893769","4995","Magnoliophyta","Malpighiales","A.Juss.","M. G. da Silva","Mato Grosso","Aripuanã","Aripuanã, arredores do campo de aviação.","-59.44931","-10.174831",NA,NA,"NY00893769_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00893761","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","pachyphylla","Byrsonima pachyphylla","J. A. Ratter","1967","09","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977238' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893761","R.575","Magnoliophyta","Malpighiales","A.Juss.",NA,"Mato Grosso",NA,"7 km SW of Xavantina.","-52.33","-14.73","500","500","NY00893761_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00893388","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","pachyphylla","Byrsonima pachyphylla","J. A. Ratter","1968","07","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=969091' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893388","R.2131","Magnoliophyta","Malpighiales","A.Juss.",NA,"Mato Grosso",NA,"8 km S. of the Base Camp of the Expedition. (Base Camp c. 270 km N. of Xavantina).","-51.87","-12.9",NA,NA,"NY00893388_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00893379","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","pachyphylla","Byrsonima pachyphylla","D. R. Hunt","1966","06","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968889' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893379","5940","Magnoliophyta","Malpighiales","A.Juss.",NA,"Mato Grosso","Barra do Garças","Barra do Garças - Xavantina road, 25 km from Xavantina.","-52.29","-14.86539",NA,NA,"NY00893379_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","02361173","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","pachyphylla","Byrsonima pachyphylla","F. Sellow",NA,NA,NA,"South America","Brazil","sheet",NA,"Ex Herb. Berol. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2544956' target='other'> <mi>dwc_moreinfo</mi></a>","NY02361173","s.n.","Magnoliophyta","Malpighiales","A.Juss.",NA,NA,NA,NA,NA,NA,NA,NA,"NY02361173_01 NY02361173_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00893772","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","pachyphylla","Byrsonima pachyphylla","G. Eiten","1969","11","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977294' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893772","9520","Magnoliophyta","Malpighiales","A.Juss.","W. R. Anderson","Mato Grosso","Barra do Garças","Crest of Serra do Roncador, along new road, 206 km NNE of village of Xavantina. 2.4 km S of Landico's restaurant.","-52.2567","-15.8903",NA,NA,"NY00893772_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00909400","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","pachyphylla","Byrsonima pachyphylla","J. A. Ratter","1968","05","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=980499' target='other'> <mi>dwc_moreinfo</mi></a>","NY00909400","R.1351","Magnoliophyta","Malpighiales","A.Juss.","M. C. H. Mamede","Mato Grosso",NA,"Lagoa de Leo, 8 km SW of the Base Camp of the Expedition (Base Camp c. 270 km N. of Xavantina.)","-51.87","-12.9",NA,NA,"NY00909400_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00893758","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","pachyphylla","Byrsonima pachyphylla","J. A. Ratter","1967","07","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977227' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893758","R.30","Magnoliophyta","Malpighiales","A.Juss.",NA,"Mato Grosso","Nova Xavantina","1 km south of Xavantina.","-52.33","-14.73",NA,NA,"NY00893758_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00893757","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","pachyphylla","Byrsonima pachyphylla","W. R. Anderson","1975","02","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977163' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893757","11397","Magnoliophyta","Malpighiales","A.Juss.","W. R. Anderson","Mato Grosso","Alto Garças","Vicinity of Riberão Claro, NW of Alto Araguaia","-53.3167","-17.1833","800","800","NY00893757_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00893770","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","pachyphylla","Byrsonima pachyphylla","G. Eiten","1968","08","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977288' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893770","8337","Magnoliophyta","Malpighiales","A.Juss.","W. R. Anderson","Mato Grosso","Barra do Garças","On the Rio das Mortes. About 2 km SSW of city along road to airport.","-52.35","-14.7","450","450","NY00893770_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00893773","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","pachyphylla","Byrsonima pachyphylla","G. Eiten","1969","12","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977297' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893773","9760","Magnoliophyta","Malpighiales","A.Juss.","W. R. Anderson","Mato Grosso","Barra do Garças","255 km along new road NNE of village of Xavanitina. (7.2 km due SW of Royal Society- Royal Geographic Society Base Camp.)","-51.75","-12.85","450","450","NY00893773_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","818168","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","pachyphylla","Byrsonima pachyphylla","H. S. Irwin","1966","03","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=858205' target='other'> <mi>dwc_moreinfo</mi></a>","NY00818168","13515","Magnoliophyta","Malpighiales","A.Juss.",NA,"Goiás","Cristalina","Serra dos Cristais, ca. 3 km E. of Cristalina.","-48","-17","1200","1200","NY00818168_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00909300","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","pachyphylla","Byrsonima pachyphylla","L. Emygdio de Mello Filho","1972","07","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=980063' target='other'> <mi>dwc_moreinfo</mi></a>","NY00909300","3372","Magnoliophyta","Malpighiales","A.Juss.","M. C. H. Mamede","Minas Gerais",NA,"Gandarela.",NA,NA,"1250","1250","NY00909300_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00893766","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","pachyphylla","Byrsonima pachyphylla","G. C. G. Argent","1967","10","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977258' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893766","6706","Magnoliophyta","Malpighiales","A.Juss.","W. R. Anderson","Mato Grosso",NA,"c. 6 km S. of Xavantina (R & A transect).","-52.23","-14.63",NA,NA,"NY00893766_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
