"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount"
"124","2020-11-04 11:11:51-03","ESALQ","ESA","71505","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meissner","Moraes, P.L.R.","Moraes, P.L.R.","2442.0","2001","05","30",NA,"Brasil","São Paulo","Peruíbe",NA,"-46.9900016784668","-24.3199996948242",NA,NA,"ESA071505","ESA071505",NA,NA,"21922","auto",NA,NA,NA,"2004","01","09",NA,NA,NA,NA,NA
"125","2020-11-04 11:11:51-03","ESALQ","ESA","17553","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meissner","Moraes, P.L.R.","Moraes, P.L.R.",NA,"1994","06","29",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA017553",NA,NA,NA,"27904","auto",NA,NA,NA,"2004","01","15",NA,NA,NA,NA,NA
"126","2020-11-04 11:11:51-03","ESALQ","ESA","17556","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meissner","Moraes, P.L.R.","Moraes, P.L.R.",NA,"1994","06","29",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA017556",NA,NA,NA,"27904","auto",NA,NA,NA,"2004","01","15",NA,NA,NA,NA,NA
"127","2020-11-04 11:11:51-03","ESALQ","ESA","7139","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meissner","Moraes, P.L.R.","Moraes, P.L.R.","629.0","1992","01","17",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA007139",NA,NA,NA,"27904","auto",NA,NA,NA,"2004","01","15",NA,NA,NA,NA,NA
"128","2020-11-04 11:11:51-03","ESALQ","ESA","15974","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meissner","Moraes, P.L.R.","Moraes, P.L.R.","1012.0","1994","06","29",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA015974",NA,NA,NA,"27904","auto",NA,NA,NA,"2004","01","15",NA,NA,NA,NA,NA
"129","2020-11-04 11:11:51-03","ESALQ","ESA","14764","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meissner","Moraes, P.L.R.","Moraes, P.L.R.","982.0","2000","10","02",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA014764",NA,NA,NA,"27904","auto",NA,NA,NA,"2004","01","15",NA,NA,NA,NA,NA
"130","2020-11-04 11:11:51-03","ESALQ","ESA","5736","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meissner","Moraes, P.L.R.","Moraes, P.L.R.","198.0","1990","06","28",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA005736",NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-11-04 11:11:51-03","ESALQ","ESA","17548","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meissner","Moraes, P.L.R.","Moraes, P.L.R.",NA,"1994","06","29",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA017548",NA,NA,NA,"27904","auto",NA,NA,NA,"2004","01","15",NA,NA,NA,NA,NA
"132","2020-11-04 11:11:51-03","ESALQ","ESA","67407","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana",NA,NA,"Moraes, P.L.R.","1248.0","1996","01","13",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA067407",NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2020-11-04 11:11:51-03","ESALQ","ESA","27982","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meissner","Moraes, P.L.R.","Dias, A.C.",NA,"1993","07","10",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA027982",NA,NA,NA,"27904","auto",NA,NA,NA,"2004","01","09",NA,NA,NA,NA,NA
"134","2020-11-04 11:11:51-03","ESALQ","ESA","6942","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meissner","Moraes, P.L.R.","Moraes, P.L.R.","62.0","1990","05","18",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA006942",NA,NA,NA,"27904","auto",NA,NA,NA,"2004","01","15",NA,NA,NA,NA,NA
"135","2020-11-04 11:11:51-03","ESALQ","ESA","15976","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meissner","Moraes, P.L.R.","Moraes, P.L.R.","1011.0","1994","06","29",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA015976",NA,NA,NA,"27904","auto",NA,NA,NA,"2004","01","15",NA,NA,NA,NA,NA
"136","2020-11-04 11:11:51-03","ESALQ","ESA","17550","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meissner","Moraes, P.L.R.","Moraes, P.L.R.",NA,"1994","06","19",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA017550",NA,NA,NA,"27904","auto",NA,NA,NA,"2004","01","15",NA,NA,NA,NA,NA
"137","2020-11-04 11:11:51-03","ESALQ","ESA","7508","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meissner","Moraes, P.L.R.","Moraes, P.L.R.",NA,"1992","05","17",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA007508",NA,NA,NA,"27904","auto",NA,NA,NA,"2004","01","15",NA,NA,NA,NA,NA
"138","2020-11-04 11:11:51-03","ESALQ","ESA","17554","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meissner","Moraes, P.L.R.","Moraes, P.L.R.",NA,"1994","06","29",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA017554",NA,NA,NA,"27904","auto",NA,NA,NA,"2004","01","15",NA,NA,NA,NA,NA
"139","2020-11-04 11:11:51-03","ESALQ","ESA","25900","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meissner","Moraes, P.L.R.","Moraes, P.L.R.","1214.0","1995","07","07",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA025900",NA,NA,NA,"27904","auto",NA,NA,NA,"2004","01","15",NA,NA,NA,NA,NA
"140","2020-11-04 11:11:51-03","ESALQ","ESA","57715","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meissner","Moraes, P.L.R.","Moraes, P.L.R.","1013.0","1994","06","29",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,"número ESA antigo (duplicado) 67715","ESA057715",NA,NA,NA,"27904","auto",NA,NA,NA,"2004","01","15",NA,NA,NA,NA,NA
"141","2020-11-04 11:11:51-03","ESALQ","ESA","7118","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meissner","Moraes, P.L.R.","Moraes, P.L.R.",NA,"1992","01","20",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA007118",NA,NA,NA,"27904","auto",NA,NA,NA,"2004","01","15",NA,NA,NA,NA,NA
"142","2020-11-04 11:11:51-03","ESALQ","ESA","57709","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meissner","Moraes, P.L.R.","Moraes, P.L.R.","1016.0",NA,NA,NA,NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,"número ESA antigo (duplicado) 67709","ESA057709",NA,NA,NA,"27904","auto",NA,NA,NA,"2004","01","15",NA,NA,NA,NA,NA
"143","2020-11-04 11:11:51-03","ESALQ","ESA","57706","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meissner","Moraes, P.L.R.","Moraes, P.L.R.","1012.0","1994","06","29",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,"número ESA antigo (duplicado) 67706","ESA057706",NA,NA,NA,"27904","auto",NA,NA,NA,"2004","01","15",NA,NA,NA,NA,NA
"144","2020-11-04 11:11:51-03","ESALQ","ESA","15970","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meissner","Moraes, P.L.R.","Moraes, P.L.R.","1018.0","1994","06","30",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA015970",NA,NA,NA,"27904","auto",NA,NA,NA,"2004","01","15",NA,NA,NA,NA,NA
"145","2020-11-04 11:11:51-03","ESALQ","ESA","17555","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meissner","Moraes, P.L.R.","Moraes, P.L.R.",NA,"1994","06","29",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA017555",NA,NA,NA,"27904","auto",NA,NA,NA,"2004","01","15",NA,NA,NA,NA,NA
"146","2020-11-04 11:11:51-03","ESALQ","ESA","15975","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meissner","Moraes, P.L.R.","Moraes, P.L.R.","1016.0","1994","06","30",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA015975",NA,NA,NA,"27904","auto",NA,NA,NA,"2004","01","15",NA,NA,NA,NA,NA
"147","2020-11-04 11:11:51-03","ESALQ","ESA","57716","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meissner","Moraes, P.L.R.","Moraes, P.L.R.","1017.0","1994","06","30",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,"número ESA antigo (duplicado) 67716","ESA057716",NA,NA,NA,"27904","auto",NA,NA,NA,"2004","01","15",NA,NA,NA,NA,NA
"148","2020-11-04 11:11:51-03","ESALQ","ESA","17549","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meissner","Moraes, P.L.R.","Moraes, P.L.R.",NA,"1994","06","29",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA017549",NA,NA,NA,"27904","auto",NA,NA,NA,"2004","01","15",NA,NA,NA,NA,NA
"149","2020-11-04 11:11:51-03","ESALQ","ESA","73103","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meissner","Moraes, P.L.R.","Moraes, P.L.R.",NA,"1993","01","01",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA073103","ESA073103",NA,NA,"27904","auto",NA,NA,NA,"2004","01","07",NA,NA,NA,NA,NA
"150","2020-11-04 11:11:51-03","ESALQ","ESA","57708","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meissner","Moraes, P.L.R.","Moraes, P.L.R.",NA,"1994","06","29",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,"número ESA antigo (duplicado) 67708","ESA057708",NA,NA,NA,"27904","auto",NA,NA,NA,"2004","01","15",NA,NA,NA,NA,NA
"151","2020-11-04 11:11:51-03","ESALQ","ESA","7510","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meissner","Moraes, P.L.R.","Moraes, P.L.R.",NA,"1992","05","19",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA007510",NA,NA,NA,"27904","auto",NA,NA,NA,"2004","01","15",NA,NA,NA,NA,NA
"152","2020-11-04 11:11:51-03","ESALQ","ESA","67409","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meissner","Moraes, P.L.R.","Moraes, P.L.R.","1253.0","1996","01","13",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA067409",NA,NA,NA,"27904","auto",NA,NA,NA,"2004","01","15",NA,NA,NA,NA,NA
"153","2020-11-04 11:11:51-03","ESALQ","ESA","17552","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meissner","Moraes, P.L.R.","Moraes, P.L.R.",NA,"1994","06","29",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA017552",NA,NA,NA,"27904","auto",NA,NA,NA,"2004","01","15",NA,NA,NA,NA,NA
"154","2020-11-04 11:11:51-03","ESALQ","ESA","5722","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meissner","Moraes, P.L.R.","Moraes, P.L.R.","31.0","1990","03","23",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA005722",NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2020-11-04 11:11:51-03","ESALQ","ESA","15979","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meissner","Moraes, P.L.R.","Moraes, P.L.R.","1013.0","1994","06","29",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA015979",NA,NA,NA,"27904","auto",NA,NA,NA,"2004","01","15",NA,NA,NA,NA,NA
"156","2020-11-04 11:11:51-03","ESALQ","ESA","71656","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meissner","Moraes, P.L.R.","Hoehne, F.C.",NA,"1931","12","20",NA,"Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,"ESA071656","ESA071656",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2020-11-04 11:11:51-03","ESALQ","ESA","26902","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meissner","Moraes, P.L.R.","Cardoso-Leite, E. ; Oliveira, A.","257.0","1993","10","27",NA,"Brasil","São Paulo","São Roque",NA,"-47.1300010681152","-23.5200004577637",NA,NA,"ESA026902",NA,NA,NA,"15567","auto",NA,NA,NA,"2004","01","09",NA,NA,NA,NA,NA
"158","2020-11-04 11:11:51-03","ESALQ","ESA","69844","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meissner","Moraes, P.L.R.","Moraes, P.L.R.","2410.0","2001","04","01",NA,"Brasil","São Paulo","Sete Barras",NA,"-47.9199981689453","-24.3799991607666",NA,NA,"ESA069844","ESA069844",NA,NA,"34059","auto",NA,NA,NA,"2004","04","01",NA,NA,NA,NA,NA
"159","2020-11-04 11:11:51-03","ESALQ","ESA","71644","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meissner","Moraes, P.L.R.","Moraes, P.L.R.","2435.0","2001","05","21",NA,"Brasil","São Paulo","Sete Barras",NA,"-47.9199981689453","-24.3799991607666",NA,NA,"ESA071644","ESA071644",NA,NA,"34059","auto",NA,NA,NA,"2004","01","16",NA,NA,NA,NA,NA
"160","2020-11-04 11:11:51-03","ESALQ","ESA","69843","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meissner","Moraes, P.L.R.","Moraes, P.L.R.","2409.0","2001","04","01",NA,"Brasil","São Paulo","Sete Barras",NA,"-47.9199981689453","-24.3799991607666",NA,NA,"ESA069843","ESA069843",NA,NA,"34059","auto",NA,NA,NA,"2004","01","16",NA,NA,NA,NA,NA
"161","2020-11-04 11:11:51-03","ESALQ","ESA","69846","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meissner","Moraes, P.L.R.","Moraes, P.L.R.","2412.0","2001","04","01",NA,"Brasil","São Paulo","Sete Barras",NA,"-47.9199981689453","-24.3799991607666",NA,NA,"ESA069846","ESA069846",NA,NA,"34059","auto",NA,NA,NA,"2004","01","16",NA,NA,NA,NA,NA
"162","2020-11-04 11:11:51-03","ESALQ","ESA","69845","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meissner","Moraes, P.L.R.","Moraes, P.L.R.","2411.0","2001","04","01",NA,"Brasil","São Paulo","Sete Barras",NA,"-47.9199981689453","-24.3799991607666",NA,NA,"ESA069845","ESA069845",NA,NA,"34059","auto",NA,NA,NA,"2004","01","16",NA,NA,NA,NA,NA
"163","2020-11-04 11:11:51-03","ESALQ","ESA","69847","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meissner","Moraes, P.L.R.","Moraes, P.L.R.","2414.0","2001","04","01",NA,"Brasil","São Paulo","Sete Barras",NA,"-47.9199981689453","-24.3799991607666",NA,NA,"ESA069847","ESA069847",NA,NA,"34059","auto",NA,NA,NA,"2004","01","16",NA,NA,NA,NA,NA
"164","2020-11-04 11:11:51-03","ESALQ","ESA","72459","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meissner","Moraes, P.L.R.","Moraes, P.L.R.","2475.0","2001","08","07",NA,"Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,"ESA072459","ESA072459",NA,NA,"34265","auto",NA,NA,NA,"2004","01","15",NA,NA,NA,NA,NA
"165","2020-11-04 11:11:51-03","ESALQ","ESA","72463","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meissner","Moraes, P.L.R.","Moraes, P.L.R.","2471.0","2001","08","06",NA,"Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,"ESA072463","ESA072463",NA,NA,"34265","auto",NA,NA,NA,"2004","01","15",NA,NA,NA,NA,NA
"166","2020-11-04 11:11:51-03","ESALQ","ESA","109884","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana",NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30075.0",NA,NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,"ESA109884",NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2020-11-04 11:11:51-03","ESALQ","ESA","109697","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana",NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29289.0",NA,NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,"ESA109697","ESA109697",NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2020-11-04 11:11:51-03","ESALQ","ESA","68342","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meissner","Moraes, P.L.R.","Oliveira, A.A.; Gandolfi, S.; Mazine, F.F.; Moura, C.; Oliveira, R.C.; Paranaguá, P.A.; Silveira, E.R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.","3649.0","2000","04","22",NA,"Brasil","São Paulo","São Sebastião","Praia Barra do Una/Boracéia, estrada de acesso da Fazenda Águas do Bento. 30 m.s.m. Interior de Floresta de Restinga","-45.4099998474121","-23.7600002288818",NA,"Árvore com 7 m, frutos imaturos verdes, beira de rio.","ESA068342","ESA068342",NA,NA,"41977","auto",NA,"-45,766,944","-23,731,667","2004","01","09",NA,NA,NA,NA,NA
"169","2016-02-02 14:38:20-02","BGBM","B","B 10 0002531","S","Plantae",NA,NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana",NA,NA,"Sehnem","4150","1949","12","28","Middle and South America","Brazil",NA,NA,"Gramado.",NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100002531 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100002531","B100002531","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2019-12-19 08:15:20-03","FPS","FPS","2767","MachineObservation","Plantae",NA,NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","Schwirkowski, P.","Schwirkowski, P.","2195","2017","01","21",NA,"Brasil","Santa Catarina","São Bento do Sul","Serra Alta, atrás da Implantec","-49.389684","-26.2962",NA,"<ll>dwc_commonname:</ll> Canela-batalha","FPS02767,MBM423578,FURB55848","FPS02767_v01 FPS02767_v02 FPS02767_v03 FPS02767_v04 FPS02767_v05 FPS02767_v06 FPS02767_v07 FPS02767_v08 FPS02767_v09 FURB55848",NA,NA,NA,NA,NA,"-49.389684","-26.2962","2017","01","21",NA,"FURB 55848, MBM 423578","voucher",NA,NA
"171","2019-08-27 13:30:36-03","IAP","PACA-AGP","98432","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","B. Rambo","Sehnem, A.","4150","1949","11","28",NA,"Brasil","RS","Gramado",NA,"-50.8739013671875","-29.3785991668701",NA,"Está na coleção HASU.","PACA098432",NA,NA,NA,"13851","auto",NA,NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"172","2019-08-27 13:30:36-03","IAP","PACA-AGP","65497","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","P.L.R.Moraes","Reitz & Klein","2239","1954","11","04",NA,"Brasil","SC","Itajaí","Braço Joaquim, Luis Alves","-48.6618995666504","-26.9078006744385",NA,"HBR 9991 Habitat: mata Fenofase: flor Hábito: árvore","PACA065497",NA,NA,NA,"27253","auto",NA,NA,NA,"2004","01","15","Magnoliatae",NA,NA,NA,NA
"173","2019-08-27 13:30:36-03","IAP","PACA-AGP","69711","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","P.L.R.Moraes","Hatschbach, G.","5175","1958","10","22",NA,"Brasil","PR","Guaratuba","Garuva","-48.5746994018555","-25.8827991485596",NA,"8m de altura Habitat: mata justa-fluvial Fenofase: flor Hábito: árvore","PACA069711",NA,NA,NA,"41937","auto",NA,NA,NA,"2004","01","15","Magnoliatae",NA,NA,NA,NA
"174","2019-08-27 13:30:36-03","IAP","PACA-AGP","98431","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","B. Rambo","Sehnem, A.","3742","1949","03","18",NA,"Brasil","RS","Montenegro","S. Pedro","-51.4611015319824","-29.6886005401611",NA,"Com duplicata no HASU. Habitat: in pascuis Hábito: árvore","PACA098431",NA,NA,NA,"21601","auto",NA,NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"175","2019-08-27 13:30:36-03","IAP","PACA-AGP","65490","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meisn.","P.L.R.Moraes","Reitz & Klein","2150","1954","09","30",NA,"Brasil","SC","Itajaí","Luis Alves","-48.6618995666504","-26.9078006744385",NA,"NV: canela-fogo, 15m altura Habitat: mata Fenofase: flor Hábito: árvore","PACA065490",NA,NA,NA,"27253","auto",NA,NA,NA,"2004","01","15","Magnoliatae",NA,NA,NA,NA
"176","2020-12-20 21:18:03-03","UFV","VIC","34586","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana","Meissner",NA,"Moraes, P.L.R.","2507","2001","11","12",NA,"Brasil","Minas Gerais","Viçosa","Dendrologia -UFV","-42.8819007873535","-20.7539005279541",NA,"Árvore de 15 m cultivada proveniente do PERD plantada em janeiro de 1979 registro 572, com brotações de flores novas e germinação de diásporos sob a árvore, tronco ainda com pouca escamação.","VIC034586",NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
