"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","class","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","individualCount","fieldNumber","typeStatus"
"11","2020-12-11 11:43:19-03","UFMG","BHCB","31158","PreservedSpecimen","Plantae","Monocotyledon",NA,"Amaryllidaceae","Hippeastrum","angustifolium","Hippeastrum angustifolium",NA,NA,"Stehmann, JR; Semir, J; Dutilh, JHA","1986","1995","11","05","Southern America","Brasil","Rio Grande do Sul","BR-293, Km 430.",NA,"Visitada por beija-flores.; Erva, flor vermelha, com tépalas retorcidas.; Banhado.","BHCB055129","BHCB055129",NA,"Quaraí","-56.4514007568359","-30.3875007629395","74636","auto","2000","10",NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-12-11 11:43:19-03","UFMG","BHCB","31329","PreservedSpecimen","Plantae","Monocotyledon",NA,"Amaryllidaceae","Hippeastrum","angustifolium","Hippeastrum angustifolium",NA,NA,"Stehmann, JR; Semir, J; Dutilh, JHA","2024","1995","11","03","Southern America","Brasil","Rio Grande do Sul","BR 293, Km 543, entrada para Vila Palomas, BR-293, Km 543, entrada para Vila Palomas.",NA,"Erva, flor vermelha, com tépalas retorcidas.; Banhado.","BHCB055128","BHCB055128 BHCB055128_1",NA,"Santana do Livramento","-55.5327987670898","-30.8908004760742","79795","auto","2000","10",NA,NA,NA,NA,NA,NA,NA,NA
"13","2010-04-30 10:28:00-03","MO","MOBOT","2452834","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Hippeastrum","angustifolium","Hippeastrum angustifolium","Pax",NA,"Rutile A. Spegazzini","Spegazzini s.n.1","1950",NA,NA,"South America","Argentina","Misiones","Posadas",NA,NA,NA,NA,NA,"Capital","-55.9","-27.38333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2009-08-07 05:41:00-03","MO","MOBOT","2492272","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Hippeastrum","angustifolium","Hippeastrum angustifolium","Pax",NA,"Émile Hassler","Hassler 4591",NA,NA,NA,"South America","Paraguay","Paraguarí","in palude pr. Curuguaty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2018-05-23 12:10:00-03","MO","MOBOT","3028969","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Hippeastrum","angustifolium","Hippeastrum angustifolium","Pax","A.W. Meerow","Pedro Jörgensen","Jörgensen 4540","1932",NA,NA,"South America","Paraguay",NA,"In asferps Itapé.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2010-04-23 21:34:00-03","MO","MOBOT","2188178","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Hippeastrum","angustifolium","Hippeastrum angustifolium","Pax","Arroyo-Leuenberger, S.","Osvaldo Morrone|Norma B. Deginani|Diego Giraldo-Cañas","Morrone 1822","1996","10","22","South America","Argentina","Corrientes","Ruta Prov. 40, 4 Km de Azara camino a Garruchos, cerca del Río Chimiray",NA,NA,NA,NA,NA,"Santo Tomé","-55.7","-28.08333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2010-07-04 20:18:00-03","MO","MOBOT","3029316","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Hippeastrum","angustifolium","Hippeastrum angustifolium","Pax","J.H.A. Dutiller","William Andrew Archer","Archer 4435","1936","11","13","South America","Brazil","Rio Grande do Sul","12 K. north of Sant' Anna, Rio Grande do Sul. Common in this region, in swampy places, growing either in the muck or else in moist sand at margins.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2011-02-02 12:54:00-02","MO","MOBOT","3029368","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Hippeastrum","angustifolium","Hippeastrum angustifolium","Pax",NA,"Gustavo Niederlein","Niederlein 1893",NA,NA,NA,"South America","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-09-15 11:25:00-03","MO","MOBOT","3031947","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Hippeastrum","angustifolium","Hippeastrum angustifolium","Pax","V. Kubota (ITAIPU), 14 Sep","Émile Hassler","Hassler s.n.",NA,NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"20","2018-05-23 12:11:00-03","MO","MOBOT","3032320","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Hippeastrum","angustifolium","Hippeastrum angustifolium","Pax","A.W. Meerow","A.L. Woolston","Woolston 732","1956","9","12","South America","Paraguay","San Pedro","Dep. Primavera, Alto Paraguay.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2018-05-23 11:41:00-03","MO","MOBOT","617691","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Hippeastrum","angustifolium","Hippeastrum angustifolium","Pax","A.W. Meerow","Elsa M. Zardini|C. Benítez","Zardini 3281","1987","10","1","South America","Paraguay","San Pedro","Arroyo Capiibary, 18 kms al Este de Choré. En Pantano. Transecta 8.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","87-44",NA
"22","2019-03-29 10:41:11-03","UFSM","HDCF","6517","S","Plantae",NA,NA,"Amaryllidaceae","Hippeastrum","angustifolium","Hippeastrum angustifolium","Pax.","Soares, K. P.","Soares, K. P.",NA,"2009","10","13","América","Brasil","Rio Grande do Sul",NA,NA,"Existe outra população maior em S29°28'03,9'' W54°15'43,3''",NA,NA,NA,"Mata","-54.485583","-29.583361",NA,NA,NA,NA,NA,"-54.485583","-29.583361",NA,NA,NA,NA,NA
"23","2019-11-13 11:14:19-03","USP","SPF","72966","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Sprekelia","spectabilis","Sprekelia spectabilis","Hoehne",NA,"Hoehne, FC; Gehrt, A","s.n.","1936","10","21",NA,"Brasil","São Paulo","Ilha Seca, Fazenda Guanabara. - cultivada no Jardim Botânico de São Paulo, fl. 21/X/1936.",NA,"Flores vermelhas","SPF00072966","SPF00072966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype"
"24","2019-11-13 11:14:19-03","USP","SPF","72966","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Sprekelia","spectabilis","Sprekelia spectabilis","Hoehne",NA,"Hoehne, FC","s.n.","1936","10","21",NA,"Brasil","São Paulo","Ilha Seca, Fazenda Guanabara. - cultivada no Jardim Botânico de São Paulo, fl. 21/X/1936.",NA,"Flores vermelhas","SPF00072966","SPF00072966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype"
"25","2019-09-05 16:42:09-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Amaryllidaceae","Hippeastrum","angustifolium","Hippeastrum angustifolium",NA,NA,"G. Niederlein","1893","1886","10","27","South America","Argentina",NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,"-64.9208","-35.3869",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]"
"26","2020-09-17 08:57:50-03","IBt","SP","316360","S","Plantae",NA,NA,"Amaryllidaceae","Hippeastrum","angustifolium","Hippeastrum angustifolium","Pax",NA,"Stehmann, JR","2024","1995","11","03",NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,"Santana do Livramento","-55.5327987670898","-30.8908004760742","79795","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-11-21 09:58:09-03","IBt","SP","36534","S","Plantae",NA,NA,"Amaryllidaceae","Sprekelia","spectabilis","Sprekelia spectabilis","Hoehne","Hoehne, FC","Hoehne, FC; Gehrt, A","s.n.","1936","10","21",NA,"Brasil","São Paulo","Ilha Seca, Fazenda Guanabara, cultivada no Jardim Botânico",NA,"= Amaryllis angustifolia (Pax) Tr. & Moldenke, Ravenna 26/3/1966","SP002955","SP002955",NA,"Pereira Barreto","-51.0999984741211","-20.6299991607666","36734","auto","1938",NA,NA,NA,NA,NA,NA,NA,NA,"Holotype"
