"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","typeStatus","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber"
"44","2019-08-20 10:19:22-03","UNICAMP","UEC","10802","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","Caddah, MK","Anderson, WR; Stieber, M; Kirkbride Jr, JH","35365","1972","02","04",NA,"Brazil","Minas Gerais","Serra do Espinhaço, Ca. 8 km N. of Gouveia on road to Diamantina.",NA,NA,"1220","1220",NA,"fruto, Shrub 1,5 m tall; fruit green. Flowers needed. Cerrado. Rocky (sandstone) cerrado and open rocky hillsides with white sandy soil, sloping down to grassy brejo, creek, and adjacent gallery forest.","UEC071967","UEC071967",NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-08-20 10:19:22-03","UNICAMP","UEC","116832","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana",NA,"Romero, R; Semir, J; Dutilh, JHA; Goldenberg, R","5137","1998","02","13",NA,"Brazil","Minas Gerais","Estrada Furnas-Capitólio, Cerca de 15 km após a ponte da Represa de Furnas.",NA,NA,NA,NA,NA,"fruto, Arvoreta de cerca de 1,6 m. Frutos imaturos verdes. Beira de estrada. Afloramentos rochosos, lado direito da estrada.","UEC071978","UEC071978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-02-18 09:35:12-03","UNICAMP","UEC","131124","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana",NA,"Nascimento, FHF","436","2000","08","05",NA,"Brazil","Bahia","Campo do Cigano - Mato do Cigano","-41.919722","-13.264444","1650","1750",NA,"fruto, Árvore de 8 m de altura. Folhas discolores, sub-coriáceas. Frutos marrom-esverdeados. Nome vulgar: folha-de-fogo. Interior de mata. Mata ombrófila montana.","UEC182894","UEC182894","Rio do Pires",NA,NA,NA,"-41.919722","-13.264444",NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-01 16:34:46-03","UNICAMP","UEC","134274","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","Caddah, MK","França, F; Silva, BM; Atkins, S","4016","2003","01","28",NA,"Brazil","Bahia","Morrão","-41.204722","-11.597222","1145","1181",NA,"Arbusto c. 3m. Folha cartácea a coriácea, discolor: face abaxial marrom. Pétalas brancas, anteras brancas. Material tratado com álcool comercial.; Vegetação arbustiva de encosta.","UEC050965","UEC050965","Morro do Chapéu",NA,NA,"2012","-41.204722","-11.597222","04",NA,NA,NA,NA,NA,NA,NA
"48","2019-08-20 10:19:22-03","UNICAMP","UEC","139180","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","Cândido, CP","Cândido, CP; Martins, AB; Belinello, R; Silva, ED; Rodrigues, KF","119","2003","12","03",NA,"Brazil","Minas Gerais","Serra do Cabral, estrada para Marco do Teixiera.","-44.286111","-17.675278",NA,NA,NA,NA,"UEC071976","UEC071976","Joaquim Felício",NA,NA,"2003","-44.286111","-17.675278","09",NA,NA,NA,NA,NA,NA,NA
"49","2021-03-01 16:34:46-03","UNICAMP","UEC","143406","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","Goldenberg, R","Silva, TRS; Pirani, JR; Sano, PT; Freire-Fierro, A","s.n.","1989","12","11",NA,"Brazil","Minas Gerais","Trilha da Tropa, no alto da Serra","-42.933333","-16.583333","1000","1200",NA,"Arvoreta, 3m alt., na mata ciliar. Inflorescência e sépalas ocráceas, pétalas e estames alvos, ovário verde.","UEC143406","UEC143406","Grão Mogol",NA,NA,NA,"-42.933333","-16.583333",NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-01 16:34:46-03","UNICAMP","UEC","143406","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","Goldenberg, R","Silva, TRS; Pirani, JR; Sano, PT; Freire-Fierro, A","CFCR12441","1989","12","11",NA,"Brazil","Minas Gerais","Trilha da Tropa, no alto da Serra","-42.933333","-16.583333","1000","1200",NA,"Arvoreta, 3m alt., na mata ciliar. Inflorescência e sépalas ocráceas, pétalas e estames alvos, ovário verde.","UEC071969","UEC071969","Grão Mogol",NA,NA,NA,"-42.933333","-16.583333",NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-01 16:34:46-03","UNICAMP","UEC","143408","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","Goldenberg, R","Mello-Silva, R; Cordeiro, I; Assis, MC; Pirani, JR","CFCR11443","1987","11","03",NA,"Brazil","Minas Gerais","Trilha da Tropa, Montanha à esquerda do Riacho Ribeirão.","-42.916667","-16.541667","1000","1100",NA,"Arbusto, ca. 2m. Face adaxial das folhas, eixo da inflorescência e botões ocráceos.","UEC071970","UEC071970","Grão Mogol",NA,NA,NA,"-42.916667","-16.541667",NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-01 16:34:46-03","UNICAMP","UEC","143408","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","Goldenberg, R","Mello-Silva, R; Cordeiro, I; Assis, MC; Pirani, JR","s.n.","1987","11","03",NA,"Brazil","Minas Gerais","Trilha da Tropa, Montanha à esquerda do Riacho Ribeirão.","-42.916667","-16.541667","1000","1100",NA,"Arbusto, ca. 2m. Face adaxial das folhas, eixo da inflorescência e botões ocráceos.","UEC143408","UEC143408","Grão Mogol",NA,NA,NA,"-42.916667","-16.541667",NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-01 16:34:46-03","UNICAMP","UEC","144683","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","Caddah, MK","Araújo, OA; Romão, GO; Vieira, S","320","2003","01","08",NA,"Brazil","Minas Gerais","Ca. 8km de Diamantina na estrada para Mendanha;","-43.543361","-18.18","1230","1230",NA,"arvoreta 3m; frutos cinzas.","UEC071961","UEC071961","Diamantina",NA,NA,"2012","-43.543361","-18.18",NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-01 16:34:46-03","UNICAMP","UEC","175905","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","Araújo, IM","Araújo, IM; Marques, D; Franco, IM","260","2012","03","15",NA,"Brazil","Minas Gerais","P.E. Biribiri. Alto da Jacuba. Próximo a nascente do rio Água Limpa.","-43.608944","-18.142278","1382","1382",NA,"Arbusto, ca 2,5m. Frutos Imaturos verdes.; Cerrado Rupestre.","UEC023817","UEC023817","Diamantina",NA,NA,"2012","-43.608944","-18.142278","08",NA,NA,NA,NA,NA,NA,NA
"55","2019-08-20 10:19:22-03","UNICAMP","UEC","35978","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","Goldenberg, R","Harley, RM; Bromley, GL; Carvalho, AM; Soares Nunes, JM; Hage, JL","22809","1980","05","30",NA,"Brazil","Bahia","Morro do Chapéu, Summit of Morro do Chapéu, ca. 8 km Sw of the town of Morro do Chapéu to the west of road Utinga.","-41.2","-11.583333","1000","1000",NA,"fruto, Shrub to 1,5 m. Leaves dark green above, greyish-buff beneath, with younger leaves creamy-buff beneath with rusty longitudinal veins. Fruit young, greenish. Sandstone rocks, with open sand in flatter areas. Open scrub in exposed","UEC071975","UEC071975",NA,NA,NA,"1992","-41.2","-11.583333","07",NA,NA,NA,NA,NA,NA,NA
"56","2019-08-20 10:19:22-03","UNICAMP","UEC","35991","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","Wurdack, JJ","Harley, RM; Mayo, SJ; Storr, RM; Santos, TS; Pinheiro, RS","19545","1977","02","17",NA,"Brazil","Bahia","Serra das Almas, Lower N.E. slopes of the Pico das Almas, ca. 25 km W.N.W. of the Vila do Rio de Contas.","-41.95","-13.55","1500","1500",NA,"fruto, Small tree to 4 m. Leaves dark green, glossy above, grey beneath with rusty hairs. Fruit pale green. Sandstone, metamorphic and quartzite rock outcrops with associated marsh and damp flushes.","UEC071971","UEC071971",NA,NA,NA,NA,"-41.95","-13.55",NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-01 16:34:46-03","UNICAMP","UEC","165914","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana",NA,"Gonçalves, DJP; Cota, MMT; Quaresma, AS","350","2011","12","16",NA,"Brazil","Minas Gerais","Parque Nacional das Sempre Vivas. Estrada para o Renegado, perto da Nhá Sica.","-44.2815","-18.407539",NA,NA,NA,"Arbusto ca. 1,5m. Cálice verde, corola e estames brancos, botões castanhos. Prensado em álcool.; Cerrado.","UEC009052","UEC009052","Diamantina",NA,NA,NA,"-44.2815","-18.407539",NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-01 16:34:46-03","UNICAMP","UEC","139667","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","Caddah, MK","Roth, L","16671","1957","02","20",NA,"Brazil","Minas Gerais","BR-3, km 15, S. Curral.","-43.937801361084","-19.9207992553711","1","2",NA,"Arbusto do cerrado.","UEC071966","UEC071966","Belo Horizonte","17082","auto","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-08-20 10:19:22-03","UNICAMP","UEC","126091","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","Caddah, MK","Mello Barreto, HL","10704","1940","03","05",NA,"Brazil","Minas Gerais","Serra do Rola Moça, Divisas de Betim e Brumadinho.","-44.198299407959","-19.9678001403809","1300","1400",NA,"fruto, Canga. Arbusto de 1 m. Muito freqüente.","UEC071957","UEC071957","Betim","15199","auto","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-01 16:34:46-03","UNICAMP","UEC","115542","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","Caddah, MK","Matsumoto, K; Simões, AO; Lopes, CA","498","1997","11","10",NA,"Brazil","Minas Gerais","Gruta da Ponte, Borda de mata.","-44.6425018310547","-21.4874992370605",NA,NA,NA,"Arbusto ca 2 m.","UEC012804","UEC012804","Carrancas","21143","auto","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-01 16:34:46-03","UNICAMP","UEC","115533","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","Caddah, MK","Matsumoto, K; Simões, AO; Lopes, CA","545","1997","11","12",NA,"Brazil","Minas Gerais","Mata do Dinossauro, Borda de mata.","-44.6425018310547","-21.4874992370605","1050","1050",NA,"Arbusto ca 2 m, pétalas creme.","UEC012811","UEC012811","Carrancas","21143","auto","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-01 16:34:46-03","UNICAMP","UEC","65073","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","Caddah, MK","Leitão Filho, HF","27605","1992","12","09",NA,"Brazil","Minas Gerais","Campos rupestres e na estrada para Gruta do Salitre e Distrito de Extração.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Arbusto de 1 m., inflorescência branca.","UEC050811","UEC050811","Diamantina","101169","auto","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-01 16:34:46-03","UNICAMP","UEC","10798","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","Caddah, MK","Semir, J; Lima, DA","s.n.","1973","12","10",NA,"Brazil","Minas Gerais","km 125 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752",NA,NA,NA,"Flores alvas, arbusto + ou - 1,20m","UEC076997","UEC076997","Jaboticatubas","31264","auto","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-01 16:34:46-03","UNICAMP","UEC","10843","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","Caddah, MK","Semir, J; Sazima, M","503","1971","12","13",NA,"Brazil","Minas Gerais","km 127 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752",NA,NA,NA,"Flores brancas, planta de até 1,50 m.","UEC076996","UEC076996","Jaboticatubas","31264","auto","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-01 16:34:46-03","UNICAMP","UEC","61512","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","Caddah, MK","Leitão Filho, HF; Tozzi, AMGA; Tamashiro, JY; Santos, FM","27327","1992","12","07",NA,"Brazil","Minas Gerais","Serra do Cipó, Nas proximidades da divisa do parque rumo Conceição do Mato Dentro (Campos Rupestres)","-43.7449989318848","-19.513599395752",NA,NA,NA,"Arbusto com botões cremes, folhas bicolores.","UEC076998","UEC076998","Jaboticatubas","31264","auto","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-01 16:34:46-03","UNICAMP","UEC","75532","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","Caddah, MK","Souza, VC; Miyage, PH; Souza, JP","8269","1995","03","11",NA,"Brazil","Minas Gerais","Milho Verde","-43.3793983459473","-18.604700088501",NA,NA,NA,"Arvoreta, ca. 4m alt.; frutos maduros alaranjados.; Campo rupestre, com mata adjacente. 1000msm.","UEC038231","UEC038231","Serro","37754","auto","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-08-16 08:40:05-03","UTFPR","HCF","27619","S","Plantae",NA,NA,"Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","R. Goldenberg","G. Hatschbach","42867","1980","03","22",NA,"Brasil","MG","Serra do Pipiri","-42.8897018432617","-16.5594005584717","1100","1100",NA,"arbusto, 3 m, verso da folha amarelo-ocre. Orla de córrego.",NA,NA,"Grão Mogol","67219","auto","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-12-21 16:34:49-03","MBM","MBM","245078","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","Goldenberg, R.","Romero, R.; et al.; et al.","5137",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Estrada Furnas - Capitólio",NA,NA,NA,NA,NA,NA,"MBM245078","MBM245078",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-12-21 16:34:49-03","MBM","MBM","34276","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","Wurdack, J.J.","Hatschbach, G.; Anderson, W.R.; Gates, B.; Anderson, W.R.; Gates, B.","36515",NA,NA,NA,"Southern America","Brazil","Mato Grosso","Rio Jequitinhonha",NA,NA,NA,NA,NA,NA,"MBM034276","MBM034276","Couto Magalhães",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-12-21 16:34:49-03","MBM","MBM","257903","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","Goldenberg, R.","Roth, L.","s.n.","1957","02","20","Southern America","Brazil","Minas Gerais","Rod. BR-3, km 15, Serra do Curral","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"MBM257903","MBM257903","Belo Horizonte","17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-12-21 16:34:49-03","MBM","MBM","235450","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","Goldenberg, R.","Souza, M.L.; et al.; et al.","11979",NA,NA,NA,"Southern America","Brazil","Minas Gerais","7km na direção de Curvelo","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"MBM235450","MBM235450","Diamantina","101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-12-21 16:34:49-03","MBM","MBM","87799","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","Wurdack, J.J.","Hatschbach, G.","47413",NA,NA,NA,"Southern America","Brazil","Bahia","Mato Grosso","-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,"MBM087799","MBM087799","Rio de Contas","49773","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-12-21 16:34:49-03","MBM","MBM","65481","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","Goldenberg, R.","Hatschbach, G.","42867","1980","03","22","Southern America","Brazil","Minas Gerais","Serra do Piriri","-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,"MBM065481","MBM065481","Grão Mogol","67219","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-12-21 16:34:49-03","MBM","MBM","189408","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","Goldenberg, R.","Souza, M.L.; et al.; et al.","8269",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Serro","-43.3793983459473","-18.604700088501",NA,NA,NA,NA,"MBM189408","MBM189408","Serro","37754","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2016-11-18 15:41:31-02","MNHN","RECOLNAT_MNHN_P","P02442427","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","maximowicziana","Miconia maximowicziana","Cogn.",NA,"Riedel, L.",NA,"1824","12",NA,NA,"Brésil",NA,"In saxosis pr. Tijuca",NA,NA,NA,NA,"hb","Reçu le 30 août 1890 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02442427' target='other'> <mi>dwc_moreinfo</mi></a>","P02442427","P02442427_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype","1205",NA,NA,NA
"76","2016-11-18 15:41:33-02","MNHN","RECOLNAT_MNHN_P","P02442428","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","maximowicziana","Miconia maximowicziana","Cogn.",NA,"Riedel, L.",NA,"1824","12",NA,NA,"Brésil",NA,"In saxosis pr. Tijuca",NA,NA,NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02442428' target='other'> <mi>dwc_moreinfo</mi></a>","P02442428","P02442428_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype","1205",NA,NA,NA
"77","2016-11-18 15:41:34-02","MNHN","RECOLNAT_MNHN_P","P02442429","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","maximowicziana","Miconia maximowicziana","Cogn.",NA,"Glaziou, A.",NA,"1888","12","21",NA,"Brésil",NA,"Minas : Itabira do Campo",NA,NA,NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02442429' target='other'> <mi>dwc_moreinfo</mi></a>","P02442429","P02442429_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17543",NA,NA,NA
"78","2016-11-10 14:48:06-02","MNHN","RECOLNAT_MNHN_P","P02442430","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","maximowicziana","Miconia maximowicziana","Cogn.",NA,"Glaziou, A.",NA,"1888","12","21",NA,"Brésil",NA,"Minas : Itabira do Campo",NA,NA,NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02442430' target='other'> <mi>dwc_moreinfo</mi></a>","P02442430","P02442430_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17543",NA,NA,NA
"79","2015-09-04 21:16:35-03","MNHN","RECOLNAT_MNHN_P","P05128927","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana",NA,"Irwin, H.S.|Santos, R.R.|Souza, R.|Fonseca, S.F.",NA,"1969","1","13",NA,"Brasil","Minas Gerais","Serra do Espinhaço. Ca. 30 km S.W. of Diamantina on road to Gouveia.",NA,NA,"1300",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05128927' target='other'> <mi>dwc_moreinfo</mi></a>","P05128927","P05128927_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21844",NA,NA,NA
"80","2015-09-04 21:16:35-03","MNHN","RECOLNAT_MNHN_P","P05128926","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana",NA,"Mexia, Y.",NA,"1931","5","6",NA,"Brasil","Minas Gerais","Near km 997.5 of railroad.","-43.6002998352051","-18.2493991851807","1260",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05128926' target='other'> <mi>dwc_moreinfo</mi></a>","P05128926","P05128926_01","Diamantina","101169","auto",NA,NA,NA,NA,NA,NA,NA,"5769",NA,NA,NA
"81","2020-12-11 11:38:27-03","UFMG","BHCB","100079","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana",NA,"Costa, FN; Lessa, LG","961","2005","12","19","Southern America","Brasil","Minas Gerais","Parque Estadual do Rio Preto, Mata ciliar na margem esquerda do Rio Preto, próximo à Casa de Vigilantes.","-43.346667","-18.123889","714","714",NA,"Árvore no interior da mata, ca. 3,5m alt. Flores alvas.; Mata ciliar.","BHCB016635",NA,"São Gonçalo do Rio Preto",NA,NA,"2013","-43.346667","-18.123889",NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-12-11 11:38:27-03","UFMG","BHCB","48464","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-12-11 11:38:27-03","UFMG","BHCB","103327","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana",NA,"Tameirão Neto, E","4474","2006","01","11","Southern America","Brasil","Minas Gerais","Cia Suzano Celulose, Gleba J (Capão).","-42.3431015014648","-16.8043994903564",NA,NA,NA,"Arbustivo.; Cerrado.","BHCB016636",NA,"Virgem da Lapa","37634","auto","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-12-11 11:38:27-03","UFMG","BHCB","188284","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana",NA,"Torres, DM","s.n.","2015","03","10","Southern America","Brasil","Minas Gerais","Monumento Natural Municipal Serra da Calçada","-44.1996994018555","-20.1432991027832",NA,NA,NA,"Arbórea; Campo Rupestre Ferruginoso, canga nodular","BHCB188284",NA,"Brumadinho","26639","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2021-02-11 17:20:09-03","UFPR","UPCB","45720","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","Caddah, M.K.","Mello Barreto","10704","1940","03","05",NA,"Brasil","Minas Gerais","Serra do Rola Moça",NA,NA,NA,NA,NA,"Arbusto 1m, 1300-1400m s.n.m..","UPCB0019967","UPCB0019967","Bromadinho",NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2021-02-11 17:20:09-03","UFPR","UPCB","45861","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","Goldenberg, R.","Souza, J.P.","2164","1998","04","06",NA,"Brasil","Minas Gerais","Rod. Curvelo-Diamantina, 5km de Diamantina em direção a Curvelo, 18°15'39,2S 43°40'29W","-43.674722","-18.260833",NA,NA,NA,"Arbusto, frutos imaturos verdes..","UPCB0028165","UPCB0028165","Diamantina",NA,NA,"2002","-43.674722","-18.260833","01","01",NA,NA,NA,NA,NA,NA
"87","2021-02-11 17:20:09-03","UFPR","UPCB","63923","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","Goldenberg, R.","Paixão, J.L.","744","2006","02","26",NA,"Brasil","Bahia","Pico das Almas. 25 km do centro da cidade em direção ao Campo do Queiroz. Campo rupestre.","-41.952778","-13.552778","1250","1600",NA,"Arvoreta, ca. 3,0m alt, Folhas discolores. Frutos imaturos verdes. Foto e material para DNA..","UPCB0019958","UPCB0019958","Rio de Contas",NA,NA,"2008","-41.952778","-13.552778","01","01",NA,NA,NA,NA,NA,NA
"88","2021-02-11 17:20:09-03","UFPR","UPCB","81955","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","Goldenberg, R.","Zappi, D.C.","2304","2009","11","08",NA,"Brasil","Minas Gerais","Serra do Cipó, acesso pela Faz. Inhame, Subida da Serra do Cipó, a norte de Inhame. Campo limpo com afloramentos areníticos. Alt. 1227m","-43.7","-19.052",NA,NA,NA,"Arbusto muito ramificado, folhas alvas abaxialmente, inflorescências alvas, procuradas por abelhas.","UPCB0019961","UPCB0019961","Santana do Pirapama",NA,NA,"2014","-43.700","-19.052",NA,NA,NA,NA,NA,NA,NA,NA
"89","2021-02-11 17:20:09-03","UFPR","UPCB","50183","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","Goldenberg, R.","Mello-Silva, R.",NA,"1987","11","03",NA,"Brasil","Minas Gerais","Montanha a esquerda do Riacho Ribeirão, trilha da Tropa, 42°55'W 16°32'30S","-42.916667","-16.541667",NA,NA,NA,"Arbusto ca. 2m, facea adaxial das folhas, eixo da inflorescência e botões ocráceos. Alt.: 1000-1100m s.n.m..","UPCB0030082","UPCB0030082","Grão Mogol",NA,NA,"2004","-42.916667","-16.541667","01","01",NA,NA,NA,NA,NA,NA
"90","2021-02-11 17:20:09-03","UFPR","UPCB","53511","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","sclerophylla","Miconia sclerophylla","Triana","Goldenberg, R.","Goldenberg, R.","873","2006","04","14",NA,"Brasil","Bahia","Serra do Peito de Moça, Serra das Lontras, RPPN Caminho das Pedras","-39.341667","-15.173611","1000","1000",NA,"Arvoreta 1-2m, estéril, coletada no topo da encosta. Floresta ombrófila densa montana..","UPCB0016306","UPCB0016306","Arataca",NA,NA,"2006","-39.341667","-15.173611","04",NA,NA,NA,NA,NA,NA,NA
