"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","locality","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","class","dayIdentified","typeStatus","fieldNumber","individualCount","relatedCatalogItem","sex"
"46","2020-02-10 17:50:21-03","UNICAMP","UEC","51265","S","Plantae","Magnoliopsida",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(A.DC.) MacLeish","Leitão Filho, HF; Bernacci, LC; Nakajima, JN; Carvalho-Okano, RM; Vieira, MF; Gomes, BA; Araújo,","21821","1989","07","04",NA,"Brazil","Minas Gerais","Diamantina","-43.6002998352051","-18.2493991851807",NA,"Arbusto ca. 2,0m, flores lilás.","UEC069234","UEC069234","Sciamarelli, A","a 15km N da cidade., Cerrado",NA,NA,"101169","auto",NA,NA,"1992","04",NA,NA,NA,NA,NA,NA,NA
"47","2020-02-10 17:50:21-03","UNICAMP","UEC",NA,"S","Plantae","Magnoliopsida",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(A.DC.) MacLeish","Leitão Filho, HF; Bernacci, LC; Nakajima, JN; Carvalho-Okano, RM; Vieira, MF; Gomes, BA; Araújo,","21821","1989","07","04",NA,"Brazil","Minas Gerais","Diamantina","-43.6002998352051","-18.2493991851807",NA,"Arbusto ca. 2,0m, flores lilás.",NA,NA,"Sciamarelli, A","a 15km N da cidade., Cerrado",NA,NA,"101169","auto",NA,NA,"1992","04",NA,NA,NA,NA,NA,NA,NA
"48","2020-02-10 17:50:21-03","UNICAMP","UEC",NA,"S","Plantae","Magnoliopsida",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(A.DC.) MacLeish","Schumacher, H","1103","1981","09","06",NA,"Brazil","Minas Gerais","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,NA,"BR116, 71km nach Novo Cruzeiro, links Eukalyptus-Anpflanzung.",NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-02-10 17:50:21-03","UNICAMP","UEC","32300","S","Plantae","Magnoliopsida",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(A.DC.) MacLeish","Schumacher, H","1103","1981","09","06",NA,"Brazil","Minas Gerais","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,"UEC019759","UEC019759",NA,"BR116, 71km nach Novo Cruzeiro, links Eukalyptus-Anpflanzung.",NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-01 16:24:09-03","UNICAMP","UEC","126014","S","Plantae","Magnoliopsida",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(A.DC.) MacLeish","Flores, A; Schütz Rodrigues, R","1017","2002","06","27",NA,"Brazil","Minas Gerais","Diamantina","-43.6002998352051","-18.2493991851807",NA,"Subarbusto ereto 1m alt., capítulos lilases, em cerrado","UEC124908","UEC124908","Monge, M","Distr. Senador Mourão, Rod BR 451, Km 71",NA,NA,"101169","auto",NA,NA,"2013","02",NA,NA,NA,NA,NA,NA,NA
"51","2021-03-01 16:24:09-03","UNICAMP","UEC","120511","S","Plantae","Magnoliopsida",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(A.DC.) MacLeish","Semir, J; Mansanares, ME; Belinello, R","0192","2001","06","20",NA,"Brazil","Minas Gerais","Diamantina","-43.6002998352051","-18.2493991851807",NA,"Árvore até 2m, flores lilases escuro, perfumadas","UEC124906","UEC124906","Loeuille, BFP","Estrada para Conselheiro Mata",NA,NA,"101169","auto",NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-01 16:24:09-03","UNICAMP","UEC","133279","S","Plantae","Magnoliopsida",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(A.DC.) MacLeish","Vichnewski, W","450","1998","07","09",NA,"Brazil","Minas Gerais","Diamantina","-43.6002998352051","-18.2493991851807",NA,"Árvore, 3-4m, folhas grandes, flores cremes","UEC124909","UEC124909",NA,"Mendanha, BR 367 a 15 Km de Mendanha para Diamantina",NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-01 16:24:09-03","UNICAMP","UEC","133227","S","Plantae","Magnoliopsida",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(A.DC.) MacLeish","Vichnewski, W","449","1998","07","09",NA,"Brazil","Minas Gerais","Minas Novas","-42.5903015136719","-17.218599319458",NA,"Arbusto ou árvore, altura 3m, flores lilazes","UEC123914","UEC123914","Loeuille, BFP","Rodovia de Minas Novas a Turmanila a 7 km antes do trevinho Turmalina-Capelinha",NA,NA,"54253","auto",NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-02-10 17:50:21-03","UNICAMP","UEC","118266","S","Plantae","Magnoliopsida",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(A.DC.) MacLeish","Semir, J","25611","1989","07","02",NA,"Brazil","Minas Gerais","Santana do Riacho","-43.7144012451172","-19.1688995361328",NA,"Arvoreta com até 3,0 m.; flor magenta, pappus avermelhado.","UEC069283","UEC069283","Loeuille, BFP","Serra do Cipó, Km 114.",NA,NA,"26557","auto",NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-02-10 17:50:57-03","UNICAMP","UEC","51270","S","Plantae","Magnoliopsida",NA,"Asteraceae","Vanillosmopsis","polycephala","Vanillosmopsis polycephala","(A.DC.) Sch.Bip.","Leitão Filho, HF","21777","1989","07","02",NA,"Brazil","Minas Gerais","Santana do Riacho","-43.7144012451172","-19.1688995361328",NA,"Arbusto ca. 1-2m, capítulos de flores lilás.","UEC069235","UEC069235",NA,"Cadeia do Espinhaço, Serra do Cipó, mata ciliar",NA,NA,"26557","auto",NA,NA,"1992","05",NA,NA,NA,NA,NA,NA,NA
"56","2020-02-10 17:50:57-03","UNICAMP","UEC",NA,"S","Plantae","Magnoliopsida",NA,"Asteraceae","Vanillosmopsis","polycephala","Vanillosmopsis polycephala","(A.DC.) Sch.Bip.","Leitão Filho, HF","21777","1989","07","02",NA,"Brazil","Minas Gerais","Santana do Riacho","-43.7144012451172","-19.1688995361328",NA,"Arbusto ca. 1-2m, capítulos de flores lilás.",NA,NA,NA,"Cadeia do Espinhaço, Serra do Cipó, mata ciliar",NA,NA,"26557","auto",NA,NA,"1992","05",NA,NA,NA,NA,NA,NA,NA
"57","2019-11-05 16:44:49-03","UFOP","OUPR","17086","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Badini, J.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,"Campo. Arbusto. Flores róseas",NA,NA,"Robinson, H (Tropico","Serra da Moeda",NA,NA,"17082","auto",NA,NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-11-05 16:44:49-03","UFOP","OUPR","17087","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Badini, J.","s.n.","1972","06","02",NA,"Brasil","Minas Gerais","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"Robinson, H (Tropico","Serra da Motuca",NA,NA,"17082","auto",NA,NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-11-05 16:44:49-03","UFOP","OUPR","17084","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Badini, J.","s.n.","1972","06","02",NA,"Brasil","Minas Gerais","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,"Campo. Arbusto. Flores violáceas",NA,NA,"Robinson, H (Tropico","Serra da Motuca",NA,NA,"17082","auto",NA,NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-11-05 16:44:49-03","UFOP","OUPR","17088","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Lisboa, M.A.","s.n.","1974","05","26",NA,"Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Robinson, H (Tropico",NA,NA,NA,"44599","auto",NA,NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-11-05 16:44:49-03","UFOP","OUPR","5406","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Badini, J.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Robinson, H (Tropico",NA,NA,NA,"44599","auto",NA,NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-11-05 16:44:49-03","UFOP","OUPR","17085","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Lisboa, M.A.","s.n.","1973","07","03",NA,"Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Robinson, H (Tropico","Entre Colegio D. Bosco e Cumbe",NA,NA,"44599","auto",NA,NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA
"63","2014-10-14 15:56:23-03","BS","M","M-0029448","S","Plantae","Magnoliophyta","Asterales","Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"M0029448",NA,NA,"Habitat in planitie alta ad Pieda de Villam. M. Nov.; Provinciae M. G.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"NOTATYPE",NA,NA,NA,NA
"64","2014-10-14 15:56:23-03","BS","M","M-0029449","S","Plantae","Magnoliophyta","Asterales","Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"M0029449",NA,NA,"Prov. Minas Geraës.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"NOTATYPE",NA,NA,NA,NA
"65","2014-10-14 15:56:23-03","BS","M","M-0029450","S","Plantae","Magnoliophyta","Asterales","Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"M0029450",NA,NA,"Habitat in editis siccis rupestribus montium Serro Frio; Provinciae Minas Geraes.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"NOTATYPE",NA,NA,NA,NA
"66","2020-12-21 16:15:51-03","MBM","MBM","227244","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) Macleish","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","67962","1998","07","17","Southern America","Brazil","Minas Gerais","Grão Mogol","-42.8897018432617","-16.5594005584717",NA,NA,"MBM227244","MBM227244","Robinson, H.","Estrada para Josenópolis",NA,NA,"67219","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-12-21 16:17:36-03","MBM","MBM","58557","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Vanillosmopsis","polycephala","Vanillosmopsis polycephala","Sch. Bip.","Hatschbach, G.","41485","1978","07","23","Southern America","Brazil","Minas Gerais","Cristália","-42.8622016906738","-16.8003005981445",NA,NA,"MBM058557","MBM058557","Zardini, E.M.","Cristália",NA,NA,"30029","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2015-09-04 02:29:12-03","MNHN","RECOLNAT_MNHN_P","P00682445","PreservedSpecimen",NA,NA,NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Martius, C.F. von",NA,NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00682445' target='other'> <mi>dwc_moreinfo</mi></a>","P00682445","P00682445_01","Nakajima","In planitie altà ad Pieda de Villam prov. Minas Geras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type","1440",NA,NA,NA
"69","2015-09-04 06:25:32-03","MNHN","RECOLNAT_MNHN_P","P02837332","PreservedSpecimen",NA,NA,NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Martius, C.F. von",NA,NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02837332' target='other'> <mi>dwc_moreinfo</mi></a>","P02837332","P02837332_01 P02837332_02 P02837332_03","Nakajima","Brasilia, Min. Ger., in editis siccis rupestribus montium Serro Frio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2015-09-04 06:25:32-03","MNHN","RECOLNAT_MNHN_P","P02837333","PreservedSpecimen",NA,NA,NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Glaziou, A.",NA,"1883","7","18",NA,"Brésil","[Minas Gerais]",NA,NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02837333' target='other'> <mi>dwc_moreinfo</mi></a>","P02837333","P02837333_01","Nakajima","(Minas) Serra de Ouro Preto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12811",NA,NA,NA
"71","2015-09-04 06:25:32-03","MNHN","RECOLNAT_MNHN_P","P02837335","PreservedSpecimen",NA,NA,NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Glaziou, A.",NA,"1883","7","18",NA,"Brésil","[Minas Gerais]",NA,NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02837335' target='other'> <mi>dwc_moreinfo</mi></a>","P02837335","P02837335_01","Nakajima","(Minas) Serra de Ouro Preto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12811",NA,NA,NA
"72","2015-09-04 06:25:32-03","MNHN","RECOLNAT_MNHN_P","P02837336","PreservedSpecimen",NA,NA,NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Glaziou, A.",NA,"1883","7","18",NA,"Brésil","[Minas Gerais]",NA,NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02837336' target='other'> <mi>dwc_moreinfo</mi></a>","P02837336","P02837336_01","Nakajima","(Minas) Serra de Ouro Preto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12811",NA,NA,NA
"73","2015-09-04 06:25:32-03","MNHN","RECOLNAT_MNHN_P","P02837346","PreservedSpecimen",NA,NA,NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Claussen, M.",NA,"1838","1","1",NA,"Brésil","Minas Gerais",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02837346' target='other'> <mi>dwc_moreinfo</mi></a>","P02837346","P02837346_01","Nakajima","Minas Geraes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1108",NA,NA,NA
"74","2015-09-04 06:25:32-03","MNHN","RECOLNAT_MNHN_P","P02837347","PreservedSpecimen",NA,NA,NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Saint-Hilaire, A. de",NA,"1816","1","1",NA,"Brésil","Minas Gerais",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02837347' target='other'> <mi>dwc_moreinfo</mi></a>","P02837347","P02837347_01","Nakajima","Province de Minas Geraes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1 1619",NA,NA,NA
"75","2018-12-27 13:41:31-02","MNHN","RECOLNAT_MNHN_P","P02837349","PreservedSpecimen",NA,NA,NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Saint-Hilaire, A. de",NA,"1816","1","1",NA,"Brésil","Minas Gerais",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02837349' target='other'> <mi>dwc_moreinfo</mi></a>","P02837349","P02837349_01","Nakajima","Province de Minas Geraes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1 1619",NA,NA,NA
"76","2016-03-17 12:22:27-03","MNHN","RECOLNAT_MNHN_P","P02536510","PreservedSpecimen",NA,NA,NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","MacLeish, N.F.F.|Smith, G.L.|Stutts, J.G.",NA,"1980","10","7",NA,"Brasil","Minas Gerais","Conceição do Mato Dentro","-43.4249992370605","-19.0372009277344","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02536510' target='other'> <mi>dwc_moreinfo</mi></a>","P02536510","P02536510_01",NA,"Brésil. 2km from Chapéu do Sol, Serra do Cipo.",NA,NA,"60318","auto",NA,NA,NA,NA,NA,NA,NA,"717",NA,NA,NA
"77","2020-10-01 14:15:31-03","JBB","HEPH","34517","S","Plantae","Dicotyledon","Asterales","Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Quaresma, AS; Oliveira, CT","846","2017","07","25","Southern America","Brasil","Minas Gerais","Conceição do Mato Dentro","-43.3975","-19.000833",NA,"CNC Flora - Categoria de Ameaça: Vulnerável",NA,NA,"Quaresma, AS","Serra da Ferrugem",NA,NA,NA,NA,"-43.3975","-19.000833","2018","04",NA,"21",NA,NA,NA,NA,NA
"78","2020-12-11 11:32:53-03","UFMG","BHCB","132139","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Ceccantini, GCT; Melo Júnior, JCF; Freire, GQ; Jono, V","2718","2006","03","30","Southern America","Brasil","Minas Gerais","Matozinhos","-43.955083","-19.50775",NA,"Arvoreta, 2m; DB 3cm.; Cerradão.","BHCB025420",NA,NA,"Área IBAMA","758","758",NA,NA,"-43.955083","-19.50775","2015","06",NA,NA,NA,NA,NA,NA,NA
"79","2020-12-11 11:32:53-03","UFMG","BHCB","170758","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Marques, D; Franco, IM; Araújo, IM; Silva, KR","470","2012","06","27","Southern America","Brasil","Minas Gerais","Diamantina","-43.60125","-18.183528",NA,"Arvoreta, ca. 2,5 m. Brácteas involucrais cinzas, corola branca e lilás, estilete lilás, anteras brancas, pápus avermelhado.; Campo rupestre, afloramentos rochosos.","BHCB015431",NA,NA,"Parque Estadual do Biribiri, Estrada para o Parque Estadual do Biribiri - Alto da Mãe Rita atrás da Casa dos Ventos.","1396","1396",NA,NA,"-43.60125","-18.183528","2012","07",NA,"06",NA,NA,NA,NA,NA
"80","2020-12-11 11:32:53-03","UFMG","BHCB","190448","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Quaresma, AS; Oliveira, CT","846","2017","07","25","Southern America","Brasil","Minas Gerais","Conceição do Mato Dentro","-43.397433","-19.000858",NA,"Campo rupestre ferruginoso.","BHCB190448",NA,NA,"Serra da Ferrugem",NA,NA,NA,NA,"-43.397433","-19.000858","2018","04",NA,"21",NA,NA,NA,NA,NA
"81","2020-12-11 11:32:53-03","UFMG","BHCB","135595","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Rezende, SG; Santos, MVC; Rezende, EG","3239","2009","08","14","Southern America","Brasil","Minas Gerais","Araújo","-45.129186","-19.95",NA,NA,"BHCB051718",NA,NA,NA,"790","790",NA,NA,"-45.129186","-19.95",NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-12-11 11:32:53-03","UFMG","BHCB","133838","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Ceccantini, G; Melo Júnior, JCF; Freire, GQ; Jono, V","2731","2006","03","30","Southern America","Brasil","Minas Gerais","Matozinhos","-43.5718","-19.3027",NA,"Arbustro 2 m alt. CB 7,5cm. Flores brancas.; Campo cerrado.","BHCB025423",NA,NA,"Área IBAMA","758","760",NA,NA,"-43.5718","-19.3027","2015","06",NA,NA,NA,NA,NA,NA,NA
"83","2020-12-11 11:32:53-03","UFMG","BHCB","147218","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Lemos Filho, JP; Lovato, MB","s.n.","2010","12","16","Southern America","Brasil","Minas Gerais","Santo Antônio do Retiro","-43.170778","-15.640528",NA,NA,"BHCB051717",NA,NA,"Estrada Mato Verde - Montezuma. Vinte e oito quilômetros a partir de Mato Verde","973","973",NA,NA,"-43.170778","-15.640528","2010","12",NA,"16",NA,NA,NA,NA,NA
"84","2020-12-11 11:32:53-03","UFMG","BHCB","131264","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Viana, PL; Mota, NFO; Perillo, LN; Carmo, FF; Freitas, GHS; Jorge, TB; Leopoldo, BF","4252","2009","06","13","Southern America","Brasil","Minas Gerais","Monte Azul","-43.048056","-14.928889",NA,"Arbusto, 2m. Flores rosas.; Transição cerrado/campo rupestre.","BHCB025419",NA,NA,"Parque Estadual Caminho das Gerais.","938","938",NA,NA,"-43.048056","-14.928889","2015","06",NA,NA,NA,NA,NA,NA,NA
"85","2020-12-11 11:32:53-03","UFMG","BHCB","188965","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Brina, AE","s.n.","2016","05","10","Southern America","Brasil","Minas Gerais","Itatiaiuçu","-44.740278","-20",NA,"Cerrado.","BHCB188965",NA,NA,"Propriedade Mineração Usiminas, Propriedade Mineração Usiminas. Área do traçado da Linha de Transmissão",NA,NA,NA,NA,"-44.740278","-20",NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-12-11 11:32:53-03","UFMG","BHCB","82918","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Tameirão Neto, E","3592","2003","07","03","Southern America","Brasil","Minas Gerais","São Gonçalves de Minas",NA,NA,NA,"Plantas do Brasil.; Arbóreo.; Cerrado.","BHCB051715",NA,NA,"Companhia Suzano Celulose.",NA,NA,NA,NA,NA,NA,"2009","03",NA,NA,NA,NA,NA,NA,NA
"87","2020-12-11 11:32:53-03","UFMG","BHCB","168714","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Duarte, AP","11712","1969","07","15","Southern America","Brasil","Minas Gerais","Lagoa Santa","-43.8897018432617","-19.6271991729736",NA,"Cerrado.","BHCB012867",NA,NA,NA,NA,NA,"12338","auto",NA,NA,"2015","06",NA,NA,NA,NA,NA,NA,NA
"88","2020-12-11 11:32:53-03","UFMG","BHCB","2547","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Grandi, TSM","590","1981","02","23","Southern America","Brasil","Minas Gerais","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,"Arbustivo, 2m. Flores brancas.; Cerrado.","BHCB051709",NA,NA,"Campus da UFMG, ICB.",NA,NA,"17082","auto",NA,NA,"2009","03",NA,NA,NA,NA,NA,NA,NA
"89","2020-12-11 11:32:53-03","UFMG","BHCB","26710","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Carvalho, MG; Silva, ST da","343","1991","07","17","Southern America","Brasil","Minas Gerais","Cristália","-42.8622016906738","-16.8003005981445",NA,"CEMIG/ Enerconsult. Estudos de viabilidade da UHE Irapé - Levantamento florístico.; Arbóreo.; Cerrado.","BHCB051710",NA,NA,"Fazenda Cabral.","750","750","30029","auto",NA,NA,"2009","03",NA,NA,NA,NA,NA,NA,NA
"90","2020-12-11 11:32:53-03","UFMG","BHCB","56081","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Barreto, HLM","3848","1933","08","05","Southern America","Brasil","Minas Gerais","Santa Luzia","-43.8513984680176","-19.7696990966797",NA,"Frequência regular.; Arbóreo, 2m.; Cerrado.","BHCB051713",NA,NA,"Lagoa Santa",NA,NA,"19939","auto",NA,NA,"2009","03",NA,NA,NA,NA,NA,NA,NA
"91","2020-12-11 11:32:53-03","UFMG","BHCB","47943","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Salino, A","4791","1999","06","11","Southern America","Brasil","Minas Gerais","São Gonçalo do Rio Preto","-43.3908004760742","-18.0041999816895",NA,"Arbusto, 2,5m. Folhas cartáceas. Flores rosadas.; Área com vegetação de cerrado e formações rupestres.","BHCB051714",NA,NA,"Parque Estadual do Rio Preto",NA,NA,"26697","auto",NA,NA,"2000","08",NA,NA,NA,NA,NA,NA,NA
"92","2020-12-11 11:32:53-03","UFMG","BHCB","61006","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Zappi, DC; Mello-Silva, R de; Giulietti, AM; Meguro, M; Gonçalves, JCC; Giulietti, AM","CFCR9895","1986","07","24","Southern America","Brasil","Minas Gerais","Grão Mogol","-42.8897018432617","-16.5594005584717",NA,"Flora de Campos Rupestres.; Arvoreta de 3m alt. Flores lilases passando a brancas. Botões vermelho-vináceos.; Próximo a grandes rochas.","BHCB051712",NA,NA,"Rio das Mortes, Vale do rio, a oeste da cidade.","880","880","67219","auto",NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-12-11 11:32:53-03","UFMG","BHCB","102032","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Viana, PL; Silva, LVC","2281","2006","08","19","Southern America","Brasil","Minas Gerais","Conceição do Mato Dentro","-43.4249992370605","-19.0372009277344",NA,"Plantas do Brasil. Grande população. Indivíduos até 3m.","BHCB051716",NA,NA,"Serra da Ferrugem, Fazenda do Lecy.",NA,NA,"60318","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
