"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","phylum","order","continentOcean","preparationType","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","sex"
"231","2019-11-25 12:11:46-03","UFSM","SMDB","4968","S","Plantae","Convolvulaceae","Ipomoea","triloba","Ipomoea triloba","L.","Rangel, I; et al.","s.n.","1993","05","20","Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,"SMDB004968",NA,"Ferreira, PPA","2008","10","17","Campus da UFSM",NA,NA,"Em área de lavoura abandonada, nos fundos do viveiro do colégio agricola.",NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA
"232","2019-11-25 12:11:46-03","UFSM","SMDB","5493","S","Plantae","Convolvulaceae","Ipomoea","triloba","Ipomoea triloba","L.","Ethur, LZ","s.n.",NA,NA,NA,"Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,"SMDB005493",NA,"Ferreira, PPA",NA,NA,NA,"Campus UFSM",NA,NA,"Em lavoura nos fundos do HUSM.",NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA
"233","2019-11-25 12:11:46-03","UFSM","SMDB","4904","S","Plantae","Convolvulaceae","Ipomoea","triloba","Ipomoea triloba","L.","Rangel, I; et al.","s.n.","1993","11","24","Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,"SMDB004904",NA,"Ferreira, PPA","2008","10","17","Campus UFSM",NA,NA,"Em lavoura nos fundos do C.E.F.",NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA
"234","2019-11-25 12:11:46-03","UFSM","SMDB","4929","S","Plantae","Convolvulaceae","Ipomoea","triloba","Ipomoea triloba","L.","Rangel, I; et al.","s.n.","1993","04","02","Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,"SMDB004929",NA,"Ferreira, PPA","2008","10","17","Campus UFSM",NA,NA,"Em lavoura nos fundos do HUSM.",NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA
"235","2021-02-11 16:53:02-03","UFSM","SMDB","6794","S","Plantae","Convolvulaceae","Ipomoea","triloba","Ipomoea triloba","L.","Záchia, R.A; Martins, S; Morel, AF","2605","2008","10","17","Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,"SMDB006794",NA,"Ferreira, PPA","2008","10","17","Camobi - UFSM estrada para o Jardim Botânico do Ca",NA,NA,"Trepadeira escandente de flores lilás, com látex, sobre a vegetação herbáceo- arbustiva de área degradada, vegetação secundária..",NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA
"236","2019-11-25 12:11:46-03","UFSM","SMDB","5037","S","Plantae","Convolvulaceae","Ipomoea","triloba","Ipomoea triloba","L.","Ethur, LZ","s.n.",NA,NA,NA,"Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,"SMDB005037",NA,"Ferreira, PPA","2008","10","17","Campus da UFSM",NA,NA,"Plantas ruderais",NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA
"237","2019-11-25 12:11:46-03","UFSM","SMDB","5158","S","Plantae","Convolvulaceae","Ipomoea","triloba","Ipomoea triloba","L.","Ethur, L Z","s.n.",NA,NA,NA,"Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,"SMDB005158",NA,"Ethur, L Z","2008","10","17","Campus da UFSM",NA,NA,"Em lavoura nos fundos do Husm.",NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA
"238","2019-11-25 12:11:46-03","UFSM","SMDB","4928","S","Plantae","Convolvulaceae","Ipomoea","triloba","Ipomoea triloba","L.","Rangel, I; et al.","s.n.","1993","04","19","Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,"SMDB004928",NA,"Ferreira, PPA","2008","10","17","Campus UFSM",NA,NA,"Em lavoura nos fundos do HUSM.",NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA
"239","2019-11-25 12:11:46-03","UFSM","SMDB","4936","S","Plantae","Convolvulaceae","Ipomoea","triloba","Ipomoea triloba","L.","Rangel, I; et al.","s.n.","1993","01","14","Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,"SMDB004936",NA,"Ferreira, PPA","2008","10","17","Campus UFSM",NA,NA,"Em lavoura nos fundos do HUSM.",NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA
"240","2019-11-25 12:11:46-03","UFSM","SMDB","4945","S","Plantae","Convolvulaceae","Ipomoea","triloba","Ipomoea triloba","L.","Rangel, I; et al.","s.n.","1993","10","26","Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,"SMDB004945",NA,"Ferreira, PPA","2008","10","17","Campus UFSM",NA,NA,"Em lavoura nos fundos do HUSM.",NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA
"241","2019-11-25 12:11:46-03","UFSM","SMDB","4930","S","Plantae","Convolvulaceae","Ipomoea","triloba","Ipomoea triloba","L.","Rangel, I; et al.","s.n.","1993","12","14","Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,"SMDB004930",NA,"Ferreira, PPA","2008","10","17","Campus UFSM",NA,NA,"Em lavoura nos fundos do HUSM.",NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA
"242","2019-11-25 12:11:46-03","UFSM","SMDB","9936","S","Plantae","Convolvulaceae","Ipomoea","triloba","Ipomoea triloba","L.","Freitas, K; Silva, LE; Canto-Dorow, T,S","s.n.","2005","05","19","Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,"SMDB009936",NA,"Canto-Dorow, T,S; Freitas, K; Silva, LE",NA,NA,NA,"Campus- UFSM, Área entre a Imprensa Universitária e o Centro de educação est.3",NA,NA,"Projeto 'coletas na região de santa maria",NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA
"243","2020-12-21 16:21:26-03","MBM","MBM","392084","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","grandifolia","Ipomoea grandifolia","(Dammer) ODonell","Schwirkowski, P.","272","2013","03","23","Brazil","Santa Catarina","São Bento do Sul","-49.3786010742188","-26.2502994537354",NA,NA,"MBM392084","MBM392084","Barboza, E.","2014","08","20","Rio Natal, trilhos, próximo à Cepa Rugendas",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"23090","auto",NA,NA,NA,NA,NA,NA
"244","2020-12-21 16:21:26-03","MBM","MBM","342338","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","grandifolia","Ipomoea grandifolia","(Dammer) ODonell","Caxambú, M.G.; et al.; et al.","1584","2007","07","30","Brazil","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,"MBM342338","MBM342338","Cordeiro, J.; Barboza, E.","2008",NA,NA,"Passo do Lontra. Base da UFMS","91","91","Erva reptante, heliófita. Flores rosas. Rara. solo arenoso. Relevo plano.",NA,NA,"Southern America",NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"245","2020-12-21 16:21:26-03","MBM","MBM","193424","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","grandifolia","Ipomoea grandifolia","(Dammer) ODonell","Sacco, J.C.","502","1986","03","07","Brazil","Rio Grande do Sul","Pelotas","-52.3424987792969","-31.771900177002",NA,NA,"MBM193424",NA,"Rambo, B.",NA,NA,NA,"Charqueada São João",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"51462","auto",NA,NA,NA,NA,NA,NA
"246","2020-12-21 16:21:28-03","MBM","MBM","225222","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","triloba","Ipomoea triloba","L.","Cervi, A.C.; et al.; et al.","6484","1998","03","24","Brazil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"MBM225222","MBM225222","Ferreira, P.P.A.","2008","10","24","Parque Estadual de Vila Velha",NA,NA,"Planta volúvel. Beira de estrada. Flores róseas.",NA,NA,"Southern America",NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"247","2020-12-21 16:21:28-03","MBM","MBM","118050","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","triloba","Ipomoea triloba","L.","Krapovickas, A.; Cristóbal, C.L.; Cristóbal, C.L.","40921","1987","01","16","Brazil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"MBM118050","MBM118050",NA,"2008","10","21","Vila Velha",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"248","2020-12-21 16:21:28-03","MBM","MBM","31661","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","triloba","Ipomoea triloba","L.","Kummrow, R.","537","1974","03","31","Brazil","Paraná","Santa Mariana","-50.5186004638672","-23.1508007049561",NA,NA,"MBM031661","MBM031661","Ferreira, P.P.A.","2008","10","21","Rio Laranjnha",NA,NA,"Trepadeira, flor vinosa, de capoeira.",NA,NA,"Southern America",NA,NA,NA,"29409","auto",NA,NA,NA,NA,NA,NA
"249","2020-12-21 16:21:28-03","MBM","MBM","267905","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","triloba","Ipomoea triloba","L.","Kegler, A.","760","2000","02","05","Brazil","Rio Grande do Sul","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,"MBM267905","MBM267905","Ferreira, P.P.A.","2008","10","21","Vila Cristina",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"49662","auto",NA,NA,NA,NA,NA,NA
"250","2020-12-21 16:21:28-03","MBM","MBM","132506","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","triloba","Ipomoea triloba","L.","Krapovickas, A.","43439","1989","06",NA,"Argentina",NA,NA,NA,NA,NA,NA,"MBM132506","MBM132506","Ferreira, P.P.A.","2008","10","22","Prov. Corrientes, Dep. Capital",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","2020-12-21 16:21:28-03","MBM","MBM","19569","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","triloba","Ipomoea triloba","L.","Krapovickas, A.; et al.; et al.","15091","1969","03","11","Argentina",NA,NA,NA,NA,NA,NA,"MBM019569",NA,"Ferreira, P.P.A.","2008","10","22","Prov. Misiones",NA,NA,"Flor branca.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","2020-12-21 16:21:28-03","MBM","MBM","23321","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","triloba","Ipomoea triloba","L.","Hatschbach, G.","29678","1972","05","23","Brazil","Paraná",NA,NA,NA,NA,NA,"MBM023321","MBM023321","Falcão, J.I.",NA,NA,NA,"Reserva Indígena, Rio Iguaçu",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","2020-12-21 16:21:28-03","MBM","MBM","243106","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","triloba","Ipomoea triloba","L.","Hashimoto, G.","20480","1949","07","27","Brazil","Goiás",NA,NA,NA,NA,NA,"MBM243106","MBM243106","Hashimoto, G.",NA,NA,NA,"Goiás",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","2020-12-21 16:21:28-03","MBM","MBM","245769","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","triloba","Ipomoea triloba","L.","Ramirez, S.T.","5","1997","10","12","Mexico",NA,NA,NA,NA,NA,NA,"MBM245769","MBM245769","Ramos A., C.H.",NA,NA,NA,"Campeche",NA,NA,NA,NA,NA,"Northern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","2020-12-21 16:21:28-03","MBM","MBM","312551","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","triloba","Ipomoea triloba","L.","Bai-Zhong, X.","3793","2004","08","23","China",NA,"Hunan",NA,NA,NA,NA,"MBM312551","MBM312551","Ferreira, P.P.A.","2008","10","22",NA,NA,NA,NA,NA,NA,"Asia-Temperate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","2020-12-21 16:21:28-03","MBM","MBM","404156","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","triloba","Ipomoea triloba","L.","Engels, M.E.","3932","2015","08","03","Brazil","Mato Grosso","Itaúba","-55.3025","-10.965","-55.3025","-10.965","MBM404156","MBM404156","Silva, S.S.","2018","10","22","Resgate da Flora da UHE Colíder, Estrada de acesso ao lote G de supressão","368","368","Liana ruderal. Flores róseas com centro mais escuro.; Floresta do Planalto dos Parecís, região de ecótono entre a Floresta Amazônica e Cerrado. Borda de pastagem.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","2020-12-21 16:21:28-03","MBM","MBM","411328","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","triloba","Ipomoea triloba","L.","Guedes, M.L.; Silva, L.M.; Akita, A.S.T.; Gomes, F.S.; Silva, L.M.; Akita, A.S.T.; Gomes, F.S.","18232","2011","05","14","Brazil","Bahia","Candeias","-38.465278","-12.770556","-38.465278","-12.770556","MBM411328","MBM411328","Silva, S.S.","2018","10","22","Porto de Aratu, Próximo a cidade de Caboto, nas imediações do Porto de Aratu.","27","27","Herbáceae: Folhas membranáceas, tomentosas. Flores lilases.; Mata Atântica: Área antropizada.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","2020-12-21 16:21:28-03","MBM","MBM","412032","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","triloba","Ipomoea triloba","L.","Bronholi, A.Z.; et al.; et al.","Eq. 03353","2015","07","02","Brazil","Mato Grosso","Nova Canaã do Norte","-55.635278","-10.944167","-55.635278","-10.944167","MBM412032","MBM412032","Silva, S.S.","2018","10","23","Resgate de Flora da UHE Colíder, Lote A de supressão.","255","255","Cipó. Folhas simples, coriácea. Flores sépalas verdes, pétalas lilás, estames lilás.; Floresta do Planalto dos Parecís, região de ecótono entre Floresta Amazônica e Cerrado. Coletado em mata secundária, solo seco.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","2020-12-21 16:21:28-03","MBM","MBM","45936","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","triloba","Ipomoea triloba","L.","Krapovickas, A.; et al.; et al.","27435","1975","03","12","Argentina",NA,NA,NA,NA,NA,NA,"MBM045936","MBM045936","Ferreira, P.P.A.","2008","10","22","Prov. Corrientes, Dep. Esquina.",NA,NA,"Bosque abeierto, en suelo bajo, gredoso, flores rosadas.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","2020-12-21 16:21:28-03","MBM","MBM","48573","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","triloba","Ipomoea triloba","L.","Ahumada, O.","404","1976","02","26","Argentina",NA,NA,NA,NA,NA,NA,"MBM048573","MBM048573","Ferreira, P.P.A.","2008","10","22","Prov. Corrientes, Dep. Empedrado.",NA,NA,"En taipas.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","2020-12-21 16:21:28-03","MBM","MBM","63189","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","triloba","Ipomoea triloba","L.","Pedersen, T.M.","12412","1979","04","06","Argentina",NA,NA,NA,NA,NA,NA,"MBM063189","MBM063189","Ferreira, P.P.A.","2008","10","22","Prov. Corrientes",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","2020-12-21 16:21:28-03","MBM","MBM","228562","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","triloba","Ipomoea triloba","L.","Cervi, A.C.","2532","1987","11",NA,"Brazil","Paraná","Céu Azul","-53.8485984802246","-25.1466999053955",NA,NA,"MBM228562","MBM228562","Ferreira, P.P.A.","2008","10","24","Rod. BR-277, km 533",NA,NA,"Flores arroxeadas. Beira da estrada",NA,NA,"Southern America",NA,NA,NA,"51148","auto",NA,NA,NA,NA,NA,NA
"263","2020-12-21 16:21:28-03","MBM","MBM","311126","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","triloba","Ipomoea triloba","L.","Maschio, W.","497","2005","07","07","Brazil","Paraná","Colombo","-49.2242012023926","-25.2917003631592",NA,NA,"MBM311126","MBM311126","Ferreira, P.P.A.","2008","10","24","Chácara do W. Maschio",NA,NA,"Produz frutos",NA,NA,"Southern America",NA,NA,NA,"13536","auto",NA,NA,NA,NA,NA,NA
"264","2020-12-21 16:21:28-03","MBM","MBM","130848","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","triloba","Ipomoea triloba","L.","Cervi, A.C.; et al.; et al.","2712","1989","06","11","Brazil","Paraná","Guarapuava","-51.4580993652344","-25.395299911499",NA,NA,"MBM130848","MBM130848","Ferreira, P.P.A.","2008","10","21","Rod. BR-277, Três Pinheiros",NA,NA,"Pétalas roseas com fauce alva, reptante e apoiante.",NA,NA,"Southern America",NA,NA,NA,"53832","auto",NA,NA,NA,NA,NA,NA
"265","2020-12-21 16:21:28-03","MBM","MBM","193362","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","triloba","Ipomoea triloba","L.","Dombrowski, L.T.","7280","1977","04","14","Brazil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,"MBM193362",NA,"Ribas, O.S.",NA,NA,NA,"Morretes",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"266","2020-12-21 16:21:28-03","MBM","MBM","128518","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","triloba","Ipomoea triloba","L.","Ribas, O.S.; Hatschbach, G.; Hatschbach, G.","58","1989","03","01","Brazil","Paraná","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,"MBM128518","MBM128518","Ferreira, P.P.A.","2008","10","21","Rod. BR-277, Rio Capivara",NA,NA,"Volúvel, Flor lilás, Capoeira.",NA,NA,"Southern America",NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA
"267","2020-12-21 16:21:28-03","MBM","MBM","74930","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","triloba","Ipomoea triloba","L.","Kummrow, R.; Stutts, J.G.; Stutts, J.G.","1828","1982","02","26","Brazil","Paraná","Clevelândia","-52.4707984924316","-26.3957996368408",NA,NA,"MBM074930","MBM074930","Ferreira, P.P.A.","2008","10","21","Rio Rondinha",NA,NA,"Flor rosada, baira da rodovia.",NA,NA,"Southern America",NA,NA,NA,"30860","auto",NA,NA,NA,NA,NA,NA
"268","2020-12-21 16:21:28-03","MBM","MBM","994","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","triloba","Ipomoea triloba","L.","Hatschbach, G.","14346","1966","05","01","Brazil","Paraná","São Carlos do Ivaí","-52.4757995605469","-23.315299987793",NA,NA,"MBM000994","MBM000994","Ferreira, P.P.A.","2008","10","21","Rio Ivaí",NA,NA,"Volúvel, flor lilás rosada, orla da mata pluvial.",NA,NA,"Southern America",NA,NA,NA,"17334","auto",NA,NA,NA,NA,NA,NA
"269","2020-12-21 16:21:28-03","MBM","MBM","260476","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","triloba","Ipomoea triloba","L.","Bordin, J.","15761","2000","06","17","Brazil","Rio Grande do Sul","Butiá","-51.9622001647949","-30.1196994781494",NA,NA,"MBM260476","MBM260476","Ferreira, P.P.A.","2008","10","21","Rod. BR-290",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"39953","auto",NA,NA,NA,NA,NA,NA
"270","2020-12-21 16:21:28-03","MBM","MBM","154140","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","triloba","Ipomoea triloba","L.","Krapovickas, A.; Cristóbal, C.L.; Cristóbal, C.L.","43979","1992","01","22","Brazil","Santa Catarina","Fraiburgo","-50.9213981628418","-27.0261001586914",NA,NA,"MBM154140","MBM154140","Ferreira, P.P.A.","2008","10","21","Fraiburgo",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"24284","auto",NA,NA,NA,NA,NA,NA
"271","2020-12-21 16:21:28-03","MBM","MBM","215802","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","triloba","Ipomoea triloba genuina","L.","Gehrt, A.","s.n.","1922","03","20","Brazil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"MBM215802","MBM215802","Hoehne, F.C.",NA,NA,NA,"Butantã",NA,NA,NA,NA,NA,"Southern America",NA,"genuina",NA,"53584","auto",NA,NA,NA,NA,NA,NA
"272","2020-12-21 16:21:28-03","MBM","MBM","215802","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","triloba","Ipomoea triloba genuina","L.","Gehrt, A.","s.n.","1922","03","20","Brazil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"MBM215802","MBM215802","Hoehne, F.C.",NA,NA,NA,"Butantã",NA,NA,NA,NA,NA,"Southern America",NA,"genuina",NA,"53584","auto",NA,NA,NA,NA,NA,NA
"273","2015-09-04 13:02:14-03","MNHN","RECOLNAT_MNHN_P","P03865842","PreservedSpecimen",NA,"Convolvulaceae","Ipomoea","australis","Ipomoea australis","(O'Donell) J.R.I Wood & P. Munoz","Fruchard",NA,"1874","3","1","Uruguai",NA,NA,NA,NA,NA,NA,"P03865842","P03865842_01","Wels",NA,NA,NA,"Montevideo. Uruguai",NA,NA,". . Reçu le 15 mai 1888 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03865842' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","2020-11-16 13:23:08-03","UFT","HTO","395","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","grandifolia","Ipomoea grandifolia","(Dammer) O'Donell","E.R. Santos","145","1993","03","29","Brasil","TO","Porto Nacional","-48.4171981811523","-10.7081003189087",NA,NA,NA,NA,"R. Simão-Bianchini","2013","09","26","Rua Frederico Lemos - Centro. Rente ao muro, próximo ao calçamento",NA,NA,NA,NA,NA,NA,NA,NA,NA,"77281","auto",NA,NA,NA,NA,NA,NA
"275","2020-11-16 13:23:08-03","UFT","HTO","10700","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","grandifolia","Ipomoea grandifolia","(Dammer) O'Donell","R.M. Alves; V.S. Alves",NA,"2014","03","18","Brasil","TO","Porto Nacional","-48.4171981811523","-10.7081003189087",NA,NA,NA,NA,NA,NA,NA,NA,"Fazenda Providência. Cerrado",NA,NA,NA,NA,NA,NA,NA,NA,NA,"77281","auto",NA,NA,NA,NA,NA,NA
"276","2020-11-16 13:23:08-03","UFT","HTO","5800","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","grandifolia","Ipomoea grandifolia","(Dammer) O'Donell","S.L. Domingos","1","2000","12","12","Brasil","TO","Porto Nacional","-48.4171981811523","-10.7081003189087",NA,NA,NA,NA,NA,NA,NA,NA,"Área do Campus de Porto Nacional, próximo ao Laboratório de Ictiologia. Cerrado",NA,NA,NA,NA,NA,NA,NA,NA,NA,"77281","auto",NA,NA,NA,NA,NA,NA
"277","2020-11-16 13:23:08-03","UFT","HTO","1177","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","grandifolia","Ipomoea grandifolia","(Dammer) O'Donell","M.A. Milaneze; W.M. Ferreira; E.R. Santos","367","1994","01","14","Brasil","TO","Formoso do Araguaia","-49.5289001464844","-11.7966995239258",NA,NA,NA,NA,"R. Simão-Bianchini","2013","09","26","Estrada Formoso do Araguaia para Dueré. Cerrado",NA,NA,NA,NA,NA,NA,NA,NA,NA,"161471","auto",NA,NA,NA,NA,NA,NA
"278","2020-12-11 11:34:45-03","UFMG","BHCB","131630","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","grandifolia","Ipomoea grandifolia","(Dammer) O'Donell","Silva, FV; Miranda, AM","21","1999","06","17","Brasil","Pernambuco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Estrada entre Serra Talhada e Triunfo",NA,NA,"Plantas do Brasil. Volúvel. Caule esverdeado. Folhas membranáceas. Flores brancas. Androceu alvo","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","2020-12-11 11:34:47-03","UFMG","BHCB","124706","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","triloba","Ipomoea triloba","L.","Paiva, EAS","108","2008","10","30","Brasil","São Paulo","Botucatu","-48.427233","-22.813889","-48.427233","-22.813889","BHCB034521",NA,NA,NA,NA,NA,"Fazenda Experimental do Lajeado, UNESP",NA,NA,"Latescente, escandente, flores róseas","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","2020-12-11 11:34:47-03","UFMG","BHCB","124699","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","triloba","Ipomoea triloba","L.","Paiva, EAS","s.n.","2008","09","29","Brasil","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"BHCB034520",NA,NA,"2011","01","26",NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"281","2021-02-12 12:24:44-03","UFMA","MAR","2477","S","Plantae","Convolvulaceae","Ipomoea","grandifolia","Ipomoea grandifolia","(Dammer) O'Donell","D.Maia; J.Gomes; C.Cabral; N.Figueiredo",NA,"1989","06","26","Brasil","Maranhão","São Luís","-44.302778","-2.529722","44º18'10W","02º31'47S",NA,NA,NA,NA,NA,NA,"Praia do Calhau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","2021-02-11 17:18:36-03","UFPR","UPCB","79718","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","triloba","Ipomoea triloba","L.","Lombardi, J.A. | Saka, M.N. | Fonseca, R.","8524","2011","04","26","Brasil","São Paulo","São Lourenço da Serra","-46.941667","-23.824167","-46.941667","-23.824167",NA,NA,"Saka, M.N.","2012","01",NA,"Reserva Particular do Patrimônio Natural Paiol Maria, Trilha Ibirá-Mirim.","762","809","Amostra em sílica. Borda e trilhas no interior de mata atlântica secundária a beira de estrada. Liana, folhas papiráceas, cálice verde, corola lilás, frutos imaturos verdes..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
